grad_steps,_timestamp,returned_episode,test_returned_episode_lengths,qvals,env_step,test_returned_won_episode,returned_won_episode,test_returned_episode_returns,test_returned_episode,loss,_step,update_steps,_runtime,returned_episode_returns,returned_episode_lengths
16000,1746456479.8595114,0.0078125,81.82688903808594,-0.14302144944667816,3119616.0,0.09392265230417252,0.0,0.8474473357200623,1.0,0.08073574304580688,2030,2031,642.159111949,0.3046353757381439,30.30599021911621
16040,1746456481.3399465,0.009765625,81.82688903808594,-0.18265263736248016,3127296.0,0.09392265230417252,0.02864583395421505,0.8474473357200623,1.0,0.07855242490768433,2035,2036,643.639519418,0.3016362190246582,30.59375
16088,1746456483.129845,0.0078125,81.82688903808594,-0.1553499549627304,3136512.0,0.09392265230417252,0.05078125,0.8474473357200623,1.0,0.07985997200012207,2041,2042,645.429569586,0.2873992621898651,25.59505271911621
16120,1746456484.3117158,0.0078125,81.82688903808594,-0.1577930599451065,3142656.0,0.09392265230417252,0.0,0.8474473357200623,1.0,0.11720409989356995,2045,2046,646.611332623,0.28342095017433167,30.14713478088379
16248,1746456489.0675735,0.0078125,81.82688903808594,-0.17186936736106873,3167232.0,0.09392265230417252,0.0533854179084301,0.8474473357200623,1.0,0.08921948075294495,2061,2062,651.367145727,0.30221351981163025,25.62630271911621
16312,1746456491.4425988,0.0078125,81.82688903808594,-0.19927501678466797,3179520.0,0.09392265230417252,0.1048177108168602,0.8474473357200623,1.0,0.08602955937385559,2069,2070,653.742180984,0.3832898736000061,27.40755271911621
16408,1746456495.002512,0.0078125,81.82688903808594,-0.22283422946929932,3197952.0,0.09392265230417252,0.0768229141831398,0.8474473357200623,1.0,0.08862931281328201,2081,2082,657.302127748,0.34116053581237793,26.21744728088379
16416,1746456495.297449,0.0078125,81.82688903808594,-0.20776444673538208,3199488.0,0.09392265230417252,0.0481770820915699,0.8474473357200623,1.0,0.0928562730550766,2082,2083,657.597055187,0.3070225119590759,27.92838478088379
16456,1746456496.7798595,0.0078125,81.82688903808594,-0.2056165188550949,3207168.0,0.09392265230417252,0.02994791604578495,0.8474473357200623,1.0,0.09959036111831665,2087,2088,659.079472293,0.2807074189186096,26.30729103088379
16464,1746456497.0757089,0.0078125,81.82688903808594,-0.23449000716209412,3208704.0,0.09392265230417252,0.0559895820915699,0.8474473357200623,1.0,0.10054938495159149,2088,2089,659.375306646,0.33097562193870544,28.20182228088379
16640,1746456503.605072,0.0078125,81.82688903808594,-0.27596426010131836,3242496.0,0.09392265230417252,0.0,0.8474473357200623,1.0,0.09687243402004242,2110,2111,665.904731814,0.23463191092014313,26.99479103088379
16648,1746456503.8998482,0.0078125,81.82688903808594,-0.27891844511032104,3244032.0,0.09392265230417252,0.0501302070915699,0.8474473357200623,1.0,0.0991797000169754,2111,2112,666.199473112,0.3264886438846588,27.92708396911621
16712,1746456506.2741907,0.0078125,81.82688903808594,-0.26982545852661133,3256320.0,0.09392265230417252,0.0520833320915699,0.8474473357200623,1.0,0.07593990862369537,2119,2120,668.573823315,0.31842270493507385,27.66666603088379
16936,1746456514.5780113,0.0078125,81.82688903808594,-0.39909258484840393,3299328.0,0.09392265230417252,0.02408854104578495,0.8474473357200623,1.0,0.10930503904819489,2147,2148,676.877594254,0.2887117564678192,26.91796875
17008,1746456517.2532072,0.0078125,81.82688903808594,-0.449108362197876,3313152.0,0.09392265230417252,0.099609375,0.8474473357200623,1.0,0.11794131994247437,2156,2157,679.552921746,0.35192182660102844,25.54557228088379
17152,1746456522.6064873,0.0078125,81.82688903808594,-0.39712274074554443,3340800.0,0.09392265230417252,0.0677083358168602,0.8474473357200623,1.0,0.10635294020175934,2174,2175,684.906189616,0.3269392251968384,27.05729103088379
17224,1746456525.2930355,0.008463541977107525,81.82688903808594,-0.39071327447891235,3354624.0,0.09392265230417252,0.1028645858168602,0.8474473357200623,1.0,0.09230704605579376,2183,2184,687.592733567,0.3488602042198181,24.50130271911621
17384,1746456531.237469,0.0078125,81.82688903808594,-0.2897265553474426,3385344.0,0.09392265230417252,0.0475260429084301,0.8474473357200623,1.0,0.12524107098579407,2203,2204,693.537207358,0.28421178460121155,25.75911521911621
17400,1746456531.8292217,0.008463541977107525,81.82688903808594,-0.29810816049575806,3388416.0,0.09392265230417252,0.0833333358168602,0.8474473357200623,1.0,0.11495864391326904,2205,2206,694.128800932,0.3584608733654022,28.29817771911621
17432,1746456533.0202327,0.0078125,81.82688903808594,-0.30433782935142517,3394560.0,0.09392265230417252,0.0852864608168602,0.8474473357200623,1.0,0.1353137046098709,2209,2210,695.319867796,0.3487699031829834,25.70182228088379
17576,1746456538.3566658,0.0078125,81.82688903808594,-0.2722889184951782,3422208.0,0.09392265230417252,0.046875,0.8474473357200623,1.0,0.11386983096599579,2227,2228,700.656291055,0.28912147879600525,25.98958396911621
17584,1746456538.6507933,0.0078125,81.82688903808594,-0.28288400173187256,3423744.0,0.09392265230417252,0.0970052108168602,0.8474473357200623,1.0,0.10811726003885269,2228,2229,700.950413634,0.35044872760772705,26.99088478088379
17664,1746456541.6144013,0.0078125,81.82688903808594,-0.29296332597732544,3439104.0,0.09392265230417252,0.02083333395421505,0.8474473357200623,1.0,0.115052729845047,2238,2239,703.914055803,0.2714461386203766,26.35546875
17672,1746456541.9094398,0.0078125,81.82688903808594,-0.29897749423980713,3440640.0,0.09392265230417252,0.10546875,0.8474473357200623,1.0,0.09799434244632721,2239,2240,704.209042986,0.35514751076698303,25.61849021911621
17992,1746456553.8437512,0.0078125,86.97864532470703,-0.3031145930290222,3502080.0,0.18446603417396545,0.046875,1.033400535583496,1.0,0.11450468003749847,2279,2280,716.14332193,0.30761972069740295,26.67317771911621
18072,1746456556.8090367,0.0078125,86.97864532470703,-0.3048247694969177,3517440.0,0.18446603417396545,0.046875,1.033400535583496,1.0,0.12110419571399689,2289,2290,719.108608924,0.28471609950065613,26.66015625
18248,1746456563.3208423,0.0078125,86.97864532470703,-0.3323063254356384,3551232.0,0.18446603417396545,0.123046875,1.033400535583496,1.0,0.22316476702690125,2311,2312,725.620437402,0.3794991075992584,27.22005271911621
18256,1746456563.630796,0.0078125,86.97864532470703,-0.34121668338775635,3552768.0,0.18446603417396545,0.1438802033662796,1.033400535583496,1.0,0.21183432638645172,2312,2313,725.930614613,0.4142273962497711,26.50390625
18264,1746456563.9252472,0.008463541977107525,86.97864532470703,-0.33148089051246643,3554304.0,0.18446603417396545,0.0234375,1.033400535583496,1.0,0.2041912078857422,2313,2314,726.224845451,0.26711800694465637,26.90625
18728,1746456581.1416602,0.0078125,86.97864532470703,-0.5276326537132263,3643392.0,0.18446603417396545,0.1243489608168602,1.033400535583496,1.0,0.1461055725812912,2371,2372,743.441223779,0.37268051505088806,25.171875
19024,1746456592.1389527,0.008463541977107525,86.97864532470703,-0.5100067257881165,3700224.0,0.18446603417396545,0.1243489608168602,1.033400535583496,1.0,0.1401512622833252,2408,2409,754.438666659,0.3809608817100525,25.890625
19232,1746456599.85052,0.0078125,86.97864532470703,-0.4909251034259796,3740160.0,0.18446603417396545,0.228515625,1.033400535583496,1.0,0.14819838106632233,2434,2435,762.150190054,0.5013888478279114,26.03385353088379
19368,1746456604.9099717,0.0078125,86.97864532470703,-0.4495145082473755,3766272.0,0.18446603417396545,0.1100260391831398,1.033400535583496,1.0,0.15838751196861267,2451,2452,767.209673806,0.36345481872558594,25.83984375
19376,1746456605.2038643,0.0078125,86.97864532470703,-0.45519009232521057,3767808.0,0.18446603417396545,0.048828125,1.033400535583496,1.0,0.19169661402702332,2452,2453,767.50345258,0.2714278995990753,23.83984375
19392,1746456605.7951348,0.0078125,86.97864532470703,-0.4146490693092346,3770880.0,0.18446603417396545,0.1614583283662796,1.033400535583496,1.0,0.15520396828651428,2454,2455,768.094700238,0.40521520376205444,24.36979103088379
19520,1746456610.5640304,0.0078125,86.97864532470703,-0.35648036003112793,3795456.0,0.18446603417396545,0.080078125,1.033400535583496,1.0,0.1719498336315155,2470,2471,772.863752429,0.3385095000267029,26.09635353088379
19528,1746456610.8581486,0.0078125,86.97864532470703,-0.33399689197540283,3796992.0,0.18446603417396545,0.076171875,1.033400535583496,1.0,0.1542981117963791,2471,2472,773.157726221,0.3150763213634491,24.47135353088379
19648,1746456615.3182724,0.0078125,86.97864532470703,-0.43593376874923706,3820032.0,0.18446603417396545,0.1106770858168602,1.033400535583496,1.0,0.1644255667924881,2486,2487,777.617842906,0.37031418085098267,27.23828125
19896,1746456624.538233,0.0078125,86.97864532470703,-0.5061081647872925,3867648.0,0.18446603417396545,0.0748697891831398,1.033400535583496,1.0,0.1769619882106781,2517,2518,786.837824047,0.33427944779396057,25.49088478088379
19904,1746456624.8330576,0.0078125,86.97864532470703,-0.48669812083244324,3869184.0,0.18446603417396545,0.1497395783662796,1.033400535583496,1.0,0.22799274325370789,2518,2519,787.132632656,0.39809542894363403,24.671875
20016,1746456628.981544,0.0078125,86.97864532470703,-0.5193946361541748,3890688.0,0.18446603417396545,0.0442708320915699,1.033400535583496,1.0,0.17991745471954346,2532,2533,791.281119347,0.27941402792930603,25.79817771911621
20080,1746456631.366386,0.0078125,86.97864532470703,-0.55702805519104,3902976.0,0.18446603417396545,0.1223958358168602,1.033400535583496,1.0,0.19280818104743958,2540,2541,793.66605718,0.36897391080856323,25.48567771911621
20424,1746456644.1574557,0.0078125,86.97864532470703,-0.6487456560134888,3969024.0,0.18446603417396545,0.0885416641831398,1.033400535583496,1.0,0.1959090530872345,2583,2584,806.457048728,0.31808847188949585,23.87239646911621
20448,1746456645.0425332,0.0078125,86.97864532470703,-0.628934919834137,3973632.0,0.18446603417396545,0.126953125,1.033400535583496,1.0,0.23750466108322144,2586,2587,807.342103894,0.3808003067970276,25.80208396911621
20752,1746456656.3959613,0.0078125,90.42578125,-0.6171956062316895,4032000.0,0.6328125,0.1608072966337204,1.571648359298706,1.0,0.21453607082366943,2624,2625,818.695599405,0.42237669229507446,26.68229103088379
20776,1746456657.2963078,0.0078125,90.42578125,-0.5855763554573059,4036608.0,0.6328125,0.212890625,1.571648359298706,1.0,0.19310173392295837,2627,2628,819.595933313,0.5058862566947937,27.60025978088379
21008,1746456665.9160376,0.0078125,90.42578125,-0.5385761260986328,4081152.0,0.6328125,0.201171875,1.571648359298706,1.0,0.19029805064201355,2656,2657,828.215723661,0.4794340133666992,27.82421875
21224,1746456673.9239821,0.0078125,90.42578125,-0.7308902740478516,4122624.0,0.6328125,0.0546875,1.571648359298706,1.0,0.18731077015399933,2683,2684,836.223586488,0.32715359330177307,28.87109375
21240,1746456674.515252,0.0078125,90.42578125,-0.7111489772796631,4125696.0,0.6328125,0.16015625,1.571648359298706,1.0,0.15755729377269745,2685,2686,836.814858221,0.4509079158306122,28.7578125
21352,1746456678.6776814,0.0078125,90.42578125,-0.721541702747345,4147200.0,0.6328125,0.2389322966337204,1.571648359298706,1.0,0.18898603320121765,2699,2700,840.977348114,0.544631838798523,28.0390625
21400,1746456680.4496565,0.008463541977107525,90.42578125,-0.7286232709884644,4156416.0,0.6328125,0.18359375,1.571648359298706,1.0,0.1978163868188858,2705,2706,842.749221257,0.4652673006057739,27.29427146911621
21472,1746456683.1212234,0.0078125,90.42578125,-0.732916533946991,4170240.0,0.6328125,0.1725260466337204,1.571648359298706,1.0,0.16956406831741333,2714,2715,845.420792195,0.43901297450065613,25.89453125
21704,1746456691.7324693,0.0078125,90.42578125,-0.7586696743965149,4214784.0,0.6328125,0.1861979216337204,1.571648359298706,1.0,0.1858702301979065,2743,2744,854.032065455,0.47167620062828064,28.25390625
21784,1746456694.7133827,0.0078125,90.42578125,-0.7425197958946228,4230144.0,0.6328125,0.1041666641831398,1.571648359298706,1.0,0.30763477087020874,2753,2754,857.013106579,0.3612760007381439,25.99739646911621
21816,1746456695.893772,0.0078125,90.42578125,-0.7366526126861572,4236288.0,0.6328125,0.171875,1.571648359298706,1.0,0.21884238719940186,2757,2758,858.193393884,0.43897131085395813,25.74739646911621
21880,1746456698.275336,0.0078125,90.42578125,-0.7462946176528931,4248576.0,0.6328125,0.2447916716337204,1.571648359298706,1.0,0.17931710183620453,2765,2766,860.574964226,0.5272221565246582,26.11067771911621
21904,1746456699.1696196,0.0078125,90.42578125,-0.712956428527832,4253184.0,0.6328125,0.2057291716337204,1.571648359298706,1.0,0.15683896839618683,2768,2769,861.469173174,0.4832291007041931,26.37630271911621
21912,1746456699.465906,0.0078125,90.42578125,-0.7230296730995178,4254720.0,0.6328125,0.2434895783662796,1.571648359298706,1.0,0.17968454957008362,2769,2770,861.765560285,0.5443089604377747,27.46354103088379
21936,1746456700.3560028,0.0078125,90.42578125,-0.7192484736442566,4259328.0,0.6328125,0.2018229216337204,1.571648359298706,1.0,0.17803296446800232,2772,2773,862.655694155,0.47770828008651733,26.5859375
22048,1746456704.5128663,0.0078125,90.42578125,-0.8576322197914124,4280832.0,0.6328125,0.154296875,1.571648359298706,1.0,0.31669068336486816,2786,2787,866.812583158,0.423434853553772,26.07552146911621
22120,1746456707.1797178,0.0078125,90.42578125,-0.9197419881820679,4294656.0,0.6328125,0.2220052033662796,1.571648359298706,1.0,0.31508344411849976,2795,2796,869.479415064,0.5023697018623352,26.83854103088379
22200,1746456710.1453278,0.0078125,90.42578125,-0.972007155418396,4310016.0,0.6328125,0.1536458283662796,1.571648359298706,1.0,0.18092083930969238,2805,2806,872.44488322,0.4119877815246582,25.60025978088379
22216,1746456710.7354305,0.0078125,90.42578125,-1.0161933898925781,4313088.0,0.6328125,0.1510416716337204,1.571648359298706,1.0,0.18303808569908142,2807,2808,873.035032163,0.4208628237247467,26.66796875
22376,1746456716.6692233,0.0078125,90.42578125,-0.9138883352279663,4343808.0,0.6328125,0.1829427033662796,1.571648359298706,1.0,0.22759899497032166,2827,2828,878.968800435,0.4590355455875397,26.69661521911621
22400,1746456717.5670426,0.0078125,90.42578125,-0.9056518077850342,4348416.0,0.6328125,0.197265625,1.571648359298706,1.0,0.21153075993061066,2830,2831,879.866663275,0.5110416412353516,29.16666603088379
22688,1746456728.2479992,0.0078125,90.42578125,-1.039334774017334,4403712.0,0.6328125,0.2037760466337204,1.571648359298706,1.0,0.2459551990032196,2866,2867,890.547726788,0.49271175265312195,26.87890625
22920,1746456736.8701224,0.0078125,90.42578125,-1.026979684829712,4448256.0,0.6328125,0.1770833283662796,1.571648359298706,1.0,0.20512446761131287,2895,2896,899.169835406,0.45416054129600525,26.75130271911621
22968,1746456738.6521835,0.0078125,90.42578125,-1.0759145021438599,4457472.0,0.6328125,0.103515625,1.571648359298706,1.0,0.2141249179840088,2901,2902,900.951778932,0.3742499351501465,26.63932228088379
23032,1746456741.0306137,0.0078125,90.42578125,-1.0759388208389282,4469760.0,0.6328125,0.1334635466337204,1.571648359298706,1.0,0.19870032370090485,2909,2910,903.330327856,0.3684053421020508,25.29166603088379
23088,1746456743.1073236,0.0078125,90.42578125,-1.1861331462860107,4480512.0,0.6328125,0.189453125,1.571648359298706,1.0,0.2531816363334656,2916,2917,905.406965605,0.4467603862285614,25.03385353088379
23304,1746456751.200285,0.0078125,90.88671875,-1.0863726139068604,4521984.0,0.86328125,0.138671875,1.8520673513412476,1.0,0.25648611783981323,2943,2944,913.499995379,0.3925858736038208,26.03645896911621
