returned_won_episode,returned_episode_lengths,update_steps,test_returned_episode_returns,_step,loss,returned_episode,qvals,test_returned_episode_lengths,_runtime,grad_steps,test_returned_won_episode,returned_episode_returns,env_step,test_returned_episode,_timestamp
0.0,29.574220657348633,40,0.005123684648424387,39,0.005298402160406113,0.015625,-0.04563925415277481,17.048051834106445,49.105313465,72,0.0,0.11333420872688293,61440,1.0,1746381972.502898
0.0,31.490886688232422,68,0.005123684648424387,67,0.008795386180281639,0.014322916977107525,0.5071485042572021,17.048051834106445,58.332602619,296,0.0,0.15691305696964264,104448,1.0,1746381981.730203
0.0,30.332033157348633,77,0.005123684648424387,76,0.01071947906166315,0.013671875931322575,0.644559919834137,17.048051834106445,61.301239168,368,0.0,0.15862436592578888,118272,1.0,1746381984.6988528
0.0,31.610679626464844,129,0.005123684648424387,128,0.02559562399983406,0.01497395895421505,0.9056831002235413,17.048051834106445,78.443990132,784,0.0,0.19570216536521912,198144,1.0,1746382001.8415942
0.0,31.757814407348633,142,0.005123684648424387,141,0.05740061402320862,0.01497395895421505,0.9294561147689819,17.048051834106445,82.728122394,888,0.0,0.18744386732578278,218112,1.0,1746382006.1257236
0.0,31.580730438232422,144,0.005123684648424387,143,0.03777384012937546,0.015625,0.908369243144989,17.048051834106445,83.387285054,904,0.0,0.2130986899137497,221184,1.0,1746382006.784893
0.0,31.579429626464844,157,0.005123684648424387,156,0.040072228759527206,0.012369791977107525,0.9637945890426636,17.048051834106445,87.676898099,1008,0.0,0.20402082800865173,241152,1.0,1746382011.0744894
0.0,32.013023376464844,177,0.005123684648424387,176,0.04726704955101013,0.013671875931322575,1.0236855745315552,17.048051834106445,94.27623706,1168,0.0,0.2103615701198578,271872,1.0,1746382017.6738076
0.0,31.692710876464844,189,0.005123684648424387,188,0.05547074228525162,0.015625,1.0167316198349,17.048051834106445,98.231748007,1264,0.0,0.21491511166095734,290304,1.0,1746382021.6293442
0.0,31.751304626464844,202,0.005123684648424387,201,0.07971808314323425,0.015625,1.0288362503051758,17.048051834106445,102.524156573,1368,0.0,0.23812079429626465,310272,1.0,1746382025.921709
0.0,31.989585876464844,220,0.005123684648424387,219,0.06284499168395996,0.014322916977107525,1.0314459800720215,17.048051834106445,108.45823172,1512,0.0,0.24845509231090546,337920,1.0,1746382031.8558338
0.0,31.510417938232422,224,0.005123684648424387,223,0.06849176436662674,0.014322916977107525,1.0383071899414062,17.048051834106445,109.776129401,1544,0.0,0.24638113379478455,344064,1.0,1746382033.173736
0.0,31.848960876464844,225,0.005123684648424387,224,0.06768853962421417,0.012369791977107525,1.0236917734146118,17.048051834106445,110.105687266,1552,0.0,0.24384665489196777,345600,1.0,1746382033.5032969
0.0,32.05859375,233,0.005123684648424387,232,0.09091715514659882,0.012369791977107525,1.0416855812072754,17.048051834106445,112.746098106,1616,0.0,0.22266896069049835,357888,1.0,1746382036.1436968
0.0,31.826824188232422,241,0.005123684648424387,240,0.06955195963382721,0.015625,1.0336854457855225,17.048051834106445,115.381184749,1680,0.0,0.25576406717300415,370176,1.0,1746382038.7787788
0.0,31.915367126464844,251,0.005123684648424387,250,0.07834580540657043,0.01497395895421505,1.0333294868469238,17.048051834106445,118.684361735,1760,0.0,0.26713499426841736,385536,1.0,1746382042.0819488
0.0,31.893230438232422,253,0.005123684648424387,252,0.13654090464115143,0.015625,1.044586420059204,17.048051834106445,119.343493847,1776,0.0,0.23774470388889313,388608,1.0,1746382042.7410786
0.0,32.0,299,0.005123684648424387,298,0.08839383721351624,0.015625,1.0436649322509766,17.048051834106445,134.515200333,2144,0.0,0.2504996657371521,459264,1.0,1746382057.9128017
0.0,32.05078125,311,0.005123684648424387,310,0.08668063580989838,0.013671875931322575,1.0595812797546387,17.048051834106445,138.47261173,2240,0.0,0.23691952228546143,477696,1.0,1746382061.8702111
0.0,32.130210876464844,320,0.005123684648424387,319,0.08538509905338287,0.014322916977107525,1.0552384853363037,17.048051834106445,141.443127839,2312,0.0,0.228596031665802,491520,1.0,1746382064.8407278
0.0,31.863283157348633,334,0.3610246777534485,333,0.1329033374786377,0.01497395895421505,1.0469896793365479,47.44595718383789,146.130624869,2424,0.0,0.2267160564661026,513024,1.0,1746382069.5282514
0.0,31.023439407348633,354,0.3610246777534485,353,0.12276828289031982,0.014322916977107525,1.0338960886001587,47.44595718383789,152.726601922,2584,0.0,0.17400184273719788,543744,1.0,1746382076.1242085
0.0,32.11328125,357,0.3610246777534485,356,0.1261914074420929,0.01497395895421505,1.0540449619293213,47.44595718383789,153.715291743,2608,0.0,0.21580366790294647,548352,1.0,1746382077.1128862
0.0,30.854167938232422,362,0.3610246777534485,361,0.11999824643135071,0.01497395895421505,1.0461063385009766,47.44595718383789,155.371154426,2648,0.0,0.21219639480113983,556032,1.0,1746382078.7687526
0.0,31.500001907348633,378,0.3610246777534485,377,0.0847272202372551,0.013671875931322575,1.069238305091858,47.44595718383789,160.648500845,2776,0.0,0.19803331792354584,580608,1.0,1746382084.046041
0.0,31.460939407348633,385,0.3610246777534485,384,0.09383265674114227,0.014322916977107525,1.072295904159546,47.44595718383789,162.955077983,2832,0.0,0.1704988181591034,591360,1.0,1746382086.3526695
0.0,31.604167938232422,413,0.3610246777534485,412,0.08437719941139221,0.015625,1.0797641277313232,47.44595718383789,172.192687733,3056,0.0,0.1205073818564415,634368,1.0,1746382095.5902781
0.0,30.133464813232422,416,0.3610246777534485,415,0.09726911038160324,0.015625,1.066727876663208,47.44595718383789,173.25221647,3080,0.0,0.10963411629199982,638976,1.0,1746382096.6497524
0.0,31.519533157348633,424,0.3610246777534485,423,0.0869377925992012,0.014322916977107525,1.0822035074234009,47.44595718383789,175.889697087,3144,0.0,0.12144982814788818,651264,1.0,1746382099.2872996
0.0,31.996095657348633,437,0.3610246777534485,436,0.11285461485385895,0.015625,1.1105420589447021,47.44595718383789,180.173152741,3248,0.0,0.14128641784191132,671232,1.0,1746382103.5707738
0.0,31.579429626464844,438,0.3610246777534485,437,0.10880249738693237,0.015625,1.1425297260284424,47.44595718383789,180.506431676,3256,0.0,0.1097986251115799,672768,1.0,1746382103.9040463
0.0,31.816408157348633,454,0.3610246777534485,453,0.0860072523355484,0.013671875931322575,1.094690203666687,47.44595718383789,185.781354187,3384,0.0,0.11006169766187668,697344,1.0,1746382109.1789627
0.0,31.748699188232422,457,0.3610246777534485,456,0.08623422682285309,0.012369791977107525,1.1088268756866455,47.44595718383789,186.77009836,3408,0.0,0.1536290943622589,701952,1.0,1746382110.1676943
0.0,31.872398376464844,458,0.3610246777534485,457,0.08378404378890991,0.013671875931322575,1.094352126121521,47.44595718383789,187.099679782,3416,0.0,0.11487728357315063,703488,1.0,1746382110.4973023
0.0,31.921876907348633,459,0.3610246777534485,458,0.0998443216085434,0.01497395895421505,1.0827640295028687,47.44595718383789,187.4293441,3424,0.0,0.1433175504207611,705024,1.0,1746382110.8269506
