returned_won_episode,update_steps,test_returned_episode_returns,qvals,env_step,test_returned_episode,returned_episode_returns,returned_episode,grad_steps,_step,_timestamp,loss,test_returned_won_episode,test_returned_episode_lengths,returned_episode_lengths,_runtime
0.0,367,0.15424591302871704,0.49492785334587097,563712.0,1.0,0.08805138617753983,0.015625,2688,366,1746155336.7901192,0.2506193220615387,0.0,36.776954650878906,30.41536521911621,191.164240891
0.0,388,0.15424591302871704,0.36214208602905273,595968.0,1.0,0.10084716975688934,0.015625,2856,387,1746155343.7560635,0.12218594551086426,0.0,36.776954650878906,30.917970657348633,198.130093197
0.0,402,0.15424591302871704,0.31255924701690674,617472.0,1.0,0.1503918319940567,0.01497395895421505,2968,401,1746155348.3944168,0.22113671898841858,0.0,36.776954650878906,31.834636688232422,202.768513668
0.0,403,0.15424591302871704,0.292553186416626,619008.0,1.0,0.1412835568189621,0.013671875931322575,2976,402,1746155348.7230835,0.15439599752426147,0.0,36.776954650878906,32.30859375,203.097167215
0.0,410,0.15424591302871704,0.3049582242965698,629760.0,1.0,0.11772032827138901,0.01497395895421505,3032,409,1746155351.0243628,0.1344035565853119,0.0,36.776954650878906,32.03385543823242,205.398486984
0.0,412,0.15424591302871704,0.3243251442909241,632832.0,1.0,0.08711502701044083,0.014322916977107525,3048,411,1746155351.6921287,0.12855640053749084,0.0,36.776954650878906,31.980470657348633,206.066318711
0.0,417,0.15424591302871704,0.2883720397949219,640512.0,1.0,0.09895068407058716,0.013671875931322575,3088,416,1746155353.4750261,0.16978147625923157,0.0,36.776954650878906,30.856773376464844,207.849120888
0.0,441,0.15424591302871704,0.22787760198116302,677376.0,1.0,0.11056879907846451,0.011718750931322575,3280,440,1746155361.4381158,0.1441623419523239,0.0,36.776954650878906,32.122398376464844,215.81234953
0.0,442,0.15424591302871704,0.23301202058792114,678912.0,1.0,0.11119771003723145,0.01497395895421505,3288,441,1746155361.7690275,0.11234772205352783,0.0,36.776954650878906,31.287761688232422,216.14320729
0.0,467,0.15424591302871704,0.10818901658058167,717312.0,1.0,0.08723551779985428,0.013671875931322575,3488,466,1746155370.0463343,0.1637781262397766,0.0,36.776954650878906,32.1484375,224.420541743
0.0,469,0.15424591302871704,0.14315399527549744,720384.0,1.0,0.07258453965187073,0.01692708395421505,3504,468,1746155370.731515,0.19053325057029724,0.0,36.776954650878906,28.966798782348633,225.105738818
0.0,474,0.15424591302871704,0.16297200322151184,728064.0,1.0,0.09620161354541779,0.01497395895421505,3544,473,1746155372.392822,0.1568833738565445,0.0,36.776954650878906,31.395835876464844,226.76693571
0.0,475,0.15424591302871704,0.1840495467185974,729600.0,1.0,0.11996778845787048,0.014322916977107525,3552,474,1746155372.7459538,0.14327019453048706,0.0,36.776954650878906,31.394533157348633,227.120127624
0.0,484,0.15424591302871704,0.11005020141601562,743424.0,1.0,0.14587250351905823,0.015625,3624,483,1746155375.7039924,0.2606300115585327,0.0,36.776954650878906,30.881511688232422,230.078092646
0.0,495,0.15424591302871704,0.06466580927371979,760320.0,1.0,0.0942731723189354,0.01302083395421505,3712,494,1746155379.350211,0.14592348039150238,0.0,36.776954650878906,30.980470657348633,233.724295394
0.0,515,0.15424591302871704,0.11784934997558594,791040.0,1.0,0.08973807096481323,0.012369791977107525,3872,514,1746155385.9587882,0.21221604943275452,0.0,36.776954650878906,31.553386688232422,240.332937091
0.0,520,0.15424591302871704,0.12835770845413208,798720.0,1.0,0.09768912941217422,0.013671875931322575,3912,519,1746155387.6063597,0.2539660930633545,0.0,36.776954650878906,32.055992126464844,241.980390826
0.0,530,0.15424591302871704,0.00027226260863244534,814080.0,1.0,0.1764058768749237,0.01497395895421505,3992,529,1746155390.9074402,0.22298122942447662,0.0,36.776954650878906,32.125,245.281543255
0.0,541,0.15424591302871704,-0.00702499458566308,830976.0,1.0,0.11021751165390015,0.011718750931322575,4080,540,1746155394.5610647,0.17522551119327545,0.0,36.776954650878906,32.270835876464844,248.935189569
0.0,599,0.15424591302871704,0.10740986466407776,920064.0,1.0,0.04705420508980751,0.01106770895421505,4544,598,1746155413.753125,0.2609730064868927,0.0,36.776954650878906,32.25390625,268.127221235
0.0,622,0.15424591302871704,0.15668511390686035,955392.0,1.0,0.03901633247733116,0.01302083395421505,4728,621,1746155421.3497581,0.2682721018791199,0.0,36.776954650878906,32.30338668823242,275.724008371
0.0,623,0.15424591302871704,0.10768575966358185,956928.0,1.0,0.12067654728889465,0.015625,4736,622,1746155421.67926,0.24663826823234558,0.0,36.776954650878906,30.907554626464844,276.053384353
0.0,644,0.15424591302871704,0.2606002688407898,989184.0,1.0,0.05364692583680153,0.012369791977107525,4904,643,1746155428.678536,0.2470252513885498,0.0,36.776954650878906,31.975261688232422,283.052630249
0.0,647,0.15424591302871704,0.3217344284057617,993792.0,1.0,0.02878705784678459,0.014322916977107525,4928,646,1746155429.6658983,0.21762725710868835,0.0,36.776954650878906,32.09765625,284.040247807
0.0,665,0.03038189932703972,0.2678866982460022,1021440.0,1.0,0.02806662581861019,0.015625,5072,664,1746155435.683604,0.26333171129226685,0.0,61.70915222167969,31.694011688232422,290.057702898
0.0,670,0.03038189932703972,0.22442319989204407,1029120.0,1.0,0.052831437438726425,0.012369791977107525,5112,669,1746155437.3304222,0.16118179261684418,0.0,61.70915222167969,32.192710876464844,291.704482499
0.0,672,0.03038189932703972,0.22732259333133698,1032192.0,1.0,0.11933578550815582,0.015625,5128,671,1746155437.9926476,0.1694861203432083,0.0,61.70915222167969,31.805992126464844,292.366725278
0.0,697,0.03038189932703972,0.08349763602018356,1070592.0,1.0,0.19323427975177765,0.011718750931322575,5328,696,1746155446.2861059,0.14965206384658813,0.0,61.70915222167969,30.726564407348633,300.660279397
0.0,705,0.03038189932703972,0.08814874291419983,1082880.0,1.0,0.12349529564380646,0.015625,5392,704,1746155448.9842782,0.14441141486167908,0.0,61.70915222167969,29.808595657348633,303.358458311
0.0,707,0.03038189932703972,0.07954519987106323,1085952.0,1.0,0.11178255826234818,0.01497395895421505,5408,706,1746155449.6414905,0.2575314939022064,0.0,61.70915222167969,31.268230438232422,304.015537489
0.0,712,0.03038189932703972,0.015266701579093933,1093632.0,1.0,0.13149186968803406,0.015625,5448,711,1746155451.287166,0.16699162125587463,0.0,61.70915222167969,31.765626907348633,305.661211442
0.0,714,0.03038189932703972,0.019637055695056915,1096704.0,1.0,0.09832889586687088,0.013671875931322575,5464,713,1746155451.9442878,0.19845625758171082,0.0,61.70915222167969,32.079429626464844,306.31837623
0.0,746,0.03038189932703972,0.05604924261569977,1145856.0,1.0,0.19481761753559113,0.013671875931322575,5720,745,1746155462.5401068,0.12993799149990082,0.0,61.70915222167969,31.332033157348633,316.914214653
0.0,783,0.03038189932703972,0.029996035620570183,1202688.0,1.0,0.19153156876564026,0.013671875931322575,6016,782,1746155474.8064787,0.16743344068527222,0.0,61.70915222167969,31.283855438232422,329.180584395
0.0,787,0.03038189932703972,-0.01282821036875248,1208832.0,1.0,0.16610227525234222,0.012369791977107525,6048,786,1746155476.1228483,0.09865505993366241,0.0,61.70915222167969,31.420574188232422,330.497020731
0.0,800,0.03038189932703972,0.16552069783210754,1228800.0,1.0,0.22361622750759125,0.012369791977107525,6152,799,1746155480.4229178,0.14255878329277039,0.0,61.70915222167969,31.595054626464844,334.797204775
0.0,806,0.03038189932703972,0.1341022551059723,1238016.0,1.0,0.20723065733909607,0.01497395895421505,6200,805,1746155482.3980222,0.16998350620269775,0.0,61.70915222167969,31.792970657348633,336.772092401
0.0,840,0.03038189932703972,0.3279297649860382,1290240.0,1.0,0.18819916248321533,0.00911458395421505,6472,839,1746155493.6704185,0.35503196716308594,0.0,61.70915222167969,30.481773376464844,348.044526383
0.0,878,0.03038189932703972,0.07910367846488953,1348608.0,1.0,0.23910315334796906,0.01106770895421505,6776,877,1746155506.273716,0.0880446806550026,0.0,61.70915222167969,31.395835876464844,360.647924619
0.0,880,0.03038189932703972,0.12242430448532104,1351680.0,1.0,0.18065056204795837,0.009765625931322575,6792,879,1746155506.9439366,0.06310848891735077,0.0,61.70915222167969,30.976564407348633,361.318097155
0.0,893,0.03038189932703972,0.06060834228992462,1371648.0,1.0,0.2225673496723175,0.010416666977107525,6896,892,1746155511.277252,0.0527212917804718,0.0,61.70915222167969,31.092449188232422,365.651385356
0.0,897,0.03038189932703972,0.030396955087780952,1377792.0,1.0,0.19308573007583618,0.009765625931322575,6928,896,1746155512.6194205,0.047033388167619705,0.0,61.70915222167969,28.96614646911621,366.993607197
0.0,898,0.03038189932703972,0.05167694017291069,1379328.0,1.0,0.21773895621299744,0.009765625931322575,6936,897,1746155512.950581,0.05476460978388786,0.0,61.70915222167969,31.664064407348633,367.324679314
0.0,907,0.03038189932703972,-0.015339315868914127,1393152.0,1.0,0.17639808356761932,0.00911458395421505,7008,906,1746155515.9222045,0.07972806692123413,0.0,61.70915222167969,28.62630271911621,370.296253317
0.0,920,0.03038189932703972,-0.006584180518984795,1413120.0,1.0,0.2540443241596222,0.013671875931322575,7112,919,1746155520.235628,0.0750453770160675,0.0,61.70915222167969,31.273439407348633,374.609786278
0.0,951,0.03038189932703972,-0.018942534923553467,1460736.0,1.0,0.19186007976531982,0.009765625931322575,7360,950,1746155530.4772184,0.07671429961919785,0.0,61.70915222167969,28.30989646911621,384.85129559
0.0,956,0.03038189932703972,-0.03327465429902077,1468416.0,1.0,0.23621214926242828,0.011718750931322575,7400,955,1746155532.1257057,0.09009837359189987,0.0,61.70915222167969,31.763023376464844,386.499849663
0.0,961,0.03038189932703972,-0.062310416251420975,1476096.0,1.0,0.26175791025161743,0.012369791977107525,7440,960,1746155533.8000453,0.13807296752929688,0.0,61.70915222167969,31.294273376464844,388.174146211
0.0,968,0.03038189932703972,-0.0473935641348362,1486848.0,1.0,0.3084374964237213,0.009765625931322575,7496,967,1746155536.1277232,0.06600730121135712,0.0,61.70915222167969,32.08854293823242,390.501836497
0.0,975,0.5331730246543884,-0.060281019657850266,1497600.0,1.0,0.20837825536727905,0.01106770895421505,7552,974,1746155538.5069535,0.07812289148569107,0.0,65.64665985107422,30.897136688232422,392.881102141
0.0,989,0.5331730246543884,-0.1448812186717987,1519104.0,1.0,0.22285181283950806,0.010416666977107525,7664,988,1746155543.1335545,0.06774313747882843,0.0,65.64665985107422,29.65364646911621,397.507604519
0.0,995,0.5331730246543884,-0.23969703912734985,1528320.0,1.0,0.2173933982849121,0.008463541977107525,7712,994,1746155545.1157095,0.10283005982637405,0.0,65.64665985107422,27.832033157348633,399.489942874
0.0,1006,0.5331730246543884,-0.22245563566684723,1545216.0,1.0,0.18484249711036682,0.008463541977107525,7800,1005,1746155548.780028,0.05416510999202728,0.0,65.64665985107422,28.72395896911621,403.154106293
0.0,1019,0.5331730246543884,-0.26713934540748596,1565184.0,1.0,0.18921811878681183,0.008463541977107525,7904,1018,1746155553.0903947,0.07924113422632217,0.0,65.64665985107422,29.682292938232422,407.464464502
0.0,1037,0.5331730246543884,-0.3330562114715576,1592832.0,1.0,0.23260998725891113,0.010416666977107525,8048,1036,1746155559.043264,0.048991598188877106,0.0,65.64665985107422,28.968751907348633,413.417349914
0.0,1046,0.5331730246543884,-0.35443830490112305,1606656.0,1.0,0.18092802166938782,0.008463541977107525,8120,1045,1746155562.0008676,0.046684373170137405,0.0,65.64665985107422,27.986980438232422,416.374920001
0.0,1054,0.5331730246543884,-0.33205646276474,1618944.0,1.0,0.20768578350543976,0.00911458395421505,8184,1053,1746155564.6509273,0.04536686837673187,0.0,65.64665985107422,30.225261688232422,419.024999865
0.0,1055,0.5331730246543884,-0.31682297587394714,1620480.0,1.0,0.2190549373626709,0.008463541977107525,8192,1054,1746155564.980224,0.04572958126664162,0.0,65.64665985107422,29.585939407348633,419.354307343
0.0,1062,0.5331730246543884,-0.3237004280090332,1631232.0,1.0,0.17961205542087555,0.00911458395421505,8248,1061,1746155567.2897131,0.048645805567502975,0.0,65.64665985107422,28.690105438232422,421.663785413
0.0,1078,0.5331730246543884,-0.2828957438468933,1655808.0,1.0,0.20174524188041687,0.0078125,8376,1077,1746155572.5816817,0.034178726375103,0.0,65.64665985107422,29.447917938232422,426.955775306
0.0,1082,0.5331730246543884,-0.26707571744918823,1661952.0,1.0,0.17805692553520203,0.00911458395421505,8408,1081,1746155573.8985863,0.041341591626405716,0.0,65.64665985107422,27.736980438232422,428.272660205
0.0,1083,0.5331730246543884,-0.2649301290512085,1663488.0,1.0,0.18481284379959106,0.010416666977107525,8416,1082,1746155574.2308395,0.039436448365449905,0.0,65.64665985107422,30.236980438232422,428.604992358
0.0,1086,0.5331730246543884,-0.23949027061462402,1668096.0,1.0,0.15474718809127808,0.0078125,8440,1085,1746155575.2205918,0.03645563870668411,0.0,65.64665985107422,27.17708396911621,429.594767466
0.0,1105,0.5331730246543884,-0.25625765323638916,1697280.0,1.0,0.1393737643957138,0.0078125,8592,1104,1746155581.5247605,0.035913433879613876,0.0,65.64665985107422,27.453126907348633,435.898822841
0.0,1107,0.5331730246543884,-0.23308879137039185,1700352.0,1.0,0.1489965319633484,0.0078125,8608,1106,1746155582.1923106,0.038390908390283585,0.0,65.64665985107422,25.41927146911621,436.566639357
0.0,1115,0.5331730246543884,-0.2300027310848236,1712640.0,1.0,0.14800558984279633,0.008463541977107525,8672,1114,1746155584.8567011,0.033087700605392456,0.0,65.64665985107422,25.433595657348633,439.230805189
0.0,1121,0.5331730246543884,-0.22713816165924072,1721856.0,1.0,0.16557292640209198,0.0078125,8720,1120,1746155586.8361278,0.03568645939230919,0.0,65.64665985107422,27.03645896911621,441.210237865
0.0,1130,0.5331730246543884,-0.24037298560142517,1735680.0,1.0,0.1846984177827835,0.009765625931322575,8792,1129,1746155589.8288622,0.04593152925372124,0.0,65.64665985107422,30.408855438232422,444.202968396
0.0,1137,0.5331730246543884,-0.22925594449043274,1746432.0,1.0,0.16892096400260925,0.00911458395421505,8848,1136,1746155592.1308227,0.03293834254145622,0.0,65.64665985107422,28.057292938232422,446.504851977
0.0,1154,0.5331730246543884,-0.22021514177322388,1772544.0,1.0,0.2205515056848526,0.0078125,8984,1153,1746155597.7957006,0.03319515660405159,0.0,65.64665985107422,29.32942771911621,452.169840423
0.0,1159,0.5331730246543884,-0.23986053466796875,1780224.0,1.0,0.20749589800834656,0.008463541977107525,9024,1158,1746155599.4432309,0.03235508129000664,0.0,65.64665985107422,26.34114646911621,453.81756742
0.0,1166,0.5331730246543884,-0.20984715223312378,1790976.0,1.0,0.16289857029914856,0.0078125,9080,1165,1746155601.75931,0.03191143274307251,0.0,65.64665985107422,24.260417938232422,456.133522216
0.0,1221,0.5331730246543884,-0.1817438155412674,1875456.0,1.0,0.32513564825057983,0.009765625931322575,9520,1220,1746155620.0065675,0.0372239351272583,0.0,65.64665985107422,32.083335876464844,474.380636548
0.0410156287252903,1225,0.5331730246543884,-0.2057890146970749,1881600.0,1.0,0.4125538766384125,0.010416666977107525,9552,1224,1746155621.3196235,0.04791804403066635,0.0,65.64665985107422,31.938804626464844,475.693720049
0.0,1242,0.5331730246543884,-0.20847122371196747,1907712.0,1.0,0.3479253947734833,0.01302083395421505,9688,1241,1746155626.9724047,0.03431645780801773,0.0,65.64665985107422,30.05208396911621,481.346510924
0.0410156287252903,1246,0.5331730246543884,-0.18986505270004272,1913856.0,1.0,0.37088924646377563,0.009765625931322575,9720,1245,1746155628.2873917,0.034594662487506866,0.0,65.64665985107422,31.885417938232422,482.661481263
0.0631510466337204,1252,0.5331730246543884,-0.2557276487350464,1923072.0,1.0,0.4889986217021942,0.014322916977107525,9768,1251,1746155630.2606158,0.035264067351818085,0.0,65.64665985107422,31.597658157348633,484.63463762
0.02083333395421505,1267,0.5331730246543884,-0.24127012491226196,1946112.0,1.0,0.26833227276802063,0.0078125,9888,1266,1746155635.255043,0.0659841001033783,0.0,65.64665985107422,28.97786521911621,489.629151646
0.0390625037252903,1276,0.5331730246543884,-0.3780427575111389,1959936.0,1.0,0.3527575731277466,0.010416666977107525,9960,1275,1746155638.2492425,0.03163180127739906,0.0,65.64665985107422,28.834636688232422,492.623320974
0.0436197929084301,1311,0.9714493155479431,-0.31336164474487305,2013696.0,1.0,0.4316684305667877,0.011718750931322575,10240,1310,1746155649.931973,0.03574357181787491,0.14222873747348785,66.65103149414062,31.235679626464844,504.306058193
0.0559895858168602,1361,0.9714493155479431,-0.28442615270614624,2090496.0,1.0,0.33434155583381653,0.0078125,10640,1360,1746155666.4897375,0.05492863804101944,0.14222873747348785,66.65103149414062,29.02474021911621,520.863799196
0.0,1371,0.9714493155479431,-0.2862526774406433,2105856.0,1.0,0.2839481830596924,0.0078125,10720,1370,1746155669.815229,0.06958483159542084,0.14222873747348785,66.65103149414062,28.417970657348633,524.189361517
0.0,1376,0.9714493155479431,-0.29886946082115173,2113536.0,1.0,0.37307772040367126,0.010416666977107525,10760,1375,1746155671.4864266,0.0465049184858799,0.14222873747348785,66.65103149414062,31.895835876464844,525.860508016
0.1328125,1377,0.9714493155479431,-0.29033899307250977,2115072.0,1.0,0.5083454251289368,0.00911458395421505,10768,1376,1746155671.8179204,0.06307412683963776,0.14222873747348785,66.65103149414062,30.963542938232422,526.191983709
0.1328125,1401,0.9714493155479431,-0.4855771064758301,2151936.0,1.0,0.48846691846847534,0.00911458395421505,10960,1400,1746155679.7577846,0.08820011466741562,0.14222873747348785,66.65103149414062,29.369792938232422,534.131814494
0.0319010429084301,1412,0.9714493155479431,-0.49735522270202637,2168832.0,1.0,0.4335888624191284,0.009765625931322575,11048,1411,1746155683.408015,0.05357305333018303,0.14222873747348785,66.65103149414062,31.627605438232422,537.782105117
0.1393229216337204,1417,0.9714493155479431,-0.5275095701217651,2176512.0,1.0,0.5390557646751404,0.00911458395421505,11088,1416,1746155685.0528674,0.07049980014562607,0.14222873747348785,66.65103149414062,30.809898376464844,539.426927221
0.2220052182674408,1434,0.9714493155479431,-0.476696252822876,2202624.0,1.0,0.6023849844932556,0.009765625931322575,11224,1433,1746155690.7173018,0.07910233736038208,0.14222873747348785,66.65103149414062,29.385417938232422,545.091520257
0.1738281399011612,1450,0.9714493155479431,-0.4636716842651367,2227200.0,1.0,0.5323271751403809,0.008463541977107525,11352,1449,1746155696.0851848,0.07863682508468628,0.14222873747348785,66.65103149414062,30.25911521911621,550.459289097
0.1783854216337204,1489,0.9714493155479431,-0.42979687452316284,2287104.0,1.0,0.5761336088180542,0.010416666977107525,11664,1488,1746155708.9805543,0.0831228569149971,0.14222873747348785,66.65103149414062,30.912761688232422,563.354642684
0.1002604216337204,1515,0.9714493155479431,-0.3758448660373688,2327040.0,1.0,0.49460679292678833,0.011718750931322575,11872,1514,1746155717.6216183,0.08748781681060791,0.14222873747348785,66.65103149414062,30.947917938232422,571.995769321
0.1458333432674408,1529,0.9714493155479431,-0.3348134458065033,2348544.0,1.0,0.5355785489082336,0.009765625931322575,11984,1528,1746155722.2640476,0.1030157059431076,0.14222873747348785,66.65103149414062,30.09114646911621,576.638083725
0.0957031324505806,1538,0.9714493155479431,-0.3891000747680664,2362368.0,1.0,0.47230368852615356,0.009765625931322575,12056,1537,1746155725.248312,0.10332340747117996,0.14222873747348785,66.65103149414062,30.972658157348633,579.62247572
0.2910156548023224,1566,0.9714493155479431,-0.41646212339401245,2405376.0,1.0,0.6452967524528503,0.0078125,12280,1565,1746155734.5220475,0.09867915511131287,0.14222873747348785,66.65103149414062,29.268230438232422,588.896144044
0.2506510615348816,1575,0.9714493155479431,-0.41057872772216797,2419200.0,1.0,0.6238248348236084,0.008463541977107525,12352,1574,1746155737.4882872,0.12543417513370514,0.14222873747348785,66.65103149414062,29.97395896911621,591.862820638
0.2584635615348816,1608,0.9714493155479431,-0.3341802656650543,2469888.0,1.0,0.661292314529419,0.009765625931322575,12616,1607,1746155748.4096415,0.12643779814243317,0.14222873747348785,66.65103149414062,29.929689407348633,602.783740431
0.2174479216337204,1610,0.9714493155479431,-0.35691121220588684,2472960.0,1.0,0.5991677641868591,0.00911458395421505,12632,1609,1746155749.0677152,0.11764790117740631,0.14222873747348785,66.65103149414062,30.136720657348633,603.441920344
0.1699218899011612,1616,0.9714493155479431,-0.32413408160209656,2482176.0,1.0,0.593382716178894,0.010416666977107525,12680,1615,1746155751.0565295,0.15469199419021606,0.14222873747348785,66.65103149414062,31.346355438232422,605.430654133
0.2167968899011612,1625,1.3980509042739868,-0.3298749029636383,2496000.0,1.0,0.6510258913040161,0.010416666977107525,12752,1624,1746155754.0871944,0.12691780924797058,0.47572818398475647,70.487060546875,31.660158157348633,608.461320614
0.2337239682674408,1633,1.3980509042739868,-0.2875911295413971,2508288.0,1.0,0.6191717982292175,0.00911458395421505,12816,1632,1746155756.7680492,0.1492445319890976,0.47572818398475647,70.487060546875,29.910158157348633,611.142318222
0.2415364682674408,1639,1.3980509042739868,-0.29395821690559387,2517504.0,1.0,0.6298449635505676,0.008463541977107525,12864,1638,1746155758.7672014,0.1367509961128235,0.47572818398475647,70.487060546875,29.925783157348633,613.141278388
0.1562500149011612,1648,1.3980509042739868,-0.34289538860321045,2531328.0,1.0,0.5450040698051453,0.010416666977107525,12936,1647,1746155761.7256446,0.13614431023597717,0.47572818398475647,70.487060546875,30.230470657348633,616.099729467
0.2871094048023224,1676,1.3980509042739868,-0.3294825255870819,2574336.0,1.0,0.690576434135437,0.009765625931322575,13160,1675,1746155771.0130067,0.14669689536094666,0.47572818398475647,70.487060546875,30.596355438232422,625.387313174
0.0592447929084301,1684,1.3980509042739868,-0.408922016620636,2586624.0,1.0,0.3817683756351471,0.0078125,13224,1683,1746155773.6718693,0.19900771975517273,0.47572818398475647,70.487060546875,28.785158157348633,628.046033193
0.1881510466337204,1687,1.3980509042739868,-0.3465089797973633,2591232.0,1.0,0.5794695019721985,0.009765625931322575,13248,1686,1746155774.6614678,0.16836431622505188,0.47572818398475647,70.487060546875,30.158855438232422,629.035594503
0.2428385615348816,1703,1.3980509042739868,-0.49338558316230774,2615808.0,1.0,0.6377919912338257,0.008463541977107525,13376,1702,1746155779.9669878,0.2708543539047241,0.47572818398475647,70.487060546875,30.22786521911621,634.341108211
