returned_episode_lengths,returned_won_episode,update_steps,_step,test_returned_episode_returns,loss,returned_episode,_runtime,grad_steps,returned_episode_returns,test_returned_episode_lengths,test_returned_won_episode,test_returned_episode,qvals,env_step,_timestamp
26.375652313232422,0.0,22,21,0.13527584075927734,0.0,0.02148437686264515,70.972913053,0,0.20250318944454193,40.500003814697266,0.0,1.0,0.0,33792,1746448390.5784922
24.04817771911621,0.0,54,53,0.13527584075927734,0.028563495725393295,0.02148437686264515,82.29423523,184,0.2144063413143158,40.500003814697266,0.0,1.0,0.12977471947669983,82944,1746448401.8997312
24.337892532348633,0.0,79,78,0.13527584075927734,0.05981928110122681,0.02278645895421505,93.853749909,384,0.18472889065742493,40.500003814697266,0.0,1.0,0.2819238305091858,121344,1746448413.4592988
25.617189407348633,0.0,90,89,0.13527584075927734,0.07392871379852295,0.0260416679084301,98.927646957,472,0.24398323893547058,40.500003814697266,0.0,1.0,0.2814941108226776,138240,1746448418.5331478
26.492189407348633,0.0,106,105,0.13527584075927734,0.1721259355545044,0.01953125186264515,106.311155895,600,0.21175740659236908,40.500003814697266,0.0,1.0,0.3057539463043213,162816,1746448425.9166727
26.584636688232422,0.0,127,126,0.13527584075927734,0.32021793723106384,0.0221354179084301,115.995276271,768,0.24805477261543274,40.500003814697266,0.0,1.0,0.3065999448299408,195072,1746448435.6008012
25.945314407348633,0.0,136,135,0.13527584075927734,0.35272619128227234,0.02083333395421505,120.145206498,840,0.23674103617668152,40.500003814697266,0.0,1.0,0.30282124876976013,208896,1746448439.7507122
26.819011688232422,0.0,177,176,0.13527584075927734,1.1781830787658691,0.02083333395421505,139.076682138,1168,0.20973384380340576,40.500003814697266,0.0,1.0,0.3324606418609619,271872,1746448458.6821816
27.306642532348633,0.0,181,180,0.13527584075927734,0.8944544792175293,0.02278645895421505,140.914769779,1200,0.28912076354026794,40.500003814697266,0.0,1.0,0.3207706809043884,278016,1746448460.520309
26.160808563232422,0.0,196,195,0.13527584075927734,1.0763872861862183,0.02278645895421505,147.82729636,1320,0.2411426603794098,40.500003814697266,0.0,1.0,0.3463813066482544,301056,1746448467.4327974
26.283205032348633,0.0,199,198,0.13527584075927734,0.96125328540802,0.02343750186264515,149.211645823,1344,0.2553597688674927,40.500003814697266,0.0,1.0,0.34678804874420166,305664,1746448468.8171558
26.29817771911621,0.0,202,201,0.13527584075927734,1.2501921653747559,0.02148437686264515,150.605908364,1368,0.24633289873600006,40.500003814697266,0.0,1.0,0.3534656763076782,310272,1746448470.2114258
25.54817771911621,0.014322916977107525,216,215,0.13527584075927734,1.1394178867340088,0.0221354179084301,157.066745859,1480,0.2521299719810486,40.500003814697266,0.0,1.0,0.3518297076225281,331776,1746448476.6722157
26.86458396911621,0.0,229,228,0.13527584075927734,1.2741637229919434,0.0201822929084301,163.077410482,1584,0.24102675914764404,40.500003814697266,0.0,1.0,0.35994234681129456,351744,1746448482.6827672
25.170574188232422,0.0,258,257,0.13527584075927734,1.2416620254516602,0.02473958395421505,176.437709595,1816,0.26617303490638733,40.500003814697266,0.0,1.0,0.36869749426841736,396288,1746448496.043258
27.901042938232422,0.01953125186264515,268,267,0.13527584075927734,1.3592603206634521,0.02083333395421505,181.06553034,1896,0.29579952359199524,40.500003814697266,0.0,1.0,0.3840283155441284,411648,1746448500.671002
27.383464813232422,0.0,271,270,0.13527584075927734,1.3711814880371094,0.0182291679084301,182.460732556,1920,0.21063238382339478,40.500003814697266,0.0,1.0,0.3804383873939514,416256,1746448502.0662434
25.715496063232422,0.0,288,287,0.13527584075927734,1.5490695238113403,0.02278645895421505,190.278938068,2056,0.2424273043870926,40.500003814697266,0.0,1.0,0.3741505444049835,442368,1746448509.8844876
27.236980438232422,0.0,299,298,0.13527584075927734,1.6928058862686157,0.02148437686264515,195.386165717,2144,0.29497283697128296,40.500003814697266,0.0,1.0,0.391103595495224,459264,1746448514.9915438
24.863933563232422,0.0,310,309,0.13527584075927734,1.7982285022735596,0.0221354179084301,200.449468248,2232,0.2651199400424957,40.500003814697266,0.0,1.0,0.4029563069343567,476160,1746448520.054979
27.140626907348633,0.0,319,318,0.13527584075927734,1.5685021877288818,0.0221354179084301,204.600341296,2304,0.26209789514541626,40.500003814697266,0.0,1.0,0.3933890759944916,489984,1746448524.2058828
28.429689407348633,0.0,320,319,0.13527584075927734,1.3546464443206787,0.01953125186264515,205.062458855,2312,0.26936835050582886,40.500003814697266,0.0,1.0,0.404196560382843,491520,1746448524.667828
26.74349021911621,0.0,335,334,0.526293158531189,1.6889435052871704,0.02083333395421505,212.119784071,2432,0.2504933178424835,41.77588653564453,0.017001545056700706,0.9999999403953552,0.38614988327026367,514560,1746448531.7251582
27.105470657348633,0.0,338,337,0.526293158531189,1.755790114402771,0.01888020895421505,213.498233627,2456,0.2514510750770569,41.77588653564453,0.017001545056700706,0.9999999403953552,0.41087841987609863,519168,1746448533.10375
26.595705032348633,0.0,339,338,0.526293158531189,2.0488781929016113,0.02083333395421505,213.957688165,2464,0.29075053334236145,41.77588653564453,0.017001545056700706,0.9999999403953552,0.41313523054122925,520704,1746448533.5632021
28.320314407348633,0.0,353,352,0.526293158531189,1.7131216526031494,0.0201822929084301,220.408952408,2576,0.29547253251075745,41.77588653564453,0.017001545056700706,0.9999999403953552,0.3975996971130371,542208,1746448540.0144742
27.10677146911621,0.0,361,360,0.526293158531189,1.7227858304977417,0.02148437686264515,224.097113598,2640,0.2590954899787903,41.77588653564453,0.017001545056700706,0.9999999403953552,0.4178997278213501,554496,1746448543.7026267
25.947917938232422,0.0,364,363,0.526293158531189,1.472976803779602,0.0221354179084301,225.475642497,2664,0.29003944993019104,41.77588653564453,0.017001545056700706,0.9999999403953552,0.4127712845802307,559104,1746448545.0811555
25.705730438232422,0.0,366,365,0.526293158531189,1.28056001663208,0.0221354179084301,226.395568883,2680,0.2507728338241577,41.77588653564453,0.017001545056700706,0.9999999403953552,0.39578521251678467,562176,1746448546.0011086
27.016277313232422,0.0,388,387,0.526293158531189,1.7045152187347412,0.0221354179084301,236.54624072,2856,0.2691138684749603,41.77588653564453,0.017001545056700706,0.9999999403953552,0.43886280059814453,595968,1746448556.1517558
26.550783157348633,0.0260416679084301,398,397,0.526293158531189,1.329453468322754,0.02083333395421505,241.167855784,2936,0.29777470231056213,41.77588653564453,0.017001545056700706,0.9999999403953552,0.41762423515319824,611328,1746448560.773368
27.937501907348633,0.0,400,399,0.526293158531189,1.2424705028533936,0.02148437686264515,242.087128034,2952,0.2900690734386444,41.77588653564453,0.017001545056700706,0.9999999403953552,0.4152611792087555,614400,1746448561.69264
26.53450584411621,0.004557291977107525,430,429,0.526293158531189,1.445066213607788,0.02278645895421505,256.071117323,3192,0.3071340322494507,41.77588653564453,0.017001545056700706,0.9999999403953552,0.4469330906867981,660480,1746448575.6766462
26.55208396911621,0.0,444,443,0.526293158531189,1.4444893598556519,0.0221354179084301,262.528999496,3304,0.29087743163108826,41.77588653564453,0.017001545056700706,0.9999999403953552,0.46209806203842163,681984,1746448582.1345303
26.90755271911621,0.0,453,452,0.526293158531189,1.546386957168579,0.01953125186264515,266.667178529,3376,0.24394884705543518,41.77588653564453,0.017001545056700706,0.9999999403953552,0.460173100233078,695808,1746448586.2726548
28.334636688232422,0.0,468,467,0.526293158531189,1.2172634601593018,0.0201822929084301,273.570266383,3496,0.3655186593532562,41.77588653564453,0.017001545056700706,0.9999999403953552,0.4774138927459717,718848,1746448593.1757903
