returned_episode_lengths,env_step,qvals,update_steps,_step,returned_episode,returned_episode_returns,test_returned_episode,grad_steps,returned_won_episode,loss,test_returned_episode_returns,test_returned_episode_lengths,test_returned_won_episode,_runtime,_timestamp
31.260417938232422,24576.0,0.0,16,15,0.015625,0.11560721695423126,1.0,0,0.0,0.0,0.02511768415570259,24.11228370666504,0.0,49.285559718,1746183498.359339
30.62825584411621,46080.0,0.0,30,29,0.0162760429084301,0.10513307899236679,1.0,0,0.0,0.0,0.02511768415570259,24.11228370666504,0.0,50.206645791,1746183499.2804146
30.951824188232422,81408.0,0.47428685426712036,53,52,0.014322916977107525,0.12217940390110016,1.0,176,0.0,0.006025825627148151,0.02511768415570259,24.11228370666504,0.0,58.983329705,1746183508.0570996
30.81770896911621,133632.0,0.6962528824806213,87,86,0.014322916977107525,0.13640451431274414,1.0,448,0.0,0.007836089469492435,0.02511768415570259,24.11228370666504,0.0,72.446636794,1746183521.5204165
31.592449188232422,281088.0,0.7043616771697998,183,182,0.01497395895421505,0.17649373412132263,1.0,1216,0.0,0.0577005073428154,0.02511768415570259,24.11228370666504,0.0,110.468353064,1746183559.542108
30.66536521911621,301056.0,0.7370303869247437,196,195,0.014322916977107525,0.17756085097789764,1.0,1320,0.0,0.05022735893726349,0.02511768415570259,24.11228370666504,0.0,115.614114051,1746183564.6878786
31.20442771911621,327168.0,0.7628455758094788,213,212,0.015625,0.19229578971862793,1.0,1456,0.0,0.052733685821294785,0.02511768415570259,24.11228370666504,0.0,122.355191177,1746183571.428953
31.5390625,339456.0,0.7606555223464966,221,220,0.01497395895421505,0.19831745326519012,1.0,1520,0.0,0.05108119174838066,0.02511768415570259,24.11228370666504,0.0,125.521111663,1746183574.5948918
31.166667938232422,345600.0,0.7597676515579224,225,224,0.01497395895421505,0.18146727979183197,1.0,1552,0.0,0.053009845316410065,0.02511768415570259,24.11228370666504,0.0,127.104883464,1746183576.1786366
30.34375,367104.0,0.805152952671051,239,238,0.01497395895421505,0.18325746059417725,1.0,1664,0.0,0.057204850018024445,0.02511768415570259,24.11228370666504,0.0,132.648244645,1746183581.7220023
31.95833396911621,370176.0,0.7981072664260864,241,240,0.015625,0.20432834327220917,1.0,1680,0.0,0.05382244288921356,0.02511768415570259,24.11228370666504,0.0,133.439890106,1746183582.5136588
31.440105438232422,411648.0,0.7755897641181946,268,267,0.01497395895421505,0.20126479864120483,1.0,1896,0.0,0.0571223646402359,0.02511768415570259,24.11228370666504,0.0,144.13538886,1746183593.2091472
31.307292938232422,417792.0,0.7940644025802612,272,271,0.015625,0.228478342294693,1.0,1928,0.0,0.07130728662014008,0.02511768415570259,24.11228370666504,0.0,145.720023611,1746183594.7937858
31.65625,430080.0,0.7930124402046204,280,279,0.01497395895421505,0.20592209696769714,1.0,1992,0.0,0.05797974392771721,0.02511768415570259,24.11228370666504,0.0,148.885726125,1746183597.959503
31.5078125,446976.0,0.8255701065063477,291,290,0.015625,0.23092477023601532,1.0,2080,0.0,0.06232588738203049,0.02511768415570259,24.11228370666504,0.0,153.244092331,1746183602.3178537
31.561199188232422,500736.0,0.8897317051887512,326,325,0.015625,0.2154233455657959,1.0,2360,0.0,0.06494172662496567,0.5562940239906311,54.858985900878906,0.0,167.206052101,1746183616.2798154
31.4453125,523776.0,0.9209486246109009,341,340,0.015625,0.22699949145317078,1.0,2480,0.0,0.06660403311252594,0.5562940239906311,54.858985900878906,0.0,173.145118089,1746183622.21889
31.21875,615936.0,0.935126543045044,401,400,0.015625,0.25209593772888184,1.0,2960,0.0,0.05375780165195465,0.5562940239906311,54.858985900878906,0.0,196.918654097,1746183645.9923863
31.37890625,635904.0,0.8747476935386658,414,413,0.015625,0.18925240635871887,1.0,3064,0.0,0.04299067705869675,0.5562940239906311,54.858985900878906,0.0,202.138553753,1746183651.212279
31.2421875,680448.0,0.9185298681259155,443,442,0.015625,0.21710944175720215,1.0,3296,0.0,0.028587935492396355,0.5562940239906311,54.858985900878906,0.0,213.631136352,1746183662.7048993
31.4921875,723456.0,0.9187476634979248,471,470,0.015625,0.2164476215839386,1.0,3520,0.0,0.08570365607738495,0.5562940239906311,54.858985900878906,0.0,224.722947633,1746183673.7966974
30.45703125,749568.0,0.9584144353866577,488,487,0.015625,0.17397662997245789,1.0,3656,0.0,0.030346518382430077,0.5562940239906311,54.858985900878906,0.0,231.466295819,1746183680.5400622
31.234375,795648.0,0.7288587093353271,518,517,0.015625,0.21288689970970154,1.0,3896,0.0,0.020445793867111206,0.5562940239906311,54.858985900878906,0.0,243.352168854,1746183692.4259129
31.52734375,803328.0,0.7511051893234253,523,522,0.01497395895421505,0.21938928961753845,1.0,3936,0.0,0.021645158529281616,0.5562940239906311,54.858985900878906,0.0,245.332396448,1746183694.4061706
31.436199188232422,826368.0,0.7887639403343201,538,537,0.014322916977107525,0.23286136984825134,1.0,4056,0.0,0.022868048399686813,0.5562940239906311,54.858985900878906,0.0,251.275854601,1746183700.349616
30.897136688232422,838656.0,0.7754802703857422,546,545,0.014322916977107525,0.22066693007946014,1.0,4120,0.0,0.02207532525062561,0.5562940239906311,54.858985900878906,0.0,254.442962954,1746183703.516726
31.25,843264.0,0.7811521291732788,549,548,0.01497395895421505,0.22600071132183075,1.0,4144,0.0,0.02599470689892769,0.5562940239906311,54.858985900878906,0.0,255.631351192,1746183704.705118
31.494792938232422,850944.0,0.7961206436157227,554,553,0.013671875,0.169720858335495,1.0,4184,0.0,0.039441294968128204,0.5562940239906311,54.858985900878906,0.0,257.612286181,1746183706.6860404
31.05599021911621,872448.0,0.7767623066902161,568,567,0.015625,0.24244825541973114,1.0,4296,0.0,0.032975200563669205,0.5562940239906311,54.858985900878906,0.0,263.155866284,1746183712.2296388
31.61067771911621,886272.0,0.8040772676467896,577,576,0.015625,0.1834353804588318,1.0,4368,0.0,0.036197446286678314,0.5562940239906311,54.858985900878906,0.0,266.72180019,1746183715.795542
30.80208396911621,889344.0,0.8064439296722412,579,578,0.01497395895421505,0.16478249430656433,1.0,4384,0.0,0.03626326099038124,0.5562940239906311,54.858985900878906,0.0,267.514054309,1746183716.5878036
31.779949188232422,893952.0,0.8011388778686523,582,581,0.015625,0.21496997773647308,1.0,4408,0.0,0.034125916659832,0.5562940239906311,54.858985900878906,0.0,268.702148691,1746183717.7758958
31.171875,907776.0,0.77740079164505,591,590,0.01497395895421505,0.2617437541484833,1.0,4480,0.0,0.03197469562292099,0.5562940239906311,54.858985900878906,0.0,272.267278558,1746183721.3410614
31.69140625,930816.0,0.7937709093093872,606,605,0.015625,0.22384652495384216,1.0,4600,0.0,0.02977786213159561,0.5562940239906311,54.858985900878906,0.0,278.208141429,1746183727.2819226
31.66536521911621,950784.0,0.8419753313064575,619,618,0.015625,0.23362159729003906,1.0,4704,0.0,0.020932011306285858,0.5562940239906311,54.858985900878906,0.0,283.3614249,1746183732.4352107
31.53645896911621,966144.0,0.7506279945373535,629,628,0.015625,0.22455689311027527,1.0,4784,0.0,0.017531488090753555,0.5562940239906311,54.858985900878906,0.0,287.325938022,1746183736.399727
30.908855438232422,975360.0,0.7397174835205078,635,634,0.01497395895421505,0.20754729211330414,1.0,4832,0.0,0.024124111980199814,0.5562940239906311,54.858985900878906,0.0,289.701682899,1746183738.775472
31.27864646911621,983040.0,0.7666751742362976,640,639,0.015625,0.32106906175613403,1.0,4872,0.0,0.03190967068076134,0.5562940239906311,54.858985900878906,0.0,291.685645337,1746183740.7593946
30.57421875,993792.0,0.780278742313385,647,646,0.01497395895421505,0.22765278816223145,1.0,4928,0.0,0.016421524807810783,0.5562940239906311,54.858985900878906,0.0,294.457611155,1746183743.5313897
31.408855438232422,1007616.0,0.7592658996582031,656,655,0.014322916977107525,0.24981361627578735,1.0,5000,0.0,0.01953699067234993,0.4207451045513153,55.55075454711914,0.0,298.119941048,1746183747.1937003
31.63802146911621,1018368.0,0.7086160778999329,663,662,0.01497395895421505,0.2739548087120056,1.0,5056,0.0,0.025052474811673164,0.4207451045513153,55.55075454711914,0.0,300.896068808,1746183749.969829
31.205730438232422,1022976.0,0.6334801316261292,666,665,0.015625,0.27060627937316895,1.0,5080,0.0,0.035430021584033966,0.4207451045513153,55.55075454711914,0.0,302.083671692,1746183751.157463
31.6875,1052160.0,0.6251970529556274,685,684,0.015625,0.26225391030311584,1.0,5232,0.0,0.01633710041642189,0.4207451045513153,55.55075454711914,0.0,309.606868274,1746183758.6806233
