returned_episode_lengths,returned_won_episode,update_steps,returned_episode,_step,test_returned_episode_returns,loss,test_returned_episode_lengths,returned_episode_returns,_runtime,grad_steps,test_returned_won_episode,test_returned_episode,qvals,env_step,_timestamp
17.248046875,0.0,2,0.0442708358168602,1,0.138162299990654,0.0,19.930248260498047,0.14198628067970276,61.357997695,0,0.0,0.9999999403953552,0.0,3072,1746168853.068322
17.662109375,0.0,5,0.0449218787252903,4,0.138162299990654,0.0,19.930248260498047,0.13847064971923828,61.578710206,0,0.0,0.9999999403953552,0.0,7680,1746168853.2888842
17.48046875,0.0,11,0.0442708358168602,10,0.138162299990654,0.0,19.930248260498047,0.13400806486606598,62.019987904,0,0.0,0.9999999403953552,0.0,16896,1746168853.7303379
17.70247459411621,0.0,20,0.0423177108168602,19,0.138162299990654,0.0,19.930248260498047,0.1337476372718811,62.682230386,0,0.0,0.9999999403953552,0.0,30720,1746168854.392379
17.80403709411621,0.0,25,0.0436197929084301,24,0.138162299990654,0.0,19.930248260498047,0.13557057082653046,63.063011282,0,0.0,0.9999999403953552,0.0,38400,1746168854.7733252
18.917970657348633,0.0,28,0.0377604179084301,27,0.138162299990654,0.0,19.930248260498047,0.14095644652843475,63.28321518,0,0.0,0.9999999403953552,0.0,43008,1746168854.993571
17.34375,0.0,39,0.0455729179084301,38,0.138162299990654,0.006694442126899958,19.930248260498047,0.14802320301532745,67.161962431,64,0.0,0.9999999403953552,0.04492412507534027,59904,1746168858.8717778
17.803386688232422,0.0,41,0.0429687537252903,40,0.138162299990654,0.0030970596708357334,19.930248260498047,0.14960938692092896,68.068589443,80,0.0,0.9999999403953552,0.029321392998099327,62976,1746168859.7788022
17.481121063232422,0.0,44,0.0462239608168602,43,0.138162299990654,0.023647483438253403,19.930248260498047,0.16074810922145844,69.455569346,104,0.0,0.9999999403953552,0.19860327243804932,67584,1746168861.1657536
17.092449188232422,0.0,68,0.0455729179084301,67,0.138162299990654,0.030341695994138718,19.930248260498047,0.16433477401733398,80.479360734,296,0.0,0.9999999403953552,0.3887765407562256,104448,1746168872.1896288
17.27864646911621,0.0,73,0.0449218787252903,72,0.138162299990654,0.09694673866033554,19.930248260498047,0.16721118986606598,82.790266547,336,0.0,0.9999999403953552,0.32782092690467834,112128,1746168874.500396
17.192058563232422,0.0,106,0.0462239608168602,105,0.138162299990654,0.06074424833059311,19.930248260498047,0.15723249316215515,97.84958335,600,0.0,0.9999999403953552,0.2625471353530884,162816,1746168889.559731
17.34114646911621,0.0,107,0.0449218787252903,106,0.138162299990654,0.05972225219011307,19.930248260498047,0.16186080873012543,98.302737047,608,0.0,0.9999999403953552,0.26540666818618774,164352,1746168890.0129843
17.64974021911621,0.0,115,0.0442708358168602,114,0.138162299990654,0.12025533616542816,19.930248260498047,0.1555279642343521,101.965491176,672,0.0,0.9999999403953552,0.25953975319862366,176640,1746168893.6757817
16.89388084411621,0.0,138,0.0468750037252903,137,0.138162299990654,0.17221389710903168,19.930248260498047,0.15049715340137482,112.472932614,856,0.0,0.9999999403953552,0.22960135340690613,211968,1746168904.1831782
17.037761688232422,0.0,161,0.0462239608168602,160,0.138162299990654,0.1533692181110382,19.930248260498047,0.1758759617805481,123.018949136,1040,0.0,0.9999999403953552,0.2117254137992859,247296,1746168914.7291546
17.88216209411621,0.0,164,0.0429687537252903,163,0.138162299990654,0.36217743158340454,19.930248260498047,0.1491832435131073,124.377331774,1064,0.0,0.9999999403953552,0.19809752702713013,251904,1746168916.0875216
16.64453125,0.0,168,0.0468750037252903,167,0.138162299990654,0.3415065109729767,19.930248260498047,0.1808948963880539,126.211536265,1096,0.0,0.9999999403953552,0.20334750413894653,258048,1746168917.921703
18.06380271911621,0.0,179,0.0423177108168602,178,0.138162299990654,0.29327791929244995,19.930248260498047,0.17413592338562012,131.217791476,1184,0.0,0.9999999403953552,0.20598629117012024,274944,1746168922.9280126
17.185546875,0.0,180,0.0455729179084301,179,0.138162299990654,0.29473355412483215,19.930248260498047,0.14972776174545288,131.678582504,1192,0.0,0.9999999403953552,0.2106383740901947,276480,1746168923.3888032
16.94075584411621,0.0,187,0.0462239608168602,186,0.138162299990654,0.14034244418144226,19.930248260498047,0.1681700050830841,134.866168145,1248,0.0,0.9999999403953552,0.23602712154388428,287232,1746168926.5764556
17.283203125,0.0,210,0.0442708358168602,209,0.138162299990654,0.1456066370010376,19.930248260498047,0.1879735141992569,145.384213236,1432,0.0,0.9999999403953552,0.2633405327796936,322560,1746168937.0944748
16.416015625,0.0,254,0.0488281287252903,253,0.138162299990654,0.070119209587574,19.930248260498047,0.24547825753688812,165.429070247,1784,0.0,0.9999999403953552,0.2894398868083954,390144,1746168957.1392183
16.634765625,0.0,268,0.0455729179084301,267,0.138162299990654,0.15669392049312592,19.930248260498047,0.23906253278255463,171.835259961,1896,0.0,0.9999999403953552,0.2280854880809784,411648,1746168963.5454519
16.0390625,0.0,271,0.0501302108168602,270,0.138162299990654,0.13901197910308838,19.930248260498047,0.25814399123191833,173.220497621,1920,0.0,0.9999999403953552,0.21683114767074585,416256,1746168964.9307535
