_runtime,rng3359774640/returned_won_episode,qvals,rng3359774640/qvals,test_returned_episode_returns,rng3359774640/test_returned_episode_returns,_step,rng3359774640/returned_episode_lengths,test_returned_episode_lengths,rng3359774640/returned_episode,rng3359774640/returned_episode_returns,rng3359774640/env_step,returned_episode_lengths,rng3359774640/loss,rng3359774640/test_returned_won_episode,returned_won_episode,rng3359774640/update_steps,loss,grad_steps,rng3359774640/test_returned_episode,rng3359774640/test_returned_episode_lengths,_timestamp,test_returned_episode,test_returned_won_episode,rng3359774640/grad_steps,returned_episode_returns,env_step,update_steps,returned_episode
157.272600964,0.0,0.914797842502594,0.914797842502594,0.04859044402837753,0.04859044402837753,264,30.73177146911621,32.1638298034668,0.01497395895421505,0.18175029754638672,407040.0,30.73177146911621,0.4378965497016907,0.0,0.0,265,0.4378965497016907,1872,1,32.1638298034668,1746178976.4604294,1,0.0,1872,0.18175029754638672,407040.0,265,0.01497395895421505
161.994687101,0.0,0.8693822622299194,0.8693822622299194,0.04859044402837753,0.04859044402837753,276,31.197917938232422,32.1638298034668,0.015625,0.2155577838420868,425472.0,31.197917938232422,0.4055384397506714,0.0,0.0,277,0.4055384397506714,1968,1,32.1638298034668,1746178981.1824586,1,0.0,1968,0.2155577838420868,425472.0,277,0.015625
173.436453075,0.0,0.9031615257263184,0.9031615257263184,0.04859044402837753,0.04859044402837753,305,30.260417938232422,32.1638298034668,0.015625,0.1433742493391037,470016.0,30.260417938232422,0.708817720413208,0.0,0.0,306,0.708817720413208,2200,1,32.1638298034668,1746178992.6242323,1,0.0,2200,0.1433742493391037,470016.0,306,0.015625
177.358445698,0.0,0.8785749077796936,0.8785749077796936,0.04859044402837753,0.04859044402837753,315,31.52864646911621,32.1638298034668,0.01497395895421505,0.20876161754131317,485376.0,31.52864646911621,0.5146065950393677,0.0,0.0,316,0.5146065950393677,2280,1,32.1638298034668,1746178996.5462325,1,0.0,2280,0.20876161754131317,485376.0,316,0.01497395895421505
182.211531932,0.0,0.8500286936759949,0.8500286936759949,0.5709244012832642,0.5709244012832642,327,31.7890625,54.51473617553711,0.015625,0.22258107364177704,503808.0,31.7890625,0.4930024743080139,0.0,0.0,328,0.4930024743080139,2376,1,54.51473617553711,1746179001.39932,1,0.0,2376,0.22258107364177704,503808.0,328,0.015625
184.571993101,0.0,0.8083171844482422,0.8083171844482422,0.5709244012832642,0.5709244012832642,333,31.783855438232422,54.51473617553711,0.015625,0.15299390256404877,513024.0,31.783855438232422,0.412121057510376,0.0,0.0,334,0.412121057510376,2424,1,54.51473617553711,1746179003.759811,1,0.0,2424,0.15299390256404877,513024.0,334,0.015625
198.311595277,0.0,0.7621052265167236,0.7621052265167236,0.5709244012832642,0.5709244012832642,368,31.916667938232422,54.51473617553711,0.015625,0.2057003378868103,566784.0,31.916667938232422,0.618618369102478,0.0,0.0,369,0.618618369102478,2704,1,54.51473617553711,1746179017.4993844,1,0.0,2704,0.2057003378868103,566784.0,369,0.015625
207.330974939,0.0,0.8242605924606323,0.8242605924606323,0.5709244012832642,0.5709244012832642,391,31.549480438232422,54.51473617553711,0.015625,0.1843138039112091,602112.0,31.549480438232422,0.4482114911079407,0.0,0.0,392,0.4482114911079407,2888,1,54.51473617553711,1746179026.518834,1,0.0,2888,0.1843138039112091,602112.0,392,0.015625
210.895507997,0.0,0.8774077892303467,0.8774077892303467,0.5709244012832642,0.5709244012832642,400,29.959636688232422,54.51473617553711,0.01497395895421505,0.1583404242992401,615936.0,29.959636688232422,0.7185854911804199,0.0,0.0,401,0.7185854911804199,2960,1,54.51473617553711,1746179030.0833335,1,0.0,2960,0.1583404242992401,615936.0,401,0.01497395895421505
213.652585545,0.0,0.9268208742141724,0.9268208742141724,0.5709244012832642,0.5709244012832642,407,31.70052146911621,54.51473617553711,0.015625,0.16732069849967957,626688.0,31.70052146911621,0.5047404766082764,0.0,0.0,408,0.5047404766082764,3016,1,54.51473617553711,1746179032.8404045,1,0.0,3016,0.16732069849967957,626688.0,408,0.015625
218.479677268,0.0,0.9406678676605225,0.9406678676605225,0.5709244012832642,0.5709244012832642,419,30.869792938232422,54.51473617553711,0.015625,0.1714939922094345,645120.0,30.869792938232422,0.880926251411438,0.0,0.0,420,0.880926251411438,3112,1,54.51473617553711,1746179037.667494,1,0.0,3112,0.1714939922094345,645120.0,420,0.015625
221.221855387,0.0,0.958567202091217,0.958567202091217,0.5709244012832642,0.5709244012832642,426,30.2578125,54.51473617553711,0.01497395895421505,0.11881493777036667,655872.0,30.2578125,1.5601567029953003,0.0,0.0,427,1.5601567029953003,3168,1,54.51473617553711,1746179040.40968,1,0.0,3168,0.11881493777036667,655872.0,427,0.01497395895421505
222.796821042,0.0,0.9221614599227905,0.9221614599227905,0.5709244012832642,0.5709244012832642,430,30.72786521911621,54.51473617553711,0.015625,0.12887519598007202,662016.0,30.72786521911621,1.3808598518371582,0.0,0.0,431,1.3808598518371582,3200,1,54.51473617553711,1746179041.9845586,1,0.0,3200,0.12887519598007202,662016.0,431,0.015625
230.642055785,0.0,0.959010660648346,0.959010660648346,0.5709244012832642,0.5709244012832642,450,30.5,54.51473617553711,0.01497395895421505,0.10561271756887436,692736.0,30.5,0.3061489462852478,0.0,0.0,451,0.3061489462852478,3360,1,54.51473617553711,1746179049.8298833,1,0.0,3360,0.10561271756887436,692736.0,451,0.01497395895421505
240.468549586,0.0,1.0391924381256104,1.0391924381256104,0.5709244012832642,0.5709244012832642,475,30.75520896911621,54.51473617553711,0.01497395895421505,0.0986277312040329,731136.0,30.75520896911621,0.30001479387283325,0.0,0.0,476,0.30001479387283325,3560,1,54.51473617553711,1746179059.6563582,1,0.0,3560,0.0986277312040329,731136.0,476,0.01497395895421505
242.040502806,0.0,1.0369658470153809,1.0369658470153809,0.5709244012832642,0.5709244012832642,479,30.52734375,54.51473617553711,0.01302083395421505,0.09444617480039597,737280.0,30.52734375,0.2905537784099579,0.0,0.0,480,0.2905537784099579,3592,1,54.51473617553711,1746179061.2283375,1,0.0,3592,0.09444617480039597,737280.0,480,0.01302083395421505
242.431618898,0.0,1.0260522365570068,1.0260522365570068,0.5709244012832642,0.5709244012832642,480,28.76106834411621,54.51473617553711,0.015625,0.0774238109588623,738816.0,28.76106834411621,0.2971170246601105,0.0,0.0,481,0.2971170246601105,3600,1,54.51473617553711,1746179061.619466,1,0.0,3600,0.0774238109588623,738816.0,481,0.015625
244.782670999,0.0,1.0413135290145874,1.0413135290145874,0.5709244012832642,0.5709244012832642,486,29.979167938232422,54.51473617553711,0.013671875,0.08432699739933014,748032.0,29.979167938232422,0.3141723871231079,0.0,0.0,487,0.3141723871231079,3648,1,54.51473617553711,1746179063.9705222,1,0.0,3648,0.08432699739933014,748032.0,487,0.013671875
245.578360852,0.0,1.029590129852295,1.029590129852295,0.5709244012832642,0.5709244012832642,488,32.18359375,54.51473617553711,0.01497395895421505,0.09952408075332642,751104.0,32.18359375,0.31067758798599243,0.0,0.0,489,0.31067758798599243,3664,1,54.51473617553711,1746179064.766039,1,0.0,3664,0.09952408075332642,751104.0,489,0.01497395895421505
250.278533704,0.0,1.0790159702301025,1.0790159702301025,0.5709244012832642,0.5709244012832642,500,32.23046875,54.51473617553711,0.013671875,0.09083928167819977,769536.0,32.23046875,0.3215922713279724,0.0,0.0,501,0.3215922713279724,3760,1,54.51473617553711,1746179069.4662628,1,0.0,3760,0.09083928167819977,769536.0,501,0.013671875
252.255332807,0.0,1.0714313983917236,1.0714313983917236,0.5709244012832642,0.5709244012832642,505,31.365886688232422,54.51473617553711,0.014322916977107525,0.08125452697277069,777216.0,31.365886688232422,0.327206015586853,0.0,0.0,506,0.327206015586853,3800,1,54.51473617553711,1746179071.4431345,1,0.0,3800,0.08125452697277069,777216.0,506,0.014322916977107525
267.566993035,0.0,1.1949759721755981,1.1949759721755981,0.5709244012832642,0.5709244012832642,544,30.77734375,54.51473617553711,0.015625,0.0865933895111084,837120.0,30.77734375,0.7204317450523376,0.0,0.0,545,0.7204317450523376,4112,1,54.51473617553711,1746179086.7548535,1,0.0,4112,0.0865933895111084,837120.0,545,0.015625
269.132955678,0.0,1.2446784973144531,1.2446784973144531,0.5709244012832642,0.5709244012832642,548,30.88020896911621,54.51473617553711,0.015625,0.08197781443595886,843264.0,30.88020896911621,0.6240996718406677,0.0,0.0,549,0.6240996718406677,4144,1,54.51473617553711,1746179088.3207734,1,0.0,4144,0.08197781443595886,843264.0,549,0.015625
277.390279398,0.0,1.2288539409637451,1.2288539409637451,0.5709244012832642,0.5709244012832642,569,31.7734375,54.51473617553711,0.01497395895421505,0.08088981360197067,875520.0,31.7734375,0.6951290369033813,0.0,0.0,570,0.6951290369033813,4312,1,54.51473617553711,1746179096.5780897,1,0.0,4312,0.08088981360197067,875520.0,570,0.01497395895421505
284.484012724,0.0,1.2172433137893677,1.2172433137893677,0.5709244012832642,0.5709244012832642,587,31.23958396911621,54.51473617553711,0.015625,0.054569195955991745,903168.0,31.23958396911621,0.4720538258552551,0.0,0.0,588,0.4720538258552551,4456,1,54.51473617553711,1746179103.671829,1,0.0,4456,0.054569195955991745,903168.0,588,0.015625
295.863216785,0.0,1.295422911643982,1.295422911643982,0.5709244012832642,0.5709244012832642,616,30.24609375,54.51473617553711,0.015625,0.05749116465449333,947712.0,30.24609375,0.7321785688400269,0.0,0.0,617,0.7321785688400269,4688,1,54.51473617553711,1746179115.0509224,1,0.0,4688,0.05749116465449333,947712.0,617,0.015625
304.915391837,0.0,1.348242163658142,1.348242163658142,0.5709244012832642,0.5709244012832642,639,31.069011688232422,54.51473617553711,0.01497395895421505,0.04720468074083328,983040.0,31.069011688232422,0.9586268663406372,0.0,0.0,640,0.9586268663406372,4872,1,54.51473617553711,1746179124.1032417,1,0.0,4872,0.04720468074083328,983040.0,640,0.01497395895421505
308.445212023,0.0,1.3591690063476562,1.3591690063476562,0.5709244012832642,0.5709244012832642,648,29.45833396911621,54.51473617553711,0.015625,0.03342125564813614,996864.0,29.45833396911621,1.0148694515228271,0.0,0.0,649,1.0148694515228271,4944,1,54.51473617553711,1746179127.6330087,1,0.0,4944,0.03342125564813614,996864.0,649,0.015625
310.886130681,0.0,1.4005491733551025,1.4005491733551025,0.018488701432943344,0.018488701432943344,654,27.87044334411621,46.28367614746094,0.0221354179084301,0.03524821251630783,1006080.0,27.87044334411621,1.1126596927642822,0.0,0.0,655,1.1126596927642822,4992,1,46.28367614746094,1746179130.0739887,1,0.0,4992,0.03524821251630783,1006080.0,655,0.0221354179084301
316.774539371,0.0,1.327820062637329,1.327820062637329,0.018488701432943344,0.018488701432943344,669,31.23958396911621,46.28367614746094,0.015625,0.04973042011260986,1029120.0,31.23958396911621,1.8903849124908447,0.0,0.0,670,1.8903849124908447,5112,1,46.28367614746094,1746179135.9623945,1,0.0,5112,0.04973042011260986,1029120.0,670,0.015625
323.874260588,0.0,1.3099889755249023,1.3099889755249023,0.018488701432943344,0.018488701432943344,687,31.46484375,46.28367614746094,0.013671875,0.04947271943092346,1056768.0,31.46484375,1.3599668741226196,0.0,0.0,688,1.3599668741226196,5256,1,46.28367614746094,1746179143.0620975,1,0.0,5256,0.04947271943092346,1056768.0,688,0.013671875
332.519564972,0.0,1.2753087282180786,1.2753087282180786,0.018488701432943344,0.018488701432943344,709,29.8203125,46.28367614746094,0.0182291679084301,0.038947515189647675,1090560.0,29.8203125,1.1497893333435059,0.0,0.0,710,1.1497893333435059,5432,1,46.28367614746094,1746179151.707322,1,0.0,5432,0.038947515189647675,1090560.0,710,0.0182291679084301
353.325442003,0.0,1.1348977088928223,1.1348977088928223,0.018488701432943344,0.018488701432943344,762,30.94921875,46.28367614746094,0.01497395895421505,0.10034369677305222,1171968.0,30.94921875,0.6455173492431641,0.0,0.0,763,0.6455173492431641,5856,1,46.28367614746094,1746179172.5132806,1,0.0,5856,0.10034369677305222,1171968.0,763,0.01497395895421505
363.938557736,0.0,1.3393747806549072,1.3393747806549072,0.018488701432943344,0.018488701432943344,789,31.74609375,46.28367614746094,0.014322916977107525,0.09888970106840134,1213440.0,31.74609375,0.47172170877456665,0.0,0.0,790,0.47172170877456665,6072,1,46.28367614746094,1746179183.1263928,1,0.0,6072,0.09888970106840134,1213440.0,790,0.014322916977107525
373.757444632,0.0,1.3632711172103882,1.3632711172103882,0.018488701432943344,0.018488701432943344,814,31.46614646911621,46.28367614746094,0.013671875,0.12302371114492416,1251840.0,31.46614646911621,0.4040193259716034,0.0,0.0,815,0.4040193259716034,6272,1,46.28367614746094,1746179192.945288,1,0.0,6272,0.12302371114492416,1251840.0,815,0.013671875
376.901534014,0.0,1.3770211935043335,1.3770211935043335,0.018488701432943344,0.018488701432943344,822,31.56640625,46.28367614746094,0.01497395895421505,0.10436518490314484,1264128.0,31.56640625,0.6859205961227417,0.0,0.0,823,0.6859205961227417,6336,1,46.28367614746094,1746179196.0893352,1,0.0,6336,0.10436518490314484,1264128.0,823,0.01497395895421505
382.012551149,0.0,1.295459270477295,1.295459270477295,0.018488701432943344,0.018488701432943344,835,32.00390625,46.28367614746094,0.013671875,0.11057101935148239,1284096.0,32.00390625,0.36852386593818665,0.0,0.0,836,0.36852386593818665,6440,1,46.28367614746094,1746179201.200333,1,0.0,6440,0.11057101935148239,1284096.0,836,0.013671875
387.151546158,0.0,1.3432822227478027,1.3432822227478027,0.018488701432943344,0.018488701432943344,848,31.11328125,46.28367614746094,0.014322916977107525,0.11750669777393341,1304064.0,31.11328125,0.2679007053375244,0.0,0.0,849,0.2679007053375244,6544,1,46.28367614746094,1746179206.3392315,1,0.0,6544,0.11750669777393341,1304064.0,849,0.014322916977107525
393.427252958,0.0,1.3355951309204102,1.3355951309204102,0.018488701432943344,0.018488701432943344,864,31.48046875,46.28367614746094,0.013671875,0.0966365858912468,1328640.0,31.48046875,0.2399049550294876,0.0,0.0,865,0.2399049550294876,6672,1,46.28367614746094,1746179212.614967,1,0.0,6672,0.0966365858912468,1328640.0,865,0.013671875
396.186413579,0.0,1.3449039459228516,1.3449039459228516,0.018488701432943344,0.018488701432943344,871,31.99349021911621,46.28367614746094,0.015625,0.10478082299232483,1339392.0,31.99349021911621,0.4323194921016693,0.0,0.0,872,0.4323194921016693,6728,1,46.28367614746094,1746179215.3742433,1,0.0,6728,0.10478082299232483,1339392.0,872,0.015625
409.534460023,0.0,1.2536320686340332,1.2536320686340332,0.018488701432943344,0.018488701432943344,905,32.15104293823242,46.28367614746094,0.015625,0.14034751057624817,1391616.0,32.15104293823242,0.7377663850784302,0.0,0.0,906,0.7377663850784302,7000,1,46.28367614746094,1746179228.7223132,1,0.0,7000,0.14034751057624817,1391616.0,906,0.015625
417.014813988,0.0,1.1399908065795898,1.1399908065795898,0.018488701432943344,0.018488701432943344,924,31.34895896911621,46.28367614746094,0.01497395895421505,0.15760302543640137,1420800.0,31.34895896911621,0.5784801244735718,0.0,0.0,925,0.5784801244735718,7152,1,46.28367614746094,1746179236.1882584,1,0.0,7152,0.15760302543640137,1420800.0,925,0.01497395895421505
426.447760807,0.0,1.0155441761016846,1.0155441761016846,0.018488701432943344,0.018488701432943344,948,31.67317771911621,46.28367614746094,0.014322916977107525,0.15217290818691254,1457664.0,31.67317771911621,0.458469033241272,0.0,0.0,949,0.458469033241272,7344,1,46.28367614746094,1746179245.6356046,1,0.0,7344,0.15217290818691254,1457664.0,949,0.014322916977107525
429.980579688,0.0,1.0079421997070312,1.0079421997070312,0.018488701432943344,0.018488701432943344,957,31.158855438232422,46.28367614746094,0.01497395895421505,0.1580539047718048,1471488.0,31.158855438232422,0.43746161460876465,0.0,0.0,958,0.43746161460876465,7416,1,46.28367614746094,1746179249.1683953,1,0.0,7416,0.1580539047718048,1471488.0,958,0.01497395895421505
431.949240835,0.0,1.0000290870666504,1.0000290870666504,0.018488701432943344,0.018488701432943344,962,31.295574188232422,46.28367614746094,0.01497395895421505,0.13824163377285004,1479168.0,31.295574188232422,0.3992871642112732,0.0,0.0,963,0.3992871642112732,7456,1,46.28367614746094,1746179251.1370602,1,0.0,7456,0.13824163377285004,1479168.0,963,0.01497395895421505
438.706239697,0.0,0.9303371906280518,0.9303371906280518,0.2964401841163635,0.2964401841163635,979,31.529949188232422,56.274532318115234,0.015625,0.15022417902946472,1505280.0,31.529949188232422,0.3666585385799408,0.0,0.0,980,0.3666585385799408,7592,1,56.274532318115234,1746179257.8941004,1,0.0,7592,0.15022417902946472,1505280.0,980,0.015625
439.879413768,0.0,0.9100197553634644,0.9100197553634644,0.2964401841163635,0.2964401841163635,982,31.43359375,56.274532318115234,0.015625,0.13620691001415253,1509888.0,31.43359375,0.351376473903656,0.0,0.0,983,0.351376473903656,7616,1,56.274532318115234,1746179259.0672812,1,0.0,7616,0.13620691001415253,1509888.0,983,0.015625
441.462627296,0.0,0.9040166139602661,0.9040166139602661,0.2964401841163635,0.2964401841163635,986,31.881511688232422,56.274532318115234,0.015625,0.15220266580581665,1516032.0,31.881511688232422,0.3420356512069702,0.0,0.0,987,0.3420356512069702,7648,1,56.274532318115234,1746179260.650289,1,0.0,7648,0.15220266580581665,1516032.0,987,0.015625
443.043198271,0.0,0.91945481300354,0.91945481300354,0.2964401841163635,0.2964401841163635,990,31.60677146911621,56.274532318115234,0.01497395895421505,0.1633106768131256,1522176.0,31.60677146911621,0.3414379358291626,0.0,0.0,991,0.3414379358291626,7680,1,56.274532318115234,1746179262.230962,1,0.0,7680,0.1633106768131256,1522176.0,991,0.01497395895421505
446.952364106,0.0,0.9474729895591736,0.9474729895591736,0.2964401841163635,0.2964401841163635,1000,31.00130271911621,56.274532318115234,0.01497395895421505,0.1455325335264206,1537536.0,31.00130271911621,0.10050664097070694,0.0,0.0,1001,0.10050664097070694,7760,1,56.274532318115234,1746179266.1402314,1,0.0,7760,0.1455325335264206,1537536.0,1001,0.01497395895421505
457.585564665,0.0,0.9665685892105103,0.9665685892105103,0.2964401841163635,0.2964401841163635,1027,31.81640625,56.274532318115234,0.01497395895421505,0.16283640265464783,1579008.0,31.81640625,0.11380233615636826,0.0,0.0,1028,0.11380233615636826,7976,1,56.274532318115234,1746179276.773385,1,0.0,7976,0.16283640265464783,1579008.0,1028,0.01497395895421505
464.24896852,0.0,0.8711544275283813,0.8711544275283813,0.2964401841163635,0.2964401841163635,1044,31.68489646911621,56.274532318115234,0.015625,0.20157591998577118,1605120.0,31.68489646911621,0.09418198466300964,0.0,0.0,1045,0.09418198466300964,8112,1,56.274532318115234,1746179283.4368224,1,0.0,8112,0.20157591998577118,1605120.0,1045,0.015625
470.142019383,0.0,0.9236303567886353,0.9236303567886353,0.2964401841163635,0.2964401841163635,1059,32.08463668823242,56.274532318115234,0.015625,0.18354229629039764,1628160.0,32.08463668823242,0.05224195122718811,0.0,0.0,1060,0.05224195122718811,8232,1,56.274532318115234,1746179289.329804,1,0.0,8232,0.18354229629039764,1628160.0,1060,0.015625
471.70851755,0.0,0.8292821645736694,0.8292821645736694,0.2964401841163635,0.2964401841163635,1063,31.453125,56.274532318115234,0.014322916977107525,0.1740507185459137,1634304.0,31.453125,0.05825100094079971,0.0,0.0,1064,0.05825100094079971,8264,1,56.274532318115234,1746179290.896381,1,0.0,8264,0.1740507185459137,1634304.0,1064,0.014322916977107525
480.770273751,0.0,0.8559185266494751,0.8559185266494751,0.2964401841163635,0.2964401841163635,1086,32.19401168823242,56.274532318115234,0.01302083395421505,0.1877564638853073,1669632.0,32.19401168823242,0.041057489812374115,0.0,0.0,1087,0.041057489812374115,8448,1,56.274532318115234,1746179299.957894,1,0.0,8448,0.1877564638853073,1669632.0,1087,0.01302083395421505
483.919224435,0.0,0.9336202144622803,0.9336202144622803,0.2964401841163635,0.2964401841163635,1094,31.90234375,56.274532318115234,0.01497395895421505,0.18930098414421082,1681920.0,31.90234375,0.062481340020895004,0.0,0.0,1095,0.062481340020895004,8512,1,56.274532318115234,1746179303.1070213,1,0.0,8512,0.18930098414421082,1681920.0,1095,0.01497395895421505
496.49585064,0.0,0.8881316184997559,0.8881316184997559,0.2964401841163635,0.2964401841163635,1126,32.125,56.274532318115234,0.014322916977107525,0.20437368750572205,1731072.0,32.125,0.02896822802722454,0.0,0.0,1127,0.02896822802722454,8768,1,56.274532318115234,1746179315.6836658,1,0.0,8768,0.20437368750572205,1731072.0,1127,0.014322916977107525
503.972754961,0.0,0.8605865240097046,0.8605865240097046,0.2964401841163635,0.2964401841163635,1145,31.076824188232422,56.274532318115234,0.01497395895421505,0.20753785967826843,1760256.0,31.076824188232422,0.024349985644221306,0.0,0.0,1146,0.024349985644221306,8920,1,56.274532318115234,1746179323.1605434,1,0.0,8920,0.20753785967826843,1760256.0,1146,0.01497395895421505
