loss,test_returned_won_episode,returned_won_episode,grad_steps,test_returned_episode,env_step,test_returned_episode_lengths,returned_episode,test_returned_episode_returns,returned_episode_lengths,returned_episode_returns,update_steps,_runtime,_timestamp,_step,qvals
0.17680084705352783,0.0,0.0,1520,1.0,339456.0,35.0280876159668,0.015625,0.09618254750967026,31.38020896911621,0.17982542514801025,221,135.147069717,1746189524.042475,220,0.5999844074249268
0.19819211959838867,0.0,0.0,1592,1.0,353280.0,35.0280876159668,0.013671875,0.09618254750967026,30.98046875,0.17085716128349304,230,138.708656531,1746189527.6039333,229,0.5717479586601257
0.13708585500717163,0.0,0.0,1608,1.0,356352.0,35.0280876159668,0.015625,0.09618254750967026,30.65755271911621,0.18990060687065125,232,139.495369167,1746189528.3907511,231,0.6098953485488892
0.19921864569187164,0.0,0.0,1848,1.0,402432.0,35.0280876159668,0.015625,0.09618254750967026,31.32552146911621,0.19198887050151825,262,151.402132439,1746189540.297551,261,0.6556229591369629
0.19331836700439453,0.0,0.0,1888,1.0,410112.0,35.0280876159668,0.01497395895421505,0.09618254750967026,30.205730438232422,0.17030780017375946,267,153.39396832,1746189542.2892795,266,0.624081552028656
0.20407629013061523,0.0,0.0,1920,1.0,416256.0,35.0280876159668,0.015625,0.09618254750967026,31.57421875,0.1664927899837494,271,154.976295102,1746189543.8717234,270,0.6319828629493713
0.18755844235420227,0.0,0.0,1928,1.0,417792.0,35.0280876159668,0.01497395895421505,0.09618254750967026,31.26953125,0.18357977271080017,272,155.376359903,1746189544.2716882,271,0.6261692047119141
0.20507439970970154,0.0,0.0,1936,1.0,419328.0,35.0280876159668,0.013671875,0.09618254750967026,31.69661521911621,0.1706818789243698,273,155.770223146,1746189544.665655,272,0.6307907104492188
0.19833290576934814,0.0,0.0,1976,1.0,427008.0,35.0280876159668,0.015625,0.09618254750967026,31.725261688232422,0.19872185587882996,278,157.753396325,1746189546.6488256,277,0.6378724575042725
0.20899072289466858,0.0,0.0,2048,1.0,440832.0,35.0280876159668,0.015625,0.09618254750967026,31.64974021911621,0.1598643958568573,287,161.306794295,1746189550.2022145,286,0.6397193670272827
0.3312889337539673,0.0,0.0,2128,1.0,456192.0,35.0280876159668,0.01497395895421505,0.09618254750967026,31.947917938232422,0.1489991992712021,297,165.259507801,1746189554.154827,296,0.41739392280578613
0.28468844294548035,0.0,0.0,2560,1.0,539136.0,48.173545837402344,0.015625,0.288546085357666,31.96875,0.14352554082870483,351,186.757275014,1746189575.6525886,350,0.4148904085159302
0.3102123737335205,0.0,0.0,2720,1.0,569856.0,48.173545837402344,0.015625,0.288546085357666,30.84895896911621,0.12069740146398544,371,194.686674864,1746189583.5821092,370,0.4531562328338623
0.3288707137107849,0.0,0.0,2792,1.0,583680.0,48.173545837402344,0.015625,0.288546085357666,31.57942771911621,0.08660014718770981,380,198.253082376,1746189587.1485045,379,0.42814111709594727
0.7380832433700562,0.0,0.0,2856,1.0,595968.0,48.173545837402344,0.013671875,0.288546085357666,31.203125,0.08326660841703415,388,201.440944384,1746189590.3362725,387,0.49295204877853394
0.39314404129981995,0.0,0.0,3040,1.0,631296.0,48.173545837402344,0.01497395895421505,0.288546085357666,31.91796875,0.13348859548568726,411,210.685607162,1746189599.5779126,410,0.39284080266952515
0.3714100122451782,0.0,0.0,3048,1.0,632832.0,48.173545837402344,0.01497395895421505,0.288546085357666,32.09375,0.09574532508850098,412,211.081294776,1746189599.9766784,411,0.4096671938896179
0.5000793933868408,0.0,0.0,3168,1.0,655872.0,48.173545837402344,0.015625,0.288546085357666,30.045574188232422,0.08828281611204147,427,217.01855739,1746189605.91391,426,0.4346615672111511
0.6140262484550476,0.0,0.0,3208,1.0,663552.0,48.173545837402344,0.013671875,0.288546085357666,31.131511688232422,0.09289255738258362,432,218.988155366,1746189607.8835373,431,0.46284833550453186
0.4443496763706207,0.0,0.0,3216,1.0,665088.0,48.173545837402344,0.01497395895421505,0.288546085357666,31.55208396911621,0.0939311608672142,433,219.380362585,1746189608.2757819,432,0.4695114493370056
0.4017672538757324,0.0,0.0,3368,1.0,694272.0,48.173545837402344,0.015625,0.288546085357666,31.440105438232422,0.08554049581289291,452,226.91532797,1746189615.8106658,451,0.4168033003807068
0.6372067928314209,0.0,0.0,3496,1.0,718848.0,48.173545837402344,0.015625,0.288546085357666,31.05208396911621,0.10017654299736023,468,233.240082582,1746189622.1353962,467,0.40049654245376587
0.643010139465332,0.0,0.0,3504,1.0,720384.0,48.173545837402344,0.014322916977107525,0.288546085357666,31.98177146911621,0.1006268709897995,469,233.632279081,1746189622.5276947,468,0.39430874586105347
0.5495827198028564,0.0,0.0,3584,1.0,735744.0,48.173545837402344,0.015625,0.288546085357666,31.03255271911621,0.10050122439861298,479,237.591500419,1746189626.4869294,478,0.3379638195037842
0.6874755024909973,0.0,0.0,3624,1.0,743424.0,48.173545837402344,0.014322916977107525,0.288546085357666,31.686199188232422,0.09364421665668488,484,239.576948362,1746189628.472376,483,0.43049106001853943
1.3947563171386719,0.0,0.0,3680,1.0,754176.0,48.173545837402344,0.014322916977107525,0.288546085357666,32.04166793823242,0.1205415278673172,491,242.352402911,1746189631.2477407,490,0.42636728286743164
1.2961856126785278,0.0,0.0,3816,1.0,780288.0,48.173545837402344,0.01497395895421505,0.288546085357666,31.83203125,0.08407723903656006,508,249.060517224,1746189637.9558668,507,0.5465098023414612
1.1162545680999756,0.0,0.0,3952,1.0,806400.0,48.173545837402344,0.01497395895421505,0.288546085357666,31.986980438232422,0.09213744103908539,525,255.803273046,1746189644.6986327,524,0.5338872075080872
1.5139153003692627,0.0,0.0,4080,1.0,830976.0,48.173545837402344,0.015625,0.288546085357666,31.725261688232422,0.08703245967626572,541,262.127173183,1746189651.022521,540,0.5343465805053711
1.6494067907333374,0.0,0.0,4160,1.0,846336.0,48.173545837402344,0.015625,0.288546085357666,31.842449188232422,0.07450316846370697,551,266.089671534,1746189654.9850438,550,0.5426644086837769
1.927857756614685,0.0,0.0,4272,1.0,867840.0,48.173545837402344,0.015625,0.288546085357666,30.78645896911621,0.08294852823019028,565,271.620211763,1746189660.5156372,564,0.5557377934455872
1.6361054182052612,0.0,0.0,4456,1.0,903168.0,48.173545837402344,0.0162760429084301,0.288546085357666,30.276042938232422,0.07132155448198318,588,280.696611668,1746189669.5920236,587,0.5462139844894409
1.4902536869049072,0.0,0.0,4544,1.0,920064.0,48.173545837402344,0.01497395895421505,0.288546085357666,31.11328125,0.06612112373113632,599,285.049024154,1746189673.9443676,598,0.5459892749786377
2.0057997703552246,0.0,0.0,4616,1.0,933888.0,48.173545837402344,0.015625,0.288546085357666,30.733074188232422,0.08306153118610382,608,288.599036876,1746189677.4943566,607,0.5423746109008789
1.3990094661712646,0.0,0.0,4720,1.0,953856.0,48.173545837402344,0.015625,0.288546085357666,30.85546875,0.06547670811414719,621,293.756561761,1746189682.6517744,620,0.4818122982978821
2.1449222564697266,0.0,0.0,4816,1.0,972288.0,48.173545837402344,0.0162760429084301,0.288546085357666,31.0546875,0.09566371142864227,633,298.506980903,1746189687.402296,632,0.5014029741287231
1.619096279144287,0.0,0.0,4824,1.0,973824.0,48.173545837402344,0.0201822929084301,0.288546085357666,28.01171875,0.04284011572599411,634,298.899861819,1746189687.7951322,633,0.5100948810577393
1.6429325342178345,0.0,0.0,4832,1.0,975360.0,48.173545837402344,0.01497395895421505,0.288546085357666,32.28125,0.09950503706932068,635,299.292210027,1746189688.1876256,634,0.529097318649292
2.0110702514648438,0.0,0.0,5008,1.0,1009152.0,53.68122100830078,0.013671875,0.16783225536346436,31.397136688232422,0.1118728369474411,657,308.081741313,1746189696.9771664,656,0.48042434453964233
1.90928053855896,0.0,0.0,5136,1.0,1033728.0,53.68122100830078,0.015625,0.16783225536346436,31.03125,0.10772453248500824,673,314.40000073,1746189703.295407,672,0.5312285423278809
1.1486701965332031,0.0,0.0,5224,1.0,1050624.0,53.68122100830078,0.015625,0.16783225536346436,31.25,0.0991283655166626,684,318.748694477,1746189707.6440432,683,0.5028470158576965
1.2151654958724976,0.0,0.0,5232,1.0,1052160.0,53.68122100830078,0.017578125,0.16783225536346436,30.231121063232422,0.09406967461109161,685,319.143371748,1746189708.0387638,684,0.5415698289871216
1.7234413623809814,0.0,0.0,5240,1.0,1053696.0,53.68122100830078,0.01497395895421505,0.16783225536346436,31.748699188232422,0.12817087769508362,686,319.535616728,1746189708.431039,685,0.5171806812286377
1.117942214012146,0.0,0.0,5512,1.0,1105920.0,53.68122100830078,0.01497395895421505,0.16783225536346436,31.983074188232422,0.16030839085578918,720,332.971676943,1746189721.867108,719,0.452007532119751
2.5462112426757812,0.0,0.0,5536,1.0,1110528.0,53.68122100830078,0.015625,0.16783225536346436,32.184898376464844,0.15503178536891937,723,334.153053546,1746189723.0484679,722,0.4133540689945221
1.9378409385681152,0.0,0.0,5544,1.0,1112064.0,53.68122100830078,0.015625,0.16783225536346436,30.90234375,0.12689392268657684,724,334.54739653,1746189723.4428089,723,0.40957748889923096
1.0146125555038452,0.0,0.0,5600,1.0,1122816.0,53.68122100830078,0.0162760429084301,0.16783225536346436,29.517578125,0.13130733370780945,731,337.331083416,1746189726.226503,730,0.4430834949016571
0.9769912958145142,0.0,0.0,5688,1.0,1139712.0,53.68122100830078,0.014322916977107525,0.16783225536346436,30.217449188232422,0.14240998029708862,742,341.679541763,1746189730.574972,741,0.4100850224494934
0.8365963697433472,0.0,0.0,5904,1.0,1181184.0,53.68122100830078,0.015625,0.16783225536346436,31.940105438232422,0.16244372725486755,769,352.339044799,1746189741.2344406,768,0.3435531258583069
0.3542141616344452,0.0,0.0,6096,1.0,1218048.0,53.68122100830078,0.015625,0.16783225536346436,31.412761688232422,0.1515216827392578,793,361.870934665,1746189750.7662895,792,0.343562513589859
0.3306758403778076,0.0,0.0,6128,1.0,1224192.0,53.68122100830078,0.015625,0.16783225536346436,31.765625,0.14899949729442596,797,363.459084288,1746189752.3544872,796,0.34403669834136963
0.3206511437892914,0.0,0.0,6424,1.0,1281024.0,53.68122100830078,0.015625,0.16783225536346436,31.37109375,0.15551802515983582,834,378.068073678,1746189766.9633825,833,0.27034804224967957
0.2682158350944519,0.0,0.0,6448,1.0,1285632.0,53.68122100830078,0.013671875,0.16783225536346436,31.859375,0.1483195424079895,837,379.247201454,1746189768.142608,836,0.29324162006378174
0.33395642042160034,0.0,0.0,6528,1.0,1300992.0,53.68122100830078,0.015625,0.16783225536346436,31.768230438232422,0.1437065452337265,847,383.239365365,1746189772.1347463,846,0.2308042347431183
0.23118427395820618,0.0,0.0,6592,1.0,1313280.0,53.68122100830078,0.013671875,0.16783225536346436,31.58984375,0.1562797725200653,855,386.403651488,1746189775.2989378,854,0.2147323489189148
0.20657998323440552,0.0,0.0,6600,1.0,1314816.0,53.68122100830078,0.01497395895421505,0.16783225536346436,31.174480438232422,0.12551914155483246,856,386.800458311,1746189775.6958013,855,0.17604409158229828
0.20653611421585083,0.0,0.0,6608,1.0,1316352.0,53.68122100830078,0.013671875,0.16783225536346436,31.15364646911621,0.1387629210948944,857,387.195855141,1746189776.0912669,856,0.18319544196128845
0.21955814957618713,0.0,0.0,6616,1.0,1317888.0,53.68122100830078,0.013671875,0.16783225536346436,31.080730438232422,0.15167424082756042,858,387.59130993,1746189776.4867115,857,0.17974504828453064
0.19358289241790771,0.0,0.0,6704,1.0,1334784.0,53.68122100830078,0.014322916977107525,0.16783225536346436,31.9375,0.13098642230033875,869,391.935186498,1746189780.8305283,868,0.16904255747795105
0.34289878606796265,0.0,0.0,6744,1.0,1342464.0,53.68122100830078,0.01302083395421505,0.16783225536346436,31.39453125,0.14292801916599274,874,393.906845323,1746189782.8022869,873,0.10648326575756073
0.34440022706985474,0.0,0.0,6760,1.0,1345536.0,53.68122100830078,0.01106770895421505,0.16783225536346436,32.03515625,0.1427377164363861,876,394.706206897,1746189783.6015525,875,0.10328592360019684
0.279310405254364,0.0,0.0,6792,1.0,1351680.0,53.68122100830078,0.012369791977107525,0.16783225536346436,32.01171875,0.13431735336780548,880,396.29410045,1746189785.1894252,879,0.09737562388181686
0.10461026430130005,0.0,0.0,7096,1.0,1410048.0,53.68122100830078,0.01106770895421505,0.16783225536346436,30.651042938232422,0.1328374743461609,918,411.332174719,1746189800.2275124,917,0.024741079658269882
0.08696793019771576,0.0,0.0,7168,1.0,1423872.0,53.68122100830078,0.01106770895421505,0.16783225536346436,28.49739646911621,0.09978597611188889,927,414.890508572,1746189803.7858584,926,-0.1017569899559021
0.08970318734645844,0.0,0.0,7200,1.0,1430016.0,53.68122100830078,0.010416666977107525,0.16783225536346436,30.256511688232422,0.12326052039861679,931,416.471327731,1746189805.366744,930,-0.05763685330748558
0.0806189477443695,0.0,0.0,7224,1.0,1434624.0,53.68122100830078,0.012369791977107525,0.16783225536346436,30.654949188232422,0.13039527833461761,934,417.660945286,1746189806.5562756,933,-0.027147606015205383
0.1399710774421692,0.0,0.0,7304,1.0,1449984.0,53.68122100830078,0.01171875,0.16783225536346436,27.85286521911621,0.10589699447154999,944,421.602339219,1746189810.497681,943,-0.04884698614478111
0.07027941942214966,0.0,0.0,7456,1.0,1479168.0,53.68122100830078,0.01106770895421505,0.16783225536346436,30.13020896911621,0.09482067823410034,963,429.143837171,1746189818.0391273,962,-0.0651344358921051
0.056244250386953354,0.0,0.0,7544,1.0,1496064.0,53.68122100830078,0.01106770895421505,0.16783225536346436,28.74739646911621,0.07458623498678207,974,433.479600608,1746189822.3749428,973,-0.050141606479883194
0.0951291173696518,0.0,0.0,7848,1.0,1554432.0,66.06377410888672,0.010416666977107525,0.16145622730255127,29.359375,0.06146186590194702,1012,448.615433164,1746189837.5108664,1011,-0.18447130918502808
0.03655200079083443,0.0,0.0,7896,1.0,1563648.0,66.06377410888672,0.010416666977107525,0.16145622730255127,31.36328125,0.07661253958940506,1018,451.003671895,1746189839.898999,1017,-0.1927269697189331
0.02961476892232895,0.0,0.0,7960,1.0,1575936.0,66.06377410888672,0.01302083395421505,0.16145622730255127,31.38802146911621,0.09988032281398773,1026,454.173537358,1746189843.0688565,1025,-0.1618727445602417
0.028131350874900818,0.0,0.0,8056,1.0,1594368.0,66.06377410888672,0.01171875,0.16145622730255127,28.83984375,0.07819125056266785,1038,458.928819441,1746189847.824256,1037,-0.1533556878566742
0.02235468477010727,0.0,0.0,8384,1.0,1657344.0,66.06377410888672,0.01106770895421505,0.16145622730255127,30.260417938232422,0.09195365756750107,1079,475.133783773,1746189864.02914,1078,-0.17357277870178223
0.02815987728536129,0.0,0.0,8448,1.0,1669632.0,66.06377410888672,0.01171875,0.16145622730255127,28.79296875,0.09900438785552979,1087,478.290164304,1746189867.1855137,1086,-0.19638758897781372
0.0264399666339159,0.0,0.0,8568,1.0,1692672.0,66.06377410888672,0.00911458395421505,0.16145622730255127,29.475261688232422,0.0964261144399643,1102,484.205914019,1746189873.1012404,1101,-0.21294981241226196
0.020111821591854095,0.0,0.0,8744,1.0,1726464.0,66.06377410888672,0.01302083395421505,0.16145622730255127,30.60286521911621,0.13066810369491577,1124,492.923847159,1746189881.819233,1123,-0.20543764531612396
0.018900319933891296,0.0,0.0,8880,1.0,1752576.0,66.06377410888672,0.00911458395421505,0.16145622730255127,27.98828125,0.08285024762153625,1141,499.643500644,1746189888.5388522,1140,-0.18621504306793213
0.01794489473104477,0.0,0.0,8960,1.0,1767936.0,66.06377410888672,0.01106770895421505,0.16145622730255127,29.299480438232422,0.12371814250946045,1151,503.589508022,1746189892.4849334,1150,-0.1936674267053604
0.020276030525565147,0.0,0.0,8968,1.0,1769472.0,66.06377410888672,0.01106770895421505,0.16145622730255127,27.8203125,0.12354668974876404,1152,503.980802537,1746189892.8761168,1151,-0.20447492599487305
0.019588395953178406,0.0,0.0,8976,1.0,1771008.0,66.06377410888672,0.012369791977107525,0.16145622730255127,30.873699188232422,0.1451382040977478,1153,504.372052257,1746189893.2674894,1152,-0.1930178850889206
0.01918865367770195,0.0,0.0,9040,1.0,1783296.0,66.06377410888672,0.01106770895421505,0.16145622730255127,29.22786521911621,0.13615727424621582,1161,507.544834057,1746189896.4401448,1160,-0.1947566568851471
0.01800299994647503,0.0,0.0,9128,1.0,1800192.0,66.06377410888672,0.012369791977107525,0.16145622730255127,29.029949188232422,0.1489766538143158,1172,511.906146909,1746189900.8015423,1171,-0.21053558588027954
0.027953017503023148,0.0,0.0,9424,1.0,1857024.0,66.06377410888672,0.010416666977107525,0.16145622730255127,29.658855438232422,0.19500873982906342,1209,526.51227587,1746189915.407581,1208,-0.2470676749944687
0.01902799680829048,0.0,0.0,9440,1.0,1860096.0,66.06377410888672,0.012369791977107525,0.16145622730255127,31.35286521911621,0.20991113781929016,1211,527.312332452,1746189916.2076232,1210,-0.24983087182044983
0.016843607649207115,0.0,0.0,9592,1.0,1889280.0,66.06377410888672,0.014322916977107525,0.16145622730255127,32.1484375,0.2475956380367279,1230,534.824468573,1746189923.719799,1229,-0.23038896918296814
0.01913578435778618,0.0,0.0,9608,1.0,1892352.0,66.06377410888672,0.01171875,0.16145622730255127,30.869792938232422,0.24121098220348358,1232,535.625629826,1746189924.5209346,1231,-0.22082822024822235
0.017818719148635864,0.0,0.0,9656,1.0,1901568.0,66.06377410888672,0.013671875,0.16145622730255127,31.38411521911621,0.25415149331092834,1238,537.997859828,1746189926.8932157,1237,-0.23314814269542694
0.017432963475584984,0.0,0.0,10032,1.0,1973760.0,66.06377410888672,0.01171875,0.16145622730255127,28.37630271911621,0.1891997754573822,1285,556.573150881,1746189945.468463,1284,-0.16732078790664673
0.015417409129440784,0.0,0.0,10168,1.0,1999872.0,69.94468688964844,0.010416666977107525,0.5082125663757324,28.983074188232422,0.2267114371061325,1302,563.388193356,1746189952.2836127,1301,-0.1790168583393097
0.016823533922433853,0.0,0.0,10360,1.0,2036736.0,69.94468688964844,0.009765625,0.5082125663757324,29.4140625,0.2336653470993042,1326,572.873219453,1746189961.7681372,1325,-0.19859546422958374
0.014393577352166176,0.0,0.0,10608,1.0,2084352.0,69.94468688964844,0.01497395895421505,0.5082125663757324,31.358074188232422,0.3211190104484558,1357,585.157225458,1746189974.052686,1356,-0.21110445261001587
0.016165249049663544,0.0,0.0,10920,1.0,2144256.0,69.94468688964844,0.015625,0.5082125663757324,31.34765625,0.3121371269226074,1396,600.482900192,1746189989.3781278,1395,-0.27984991669654846
0.01705922558903694,0.0,0.0,11336,1.0,2224128.0,69.94468688964844,0.015625,0.5082125663757324,31.33984375,0.30808186531066895,1448,620.944710554,1746190009.8401895,1447,-0.29442089796066284
0.015498699620366096,0.0,0.0,11360,1.0,2228736.0,69.94468688964844,0.01497395895421505,0.5082125663757324,31.89192771911621,0.30048996210098267,1451,622.137072493,1746190011.0317829,1450,-0.2956615090370178
0.013613037765026093,0.0,0.0,11400,1.0,2236416.0,69.94468688964844,0.01497395895421505,0.5082125663757324,30.78125,0.29394853115081787,1456,624.107921993,1746190013.0027554,1455,-0.29360634088516235
0.012210708111524582,0.0,0.0,11408,1.0,2237952.0,69.94468688964844,0.015625,0.5082125663757324,31.54296875,0.29484182596206665,1457,624.501292437,1746190013.396536,1456,-0.2875573933124542
0.0144869489595294,0.0,0.0,11536,1.0,2262528.0,69.94468688964844,0.014322916977107525,0.5082125663757324,32.321617126464844,0.2556472718715668,1473,630.79023385,1746190019.6855543,1472,-0.3183525502681732
0.015188871882855892,0.0,0.0,11560,1.0,2267136.0,69.94468688964844,0.012369791977107525,0.5082125663757324,32.313804626464844,0.2695242166519165,1476,631.971171509,1746190020.8663628,1475,-0.33843594789505005
0.011505790054798126,0.0,0.0,11688,1.0,2291712.0,69.94468688964844,0.013671875,0.5082125663757324,31.217449188232422,0.26285815238952637,1492,638.262882756,1746190027.1580286,1491,-0.32816728949546814
0.013727637007832527,0.0,0.0,12048,1.0,2360832.0,69.94468688964844,0.01302083395421505,0.5082125663757324,31.83984375,0.2860754728317261,1537,655.944582682,1746190044.8398623,1536,-0.3878920376300812
0.009788529016077518,0.0,0.0,12320,1.0,2413056.0,69.94468688964844,0.01497395895421505,0.5082125663757324,30.643230438232422,0.3088853061199188,1571,669.266442291,1746190058.161918,1570,-0.36635980010032654
0.008080010302364826,0.0,0.0,12576,1.0,2462208.0,69.94468688964844,0.014322916977107525,0.5082125663757324,31.4921875,0.32004955410957336,1603,681.811457395,1746190070.7069519,1602,-0.38278651237487793
0.007613340392708778,0.0,0.0,12704,1.0,2486784.0,69.94468688964844,0.01497395895421505,0.5082125663757324,30.959636688232422,0.31853699684143066,1619,688.081083866,1746190076.976585,1618,-0.366719126701355
0.008225792087614536,0.0,0.0,12720,1.0,2489856.0,69.94468688964844,0.01497395895421505,0.5082125663757324,30.951824188232422,0.32152947783470154,1621,688.868114279,1746190077.7635999,1620,-0.37529104948043823
0.00933060236275196,0.0,0.0,12904,1.0000001192092896,2525184.0,63.99761199951172,0.014322916977107525,0.6119222044944763,30.84505271911621,0.3220821022987366,1644,697.986308752,1746190086.881813,1643,-0.3860972225666046
0.007060817442834377,0.0,0.0,12936,1.0000001192092896,2531328.0,63.99761199951172,0.014322916977107525,0.6119222044944763,30.87109375,0.32614779472351074,1648,699.548915763,1746190088.444407,1647,-0.3655039072036743
0.007112322375178337,0.0,0.0,12952,1.0000001192092896,2534400.0,63.99761199951172,0.014322916977107525,0.6119222044944763,31.60286521911621,0.3211652338504791,1650,700.331452711,1746190089.2269275,1649,-0.3846052885055542
0.007081232964992523,0.0,0.0,13040,1.0000001192092896,2551296.0,63.99761199951172,0.013671875,0.6119222044944763,30.48828125,0.3025655448436737,1661,704.646652543,1746190093.5421658,1660,-0.5575699806213379
0.0066127111203968525,0.0,0.0234375,13088,1.0000001192092896,2560512.0,63.99761199951172,0.010416666977107525,0.6119222044944763,30.09895896911621,0.2765389382839203,1667,706.993357499,1746190095.888865,1666,-0.5558227896690369
0.007480809930711985,0.0,0.0,13352,1.0000001192092896,2611200.0,63.99761199951172,0.01106770895421505,0.6119222044944763,27.776042938232422,0.2213183343410492,1700,719.919144778,1746190108.814615,1699,-0.525342583656311
0.006140538491308689,0.0,0.0,13608,1.0000001192092896,2660352.0,63.99761199951172,0.01302083395421505,0.6119222044944763,31.674480438232422,0.3043891191482544,1732,732.484155101,1746190121.3796647,1731,-0.5184001922607422
0.006231376901268959,0.0,0.0,13624,1.0000001192092896,2663424.0,63.99761199951172,0.012369791977107525,0.6119222044944763,30.78125,0.28234708309173584,1734,733.270110639,1746190122.1655529,1733,-0.5300302505493164
0.0061571672558784485,0.0,0.0,13640,1.0000001192092896,2666496.0,63.99761199951172,0.014322916977107525,0.6119222044944763,31.11328125,0.3097306489944458,1736,734.053041776,1746190122.9485722,1735,-0.5174618363380432
0.005995326209813356,0.0,0.0,13664,1.0000001192092896,2671104.0,63.99761199951172,0.01171875,0.6119222044944763,31.53645896911621,0.30267879366874695,1739,735.227694356,1746190124.1232002,1738,-0.537506639957428
0.012232284992933273,0.0,0.0,13744,1.0000001192092896,2686464.0,63.99761199951172,0.012369791977107525,0.6119222044944763,31.65755271911621,0.3142378330230713,1749,739.150281053,1746190128.045778,1748,-0.523102879524231
