test_returned_episode,grad_steps,returned_episode_lengths,test_returned_episode_lengths,returned_episode_returns,test_returned_episode_returns,_step,test_returned_won_episode,_runtime,_timestamp,update_steps,returned_episode,loss,env_step,qvals,returned_won_episode
1.0,7616,31.91536521911621,65.01669311523438,0.3841129541397095,0.8279559016227722,982,0.04728790000081062,443.58679988,1746161039.6763313,983,0.01171875,0.0652225911617279,1509888.0,-0.4382786750793457,0.03125
1.0,7640,32.24869918823242,65.01669311523438,0.30323898792266846,0.8279559016227722,985,0.04728790000081062,444.815057826,1746161040.904739,986,0.013671875,0.04616156592965126,1514496.0,-0.45492881536483765,0.0
1.0,7696,31.97005271911621,65.01669311523438,0.3617696762084961,0.8279559016227722,992,0.04728790000081062,447.647959533,1746161043.7375252,993,0.009765625,0.01314801536500454,1525248.0,-0.41340744495391846,0.0
1.0,7904,30.111980438232422,65.01669311523438,0.3357192873954773,0.8279559016227722,1018,0.04728790000081062,458.105275575,1746161054.1950037,1019,0.009765625,0.018712282180786133,1565184.0,-0.394388884305954,0.0
1.0,8008,31.05208396911621,65.01669311523438,0.3207046091556549,0.8279559016227722,1031,0.04728790000081062,463.389550321,1746161059.4791293,1032,0.01106770895421505,0.017295509576797485,1585152.0,-0.42025208473205566,0.0
1.0,8048,31.111980438232422,65.01669311523438,0.3422219157218933,0.8279559016227722,1036,0.04728790000081062,465.411618539,1746161061.5013335,1037,0.009765625,0.02972051501274109,1592832.0,-0.4508309066295624,0.0
1.0,8184,31.72005271911621,65.01669311523438,0.35190266370773315,0.8279559016227722,1053,0.04728790000081062,472.231614935,1746161068.3213177,1054,0.009765625,0.01424919068813324,1618944.0,-0.527638852596283,0.0
1.0,8296,32.03125,65.01669311523438,0.3539085388183594,0.8279559016227722,1067,0.04728790000081062,477.847082463,1746161073.9368079,1068,0.009765625,0.023092754185199738,1640448.0,-0.5631469488143921,0.0
1.0,8392,29.947917938232422,65.01669311523438,0.37636798620224,0.8279559016227722,1079,0.04728790000081062,482.693500534,1746161078.7829883,1080,0.009765625,0.016743827611207962,1658880.0,-0.519443154335022,0.0416666679084301
1.0,8432,32.18359375,65.01669311523438,0.3636547029018402,0.8279559016227722,1084,0.04728790000081062,484.714337574,1746161080.8040595,1085,0.01171875,0.016568444669246674,1666560.0,-0.5090138912200928,0.0
1.0,8488,28.90234375,65.01669311523438,0.3294036388397217,0.8279559016227722,1091,0.04728790000081062,487.506043713,1746161083.5957808,1092,0.0078125,0.0137449586763978,1677312.0,-0.5061615705490112,0.02083333395421505
1.0,8512,29.619792938232422,65.01669311523438,0.3227827548980713,0.8279559016227722,1094,0.04728790000081062,488.707316825,1746161084.7969735,1095,0.008463541977107525,0.023920727893710136,1681920.0,-0.5546107292175293,0.02083333395421505
1.0,8520,31.764324188232422,65.01669311523438,0.34856438636779785,0.8279559016227722,1095,0.04728790000081062,489.110202384,1746161085.199929,1096,0.010416666977107525,0.018831679597496986,1683456.0,-0.5647701621055603,0.0
1.0,8664,31.53255271911621,65.01669311523438,0.3439297080039978,0.8279559016227722,1113,0.04728790000081062,496.360205156,1746161092.449764,1114,0.00911458395421505,0.012209801003336906,1711104.0,-0.5322927236557007,0.0
1.0,8752,30.64583396911621,65.01669311523438,0.3224526643753052,0.8279559016227722,1124,0.04728790000081062,500.790907714,1746161096.8806605,1125,0.00911458395421505,0.01820383593440056,1728000.0,-0.5317755937576294,0.0
1.0,8816,31.96224021911621,65.01669311523438,0.3531882166862488,0.8279559016227722,1132,0.04728790000081062,504.005256193,1746161100.094838,1133,0.008463541977107525,0.02330925688147545,1740288.0,-0.44185081124305725,0.0
1.0,8872,30.18489646911621,65.01669311523438,0.44417405128479004,0.8279559016227722,1139,0.04728790000081062,506.841840515,1746161102.9314406,1140,0.008463541977107525,0.014276772737503052,1751040.0,-0.47984665632247925,0.1002604216337204
1.0,8888,30.682292938232422,65.01669311523438,0.37831637263298035,0.8279559016227722,1141,0.04728790000081062,507.652380012,1746161103.7419863,1142,0.00911458395421505,0.01696065068244934,1754112.0,-0.4620100259780884,0.0390625
1.0,8992,30.63802146911621,65.01669311523438,0.3974204957485199,0.8279559016227722,1154,0.04728790000081062,512.867774395,1746161108.9572906,1155,0.009765625,0.023293694481253624,1774080.0,-0.43173542618751526,0.041015625
1.0,9120,31.01171875,65.01669311523438,0.37453168630599976,0.8279559016227722,1170,0.04728790000081062,519.365292397,1746161115.455034,1171,0.012369791977107525,0.0253978930413723,1798656.0,-0.569066047668457,0.0
1.0,9168,30.45442771911621,65.01669311523438,0.32759690284729004,0.8279559016227722,1176,0.04728790000081062,521.76213606,1746161117.8518758,1177,0.008463541977107525,0.027872877195477486,1807872.0,-0.5708509087562561,0.0
1.0,9176,29.674480438232422,65.01669311523438,0.33906933665275574,0.8279559016227722,1177,0.04728790000081062,522.161810849,1746161118.2515187,1178,0.0078125,0.016309630125761032,1809408.0,-0.5673747658729553,0.01888020895421505
1.0,9280,31.076824188232422,65.01669311523438,0.3622714877128601,0.8279559016227722,1190,0.04728790000081062,527.402819967,1746161123.4924917,1191,0.008463541977107525,0.019166309386491776,1829376.0,-0.5522987842559814,0.0
1.0,9320,31.72005271911621,65.01669311523438,0.37045904994010925,0.8279559016227722,1195,0.04728790000081062,529.405662007,1746161125.4952118,1196,0.01106770895421505,0.05671948194503784,1837056.0,-0.445909708738327,0.0
1.0,9448,31.00911521911621,65.01669311523438,0.38793134689331055,0.8279559016227722,1211,0.04728790000081062,535.836162735,1746161131.9259014,1212,0.00911458395421505,0.0249897800385952,1861632.0,-0.4799833595752716,0.041015625
1.0,9472,30.875,65.01669311523438,0.37672242522239685,0.8279559016227722,1214,0.04728790000081062,537.065119565,1746161133.154595,1215,0.0078125,0.018538858741521835,1866240.0,-0.4841312766075134,0.033203125
1.0,9584,30.776042938232422,65.01669311523438,0.38290008902549744,0.8279559016227722,1228,0.04728790000081062,542.694950619,1746161138.7846878,1229,0.0078125,0.03978497162461281,1887744.0,-0.4716889262199402,0.0338541679084301
1.0,9648,31.20833396911621,65.01669311523438,0.3769156336784363,0.8279559016227722,1236,0.04728790000081062,545.933864314,1746161142.0235713,1237,0.00911458395421505,0.031054992228746414,1900032.0,-0.6418408155441284,0.0364583358168602
1.0,9688,31.42317771911621,65.01669311523438,0.40129801630973816,0.8279559016227722,1241,0.04728790000081062,547.96605587,1746161144.0555449,1242,0.008463541977107525,0.027897395193576813,1907712.0,-0.6078832149505615,0.0364583358168602
1.0,9824,31.8046875,65.01669311523438,0.3980575501918793,0.8279559016227722,1258,0.04728790000081062,554.82101673,1746161150.9107568,1259,0.010416666977107525,0.046243928372859955,1933824.0,-0.5360918045043945,0.02734375
1.0,9952,31.666667938232422,65.01669311523438,0.35137665271759033,0.8279559016227722,1274,0.04728790000081062,561.244313074,1746161157.3339276,1275,0.009765625,0.035362303256988525,1958400.0,-0.492820680141449,0.006510416977107525
1.0,10024,31.46875,65.01669311523438,0.3215900659561157,0.8279559016227722,1283,0.04728790000081062,564.913364613,1746161161.0030868,1284,0.01171875,0.037206511944532394,1972224.0,-0.5715591907501221,0.0
1.0,10144,28.86458396911621,65.01669311523438,0.32966041564941406,0.8279559016227722,1298,0.04728790000081062,570.954482511,1746161167.044239,1299,0.008463541977107525,0.055519990622997284,1995264.0,-0.5542196035385132,0.03125
1.0,10224,28.330730438232422,80.47148132324219,0.39704105257987976,0.990151047706604,1308,0.14068441092967987,575.090918757,1746161171.180668,1309,0.0078125,0.04016786068677902,2010624.0,-0.5062896013259888,0.083984375
1.0,10248,31.572917938232422,80.47148132324219,0.39625054597854614,0.990151047706604,1311,0.14068441092967987,576.288917683,1746161172.3786914,1312,0.01106770895421505,0.05246075242757797,2015232.0,-0.5636895298957825,0.0345052108168602
1.0,10480,31.541667938232422,80.47148132324219,0.3515092730522156,0.990151047706604,1340,0.14068441092967987,587.922958665,1746161184.012588,1341,0.0078125,0.060194164514541626,2059776.0,-0.6678507924079895,0.0
1.0,10832,27.58333396911621,80.47148132324219,0.38601553440093994,0.990151047706604,1384,0.14068441092967987,605.613846871,1746161201.703567,1385,0.0078125,0.10413619875907898,2127360.0,-0.7069211602210999,0.0846354216337204
1.0,10856,30.154949188232422,80.47148132324219,0.44126376509666443,0.990151047706604,1387,0.14068441092967987,606.830204012,1746161202.919905,1388,0.008463541977107525,0.08435627818107605,2131968.0,-0.7028040885925293,0.078125
1.0,11144,30.45442771911621,80.47148132324219,0.48619407415390015,0.990151047706604,1423,0.14068441092967987,621.301391753,1746161217.3911233,1424,0.008463541977107525,0.09446781873703003,2187264.0,-0.6462010741233826,0.1458333432674408
1.0,11400,29.60286521911621,80.47148132324219,0.4591924548149109,0.990151047706604,1455,0.14068441092967987,634.175661322,1746161230.265415,1456,0.008463541977107525,0.1370316743850708,2236416.0,-0.7305953502655029,0.1204427108168602
1.0,11624,27.68880271911621,80.47148132324219,0.4284639358520508,0.990151047706604,1483,0.14068441092967987,645.438145276,1746161241.5278769,1484,0.0078125,0.1330236941576004,2279424.0,-0.6507276296615601,0.1256510466337204
1.0,11640,30.09375,80.47148132324219,0.48049697279930115,0.990151047706604,1485,0.14068441092967987,646.238801551,1746161242.3285396,1486,0.0078125,0.11791476607322693,2282496.0,-0.6741254329681396,0.1393229216337204
1.0,11688,29.20833396911621,80.47148132324219,0.39449799060821533,0.990151047706604,1491,0.14068441092967987,648.627791992,1746161244.7175372,1492,0.0078125,0.12717825174331665,2291712.0,-0.6975728869438171,0.0794270858168602
1.0,11696,28.95052146911621,80.47148132324219,0.4679524898529053,0.990151047706604,1492,0.14068441092967987,649.030710376,1746161245.1204045,1493,0.00911458395421505,0.1207948625087738,2293248.0,-0.6620310544967651,0.13671875
1.0,11816,30.57942771911621,80.47148132324219,0.4331844449043274,0.990151047706604,1507,0.14068441092967987,655.067921206,1746161251.1575236,1508,0.0078125,0.13786150515079498,2316288.0,-0.7092174887657166,0.0885416716337204
1.0,12168,29.56640625,80.47148132324219,0.5318857431411743,0.990151047706604,1551,0.14068441092967987,672.831637249,1746161268.921353,1552,0.0078125,0.2601688802242279,2383872.0,-0.5130289793014526,0.1822916716337204
1.0,12216,28.484375,80.47148132324219,0.42780566215515137,0.990151047706604,1557,0.14068441092967987,675.225247552,1746161271.314974,1558,0.0078125,0.2102418690919876,2393088.0,-0.6075564622879028,0.1119791716337204
1.0,12288,28.733074188232422,80.47148132324219,0.3816480040550232,0.990151047706604,1566,0.14068441092967987,678.84691021,1746161274.9365175,1567,0.0078125,0.23939968645572662,2406912.0,-0.5502866506576538,0.0677083358168602
1.0,12296,28.944011688232422,80.47148132324219,0.42529746890068054,0.990151047706604,1567,0.14068441092967987,679.246496962,1746161275.336207,1568,0.0078125,0.23635390400886536,2408448.0,-0.537567138671875,0.1048177108168602
1.0,12488,29.35546875,80.47148132324219,0.46658191084861755,0.990151047706604,1591,0.14068441092967987,688.908271611,1746161284.9979415,1592,0.0078125,0.2517194449901581,2445312.0,-0.4774821400642395,0.1334635466337204
1.0,12696,28.56770896911621,80.47148132324219,0.33413469791412354,0.990151047706604,1617,0.14068441092967987,699.418509726,1746161295.5081844,1618,0.008463541977107525,0.21061667799949646,2485248.0,-0.44762179255485535,0.02734375
1.0,12720,29.80078125,80.47148132324219,0.4851340651512146,0.990151047706604,1620,0.14068441092967987,700.637352966,1746161296.7270927,1621,0.008463541977107525,0.21587316691875458,2489856.0,-0.39646172523498535,0.134765625
0.9999999403953552,12896,29.037761688232422,82.64739227294922,0.4856022000312805,1.4682350158691406,1642,0.524084746837616,709.558944709,1746161305.6487072,1643,0.0078125,0.1841880977153778,2523648.0,-0.4090159237384796,0.1555989682674408
0.9999999403953552,13512,28.90234375,82.64739227294922,0.5713710188865662,1.4682350158691406,1719,0.524084746837616,740.598486803,1746161336.688219,1720,0.0078125,0.26863282918930054,2641920.0,-0.463051974773407,0.234375
0.9999999403953552,13656,29.588542938232422,82.64739227294922,0.5060076117515564,1.4682350158691406,1737,0.524084746837616,747.830458232,1746161343.9201632,1738,0.0078125,0.3165298104286194,2669568.0,-0.5200715065002441,0.169921875
0.9999999403953552,13776,28.58203125,82.64739227294922,0.41400083899497986,1.4682350158691406,1752,0.524084746837616,753.856791349,1746161349.9464674,1753,0.0078125,0.23933148384094238,2692608.0,-0.4898768663406372,0.0950520858168602
0.9999999403953552,13832,28.71875,82.64739227294922,0.5248634815216064,1.4682350158691406,1759,0.524084746837616,756.664617952,1746161352.754298,1760,0.0078125,0.25928598642349243,2703360.0,-0.5219675302505493,0.1979166716337204
0.9999999403953552,13872,28.06640625,82.64739227294922,0.46402186155319214,1.4682350158691406,1764,0.524084746837616,758.658122649,1746161354.747805,1765,0.0078125,0.2894352078437805,2711040.0,-0.42669448256492615,0.1490885466337204
0.9999999403953552,13904,29.440105438232422,82.64739227294922,0.49452075362205505,1.4682350158691406,1768,0.524084746837616,760.265882526,1746161356.3550968,1769,0.0078125,0.29109862446784973,2717184.0,-0.4545651376247406,0.154296875
0.9999999403953552,13960,26.20833396911621,82.64739227294922,0.441727876663208,1.4682350158691406,1775,0.524084746837616,763.061222729,1746161359.1509058,1776,0.008463541977107525,0.2718122601509094,2727936.0,-0.4560720920562744,0.1471354216337204
0.9999999403953552,14000,29.061199188232422,82.64739227294922,0.4761699140071869,1.4682350158691406,1780,0.524084746837616,765.055407472,1746161361.1449752,1781,0.0078125,0.3219481408596039,2735616.0,-0.49235233664512634,0.1393229216337204
0.9999999403953552,14056,28.4296875,82.64739227294922,0.44267281889915466,1.4682350158691406,1787,0.524084746837616,767.866334949,1746161363.956055,1788,0.0078125,0.2782416343688965,2746368.0,-0.48893922567367554,0.1126302108168602
0.9999999403953552,14072,29.59375,82.64739227294922,0.5116662979125977,1.4682350158691406,1789,0.524084746837616,768.664287354,1746161364.7540312,1790,0.0078125,0.3149075508117676,2749440.0,-0.49279364943504333,0.162109375
0.9999999403953552,14120,29.16796875,82.64739227294922,0.48581385612487793,1.4682350158691406,1795,0.524084746837616,771.069015271,1746161367.158655,1796,0.0078125,0.24536803364753723,2758656.0,-0.5058803558349609,0.1328125
0.9999999403953552,14128,28.412761688232422,82.64739227294922,0.5724305510520935,1.4682350158691406,1796,0.524084746837616,771.470416104,1746161367.5601337,1797,0.0078125,0.24252350628376007,2760192.0,-0.5184458494186401,0.23828125
0.9999999403953552,14176,27.70442771911621,82.64739227294922,0.49024057388305664,1.4682350158691406,1802,0.524084746837616,773.895529621,1746161369.9852505,1803,0.0078125,0.2297627478837967,2769408.0,-0.5259530544281006,0.1790364682674408
