returned_episode_lengths,returned_won_episode,test_returned_episode,update_steps,grad_steps,loss,_step,test_returned_episode_returns,env_step,returned_episode,_runtime,test_returned_episode_lengths,returned_episode_returns,qvals,test_returned_won_episode,_timestamp
25.48958396911621,0.0,1.0,22,0,0.0,21,0.0021013151854276657,33792,0.02083333395421505,47.956552838,12.093387603759766,0.12931163609027863,0.0,0.0,1746469674.878839
28.37434959411621,0.0,1.0,54,184,0.007611352484673262,53,0.0021013151854276657,82944,0.02018229104578495,55.215260715,12.093387603759766,0.1530659794807434,0.8048135042190552,0.0,1746469682.137502
28.72395896911621,0.0,1.0,79,384,0.007687871810048819,78,0.0021013151854276657,121344,0.01627604104578495,62.557687564,12.093387603759766,0.18705467879772186,0.9209712743759155,0.0,1746469689.4799354
27.7734375,0.0,1.0,90,472,0.008109675720334053,89,0.0021013151854276657,138240,0.01888020895421505,65.791799316,12.093387603759766,0.16629166901111603,0.8967191576957703,0.0,1746469692.7140582
29.25520896911621,0.0,1.0,106,600,0.011929657310247421,105,0.0021013151854276657,162816,0.01888020895421505,70.494029971,12.093387603759766,0.17271265387535095,0.8634456396102905,0.0,1746469697.4162924
29.35416603088379,0.0,1.0,127,768,0.015945225954055786,126,0.0021013151854276657,195072,0.01822916604578495,76.663394529,12.093387603759766,0.19703122973442078,0.8587054014205933,0.0,1746469703.5856411
27.53385353088379,0.0,1.0,136,840,0.016470864415168762,135,0.0021013151854276657,208896,0.01692708395421505,79.305281488,12.093387603759766,0.17893141508102417,0.828782320022583,0.0,1746469706.2275326
28.98502540588379,0.0,1.0,177,1168,0.0325121246278286,176,0.0021013151854276657,271872,0.014973958022892475,91.347064801,12.093387603759766,0.1868194341659546,0.7828879952430725,0.0,1746469718.2692993
30.255859375,0.0,1.0,181,1200,0.02672492153942585,180,0.0021013151854276657,278016,0.01692708395421505,92.520746573,12.093387603759766,0.20781943202018738,0.7823913097381592,0.0,1746469719.4429338
29.85677146911621,0.0,1.0,196,1320,0.03210717439651489,195,0.0021013151854276657,301056,0.015625,96.927686485,12.093387603759766,0.18710067868232727,0.8124989867210388,0.0,1746469723.8499193
29.43880271911621,0.0,1.0,199,1344,0.03065795637667179,198,0.0021013151854276657,305664,0.01692708395421505,97.807032998,12.093387603759766,0.21553818881511688,0.8330243825912476,0.0,1746469724.7292595
30.31380271911621,0.0,1.0,202,1368,0.0466231033205986,201,0.0021013151854276657,310272,0.01692708395421505,98.686851983,12.093387603759766,0.20873437821865082,0.8240070343017578,0.0,1746469725.609056
29.73046875,0.0,1.0,216,1480,0.044122807681560516,215,0.0021013151854276657,331776,0.01692708395421505,102.804085591,12.093387603759766,0.20105987787246704,0.7513320446014404,0.0,1746469729.726339
28.15755271911621,0.0,1.0,229,1584,0.03633470460772514,228,0.0021013151854276657,351744,0.013671875,106.622201244,12.093387603759766,0.165164053440094,0.7456418871879578,0.0,1746469733.54444
29.75520896911621,0.0,1.0,258,1816,0.03969302028417587,257,0.0021013151854276657,396288,0.014973958022892475,115.130665602,12.093387603759766,0.21431942284107208,0.5675449371337891,0.0,1746469742.0528932
28.87630271911621,0.0,1.0,268,1896,0.04717357084155083,267,0.0021013151854276657,411648,0.017578125,118.063957823,12.093387603759766,0.19065538048744202,0.5917568206787109,0.0,1746469744.9862149
29.24153709411621,0.0,1.0,271,1920,0.04831968992948532,270,0.0021013151854276657,416256,0.017578125,118.945841921,12.093387603759766,0.20530292391777039,0.5982896089553833,0.0,1746469745.8680954
28.23828125,0.0,1.0,288,2056,0.07883375883102417,287,0.0021013151854276657,442368,0.02018229104578495,123.932782869,12.093387603759766,0.19296874105930328,0.5426204204559326,0.0,1746469750.8550415
28.37109375,0.0,1.0,299,2144,0.16569331288337708,298,0.0021013151854276657,459264,0.01822916604578495,127.158389051,12.093387603759766,0.1620260328054428,0.7072537541389465,0.0,1746469754.0806515
28.79166603088379,0.0,1.0,310,2232,0.09835139662027359,309,0.0021013151854276657,476160,0.017578125,130.391957576,12.093387603759766,0.19707638025283813,0.6284995079040527,0.0,1746469757.3142023
25.85481834411621,0.0,1.0,319,2304,0.16212445497512817,318,0.0021013151854276657,489984,0.025390625,133.030969482,12.093387603759766,0.13503296673297882,0.572974681854248,0.0,1746469759.953208
28.9453125,0.0,1.0,320,2312,0.22992080450057983,319,0.0021013151854276657,491520,0.017578125,133.32431434,12.093387603759766,0.16212759912014008,0.5575037002563477,0.0,1746469760.2465844
29.15755271911621,0.0,1.0,335,2432,0.2880572974681854,334,0.06765097379684448,514560,0.017578125,137.787994058,38.28116226196289,0.14211978018283844,0.4188883304595947,0.0,1746469764.7102673
30.75390625,0.0,1.0,338,2456,0.4044390320777893,337,0.06765097379684448,519168,0.01627604104578495,138.66748281899999,38.28116226196289,0.15199391543865204,0.400591105222702,0.0,1746469765.5897584
27.50325584411621,0.0,1.0,339,2464,0.37904369831085205,338,0.06765097379684448,520704,0.02278645895421505,138.960504526,38.28116226196289,0.1374696046113968,0.40607553720474243,0.0,1746469765.882771
28.60611915588379,0.0,1.0,353,2576,0.16119243204593658,352,0.06765097379684448,542208,0.01953125,143.076839757,38.28116226196289,0.1611119657754898,0.42183077335357666,0.0,1746469769.9991121
29.259765625,0.0,1.0,361,2640,0.16776429116725922,360,0.06765097379684448,554496,0.01953125,145.421550699,38.28116226196289,0.17724911868572235,0.37704169750213623,0.0,1746469772.3438058
29.55403709411621,0.0,1.0,364,2664,0.2262018620967865,363,0.06765097379684448,559104,0.01692708395421505,146.302043819,38.28116226196289,0.18731509149074554,0.37707066535949707,0.0,1746469773.2243044
