update_steps,loss,returned_won_episode,env_step,test_returned_episode,test_returned_episode_lengths,returned_episode,_step,qvals,returned_episode_lengths,test_returned_won_episode,test_returned_episode_returns,grad_steps,returned_episode_returns,_runtime,_timestamp
398,0.17082847654819489,0.0,611328.0,0.9999999403953552,39.682350158691406,0.01692708395421505,397,0.300671249628067,29.55859375,0.0,0.11799606680870056,2936,0.2133827954530716,155.714482548,1746461926.5445354
400,0.19032177329063416,0.0,614400.0,0.9999999403953552,39.682350158691406,0.01627604104578495,399,0.293117880821228,29.29817771911621,0.0,0.11799606680870056,2952,0.17312847077846527,156.302136903,1746461927.1322188
430,0.27748769521713257,0.0,660480.0,0.9999999403953552,39.682350158691406,0.02083333395421505,429,0.2518835961818695,27.42643165588379,0.0,0.11799606680870056,3192,0.1685485988855362,165.241366008,1746461936.0714376
444,0.15906882286071777,0.0,681984.0,0.9999999403953552,39.682350158691406,0.01822916604578495,443,0.26104849576950073,28.73828125,0.0,0.11799606680870056,3304,0.16549566388130188,169.358539418,1746461940.1886225
453,0.16499629616737366,0.0,695808.0,0.9999999403953552,39.682350158691406,0.014973958022892475,452,0.2277483195066452,31.56770896911621,0.0,0.11799606680870056,3376,0.15373869240283966,172.000484026,1746461942.8305643
468,0.15482090413570404,0.0,718848.0,0.9999999403953552,39.682350158691406,0.015625,467,0.20842263102531433,31.55989646911621,0.0,0.11799606680870056,3496,0.14041580259799957,176.40404785,1746461947.2341185
497,0.1973506361246109,0.0,763392.0,0.9999999403953552,39.682350158691406,0.015625,496,0.16072900593280792,31.4140625,0.0,0.11799606680870056,3728,0.12562935054302216,184.927760815,1746461955.757839
513,0.29000207781791687,0.0,787968.0,0.9999999403953552,39.682350158691406,0.015625,512,0.14946436882019043,31.35025978088379,0.0,0.11799606680870056,3856,0.1851710081100464,189.630382191,1746461960.4604316
535,0.26791906356811523,0.0,821760.0,0.9999999403953552,39.682350158691406,0.01627604104578495,534,0.12394984066486359,29.74088478088379,0.0,0.11799606680870056,4032,0.1453472226858139,196.097069896,1746461966.9271183
543,0.2968531548976898,0.0,834048.0,0.9999999403953552,39.682350158691406,0.013671875,542,0.10881020128726959,32.29557418823242,0.0,0.11799606680870056,4096,0.17415016889572144,198.447744833,1746461969.2778115
551,0.28145718574523926,0.0,846336.0,0.9999999403953552,39.682350158691406,0.015625,550,0.13917560875415802,31.38020896911621,0.0,0.11799606680870056,4160,0.16927950084209442,200.796049894,1746461971.6261127
563,0.5762841701507568,0.0,864768.0,0.9999999403953552,39.682350158691406,0.015625,562,0.21415108442306519,30.73177146911621,0.0,0.11799606680870056,4256,0.20897306501865387,204.319770375,1746461975.1498537
566,0.45746368169784546,0.0,869376.0,0.9999999403953552,39.682350158691406,0.013671875,565,0.18261221051216125,31.5625,0.0,0.11799606680870056,4280,0.19675518572330475,205.212524547,1746461976.0424325
584,0.24582329392433167,0.0,897024.0,0.9999999403953552,39.682350158691406,0.015625,583,0.1218341737985611,31.00650978088379,0.0,0.11799606680870056,4424,0.17694444954395294,210.503515249,1746461981.3335853
587,0.26461324095726013,0.0,901632.0,0.9999999403953552,39.682350158691406,0.013671875,586,0.08304326981306076,30.52213478088379,0.0,0.11799606680870056,4448,0.1616874784231186,211.385965116,1746461982.2158902
589,0.27963316440582275,0.0,904704.0,0.9999999403953552,39.682350158691406,0.014322916977107525,588,0.08846217393875122,30.96484375,0.0,0.11799606680870056,4464,0.1846536248922348,211.973348588,1746461982.8034465
591,0.2593492269515991,0.0,907776.0,0.9999999403953552,39.682350158691406,0.014973958022892475,590,0.08423002809286118,31.14713478088379,0.0,0.11799606680870056,4480,0.1609305590391159,212.560415343,1746461983.3904996
598,0.2356327474117279,0.0,918528.0,0.9999999403953552,39.682350158691406,0.015625,597,0.017220398411154747,31.54557228088379,0.0,0.11799606680870056,4536,0.20920397341251373,214.615527876,1746461985.4455905
601,0.21470701694488525,0.0,923136.0,0.9999999403953552,39.682350158691406,0.012369791977107525,600,-0.001179789542220533,32.22135543823242,0.0,0.11799606680870056,4560,0.14785242080688477,215.495968706,1746461986.3260372
622,0.19042009115219116,0.0,955392.0,0.9999999403953552,39.682350158691406,0.015625,621,-0.061820339411497116,31.51822853088379,0.0,0.11799606680870056,4728,0.22080989181995392,221.666548545,1746461992.496626
660,0.2191830724477768,0.0,1013760.0,1.0,60.702152252197266,0.017578125,659,-0.060599081218242645,30.08658790588379,0.0,0.32811322808265686,5032,0.20461805164813995,232.897545999,1746462003.727606
661,0.23352918028831482,0.0,1015296.0,1.0,60.702152252197266,0.015625,660,-0.06351643800735474,30.46484375,0.0,0.32811322808265686,5040,0.18863540887832642,233.190849812,1746462004.0209255
670,0.21920572221279144,0.0,1029120.0,1.0,60.702152252197266,0.012369791977107525,669,-0.07917776703834534,32.08333206176758,0.0,0.32811322808265686,5112,0.14268402755260468,235.833787374,1746462006.6638834
671,0.22933751344680786,0.0,1030656.0,1.0,60.702152252197266,0.014973958022892475,670,-0.08665291219949722,30.7578125,0.0,0.32811322808265686,5120,0.21072307229042053,236.127377578,1746462006.9574623
696,0.16164490580558777,0.0,1069056.0,1.0,60.702152252197266,0.008463541977107525,695,-0.018604550510644913,30.88541603088379,0.0,0.32811322808265686,5320,0.14931944012641907,243.47737575,1746462014.307447
697,0.15388455986976624,0.0,1070592.0,1.0,60.702152252197266,0.014322916977107525,696,-0.03780768811702728,31.74479103088379,0.0,0.32811322808265686,5328,0.2096979171037674,243.770826901,1746462014.6009102
731,0.19523148238658905,0.0,1122816.0,1.0,60.702152252197266,0.011067708022892475,730,-0.03823976218700409,32.16666793823242,0.0,0.32811322808265686,5600,0.14446353912353516,253.758828573,1746462024.5888984
738,0.1746053695678711,0.0,1133568.0,1.0,60.702152252197266,0.009765625,737,-0.07058119773864746,31.49739646911621,0.0,0.32811322808265686,5656,0.1652768850326538,255.81348677,1746462026.643537
742,0.13643118739128113,0.0,1139712.0,1.0,60.702152252197266,0.014322916977107525,741,-0.04967015981674194,30.20963478088379,0.0,0.32811322808265686,5688,0.17672742903232574,256.988552549,1746462027.8186135
746,0.12126749753952026,0.0,1145856.0,1.0,60.702152252197266,0.013671875,745,-0.06034292280673981,32.06640625,0.0,0.32811322808265686,5720,0.22505640983581543,258.163485598,1746462028.9935045
757,0.10603703558444977,0.0,1162752.0,1.0,60.702152252197266,0.009765625,756,-0.06687530130147934,32.15625,0.0,0.32811322808265686,5808,0.21486717462539673,261.400650031,1746462032.230722
766,0.13340234756469727,0.0,1176576.0,1.0,60.702152252197266,0.01627604104578495,765,-0.0748627632856369,30.43489646911621,0.0,0.32811322808265686,5880,0.23017099499702454,264.042888191,1746462034.8729808
780,0.16766443848609924,0.0,1198080.0,1.0,60.702152252197266,0.01171875,779,-0.11258213222026825,32.00911331176758,0.0,0.32811322808265686,5992,0.19772134721279144,268.153574924,1746462038.98367
786,0.14233115315437317,0.0,1207296.0,1.0,60.702152252197266,0.014973958022892475,785,-0.0788223072886467,31.14583396911621,0.0,0.32811322808265686,6040,0.2311215102672577,269.915801495,1746462040.7458735
797,0.1494610756635666,0.0,1224192.0,1.0,60.702152252197266,0.013020833022892475,796,-0.004787405952811241,31.46224021911621,0.0,0.32811322808265686,6128,0.18133419752120972,273.147627513,1746462043.9777164
823,0.10053244233131409,0.0,1264128.0,1.0,60.702152252197266,0.012369791977107525,822,-0.03215503692626953,31.96614646911621,0.0,0.32811322808265686,6336,0.17785850167274475,280.789078611,1746462051.6191537
835,0.09755413979291916,0.0,1282560.0,1.0,60.702152252197266,0.013671875,834,-0.012702405452728271,30.91145896911621,0.0,0.32811322808265686,6432,0.21432462334632874,284.312108735,1746462055.142201
836,0.12954893708229065,0.0,1284096.0,1.0,60.702152252197266,0.013671875,835,-0.033761974424123764,30.15755271911621,0.0,0.32811322808265686,6440,0.18321353197097778,284.605395275,1746462055.4354758
840,0.11295514553785324,0.0,1290240.0,1.0,60.702152252197266,0.012369791977107525,839,-0.06138088181614876,31.94400978088379,0.0,0.32811322808265686,6472,0.2158263623714447,285.779401143,1746462056.6094885
848,0.07735763490200043,0.0,1302528.0,1.0,60.702152252197266,0.01171875,847,-0.07216133177280426,31.88150978088379,0.0,0.32811322808265686,6536,0.15048177540302277,288.129368191,1746462058.9594445
854,0.06487786769866943,0.0,1311744.0,1.0,60.702152252197266,0.010416666977107525,853,-0.0730745941400528,31.42057228088379,0.0,0.32811322808265686,6584,0.19751299917697906,289.890580796,1746462060.720662
866,0.1000855416059494,0.0,1330176.0,1.0,60.702152252197266,0.01171875,865,-0.1019851416349411,31.41796875,0.0,0.32811322808265686,6680,0.21155118942260742,293.436060482,1746462064.2661572
885,0.048133283853530884,0.0,1359360.0,1.0,60.702152252197266,0.012369791977107525,884,-0.10336016118526459,29.0078125,0.0,0.32811322808265686,6832,0.18903036415576935,299.014084377,1746462069.8441553
921,0.05005127191543579,0.0,1414656.0,1.0,60.702152252197266,0.015625,920,-0.07346344739198685,31.02083396911621,0.0,0.32811322808265686,7120,0.2580321133136749,309.594454869,1746462080.4245222
926,0.045278437435626984,0.0,1422336.0,1.0,60.702152252197266,0.01171875,925,-0.09003863483667374,31.01822853088379,0.0,0.32811322808265686,7160,0.24536629021167755,311.06382923,1746462081.8938947
942,0.04723038524389267,0.0,1446912.0,1.0,60.702152252197266,0.013671875,941,-0.08805566281080246,31.79036521911621,0.0,0.32811322808265686,7288,0.22738711535930634,315.765557005,1746462086.5956197
945,0.044422298669815063,0.0,1451520.0,1.0,60.702152252197266,0.011067708022892475,944,-0.05537576228380203,31.8203125,0.0,0.32811322808265686,7312,0.21853123605251312,316.647162465,1746462087.4772327
954,0.04018542915582657,0.0,1465344.0,1.0,60.702152252197266,0.013020833022892475,953,-0.05875355005264282,31.59765625,0.0,0.32811322808265686,7384,0.2519157826900482,319.289512106,1746462090.1196017
988,0.03776681423187256,0.0,1517568.0,1.0,60.627986907958984,0.010416666977107525,987,-0.03998258337378502,31.19791603088379,0.0,0.49907010793685913,7656,0.22786803543567657,329.381568246,1746462100.2114394
1003,0.03512483090162277,0.0,1540608.0,1.0,60.627986907958984,0.008463541977107525,1002,-0.07475098222494125,31.69791603088379,0.0,0.49907010793685913,7776,0.26189059019088745,333.800113709,1746462104.6299782
1011,0.02741873264312744,0.0,1552896.0,1.0,60.627986907958984,0.010416666977107525,1010,-0.06466157734394073,29.90364646911621,0.0,0.49907010793685913,7840,0.23613019287586212,336.156191261,1746462106.9862046
1036,0.03318946808576584,0.0,1591296.0,1.0,60.627986907958984,0.009114583022892475,1035,-0.09105376899242401,32.02864456176758,0.0,0.49907010793685913,8040,0.2739218771457672,343.517487265,1746462114.347481
1039,0.03130405768752098,0.0,1595904.0,1.0,60.627986907958984,0.0078125,1038,-0.0881921648979187,31.36849021911621,0.0,0.49907010793685913,8064,0.2426110953092575,344.398945492,1746462115.228962
1040,0.032819751650094986,0.0,1597440.0,1.0,60.627986907958984,0.008463541977107525,1039,-0.09014640748500824,30.26171875,0.0,0.49907010793685913,8072,0.2212994396686554,344.693296121,1746462115.5230026
1049,0.03204239532351494,0.0,1611264.0,1.0,60.627986907958984,0.009765625,1048,-0.0888831615447998,30.14192771911621,0.0,0.49907010793685913,8144,0.24409718811511993,347.354219244,1746462118.1840346
1056,0.02682947926223278,0.0,1622016.0,1.0,60.627986907958984,0.008463541977107525,1055,-0.08525609970092773,31.421875,0.0,0.49907010793685913,8200,0.2725946009159088,349.419089326,1746462120.2489684
1058,0.02509508654475212,0.0,1625088.0,1.0,60.627986907958984,0.010416666977107525,1057,-0.09160250425338745,31.203125,0.0,0.49907010793685913,8216,0.267514705657959,350.009166104,1746462120.8389614
1065,0.023061273619532585,0.0,1635840.0,1.0,60.627986907958984,0.009114583022892475,1064,-0.08002834767103195,29.16145896911621,0.0,0.49907010793685913,8272,0.24471695721149445,352.077640627,1746462122.907505
1072,0.02452043816447258,0.0,1646592.0,1.0,60.627986907958984,0.010416666977107525,1071,-0.0808527022600174,29.94791603088379,0.0,0.49907010793685913,8328,0.2678237557411194,354.142596291,1746462124.9724226
1095,0.026675956323742867,0.0,1681920.0,1.0,60.627986907958984,0.011067708022892475,1094,-0.03581418842077255,31.48567771911621,0.0,0.49907010793685913,8512,0.2785972058773041,360.922503604,1746462131.7525172
1099,0.023611269891262054,0.0,1688064.0,1.0,60.627986907958984,0.009114583022892475,1098,-0.055273961275815964,31.1171875,0.0,0.49907010793685913,8544,0.2726987600326538,362.101755417,1746462132.931635
1106,0.025240983814001083,0.0,1698816.0,1.0,60.627986907958984,0.013020833022892475,1105,-0.06894276291131973,31.63671875,0.0,0.49907010793685913,8600,0.29425689578056335,364.165119303,1746462134.99501
1137,0.01931297779083252,0.0,1746432.0,1.0,60.627986907958984,0.008463541977107525,1136,-0.09263169765472412,29.60807228088379,0.0,0.49907010793685913,8848,0.23549474775791168,373.301217142,1746462144.131094
1143,0.02466326393187046,0.0,1755648.0,1.0,60.627986907958984,0.013020833022892475,1142,-0.07750527560710907,32.15234375,0.0,0.49907010793685913,8896,0.27157115936279297,375.07088244,1746462145.9007268
1151,0.017786232754588127,0.0,1767936.0,1.0,60.627986907958984,0.008463541977107525,1150,-0.07796460390090942,31.29427146911621,0.0,0.49907010793685913,8960,0.2796423137187958,377.432336823,1746462148.2621553
1170,0.016838297247886658,0.0,1797120.0,1.0,60.627986907958984,0.011067708022892475,1169,-0.10602379590272903,31.47265625,0.0,0.49907010793685913,9112,0.3151727020740509,383.034579321,1746462153.8644521
1184,0.017651710659265518,0.0,1818624.0,1.0,60.627986907958984,0.009114583022892475,1183,-0.09525123238563538,31.109375,0.0,0.49907010793685913,9224,0.3014001250267029,387.158163228,1746462157.988035
1196,0.018645204603672028,0.0,1837056.0,1.0,60.627986907958984,0.009765625,1195,-0.0996340811252594,31.69400978088379,0.0,0.49907010793685913,9320,0.29880812764167786,390.707154519,1746462161.5370803
1199,0.019569136202335358,0.0,1841664.0,1.0,60.627986907958984,0.0078125,1198,-0.09673981368541718,29.08854103088379,0.0,0.49907010793685913,9344,0.26035934686660767,391.591287124,1746462162.4211307
1205,0.015256167389452457,0.0,1850880.0,1.0,60.627986907958984,0.01171875,1204,-0.10056938230991364,30.79166603088379,0.0,0.49907010793685913,9392,0.2903133034706116,393.361790051,1746462164.1916482
1219,0.01604623906314373,0.0,1872384.0,1.0,60.627986907958984,0.008463541977107525,1218,-0.09193700551986694,29.78775978088379,0.0,0.49907010793685913,9504,0.2828150689601898,397.485115009,1746462168.3152092
1242,0.014359895139932632,0.0,1907712.0,1.0,60.627986907958984,0.008463541977107525,1241,-0.090919628739357,29.68619728088379,0.0,0.49907010793685913,9688,0.2862056791782379,404.239422715,1746462175.0694778
1251,0.013030441477894783,0.0,1921536.0,1.0,60.627986907958984,0.008463541977107525,1250,-0.08292753994464874,30.75520896911621,0.0,0.49907010793685913,9760,0.2919270098209381,406.885127757,1746462177.715213
1260,0.013201473280787468,0.0,1935360.0,1.0,60.627986907958984,0.009765625,1259,-0.07507358491420746,31.19400978088379,0.0,0.49907010793685913,9832,0.3068654239177704,409.525922622,1746462180.3560112
1267,0.01344260759651661,0.0,1946112.0,1.0,60.627986907958984,0.0078125,1266,-0.07050979137420654,30.05208396911621,0.0,0.49907010793685913,9888,0.2757716774940491,411.584814873,1746462182.4149148
1301,0.01650957018136978,0.0,1998336.0,1.0,83.97087860107422,0.008463541977107525,1300,-0.05423112213611603,28.609375,0.04466019570827484,0.8330302834510803,10160,0.2794921398162842,421.655566441,1746462192.485645
1314,0.0206584669649601,0.0,2018304.0,1.0,83.97087860107422,0.008463541977107525,1313,-0.09986628592014313,30.45963478088379,0.04466019570827484,0.8330302834510803,10264,0.28651124238967896,425.472350785,1746462196.302439
1316,0.01441219262778759,0.0,2021376.0,1.0,83.97087860107422,0.008463541977107525,1315,-0.09580972790718079,30.40494728088379,0.04466019570827484,0.8330302834510803,10280,0.2922673225402832,426.059902352,1746462196.8899884
1336,0.01529043447226286,0.0,2052096.0,1.0,83.97087860107422,0.0078125,1335,-0.08393048495054245,30.015625,0.04466019570827484,0.8330302834510803,10440,0.29331591725349426,431.932413497,1746462202.7624917
1353,0.017505012452602386,0.0,2078208.0,1.0,83.97087860107422,0.0078125,1352,-0.09468430280685425,26.99609375,0.04466019570827484,0.8330302834510803,10576,0.25542184710502625,436.934089146,1746462207.7641442
1400,0.026194322854280472,0.0,2150400.0,1.0,83.97087860107422,0.0078125,1399,-0.1276305615901947,27.14713478088379,0.04466019570827484,0.8330302834510803,10952,0.2518540918827057,450.734606768,1746462221.5646863
1401,0.04001716524362564,0.052734375,2151936.0,1.0,83.97087860107422,0.0078125,1400,-0.14254847168922424,27.90494728088379,0.04466019570827484,0.8330302834510803,10960,0.3235546350479126,451.02841078,1746462221.858463
1402,0.018859222531318665,0.0,2153472.0,1.0,83.97087860107422,0.009114583022892475,1401,-0.08623361587524414,30.03125,0.04466019570827484,0.8330302834510803,10968,0.28612667322158813,451.322246371,1746462222.1521227
1420,0.014840004034340382,0.0,2181120.0,1.0,83.97087860107422,0.0078125,1419,-0.083472341299057,28.23177146911621,0.04466019570827484,0.8330302834510803,11112,0.2736622393131256,456.610508738,1746462227.4405987
1428,0.02048717625439167,0.02213541604578495,2193408.0,1.0,83.97087860107422,0.0078125,1427,-0.08169302344322205,26.98177146911621,0.04466019570827484,0.8330302834510803,11176,0.27485933899879456,458.959041926,1746462229.789116
1446,0.037248868495225906,0.025390625,2221056.0,1.0,83.97087860107422,0.0078125,1445,-0.09563077986240387,27.18619728088379,0.04466019570827484,0.8330302834510803,11320,0.295205682516098,464.24404222,1746462235.0741394
1520,0.02377208322286606,0.02018229104578495,2334720.0,1.0,83.97087860107422,0.0078125,1519,-0.15322422981262207,26.51302146911621,0.04466019570827484,0.8330302834510803,11912,0.26277250051498413,485.993150914,1746462256.8232338
1533,0.0400124229490757,0.01822916604578495,2354688.0,1.0,83.97087860107422,0.0078125,1532,-0.15797729790210724,29.53645896911621,0.04466019570827484,0.8330302834510803,12016,0.30745047330856323,489.809110423,1746462260.6392133
1535,0.049528174102306366,0.0,2357760.0,1.0,83.97087860107422,0.0078125,1534,-0.1619139313697815,29.50390625,0.04466019570827484,0.8330302834510803,12032,0.2875077426433563,490.396134113,1746462261.226224
1541,0.03700149059295654,0.01888020895421505,2366976.0,1.0,83.97087860107422,0.0078125,1540,-0.1248336210846901,25.87109375,0.04466019570827484,0.8330302834510803,12080,0.2655242681503296,492.165996141,1746462262.9960713
1560,0.029555028304457664,0.0748697891831398,2396160.0,1.0,83.97087860107422,0.0078125,1559,-0.16692562401294708,28.49349021911621,0.04466019570827484,0.8330302834510803,12232,0.345052033662796,497.746758039,1746462268.576808
1563,0.044126760214567184,0.02473958395421505,2400768.0,1.0,83.97087860107422,0.008463541977107525,1562,-0.1696280688047409,29.23177146911621,0.04466019570827484,0.8330302834510803,12256,0.3120346665382385,498.627503495,1746462269.4575706
1569,0.04028449207544327,0.02669270895421505,2409984.0,1.0,83.97087860107422,0.0078125,1568,-0.1701931357383728,27.5703125,0.04466019570827484,0.8330302834510803,12304,0.2980112135410309,500.389031058,1746462271.219101
1575,0.03932380676269531,0.0455729179084301,2419200.0,1.0,83.97087860107422,0.0078125,1574,-0.18014009296894073,26.79817771911621,0.04466019570827484,0.8330302834510803,12352,0.29777684807777405,502.151471175,1746462272.981542
1589,0.038187652826309204,0.02213541604578495,2440704.0,1.0,83.97087860107422,0.0078125,1588,-0.17589223384857178,28.59505271911621,0.04466019570827484,0.8330302834510803,12464,0.2936587929725647,506.262804341,1746462277.092883
1593,0.043029919266700745,0.0,2446848.0,1.0,83.97087860107422,0.0078125,1592,-0.20019695162773132,24.85807228088379,0.04466019570827484,0.8330302834510803,12496,0.22369003295898438,507.437303555,1746462278.267398
1596,0.03984372690320015,0.0,2451456.0,1.0,83.97087860107422,0.0078125,1595,-0.23582348227500916,28.82682228088379,0.04466019570827484,0.8330302834510803,12520,0.2639800012111664,508.318764102,1746462279.148859
1619,0.05620287358760834,0.044921875,2486784.0,1.0,83.97087860107422,0.008463541977107525,1618,-0.17979860305786133,27.86979103088379,0.04466019570827484,0.8330302834510803,12704,0.3021223545074463,515.080180943,1746462285.9102771
1649,0.043345823884010315,0.0631510391831398,2532864.0,1.0,92.42884826660156,0.0078125,1648,-0.15297290682792664,25.38411521911621,0.3138401508331299,1.2227860689163208,12944,0.306135356426239,523.951091259,1746462294.7811632
1659,0.046295978128910065,0.0423177070915699,2548224.0,1.0,92.42884826660156,0.0078125,1658,-0.14246806502342224,27.8515625,0.3138401508331299,1.2227860689163208,13024,0.30708590149879456,526.888757523,1746462297.7188487
1666,0.05623602122068405,0.0,2558976.0,1.0,92.42884826660156,0.0078125,1665,-0.17783966660499573,29.43229103088379,0.3138401508331299,1.2227860689163208,13080,0.28039926290512085,528.947200366,1746462299.7772703
1673,0.05555899068713188,0.072265625,2569728.0,1.0,92.42884826660156,0.0078125,1672,-0.17498131096363068,26.85546875,0.3138401508331299,1.2227860689163208,13136,0.3445884883403778,531.001320722,1746462301.8314137
1697,0.0648086741566658,0.02604166604578495,2606592.0,1.0,92.42884826660156,0.0078125,1696,-0.23330120742321014,25.1875,0.3138401508331299,1.2227860689163208,13328,0.2715007960796356,538.049859171,1746462308.8799274
