update_steps,loss,returned_won_episode,env_step,test_returned_episode,test_returned_episode_lengths,returned_episode,_step,qvals,returned_episode_lengths,test_returned_won_episode,test_returned_episode_returns,grad_steps,returned_episode_returns,_runtime,_timestamp
1709,0.07392223924398422,0.02473958395421505,2625024.0,1.0,92.42884826660156,0.0078125,1708,-0.2883021831512451,27.53775978088379,0.3138401508331299,1.2227860689163208,13424,0.2886943817138672,541.579480762,1746462312.409568
1719,0.1062239408493042,0.0,2640384.0,1.0,92.42884826660156,0.011067708022892475,1718,-0.2532511055469513,31.77864646911621,0.3138401508331299,1.2227860689163208,13504,0.2976093292236328,544.517931759,1746462315.3479764
1733,0.06977567076683044,0.1061197891831398,2661888.0,1.0,92.42884826660156,0.0078125,1732,-0.2601306438446045,26.49609375,0.3138401508331299,1.2227860689163208,13616,0.3665902316570282,548.649891952,1746462319.4799502
1745,0.1070004403591156,0.099609375,2680320.0,1.0,92.42884826660156,0.0078125,1744,-0.26620447635650635,26.69400978088379,0.3138401508331299,1.2227860689163208,13712,0.3601952791213989,552.175570113,1746462323.0056372
1746,0.11208771169185638,0.0,2681856.0,1.0,92.42884826660156,0.0078125,1745,-0.24713203310966492,27.66796875,0.3138401508331299,1.2227860689163208,13720,0.2732308804988861,552.46868335,1746462323.298745
1751,0.1077345758676529,0.0546875,2689536.0,1.0,92.42884826660156,0.0078125,1750,-0.2988642156124115,26.16015625,0.3138401508331299,1.2227860689163208,13760,0.31245654821395874,553.936368548,1746462324.766448
1762,0.08378484100103378,0.1458333283662796,2706432.0,1.0,92.42884826660156,0.0078125,1761,-0.3001902103424072,25.89453125,0.3138401508331299,1.2227860689163208,13848,0.4055876135826111,557.167218042,1746462327.9973192
1772,0.07230736315250397,0.0533854179084301,2721792.0,1.0,92.42884826660156,0.0078125,1771,-0.25232794880867004,26.94661521911621,0.3138401508331299,1.2227860689163208,13928,0.2961153984069824,560.102116948,1746462330.9321883
1782,0.09027433395385742,0.02278645895421505,2737152.0,1.0,92.42884826660156,0.0078125,1781,-0.248487651348114,26.43099021911621,0.3138401508331299,1.2227860689163208,14008,0.2654139995574951,563.047166881,1746462333.8772633
1797,0.08414966613054276,0.0514322929084301,2760192.0,1.0,92.42884826660156,0.008463541977107525,1796,-0.28998512029647827,26.98567771911621,0.3138401508331299,1.2227860689163208,14128,0.30089229345321655,567.450083093,1746462338.2801542
1800,0.17578503489494324,0.0384114570915699,2764800.0,1.0,92.42884826660156,0.008463541977107525,1799,-0.3108435273170471,27.9609375,0.3138401508331299,1.2227860689163208,14152,0.3194374144077301,568.330892209,1746462339.1609533
1823,0.10598468780517578,0.0963541641831398,2800128.0,1.0,92.42884826660156,0.0078125,1822,-0.2985667288303375,25.76692771911621,0.3138401508331299,1.2227860689163208,14336,0.35637927055358887,575.087063831,1746462345.917062
1829,0.09871551394462585,0.1432291716337204,2809344.0,1.0,92.42884826660156,0.0078125,1828,-0.30139172077178955,25.27864646911621,0.3138401508331299,1.2227860689163208,14384,0.39851295948028564,576.847797595,1746462347.677871
1855,0.12259972095489502,0.0455729179084301,2849280.0,1.0,92.42884826660156,0.0078125,1854,-0.31577736139297485,25.61328125,0.3138401508331299,1.2227860689163208,14592,0.2972048223018646,584.490348206,1746462355.3204412
1916,0.13389688730239868,0.02473958395421505,2942976.0,1.0,92.42884826660156,0.0078125,1915,-0.21699261665344238,26.58463478088379,0.3138401508331299,1.2227860689163208,15080,0.263566792011261,602.411705932,1746462373.2417743
1918,0.11778758466243744,0.0,2946048.0,1.0,92.42884826660156,0.008463541977107525,1917,-0.2057127058506012,29.22135353088379,0.3138401508331299,1.2227860689163208,15096,0.2703298032283783,602.997500129,1746462373.8275847
1940,0.17825007438659668,0.048828125,2979840.0,1.0,92.42884826660156,0.0078125,1939,-0.23516565561294556,27.45572853088379,0.3138401508331299,1.2227860689163208,15272,0.3047603666782379,609.456554404,1746462380.2866342
1945,0.13152194023132324,0.0442708320915699,2987520.0,1.0,92.42884826660156,0.0078125,1944,-0.2584286332130432,27.05599021911621,0.3138401508331299,1.2227860689163208,15312,0.30180636048316956,610.928070462,1746462381.7581403
1952,0.1380079686641693,0.0455729179084301,2998272.0,1.0,90.8697280883789,0.0078125,1951,-0.33011728525161743,25.95182228088379,0.21072795987129211,1.0477315187454224,15368,0.28836020827293396,613.04852015,1746462383.8785613
1956,0.16920113563537598,0.02799479104578495,3004416.0,1.0,90.8697280883789,0.008463541977107525,1955,-0.33161669969558716,27.859375,0.21072795987129211,1.0477315187454224,15400,0.28707894682884216,614.223498374,1746462385.0535817
1957,0.13584572076797485,0.02083333395421505,3005952.0,1.0,90.8697280883789,0.0078125,1956,-0.36969611048698425,24.30989646911621,0.21072795987129211,1.0477315187454224,15408,0.238184854388237,614.517060957,1746462385.3471448
1959,0.10996569693088531,0.01888020895421505,3009024.0,1.0,90.8697280883789,0.0078125,1958,-0.3643582761287689,25.40885353088379,0.21072795987129211,1.0477315187454224,15424,0.24841924011707306,615.104448156,1746462385.9345145
1962,0.1504027545452118,0.0755208358168602,3013632.0,1.0,90.8697280883789,0.0078125,1961,-0.3618706464767456,25.66666603088379,0.21072795987129211,1.0477315187454224,15448,0.32149994373321533,615.985833662,1746462386.815903
2046,0.16237038373947144,0.14453125,3142656.0,1.0,90.8697280883789,0.0078125,2045,-0.7275979518890381,26.82291603088379,0.21072795987129211,1.0477315187454224,16120,0.41322824358940125,640.668521576,1746462411.4986007
2053,0.15686683356761932,0.1048177108168602,3153408.0,1.0,90.8697280883789,0.0078125,2052,-0.6285837888717651,26.765625,0.21072795987129211,1.0477315187454224,16176,0.3711223602294922,642.723143936,1746462413.5532434
2059,0.17407411336898804,0.0944010391831398,3162624.0,1.0,90.8697280883789,0.0078125,2058,-0.6457619667053223,25.84765625,0.21072795987129211,1.0477315187454224,16224,0.35111019015312195,644.48704924,1746462415.3171165
2078,0.18231935799121857,0.05078125,3191808.0,1.0,90.8697280883789,0.0078125,2077,-0.7343671917915344,25.2109375,0.21072795987129211,1.0477315187454224,16376,0.28812408447265625,650.06802842,1746462420.8980963
2080,0.18073168396949768,0.1907552033662796,3194880.0,1.0,90.8697280883789,0.0078125,2079,-0.763073205947876,25.00130271911621,0.21072795987129211,1.0477315187454224,16392,0.44586458802223206,650.65588164,1746462421.485964
2098,0.18746396899223328,0.171875,3222528.0,1.0,90.8697280883789,0.0078125,2097,-0.7493557929992676,25.88932228088379,0.21072795987129211,1.0477315187454224,16536,0.4312777519226074,655.939247186,1746462426.769341
2119,0.19523119926452637,0.1549479216337204,3254784.0,1.0,90.8697280883789,0.0078125,2118,-0.9157651662826538,24.23567771911621,0.21072795987129211,1.0477315187454224,16704,0.390908807516098,662.109333195,1746462432.9394255
2129,0.3194277286529541,0.0963541641831398,3270144.0,1.0,90.8697280883789,0.0078125,2128,-0.9856084585189819,28.40755271911621,0.21072795987129211,1.0477315187454224,16784,0.35054683685302734,665.044188783,1746462435.8742907
2143,0.29765579104423523,0.087890625,3291648.0,1.0,90.8697280883789,0.0078125,2142,-1.082215666770935,25.86979103088379,0.21072795987129211,1.0477315187454224,16896,0.33519354462623596,669.155948695,1746462439.9860222
2158,0.2719353139400482,0.0475260429084301,3314688.0,1.0,90.8697280883789,0.0078125,2157,-1.0937221050262451,26.05729103088379,0.21072795987129211,1.0477315187454224,17016,0.2844330966472626,673.559340112,1746462444.389414
2174,0.14330348372459412,0.0983072891831398,3339264.0,1.0,90.8697280883789,0.0078125,2173,-1.1564375162124634,25.26171875,0.21072795987129211,1.0477315187454224,17144,0.3445277214050293,678.276917872,1746462449.106807
2181,0.18147538602352142,0.1595052033662796,3350016.0,1.0,90.8697280883789,0.0078125,2180,-1.1350555419921875,24.17578125,0.21072795987129211,1.0477315187454224,17200,0.40320393443107605,680.344367625,1746462451.1744525
2206,0.15734262764453888,0.2317708283662796,3388416.0,1.0,90.8697280883789,0.0078125,2205,-1.0610826015472412,26.67317771911621,0.21072795987129211,1.0477315187454224,17400,0.5138428211212158,687.687422162,1746462458.5175185
2213,0.18566608428955078,0.263671875,3399168.0,1.0,90.8697280883789,0.0078125,2212,-1.0253714323043823,26.8828125,0.21072795987129211,1.0477315187454224,17456,0.5615659356117249,689.742469014,1746462460.5725632
2214,0.21188366413116455,0.1471354216337204,3400704.0,1.0,90.8697280883789,0.0078125,2213,-1.0571255683898926,26.04817771911621,0.21072795987129211,1.0477315187454224,17464,0.40832629799842834,690.036320251,1746462460.8664203
2217,0.20208030939102173,0.1569010466337204,3405312.0,1.0,90.8697280883789,0.0078125,2216,-1.0363225936889648,24.89713478088379,0.21072795987129211,1.0477315187454224,17488,0.41598260402679443,690.926135732,1746462461.7562249
2220,0.20419436693191528,0.2161458283662796,3409920.0,1.0,90.8697280883789,0.0078125,2219,-1.054777979850769,26.63020896911621,0.21072795987129211,1.0477315187454224,17512,0.4946310222148895,691.808877179,1746462462.6389313
2263,0.19619658589363098,0.2220052033662796,3475968.0,1.0,90.8697280883789,0.0078125,2262,-1.1179029941558838,25.68619728088379,0.21072795987129211,1.0477315187454224,17856,0.492645800113678,704.434781487,1746462475.2648733
2277,0.2581414580345154,0.1725260466337204,3497472.0,1.0,91.46875,0.0078125,2276,-1.249263882637024,26.29817771911621,0.87109375,1.8577549457550049,17968,0.44832372665405273,708.608788683,1746462479.438847
2281,0.2556226849555969,0.1822916716337204,3503616.0,1.0,91.46875,0.0078125,2280,-1.186048984527588,25.59244728088379,0.87109375,1.8577549457550049,18000,0.444185733795166,709.784769251,1746462480.6148598
2296,0.17245835065841675,0.1686197966337204,3526656.0,1.0,91.46875,0.0078125,2295,-1.0841095447540283,26.05338478088379,0.87109375,1.8577549457550049,18120,0.42831939458847046,714.191403153,1746462485.0214877
2297,0.1707349270582199,0.1927083283662796,3528192.0,1.0,91.46875,0.0078125,2296,-1.0574949979782104,25.60025978088379,0.87109375,1.8577549457550049,18128,0.4591076076030731,714.485017634,1746462485.3150933
2298,0.17444494366645813,0.251953125,3529728.0,1.0,91.46875,0.0078125,2297,-1.077617883682251,26.72395896911621,0.87109375,1.8577549457550049,18136,0.5381353497505188,714.77870431,1746462485.6087856
2327,0.24656297266483307,0.1438802033662796,3574272.0,1.0,91.46875,0.0078125,2326,-1.0030028820037842,25.4453125,0.87109375,1.8577549457550049,18368,0.3974791169166565,723.296313872,1746462494.1263971
2340,0.16962513327598572,0.263671875,3594240.0,1.0,91.46875,0.0078125,2339,-1.0521067380905151,27.26692771911621,0.87109375,1.8577549457550049,18472,0.5589669346809387,727.113213921,1746462497.9433117
2345,0.18957234919071198,0.1953125,3601920.0,1.0,91.46875,0.0078125,2344,-1.0724717378616333,26.37239646911621,0.87109375,1.8577549457550049,18512,0.4626024067401886,728.579885177,1746462499.409969
2349,0.19445626437664032,0.2044270783662796,3608064.0,1.0,91.46875,0.0078125,2348,-1.0838122367858887,27.20963478088379,0.87109375,1.8577549457550049,18544,0.4917030334472656,729.754686106,1746462500.5847654
2358,0.23309162259101868,0.19921875,3621888.0,1.0,91.46875,0.0078125,2357,-1.032875418663025,26.20052146911621,0.87109375,1.8577549457550049,18616,0.4688471853733063,732.401877115,1746462503.2319329
2393,0.182992622256279,0.1028645858168602,3675648.0,1.0,91.46875,0.0078125,2392,-1.034991979598999,26.00520896911621,0.87109375,1.8577549457550049,18896,0.3390737473964691,742.685769361,1746462513.5157962
2427,0.20298703014850616,0.1640625,3727872.0,1.0,91.46875,0.0078125,2426,-0.9087213277816772,26.66015625,0.87109375,1.8577549457550049,19168,0.44101470708847046,752.6758693,1746462523.5059488
2446,0.21805022656917572,0.2044270783662796,3757056.0,1.0,91.46875,0.0078125,2445,-1.0166246891021729,25.79166603088379,0.87109375,1.8577549457550049,19320,0.46404510736465454,758.260091969,1746462529.090174
2483,0.22955608367919922,0.2298177033662796,3813888.0,1.0,91.46875,0.0078125,2482,-1.0293539762496948,25.09244728088379,0.87109375,1.8577549457550049,19616,0.4925936758518219,769.127507086,1746462539.9575682
2495,0.24080587923526764,0.1901041716337204,3832320.0,1.0,91.46875,0.0078125,2494,-1.0510187149047852,25.91145896911621,0.87109375,1.8577549457550049,19712,0.45124998688697815,772.651174902,1746462543.4812772
2497,0.22002694010734558,0.1673177033662796,3835392.0,1.0,91.46875,0.0078125,2496,-1.0524756908416748,24.86067771911621,0.87109375,1.8577549457550049,19728,0.42383500933647156,773.241418555,1746462544.0715208
2505,0.22819039225578308,0.279296875,3847680.0,1.0,91.46875,0.0078125,2504,-1.0641303062438965,25.9296875,0.87109375,1.8577549457550049,19792,0.5585936307907104,775.589949883,1746462546.4200406
2507,0.2254558503627777,0.2311197966337204,3850752.0,1.0,91.46875,0.0078125,2506,-1.0762805938720703,26.67447853088379,0.87109375,1.8577549457550049,19808,0.5177186131477356,776.18753789,1746462547.0174718
2512,0.18851959705352783,0.2259114533662796,3858432.0,1.0,91.46875,0.0078125,2511,-1.1201924085617065,27.671875,0.87109375,1.8577549457550049,19848,0.5114322304725647,777.654928593,1746462548.4850023
2518,0.17424166202545166,0.1790364533662796,3867648.0,1.0,91.46875,0.0078125,2517,-1.1917695999145508,27.546875,0.87109375,1.8577549457550049,19896,0.4590415954589844,779.417565233,1746462550.2476501
2523,0.19718754291534424,0.2154947966337204,3875328.0,1.0,91.46875,0.0078125,2522,-1.2228114604949951,26.76953125,0.87109375,1.8577549457550049,19936,0.4956856966018677,780.887263014,1746462551.717342
2549,0.2430826872587204,0.2408854216337204,3915264.0,1.0,91.46875,0.0078125,2548,-1.2140955924987793,26.71484375,0.87109375,1.8577549457550049,20144,0.5242429971694946,788.522970234,1746462559.3529983
2556,0.19143879413604736,0.1790364533662796,3926016.0,1.0,91.46875,0.0078125,2555,-1.2296615839004517,26.43619728088379,0.87109375,1.8577549457550049,20200,0.45325082540512085,790.582689859,1746462561.4127586
2561,0.18764746189117432,0.203125,3933696.0,1.0,91.46875,0.0078125,2560,-1.2082797288894653,26.25520896911621,0.87109375,1.8577549457550049,20240,0.4782630205154419,792.053844192,1746462562.883886
2563,0.1924116462469101,0.2337239533662796,3936768.0,1.0,91.46875,0.0078125,2562,-1.229390025138855,25.4140625,0.87109375,1.8577549457550049,20256,0.5019860863685608,792.640822707,1746462563.4709046
2566,0.19988952577114105,0.2721354067325592,3941376.0,1.0,91.46875,0.0078125,2565,-1.2739194631576538,26.7109375,0.87109375,1.8577549457550049,20280,0.5633767247200012,793.521106443,1746462564.3512065
2571,0.18696565926074982,0.1881510466337204,3949056.0,1.0,91.46875,0.0078125,2570,-1.1831305027008057,26.67578125,0.87109375,1.8577549457550049,20320,0.44781336188316345,794.988544746,1746462565.8186166
2598,0.19969607889652252,0.212890625,3990528.0,1.0,91.46875,0.0078125,2597,-1.0787662267684937,27.11197853088379,0.87109375,1.8577549457550049,20536,0.492666631937027,802.916784807,1746462573.7468493
2604,0.19313126802444458,0.1829427033662796,3999744.0,1.0,93.578125,0.0078125,2603,-1.0737066268920898,24.8125,0.87109375,1.8520987033843994,20584,0.4401666224002838,804.740999498,1746462575.5710728
2625,0.2758798897266388,0.1178385391831398,4032000.0,1.0,93.578125,0.0078125,2624,-1.0750678777694702,26.38020896911621,0.87109375,1.8520987033843994,20752,0.3654400408267975,810.931772515,1746462581.7618144
2628,0.23760049045085907,0.203125,4036608.0,1.0,93.578125,0.0078125,2627,-1.072878360748291,25.1640625,0.87109375,1.8520987033843994,20776,0.4604148864746094,811.812564706,1746462582.642627
2630,0.23970340192317963,0.236328125,4039680.0,1.0,93.578125,0.0078125,2629,-1.0832998752593994,25.60677146911621,0.87109375,1.8520987033843994,20792,0.5050563812255859,812.399736233,1746462583.2298212
2634,0.21413087844848633,0.2141927033662796,4045824.0,1.0,93.578125,0.0078125,2633,-1.1080503463745117,26.39974021911621,0.87109375,1.8520987033843994,20824,0.482083261013031,813.573472721,1746462584.4035454
2640,0.19641336798667908,0.244140625,4055040.0,1.0,93.578125,0.0078125,2639,-1.1922376155853271,25.95182228088379,0.87109375,1.8520987033843994,20872,0.5223332643508911,815.334463853,1746462586.1645582
2664,0.23295912146568298,0.2005208283662796,4091904.0,1.0,93.578125,0.0078125,2663,-1.1712636947631836,26.11328125,0.87109375,1.8520987033843994,21064,0.4774443805217743,822.379180182,1746462593.2092783
2678,0.21863344311714172,0.1627604216337204,4113408.0,1.0,93.578125,0.0078125,2677,-1.0929784774780273,25.41796875,0.87109375,1.8520987033843994,21176,0.4207013249397278,826.497989094,1746462597.3280501
2687,0.20572185516357422,0.158203125,4127232.0,1.0,93.578125,0.0078125,2686,-1.111297369003296,24.09375,0.87109375,1.8520987033843994,21248,0.39863190054893494,829.139378663,1746462599.9694722
2695,0.22164732217788696,0.208984375,4139520.0,1.0,93.578125,0.0078125,2694,-1.1433453559875488,23.86067771911621,0.87109375,1.8520987033843994,21312,0.45075687766075134,831.497473175,1746462602.327538
2696,0.21344023942947388,0.19140625,4141056.0,1.0,93.578125,0.0078125,2695,-1.149019718170166,25.84114646911621,0.87109375,1.8520987033843994,21320,0.4551865756511688,831.790955028,1746462602.6210363
2714,0.2775675654411316,0.1966145783662796,4168704.0,1.0,93.578125,0.0078125,2713,-1.098644733428955,25.91145896911621,0.87109375,1.8520987033843994,21464,0.44896697998046875,837.075483582,1746462607.9055145
2719,0.26205140352249146,0.2194010466337204,4176384.0,1.0,93.578125,0.0078125,2718,-1.1253266334533691,24.55208396911621,0.87109375,1.8520987033843994,21504,0.4739721715450287,838.544067502,1746462609.3741324
2747,0.17677342891693115,0.1380208283662796,4219392.0,1.0,93.578125,0.0078125,2746,-1.247056007385254,25.44921875,0.87109375,1.8520987033843994,21728,0.38441574573516846,846.769732013,1746462617.5998142
2754,0.21244987845420837,0.255859375,4230144.0,1.0,93.578125,0.0078125,2753,-1.2040371894836426,26.26302146911621,0.87109375,1.8520987033843994,21784,0.5273783802986145,848.824393053,1746462619.6544812
2764,0.31036415696144104,0.2135416716337204,4245504.0,1.0,93.578125,0.0078125,2763,-1.1067302227020264,24.15755271911621,0.87109375,1.8520987033843994,21864,0.46035757660865784,851.764308694,1746462622.5944135
2780,0.2221783995628357,0.2350260466337204,4270080.0,1.0,93.578125,0.0078125,2779,-1.1332066059112549,25.45442771911621,0.87109375,1.8520987033843994,21992,0.5031561851501465,856.463586691,1746462627.2936835
2794,0.1467275619506836,0.130859375,4291584.0,1.0,93.578125,0.0078125,2793,-1.196695327758789,25.29427146911621,0.87109375,1.8520987033843994,22104,0.37934890389442444,860.57574094,1746462631.405814
2805,0.15888622403144836,0.2591145932674408,4308480.0,1.0,93.578125,0.0078125,2804,-1.193078875541687,26.25650978088379,0.87109375,1.8520987033843994,22192,0.5375589728355408,863.806129098,1746462634.636236
2820,0.187671959400177,0.181640625,4331520.0,1.0,93.578125,0.0078125,2819,-1.1943936347961426,25.2421875,0.87109375,1.8520987033843994,22312,0.44262146949768066,868.209528097,1746462639.0396
2821,0.2037302553653717,0.1634114533662796,4333056.0,1.0,93.578125,0.0078125,2820,-1.2122530937194824,25.93359375,0.87109375,1.8520987033843994,22320,0.4145069122314453,868.503376691,1746462639.3334777
2833,0.16629880666732788,0.1829427033662796,4351488.0,1.0,93.578125,0.0078125,2832,-1.1085498332977295,24.50390625,0.87109375,1.8520987033843994,22416,0.4240242540836334,872.029058713,1746462642.8591495
2854,0.135439932346344,0.2734375,4383744.0,1.0,93.578125,0.0078125,2853,-1.0516138076782227,26.63541603088379,0.87109375,1.8520987033843994,22584,0.5649340152740479,878.205886768,1746462649.035969
2861,0.15502505004405975,0.15234375,4394496.0,1.0,93.578125,0.0078125,2860,-1.026463508605957,24.69791603088379,0.87109375,1.8520987033843994,22640,0.38177427649497986,880.261847651,1746462651.091921
2877,0.1552613228559494,0.18359375,4419072.0,1.0,93.578125,0.0078125,2876,-0.9068400263786316,24.5234375,0.87109375,1.8520987033843994,22768,0.43261802196502686,884.960950288,1746462655.7910442
2883,0.13806059956550598,0.1868489533662796,4428288.0,1.0,93.578125,0.0078125,2882,-0.9043631553649902,25.47916603088379,0.87109375,1.8520987033843994,22816,0.44704335927963257,886.726392978,1746462657.5564826
2885,0.13604944944381714,0.1848958283662796,4431360.0,1.0,93.578125,0.0078125,2884,-0.8936961889266968,26.35416603088379,0.87109375,1.8520987033843994,22832,0.448571115732193,887.313189984,1746462658.1432652
2888,0.12100643664598465,0.251953125,4435968.0,1.0,93.578125,0.0078125,2887,-0.8775869011878967,26.21354103088379,0.87109375,1.8520987033843994,22856,0.5247829556465149,888.193119381,1746462659.0232046
2898,0.13492527604103088,0.2630208432674408,4451328.0,1.0,93.578125,0.0078125,2897,-0.9406254291534424,25.0,0.87109375,1.8520987033843994,22936,0.526041567325592,891.133589801,1746462661.963668
2900,0.14452055096626282,0.2389322966337204,4454400.0,1.0,93.578125,0.0078125,2899,-0.8757028579711914,27.13671875,0.87109375,1.8520987033843994,22952,0.5181215405464172,891.722085677,1746462662.552151
2910,0.12586884200572968,0.2447916716337204,4469760.0,1.0,93.578125,0.0078125,2909,-0.8324021100997925,26.23958396911621,0.87109375,1.8520987033843994,23032,0.5236093401908875,894.657585238,1746462665.487676
2926,0.1377352476119995,0.1959635466337204,4494336.0,1.0,94.525390625,0.0078125,2925,-1.14643394947052,26.32942771911621,0.892578125,1.8764684200286865,23160,0.45760154724121094,899.416497483,1746462670.2465878
2947,0.14017020165920258,0.25390625,4526592.0,1.0,94.525390625,0.0078125,2946,-1.0271687507629395,25.48958396911621,0.892578125,1.8764684200286865,23328,0.5239513516426086,905.584726586,1746462676.4147966
2950,0.13474959135055542,0.2180989533662796,4531200.0,1.0,94.525390625,0.0078125,2949,-0.9986386299133301,26.24088478088379,0.892578125,1.8764684200286865,23352,0.49047476053237915,906.465001685,1746462677.2950962
2966,0.15766650438308716,0.2317708283662796,4555776.0,1.0,94.525390625,0.0078125,2965,-1.0919636487960815,26.23567771911621,0.892578125,1.8764684200286865,23480,0.5148749351501465,911.166280941,1746462681.996373
2978,0.15546557307243347,0.2649739682674408,4574208.0,1.0,94.525390625,0.0078125,2977,-1.1164467334747314,26.13150978088379,0.892578125,1.8764684200286865,23576,0.5476909279823303,914.689769686,1746462685.5198493
2980,0.16709893941879272,0.2486979216337204,4577280.0,1.0,94.525390625,0.0078125,2979,-1.1263515949249268,26.52604103088379,0.892578125,1.8764684200286865,23592,0.5376787781715393,915.27738104,1746462686.1074731
3010,0.13329586386680603,0.1158854141831398,4623360.0,1.0,94.525390625,0.0078125,3009,-1.1219608783721924,24.17447853088379,0.892578125,1.8764684200286865,23832,0.3469591736793518,924.093007106,1746462694.923106
3011,0.1431792676448822,0.146484375,4624896.0,1.0,94.525390625,0.0078125,3010,-1.1225848197937012,24.44400978088379,0.892578125,1.8764684200286865,23840,0.3932291269302368,924.389125432,1746462695.21917
3014,0.24695663154125214,0.1705729216337204,4629504.0,1.0,94.525390625,0.0078125,3013,-1.0466101169586182,25.79296875,0.892578125,1.8764684200286865,23864,0.42301905155181885,925.270380858,1746462696.100464
3020,0.18815577030181885,0.2669270932674408,4638720.0,1.0,94.525390625,0.008463541977107525,3019,-0.9004383087158203,26.6484375,0.892578125,1.8764684200286865,23912,0.5521917939186096,927.032838528,1746462697.8629222
3114,0.1785624921321869,0.2044270783662796,4783104.0,1.0,94.525390625,0.0078125,3113,-0.959714412689209,25.78645896911621,0.892578125,1.8764684200286865,24664,0.4596180319786072,954.664970024,1746462725.495055
3116,0.1647929847240448,0.1985677033662796,4786176.0,1.0,94.525390625,0.0078125,3115,-0.9731894731521606,25.68619728088379,0.892578125,1.8764684200286865,24680,0.4445772171020508,955.252528007,1746462726.082551
3117,0.17390647530555725,0.14453125,4787712.0,1.0,94.525390625,0.0078125,3116,-0.9939439296722412,24.62630271911621,0.892578125,1.8764684200286865,24688,0.37549474835395813,955.545968694,1746462726.3760417
3129,0.15560151636600494,0.185546875,4806144.0,1.0,94.525390625,0.0078125,3128,-1.0250473022460938,26.87630271911621,0.892578125,1.8764684200286865,24784,0.44801560044288635,959.069562428,1746462729.8996346
3131,0.1693100482225418,0.1927083283662796,4809216.0,1.0,94.525390625,0.0078125,3130,-1.0389821529388428,26.28125,0.892578125,1.8764684200286865,24800,0.4546145498752594,959.653544936,1746462730.4836397
3177,0.22565940022468567,0.2005208283662796,4879872.0,1.0,94.525390625,0.0078125,3176,-1.0603904724121094,24.50520896911621,0.892578125,1.8764684200286865,25168,0.44502681493759155,973.160203469,1746462743.9903047
3183,0.16157054901123047,0.2063802033662796,4889088.0,1.0,94.525390625,0.0078125,3182,-1.11566162109375,26.08724021911621,0.892578125,1.8764684200286865,25216,0.4716283977031708,974.921709692,1746462745.7517955
3197,0.15320971608161926,0.232421875,4910592.0,1.0,94.525390625,0.0078125,3196,-1.1827893257141113,25.45572853088379,0.892578125,1.8764684200286865,25328,0.49584633111953735,979.032631925,1746462749.8627203
3210,0.16915516555309296,0.2272135466337204,4930560.0,1.0,94.525390625,0.0078125,3209,-1.0855481624603271,26.30599021911621,0.892578125,1.8764684200286865,25432,0.5131128430366516,982.851573229,1746462753.6816013
3216,0.17894840240478516,0.1966145783662796,4939776.0,1.0,94.525390625,0.0078125,3215,-1.0804941654205322,25.79166603088379,0.892578125,1.8764684200286865,25480,0.470327228307724,984.613304226,1746462755.4433956
3238,0.13742370903491974,0.2063802033662796,4973568.0,1.0,94.525390625,0.0078125,3237,-1.035836100578308,25.48567771911621,0.892578125,1.8764684200286865,25656,0.47212663292884827,991.079736452,1746462761.9098036
3241,0.14719542860984802,0.177734375,4978176.0,1.0,94.525390625,0.0078125,3240,-1.0422077178955078,25.41927146911621,0.892578125,1.8764684200286865,25680,0.4329400658607483,991.960901134,1746462762.7909834
3265,0.15514478087425232,0.2233072966337204,5015040.0,1.0,92.4375,0.0078125,3264,-1.094254732131958,26.22395896911621,0.9453125,1.942611575126648,25872,0.49243396520614624,999.069890211,1746462769.8999825
3280,0.2047070860862732,0.166015625,5038080.0,1.0,92.4375,0.0078125,3279,-1.1103156805038452,25.40234375,0.9453125,1.942611575126648,25992,0.42477861046791077,1003.474119726,1746462774.3042011
3285,0.17759639024734497,0.1796875,5045760.0,1.0,92.4375,0.0078125,3284,-1.053847074508667,26.02083396911621,0.9453125,1.942611575126648,26032,0.4408402144908905,1004.941485588,1746462775.7715745
3293,0.15686321258544922,0.2109375,5058048.0,1.0,92.4375,0.0078125,3292,-0.99021315574646,25.58203125,0.9453125,1.942611575126648,26096,0.47889232635498047,1007.291541017,1746462778.121615
3306,0.1760689616203308,0.236328125,5078016.0,1.0,92.4375,0.0078125,3305,-0.8981776833534241,25.77734375,0.9453125,1.942611575126648,26200,0.5119461417198181,1011.111973117,1746462781.9420598
3317,0.1477808952331543,0.1432291716337204,5094912.0,1.0,92.4375,0.0078125,3316,-0.9112508296966553,25.69270896911621,0.9453125,1.942611575126648,26288,0.40986019372940063,1014.340999105,1746462785.171082
3343,0.13603875041007996,0.2408854216337204,5134848.0,1.0,92.4375,0.0078125,3342,-0.954643964767456,25.81770896911621,0.9453125,1.942611575126648,26496,0.517572820186615,1021.989401469,1746462792.8194933
3356,0.13047783076763153,0.1712239533662796,5154816.0,1.0,92.4375,0.0078125,3355,-0.9018547534942627,25.62369728088379,0.9453125,1.942611575126648,26600,0.4332525432109833,1025.805561176,1746462796.6356368
3361,0.11957395821809769,0.2376302033662796,5162496.0,1.0,92.4375,0.0078125,3360,-0.8806881904602051,25.56640625,0.9453125,1.942611575126648,26640,0.5110624432563782,1027.273540057,1746462798.1036267
3364,0.13191480934619904,0.212890625,5167104.0,1.0,92.4375,0.0078125,3363,-0.9151117205619812,24.11458396911621,0.9453125,1.942611575126648,26664,0.4593471586704254,1028.153837864,1746462798.9839342
