_runtime,returned_won_episode,qvals,test_returned_episode_returns,_step,returned_episode_lengths,test_returned_episode_lengths,returned_episode,returned_episode_returns,env_step,loss,test_returned_won_episode,update_steps,grad_steps,test_returned_episode,_timestamp
294.672802753,0.0,1.2372846603393555,0.5709244012832642,613,29.978515625,54.51473617553711,0.0162760429084301,0.03844175487756729,943104.0,0.9063247442245483,0.0,614,4664,1,1746179113.8605642
296.650108874,0.0,1.2843523025512695,0.5709244012832642,618,32.001304626464844,54.51473617553711,0.015625,0.041994448751211166,950784.0,1.1485280990600586,0.0,619,4704,1,1746179115.83784
299.793196292,0.0,1.3412082195281982,0.5709244012832642,626,29.990886688232422,54.51473617553711,0.015625,0.0494389608502388,963072.0,1.2293834686279297,0.0,627,4768,1,1746179118.9810133
300.184134842,0.0,1.334280014038086,0.5709244012832642,627,31.43489646911621,54.51473617553711,0.015625,0.047904640436172485,964608.0,1.2567625045776367,0.0,628,4776,1,1746179119.3719716
304.133197763,0.0,1.3346264362335205,0.5709244012832642,637,31.776042938232422,54.51473617553711,0.015625,0.036022014915943146,979968.0,1.4897356033325195,0.0,638,4856,1,1746179123.3210113
315.209300538,0.0,1.3118798732757568,0.018488701432943344,665,31.64974021911621,46.28367614746094,0.01497395895421505,0.05204463005065918,1022976.0,1.2458641529083252,0.0,666,5080,1,1746179134.3971632
319.134270817,0.0,1.2848973274230957,0.018488701432943344,675,31.109375,46.28367614746094,0.015625,0.059213053435087204,1038336.0,1.739834189414978,0.0,676,5160,1,1746179138.322034
324.656285746,0.0,1.289921522140503,0.018488701432943344,689,31.74609375,46.28367614746094,0.015625,0.05966890975832939,1059840.0,1.4249742031097412,0.0,690,5272,1,1746179143.8441424
330.167880156,0.0,1.2811156511306763,0.018488701432943344,703,28.59309959411621,46.28367614746094,0.02083333395421505,0.028936270624399185,1081344.0,1.3258073329925537,0.0,704,5384,1,1746179149.355675
334.083950767,0.0,1.2208149433135986,0.018488701432943344,713,29.87239646911621,46.28367614746094,0.0162760429084301,0.06433121114969254,1096704.0,1.216754674911499,0.0,714,5464,1,1746179153.2717865
349.785654136,0.0,1.1226437091827393,0.018488701432943344,753,31.08203125,46.28367614746094,0.015625,0.09384211152791977,1158144.0,1.049504041671753,0.0,754,5784,1,1746179168.9733238
350.966512533,0.0,1.1285747289657593,0.018488701432943344,756,30.53515625,46.28367614746094,0.015625,0.09726211428642273,1162752.0,0.9531484246253967,0.0,757,5808,1,1746179170.1542747
352.155744873,0.0,1.1615272760391235,0.018488701432943344,759,30.994792938232422,46.28367614746094,0.015625,0.0917908176779747,1167360.0,0.9576656818389893,0.0,760,5832,1,1746179171.3435528
360.78015504,0.0,1.308058738708496,0.018488701432943344,781,30.76953125,46.28367614746094,0.01497395895421505,0.08045971393585205,1201152.0,0.6058720350265503,0.0,782,6008,1,1746179179.9680228
367.07015658,0.0,1.3377083539962769,0.018488701432943344,797,31.49739646911621,46.28367614746094,0.01497395895421505,0.10751229524612427,1225728.0,0.7528222799301147,0.0,798,6136,1,1746179186.2579868
367.467220584,0.0,1.3059704303741455,0.018488701432943344,798,32.016929626464844,46.28367614746094,0.01302083395421505,0.10084336996078491,1227264.0,0.7857769727706909,0.0,799,6144,1,1746179186.6549785
371.019377202,0.0,1.374085545539856,0.018488701432943344,807,31.303386688232422,46.28367614746094,0.015625,0.0845935195684433,1241088.0,0.3641413450241089,0.0,808,6216,1,1746179190.2071953
391.854992508,0.0,1.3072092533111572,0.018488701432943344,860,30.709636688232422,46.28367614746094,0.013671875,0.1027468591928482,1322496.0,0.41933730244636536,0.0,861,6640,1,1746179211.0427306
409.143345414,0.0,1.2379323244094849,0.018488701432943344,904,31.350261688232422,46.28367614746094,0.014322916977107525,0.14144381880760193,1390080.0,0.6963682770729065,0.0,905,6992,1,1746179228.3311875
409.925436194,0.0,1.2695083618164062,0.018488701432943344,906,31.983074188232422,46.28367614746094,0.013671875,0.13636630773544312,1393152.0,0.7114261388778687,0.0,907,7008,1,1746179229.1132884
413.081202339,0.0,1.1855380535125732,0.018488701432943344,914,31.760417938232422,46.28367614746094,0.015625,0.13286130130290985,1405440.0,0.6404881477355957,0.0,915,7072,1,1746179232.2690134
416.608388034,0.0,1.1234118938446045,0.018488701432943344,923,31.20442771911621,46.28367614746094,0.01497395895421505,0.14774754643440247,1419264.0,0.6190426349639893,0.0,924,7144,1,1746179235.7961726
423.702442754,0.0,1.0731191635131836,0.018488701432943344,941,31.213542938232422,46.28367614746094,0.01497395895421505,0.1382455825805664,1446912.0,0.4794413149356842,0.0,942,7288,1,1746179242.8901587
426.056420684,0.0,1.0488821268081665,0.018488701432943344,947,31.79036521911621,46.28367614746094,0.01302083395421505,0.16167055070400238,1456128.0,0.47132718563079834,0.0,948,7336,1,1746179245.2442548
435.473330678,0.0,0.9581338763237,0.018488701432943344,971,31.12109375,46.28367614746094,0.01497395895421505,0.15382342040538788,1492992.0,0.4256705045700073,0.0,972,7528,1,1746179254.6611273
435.869644882,0.0,0.9406063556671143,0.018488701432943344,972,31.83984375,46.28367614746094,0.015625,0.13319402933120728,1494528.0,0.35006415843963623,0.0,973,7536,1,1746179255.057448
441.462627296,0.0,0.9040166139602661,0.2964401841163635,986,31.881511688232422,56.274532318115234,0.015625,0.15220266580581665,1516032.0,0.3420356512069702,0.0,987,7648,1,1746179260.650289
443.043198271,0.0,0.91945481300354,0.2964401841163635,990,31.60677146911621,56.274532318115234,0.01497395895421505,0.1633106768131256,1522176.0,0.3414379358291626,0.0,991,7680,1,1746179262.230962
444.997228407,0.0,0.8966428637504578,0.2964401841163635,995,30.670574188232422,56.274532318115234,0.015625,0.15149015188217163,1529856.0,0.20607420802116394,0.0,996,7720,1,1746179264.1850533
446.952364106,0.0,0.9474729895591736,0.2964401841163635,1000,31.00130271911621,56.274532318115234,0.01497395895421505,0.1455325335264206,1537536.0,0.10050664097070694,0.0,1001,7760,1,1746179266.1402314
454.830206536,0.0,0.9357873201370239,0.2964401841163635,1020,31.756511688232422,56.274532318115234,0.015625,0.17708414793014526,1568256.0,0.07968609035015106,0.0,1021,7920,1,1746179274.018047
457.194391616,0.0,1.0003600120544434,0.2964401841163635,1026,31.93099021911621,56.274532318115234,0.015625,0.1650206595659256,1577472.0,0.11140917241573334,0.0,1027,7968,1,1746179276.3822021
459.53775838,0.0,0.9306249618530273,0.2964401841163635,1032,31.94270896911621,56.274532318115234,0.014322916977107525,0.15432170033454895,1586688.0,0.11047650128602982,0.0,1033,8016,1,1746179278.7256234
461.111618529,0.0,0.8775253295898438,0.2964401841163635,1036,31.19661521911621,56.274532318115234,0.014322916977107525,0.1638314574956894,1592832.0,0.10270494222640991,0.0,1037,8048,1,1746179280.2993546
467.396205812,0.0,0.8494278788566589,0.2964401841163635,1052,32.255210876464844,56.274532318115234,0.013671875,0.1760505884885788,1617408.0,0.0570392906665802,0.0,1053,8176,1,1746179286.5839841
468.968677678,0.0,0.8582215905189514,0.2964401841163635,1056,30.217449188232422,56.274532318115234,0.014322916977107525,0.157188281416893,1623552.0,0.052878882735967636,0.0,1057,8208,1,1746179288.156534
471.317380403,0.0,0.8445209264755249,0.2964401841163635,1062,31.97265625,56.274532318115234,0.01497395895421505,0.16784131526947021,1632768.0,0.05422787740826607,0.0,1063,8256,1,1746179290.5052183
479.966813404,0.0,0.848915159702301,0.2964401841163635,1084,31.9921875,56.274532318115234,0.014322916977107525,0.17972826957702637,1666560.0,0.05989886075258255,0.0,1085,8432,1,1746179299.154553
489.427214261,0.0,0.8665743470191956,0.2964401841163635,1108,28.572917938232422,56.274532318115234,0.0201822929084301,0.1529071182012558,1703424.0,0.053708940744400024,0.0,1109,8624,1,1746179308.615068
491.40830639,0.0,0.874760091304779,0.2964401841163635,1113,31.971355438232422,56.274532318115234,0.014322916977107525,0.201366126537323,1711104.0,0.054896626621484756,0.0,1114,8664,1,1746179310.5959563
492.968856372,0.0,0.8845869898796082,0.2964401841163635,1117,30.963542938232422,56.274532318115234,0.013671875,0.17970716953277588,1717248.0,0.03540581092238426,0.0,1118,8696,1,1746179312.1566741
496.890531816,0.0,0.8598642349243164,0.2964401841163635,1127,31.217449188232422,56.274532318115234,0.013671875,0.18929700553417206,1732608.0,0.028151320293545723,0.0,1128,8776,1,1746179316.0782769
500.806135751,0.0,0.8987337946891785,0.2964401841163635,1137,31.84505271911621,56.274532318115234,0.014322916977107525,0.20773784816265106,1747968.0,0.02623629942536354,0.0,1138,8856,1,1746179319.9940033
505.928726507,0.0,0.8697071075439453,0.2964401841163635,1150,31.23177146911621,56.274532318115234,0.013671875,0.21328246593475342,1767936.0,0.024960558861494064,0.0,1151,8960,1,1746179325.1165888
510.660727575,0.0,0.8772088289260864,0.2964401841163635,1162,31.93489646911621,56.274532318115234,0.01497395895421505,0.21504442393779755,1786368.0,0.023536842316389084,0.0,1163,9056,1,1746179329.8484993
512.637032933,0.0,0.8670541644096375,0.2964401841163635,1167,31.873699188232422,56.274532318115234,0.013671875,0.2216486781835556,1794048.0,0.021707117557525635,0.0,1168,9096,1,1746179331.824871
517.336980554,0.0,0.851289689540863,0.2964401841163635,1179,31.94270896911621,56.274532318115234,0.014322916977107525,0.2193264663219452,1812480.0,0.019172661006450653,0.0,1180,9192,1,1746179336.5247567
530.66444973,0.0,0.8505513668060303,0.2964401841163635,1213,30.85677146911621,56.274532318115234,0.014322916977107525,0.21785077452659607,1864704.0,0.015037802048027515,0.0,1214,9464,1,1746179349.8522398
532.619587201,0.0,0.8640918731689453,0.2964401841163635,1218,31.615886688232422,56.274532318115234,0.013671875,0.20840036869049072,1872384.0,0.015126848593354225,0.0,1219,9504,1,1746179351.8074174
541.281352135,0.0,0.8777974843978882,0.2964401841163635,1240,31.94921875,56.274532318115234,0.015625,0.21571609377861023,1906176.0,0.013075640425086021,0.0,1241,9680,1,1746179360.4691365
541.676111135,0.0,0.902251124382019,0.2964401841163635,1241,29.65234375,56.274532318115234,0.01171875,0.17932447791099548,1907712.0,0.019789133220911026,0.0,1242,9688,1,1746179360.86389
542.469955696,0.0,0.8777315616607666,0.2964401841163635,1243,31.01953125,56.274532318115234,0.01302083395421505,0.22280535101890564,1910784.0,0.014576541259884834,0.0,1244,9704,1,1746179361.6577663
545.598707923,0.0,0.8923811912536621,0.2964401841163635,1251,28.30859375,56.274532318115234,0.01302083395421505,0.15992048382759094,1923072.0,0.02085934206843376,0.0,1252,9768,1,1746179364.7865908
550.299642063,0.0,0.8638762831687927,0.2964401841163635,1263,30.67578125,56.274532318115234,0.01302083395421505,0.21719896793365479,1941504.0,0.012352356687188148,0.0,1264,9864,1,1746179369.487503
557.02388599,0.0,0.8476787805557251,0.2964401841163635,1280,31.15755271911621,56.274532318115234,0.013671875,0.21240787208080292,1967616.0,0.009652305394411087,0.0,1281,10000,1,1746179376.211739
561.72401314,0.0,0.812950849533081,0.2964401841163635,1292,31.32552146911621,56.274532318115234,0.012369791977107525,0.23871827125549316,1986048.0,0.00990181602537632,0.0,1293,10096,1,1746179380.9118261
562.897411802,0.0,0.8342163562774658,0.2964401841163635,1295,31.81640625,56.274532318115234,0.012369791977107525,0.2442479133605957,1990656.0,0.008740467019379139,0.0,1296,10120,1,1746179382.0852745
566.928852817,0.0,0.7607929706573486,0.47152793407440186,1305,31.9296875,63.682159423828125,0.013671875,0.2698228657245636,2006016.0,0.007923005148768425,0.0,1306,10200,1,1746179386.1166062
568.123096786,0.0,0.7894159555435181,0.47152793407440186,1308,28.6875,63.682159423828125,0.01302083395421505,0.21982988715171814,2010624.0,0.00788047444075346,0.0,1309,10224,1,1746179387.310753
568.905555355,0.0,0.833452045917511,0.47152793407440186,1310,30.30208396911621,63.682159423828125,0.01302083395421505,0.2280064821243286,2013696.0,0.008001810871064663,0.0,1311,10240,1,1746179388.0933728
569.687860968,0.0,0.8021747469902039,0.47152793407440186,1312,31.346355438232422,63.682159423828125,0.012369791977107525,0.2736075818538666,2016768.0,0.009768716990947723,0.0,1313,10256,1,1746179388.8756886
571.649792553,0.0,0.8062078356742859,0.47152793407440186,1317,31.076824188232422,63.682159423828125,0.01302083395421505,0.26972123980522156,2024448.0,0.007732810452580452,0.0,1318,10296,1,1746179390.8376577
575.184724916,0.0,0.7894797325134277,0.47152793407440186,1326,31.09895896911621,63.682159423828125,0.012369791977107525,0.28876474499702454,2038272.0,0.007465102709829807,0.0,1327,10368,1,1746179394.37258
576.748696963,0.0,0.7962357401847839,0.47152793407440186,1330,31.686199188232422,63.682159423828125,0.013671875,0.29091668128967285,2044416.0,0.007305380888283253,0.0,1331,10400,1,1746179395.936592
581.464291221,0.0,0.790830671787262,0.47152793407440186,1342,30.799480438232422,63.682159423828125,0.01497395895421505,0.27386045455932617,2062848.0,0.009059898555278778,0.0,1343,10496,1,1746179400.6521208
586.573763537,0.0,0.8045271635055542,0.47152793407440186,1355,31.3046875,63.682159423828125,0.014322916977107525,0.31337061524391174,2082816.0,0.0068787699565291405,0.0,1356,10600,1,1746179405.7615747
586.964769703,0.0,0.7657899856567383,0.47152793407440186,1356,31.76953125,63.682159423828125,0.013671875,0.2928176820278168,2084352.0,0.006956937722861767,0.0,1357,10608,1,1746179406.1525836
600.334263114,0.0,0.7998133897781372,0.47152793407440186,1390,31.82421875,63.682159423828125,0.01497395895421505,0.3175710439682007,2136576.0,0.006137473043054342,0.0,1391,10880,1,1746179419.5220659
605.822119476,0.0,0.8176103234291077,0.47152793407440186,1404,31.776042938232422,63.682159423828125,0.014322916977107525,0.30484476685523987,2158080.0,0.006903374567627907,0.0,1405,10992,1,1746179425.0099728
607.386312962,0.0,0.8168671131134033,0.47152793407440186,1408,31.0,63.682159423828125,0.01497395895421505,0.3150366544723511,2164224.0,0.007739850785583258,0.0,1409,11024,1,1746179426.5741665
612.492724288,0.0,0.8464665412902832,0.47152793407440186,1421,31.69661521911621,63.682159423828125,0.015625,0.3151954412460327,2184192.0,0.009463615715503693,0.0,1422,11128,1,1746179431.680594
616.03616009,0.0,0.8228562474250793,0.47152793407440186,1430,31.658855438232422,63.682159423828125,0.01497395895421505,0.3298006057739258,2198016.0,0.006056659854948521,0.0,1431,11200,1,1746179435.2239916
616.427424414,0.0,0.8303900957107544,0.47152793407440186,1431,32.08073043823242,63.682159423828125,0.01497395895421505,0.32152339816093445,2199552.0,0.005961837247014046,0.0,1432,11208,1,1746179435.6152377
650.627128309,0.0,0.6253029704093933,0.47152793407440186,1518,31.10286521911621,63.682159423828125,0.013671875,0.2913503348827362,2333184.0,0.006410705856978893,0.0,1519,11904,1,1746179469.814791
654.533495615,0.0,0.586734414100647,0.47152793407440186,1528,29.90234375,63.682159423828125,0.013671875,0.2865242660045624,2348544.0,0.005576867610216141,0.0,1529,11984,1,1746179473.7213523
656.102511199,0.0,0.5964434146881104,0.47152793407440186,1532,31.7578125,63.682159423828125,0.01497395895421505,0.32639434933662415,2354688.0,0.008366549387574196,0.0,1533,12016,1,1746179475.2902591
658.059852018,0.0,0.5950863361358643,0.47152793407440186,1537,31.63020896911621,63.682159423828125,0.013671875,0.331122487783432,2362368.0,0.006491563748568296,0.0,1538,12056,1,1746179477.2476978
658.450895388,0.0,0.5982781648635864,0.47152793407440186,1538,31.4921875,63.682159423828125,0.015625,0.3409515619277954,2363904.0,0.006096557714045048,0.0,1539,12064,1,1746179477.638668
661.984103532,0.0,0.6278405785560608,0.47152793407440186,1547,31.795574188232422,63.682159423828125,0.015625,0.32487934827804565,2377728.0,0.008242945186793804,0.0,1548,12136,1,1746179481.171774
662.76632282,0.0,0.576958179473877,0.47152793407440186,1549,29.283855438232422,63.682159423828125,0.013671875,0.2756384611129761,2380800.0,0.0069437832571566105,0.0,1550,12152,1,1746179481.9541705
666.287433301,0.0,0.5216230750083923,0.47152793407440186,1558,29.330730438232422,63.682159423828125,0.01302083395421505,0.2823343873023987,2394624.0,0.005667802412062883,0.0,1559,12224,1,1746179485.4752607
674.160584883,0.0,0.49013465642929077,0.47152793407440186,1578,30.92578125,63.682159423828125,0.012369791977107525,0.3045473098754883,2425344.0,0.0050041875801980495,0.0,1579,12384,1,1746179493.3483157
687.123892593,0.0,0.5050046443939209,0.47152793407440186,1611,31.45703125,63.682159423828125,0.01302083395421505,0.3284968137741089,2476032.0,0.005255317315459251,0.0,1612,12648,1,1746179506.311706
695.445655336,0.0,0.511651873588562,0.5999104976654053,1632,29.39453125,65.1796875,0.012369791977107525,0.2768859565258026,2508288.0,0.004742859397083521,0.0,1633,12816,1,1746179514.6335294
698.969587198,0.0,0.5599009990692139,0.5999104976654053,1641,29.471355438232422,65.1796875,0.012369791977107525,0.2562391757965088,2522112.0,0.005568620283156633,0.0,1642,12888,1,1746179518.1574042
707.964311947,0.0,0.5300542116165161,0.5999104976654053,1664,31.89192771911621,65.1796875,0.01497395895421505,0.3251554071903229,2557440.0,0.01315846387296915,0.0,1665,13072,1,1746179527.1521473
709.14769685,0.0,0.5148067474365234,0.5999104976654053,1667,30.87109375,65.1796875,0.01302083395421505,0.2874630391597748,2562048.0,0.007123690564185381,0.0,1668,13096,1,1746179528.3354897
710.733063654,0.0,0.5709006190299988,0.5999104976654053,1671,31.80078125,65.1796875,0.013671875,0.3189876973628998,2568192.0,0.0050169555470347404,0.0,1672,13128,1,1746179529.9208753
713.077466931,0.0,0.5685580968856812,0.5999104976654053,1677,28.76953125,65.1796875,0.010416666977107525,0.24103578925132751,2577408.0,0.004902211483567953,0.0,1678,13176,1,1746179532.2653058
719.010456682,0.0,0.5522552728652954,0.5999104976654053,1692,29.920574188232422,65.1796875,0.010416666977107525,0.24254858493804932,2600448.0,0.006086267530918121,0.0,1693,13296,1,1746179538.198264
722.142225965,0.0,0.5576161742210388,0.5999104976654053,1700,32.01432418823242,65.1796875,0.01171875,0.2955719232559204,2612736.0,0.004581390880048275,0.0,1701,13360,1,1746179541.3300447
722.533197331,0.0,0.5539824962615967,0.5999104976654053,1701,31.436199188232422,65.1796875,0.01302083395421505,0.2949243187904358,2614272.0,0.00579652888700366,0.0,1702,13368,1,1746179541.7210052
724.502392274,0.0,0.5332125425338745,0.5999104976654053,1706,29.84895896911621,65.1796875,0.01171875,0.2687806785106659,2621952.0,0.006008582655340433,0.0,1707,13408,1,1746179543.690103
735.149475041,0.0,0.5377136468887329,0.5999104976654053,1733,29.936199188232422,65.1796875,0.01171875,0.2909789979457855,2663424.0,0.005459597799926996,0.0,1734,13624,1,1746179554.3373241
735.937120786,0.0,0.5636711716651917,0.5999104976654053,1735,31.272136688232422,65.1796875,0.012369791977107525,0.28221365809440613,2666496.0,0.0049625844694674015,0.0,1736,13640,1,1746179555.1249497
741.037068075,0.0,0.5212078094482422,0.5999104976654053,1748,29.545574188232422,65.1796875,0.01171875,0.28204455971717834,2686464.0,0.005246211774647236,0.0,1749,13744,1,1746179560.2248707
754.393470438,0.0,0.546353816986084,0.5999104976654053,1782,31.03515625,65.1796875,0.010416666977107525,0.2746245563030243,2738688.0,0.008607430383563042,0.0,1783,14016,1,1746179573.5811782
769.340637861,0.0,0.5463231801986694,0.5999104976654053,1820,32.032554626464844,65.1796875,0.012369791977107525,0.32708004117012024,2797056.0,0.004374234937131405,0.0,1821,14320,1,1746179588.528377
771.308600886,0.0,0.4832686185836792,0.5999104976654053,1825,31.143230438232422,65.1796875,0.01302083395421505,0.2782229781150818,2804736.0,0.009136154316365719,0.0,1826,14360,1,1746179590.4963155
772.89568072,0.0,0.543448269367218,0.5999104976654053,1829,31.09114646911621,65.1796875,0.01106770895421505,0.2793475389480591,2810880.0,0.004409813322126865,0.0,1830,14392,1,1746179592.083476
785.41994449,0.0,0.5125011205673218,0.5999104976654053,1861,29.72005271911621,65.1796875,0.009765625,0.26329225301742554,2860032.0,0.004667391534894705,0.0,1862,14648,1,1746179604.6075969
789.751206599,0.0,0.4731011986732483,0.5999104976654053,1872,30.811199188232422,65.1796875,0.01106770895421505,0.2991297245025635,2876928.0,0.004788917489349842,0.0,1873,14736,1,1746179608.938937
790.142725734,0.0,0.48379024863243103,0.5999104976654053,1873,31.147136688232422,65.1796875,0.01106770895421505,0.304037868976593,2878464.0,0.00499727763235569,0.0,1874,14744,1,1746179609.3304694
