returned_episode,test_returned_episode_returns,_timestamp,loss,test_returned_won_episode,test_returned_episode_lengths,grad_steps,returned_episode_lengths,_step,_runtime,env_step,update_steps,returned_won_episode,returned_episode_returns,qvals,test_returned_episode
0.01692708395421505,1.3092135190963745,1746198044.1393197,0.6537731289863586,0.4898989796638489,43.5328254699707,14032,28.031251907348633,1784,662.770045802,2741760.0,1785,0.2643229365348816,0.8064542412757874,0.21049357950687408,0.9999999403953552
0.0182291679084301,1.3092135190963745,1746198044.8106785,0.6712167263031006,0.4898989796638489,43.5328254699707,14048,28.753908157348633,1786,663.441412465,2744832.0,1787,0.3261719048023224,0.875035285949707,0.23967842757701874,0.9999999403953552
0.01692708395421505,1.3092135190963745,1746198046.1591396,0.6721900701522827,0.4898989796638489,43.5328254699707,14080,27.103517532348633,1790,664.789867122,2750976.0,1791,0.2070312649011612,0.6598160266876221,0.23605474829673767,0.9999999403953552
0.01953125186264515,1.3092135190963745,1746198047.8426049,0.5334912538528442,0.4898989796638489,43.5328254699707,14120,28.303386688232422,1795,666.473361469,2758656.0,1796,0.3105469048023224,0.8290485143661499,0.24541860818862915,0.9999999403953552
0.017578125,1.3092135190963745,1746198051.5530105,0.5398246645927429,0.4898989796638489,43.5328254699707,14208,26.779298782348633,1806,670.183731906,2775552.0,1807,0.2109375149011612,0.6521227955818176,0.22265709936618805,0.9999999403953552
0.0182291679084301,1.3092135190963745,1746198054.933898,0.5855827927589417,0.4898989796638489,43.5328254699707,14288,27.259767532348633,1816,673.564636222,2790912.0,1817,0.2395833432674408,0.7067162394523621,0.25653794407844543,0.9999999403953552
0.01953125186264515,1.3092135190963745,1746198055.6094732,0.5859809517860413,0.4898989796638489,43.5328254699707,14304,25.72786521911621,1818,674.240242256,2793984.0,1819,0.2089843899011612,0.6893242597579956,0.2605549097061157,0.9999999403953552
0.01953125186264515,1.3092135190963745,1746198058.9853394,0.5973881483078003,0.4898989796638489,43.5328254699707,14384,27.289064407348633,1828,677.61614384,2809344.0,1829,0.2486979365348816,0.7863972187042236,0.24933862686157227,0.9999999403953552
0.01692708395421505,1.3092135190963745,1746198060.3372402,0.5431438684463501,0.4898989796638489,43.5328254699707,14416,27.929689407348633,1832,678.967963555,2815488.0,1833,0.2363281399011612,0.7417970299720764,0.22814328968524933,0.9999999403953552
0.01888020895421505,1.3092135190963745,1746198070.7801058,0.5048158168792725,0.4898989796638489,43.5328254699707,14664,27.467449188232422,1863,689.410845401,2863104.0,1864,0.2962239682674408,0.8309001326560974,0.22324280440807343,0.9999999403953552
0.015625,1.3092135190963745,1746198075.4964216,0.5895746946334839,0.4898989796638489,43.5328254699707,14776,26.220705032348633,1877,694.127171179,2884608.0,1878,0.3444010615348816,0.8602339625358582,0.21211111545562744,0.9999999403953552
0.01888020895421505,1.3092135190963745,1746198079.5429337,0.5778164863586426,0.4898989796638489,43.5328254699707,14872,29.435548782348633,1889,698.173685413,2903040.0,1890,0.2259114682674408,0.7301180958747864,0.2232021540403366,0.9999999403953552
0.017578125,1.3092135190963745,1746198086.9564269,0.6186378002166748,0.4898989796638489,43.5328254699707,15048,28.777345657348633,1911,705.587157172,2936832.0,1912,0.2988281548023224,0.7973873615264893,0.2503049969673157,0.9999999403953552
0.01692708395421505,1.3092135190963745,1746198099.0928164,0.644281804561615,0.4898989796638489,43.5328254699707,15336,29.082683563232422,1947,717.723557665,2992128.0,1948,0.3053385615348816,0.8634600639343262,0.2501046061515808,0.9999999403953552
0.01692708395421505,1.3535749912261963,1746198101.8678284,0.6791365146636963,0.5155332088470459,44.1511344909668,15400,28.55013084411621,1955,720.498569063,3004416.0,1956,0.267578125,0.7765583395957947,0.2845613360404968,1.0
0.01953125186264515,1.3535749912261963,1746198104.239424,0.7177658677101135,0.5155332088470459,44.1511344909668,15456,27.30208396911621,1962,722.870157779,3015168.0,1963,0.25,0.734529972076416,0.289786159992218,1.0
0.01888020895421505,1.3535749912261963,1746198106.9373326,0.7743287086486816,0.5155332088470459,44.1511344909668,15520,28.170574188232422,1970,725.568274273,3027456.0,1971,0.2949219048023224,0.8616496324539185,0.29717427492141724,1.0
0.01953125186264515,1.3535749912261963,1746198111.651804,0.6494179964065552,0.5155332088470459,44.1511344909668,15632,27.57942771911621,1984,730.282549077,3048960.0,1985,0.3359375298023224,0.9044840931892395,0.30470073223114014,1.0
0.01888020895421505,1.3535749912261963,1746198115.0245364,0.6840533018112183,0.5155332088470459,44.1511344909668,15712,27.13997459411621,1994,733.655300449,3064320.0,1995,0.1777343899011612,0.6866403818130493,0.29420506954193115,1.0
0.01953125186264515,1.3535749912261963,1746198116.3699794,0.6091318130493164,0.5155332088470459,44.1511344909668,15744,28.449220657348633,1998,735.000732094,3070464.0,1999,0.2395833432674408,0.7716853022575378,0.30832427740097046,1.0
0.01888020895421505,1.3535749912261963,1746198117.3835945,0.6203558444976807,0.5155332088470459,44.1511344909668,15768,28.475261688232422,2001,736.014351948,3075072.0,2002,0.3795573115348816,0.940510094165802,0.3217281699180603,1.0
0.0182291679084301,1.3535749912261963,1746198119.405233,0.6192266941070557,0.5155332088470459,44.1511344909668,15816,27.78841209411621,2007,738.035961777,3084288.0,2008,0.267578125,0.7420860528945923,0.3393738269805908,1.0
0.01692708395421505,1.3535749912261963,1746198120.7527125,0.6086828708648682,0.5155332088470459,44.1511344909668,15848,26.61263084411621,2011,739.383463974,3090432.0,2012,0.2571614682674408,0.7224805355072021,0.3141104578971863,1.0
0.01692708395421505,1.3535749912261963,1746198122.1018844,0.7008777856826782,0.5155332088470459,44.1511344909668,15880,29.39192771911621,2015,740.732610798,3096576.0,2016,0.3834635615348816,0.945115864276886,0.29576143622398376,1.0
0.0162760429084301,1.3535749912261963,1746198124.4569073,0.6772403717041016,0.5155332088470459,44.1511344909668,15936,29.14583396911621,2022,743.087642602,3107328.0,2023,0.1940104216337204,0.662018358707428,0.26976266503334045,1.0
0.01692708395421505,1.3535749912261963,1746198127.8194513,0.6251554489135742,0.5155332088470459,44.1511344909668,16016,28.332683563232422,2032,746.450188132,3122688.0,2033,0.1022135466337204,0.5712713003158569,0.2823621928691864,1.0
0.01497395895421505,1.3535749912261963,1746198131.189846,0.7870409488677979,0.5155332088470459,44.1511344909668,16096,30.503908157348633,2042,749.820599319,3138048.0,2043,0.3678385615348816,0.9137960076332092,0.29438352584838867,1.0
0.017578125,1.3535749912261963,1746198141.2977595,0.4702797830104828,0.5155332088470459,44.1511344909668,16336,30.097658157348633,2072,759.928524939,3184128.0,2073,0.3242187798023224,0.8280578851699829,0.25983840227127075,1.0
0.01953125186264515,1.3535749912261963,1746198142.308259,0.5467326641082764,0.5155332088470459,44.1511344909668,16360,26.044923782348633,2075,760.939003265,3188736.0,2076,0.27734375,0.7648676037788391,0.24312998354434967,1.0
0.02278645895421505,1.3535749912261963,1746198142.6460593,0.49824059009552,0.5155332088470459,44.1511344909668,16368,26.59700584411621,2076,761.27681673,3190272.0,2077,0.3346354365348816,0.9111624956130981,0.25371935963630676,1.0
0.01888020895421505,1.3535749912261963,1746198151.0677314,0.48608720302581787,0.5155332088470459,44.1511344909668,16568,28.643230438232422,2101,769.698486039,3228672.0,2102,0.3320312798023224,0.8886657953262329,0.25369730591773987,1.0
0.01888020895421505,1.3535749912261963,1746198156.134497,0.5345999002456665,0.5155332088470459,44.1511344909668,16688,28.492189407348633,2116,774.765222704,3251712.0,2117,0.2962239682674408,0.8484818935394287,0.25899288058280945,1.0
0.0182291679084301,1.3535749912261963,1746198172.365243,0.5071710348129272,0.5155332088470459,44.1511344909668,17072,26.54622459411621,2164,790.995981107,3325440.0,2165,0.3027344048023224,0.8582236170768738,0.2480510026216507,1.0
0.01692708395421505,1.3535749912261963,1746198174.7267306,0.5110446810722351,0.5155332088470459,44.1511344909668,17128,28.313152313232422,2171,793.357502412,3336192.0,2172,0.3645833432674408,0.9108737111091614,0.2660726010799408,1.0
0.013671875931322575,1.3535749912261963,1746198175.7380903,0.524011492729187,0.5155332088470459,44.1511344909668,17152,27.783855438232422,2174,794.368847286,3340800.0,2175,0.3157552182674408,0.8753455877304077,0.2660503387451172,1.0
0.0182291679084301,1.3535749912261963,1746198178.4356554,0.48488378524780273,0.5155332088470459,44.1511344909668,17216,27.455730438232422,2182,797.066410067,3353088.0,2183,0.2493489682674408,0.751876175403595,0.2830737233161926,1.0
0.0182291679084301,1.3535749912261963,1746198179.1113384,0.470104455947876,0.5155332088470459,44.1511344909668,17232,27.097658157348633,2184,797.742085277,3356160.0,2185,0.2467448115348816,0.7108290195465088,0.2685093283653259,1.0
0.01692708395421505,1.3535749912261963,1746198188.8824654,0.5931106805801392,0.5155332088470459,44.1511344909668,17464,28.375001907348633,2213,807.513201239,3400704.0,2214,0.1881510466337204,0.6471877098083496,0.28518861532211304,1.0
0.0162760429084301,1.3535749912261963,1746198192.9305875,0.5855225920677185,0.5155332088470459,44.1511344909668,17560,28.013673782348633,2225,811.561345807,3419136.0,2226,0.3645833432674408,0.9178492426872253,0.2984449565410614,1.0
0.017578125,1.3535749912261963,1746198193.9403794,0.5829169750213623,0.5155332088470459,44.1511344909668,17584,28.994142532348633,2228,812.571118791,3423744.0,2229,0.4127604365348816,0.9691659808158875,0.3077467978000641,1.0
0.0201822929084301,1.3535749912261963,1746198194.2770994,0.5940374732017517,0.5155332088470459,44.1511344909668,17592,27.138673782348633,2229,812.90783903,3425280.0,2230,0.1555989682674408,0.6764548420906067,0.2915413975715637,1.0
0.017578125,1.3535749912261963,1746198206.0678453,0.6694544553756714,0.5155332088470459,44.1511344909668,17872,28.502605438232422,2264,824.698610125,3479040.0,2265,0.3046875298023224,0.8189125657081604,0.35039710998535156,1.0
0.01692708395421505,1.3535749912261963,1746198206.740972,0.6730773448944092,0.5155332088470459,44.1511344909668,17888,29.865236282348633,2266,825.371722773,3482112.0,2267,0.1679687649011612,0.642078161239624,0.3550887703895569,1.0
0.0182291679084301,1.3535749912261963,1746198207.077963,0.6614064574241638,0.5155332088470459,44.1511344909668,17896,25.168621063232422,2267,825.708705227,3483648.0,2268,0.1627604216337204,0.6345331072807312,0.32148975133895874,1.0
0.015625,1.3050436973571777,1746198212.216585,0.5777106285095215,0.49395349621772766,47.826045989990234,18016,30.40950584411621,2282,830.847331052,3506688.0,2283,0.2858073115348816,0.7754853367805481,0.35144758224487305,1.0
0.01497395895421505,1.3050436973571777,1746198216.5956833,0.5949726104736328,0.49395349621772766,47.826045989990234,18120,28.772136688232422,2295,835.226424665,3526656.0,2296,0.3580729365348816,0.8710923790931702,0.35861432552337646,1.0
0.017578125,1.3050436973571777,1746198220.6372972,0.5696206092834473,0.49395349621772766,47.826045989990234,18216,29.65364646911621,2307,839.268038825,3545088.0,2308,0.4147135615348816,0.9478408098220825,0.31594234704971313,1.0
0.015625,1.3050436973571777,1746198230.4165914,0.5032007694244385,0.49395349621772766,47.826045989990234,18448,28.86067771911621,2336,849.047334181,3589632.0,2337,0.2408854365348816,0.6629427671432495,0.33643990755081177,1.0
0.02083333395421505,1.3050436973571777,1746198231.425869,0.569198489189148,0.49395349621772766,47.826045989990234,18472,27.12825584411621,2339,850.056605457,3594240.0,2340,0.2669270932674408,0.7628998160362244,0.3315918445587158,1.0
0.017578125,1.3050436973571777,1746198234.1195168,0.5064731240272522,0.49395349621772766,47.826045989990234,18536,28.046876907348633,2347,852.750247881,3606528.0,2348,0.2864583432674408,0.815988302230835,0.330344557762146,1.0
0.01888020895421505,1.3050436973571777,1746198240.8675032,0.39369142055511475,0.49395349621772766,47.826045989990234,18696,27.62630271911621,2367,859.498234938,3637248.0,2368,0.2408854365348816,0.7111852169036865,0.32515546679496765,1.0
0.017578125,1.3050436973571777,1746198245.9307964,0.4123249650001526,0.49395349621772766,47.826045989990234,18816,26.445314407348633,2382,864.56152989,3660288.0,2383,0.3235677182674408,0.8621106147766113,0.28337183594703674,1.0
0.01953125186264515,1.3050436973571777,1746198246.6058135,0.4164603054523468,0.49395349621772766,47.826045989990234,18832,28.05208396911621,2384,865.236570721,3663360.0,2385,0.2662760615348816,0.7521452903747559,0.2952215075492859,1.0
0.0182291679084301,1.3050436973571777,1746198254.698724,0.47534871101379395,0.49395349621772766,47.826045989990234,19024,27.703126907348633,2408,873.3294999,3700224.0,2409,0.2382812649011612,0.7389296889305115,0.3005838394165039,1.0
0.01888020895421505,1.3050436973571777,1746198265.8270302,0.4970970153808594,0.49395349621772766,47.826045989990234,19288,27.79817771911621,2441,884.457773434,3750912.0,2442,0.3665364682674408,0.9256753325462341,0.31737661361694336,1.0
0.015625,1.3050436973571777,1746198266.840406,0.47799625992774963,0.49395349621772766,47.826045989990234,19312,29.24349021911621,2444,885.471161881,3755520.0,2445,0.3769531548023224,0.9054409265518188,0.30647754669189453,1.0
0.017578125,1.3050436973571777,1746198268.8665535,0.5684993267059326,0.49395349621772766,47.826045989990234,19360,27.633464813232422,2450,887.497321069,3764736.0,2451,0.26953125,0.7966959476470947,0.33307331800460815,1.0
0.01953125186264515,1.3050436973571777,1746198270.553538,0.5170605182647705,0.49395349621772766,47.826045989990234,19400,26.861330032348633,2455,889.184291419,3772416.0,2456,0.265625,0.73260897397995,0.314550518989563,1.0
0.013671875931322575,1.3050436973571777,1746198271.567158,0.49820730090141296,0.49395349621772766,47.826045989990234,19424,28.061199188232422,2458,890.197916313,3777024.0,2459,0.1835937649011612,0.601104199886322,0.32036662101745605,1.0
0.014322916977107525,1.3050436973571777,1746198273.2543483,0.5648916959762573,0.49395349621772766,47.826045989990234,19464,30.428386688232422,2463,891.885089446,3784704.0,2464,0.2115885466337204,0.6995766162872314,0.3165743350982666,1.0
0.0162760429084301,1.3050436973571777,1746198278.9735916,0.574416995048523,0.49395349621772766,47.826045989990234,19600,28.521486282348633,2480,897.604540328,3810816.0,2481,0.2884114682674408,0.8076466917991638,0.3086884617805481,1.0
0.01497395895421505,1.3050436973571777,1746198283.0186894,0.5403048992156982,0.49395349621772766,47.826045989990234,19696,26.515626907348633,2492,901.649456958,3829248.0,2493,0.2604166865348816,0.698349118232727,0.29743266105651855,1.0
0.01888020895421505,1.3050436973571777,1746198288.4110303,0.526263952255249,0.49395349621772766,47.826045989990234,19824,27.439455032348633,2508,907.041759503,3853824.0,2509,0.3743489682674408,0.8940616846084595,0.2266356348991394,1.0
0.0182291679084301,1.3050436973571777,1746198290.7674046,0.49152156710624695,0.49395349621772766,47.826045989990234,19880,28.569011688232422,2515,909.398160262,3864576.0,2516,0.3795573115348816,0.8924196362495422,0.21093317866325378,1.0
0.0162760429084301,1.3050436973571777,1746198291.7771385,0.4978683292865753,0.49395349621772766,47.826045989990234,19904,27.42122459411621,2518,910.4078709,3869184.0,2519,0.2799479365348816,0.7086661458015442,0.20504280924797058,1.0
0.017578125,1.3050436973571777,1746198304.5928829,0.3899432420730591,0.49395349621772766,47.826045989990234,20208,27.478517532348633,2556,923.22363861,3927552.0,2557,0.2936198115348816,0.7958958745002747,0.2218184620141983,1.0
0.01692708395421505,1.3050436973571777,1746198305.2652411,0.39785921573638916,0.49395349621772766,47.826045989990234,20224,28.837892532348633,2558,923.895968097,3930624.0,2559,0.2278645932674408,0.6878654956817627,0.20415034890174866,1.0
0.01888020895421505,1.3050436973571777,1746198306.2764301,0.40528813004493713,0.49395349621772766,47.826045989990234,20248,28.453126907348633,2561,924.907227682,3935232.0,2562,0.3951823115348816,0.9396832585334778,0.22109141945838928,1.0
0.0162760429084301,1.3050436973571777,1746198308.9699187,0.4330762028694153,0.49395349621772766,47.826045989990234,20312,26.912111282348633,2569,927.600659962,3947520.0,2570,0.2096354216337204,0.6432710289955139,0.20900797843933105,1.0
0.01692708395421505,1.3050436973571777,1746198315.380643,0.43693602085113525,0.49395349621772766,47.826045989990234,20464,27.652996063232422,2588,934.011404472,3976704.0,2589,0.3417969048023224,0.8470455408096313,0.18286457657814026,1.0
0.0182291679084301,1.3050436973571777,1746198317.7791479,0.3603505492210388,0.49395349621772766,47.826045989990234,20520,27.496095657348633,2595,936.409901098,3987456.0,2596,0.3665364682674408,0.8820033073425293,0.20874761044979095,1.0
0.01497395895421505,1.4517755508422852,1746198320.8960547,0.4040954113006592,0.5862923264503479,43.73823547363281,20592,30.332683563232422,2604,939.526795542,4001280.0,2605,0.2643229365348816,0.789216935634613,0.2015061229467392,1.0
0.0201822929084301,1.4517755508422852,1746198321.9150286,0.412602961063385,0.5862923264503479,43.73823547363281,20616,25.94270896911621,2607,940.545786224,4005888.0,2608,0.3639323115348816,0.9115710258483887,0.18485420942306519,1.0
0.01888020895421505,1.4517755508422852,1746198329.6758788,0.36496928334236145,0.5862923264503479,43.73823547363281,20800,26.343751907348633,2630,948.306653441,4041216.0,2631,0.3170573115348816,0.8319810032844543,0.17612624168395996,1.0
0.017578125,1.4517755508422852,1746198331.6999002,0.37981298565864563,0.5862923264503479,43.73823547363281,20848,27.91145896911621,2636,950.33066481,4050432.0,2637,0.2864583432674408,0.767545759677887,0.18672700226306915,1.0
0.017578125,1.4517755508422852,1746198333.7247355,0.44071024656295776,0.5862923264503479,43.73823547363281,20896,28.83919334411621,2642,952.355493774,4059648.0,2643,0.2486979365348816,0.7449980974197388,0.1843128800392151,1.0
0.01692708395421505,1.4517755508422852,1746198347.8766375,0.38988515734672546,0.5862923264503479,43.73823547363281,21232,29.083986282348633,2684,966.507388938,4124160.0,2685,0.3105469048023224,0.847209095954895,0.1479654610157013,1.0
0.01888020895421505,1.4517755508422852,1746198350.9082322,0.44178831577301025,0.5862923264503479,43.73823547363281,21304,26.822267532348633,2693,969.539002622,4137984.0,2694,0.267578125,0.7867749333381653,0.11104185879230499,1.0
0.0182291679084301,1.4517755508422852,1746198353.610647,0.4173787236213684,0.5862923264503479,43.73823547363281,21368,27.072267532348633,2701,972.241393628,4150272.0,2702,0.2571614682674408,0.7414679527282715,0.13395452499389648,1.0
0.0182291679084301,1.4517755508422852,1746198355.6327646,0.42353355884552,0.5862923264503479,43.73823547363281,21416,29.26888084411621,2707,974.263507051,4159488.0,2708,0.3606770932674408,0.9325782060623169,0.16448868811130524,1.0
0.017578125,1.4517755508422852,1746198361.7031574,0.42944806814193726,0.5862923264503479,43.73823547363281,21560,27.03450584411621,2725,980.333944472,4187136.0,2726,0.3248698115348816,0.8423101305961609,0.15221571922302246,1.0
0.01888020895421505,1.4517755508422852,1746198363.3837564,0.4167548418045044,0.5862923264503479,43.73823547363281,21600,29.050783157348633,2730,982.014546179,4194816.0,2731,0.3541666865348816,0.9243788719177246,0.1653064489364624,1.0
0.017578125,1.4517755508422852,1746198380.9119017,0.33876141905784607,0.5862923264503479,43.73823547363281,22016,29.277996063232422,2782,999.542669555,4274688.0,2783,0.3717448115348816,0.9280949831008911,0.14959804713726044,1.0
0.0162760429084301,1.4517755508422852,1746198387.9954472,0.35027095675468445,0.5862923264503479,43.73823547363281,22184,27.052736282348633,2803,1006.626193372,4306944.0,2804,0.3157552182674408,0.8192061185836792,0.13487431406974792,1.0
0.017578125,1.4517755508422852,1746198394.057347,0.3607313334941864,0.5862923264503479,43.73823547363281,22328,28.828777313232422,2821,1012.688090414,4334592.0,2822,0.3125000298023224,0.816321849822998,0.14263923466205597,1.0
0.0182291679084301,1.4517755508422852,1746198402.1551445,0.3518385887145996,0.5862923264503479,43.73823547363281,22520,28.994142532348633,2845,1020.785893352,4371456.0,2846,0.3444010615348816,0.9283061027526855,0.13161323964595795,1.0
0.02148437686264515,1.4517755508422852,1746198405.8671167,0.4187607765197754,0.5862923264503479,43.73823547363281,22608,26.638673782348633,2856,1024.497871155,4388352.0,2857,0.3652344048023224,0.9241142868995667,0.14743459224700928,1.0
0.01692708395421505,1.4517755508422852,1746198407.5553935,0.4040987491607666,0.5862923264503479,43.73823547363281,22648,30.377605438232422,2861,1026.186122304,4396032.0,2862,0.3795573115348816,0.9173415303230286,0.13522058725357056,1.0
0.0221354179084301,1.4517755508422852,1746198412.9559972,0.448789119720459,0.5862923264503479,43.73823547363281,22776,27.85481834411621,2877,1031.586748346,4420608.0,2878,0.3561198115348816,0.9150537252426147,0.10671569406986237,1.0
