returned_episode_lengths,rng1146805254/test_returned_episode_lengths,rng1146805254/update_steps,loss,rng1146805254/qvals,rng1146805254/test_returned_won_episode,returned_episode,returned_episode_returns,_runtime,rng1146805254/returned_episode_lengths,_timestamp,_step,rng1146805254/loss,test_returned_won_episode,rng1146805254/returned_episode,env_step,qvals,returned_won_episode,rng1146805254/test_returned_episode,rng1146805254/returned_won_episode,rng1146805254/test_returned_episode_returns,rng1146805254/env_step,update_steps,test_returned_episode_lengths,test_returned_episode_returns,rng1146805254/returned_episode_returns,grad_steps,rng1146805254/grad_steps,test_returned_episode
30.28125,38.162071228027344,18,0.0,0.0,0.0,0.01497395895421505,0.09886076301336288,49.922064789,30.28125,1746178243.4198654,17,0.0,0.0,0.01497395895421505,27648.0,0.0,0.0,0.9999999403953552,0.0,0.18007917702198029,27648.0,18,38.162071228027344,0.18007917702198029,0.09886076301336288,0,0,0.9999999403953552
31.69661521911621,38.162071228027344,33,0.004349852912127972,-0.05404174327850342,0.0,0.01497395895421505,0.11430349200963974,51.568334324,31.69661521911621,1746178245.0661268,32,0.004349852912127972,0.0,0.01497395895421505,50688.0,-0.05404174327850342,0.0,0.9999999403953552,0.0,0.18007917702198029,50688.0,33,38.162071228027344,0.18007917702198029,0.11430349200963974,16,16,0.9999999403953552
30.8046875,38.162071228027344,52,0.009482728317379951,0.24171198904514313,0.0,0.014322916977107525,0.1255279779434204,59.089537374,30.8046875,1746178252.5873191,51,0.009482728317379951,0.0,0.014322916977107525,79872.0,0.24171198904514313,0.0,0.9999999403953552,0.0,0.18007917702198029,79872.0,52,38.162071228027344,0.18007917702198029,0.1255279779434204,168,168,0.9999999403953552
31.365886688232422,38.162071228027344,94,0.008842982351779938,0.8412457704544067,0.0,0.01497395895421505,0.16522574424743652,75.717174829,31.365886688232422,1746178269.2149258,93,0.008842982351779938,0.0,0.01497395895421505,144384.0,0.8412457704544067,0.0,0.9999999403953552,0.0,0.18007917702198029,144384.0,94,38.162071228027344,0.18007917702198029,0.16522574424743652,504,504,0.9999999403953552
30.31770896911621,38.162071228027344,126,0.012661507353186607,0.9624664783477783,0.0,0.014322916977107525,0.16329331696033478,88.381714599,30.31770896911621,1746178281.8794923,125,0.012661507353186607,0.0,0.014322916977107525,193536.0,0.9624664783477783,0.0,0.9999999403953552,0.0,0.18007917702198029,193536.0,126,38.162071228027344,0.18007917702198029,0.16329331696033478,760,760,0.9999999403953552
31.22005271911621,38.162071228027344,131,0.010457593947649002,1.0015547275543213,0.0,0.01497395895421505,0.1657271385192871,90.364338421,31.22005271911621,1746178283.862129,130,0.010457593947649002,0.0,0.01497395895421505,201216.0,1.0015547275543213,0.0,0.9999999403953552,0.0,0.18007917702198029,201216.0,131,38.162071228027344,0.18007917702198029,0.1657271385192871,800,800,0.9999999403953552
30.9609375,38.162071228027344,143,0.03221964091062546,1.021844506263733,0.0,0.014322916977107525,0.17112676799297333,95.11401019,30.9609375,1746178288.6118205,142,0.03221964091062546,0.0,0.014322916977107525,219648.0,1.021844506263733,0.0,0.9999999403953552,0.0,0.18007917702198029,219648.0,143,38.162071228027344,0.18007917702198029,0.17112676799297333,896,896,0.9999999403953552
31.48567771911621,38.162071228027344,186,0.020321883261203766,1.0639957189559937,0.0,0.013671875,0.20010942220687866,112.136179763,31.48567771911621,1746178305.6339867,185,0.020321883261203766,0.0,0.013671875,285696.0,1.0639957189559937,0.0,0.9999999403953552,0.0,0.18007917702198029,285696.0,186,38.162071228027344,0.18007917702198029,0.20010942220687866,1240,1240,0.9999999403953552
30.73567771911621,38.162071228027344,195,0.040772534906864166,1.1229380369186401,0.0,0.01497395895421505,0.17212283611297607,115.696774839,30.73567771911621,1746178309.1945786,194,0.040772534906864166,0.0,0.01497395895421505,299520.0,1.1229380369186401,0.0,0.9999999403953552,0.0,0.18007917702198029,299520.0,195,38.162071228027344,0.18007917702198029,0.17212283611297607,1312,1312,0.9999999403953552
31.143230438232422,38.162071228027344,199,0.038262929767370224,1.109666347503662,0.0,0.01497395895421505,0.20325998961925507,117.279840724,31.143230438232422,1746178310.7776306,198,0.038262929767370224,0.0,0.01497395895421505,305664.0,1.109666347503662,0.0,0.9999999403953552,0.0,0.18007917702198029,305664.0,199,38.162071228027344,0.18007917702198029,0.20325998961925507,1344,1344,0.9999999403953552
