test_returned_episode,env_step,returned_won_episode,returned_episode,test_returned_won_episode,loss,qvals,grad_steps,returned_episode_lengths,test_returned_episode_lengths,_timestamp,_runtime,update_steps,test_returned_episode_returns,returned_episode_returns,_step
1.0,632832.0,0.0,0.0703125,0.002112824935466051,0.1194109097123146,0.18455253541469574,3048,12.169922828674316,13.128883361816406,1746173972.4427762,173.685772334,412,0.5918093919754028,0.3306424021720886,411
1.0,637440.0,0.0,0.0605468787252903,0.002112824935466051,0.0895732194185257,0.17846159636974335,3072,13.939454078674316,13.128883361816406,1746173973.421629,174.664616943,415,0.5918093919754028,0.3204861581325531,414
1.0,671232.0,0.0,0.0690104216337204,0.002112824935466051,0.05727352946996689,0.17329606413841248,3248,12.446615219116211,13.128883361816406,1746173980.6646833,181.907657252,437,0.5918093919754028,0.3569878935813904,436
1.0,691200.0,0.0,0.068359375,0.002112824935466051,0.05809631943702698,0.18003973364830017,3352,12.497396469116211,13.128883361816406,1746173984.9024062,186.145356688,450,0.5918093919754028,0.36647140979766846,449
1.0,697344.0,0.0,0.0696614608168602,0.002112824935466051,0.05481790751218796,0.19108736515045166,3384,12.502604484558105,13.128883361816406,1746173986.2063537,187.449306337,454,0.5918093919754028,0.38513457775115967,453
1.0,748032.0,0.0,0.0690104216337204,0.002112824935466051,0.06785763800144196,0.16822431981563568,3648,12.466797828674316,13.128883361816406,1746173996.969309,198.212272152,487,0.5918093919754028,0.39548614621162415,486
1.0,789504.0,0.0,0.0670572966337204,0.002112824935466051,0.05739734321832657,0.1169297844171524,3864,12.430338859558105,13.128883361816406,1746174005.779523,207.022495586,514,0.5918093919754028,0.39754781126976013,513
1.0,897024.0,0.0,0.0709635466337204,0.002112824935466051,0.04742908477783203,0.17438964545726776,4424,12.011719703674316,13.128883361816406,1746174028.6054246,229.848406031,584,0.5918093919754028,0.46438807249069214,583
1.0,900096.0,0.0,0.0722656324505806,0.002112824935466051,0.04787272959947586,0.16394129395484924,4440,11.820963859558105,13.128883361816406,1746174029.2579527,230.500933033,586,0.5918093919754028,0.46542972326278687,585
1.0,904704.0,0.0,0.0703125,0.002112824935466051,0.04892586171627045,0.1639808863401413,4464,12.218099594116211,13.128883361816406,1746174030.2362723,231.479262784,589,0.5918093919754028,0.474717915058136,588
1.0,910848.0,0.0,0.0696614608168602,0.002112824935466051,0.05117792636156082,0.17002242803573608,4496,12.243490219116211,13.128883361816406,1746174031.5403028,232.783253298,593,0.5918093919754028,0.45957037806510925,592
1.0,924672.0,0.0,0.0735677108168602,0.002112824935466051,0.049572888761758804,0.1559385359287262,4568,11.746094703674316,13.128883361816406,1746174034.4740627,235.717043237,602,0.5918093919754028,0.47849398851394653,601
1.0,933888.0,0.0,0.0709635466337204,0.002112824935466051,0.06819407641887665,0.15188457071781158,4616,12.091146469116211,13.128883361816406,1746174036.4300294,237.673017596,608,0.5918093919754028,0.48973527550697327,607
1.0,943104.0,0.0,0.0755208358168602,0.002112824935466051,0.05284509435296059,0.10301871597766876,4664,11.634115219116211,13.128883361816406,1746174038.3859072,239.628887157,614,0.5918093919754028,0.4774305820465088,613
1.0,947712.0,0.0,0.0709635466337204,0.002112824935466051,0.05089496076107025,0.11010365933179855,4688,11.928385734558105,13.128883361816406,1746174039.3641264,240.607083877,617,0.5918093919754028,0.48554688692092896,616
1.0,1009152.0,0.0,0.0546875037252903,0.0015026297187432647,0.052030108869075775,0.10319986939430237,5008,14.698568344116211,15.654396057128906,1746174052.4849162,253.727905211,657,0.5792471170425415,0.4868273138999939,656
1.0,1012224.0,0.0,0.0625,0.0015026297187432647,0.05414889007806778,0.10935620963573456,5024,13.783854484558105,15.654396057128906,1746174053.1367307,254.379713304,659,0.5792471170425415,0.4863281548023224,658
1.0,1015296.0,0.0,0.0579427108168602,0.0015026297187432647,0.05345609039068222,0.10835579037666321,5040,14.461588859558105,15.654396057128906,1746174053.7888012,255.031779826,661,0.5792471170425415,0.49787330627441406,660
1.0,1062912.0,0.0,0.0696614608168602,0.0015026297187432647,0.07202433794736862,0.08527213335037231,5288,12.167318344116211,15.654396057128906,1746174063.8902018,265.133166953,692,0.5792471170425415,0.4901692867279053,691
1.0,1156608.0,0.0,0.0579427108168602,0.0015026297187432647,0.05297708138823509,0.0889415293931961,5776,14.209635734558105,15.654396057128906,1746174083.787923,285.030907227,753,0.5792471170425415,0.4791884422302246,752
1.0,1159680.0,0.0,0.0618489608168602,0.0015026297187432647,0.05895739048719406,0.08669723570346832,5792,13.669922828674316,15.654396057128906,1746174084.4415114,285.684496825,755,0.5792471170425415,0.4955512583255768,754
1.0,1168896.0,0.0,0.0611979216337204,0.0015026297187432647,0.0584060400724411,0.09336815774440765,5840,13.680338859558105,15.654396057128906,1746174086.397344,287.640309627,761,0.5792471170425415,0.4975695013999939,760
1.0,1213440.0,0.0,0.0774739608168602,0.0015026297187432647,0.10018616914749146,0.08193422853946686,6072,11.121094703674316,15.654396057128906,1746174095.851793,297.094758739,790,0.5792471170425415,0.49986982345581055,789
1.0,1227264.0,0.0,0.0696614608168602,0.0015026297187432647,0.051225755363702774,0.07622258365154266,6144,12.355469703674316,15.654396057128906,1746174098.785953,300.028919155,799,0.5792471170425415,0.5064453482627869,798
1.0,1233408.0,0.0,0.0696614608168602,0.0015026297187432647,0.049493398517370224,0.0785050243139267,6176,12.362630844116211,15.654396057128906,1746174100.0983155,301.341305766,803,0.5792471170425415,0.5163412094116211,802
1.0,1242624.0,0.008463541977107525,0.0657552108168602,0.0015026297187432647,0.06882381439208984,0.08852293342351913,6224,12.958985328674316,15.654396057128906,1746174102.0547183,303.297676441,809,0.5792471170425415,0.5184679627418518,808
1.0,1244160.0,0.009765625931322575,0.06640625,0.0015026297187432647,0.06627613306045532,0.07986940443515778,6232,12.692708969116211,15.654396057128906,1746174102.3809416,303.623917629,810,0.5792471170425415,0.5159071683883667,809
1.0,1256448.0,0.0,0.0703125,0.0015026297187432647,0.04974094778299332,0.06883612275123596,6296,12.147135734558105,15.654396057128906,1746174104.9894001,306.232360997,818,0.5792471170425415,0.524544358253479,817
1.0,1262592.0,0.0,0.06640625,0.0015026297187432647,0.05326088145375252,0.0675378367304802,6328,12.855469703674316,15.654396057128906,1746174106.2934048,307.536370976,822,0.5792471170425415,0.5157986879348755,821
1.0,1282560.0,0.0,0.0690104216337204,0.0015026297187432647,0.054251864552497864,0.06986512243747711,6432,12.185547828674316,15.654396057128906,1746174110.5321712,311.775144711,835,0.5792471170425415,0.5140625238418579,834
1.0,1293312.0,0.0,0.0774739608168602,0.0015026297187432647,0.06296993792057037,0.09827761352062225,6488,11.472657203674316,15.654396057128906,1746174112.82145,314.064636008,842,0.5792471170425415,0.5098090767860413,841
1.0,1297920.0,0.0,0.06640625,0.0015026297187432647,0.04999203979969025,0.07455840706825256,6512,12.906901359558105,15.654396057128906,1746174113.7996333,315.04261703,845,0.5792471170425415,0.5199219584465027,844
1.0,1327104.0,0.0,0.0436197929084301,0.0015026297187432647,0.13387849926948547,0.03963521122932434,6664,14.972657203674316,15.654396057128906,1746174120.0163531,321.259303297,864,0.5792471170425415,0.33663198351860046,863
1.0,1340928.0,0.0,0.0703125,0.0015026297187432647,0.056493595242500305,0.04101239889860153,6736,12.168620109558105,15.654396057128906,1746174122.9524152,324.195374381,873,0.5792471170425415,0.5193576812744141,872
1.0,1400832.0,0.0,0.0709635466337204,0.0015026297187432647,0.05660037696361542,0.024783600121736526,7048,12.183594703674316,15.654396057128906,1746174135.6736088,336.916576174,912,0.5792471170425415,0.5289713740348816,911
1.0,1417728.0,0.0,0.0696614608168602,0.0015026297187432647,0.06335488706827164,0.023130252957344055,7136,12.388672828674316,15.654396057128906,1746174139.2617452,340.504715593,923,0.5792471170425415,0.5210720896720886,922
1.0,1419264.0,0.0,0.0625,0.0015026297187432647,0.05466408282518387,0.023705001920461655,7144,12.972657203674316,15.654396057128906,1746174139.5876863,340.830672334,924,0.5792471170425415,0.5318359732627869,923
1.0,1426944.0,0.0,0.0716145858168602,0.0015026297187432647,0.053307026624679565,0.02224970981478691,7184,11.996094703674316,15.654396057128906,1746174141.2204864,342.463486221,929,0.5792471170425415,0.525716245174408,928
1.0,1443840.0,0.0,0.0651041716337204,0.0015026297187432647,0.06359127163887024,0.021848410367965698,7272,12.891276359558105,15.654396057128906,1746174144.8089495,346.051914516,940,0.5792471170425415,0.5346571207046509,939
1.0,1454592.0,0.0,0.0625,0.0015026297187432647,0.08208226412534714,0.024702146649360657,7328,13.395182609558105,15.654396057128906,1746174147.0912578,348.334314259,947,0.5792471170425415,0.5106555223464966,946
1.0,1462272.0,0.0,0.0625,0.0015026297187432647,0.054484277963638306,0.025785833597183228,7368,13.613282203674316,15.654396057128906,1746174148.7221227,349.965088674,952,0.5792471170425415,0.5167535543441772,951
1.0,1466880.0,0.0071614584885537624,0.0605468787252903,0.0015026297187432647,0.07242206484079361,0.01702338457107544,7392,13.985026359558105,15.654396057128906,1746174149.7005243,350.94349518,955,0.5792471170425415,0.5330513119697571,954
1.0,1473024.0,0.0,0.0579427108168602,0.0015026297187432647,0.1264083832502365,0.045708298683166504,7424,14.449870109558105,15.654396057128906,1746174151.004746,352.247714474,959,0.5792471170425415,0.5000001192092896,958
1.0,1499136.0,0.0,0.06640625,0.0031956175807863474,0.051114700734615326,0.018467621877789497,7560,12.735026359558105,14.20771598815918,1746174156.623189,357.866150815,976,0.6206879019737244,0.5252388119697571,975
1.0,1509888.0,0.0,0.0677083358168602,0.0031956175807863474,0.0635552853345871,0.01794164441525936,7616,12.726563453674316,14.20771598815918,1746174158.9061399,360.149124562,983,0.6206879019737244,0.5386285185813904,982
1.0,1511424.0,0.0,0.068359375,0.0031956175807863474,0.04887136071920395,0.024299610406160355,7624,12.498047828674316,14.20771598815918,1746174159.2323556,360.480457898,984,0.6206879019737244,0.5373481512069702,983
1.0,1517568.0,0.0,0.064453125,0.0031956175807863474,0.057288385927677155,0.021609729155898094,7656,12.870443344116211,14.20771598815918,1746174160.539489,361.782469773,988,0.6206879019737244,0.5221137404441833,987
1.0,1532928.0,0.0,0.0625,0.0031956175807863474,0.0668322741985321,-0.011529904790222645,7736,13.569662094116211,14.20771598815918,1746174163.8017433,365.044714528,998,0.6206879019737244,0.5047526359558105,997
1.0,1536000.0,0.0,0.0527343787252903,0.0031956175807863474,0.12018167972564697,-0.002468798542395234,7752,15.699219703674316,14.20771598815918,1746174164.4536748,365.696653759,1000,0.6206879019737244,0.4725694954395294,999
1.0,1579008.0,0.0,0.0559895858168602,0.0031956175807863474,0.0858277976512909,-0.046481139957904816,7976,14.559896469116211,14.20771598815918,1746174173.5870624,374.830042899,1028,0.6206879019737244,0.44372835755348206,1027
1.0,1592832.0,0.0,0.0703125,0.0031956175807863474,0.06182364746928215,-0.03545959293842316,8048,12.110677719116211,14.20771598815918,1746174176.5230381,377.766021199,1037,0.6206879019737244,0.5140842199325562,1036
1.0,1640448.0,0.0,0.068359375,0.0031956175807863474,0.06381500512361526,-0.04238731414079666,8296,12.190755844116211,14.20771598815918,1746174186.6331856,387.876165927,1068,0.6206879019737244,0.5259765982627869,1067
1.0,1645056.0,0.00911458395421505,0.0690104216337204,0.0031956175807863474,0.09383642673492432,-0.04126892611384392,8320,12.220052719116211,14.20771598815918,1746174187.6111872,388.854145806,1071,0.6206879019737244,0.5449870824813843,1070
1.0,1648128.0,0.010416666977107525,0.0546875037252903,0.0031956175807863474,0.07696051150560379,-0.030117951333522797,8336,14.674479484558105,14.20771598815918,1746174188.2633255,389.50628298,1073,0.6206879019737244,0.516623318195343,1072
1.0,1657344.0,0.0,0.064453125,0.0031956175807863474,0.06523283571004868,-0.05486999452114105,8384,12.887370109558105,14.20771598815918,1746174190.2254376,391.468422742,1079,0.6206879019737244,0.5171224474906921,1078
1.0,1689600.0,0.0,0.0625,0.0031956175807863474,0.047244343906641006,-0.06047014892101288,8552,13.555990219116211,14.20771598815918,1746174197.0727043,398.315670202,1100,0.6206879019737244,0.5145182609558105,1099
1.0,1714176.0,0.0,0.0696614608168602,0.0031956175807863474,0.06296388804912567,-0.05925605818629265,8680,12.173829078674316,14.20771598815918,1746174202.2921984,403.535158862,1116,0.6206879019737244,0.5163846015930176,1115
1.0,1721856.0,0.0,0.0703125,0.0031956175807863474,0.05687699466943741,-0.05743647366762161,8720,12.287110328674316,14.20771598815918,1746174203.9233227,405.166280723,1121,0.6206879019737244,0.5247613787651062,1120
1.0,1728000.0,0.0,0.0631510466337204,0.0031956175807863474,0.05852863937616348,-0.055026546120643616,8752,13.449870109558105,14.20771598815918,1746174205.229746,406.47270639,1125,0.6206879019737244,0.5364801287651062,1124
1.0,1740288.0,0.0,0.0585937537252903,0.0031956175807863474,0.07103066891431808,-0.0655544251203537,8816,14.230469703674316,14.20771598815918,1746174207.838681,409.081626721,1133,0.6206879019737244,0.5274305939674377,1132
1.0,1743360.0,0.0,0.0631510466337204,0.0031956175807863474,0.07878322899341583,-0.06501485407352448,8832,13.384115219116211,14.20771598815918,1746174208.4908273,409.733796244,1135,0.6206879019737244,0.5152344107627869,1134
1.0,1772544.0,0.0,0.0696614608168602,0.0031956175807863474,0.12772752344608307,-0.0898217260837555,8984,12.333985328674316,14.20771598815918,1746174214.6916525,415.93461181,1154,0.6206879019737244,0.5131944417953491,1153
1.0,1784832.0,0.010416666977107525,0.06640625,0.0031956175807863474,0.1635998785495758,-0.1130286157131195,9048,12.847005844116211,14.20771598815918,1746174217.3020287,418.544991206,1162,0.6206879019737244,0.5375651717185974,1161
1.0,1803264.0,0.0,0.068359375,0.0031956175807863474,0.06408514082431793,-0.11971265822649002,9144,12.662760734558105,14.20771598815918,1746174221.2193077,422.462252781,1174,0.6206879019737244,0.5304254293441772,1173
1.0,1840128.0,0.0,0.0638020858168602,0.0031956175807863474,0.07621350884437561,-0.1456664353609085,9336,13.048829078674316,14.20771598815918,1746174229.0467665,430.289749291,1198,0.6206879019737244,0.5455296039581299,1197
1.0,1846272.0,0.0,0.06640625,0.0031956175807863474,0.05582842975854874,-0.14360496401786804,9368,12.867188453674316,14.20771598815918,1746174230.3511212,431.594118304,1202,0.6206879019737244,0.5378472805023193,1201
1.0,1849344.0,0.008463541977107525,0.0625,0.0031956175807863474,0.08216390013694763,-0.14285686612129211,9384,13.381510734558105,14.20771598815918,1746174231.0031176,432.246102958,1204,0.6206879019737244,0.5561850070953369,1203
1.0,1864704.0,0.0,0.0625,0.0031956175807863474,0.05268007889389992,-0.13764691352844238,9464,13.277995109558105,14.20771598815918,1746174234.2637324,435.506718986,1214,0.6206879019737244,0.509895920753479,1213
1.0,1876992.0,0.00911458395421505,0.0631510466337204,0.0031956175807863474,0.07356869429349899,-0.14182186126708984,9528,13.148438453674316,14.20771598815918,1746174236.8718956,438.114862389,1222,0.6206879019737244,0.5489367246627808,1221
1.0,1878528.0,0.0,0.0625,0.0031956175807863474,0.09535069018602371,-0.13749128580093384,9536,13.578125953674316,14.20771598815918,1746174237.1978076,438.440754953,1223,0.6206879019737244,0.5153863430023193,1222
1.0,1955328.0,0.0,0.0598958358168602,0.0031956175807863474,0.066826730966568,-0.13618120551109314,9936,14.108724594116211,14.20771598815918,1746174253.49448,454.737442311,1273,0.6206879019737244,0.5346571803092957,1272
1.0,1966080.0,0.0,0.0625,0.0031956175807863474,0.054996687918901443,-0.13790741562843323,9992,13.473307609558105,14.20771598815918,1746174255.7770302,457.020006622,1280,0.6206879019737244,0.5286892652511597,1279
1.0,1969152.0,0.014322916977107525,0.0605468787252903,0.0031956175807863474,0.0749012678861618,-0.13028818368911743,10008,13.508463859558105,14.20771598815918,1746174256.4293642,457.672313865,1282,0.6206879019737244,0.5542535185813904,1281
1.0,1982976.0,0.0026041667442768812,0.068359375,0.0031956175807863474,0.08054471015930176,-0.1272580623626709,10080,12.328776359558105,14.20771598815918,1746174259.3855305,460.628493635,1291,0.6206879019737244,0.523676335811615,1290
1.0,1987584.0,0.0,0.0670572966337204,0.0031956175807863474,0.07702265679836273,-0.12149129062891006,10104,12.361979484558105,14.20771598815918,1746174260.3637757,461.606731765,1294,0.6206879019737244,0.5455729961395264,1293
1.0,1990656.0,0.0,0.0631510466337204,0.0031956175807863474,0.06395195424556732,-0.12236270308494568,10120,13.212891578674316,14.20771598815918,1746174261.0157602,462.258709726,1296,0.6206879019737244,0.5421441793441772,1295
1.0,1992192.0,0.0,0.0670572966337204,0.0031956175807863474,0.06352245062589645,-0.11902445554733276,10128,12.613282203674316,14.20771598815918,1746174261.341739,462.584710564,1297,0.6206879019737244,0.5418403148651123,1296
1.0,2079744.0,0.0078125,0.0670572966337204,0.0036319612991064787,0.08538396656513214,-0.10722608864307404,10584,12.550782203674316,14.945279121398926,1746174280.0087988,481.251784426,1354,0.6372559666633606,0.5443793535232544,1353
1.0,2096640.0,0.0,0.0651041716337204,0.0036319612991064787,0.0707370787858963,-0.12372186034917831,10672,12.904297828674316,14.945279121398926,1746174283.5975006,484.84046514,1365,0.6372559666633606,0.5466797351837158,1364
1.0,2098176.0,0.015625,0.0696614608168602,0.0036319612991064787,0.07141702622175217,-0.12351255118846893,10680,12.474610328674316,14.945279121398926,1746174283.9236948,485.166676306,1366,0.6372559666633606,0.5573785305023193,1365
1.0,2121216.0,0.0,0.0631510466337204,0.0036319612991064787,0.06262950599193573,-0.12751416862010956,10800,13.288412094116211,14.945279121398926,1746174288.814399,490.05735229,1381,0.6372559666633606,0.5454862117767334,1380
1.0,2127360.0,0.0,0.064453125,0.0036319612991064787,0.06967037916183472,-0.12645597755908966,10832,13.023438453674316,14.945279121398926,1746174290.1217124,491.36469571,1385,0.6372559666633606,0.5422527194023132,1384
1.0,2145792.0,0.00911458395421505,0.0651041716337204,0.0036319612991064787,0.059628523886203766,-0.13746654987335205,10928,12.669271469116211,14.945279121398926,1746174294.032245,495.27520326,1397,0.6372559666633606,0.5640842914581299,1396
1.0,2165760.0,0.0,0.0638020858168602,0.0036319612991064787,0.09294155240058899,-0.13288633525371552,11032,12.861329078674316,14.945279121398926,1746174298.27031,499.513261935,1410,0.6372559666633606,0.5277995467185974,1409
1.0,2188800.0,0.0,0.0592447929084301,0.0036319612991064787,0.07174521684646606,-0.13009324669837952,11152,13.790365219116211,14.945279121398926,1746174303.166594,504.409558034,1425,0.6372559666633606,0.5245009660720825,1424
1.0,2210304.0,0.008463541977107525,0.0670572966337204,0.0036319612991064787,0.08247938752174377,-0.13569656014442444,11264,12.686198234558105,14.945279121398926,1746174307.738154,508.98113722,1439,0.6372559666633606,0.5484158992767334,1438
1.0,2211840.0,0.0,0.06640625,0.0036319612991064787,0.09338465332984924,-0.13923123478889465,11272,12.716797828674316,14.945279121398926,1746174308.064114,509.307077644,1440,0.6372559666633606,0.5470703840255737,1439
1.0,2219520.0,0.008463541977107525,0.064453125,0.0036319612991064787,0.10598011314868927,-0.10004069656133652,11312,12.902995109558105,14.945279121398926,1746174309.6948814,510.937844304,1445,0.6372559666633606,0.5502170920372009,1444
1.0,2224128.0,0.0,0.0625,0.0036319612991064787,0.09503437578678131,-0.09759451448917389,11336,13.212240219116211,14.945279121398926,1746174310.6727347,511.915720199,1448,0.6372559666633606,0.5340278744697571,1447
1.0,2264064.0,0.0,0.0625,0.0036319612991064787,0.11793011426925659,-0.12369678169488907,11544,13.871745109558105,14.945279121398926,1746174319.154485,520.397487942,1474,0.6372559666633606,0.527669370174408,1473
1.0,2299392.0,0.0,0.0625,0.0036319612991064787,0.13857339322566986,-0.14469757676124573,11728,13.643880844116211,14.945279121398926,1746174326.6568046,527.899803311,1497,0.6372559666633606,0.5285157561302185,1496
1.0,2305536.0,0.0,0.0618489608168602,0.0036319612991064787,0.10334748774766922,-0.14725929498672485,11760,13.604166984558105,14.945279121398926,1746174327.9609213,529.203881275,1501,0.6372559666633606,0.5403863787651062,1500
1.0,2317824.0,0.00911458395421505,0.0625,0.0036319612991064787,0.10144555568695068,-0.148943692445755,11824,13.608073234558105,14.945279121398926,1746174330.570664,531.813660642,1509,0.6372559666633606,0.549066960811615,1508
1.0,2347008.0,0.009765625931322575,0.0585937537252903,0.0036319612991064787,0.11494993418455124,-0.16442838311195374,11976,14.076823234558105,14.945279121398926,1746174336.766859,538.009831958,1528,0.6372559666633606,0.5417535305023193,1527
1.0,2350080.0,0.0,0.0579427108168602,0.0036319612991064787,0.12104657292366028,-0.1630062609910965,11992,13.837891578674316,14.945279121398926,1746174337.4192438,538.662208102,1530,0.6372559666633606,0.5307292342185974,1529
1.0,2382336.0,0.0,0.0559895858168602,0.0036319612991064787,0.08967490494251251,-0.15565979480743408,12160,14.547526359558105,14.945279121398926,1746174344.270495,545.513464059,1551,0.6372559666633606,0.5337674021720886,1550
1.0,2413056.0,0.0,0.0651041716337204,0.0036319612991064787,0.09376905858516693,-0.14524516463279724,12320,12.804688453674316,14.945279121398926,1746174350.792331,552.035278578,1571,0.6372559666633606,0.5321398377418518,1570
1.0,2414592.0,0.0,0.0657552108168602,0.0036319612991064787,0.09728781878948212,-0.1473209261894226,12328,12.705729484558105,14.945279121398926,1746174351.1183898,552.361347465,1572,0.6372559666633606,0.5299696922302246,1571
