grad_steps,loss,_timestamp,test_returned_episode_lengths,test_returned_episode,_runtime,returned_episode_returns,qvals,env_step,test_returned_won_episode,update_steps,test_returned_episode_returns,returned_episode,returned_episode_lengths,_step,returned_won_episode
2424,0.40313178300857544,1746161518.4025955,70.14286041259766,1.0,170.223019772,0.2342330664396286,0.43277961015701294,513024.0,0.0,334,0.6512857675552368,0.015625,31.99349021911621,333,0.0
2584,0.4654586613178253,1746161526.4441552,70.14286041259766,1.0,178.264602585,0.22065941989421844,0.39597412943840027,543744.0,0.0,354,0.6512857675552368,0.01497395895421505,32.296875,353,0.0
2608,0.530148983001709,1746161527.6499717,70.14286041259766,1.0,179.470397413,0.23697081208229065,0.3933517038822174,548352.0,0.0,357,0.6512857675552368,0.013671875,31.42317771911621,356,0.0
2648,0.38683581352233887,1746161529.6612208,70.14286041259766,1.0,181.481641691,0.14394822716712952,0.382407546043396,556032.0,0.0,362,0.6512857675552368,0.015625,31.92578125,361,0.0
2776,0.9305627346038818,1746161536.0970354,70.14286041259766,1.0,187.917444782,0.16229498386383057,0.5191013216972351,580608.0,0.0,378,0.6512857675552368,0.014322916977107525,32.09244918823242,377,0.0
2832,0.6496941447257996,1746161538.910339,70.14286041259766,1.0,190.73074425,0.09027092903852463,0.6424530148506165,591360.0,0.0,385,0.6512857675552368,0.01497395895421505,30.90625,384,0.0
3056,0.28404927253723145,1746161550.2380636,70.14286041259766,1.0,202.058494955,0.11713171005249023,0.6318691372871399,634368.0,0.0,413,0.6512857675552368,0.01497395895421505,31.86458396911621,412,0.0
3080,0.2600202262401581,1746161551.4439101,70.14286041259766,1.0,203.264348363,0.10278411954641342,0.6196441650390625,638976.0,0.0,416,0.6512857675552368,0.0162760429084301,30.514324188232422,415,0.0
3144,0.24403782188892365,1746161554.6596756,70.14286041259766,1.0,206.480110608,0.10251325368881226,0.583536684513092,651264.0,0.0,424,0.6512857675552368,0.013671875,31.39583396911621,423,0.0
3248,0.28479963541030884,1746161559.886537,70.14286041259766,1.0,211.706965124,0.12425871938467026,0.5388491153717041,671232.0,0.0,437,0.6512857675552368,0.01171875,32.141929626464844,436,0.0
3256,0.26161646842956543,1746161560.2883937,70.14286041259766,1.0,212.108799372,0.07288214564323425,0.5374417901039124,672768.0,0.0,438,0.6512857675552368,0.01692708395421505,28.341796875,437,0.0
3384,0.2837444543838501,1746161566.719602,70.14286041259766,1.0,218.540017904,0.10429446399211884,0.4995238780975342,697344.0,0.0,454,0.6512857675552368,0.01302083395421505,32.180992126464844,453,0.0
3408,0.32882487773895264,1746161567.9282658,70.14286041259766,1.0,219.748667263,0.11198725551366806,0.485005259513855,701952.0,0.0,457,0.6512857675552368,0.009765625,30.70703125,456,0.0
3416,0.33366623520851135,1746161568.330172,70.14286041259766,1.0,220.15059616,0.12073057889938354,0.47534555196762085,703488.0,0.0,458,0.6512857675552368,0.014322916977107525,31.12239646911621,457,0.0
3424,0.37850385904312134,1746161568.7360039,70.14286041259766,1.0,220.556423781,0.10312630981206894,0.4816225469112396,705024.0,0.0,459,0.6512857675552368,0.01302083395421505,31.56640625,458,0.0
3520,0.22397944331169128,1746161573.5659037,70.14286041259766,1.0,225.386322633,0.1426430493593216,0.46543318033218384,723456.0,0.0,471,0.6512857675552368,0.01497395895421505,32.192710876464844,470,0.0
3584,0.21778066456317902,1746161576.7824066,70.14286041259766,1.0,228.602803064,0.10922851413488388,0.4053710103034973,735744.0,0.0,479,0.6512857675552368,0.013671875,32.06510543823242,478,0.0
3632,0.3433070182800293,1746161579.197131,70.14286041259766,1.0,231.017560432,0.11538668721914291,0.4866600036621094,744960.0,0.0,485,0.6512857675552368,0.01497395895421505,31.953125,484,0.0
3840,0.33554700016975403,1746161589.6528783,70.14286041259766,1.0,241.473318372,0.11322389543056488,0.47874394059181213,784896.0,0.0,511,0.6512857675552368,0.01302083395421505,32.153648376464844,510,0.0
3872,0.2664719820022583,1746161591.2605133,70.14286041259766,1.0,243.080934991,0.10248459875583649,0.4740276336669922,791040.0,0.0,515,0.6512857675552368,0.01497395895421505,31.64974021911621,514,0.0
4088,0.8734132647514343,1746161602.1160443,70.14286041259766,1.0,253.936447504,0.09201344102621078,0.5844845771789551,832512.0,0.0,542,0.6512857675552368,0.01497395895421505,31.546875,541,0.0
4104,0.46501678228378296,1746161602.9197574,70.14286041259766,1.0,254.740183818,0.05428633093833923,0.6309995651245117,835584.0,0.0,544,0.6512857675552368,0.015625,31.139324188232422,543,0.0
4160,0.5677552819252014,1746161605.734828,70.14286041259766,1.0,257.555255829,0.08078925311565399,0.7023276090621948,846336.0,0.0,551,0.6512857675552368,0.01497395895421505,31.0234375,550,0.0
4344,0.4165969491004944,1746161614.9800615,70.14286041259766,1.0,266.80049247,0.05265587568283081,0.6246814131736755,881664.0,0.0,574,0.6512857675552368,0.012369791977107525,32.138023376464844,573,0.0
