rng1604522687/update_steps,_runtime,env_step,returned_won_episode,rng1604522687/env_step,rng1604522687/returned_episode,test_returned_episode_lengths,loss,returned_episode_returns,qvals,test_returned_episode,rng1604522687/test_returned_episode_lengths,rng1604522687/test_returned_episode,test_returned_episode_returns,update_steps,rng1604522687/returned_episode_lengths,rng1604522687/qvals,test_returned_won_episode,returned_episode_lengths,rng1604522687/test_returned_episode_returns,rng1604522687/returned_won_episode,rng1604522687/loss,rng1604522687/returned_episode_returns,_timestamp,grad_steps,rng1604522687/test_returned_won_episode,returned_episode,rng1604522687/grad_steps,_step
3310,1352.98630313,5084160.0,0.0,5084160.0,0.0078125,96.80078125,0.005276455543935299,0.19512586295604706,-0.5486224889755249,1.0,96.80078125,1.0,0.8174740076065063,3310,24.06380271911621,-0.5486224889755249,0.001953125,24.06380271911621,0.8174740076065063,0.0,0.005276455543935299,0.19512586295604706,1746182813.093824,26232,0.001953125,0.0078125,26232,3309
3312,1353.765524912,5087232.0,0.0,5087232.0,0.0078125,96.80078125,0.0051725516095757484,0.20174627006053925,-0.5459926128387451,1.0,96.80078125,1.0,0.8174740076065063,3312,24.203125,-0.5459926128387451,0.001953125,24.203125,0.8174740076065063,0.0,0.0051725516095757484,0.20174627006053925,1746182813.873039,26248,0.001953125,0.0078125,26248,3311
3329,1360.437474121,5113344.0,0.0,5113344.0,0.0078125,96.80078125,0.0052282605320215225,0.209218829870224,-0.5518738031387329,1.0,96.80078125,1.0,0.8174740076065063,3329,24.490886688232422,-0.5518738031387329,0.001953125,24.490886688232422,0.8174740076065063,0.0,0.0052282605320215225,0.209218829870224,1746182820.544957,26384,0.001953125,0.0078125,26384,3328
3331,1361.219694113,5116416.0,0.0,5116416.0,0.0078125,96.80078125,0.008108062669634819,0.2154289186000824,-0.5442246198654175,1.0,96.80078125,1.0,0.8174740076065063,3331,24.90755271911621,-0.5442246198654175,0.001953125,24.90755271911621,0.8174740076065063,0.0,0.008108062669634819,0.2154289186000824,1746182821.3272352,26400,0.001953125,0.0078125,26400,3330
3337,1363.586123907,5125632.0,0.0,5125632.0,0.0078125,96.80078125,0.004868349991738796,0.24437686800956726,-0.5463815331459045,1.0,96.80078125,1.0,0.8174740076065063,3337,27.21614646911621,-0.5463815331459045,0.001953125,27.21614646911621,0.8174740076065063,0.0,0.004868349991738796,0.24437686800956726,1746182823.6936204,26448,0.001953125,0.0078125,26448,3336
3351,1369.081588319,5147136.0,0.0,5147136.0,0.0078125,96.80078125,0.00641917297616601,0.23178839683532715,-0.5442830324172974,1.0,96.80078125,1.0,0.8174740076065063,3351,26.18880271911621,-0.5442830324172974,0.001953125,26.18880271911621,0.8174740076065063,0.0,0.00641917297616601,0.23178839683532715,1746182829.1890714,26560,0.001953125,0.0078125,26560,3350
3353,1369.863867162,5150208.0,0.0,5150208.0,0.0078125,96.80078125,0.011490622535347939,0.2181404083967209,-0.5554995536804199,1.0,96.80078125,1.0,0.8174740076065063,3353,25.072917938232422,-0.5554995536804199,0.001953125,25.072917938232422,0.8174740076065063,0.0,0.011490622535347939,0.2181404083967209,1746182829.9713929,26576,0.001953125,0.0078125,26576,3352
3355,1370.646130265,5153280.0,0.0,5153280.0,0.0078125,96.80078125,0.019147619605064392,0.24806730449199677,-0.5781271457672119,1.0,96.80078125,1.0,0.8174740076065063,3355,27.62890625,-0.5781271457672119,0.001953125,27.62890625,0.8174740076065063,0.0,0.019147619605064392,0.24806730449199677,1746182830.753674,26592,0.001953125,0.0078125,26592,3354
3362,1373.384686405,5164032.0,0.0,5164032.0,0.0078125,96.80078125,0.005052851513028145,0.2304859161376953,-0.5776844620704651,1.0,96.80078125,1.0,0.8174740076065063,3362,26.046875,-0.5776844620704651,0.001953125,26.046875,0.8174740076065063,0.0,0.005052851513028145,0.2304859161376953,1746182833.4921484,26648,0.001953125,0.0078125,26648,3361
3365,1374.563233628,5168640.0,0.0,5168640.0,0.0078125,96.80078125,0.004633596166968346,0.19596390426158905,-0.5787769556045532,1.0,96.80078125,1.0,0.8174740076065063,3365,23.37109375,-0.5787769556045532,0.001953125,23.37109375,0.8174740076065063,0.0,0.004633596166968346,0.19596390426158905,1746182834.6707454,26672,0.001953125,0.0078125,26672,3364
3367,1375.345516328,5171712.0,0.021484375,5171712.0,0.0078125,96.80078125,0.007551971357315779,0.23605695366859436,-0.5661354064941406,1.0,96.80078125,1.0,0.8174740076065063,3367,24.13020896911621,-0.5661354064941406,0.001953125,24.13020896911621,0.8174740076065063,0.021484375,0.007551971357315779,0.23605695366859436,1746182835.4530602,26688,0.001953125,0.0078125,26688,3366
3378,1379.666081595,5188608.0,0.0,5188608.0,0.0078125,96.80078125,0.004846349824219942,0.1936383694410324,-0.5809838771820068,1.0,96.80078125,1.0,0.8174740076065063,3378,23.05078125,-0.5809838771820068,0.001953125,23.05078125,0.8174740076065063,0.0,0.004846349824219942,0.1936383694410324,1746182839.7735157,26776,0.001953125,0.0078125,26776,3377
3399,1387.933017447,5220864.0,0.0,5220864.0,0.0078125,96.80078125,0.007034041453152895,0.20611393451690674,-0.5539538264274597,1.0,96.80078125,1.0,0.8174740076065063,3399,24.03515625,-0.5539538264274597,0.001953125,24.03515625,0.8174740076065063,0.0,0.007034041453152895,0.20611393451690674,1746182848.0403929,26944,0.001953125,0.0078125,26944,3398
3400,1388.324292958,5222400.0,0.0,5222400.0,0.0078125,96.80078125,0.006790907122194767,0.20609816908836365,-0.5701107978820801,1.0,96.80078125,1.0,0.8174740076065063,3400,24.201824188232422,-0.5701107978820801,0.001953125,24.201824188232422,0.8174740076065063,0.0,0.006790907122194767,0.20609816908836365,1746182848.4317877,26952,0.001953125,0.0078125,26952,3399
3415,1394.211412771,5245440.0,0.0,5245440.0,0.0078125,96.80078125,0.007956929504871368,0.24611453711986542,-0.564640998840332,1.0,96.80078125,1.0,0.8174740076065063,3415,27.334636688232422,-0.564640998840332,0.001953125,27.334636688232422,0.8174740076065063,0.0,0.007956929504871368,0.24611453711986542,1746182854.318926,27072,0.001953125,0.0078125,27072,3414
3418,1395.389996851,5250048.0,0.0,5250048.0,0.0078125,96.80078125,0.005059543997049332,0.2231653779745102,-0.5639379620552063,1.0,96.80078125,1.0,0.8174740076065063,3418,25.40234375,-0.5639379620552063,0.001953125,25.40234375,0.8174740076065063,0.0,0.005059543997049332,0.2231653779745102,1746182855.4974277,27096,0.001953125,0.0078125,27096,3417
3476,1418.204838345,5339136.0,0.0,5339136.0,0.0078125,96.80078125,0.0049594491720199585,0.23028968274593353,-0.5566942691802979,1.0,96.80078125,1.0,0.8174740076065063,3476,25.93359375,-0.5566942691802979,0.001953125,25.93359375,0.8174740076065063,0.0,0.0049594491720199585,0.23028968274593353,1746182878.3123055,27560,0.001953125,0.0078125,27560,3475
3515,1433.493053186,5399040.0,0.0,5399040.0,0.0078125,96.80078125,0.007562481332570314,0.1916210651397705,-0.5271235704421997,1.0,96.80078125,1.0,0.8174740076065063,3515,23.584636688232422,-0.5271235704421997,0.001953125,23.584636688232422,0.8174740076065063,0.0,0.007562481332570314,0.1916210651397705,1746182893.600587,27872,0.001953125,0.0078125,27872,3514
3531,1439.778223228,5423616.0,0.0,5423616.0,0.0078125,96.80078125,0.00541268102824688,0.22240059077739716,-0.5305064916610718,1.0,96.80078125,1.0,0.8174740076065063,3531,24.658855438232422,-0.5305064916610718,0.001953125,24.658855438232422,0.8174740076065063,0.0,0.00541268102824688,0.22240059077739716,1746182899.8857818,28000,0.001953125,0.0078125,28000,3530
3541,1443.69358586,5438976.0,0.0,5438976.0,0.0078125,96.80078125,0.005455182399600744,0.23926135897636414,-0.530592679977417,1.0,96.80078125,1.0,0.8174740076065063,3541,26.42317771911621,-0.530592679977417,0.001953125,26.42317771911621,0.8174740076065063,0.0,0.005455182399600744,0.23926135897636414,1746182903.8010914,28080,0.001953125,0.0078125,28080,3540
3546,1445.653075365,5446656.0,0.0,5446656.0,0.0078125,96.80078125,0.004927327856421471,0.22122399508953094,-0.5325449109077454,1.0,96.80078125,1.0,0.8174740076065063,3546,25.42578125,-0.5325449109077454,0.001953125,25.42578125,0.8174740076065063,0.0,0.004927327856421471,0.22122399508953094,1746182905.7606115,28120,0.001953125,0.0078125,28120,3545
3554,1448.784911026,5458944.0,0.0,5458944.0,0.0078125,96.80078125,0.005448322277516127,0.19399844110012054,-0.5427136421203613,1.0,96.80078125,1.0,0.8174740076065063,3554,23.625,-0.5427136421203613,0.001953125,23.625,0.8174740076065063,0.0,0.005448322277516127,0.19399844110012054,1746182908.8924236,28184,0.001953125,0.0078125,28184,3553
3557,1449.957915026,5463552.0,0.0,5463552.0,0.0078125,96.80078125,0.006005389150232077,0.23258058726787567,-0.5347040891647339,1.0,96.80078125,1.0,0.8174740076065063,3557,25.526042938232422,-0.5347040891647339,0.001953125,25.526042938232422,0.8174740076065063,0.0,0.006005389150232077,0.23258058726787567,1746182910.06545,28208,0.001953125,0.0078125,28208,3556
3571,1455.474873265,5485056.0,0.0,5485056.0,0.0078125,96.80078125,0.006160065531730652,0.23752641677856445,-0.509917676448822,1.0,96.80078125,1.0,0.8174740076065063,3571,26.096355438232422,-0.509917676448822,0.001953125,26.096355438232422,0.8174740076065063,0.0,0.006160065531730652,0.23752641677856445,1746182915.582344,28320,0.001953125,0.0078125,28320,3570
3579,1458.701374261,5497344.0,0.0,5497344.0,0.0078125,95.0234375,0.005390642210841179,0.19670861959457397,-0.5249501466751099,1.0,95.0234375,1.0,0.827380359172821,3579,23.77864646911621,-0.5249501466751099,0.00390625,23.77864646911621,0.827380359172821,0.0,0.005390642210841179,0.19670861959457397,1746182918.8089426,28384,0.00390625,0.0078125,28384,3578
3580,1459.092613722,5498880.0,0.0,5498880.0,0.0078125,95.0234375,0.005372434854507446,0.23203465342521667,-0.5226768255233765,1.0,95.0234375,1.0,0.827380359172821,3580,24.87630271911621,-0.5226768255233765,0.00390625,24.87630271911621,0.827380359172821,0.0,0.005372434854507446,0.23203465342521667,1746182919.2001457,28392,0.00390625,0.0078125,28392,3579
3582,1459.880306867,5501952.0,0.0,5501952.0,0.0078125,95.0234375,0.005666120909154415,0.22573719918727875,-0.521938681602478,1.0,95.0234375,1.0,0.827380359172821,3582,26.30859375,-0.521938681602478,0.00390625,26.30859375,0.827380359172821,0.0,0.005666120909154415,0.22573719918727875,1746182919.987745,28408,0.00390625,0.0078125,28408,3581
3587,1461.846147406,5509632.0,0.0,5509632.0,0.0078125,95.0234375,0.00561447162181139,0.19736942648887634,-0.5177261829376221,1.0,95.0234375,1.0,0.827380359172821,3587,23.49609375,-0.5177261829376221,0.00390625,23.49609375,0.827380359172821,0.0,0.00561447162181139,0.19736942648887634,1746182921.9536572,28448,0.00390625,0.0078125,28448,3586
3634,1480.284680275,5581824.0,0.0,5581824.0,0.0078125,95.0234375,0.005697180517017841,0.2079794853925705,-0.5151306390762329,1.0,95.0234375,1.0,0.827380359172821,3634,24.83333396911621,-0.5151306390762329,0.00390625,24.83333396911621,0.827380359172821,0.0,0.005697180517017841,0.2079794853925705,1746182940.3922317,28824,0.00390625,0.0078125,28824,3633
3639,1482.236701379,5589504.0,0.0,5589504.0,0.0078125,95.0234375,0.006330068223178387,0.19115766882896423,-0.5152603387832642,1.0,95.0234375,1.0,0.827380359172821,3639,22.9609375,-0.5152603387832642,0.00390625,22.9609375,0.827380359172821,0.0,0.006330068223178387,0.19115766882896423,1746182942.3442228,28864,0.00390625,0.0078125,28864,3638
3647,1485.374993024,5601792.0,0.0,5601792.0,0.0078125,95.0234375,0.005392719060182571,0.23260626196861267,-0.5215861797332764,1.0,95.0234375,1.0,0.827380359172821,3647,26.01953125,-0.5215861797332764,0.00390625,26.01953125,0.827380359172821,0.0,0.005392719060182571,0.23260626196861267,1746182945.4824288,28928,0.00390625,0.0078125,28928,3646
3654,1488.133902054,5612544.0,0.0,5612544.0,0.0078125,95.0234375,0.00506022572517395,0.23268458247184753,-0.5206087827682495,1.0,95.0234375,1.0,0.827380359172821,3654,26.2578125,-0.5206087827682495,0.00390625,26.2578125,0.827380359172821,0.0,0.00506022572517395,0.23268458247184753,1746182948.241428,28984,0.00390625,0.0078125,28984,3653
3655,1488.525263453,5614080.0,0.0,5614080.0,0.0078125,95.0234375,0.007216007448732853,0.19659344851970673,-0.4976074993610382,1.0,95.0234375,1.0,0.827380359172821,3655,24.16145896911621,-0.4976074993610382,0.00390625,24.16145896911621,0.827380359172821,0.0,0.007216007448732853,0.19659344851970673,1746182948.6327915,28992,0.00390625,0.0078125,28992,3654
3664,1492.070788921,5627904.0,0.0,5627904.0,0.0078125,95.0234375,0.005784408189356327,0.19361519813537598,-0.511258602142334,1.0,95.0234375,1.0,0.827380359172821,3664,23.0390625,-0.511258602142334,0.00390625,23.0390625,0.827380359172821,0.0,0.005784408189356327,0.19361519813537598,1746182952.178102,29064,0.00390625,0.0078125,29064,3663
3675,1496.397149899,5644800.0,0.0,5644800.0,0.0078125,95.0234375,0.007332418113946915,0.18309782445430756,-0.5106730461120605,1.0,95.0234375,1.0,0.827380359172821,3675,23.13802146911621,-0.5106730461120605,0.00390625,23.13802146911621,0.827380359172821,0.0,0.007332418113946915,0.18309782445430756,1746182956.5046818,29152,0.00390625,0.0078125,29152,3674
3685,1500.322750308,5660160.0,0.0,5660160.0,0.0078125,95.0234375,0.00725608691573143,0.18951714038848877,-0.5233107209205627,1.0,95.0234375,1.0,0.827380359172821,3685,23.22786521911621,-0.5233107209205627,0.00390625,23.22786521911621,0.827380359172821,0.0,0.00725608691573143,0.18951714038848877,1746182960.4302452,29232,0.00390625,0.0078125,29232,3684
3702,1507.006571488,5686272.0,0.0,5686272.0,0.0078125,95.0234375,0.005145104601979256,0.20295827090740204,-0.4619390070438385,1.0,95.0234375,1.0,0.827380359172821,3702,23.190105438232422,-0.4619390070438385,0.00390625,23.190105438232422,0.827380359172821,0.0,0.005145104601979256,0.20295827090740204,1746182967.1140766,29368,0.00390625,0.0078125,29368,3701
3710,1510.131220341,5698560.0,0.0,5698560.0,0.0078125,95.0234375,0.005654189735651016,0.20033244788646698,-0.46512001752853394,1.0,95.0234375,1.0,0.827380359172821,3710,23.83984375,-0.46512001752853394,0.00390625,23.83984375,0.827380359172821,0.0,0.005654189735651016,0.20033244788646698,1746182970.2387748,29432,0.00390625,0.0078125,29432,3709
3723,1515.227291914,5718528.0,0.0,5718528.0,0.0078125,95.0234375,0.010658888146281242,0.22465269267559052,-0.46004682779312134,1.0,95.0234375,1.0,0.827380359172821,3723,25.088542938232422,-0.46004682779312134,0.00390625,25.088542938232422,0.827380359172821,0.0,0.010658888146281242,0.22465269267559052,1746182975.3348439,29536,0.00390625,0.0078125,29536,3722
3747,1524.66186615,5755392.0,0.0182291679084301,5755392.0,0.0078125,95.0234375,0.00583647470921278,0.21888971328735352,-0.506574273109436,1.0,95.0234375,1.0,0.827380359172821,3747,23.390625,-0.506574273109436,0.00390625,23.390625,0.827380359172821,0.0182291679084301,0.00583647470921278,0.21888971328735352,1746182984.7693806,29728,0.00390625,0.0078125,29728,3746
3755,1527.792982293,5767680.0,0.0,5767680.0,0.0078125,95.0234375,0.008799421600997448,0.20712266862392426,-0.5160223245620728,1.0,95.0234375,1.0,0.827380359172821,3755,24.45052146911621,-0.5160223245620728,0.00390625,24.45052146911621,0.827380359172821,0.0,0.008799421600997448,0.20712266862392426,1746182987.900514,29792,0.00390625,0.0078125,29792,3754
3767,1532.511923793,5786112.0,0.0,5786112.0,0.0078125,95.0234375,0.010160992853343487,0.22038373351097107,-0.5186182260513306,1.0,95.0234375,1.0,0.827380359172821,3767,25.119792938232422,-0.5186182260513306,0.00390625,25.119792938232422,0.827380359172821,0.0,0.010160992853343487,0.22038373351097107,1746182992.6194723,29888,0.00390625,0.0078125,29888,3766
3772,1534.487483588,5793792.0,0.0,5793792.0,0.0078125,95.0234375,0.005712961778044701,0.20609140396118164,-0.512729287147522,1.0,95.0234375,1.0,0.827380359172821,3772,23.791667938232422,-0.512729287147522,0.00390625,23.791667938232422,0.827380359172821,0.0,0.005712961778044701,0.20609140396118164,1746182994.5948367,29928,0.00390625,0.0078125,29928,3771
3791,1541.970425245,5822976.0,0.0,5822976.0,0.0078125,95.0234375,0.008170952089130878,0.2262170910835266,-0.4912351667881012,1.0,95.0234375,1.0,0.827380359172821,3791,25.1875,-0.4912351667881012,0.00390625,25.1875,0.827380359172821,0.0,0.008170952089130878,0.2262170910835266,1746183002.0778632,30080,0.00390625,0.0078125,30080,3790
3797,1544.337891999,5832192.0,0.0,5832192.0,0.0078125,95.0234375,0.008019013330340385,0.18757009506225586,-0.4996837377548218,1.0,95.0234375,1.0,0.827380359172821,3797,22.850261688232422,-0.4996837377548218,0.00390625,22.850261688232422,0.827380359172821,0.0,0.008019013330340385,0.18757009506225586,1746183004.4453616,30128,0.00390625,0.0078125,30128,3796
3800,1545.513275289,5836800.0,0.0,5836800.0,0.0078125,95.0234375,0.006083608604967594,0.24171261489391327,-0.5168764591217041,1.0,95.0234375,1.0,0.827380359172821,3800,27.069011688232422,-0.5168764591217041,0.00390625,27.069011688232422,0.827380359172821,0.0,0.006083608604967594,0.24171261489391327,1746183005.620746,30152,0.00390625,0.0078125,30152,3799
3807,1548.24956171,5847552.0,0.0,5847552.0,0.0078125,95.0234375,0.006278070621192455,0.19125708937644958,-0.5108132362365723,1.0,95.0234375,1.0,0.827380359172821,3807,22.963542938232422,-0.5108132362365723,0.00390625,22.963542938232422,0.827380359172821,0.0,0.006278070621192455,0.19125708937644958,1746183008.357068,30208,0.00390625,0.0078125,30208,3806
3816,1551.785825809,5861376.0,0.0,5861376.0,0.0078125,95.0234375,0.005591766908764839,0.19798557460308075,-0.520125150680542,1.0,95.0234375,1.0,0.827380359172821,3816,23.819011688232422,-0.520125150680542,0.00390625,23.819011688232422,0.827380359172821,0.0,0.005591766908764839,0.19798557460308075,1746183011.893333,30280,0.00390625,0.0078125,30280,3815
3829,1556.878524603,5881344.0,0.0,5881344.0,0.0078125,95.0234375,0.00581305893138051,0.22688719630241394,-0.5162814855575562,1.0,95.0234375,1.0,0.827380359172821,3829,26.2890625,-0.5162814855575562,0.00390625,26.2890625,0.827380359172821,0.0,0.00581305893138051,0.22688719630241394,1746183016.9860232,30384,0.00390625,0.0078125,30384,3828
3849,1564.737662759,5912064.0,0.0,5912064.0,0.0078125,95.0234375,0.006516491062939167,0.21937446296215057,-0.5394262671470642,1.0,95.0234375,1.0,0.827380359172821,3849,24.377605438232422,-0.5394262671470642,0.00390625,24.377605438232422,0.827380359172821,0.0,0.006516491062939167,0.21937446296215057,1746183024.8451834,30544,0.00390625,0.0078125,30544,3848
3857,1567.868283615,5924352.0,0.02083333395421505,5924352.0,0.0078125,95.0234375,0.009388717822730541,0.2363705039024353,-0.5277246236801147,1.0,95.0234375,1.0,0.827380359172821,3857,24.963542938232422,-0.5277246236801147,0.00390625,24.963542938232422,0.827380359172821,0.02083333395421505,0.009388717822730541,0.2363705039024353,1746183027.9757738,30608,0.00390625,0.0078125,30608,3856
3861,1569.436994803,5930496.0,0.0,5930496.0,0.0078125,95.0234375,0.01015745010226965,0.2064623087644577,-0.5238205194473267,1.0,95.0234375,1.0,0.827380359172821,3861,24.022136688232422,-0.5238205194473267,0.00390625,24.022136688232422,0.827380359172821,0.0,0.01015745010226965,0.2064623087644577,1746183029.54454,30640,0.00390625,0.0078125,30640,3860
3868,1572.179394143,5941248.0,0.0,5941248.0,0.0078125,95.0234375,0.005129718221724033,0.2194996327161789,-0.5424374938011169,1.0,95.0234375,1.0,0.827380359172821,3868,24.76692771911621,-0.5424374938011169,0.00390625,24.76692771911621,0.827380359172821,0.0,0.005129718221724033,0.2194996327161789,1746183032.2869318,30696,0.00390625,0.0078125,30696,3867
3897,1583.595733975,5985792.0,0.0,5985792.0,0.0078125,95.0234375,0.007735207676887512,0.22981326282024384,-0.5326907634735107,1.0,95.0234375,1.0,0.827380359172821,3897,25.421875,-0.5326907634735107,0.00390625,25.421875,0.827380359172821,0.0,0.007735207676887512,0.22981326282024384,1746183043.7032752,30928,0.00390625,0.0078125,30928,3896
3906,1587.255150573,5999616.0,0.01953125,5999616.0,0.0078125,96.33723449707031,0.019522421061992645,0.20301014184951782,-0.5253532528877258,1.0,96.33723449707031,1.0,0.8525525331497192,3906,23.369792938232422,-0.5253532528877258,0.017543859779834747,23.369792938232422,0.8525525331497192,0.01953125,0.019522421061992645,0.20301014184951782,1746183047.362646,31000,0.017543859779834747,0.0078125,31000,3905
3907,1587.646329923,6001152.0,0.0,6001152.0,0.00911458395421505,96.33723449707031,0.0107408557087183,0.2638194262981415,-0.5733768939971924,1.0,96.33723449707031,1.0,0.8525525331497192,3907,29.7734375,-0.5733768939971924,0.017543859779834747,29.7734375,0.8525525331497192,0.0,0.0107408557087183,0.2638194262981415,1746183047.7538548,31008,0.017543859779834747,0.00911458395421505,31008,3906
3918,1591.955006456,6018048.0,0.0,6018048.0,0.0078125,96.33723449707031,0.010561801493167877,0.20575349032878876,-0.5125166177749634,1.0,96.33723449707031,1.0,0.8525525331497192,3918,24.764324188232422,-0.5125166177749634,0.017543859779834747,24.764324188232422,0.8525525331497192,0.0,0.010561801493167877,0.20575349032878876,1746183052.0624957,31096,0.017543859779834747,0.0078125,31096,3917
3932,1597.435920058,6039552.0,0.0,6039552.0,0.0078125,96.33723449707031,0.011127354577183723,0.1961338222026825,-0.5142268538475037,1.0,96.33723449707031,1.0,0.8525525331497192,3932,23.944011688232422,-0.5142268538475037,0.017543859779834747,23.944011688232422,0.8525525331497192,0.0,0.011127354577183723,0.1961338222026825,1746183057.543394,31208,0.017543859779834747,0.0078125,31208,3931
3941,1600.973051395,6053376.0,0.0,6053376.0,0.0078125,96.33723449707031,0.008310667239129543,0.1942334622144699,-0.516778290271759,1.0,96.33723449707031,1.0,0.8525525331497192,3941,23.893230438232422,-0.516778290271759,0.017543859779834747,23.893230438232422,0.8525525331497192,0.0,0.008310667239129543,0.1942334622144699,1746183061.080587,31280,0.017543859779834747,0.0078125,31280,3940
3952,1605.281958265,6070272.0,0.0,6070272.0,0.0078125,96.33723449707031,0.008560188114643097,0.20703868567943573,-0.5029343962669373,1.0,96.33723449707031,1.0,0.8525525331497192,3952,24.53255271911621,-0.5029343962669373,0.017543859779834747,24.53255271911621,0.8525525331497192,0.0,0.008560188114643097,0.20703868567943573,1746183065.3894694,31368,0.017543859779834747,0.0078125,31368,3951
3956,1606.846995672,6076416.0,0.0,6076416.0,0.0078125,96.33723449707031,0.008397148922085762,0.20164212584495544,-0.4830614924430847,1.0,96.33723449707031,1.0,0.8525525331497192,3956,23.588542938232422,-0.4830614924430847,0.017543859779834747,23.588542938232422,0.8525525331497192,0.0,0.008397148922085762,0.20164212584495544,1746183066.9545572,31400,0.017543859779834747,0.0078125,31400,3955
3971,1612.74596482,6099456.0,0.0,6099456.0,0.0078125,96.33723449707031,0.015459985472261906,0.2041272521018982,-0.5522511601448059,1.0,96.33723449707031,1.0,0.8525525331497192,3971,23.904949188232422,-0.5522511601448059,0.017543859779834747,23.904949188232422,0.8525525331497192,0.0,0.015459985472261906,0.2041272521018982,1746183072.853474,31520,0.017543859779834747,0.0078125,31520,3970
3975,1614.307060398,6105600.0,0.0,6105600.0,0.0078125,96.33723449707031,0.01242678239941597,0.2346615046262741,-0.5438979268074036,1.0,96.33723449707031,1.0,0.8525525331497192,3975,26.26692771911621,-0.5438979268074036,0.017543859779834747,26.26692771911621,0.8525525331497192,0.0,0.01242678239941597,0.2346615046262741,1746183074.4145792,31552,0.017543859779834747,0.0078125,31552,3974
4001,1624.500791815,6145536.0,0.0,6145536.0,0.0078125,96.33723449707031,0.007689177058637142,0.22023868560791016,-0.5311416387557983,1.0,96.33723449707031,1.0,0.8525525331497192,4001,25.299480438232422,-0.5311416387557983,0.017543859779834747,25.299480438232422,0.8525525331497192,0.0,0.007689177058637142,0.22023868560791016,1746183084.60832,31760,0.017543859779834747,0.0078125,31760,4000
4037,1638.61991532,6200832.0,0.0,6200832.0,0.0078125,96.33723449707031,0.007933944463729858,0.27587783336639404,-0.6097143888473511,1.0,96.33723449707031,1.0,0.8525525331497192,4037,27.748699188232422,-0.6097143888473511,0.017543859779834747,27.748699188232422,0.8525525331497192,0.0,0.007933944463729858,0.27587783336639404,1746183098.72746,32048,0.017543859779834747,0.0078125,32048,4036
4051,1644.114022879,6222336.0,0.0,6222336.0,0.0078125,96.33723449707031,0.011623435653746128,0.2682562470436096,-0.5639032125473022,1.0,96.33723449707031,1.0,0.8525525331497192,4051,27.59895896911621,-0.5639032125473022,0.017543859779834747,27.59895896911621,0.8525525331497192,0.0,0.011623435653746128,0.2682562470436096,1746183104.221529,32160,0.017543859779834747,0.0078125,32160,4050
4067,1650.39738105,6246912.0,0.0,6246912.0,0.0078125,96.33723449707031,0.008559570647776127,0.23248934745788574,-0.5646979808807373,1.0,96.33723449707031,1.0,0.8525525331497192,4067,25.73828125,-0.5646979808807373,0.017543859779834747,25.73828125,0.8525525331497192,0.0,0.008559570647776127,0.23248934745788574,1746183110.50483,32288,0.017543859779834747,0.0078125,32288,4066
4070,1651.572602493,6251520.0,0.0,6251520.0,0.0078125,96.33723449707031,0.011116772890090942,0.19924712181091309,-0.5615420341491699,1.0,96.33723449707031,1.0,0.8525525331497192,4070,23.67578125,-0.5615420341491699,0.017543859779834747,23.67578125,0.8525525331497192,0.0,0.011116772890090942,0.19924712181091309,1746183111.6801372,32312,0.017543859779834747,0.0078125,32312,4069
4077,1654.327302487,6262272.0,0.0,6262272.0,0.0078125,96.33723449707031,0.013069486245512962,0.20798467099666595,-0.589134693145752,1.0,96.33723449707031,1.0,0.8525525331497192,4077,23.625,-0.589134693145752,0.017543859779834747,23.625,0.8525525331497192,0.0,0.013069486245512962,0.20798467099666595,1746183114.4348018,32368,0.017543859779834747,0.0078125,32368,4076
4088,1658.629732333,6279168.0,0.0,6279168.0,0.0078125,96.33723449707031,0.013448183424770832,0.2222909927368164,-0.5438387393951416,1.0,96.33723449707031,1.0,0.8525525331497192,4088,24.944011688232422,-0.5438387393951416,0.017543859779834747,24.944011688232422,0.8525525331497192,0.0,0.013448183424770832,0.2222909927368164,1746183118.7372499,32456,0.017543859779834747,0.0078125,32456,4087
4101,1663.720974649,6299136.0,0.0,6299136.0,0.0078125,96.33723449707031,0.011019626632332802,0.19839082658290863,-0.5743065476417542,1.0,96.33723449707031,1.0,0.8525525331497192,4101,23.053386688232422,-0.5743065476417542,0.017543859779834747,23.053386688232422,0.8525525331497192,0.0,0.011019626632332802,0.19839082658290863,1746183123.8284202,32560,0.017543859779834747,0.0078125,32560,4100
4102,1664.113563623,6300672.0,0.0,6300672.0,0.0078125,96.33723449707031,0.010769504122436047,0.23119013011455536,-0.5681096911430359,1.0,96.33723449707031,1.0,0.8525525331497192,4102,25.5078125,-0.5681096911430359,0.017543859779834747,25.5078125,0.8525525331497192,0.0,0.010769504122436047,0.23119013011455536,1746183124.2210705,32568,0.017543859779834747,0.0078125,32568,4101
4105,1665.306987724,6305280.0,0.0,6305280.0,0.0078125,96.33723449707031,0.009206936694681644,0.23104152083396912,-0.5578417778015137,1.0,96.33723449707031,1.0,0.8525525331497192,4105,25.63802146911621,-0.5578417778015137,0.017543859779834747,25.63802146911621,0.8525525331497192,0.0,0.009206936694681644,0.23104152083396912,1746183125.4144688,32592,0.017543859779834747,0.0078125,32592,4104
