_runtime,grad_steps,test_returned_won_episode,test_returned_episode_lengths,returned_episode_lengths,returned_episode,test_returned_episode_returns,returned_won_episode,qvals,update_steps,env_step,_timestamp,loss,test_returned_episode,_step,returned_episode_returns
396.768187079,7432,0.0,40.26023864746094,26.14192771911621,0.014973958022892475,0.5123372673988342,0.0,-0.20809942483901978,960,1474560.0,1746199162.0989037,0.03926732391119003,0.9999999403953552,959,0.40608713030815125
399.000900658,7480,0.0,40.26023864746094,28.765625,0.01888020895421505,0.5123372673988342,0.02408854104578495,-0.2312261462211609,966,1483776.0,1746199164.3315895,0.03186415135860443,0.9999999403953552,965,0.5296515822410583
401.235542074,7528,0.0,40.26023864746094,25.90755271911621,0.01171875,0.5123372673988342,0.052734375,-0.23324313759803772,972,1492992.0,1746199166.5662627,0.025280889123678207,0.9999999403953552,971,0.3943879306316376
401.608161636,7536,0.0,40.26023864746094,26.16666603088379,0.013671875,0.5123372673988342,0.0032552082557231188,-0.22692519426345825,973,1494528.0,1746199166.9388611,0.022722294554114342,0.9999999403953552,972,0.36029288172721863
401.980124787,7544,0.0,40.26023864746094,25.11458396911621,0.008463541977107525,0.5123372673988342,0.0,-0.22765624523162842,974,1496064.0,1746199167.3108265,0.03452443704009056,0.9999999403953552,973,0.33582672476768494
405.415270747,7616,0.06467065960168839,54.55329132080078,26.09114646911621,0.01171875,0.8419039845466614,0.1009114608168602,-0.2680874466896057,983,1509888.0,1746199170.745997,0.03654098138213158,0.9999999403953552,982,0.5210838317871094
413.983680854,7800,0.06467065960168839,54.55329132080078,26.39974021911621,0.015625,0.8419039845466614,0.02473958395421505,-0.30091720819473267,1006,1545216.0,1746199179.3143876,0.045356523245573044,0.9999999403953552,1005,0.543219268321991
418.822143749,7904,0.06467065960168839,54.55329132080078,25.73697853088379,0.011067708022892475,0.8419039845466614,0.1549479216337204,-0.275869220495224,1019,1565184.0,1746199184.152842,0.04181135073304176,0.9999999403953552,1018,0.5508430600166321
423.666713943,8008,0.06467065960168839,54.55329132080078,27.32096290588379,0.011067708022892475,0.8419039845466614,0.3092447817325592,-0.2915523648262024,1032,1585152.0,1746199188.9974222,0.04575491324067116,0.9999999403953552,1031,0.8211197257041931
428.138740358,8104,0.06467065960168839,54.55329132080078,26.72395896911621,0.01171875,0.8419039845466614,0.083984375,-0.29712507128715515,1044,1603584.0,1746199193.4694653,0.07952561974525452,0.9999999403953552,1043,0.4886555075645447
438.201519002,8320,0.06467065960168839,54.55329132080078,28.83333396911621,0.01171875,0.8419039845466614,0.0826822891831398,-0.33849814534187317,1071,1645056.0,1746199203.5322366,0.07559201866388321,0.9999999403953552,1070,0.5142316818237305
439.319976437,8344,0.06467065960168839,54.55329132080078,26.1171875,0.014322916977107525,0.8419039845466614,0.0930989608168602,-0.34488940238952637,1074,1649664.0,1746199204.6506948,0.08766435086727142,0.9999999403953552,1073,0.5265493988990784
441.182576184,8384,0.06467065960168839,54.55329132080078,25.31184959411621,0.013020833022892475,0.8419039845466614,0.1484375,-0.32388514280319214,1079,1657344.0,1746199206.5132887,0.06646629422903061,0.9999999403953552,1078,0.5988280177116394
444.163692968,8448,0.06467065960168839,54.55329132080078,27.52604103088379,0.014322916977107525,0.8419039845466614,0.2545572817325592,-0.3548274040222168,1087,1669632.0,1746199209.4944146,0.07120148837566376,0.9999999403953552,1086,0.7312043309211731
449.381052274,8560,0.06467065960168839,54.55329132080078,28.27994728088379,0.013020833022892475,0.8419039845466614,0.1360677033662796,-0.4097452759742737,1101,1691136.0,1746199214.7117624,0.06614276766777039,0.9999999403953552,1100,0.5912694334983826
453.480007624,8648,0.06467065960168839,54.55329132080078,27.732421875,0.013671875,0.8419039845466614,0.107421875,-0.39201587438583374,1112,1708032.0,1746199218.8107193,0.07123862206935883,0.9999999403953552,1111,0.5353775024414062
457.20690238,8728,0.06467065960168839,54.55329132080078,28.576171875,0.01627604104578495,0.8419039845466614,0.15234375,-0.3847341239452362,1122,1723392.0,1746199222.537612,0.09514877200126648,0.9999999403953552,1121,0.6879197955131531
465.397833064,8904,0.06467065960168839,54.55329132080078,29.37369728088379,0.01627604104578495,0.8419039845466614,0.0774739608168602,-0.5356405973434448,1144,1757184.0,1746199230.7285597,0.08423745632171631,0.9999999403953552,1143,0.5861619710922241
466.516570799,8928,0.06467065960168839,54.55329132080078,28.98828125,0.01692708395421505,0.8419039845466614,0.1848958283662796,-0.48639047145843506,1147,1761792.0,1746199231.8473246,0.08026396483182907,0.9999999403953552,1146,0.7343195080757141
466.889258389,8936,0.06467065960168839,54.55329132080078,29.13932228088379,0.02018229104578495,0.8419039845466614,0.2513020932674408,-0.46266868710517883,1148,1763328.0,1746199232.2198672,0.09857355058193207,0.9999999403953552,1147,0.834687352180481
468.382231348,8968,0.06467065960168839,54.55329132080078,28.29817771911621,0.01888020895421505,0.8419039845466614,0.318359375,-0.48488008975982666,1152,1769472.0,1746199233.7129264,0.09195215255022049,0.9999999403953552,1151,0.8742283582687378
470.242778567,9008,0.06467065960168839,54.55329132080078,27.35025978088379,0.021484375,0.8419039845466614,0.0807291641831398,-0.5119115710258484,1157,1777152.0,1746199235.5735042,0.1202273741364479,0.9999999403953552,1156,0.6240460872650146
472.480569653,9056,0.06467065960168839,54.55329132080078,27.94400978088379,0.02083333395421505,0.8419039845466614,0.298828125,-0.520357072353363,1163,1786368.0,1746199237.8113225,0.09793554246425629,0.9999999403953552,1162,0.8793976902961731
473.972659644,9088,0.06467065960168839,54.55329132080078,30.16927146911621,0.01822916604578495,0.8419039845466614,0.3229166567325592,-0.48925578594207764,1167,1792512.0,1746199239.3033333,0.09591013193130493,0.9999999403953552,1166,0.9385935664176941
474.717886444,9104,0.06467065960168839,54.55329132080078,29.95768165588379,0.01627604104578495,0.8419039845466614,0.2662760317325592,-0.5137948989868164,1169,1795584.0,1746199240.04858,0.08960931748151779,0.9999999403953552,1168,0.8519171476364136
481.796660076,9256,0.06467065960168839,54.55329132080078,29.75,0.01692708395421505,0.8419039845466614,0.2877604067325592,-0.46419575810432434,1188,1824768.0,1746199247.12738,0.11174233257770538,0.9999999403953552,1187,0.848954975605011
492.974477697,9496,0.06467065960168839,54.55329132080078,29.16927146911621,0.01627604104578495,0.8419039845466614,0.4479166567325592,-0.39528509974479675,1218,1870848.0,1746199258.3051999,0.1483815610408783,0.9999999403953552,1217,1.0700128078460693
494.463935154,9528,0.06467065960168839,54.55329132080078,29.111328125,0.017578125,0.8419039845466614,0.271484375,-0.4042777121067047,1222,1876992.0,1746199259.7946362,0.17168980836868286,0.9999999403953552,1221,0.8546743392944336
498.188160626,9608,0.06467065960168839,54.55329132080078,28.912109375,0.02083333395421505,0.8419039845466614,0.3658854067325592,-0.4002509117126465,1232,1892352.0,1746199263.518872,0.1422547698020935,0.9999999403953552,1231,0.9704458713531494
499.677452921,9640,0.06467065960168839,54.55329132080078,29.1328125,0.015625,0.8419039845466614,0.3723958432674408,-0.3992629051208496,1236,1898496.0,1746199265.0081518,0.16852733492851257,0.9999999403953552,1235,0.950934112071991
503.402192364,9720,0.06467065960168839,54.55329132080078,29.224609375,0.01692708395421505,0.8419039845466614,0.33984375,-0.4041401743888855,1246,1913856.0,1746199268.732901,0.18328161537647247,0.9999999403953552,1245,0.9422947764396667
507.868655629,9816,0.06467065960168839,54.55329132080078,28.11197853088379,0.01822916604578495,0.8419039845466614,0.41015625,-0.3375254273414612,1258,1932288.0,1746199273.1993961,0.18388134241104126,0.9999999403953552,1257,1.0139516592025757
514.584795196,9960,0.06467065960168839,54.55329132080078,28.71809959411621,0.01822916604578495,0.8419039845466614,0.4563802182674408,-0.34791460633277893,1276,1959936.0,1746199279.9155347,0.23098842799663544,0.9999999403953552,1275,1.089798092842102
516.073243416,9992,0.06467065960168839,54.55329132080078,28.62565040588379,0.01953125,0.8419039845466614,0.439453125,-0.387971431016922,1280,1966080.0,1746199281.403966,0.2342885136604309,0.9999999403953552,1279,1.0545247793197632
516.842086837,10008,0.06467065960168839,54.55329132080078,28.205078125,0.01888020895421505,0.8419039845466614,0.4505208432674408,-0.3646407723426819,1282,1969152.0,1746199282.1728227,0.25611862540245056,0.9999999403953552,1281,1.0749543905258179
547.827522164,10672,0.7376800775527954,41.918880462646484,28.83138084411621,0.01822916604578495,1.6951476335525513,0.5501301884651184,-0.36905622482299805,1365,2096640.0,1746199313.1582363,0.3756473660469055,1.0,1364,1.2093130350112915
553.786932148,10800,0.7376800775527954,41.918880462646484,29.20052146911621,0.02083333395421505,1.6951476335525513,0.5338541865348816,-0.3779321610927582,1381,2121216.0,1746199319.1176453,0.42527949810028076,1.0,1380,1.1856834888458252
554.532235423,10816,0.7376800775527954,41.918880462646484,28.88216209411621,0.017578125,1.6951476335525513,0.5592448115348816,-0.25389039516448975,1383,2124288.0,1746199319.8629596,0.38432177901268005,1.0,1382,1.2277700901031494
564.226535118,11024,0.7376800775527954,41.918880462646484,30.05143165588379,0.01888020895421505,1.6951476335525513,0.6028645634651184,-0.3295857906341553,1409,2164224.0,1746199329.5572886,0.3997546434402466,1.0,1408,1.2763410806655884
566.459109699,11072,0.7376800775527954,41.918880462646484,28.53059959411621,0.01953125,1.6951476335525513,0.486328125,-0.403326153755188,1415,2173440.0,1746199331.789836,0.45122361183166504,1.0,1414,1.1021677255630493
567.95128988,11104,0.7376800775527954,41.918880462646484,28.82291603088379,0.01953125,1.6951476335525513,0.45703125,-0.4463862180709839,1419,2179584.0,1746199333.2819781,0.5357158184051514,1.0,1418,1.0995018482208252
573.168218772,11216,0.7376800775527954,41.918880462646484,29.17122459411621,0.01822916604578495,1.6951476335525513,0.5403645634651184,-0.4784642159938812,1433,2201088.0,1746199338.4989233,0.4266587793827057,1.0,1432,1.184401035308838
579.126172445,11344,0.7376800775527954,41.918880462646484,28.98177146911621,0.02018229104578495,1.6951476335525513,0.6315104365348816,-0.5163626670837402,1449,2225664.0,1746199344.4568942,0.4235440492630005,1.0,1448,1.3177016973495483
582.110240666,11408,0.7376800775527954,41.918880462646484,27.91145896911621,0.01953125,1.6951476335525513,0.5670573115348816,-0.4290633201599121,1457,2237952.0,1746199347.440954,0.3993309438228607,1.0,1456,1.1909959316253662
583.973748187,11448,0.7376800775527954,41.918880462646484,28.97916603088379,0.02018229104578495,1.6951476335525513,0.59375,-0.43297287821769714,1462,2245632.0,1746199349.3044538,0.4013558030128479,1.0,1461,1.2503352165222168
589.562167738,11568,0.7376800775527954,41.918880462646484,29.02864646911621,0.01822916604578495,1.6951476335525513,0.5455729365348816,-0.48566776514053345,1477,2268672.0,1746199354.8928847,0.4777703881263733,1.0,1476,1.2024121284484863
591.796246952,11616,0.7376800775527954,41.918880462646484,28.78971290588379,0.01953125,1.6951476335525513,0.6002604365348816,-0.4532198905944824,1483,2277888.0,1746199357.126967,0.4027665853500366,1.0,1482,1.2664061784744263
595.149694422,11688,0.7376800775527954,41.918880462646484,28.294921875,0.021484375,1.6951476335525513,0.6614583134651184,-0.382973313331604,1492,2291712.0,1746199360.480403,0.3945475220680237,1.0,1491,1.349267601966858
596.639712178,11720,0.7376800775527954,41.918880462646484,28.4375,0.01953125,1.6951476335525513,0.55859375,-0.3913488984107971,1496,2297856.0,1746199361.9704077,0.4665158987045288,1.0,1495,1.2058755159378052
602.603313591,11848,0.7376800775527954,41.918880462646484,28.50260353088379,0.02083333395421505,1.6951476335525513,0.630859375,-0.4200146198272705,1512,2322432.0,1746199367.9340265,0.4602905809879303,1.0,1511,1.30458664894104
625.335043349,12336,0.7376800775527954,41.918880462646484,29.33854103088379,0.017578125,1.6951476335525513,0.6848958134651184,-0.36322733759880066,1573,2416128.0,1746199390.6657598,0.3288835883140564,1.0,1572,1.3697916269302368
633.53474253,12512,0.7376800775527954,41.918880462646484,28.55208396911621,0.01822916604578495,1.6951476335525513,0.66796875,-0.3724331855773926,1595,2449920.0,1746199398.865471,0.33526450395584106,1.0,1594,1.3359375
641.355384266,12680,0.7376800775527954,41.918880462646484,29.09635353088379,0.01953125,1.6951476335525513,0.6393229365348816,-0.3316628336906433,1616,2482176.0,1746199406.686104,0.31409287452697754,1.0,1615,1.3154329061508179
644.788227355,12752,0.9761702418327332,43.826385498046875,28.56900978088379,0.01953125,1.9737786054611206,0.6276041865348816,-0.34864139556884766,1625,2496000.0,1746199410.1189303,0.3122265934944153,1.0,1624,1.3037335872650146
657.44651352,13024,0.9761702418327332,43.826385498046875,29.08333396911621,0.01822916604578495,1.9737786054611206,0.673828125,-0.2863130569458008,1659,2548224.0,1746199422.777232,0.2959463596343994,1.0,1658,1.34765625
662.662174421,13136,0.9761702418327332,43.826385498046875,29.14388084411621,0.02018229104578495,1.9737786054611206,0.662109375,-0.2328527420759201,1673,2569728.0,1746199427.992901,0.26916101574897766,1.0,1672,1.3463799953460693
663.034909571,13144,0.9761702418327332,43.826385498046875,29.53971290588379,0.01953125,1.9737786054611206,0.6432291865348816,-0.24444976449012756,1674,2571264.0,1746199428.3656313,0.2851482629776001,1.0,1673,1.3243814706802368
673.828235394,13376,0.9761702418327332,43.826385498046875,28.81770896911621,0.017578125,1.9737786054611206,0.6640625,-0.15230301022529602,1703,2615808.0,1746199439.1589446,0.2527392506599426,1.0,1702,1.32917320728302
674.943950921,13400,0.9761702418327332,43.826385498046875,28.62369728088379,0.01888020895421505,1.9737786054611206,0.6458333134651184,-0.17450043559074402,1706,2620416.0,1746199440.2746637,0.2585766911506653,1.0,1705,1.3216536045074463
678.293778694,13472,0.9761702418327332,43.826385498046875,28.810546875,0.01888020895421505,1.9737786054611206,0.662109375,-0.20470738410949707,1715,2634240.0,1746199443.6244862,0.25040578842163086,1.0,1714,1.3434895277023315
