returned_episode,env_step,_step,test_returned_episode_returns,_timestamp,qvals,loss,update_steps,grad_steps,returned_won_episode,test_returned_episode,test_returned_won_episode,returned_episode_returns,returned_episode_lengths,test_returned_episode_lengths,_runtime
0.014322916977107525,643584.0,418,0.00319646205753088,1746189312.2944238,0.31981611251831055,0.09778647124767303,419,3104,0.0,1.0,0.0,0.1515650898218155,31.46614646911621,20.803422927856445,161.300824885
0.017578125,662016.0,430,0.00319646205753088,1746189315.8464422,0.27986353635787964,0.09981738030910492,431,3200,0.0,1.0,0.0,0.14324304461479187,30.337890625,20.803422927856445,164.852833793
0.017578125,668160.0,434,0.00319646205753088,1746189317.0301383,0.25583529472351074,0.11757910251617432,435,3232,0.0,1.0,0.0,0.10027777403593063,28.94205665588379,20.803422927856445,166.036575355
0.01953125,671232.0,436,0.00319646205753088,1746189317.6214013,0.23911349475383759,0.16179803013801575,437,3248,0.0,1.0,0.0,0.13263368606567383,27.88020896911621,20.803422927856445,166.627786836
0.01822916604578495,683520.0,444,0.00319646205753088,1746189319.9874344,0.22523030638694763,0.12335975468158722,445,3312,0.0,1.0,0.0,0.1367916613817215,28.51432228088379,20.803422927856445,168.993827966
0.015625,728064.0,473,0.00319646205753088,1746189328.5656679,0.16562439501285553,0.12545578181743622,474,3544,0.0,1.0,0.0,0.14518924057483673,31.171875,20.803422927856445,177.572045995
0.017578125,757248.0,492,0.00319646205753088,1746189334.1918921,0.19104883074760437,0.09705200791358948,493,3696,0.0,1.0,0.0,0.1301579773426056,30.11979103088379,20.803422927856445,183.198271482
0.014322916977107525,761856.0,495,0.00319646205753088,1746189335.0786197,0.20902712643146515,0.11055923253297806,496,3720,0.0,1.0,0.0,0.11839929968118668,30.71224021911621,20.803422927856445,184.08501495
0.015625,763392.0,496,0.00319646205753088,1746189335.3742437,0.20728346705436707,0.1177172064781189,497,3728,0.0,1.0,0.0,0.1214461699128151,30.85546875,20.803422927856445,184.380621614
0.014322916977107525,768000.0,499,0.00319646205753088,1746189336.2607055,0.17993590235710144,0.1011185497045517,500,3752,0.0,1.0,0.0,0.11543141305446625,31.57552146911621,20.803422927856445,185.267090574
0.013671875,787968.0,512,0.00319646205753088,1746189340.1131177,0.22243733704090118,0.13461075723171234,513,3856,0.0,1.0,0.0,0.12056075036525726,32.31380081176758,20.803422927856445,189.119514564
0.014973958022892475,795648.0,517,0.00319646205753088,1746189341.5938826,0.2129606157541275,0.14692500233650208,518,3896,0.0,1.0,0.0,0.12967273592948914,32.06901168823242,20.803422927856445,190.6002752
0.015625,812544.0,528,0.00319646205753088,1746189344.8464754,0.1809183657169342,0.1399514079093933,529,3984,0.0,1.0,0.0,0.16459546983242035,30.90625,20.803422927856445,193.852849947
0.01171875,829440.0,539,0.00319646205753088,1746189348.1008418,0.14317137002944946,0.1126156747341156,540,4072,0.0,1.0,0.0,0.106595478951931,32.03125,20.803422927856445,197.107237193
0.01627604104578495,869376.0,565,0.00319646205753088,1746189355.793128,0.10029952973127365,0.13424023985862732,566,4280,0.0,1.0,0.0,0.07024739682674408,30.12109375,20.803422927856445,204.799532848
0.013671875,877056.0,570,0.00319646205753088,1746189357.27275,0.1306101530790329,0.15671540796756744,571,4320,0.0,1.0,0.0,0.09290103614330292,31.75520896911621,20.803422927856445,206.27914108
0.011067708022892475,912384.0,593,0.00319646205753088,1746189364.076646,0.08095797896385193,0.242373526096344,594,4504,0.0,1.0,0.0,0.09087587147951126,31.38020896911621,20.803422927856445,213.083048694
0.013671875,926208.0,602,0.00319646205753088,1746189366.7399733,0.053236015141010284,0.24985510110855103,603,4576,0.0,1.0,0.0,0.07333941012620926,31.19921875,20.803422927856445,215.746387051
0.01822916604578495,930816.0,605,0.00319646205753088,1746189367.6271605,0.05214489996433258,0.16381239891052246,606,4600,0.0,1.0,0.0,0.09895659983158112,29.20963478088379,20.803422927856445,216.63353536
0.014322916977107525,966144.0,628,0.00319646205753088,1746189374.4320624,0.010978593491017818,0.1709499955177307,629,4784,0.0,1.0,0.0,0.0737118124961853,30.98046875,20.803422927856445,223.43848332
0.013020833022892475,987648.0,642,0.00319646205753088,1746189378.5737696,-0.007647927850484848,0.20914018154144287,643,4896,0.0,1.0,0.0,0.07529167085886002,31.60546875,20.803422927856445,227.58015837599999
0.013020833022892475,990720.0,644,0.00319646205753088,1746189379.1652884,-0.026409748941659927,0.17456455528736115,645,4912,0.0,1.0,0.0,0.07513368129730225,31.88020896911621,20.803422927856445,228.171665247
0.013671875,998400.0,649,0.09572051465511322,1746189380.7067451,-0.03484025597572327,0.19031888246536255,650,4952,0.0,0.9999999403953552,0.0,0.053139761090278625,31.94661521911621,55.419219970703125,229.713119572
0.015625,999936.0,650,0.09572051465511322,1746189381.002364,-0.03886602818965912,0.14904171228408813,651,4960,0.0,0.9999999403953552,0.0,0.08925087004899979,31.96614646911621,55.419219970703125,230.008746975
0.012369791977107525,1007616.0,655,0.09572051465511322,1746189382.4819744,-0.01829686388373375,0.1444801241159439,656,5000,0.0,0.9999999403953552,0.0,0.09247829765081406,32.08073043823242,55.419219970703125,231.488354675
0.013020833022892475,1039872.0,676,0.09572051465511322,1746189388.7023497,0.02008507214486599,0.1837671399116516,677,5168,0.0,0.9999999403953552,0.0,0.08280728757381439,32.30598831176758,55.419219970703125,237.708721897
0.014973958022892475,1042944.0,678,0.09572051465511322,1746189389.2936263,0.023312479257583618,0.16278666257858276,679,5184,0.0,0.9999999403953552,0.0,0.10954514145851135,31.77864646911621,55.419219970703125,238.300026486
0.012369791977107525,1049088.0,682,0.09572051465511322,1746189390.476473,0.020024992525577545,0.13933956623077393,683,5216,0.0,0.9999999403953552,0.0,0.0875130146741867,31.68359375,55.419219970703125,239.482846863
0.009765625,1070592.0,696,0.09572051465511322,1746189394.6171331,-0.017921222373843193,0.17949116230010986,697,5328,0.0,0.9999999403953552,0.0,0.09361805766820908,31.921875,55.419219970703125,243.623567035
0.012369791977107525,1087488.0,707,0.09572051465511322,1746189397.8693695,-0.03467733785510063,0.14185765385627747,708,5416,0.0,0.9999999403953552,0.0,0.12848523259162903,32.05598831176758,55.419219970703125,246.875735035
0.013020833022892475,1136640.0,739,0.09572051465511322,1746189407.3342566,-0.0025901382323354483,0.10892975330352783,740,5672,0.0,0.9999999403953552,0.0,0.1579878330230713,31.96614646911621,55.419219970703125,256.340634573
0.009765625,1156608.0,752,0.09572051465511322,1746189411.1770916,0.007632335182279348,0.10757102072238922,753,5776,0.0,0.9999999403953552,0.0,0.1527838408946991,31.84895896911621,55.419219970703125,260.183497811
0.011067708022892475,1158144.0,753,0.09572051465511322,1746189411.4737656,0.031916867941617966,0.12078312784433365,754,5784,0.0,0.9999999403953552,0.0,0.12860067188739777,32.12630081176758,55.419219970703125,260.480156131
0.010416666977107525,1161216.0,755,0.09572051465511322,1746189412.0653806,0.002088222885504365,0.1335584819316864,756,5800,0.0,0.9999999403953552,0.0,0.11169616132974625,32.18489456176758,55.419219970703125,261.071748764
0.009765625,1175040.0,764,0.09572051465511322,1746189414.726676,-0.006447966210544109,0.10277777165174484,765,5872,0.0,0.9999999403953552,0.0,0.15054947137832642,31.96875,55.419219970703125,263.733056265
0.013671875,1184256.0,770,0.09572051465511322,1746189416.4995348,-0.018737325444817543,0.11005088686943054,771,5920,0.0,0.9999999403953552,0.0,0.16251127421855927,32.11848831176758,55.419219970703125,265.505973879
0.014973958022892475,1225728.0,797,0.09572051465511322,1746189424.4931965,-0.020279711112380028,0.10598097741603851,798,6136,0.0,0.9999999403953552,0.0,0.1969713419675827,30.65885353088379,55.419219970703125,273.499574303
0.012369791977107525,1231872.0,801,0.09572051465511322,1746189425.6760964,-0.015376612544059753,0.07931347191333771,802,6168,0.0,0.9999999403953552,0.0,0.19391751289367676,31.72786521911621,55.419219970703125,274.682488016
0.013671875,1236480.0,804,0.09572051465511322,1746189426.5629132,-0.022835416719317436,0.08240067958831787,805,6192,0.0,0.9999999403953552,0.0,0.20377428829669952,31.36588478088379,55.419219970703125,275.569308597
0.01171875,1239552.0,806,0.09572051465511322,1746189427.1538963,-0.021228734403848648,0.08102766424417496,807,6208,0.0,0.9999999403953552,0.0,0.1857074499130249,31.62890625,55.419219970703125,276.160298511
0.013020833022892475,1241088.0,807,0.09572051465511322,1746189427.4493635,-0.03226881101727486,0.06952742487192154,808,6216,0.0,0.9999999403953552,0.0,0.18280382454395294,31.57161521911621,55.419219970703125,276.45573883
0.009765625,1251840.0,814,0.09572051465511322,1746189429.5185595,-0.01770537719130516,0.09651505947113037,815,6272,0.0,0.9999999403953552,0.0,0.2095346748828888,31.95052146911621,55.419219970703125,278.524945177
0.015625,1284096.0,835,0.09572051465511322,1746189435.730622,-0.011909214779734612,0.08517789840698242,836,6440,0.0,0.9999999403953552,0.0,0.2652673125267029,31.09114646911621,55.419219970703125,284.737004625
0.008463541977107525,1356288.0,882,0.09572051465511322,1746189449.6648662,-0.0467090867459774,0.04501102864742279,883,6816,0.0,0.9999999403953552,0.0,0.21714754402637482,30.47916603088379,55.419219970703125,298.67126874
0.01171875,1368576.0,890,0.09572051465511322,1746189452.034807,-0.05329516530036926,0.044730305671691895,891,6880,0.0,0.9999999403953552,0.0,0.24133940041065216,30.30859375,55.419219970703125,301.041203997
0.011067708022892475,1370112.0,891,0.09572051465511322,1746189452.3307433,-0.05255485698580742,0.04120076447725296,892,6888,0.0,0.9999999403953552,0.0,0.24780379235744476,32.03385543823242,55.419219970703125,301.337146935
0.013020833022892475,1390080.0,904,0.09572051465511322,1746189456.1794982,-0.0810573548078537,0.03519229590892792,905,6992,0.0,0.9999999403953552,0.0,0.2588663101196289,32.10286331176758,55.419219970703125,305.185882597
0.01171875,1391616.0,905,0.09572051465511322,1746189456.4748719,-0.06676952540874481,0.03891177475452423,906,7000,0.0,0.9999999403953552,0.0,0.25428906083106995,32.00260543823242,55.419219970703125,305.481272711
0.013020833022892475,1393152.0,906,0.09572051465511322,1746189456.7700913,-0.06481947004795074,0.03831212967634201,907,7008,0.0,0.9999999403953552,0.0,0.22303815186023712,31.48958396911621,55.419219970703125,305.776493114
0.011067708022892475,1411584.0,918,0.09572051465511322,1746189460.3182566,-0.0349176749587059,0.04334336519241333,919,7104,0.0,0.9999999403953552,0.0,0.2609591484069824,31.29947853088379,55.419219970703125,309.324630378
0.013020833022892475,1433088.0,932,0.09572051465511322,1746189464.459976,-0.04525894299149513,0.03238276392221451,933,7216,0.0,0.9999999403953552,0.0,0.25842443108558655,32.2734375,55.419219970703125,313.466429016
0.010416666977107525,1436160.0,934,0.09572051465511322,1746189465.0516057,-0.05446610599756241,0.029960697516798973,935,7232,0.0,0.9999999403953552,0.0,0.2549227178096771,32.10286331176758,55.419219970703125,314.058003101
0.01171875,1437696.0,935,0.09572051465511322,1746189465.3474166,-0.04529906064271927,0.030156943947076797,936,7240,0.0,0.9999999403953552,0.0,0.2787647247314453,32.06119918823242,55.419219970703125,314.353791902
0.013020833022892475,1440768.0,937,0.09572051465511322,1746189465.9387488,-0.04850734397768974,0.031089331954717636,938,7256,0.0,0.9999999403953552,0.0,0.23862844705581665,31.84505271911621,55.419219970703125,314.945141242
0.011067708022892475,1454592.0,946,0.09572051465511322,1746189468.6019595,-0.014759293757379055,0.05008729174733162,947,7328,0.0,0.9999999403953552,0.0,0.22938799858093262,30.46744728088379,55.419219970703125,317.608335688
0.012369791977107525,1471488.0,957,0.09572051465511322,1746189471.8609035,-0.04962950199842453,0.037304867058992386,958,7416,0.0,0.9999999403953552,0.0,0.2661987543106079,31.66796875,55.419219970703125,320.867282021
0.011067708022892475,1474560.0,959,0.09572051465511322,1746189472.452524,-0.046810075640678406,0.03740479052066803,960,7432,0.0,0.9999999403953552,0.0,0.24256335198879242,31.23567771911621,55.419219970703125,321.458885872
0.014322916977107525,1486848.0,967,0.09572051465511322,1746189474.818907,-0.0353982076048851,0.023895585909485817,968,7496,0.0,0.9999999403953552,0.0,0.28613537549972534,31.97525978088379,55.419219970703125,323.825290136
0.01171875,1520640.0,989,0.5252320170402527,1746189481.3863792,-0.028284568339586258,0.02451172098517418,990,7672,0.0,1.0,0.0,0.2503897249698639,31.05989646911621,65.94937133789062,330.392760787
0.009765625,1600512.0,1041,0.5252320170402527,1746189496.7738423,-0.01782159134745598,0.019471995532512665,1042,8088,0.0,1.0,0.0,0.2385997772216797,28.875,65.94937133789062,345.780248459
0.009765625,1617408.0,1052,0.5252320170402527,1746189500.0271087,-0.0309416763484478,0.020500442013144493,1053,8176,0.0,1.0,0.0,0.26603731513023376,30.07682228088379,65.94937133789062,349.033498792
0.009114583022892475,1646592.0,1071,0.5252320170402527,1746189505.6440134,-0.09181402623653412,0.02394503727555275,1072,8328,0.0,1.0,0.0,0.23112238943576813,29.96614646911621,65.94937133789062,354.650404836
0.009114583022892475,1648128.0,1072,0.5252320170402527,1746189505.9395492,-0.10318209230899811,0.022411681711673737,1073,8336,0.0,1.0,0.0,0.22972218692302704,29.5546875,65.94937133789062,354.945927053
0.011067708022892475,1651200.0,1074,0.5252320170402527,1746189506.5308669,-0.10186868160963058,0.02073766477406025,1075,8352,0.0,1.0,0.0,0.2502751350402832,30.34505271911621,65.94937133789062,355.537257548
0.010416666977107525,1658880.0,1079,0.5252320170402527,1746189508.0097373,-0.08968118578195572,0.017738040536642075,1080,8392,0.0,1.0,0.0,0.252699613571167,30.50390625,65.94937133789062,357.016136929
0.009765625,1677312.0,1091,0.5252320170402527,1746189511.5630999,-0.08801080286502838,0.015148158185184002,1092,8488,0.0,1.0,0.0,0.27057722210884094,31.09505271911621,65.94937133789062,360.569491996
0.010416666977107525,1691136.0,1100,0.5252320170402527,1746189514.2265265,-0.07383940368890762,0.013647381216287613,1101,8560,0.0,1.0,0.0,0.256080687046051,30.28515625,65.94937133789062,363.232889826
0.010416666977107525,1692672.0,1101,0.5252320170402527,1746189514.5219555,-0.07864841818809509,0.014089732430875301,1102,8568,0.0,1.0,0.0,0.2774036228656769,31.43359375,65.94937133789062,363.528331311
0.009765625,1697280.0,1104,0.5252320170402527,1746189515.4096172,-0.0827210545539856,0.014240192249417305,1105,8592,0.0,1.0,0.0,0.28801384568214417,32.046875,65.94937133789062,364.416000455
0.009114583022892475,1720320.0,1119,0.5252320170402527,1746189519.8443258,-0.06584202498197556,0.015782056376338005,1120,8712,0.0,1.0,0.0,0.2223663032054901,28.64583396911621,65.94937133789062,368.850690831
0.009114583022892475,1735680.0,1129,0.5252320170402527,1746189522.8052475,-0.058690160512924194,0.013049925677478313,1130,8792,0.0,1.0,0.0,0.24203211069107056,29.58463478088379,65.94937133789062,371.811623791
0.010416666977107525,1738752.0,1131,0.5252320170402527,1746189523.3965273,-0.058734919875860214,0.012754857540130615,1132,8808,0.0,1.0,0.0,0.2577039301395416,30.32682228088379,65.94937133789062,372.402893531
0.01171875,1744896.0,1135,0.5252320170402527,1746189524.5794497,-0.06722080707550049,0.012266727164387703,1136,8840,0.0,1.0,0.0,0.27342095971107483,31.375,65.94937133789062,373.585809903
0.008463541977107525,1747968.0,1137,0.5252320170402527,1746189525.1708612,-0.053411200642585754,0.012537122704088688,1138,8856,0.0,1.0,0.0,0.2736952602863312,30.33333396911621,65.94937133789062,374.177243111
0.009114583022892475,1778688.0,1157,0.5252320170402527,1746189531.0886772,-0.0364258699119091,0.012347070500254631,1158,9016,0.0,1.0,0.0,0.29217615723609924,31.86588478088379,65.94937133789062,380.095056005
0.009765625,1786368.0,1162,0.5252320170402527,1746189532.5679073,-0.029084082692861557,0.012290037237107754,1163,9056,0.0,1.0,0.0,0.2781449258327484,30.24349021911621,65.94937133789062,381.574288543
0.01171875,1818624.0,1183,0.5252320170402527,1746189538.7815905,-0.013170418329536915,0.011780668050050735,1184,9224,0.0,1.0,0.0,0.2617308795452118,30.03515625,65.94937133789062,387.787980157
0.008463541977107525,1826304.0,1188,0.5252320170402527,1746189540.2609987,-0.016445260494947433,0.011001987382769585,1189,9264,0.0,1.0,0.0,0.25757548213005066,29.24479103088379,65.94937133789062,389.267390622
0.009765625,1841664.0,1198,0.5252320170402527,1746189543.2219076,-0.01050548441708088,0.015272514894604683,1199,9344,0.0,1.0,0.0,0.25136974453926086,28.609375,65.94937133789062,392.228316078
0.008463541977107525,1855488.0,1207,0.5252320170402527,1746189545.8822746,-0.029489640146493912,0.011566037312150002,1208,9416,0.0,1.0,0.0,0.25807374715805054,29.11328125,65.94937133789062,394.888664017
0.008463541977107525,1857024.0,1208,0.5252320170402527,1746189546.1779294,-0.024094462394714355,0.011013325303792953,1209,9424,0.0,1.0,0.0,0.2924383580684662,30.69400978088379,65.94937133789062,395.18433238
0.010416666977107525,1860096.0,1210,0.5252320170402527,1746189546.7690656,-0.021385101601481438,0.010760203003883362,1211,9440,0.0,1.0,0.0,0.3071553409099579,31.89583396911621,65.94937133789062,395.775466734
0.009114583022892475,1863168.0,1212,0.5252320170402527,1746189547.3608794,-0.00847011711448431,0.011514583602547646,1213,9456,0.0,1.0,0.0,0.2704261839389801,30.375,65.94937133789062,396.367306601
0.010416666977107525,1887744.0,1228,0.5252320170402527,1746189552.0944746,0.0001295125111937523,0.01051246002316475,1229,9584,0.0,1.0,0.0,0.2682534456253052,30.39713478088379,65.94937133789062,401.100864373
0.010416666977107525,1953792.0,1271,0.5252320170402527,1746189564.8168004,-0.004753977991640568,0.01355939731001854,1272,9928,0.0,1.0,0.0,0.32173866033554077,32.04948043823242,65.94937133789062,413.823170726
0.009114583022892475,1993728.0,1297,0.5252320170402527,1746189572.5267491,-0.02014978975057602,0.011907280422747135,1298,10136,0.0,1.0,0.0,0.31167444586753845,31.48567771911621,65.94937133789062,421.533115562
0.008463541977107525,2010624.0,1308,0.8073179125785828,1746189575.8409219,-0.011654870584607124,0.009832464158535004,1309,10224,0.0,1.0,0.04770992323756218,0.2918098568916321,30.14322853088379,80.114501953125,424.847305743
0.0078125,2021376.0,1315,0.8073179125785828,1746189577.9105897,-0.007034493610262871,0.013522804714739323,1316,10280,0.02473958395421505,1.0,0.04770992323756218,0.2821093499660492,28.03125,80.114501953125,426.916959108
0.008463541977107525,2029056.0,1320,0.8073179125785828,1746189579.3890963,-0.016078557819128036,0.011698577553033829,1321,10320,0.0,1.0,0.04770992323756218,0.2946605086326599,29.96354103088379,80.114501953125,428.395474232
0.0078125,2030592.0,1321,0.8073179125785828,1746189579.6845448,-0.015334764495491982,0.012943452224135399,1322,10328,0.0,1.0,0.04770992323756218,0.29503121972084045,30.453125,80.114501953125,428.690918722
0.009765625,2032128.0,1322,0.8073179125785828,1746189579.980265,-0.026945121586322784,0.016732508316636086,1323,10336,0.02278645895421505,1.0,0.04770992323756218,0.30744874477386475,29.49349021911621,80.114501953125,428.98664776
0.010416666977107525,2053632.0,1336,0.8073179125785828,1746189584.1347344,-0.019215356558561325,0.020661601796746254,1337,10448,0.0,1.0,0.04770992323756218,0.30291229486465454,31.0546875,80.114501953125,433.141112665
0.0078125,2093568.0,1362,0.8073179125785828,1746189591.8281224,-0.019440162926912308,0.018122177571058273,1363,10656,0.02604166604578495,1.0,0.04770992323756218,0.31475603580474854,30.140625,80.114501953125,440.834507489
0.0078125,2110464.0,1373,0.8073179125785828,1746189595.081141,-0.04223082959651947,0.04002838209271431,1374,10744,0.0,1.0,0.04770992323756218,0.31165096163749695,31.46224021911621,80.114501953125,444.087526256
0.0078125,2182656.0,1420,0.8073179125785828,1746189608.9885347,-0.05690127983689308,0.01899341680109501,1421,11120,0.02473958395421505,1.0,0.04770992323756218,0.3335520327091217,30.45052146911621,80.114501953125,457.994900551
0.0078125,2256384.0,1468,0.8073179125785828,1746189623.186685,-0.09635582566261292,0.0238536074757576,1469,11504,0.0,1.0,0.04770992323756218,0.31824296712875366,30.77474021911621,80.114501953125,472.193069171
0.008463541977107525,2268672.0,1476,0.8073179125785828,1746189625.5526857,-0.08129743486642838,0.030046354979276657,1477,11568,0.0,1.0,0.04770992323756218,0.286858469247818,28.85807228088379,80.114501953125,474.559049568
0.0078125,2282496.0,1485,0.8073179125785828,1746189628.213665,-0.09207558631896973,0.02410883828997612,1486,11640,0.02278645895421505,1.0,0.04770992323756218,0.3149539530277252,28.58463478088379,80.114501953125,477.2200431
0.008463541977107525,2322432.0,1511,0.8073179125785828,1746189635.9082663,-0.14019419252872467,0.038703612983226776,1512,11848,0.0501302070915699,1.0,0.04770992323756218,0.3354504704475403,28.35416603088379,80.114501953125,484.914656134
0.008463541977107525,2360832.0,1536,0.8073179125785828,1746189643.3046267,-0.12220415472984314,0.043520499020814896,1537,12048,0.02669270895421505,1.0,0.04770992323756218,0.3245294690132141,30.18880271911621,80.114501953125,492.311048554
0.0078125,2377728.0,1547,0.8073179125785828,1746189646.5570116,-0.10261159390211105,0.05097296088933945,1548,12136,0.01822916604578495,1.0,0.04770992323756218,0.31774213910102844,30.06119728088379,80.114501953125,495.563409208
0.0078125,2385408.0,1552,0.8073179125785828,1746189648.0364344,-0.07711441069841385,0.05912252515554428,1553,12176,0.0501302070915699,1.0,0.04770992323756218,0.30192095041275024,26.58984375,80.114501953125,497.042831372
0.010416666977107525,2419200.0,1574,0.8073179125785828,1746189654.5470474,-0.1792874038219452,0.12807664275169373,1575,12352,0.0,1.0,0.04770992323756218,0.24921178817749023,28.88150978088379,80.114501953125,503.553429902
