returned_won_episode,returned_episode,returned_episode_lengths,loss,test_returned_episode,update_steps,_step,test_returned_episode_returns,test_returned_episode_lengths,test_returned_won_episode,_runtime,grad_steps,qvals,returned_episode_returns,env_step,_timestamp
0.0,0.014322916977107525,30.483074188232422,0.0,1.0,7,6,0.19772277772426605,43.40199661254883,0.0,57.974788253,0,0.0,0.10860782116651535,10752,1746166057.8185678
0.0,0.01497395895421505,31.419921875,0.0,1.0,16,15,0.19772277772426605,43.40199661254883,0.0,58.559369429,0,0.0,0.10376498103141785,24576,1746166058.403137
0.0,0.013671875,29.084636688232422,0.0,1.0,24,23,0.19772277772426605,43.40199661254883,0.0,59.083284277,0,0.0,0.11324559897184372,36864,1746166058.927058
0.0,0.01497395895421505,31.05599021911621,0.0,1.0,27,26,0.19772277772426605,43.40199661254883,0.0,59.291270973,0,0.0,0.11236201226711273,41472,1746166059.134925
0.0,0.012369791977107525,31.22786521911621,0.005347228609025478,1.0,69,68,0.19772277772426605,43.40199661254883,0.0,74.881474043,304,0.6107746362686157,0.15121141076087952,105984,1746166074.7251418
0.0,0.013671875,30.842449188232422,0.005252796225249767,1.0,70,69,0.19772277772426605,43.40199661254883,0.0,75.279391026,312,0.5911407470703125,0.1359757035970688,107520,1746166075.1230283
0.0,0.013671875,31.56380271911621,0.028881054371595383,1.0,82,81,0.19772277772426605,43.40199661254883,0.0,80.097202977,408,0.7068962454795837,0.15344610810279846,125952,1746166079.940812
0.0,0.013671875,30.889324188232422,0.00832824781537056,1.0,90,89,0.19772277772426605,43.40199661254883,0.0,83.333622603,472,0.7219282388687134,0.1604178547859192,138240,1746166083.1772072
0.0,0.015625,31.6328125,0.013906726613640785,1.0,95,94,0.19772277772426605,43.40199661254883,0.0,85.371158404,512,0.7218629121780396,0.16524027287960052,145920,1746166085.2144558
0.0,0.014322916977107525,30.3515625,0.01282508671283722,1.0,108,107,0.19772277772426605,43.40199661254883,0.0,90.597189897,616,0.6603453159332275,0.15631172060966492,165888,1746166090.4407222
0.0,0.015625,31.97395896911621,0.04839986562728882,1.0,122,121,0.19772277772426605,43.40199661254883,0.0,96.23289058,728,0.6298617124557495,0.1691444367170334,187392,1746166096.0764031
0.0,0.014322916977107525,31.09895896911621,0.02432553842663765,1.0,127,126,0.19772277772426605,43.40199661254883,0.0,98.239802558,768,0.5730634927749634,0.16440221667289734,195072,1746166098.0834339
0.0,0.015625,32.079429626464844,0.034584857523441315,1.0,151,150,0.19772277772426605,43.40199661254883,0.0,107.884887691,960,0.5166999101638794,0.18925923109054565,231936,1746166107.728412
0.0,0.013671875,31.971355438232422,0.09642650932073593,1.0,152,151,0.19772277772426605,43.40199661254883,0.0,108.292699899,968,0.5261932015419006,0.1703449934720993,233472,1746166108.1363015
0.0,0.014322916977107525,31.381511688232422,0.05187617987394333,1.0,157,156,0.19772277772426605,43.40199661254883,0.0,110.304397861,1008,0.34823477268218994,0.17153963446617126,241152,1746166110.148059
0.0,0.014322916977107525,30.734375,0.15578404068946838,1.0,188,187,0.19772277772426605,43.40199661254883,0.0,122.747757773,1256,0.4003366231918335,0.16960380971431732,288768,1746166122.591446
0.0,0.01171875,31.2265625,0.1445663869380951,1.0,195,194,0.19772277772426605,43.40199661254883,0.0,125.579610897,1312,0.4718356430530548,0.19546113908290863,299520,1746166125.423147
0.0,0.014322916977107525,31.315105438232422,0.4597339332103729,1.0,204,203,0.19772277772426605,43.40199661254883,0.0,129.218217744,1384,0.49589666724205017,0.18379025161266327,313344,1746166129.0617416
0.0,0.01497395895421505,31.82161521911621,0.45244336128234863,1.0,216,215,0.19772277772426605,43.40199661254883,0.0,134.095380336,1480,0.5472103357315063,0.2062438428401947,331776,1746166133.9389875
0.0,0.015625,32.03385543823242,0.40781962871551514,1.0,222,221,0.19772277772426605,43.40199661254883,0.0,136.497799979,1528,0.5609371662139893,0.21786777675151825,340992,1746166136.3413746
0.0,0.013671875,32.11588668823242,0.4425336718559265,1.0,224,223,0.19772277772426605,43.40199661254883,0.0,137.305154859,1544,0.5507262945175171,0.2139917016029358,344064,1746166137.1487727
0.0,0.014322916977107525,31.615886688232422,0.403665691614151,1.0,242,241,0.19772277772426605,43.40199661254883,0.0,144.573844999,1688,0.5644024610519409,0.23473618924617767,371712,1746166144.417455
0.0,0.01497395895421505,31.983074188232422,0.4120003581047058,1.0,249,248,0.19772277772426605,43.40199661254883,0.0,147.402694421,1744,0.5710331201553345,0.2353639304637909,382464,1746166147.2463322
0.0,0.015625,31.97395896911621,0.4251554608345032,1.0,251,250,0.19772277772426605,43.40199661254883,0.0,148.198857154,1760,0.5741957426071167,0.22678732872009277,385536,1746166148.0425205
0.0,0.015625,32.10026168823242,0.4327430725097656,1.0,266,265,0.19772277772426605,43.40199661254883,0.0,154.224827851,1880,0.5897165536880493,0.24158155918121338,408576,1746166154.068501
0.0,0.012369791977107525,31.28515625,0.41492199897766113,1.0,268,267,0.19772277772426605,43.40199661254883,0.0,155.022430214,1896,0.5890593528747559,0.22157356142997742,411648,1746166154.866026
0.0,0.014322916977107525,31.859375,0.3893592953681946,1.0,326,325,0.6772686243057251,62.4501838684082,0.0,178.423614109,2360,0.6203377842903137,0.26829835772514343,500736,1746166178.2672198
0.0,0.015625,31.921875,0.35427409410476685,1.0,332,331,0.6772686243057251,62.4501838684082,0.0,180.855954818,2408,0.60514235496521,0.23123674094676971,509952,1746166180.6995084
0.0,0.01497395895421505,32.134117126464844,0.346943199634552,1.0,352,351,0.6772686243057251,62.4501838684082,0.0,188.880508154,2568,0.5970364809036255,0.2603664994239807,540672,1746166188.724183
0.0,0.01497395895421505,32.01953125,0.3239108920097351,1.0,365,364,0.6772686243057251,62.4501838684082,0.0,194.152791015,2672,0.582787036895752,0.23892275989055634,560640,1746166193.9961298
0.0,0.015625,31.72786521911621,0.2965433895587921,1.0,370,369,0.6772686243057251,62.4501838684082,0.0,196.150420326,2712,0.5878446102142334,0.25820571184158325,568320,1746166195.994061
0.0,0.015625,32.0,0.17818611860275269,1.0,376,375,0.6772686243057251,62.4501838684082,0.0,198.550673716,2760,0.5480798482894897,0.22067348659038544,577536,1746166198.3942661
0.0,0.014322916977107525,31.756511688232422,0.1774001121520996,1.0,378,377,0.6772686243057251,62.4501838684082,0.0,199.374111905,2776,0.5487686395645142,0.21561524271965027,580608,1746166199.2174938
