_step,grad_steps,env_step,update_steps,returned_won_episode,returned_episode_lengths,returned_episode,loss,test_returned_episode_returns,_timestamp,test_returned_won_episode,returned_episode_returns,qvals,test_returned_episode_lengths,test_returned_episode,_runtime
430,3200,662016.0,431,0.0,27.58984375,0.021484375,0.22949868440628052,0.14270980656147003,1746457985.7527397,0.0,0.16463889181613922,0.6563534736633301,23.637126922607422,1.0000001192092896,166.177251024
450,3360,692736.0,451,0.0,30.58724021911621,0.015625,0.12728101015090942,0.14270980656147003,1746457991.6790886,0.0,0.17009113729000092,0.5570704340934753,23.637126922607422,1.0000001192092896,172.103697666
475,3560,731136.0,476,0.0,27.65950584411621,0.02213541604578495,0.13377797603607178,0.14270980656147003,1746457999.123049,0.0,0.17486543953418732,0.41825777292251587,23.637126922607422,1.0000001192092896,179.54754093
479,3592,737280.0,480,0.0,30.82161521911621,0.015625,0.15281111001968384,0.14270980656147003,1746458000.3207347,0.0,0.1590920090675354,0.4257701635360718,23.637126922607422,1.0000001192092896,180.745264795
480,3600,738816.0,481,0.0,31.37760353088379,0.013671875,0.21960899233818054,0.14270980656147003,1746458000.6167204,0.0,0.1597578078508377,0.4102174639701843,23.637126922607422,1.0000001192092896,181.041314394
486,3648,748032.0,487,0.0,29.24479103088379,0.01692708395421505,0.16823118925094604,0.14270980656147003,1746458002.3973522,0.0,0.12825867533683777,0.29110562801361084,23.637126922607422,1.0000001192092896,182.821863997
488,3664,751104.0,489,0.0,29.04947853088379,0.017578125,0.14275671541690826,0.14270980656147003,1746458002.9975526,0.0,0.21237845718860626,0.3282402455806732,23.637126922607422,1.0000001192092896,183.422054048
500,3760,769536.0,501,0.0,30.45703125,0.015625,0.11074689775705338,0.14270980656147003,1746458006.5660074,0.0,0.1449088603258133,0.30550864338874817,23.637126922607422,1.0000001192092896,186.990618267
505,3800,777216.0,506,0.0,31.25650978088379,0.01171875,0.0950603038072586,0.14270980656147003,1746458008.0519063,0.0,0.12978556752204895,0.30209892988204956,23.637126922607422,1.0000001192092896,188.47655213
544,4112,837120.0,545,0.0,22.576171875,0.03059895895421505,0.2453097105026245,0.14270980656147003,1746458019.6142492,0.0,0.06148958206176758,0.3658095598220825,23.637126922607422,1.0000001192092896,200.038813561
548,4144,843264.0,549,0.0,30.57942771911621,0.013671875,0.24892058968544006,0.14270980656147003,1746458020.8064349,0.0,0.10218315571546555,0.37103548645973206,23.637126922607422,1.0000001192092896,201.230950161
569,4312,875520.0,570,0.0,30.46484375,0.015625,0.23707377910614014,0.14270980656147003,1746458027.0432396,0.0,0.12533332407474518,0.4754767417907715,23.637126922607422,1.0000001192092896,207.467777175
587,4456,903168.0,588,0.0,31.02083396911621,0.008463541977107525,0.3262282907962799,0.14270980656147003,1746458032.4070232,0.0,0.07686024159193039,0.45537325739860535,23.637126922607422,1.0000001192092896,212.831604864
616,4688,947712.0,617,0.0,30.67447853088379,0.0078125,0.34948036074638367,0.14270980656147003,1746458041.0116508,0.0,0.05534027889370918,0.5260642766952515,23.637126922607422,1.0000001192092896,221.436280268
639,4872,983040.0,640,0.0,30.68619728088379,0.010416666977107525,0.4325200617313385,0.14270980656147003,1746458047.8261688,0.0,0.0652482658624649,0.6095044612884521,23.637126922607422,1.0000001192092896,228.250700013
648,4944,996864.0,649,0.0,31.33724021911621,0.008463541977107525,0.36465755105018616,0.14270980656147003,1746458050.5036857,0.0,0.050905387848615646,0.542109489440918,23.637126922607422,1.0000001192092896,230.928191082
654,4992,1006080.0,655,0.0,31.4375,0.009114583022892475,0.284379243850708,0.07750968635082245,1746458052.3493273,0.0,0.07656684517860413,0.4752396047115326,57.16666793823242,1.0,232.773856049
669,5112,1029120.0,670,0.0,29.1171875,0.010416666977107525,0.45640289783477783,0.07750968635082245,1746458056.7865508,0.0,0.0242847241461277,0.6052689552307129,57.16666793823242,1.0,237.211197036
687,5256,1056768.0,688,0.0,31.96354103088379,0.013020833022892475,0.39520904421806335,0.07750968635082245,1746458062.1258054,0.0,0.05634462088346481,0.5960875153541565,57.16666793823242,1.0,242.550411566
709,5432,1090560.0,710,0.0,32.14583206176758,0.010416666977107525,0.30858632922172546,0.07750968635082245,1746458068.6657133,0.0,0.06527083367109299,0.5243948101997375,57.16666793823242,1.0,249.090350971
762,5856,1171968.0,763,0.0,31.4375,0.009114583022892475,0.2153811752796173,0.07750968635082245,1746458084.4209292,0.0,0.11128992587327957,0.5090698003768921,57.16666793823242,1.0,264.845567562
789,6072,1213440.0,790,0.0,31.59505271911621,0.008463541977107525,0.29645514488220215,0.07750968635082245,1746458092.4373684,0.0,0.10300693660974503,0.5517265796661377,57.16666793823242,1.0,272.861856063
814,6272,1251840.0,815,0.0,31.87369728088379,0.010416666977107525,0.24256716668605804,0.07750968635082245,1746458099.849388,0.0,0.12845398485660553,0.6548399925231934,57.16666793823242,1.0,280.273917255
822,6336,1264128.0,823,0.0,32.35676956176758,0.01171875,0.1759943664073944,0.07750968635082245,1746458102.2274165,0.0,0.19459374248981476,0.6258219480514526,57.16666793823242,1.0,282.651959414
835,6440,1284096.0,836,0.0,31.78255271911621,0.014322916977107525,0.17293578386306763,0.07750968635082245,1746458106.0901787,0.0,0.19964928925037384,0.47424858808517456,57.16666793823242,1.0,286.514743909
848,6544,1304064.0,849,0.0,29.84114646911621,0.009114583022892475,0.2260570228099823,0.07750968635082245,1746458109.955465,0.0,0.17123174667358398,0.5544503927230835,57.16666793823242,1.0,290.380053286
864,6672,1328640.0,865,0.0,31.26432228088379,0.009765625,0.16704963147640228,0.07750968635082245,1746458114.7258303,0.0,0.17527948319911957,0.412705659866333,57.16666793823242,1.0,295.150472744
871,6728,1339392.0,872,0.0,32.08723831176758,0.009114583022892475,0.20372051000595093,0.07750968635082245,1746458116.7822344,0.0,0.17181162536144257,0.3945958614349365,57.16666793823242,1.0,297.206770585
905,7000,1391616.0,906,0.0,31.02474021911621,0.009114583022892475,0.16392149031162262,0.07750968635082245,1746458126.8873513,0.0,0.20412585139274597,0.5153683423995972,57.16666793823242,1.0,307.311980069
924,7152,1420800.0,925,0.0,30.19270896911621,0.0078125,0.21128268539905548,0.07750968635082245,1746458132.5057757,0.0,0.15063974261283875,0.4021635055541992,57.16666793823242,1.0,312.930275633
948,7344,1457664.0,949,0.0,31.4453125,0.0078125,0.11406571418046951,0.07750968635082245,1746458139.6441584,0.0,0.1804782897233963,0.35053056478500366,57.16666793823242,1.0,320.0686593
957,7416,1471488.0,958,0.0,31.56510353088379,0.008463541977107525,0.09667401760816574,0.07750968635082245,1746458142.3171585,0.0,0.18384981155395508,0.2554403841495514,57.16666793823242,1.0,322.741708515
962,7456,1479168.0,963,0.0,31.18099021911621,0.008463541977107525,0.10417157411575317,0.07750968635082245,1746458143.8086965,0.0,0.1893923282623291,0.25324878096580505,57.16666793823242,1.0,324.233226735
979,7592,1505280.0,980,0.0,30.26171875,0.0078125,0.09034357964992523,0.45945435762405396,1746458148.9226568,0.0,0.1528072953224182,0.20489853620529175,76.61376953125,1.0,329.347183088
982,7616,1509888.0,983,0.0,27.25260353088379,0.0078125,0.13655291497707367,0.45945435762405396,1746458149.8108516,0.0,0.144309863448143,0.2291412651538849,76.61376953125,1.0,330.235370078
986,7648,1516032.0,987,0.0,30.36588478088379,0.0078125,0.08384571969509125,0.45945435762405396,1746458151.0076003,0.0,0.17050345242023468,0.2340245544910431,76.61376953125,1.0,331.432315351
990,7680,1522176.0,991,0.0,30.2578125,0.0078125,0.07450547814369202,0.45945435762405396,1746458152.1911523,0.0,0.17605812847614288,0.22490859031677246,76.61376953125,1.0,332.615801449
1000,7760,1537536.0,1001,0.0,30.82291603088379,0.009114583022892475,0.07772611826658249,0.45945435762405396,1746458155.1474583,0.0,0.2233654111623764,0.22036805748939514,76.61376953125,1.0,335.572064471
1027,7976,1579008.0,1028,0.0,30.23567771911621,0.008463541977107525,0.06882462650537491,0.45945435762405396,1746458163.1699846,0.0,0.17358851432800293,0.2114604115486145,76.61376953125,1.0,343.594490418
1044,8112,1605120.0,1045,0.0,29.54427146911621,0.009765625,0.09489995986223221,0.45945435762405396,1746458168.2138617,0.0,0.2164314091205597,0.19317692518234253,76.61376953125,1.0,348.638479403
1059,8232,1628160.0,1060,0.0,28.66145896911621,0.0078125,0.06792016327381134,0.45945435762405396,1746458172.6777613,0.0,0.202820286154747,0.09675131738185883,76.61376953125,1.0,353.102364969
1063,8264,1634304.0,1064,0.0,28.54557228088379,0.0078125,0.0662146657705307,0.45945435762405396,1746458173.872237,0.0,0.18358765542507172,0.02973158098757267,76.61376953125,1.0,354.296807925
1086,8448,1669632.0,1087,0.0,28.85025978088379,0.009114583022892475,0.08828882873058319,0.45945435762405396,1746458180.6889374,0.0,0.16017012298107147,0.08007963001728058,76.61376953125,1.0,361.113492121
1094,8512,1681920.0,1095,0.0,27.36067771911621,0.0078125,0.043753884732723236,0.45945435762405396,1746458183.0623488,0.0,0.16265450417995453,0.13950087130069733,76.61376953125,1.0,363.486909111
1126,8768,1731072.0,1127,0.0,27.22005271911621,0.008463541977107525,0.15054106712341309,0.45945435762405396,1746458192.5714862,0.0,0.1775425225496292,0.22575688362121582,76.61376953125,1.0,372.996029285
1145,8920,1760256.0,1146,0.0,29.55599021911621,0.0078125,0.02539743483066559,0.45945435762405396,1746458198.2042944,0.0,0.23407462239265442,0.19623006880283356,76.61376953125,1.0,378.628848617
1148,8944,1764864.0,1149,0.0,29.54296875,0.008463541977107525,0.02385285496711731,0.45945435762405396,1746458199.1039748,0.0,0.2234487533569336,0.20961923897266388,76.61376953125,1.0,379.528466621
1185,9240,1821696.0,1186,0.0,30.0625,0.0078125,0.02545744925737381,0.45945435762405396,1746458210.0832963,0.0,0.24372999370098114,0.19736021757125854,76.61376953125,1.0,390.507835545
1195,9320,1837056.0,1196,0.0,29.86067771911621,0.0078125,0.018541522324085236,0.45945435762405396,1746458213.0626187,0.0,0.23763366043567657,0.20995767414569855,76.61376953125,1.0,393.487108736
1203,9384,1849344.0,1204,0.0,31.11588478088379,0.0078125,0.019276831299066544,0.45945435762405396,1746458215.451169,0.0,0.2676509916782379,0.20070327818393707,76.61376953125,1.0,395.875749747
1206,9408,1853952.0,1207,0.0,31.13411521911621,0.0078125,0.016512271016836166,0.45945435762405396,1746458216.3486362,0.0,0.26257550716400146,0.2166689932346344,76.61376953125,1.0,396.773141856
1210,9440,1860096.0,1211,0.0,29.85546875,0.0078125,0.016873866319656372,0.45945435762405396,1746458217.5422735,0.0,0.261717826128006,0.22433717548847198,76.61376953125,1.0,397.96690052
1250,9760,1921536.0,1251,0.0,30.54036521911621,0.0078125,0.015853241086006165,0.45945435762405396,1746458229.4171753,0.0,0.2766839861869812,0.21291017532348633,76.61376953125,1.0,409.841857755
1266,9888,1946112.0,1267,0.0,29.51432228088379,0.0078125,0.024434536695480347,0.45945435762405396,1746458234.1739936,0.0,0.26648518443107605,0.25758683681488037,76.61376953125,1.0,414.598597009
1267,9896,1947648.0,1268,0.0,29.20703125,0.0078125,0.02599741518497467,0.45945435762405396,1746458234.4687154,0.0,0.2542977035045624,0.24900312721729279,76.61376953125,1.0,414.893252431
1272,9936,1955328.0,1273,0.0,29.06119728088379,0.008463541977107525,0.017276955768465996,0.45945435762405396,1746458235.9484096,0.0,0.26336193084716797,0.19920560717582703,76.61376953125,1.0,416.37291798
1282,10016,1970688.0,1283,0.0,30.19921875,0.0078125,0.016114894300699234,0.45945435762405396,1746458238.9135876,0.0,0.2718871235847473,0.22536516189575195,76.61376953125,1.0,419.338085714
1290,10080,1982976.0,1291,0.0,28.87369728088379,0.0078125,0.013522895984351635,0.45945435762405396,1746458241.284258,0.0,0.2487160861492157,0.23419791460037231,76.61376953125,1.0,421.708763941
1292,10096,1986048.0,1293,0.0,29.06900978088379,0.0078125,0.015186022967100143,0.45945435762405396,1746458241.9091523,0.0,0.25076642632484436,0.23645833134651184,76.61376953125,1.0,422.333685017
1310,10240,2013696.0,1311,0.02083333395421505,28.25130271911621,0.0078125,0.014746607281267643,0.7954898476600647,1746458247.3197339,0.02330097183585167,0.28212234377861023,0.26523756980895996,85.74563598632812,1.0,427.744253659
1336,10448,2053632.0,1337,0.0,29.87109375,0.008463541977107525,0.014145804569125175,0.7954898476600647,1746458255.0230265,0.02330097183585167,0.2624635100364685,0.2702658176422119,85.74563598632812,1.0,435.447627585
1352,10576,2078208.0,1353,0.0,31.19661521911621,0.008463541977107525,0.01587856560945511,0.7954898476600647,1746458259.7768507,0.02330097183585167,0.2814348638057709,0.31222015619277954,85.74563598632812,1.0,440.201405374
1358,10624,2087424.0,1359,0.0,30.49349021911621,0.0078125,0.01409413293004036,0.7954898476600647,1746458261.5614805,0.02330097183585167,0.28686973452568054,0.3175066113471985,85.74563598632812,1.0,441.986000605
1391,10888,2138112.0,1392,0.0,27.9921875,0.0078125,0.03140941634774208,0.7954898476600647,1746458271.3588452,0.02330097183585167,0.23652426898479462,0.3147619366645813,85.74563598632812,1.0,451.783378965
1393,10904,2141184.0,1394,0.0,30.87760353088379,0.008463541977107525,0.0243185106664896,0.7954898476600647,1746458271.9486837,0.02330097183585167,0.2920224964618683,0.3219527006149292,85.74563598632812,1.0,452.373223508
1400,10960,2151936.0,1401,0.02669270895421505,28.63150978088379,0.0078125,0.05402088910341263,0.7954898476600647,1746458274.0378513,0.02330097183585167,0.2929365932941437,0.25819629430770874,85.74563598632812,1.0,454.462363102
1430,11200,2198016.0,1431,0.02018229104578495,28.75260353088379,0.0078125,0.02817203849554062,0.7954898476600647,1746458282.9535449,0.02330097183585167,0.2932872474193573,0.18796417117118835,85.74563598632812,1.0,463.378081042
1442,11296,2216448.0,1443,0.0,29.11458396911621,0.0078125,0.024052102118730545,0.7954898476600647,1746458286.5239222,0.02330097183585167,0.26424041390419006,0.21099963784217834,85.74563598632812,1.0,466.948578602
1446,11328,2222592.0,1447,0.02669270895421505,25.88671875,0.0078125,0.04231343790888786,0.7954898476600647,1746458287.709312,0.02330097183585167,0.2586614191532135,0.10842087119817734,85.74563598632812,1.0,468.133944662
1457,11416,2239488.0,1458,0.02278645895421505,26.88411521911621,0.008463541977107525,0.022279363125562668,0.7954898476600647,1746458290.9800713,0.02330097183585167,0.2706614136695862,0.11431251466274261,85.74563598632812,1.0,471.404572549
1463,11464,2248704.0,1464,0.0,27.11849021911621,0.0078125,0.02456434816122055,0.7954898476600647,1746458292.7644975,0.02330097183585167,0.2595442533493042,0.1209290623664856,85.74563598632812,1.0,473.18902472
1474,11552,2265600.0,1475,0.0,30.3671875,0.0078125,0.02448299527168274,0.7954898476600647,1746458296.037515,0.02330097183585167,0.28413453698158264,0.1406363546848297,85.74563598632812,1.0,476.462018647
1498,11744,2302464.0,1499,0.0,30.77213478088379,0.0078125,0.041830867528915405,0.7954898476600647,1746458303.1614032,0.02330097183585167,0.29953035712242126,0.1611853688955307,85.74563598632812,1.0,483.585891331
1506,11808,2314752.0,1507,0.0,26.70703125,0.0078125,0.02889726310968399,0.7954898476600647,1746458305.5291843,0.02330097183585167,0.2455008327960968,0.14318689703941345,85.74563598632812,1.0,485.953692022
1513,11864,2325504.0,1514,0.02213541604578495,29.73046875,0.0078125,0.028743352741003036,0.7954898476600647,1746458307.5997138,0.02330097183585167,0.31339317560195923,0.13821126520633698,85.74563598632812,1.0,488.024276743
1540,12080,2366976.0,1541,0.0,29.1328125,0.0078125,0.03853592649102211,0.7954898476600647,1746458315.6167114,0.02330097183585167,0.2835407555103302,0.14503464102745056,85.74563598632812,1.0,496.04136142
1554,12192,2388480.0,1555,0.02799479104578495,28.02734375,0.0078125,0.03534920513629913,0.7954898476600647,1746458319.76962,0.02330097183585167,0.29782634973526,0.18153753876686096,85.74563598632812,1.0,500.194147287
1597,12536,2454528.0,1598,0.0,28.86328125,0.0078125,0.03706049919128418,0.7954898476600647,1746458332.5180612,0.02330097183585167,0.2612360715866089,0.17069178819656372,85.74563598632812,1.0,512.942646526
1617,12696,2485248.0,1618,0.0403645820915699,26.94400978088379,0.0078125,0.03246027231216431,0.7954898476600647,1746458338.4563386,0.02330097183585167,0.2957186996936798,0.16377735137939453,85.74563598632812,1.0,518.880847904
1624,12752,2496000.0,1625,0.0,28.09895896911621,0.008463541977107525,0.06602922827005386,1.1090284585952759,1746458340.6147883,0.19140625,0.26153120398521423,0.1178029254078865,95.634765625,1.0,521.03932227
1632,12816,2508288.0,1633,0.068359375,28.71354103088379,0.0078125,0.0507107675075531,1.1090284585952759,1746458342.9935036,0.19140625,0.344659686088562,0.11950089037418365,95.634765625,1.0,523.418133391
1643,12904,2525184.0,1644,0.02278645895421505,29.66666603088379,0.0078125,0.04371517524123192,1.1090284585952759,1746458346.2561424,0.19140625,0.3098324239253998,0.13189129531383514,95.634765625,1.0,526.680691414
1647,12936,2531328.0,1648,0.02278645895421505,27.29817771911621,0.0078125,0.043170150369405746,1.1090284585952759,1746458347.4499426,0.19140625,0.27340880036354065,0.1356884241104126,95.634765625,1.0,527.874453043
1651,12968,2537472.0,1652,0.0533854179084301,26.48828125,0.0078125,0.04575733840465546,1.1090284585952759,1746458348.6441076,0.19140625,0.30664578080177307,0.1268388032913208,95.634765625,1.0,529.068637742
1656,13008,2545152.0,1657,0.02213541604578495,28.9453125,0.0078125,0.04451444745063782,1.1090284585952759,1746458350.125681,0.19140625,0.2977733910083771,0.1876608431339264,95.634765625,1.0,530.55019226
1666,13088,2560512.0,1667,0.0,29.51041603088379,0.009114583022892475,0.06256857514381409,1.1090284585952759,1746458353.1031113,0.19140625,0.2557004988193512,0.0041468883864581585,95.634765625,1.0,533.527655081
1680,13200,2582016.0,1681,0.02734375,29.76302146911621,0.008463541977107525,0.05288223922252655,1.1090284585952759,1746458357.261267,0.19140625,0.2858089804649353,0.009291063994169235,95.634765625,1.0,537.685761279
1724,13552,2649600.0,1725,0.0,31.9765625,0.014973958022892475,0.09397934377193451,1.1090284585952759,1746458370.3044007,0.19140625,0.2601909339427948,-0.07880055904388428,95.634765625,1.0,550.729004632
1729,13592,2657280.0,1730,0.0,27.49609375,0.008463541977107525,0.08359072357416153,1.1090284585952759,1746458371.7802684,0.19140625,0.2493003010749817,-0.052495189011096954,95.634765625,1.0,552.204783684
1731,13608,2660352.0,1732,0.04296875,26.15494728088379,0.0078125,0.06071443483233452,1.1090284585952759,1746458372.3958082,0.19140625,0.2996327579021454,-0.04566635563969612,95.634765625,1.0,552.820444087
1732,13616,2661888.0,1733,0.0494791679084301,26.94400978088379,0.0078125,0.05924074351787567,1.1090284585952759,1746458372.6916854,0.19140625,0.3057265281677246,-0.06294602900743484,95.634765625,1.0,553.116276678
1733,13624,2663424.0,1734,0.0,25.49869728088379,0.0078125,0.06563763320446014,1.1090284585952759,1746458372.986208,0.19140625,0.22326643764972687,-0.07429106533527374,95.634765625,1.0,553.410741465
1734,13632,2664960.0,1735,0.02734375,26.22395896911621,0.0078125,0.07125110924243927,1.1090284585952759,1746458373.2818224,0.19140625,0.2665424942970276,-0.07117065787315369,95.634765625,1.0,553.706355202
1735,13640,2666496.0,1736,0.02213541604578495,25.67708396911621,0.008463541977107525,0.07086396217346191,1.1090284585952759,1746458373.5839293,0.19140625,0.2625555098056793,-0.07274223864078522,95.634765625,1.0,554.008592552
1759,13832,2703360.0,1760,0.01888020895421505,25.67838478088379,0.0078125,0.07123056054115295,1.1090284585952759,1746458380.6975334,0.19140625,0.2556423246860504,-0.03781646490097046,95.634765625,1.0,561.122074337
1765,13880,2712576.0,1766,0.0481770820915699,27.86067771911621,0.0078125,0.10203230381011963,1.1090284585952759,1746458382.4796767,0.19140625,0.31334978342056274,-0.09022334218025208,95.634765625,1.0,562.904206866
1788,14064,2747904.0,1789,0.029296875,28.109375,0.0078125,0.0728464126586914,1.1090284585952759,1746458389.315978,0.19140625,0.3013523817062378,-0.05524904280900955,95.634765625,1.0,569.740615599
1814,14272,2787840.0,1815,0.02669270895421505,28.859375,0.0078125,0.13966983556747437,1.1090284585952759,1746458397.0294814,0.19140625,0.30437496304512024,-0.30116841197013855,95.634765625,1.0,577.453998575
1818,14304,2793984.0,1819,0.0755208358168602,26.34635353088379,0.0078125,0.06853273510932922,1.1090284585952759,1746458398.217101,0.19140625,0.3357994258403778,-0.27048635482788086,95.634765625,1.0,578.641635324
1823,14344,2801664.0,1824,0.068359375,24.95833396911621,0.0078125,0.10784557461738586,1.1090284585952759,1746458399.7003767,0.19140625,0.3067300021648407,-0.31203195452690125,95.634765625,1.0,580.124904015
1838,14464,2824704.0,1839,0.1705729216337204,26.01302146911621,0.0078125,0.0768519937992096,1.1090284585952759,1746458404.1596913,0.19140625,0.43446001410484314,-0.24617700278759003,95.634765625,1.0,584.584318229
1864,14672,2864640.0,1865,0.0703125,24.63541603088379,0.0078125,0.11626844853162766,1.1090284585952759,1746458411.8620195,0.19140625,0.2993827760219574,-0.2784212827682495,95.634765625,1.0,592.286540581
1873,14744,2878464.0,1874,0.02018229104578495,28.51432228088379,0.0078125,0.09511668235063553,1.1090284585952759,1746458414.5095825,0.19140625,0.29199299216270447,-0.3116810917854309,95.634765625,1.0,594.934112561
1883,14824,2893824.0,1884,0.0481770820915699,27.79947853088379,0.0078125,0.07151305675506592,1.1090284585952759,1746458417.4738686,0.19140625,0.3175181746482849,-0.2871132791042328,95.634765625,1.0,597.898497978
