grad_steps,returned_episode_returns,returned_episode_lengths,returned_episode,test_returned_episode,loss,update_steps,returned_won_episode,test_returned_won_episode,qvals,test_returned_episode_returns,env_step,_step,_runtime,_timestamp,test_returned_episode_lengths
12904,0.3451315462589264,26.414064407348633,0.013671875931322575,1.0,0.47442948818206787,1644,0.01497395895421505,0.40406090021133423,-0.3080177903175354,1.2065563201904297,2525184.0,1643,819.612710994,1746459836.4198067,50.62639617919922
12936,0.8152697682380676,28.718751907348633,0.015625,1.0,0.44318291544914246,1648,0.3111979365348816,0.40406090021133423,-0.33119454979896545,1.2065563201904297,2531328.0,1647,821.467362489,1746459838.2746294,50.62639617919922
12952,0.6080390214920044,29.932292938232422,0.015625,1.0,0.44334620237350464,1650,0.1477864682674408,0.40406090021133423,-0.31927865743637085,1.2065563201904297,2534400.0,1649,822.391578919,1746459839.1988857,50.62639617919922
13040,0.5384809970855713,28.162761688232422,0.011718750931322575,1.0,0.4888363778591156,1661,0.1529947966337204,0.40406090021133423,-0.3171907961368561,1.2065563201904297,2551296.0,1660,827.480226365,1746459844.2875383,50.62639617919922
13088,0.7079887986183167,28.049480438232422,0.015625,1.0,0.44458869099617004,1667,0.2324218899011612,0.40406090021133423,-0.3148951530456543,1.2065563201904297,2560512.0,1666,830.257111635,1746459847.064411,50.62639617919922
13352,0.6710968613624573,29.563152313232422,0.015625,1.0,0.5260958075523376,1700,0.2122395932674408,0.40406090021133423,-0.2886263132095337,1.2065563201904297,2611200.0,1699,845.568761222,1746459862.37602,50.62639617919922
13608,0.6358272433280945,28.250001907348633,0.012369791977107525,1.0,0.494737446308136,1732,0.1848958432674408,0.40406090021133423,-0.2500115931034088,1.2065563201904297,2660352.0,1731,860.375644194,1746459877.1829352,50.62639617919922
13624,0.7204205989837646,29.34505271911621,0.01302083395421505,1.0,0.6395642161369324,1734,0.2552083432674408,0.40406090021133423,-0.23187308013439178,1.2065563201904297,2663424.0,1733,861.300836784,1746459878.108116,50.62639617919922
13640,0.7992812991142273,29.41341209411621,0.01692708395421505,1.0,0.6341617107391357,1736,0.3033854365348816,0.40406090021133423,-0.22899511456489563,1.2065563201904297,2666496.0,1735,862.226584483,1746459879.033878,50.62639617919922
13664,0.574749231338501,25.589845657348633,0.014322916977107525,1.0,0.6103250980377197,1739,0.1393229216337204,0.40406090021133423,-0.23499596118927002,1.2065563201904297,2671104.0,1738,863.6142025300001,1746459880.4215055,50.62639617919922
13744,0.5893269181251526,26.917970657348633,0.01302083395421505,1.0,0.6980981826782227,1749,0.1790364682674408,0.40406090021133423,-0.23321592807769775,1.2065563201904297,2686464.0,1748,868.249627655,1746459885.0569189,50.62639617919922
13832,0.6906775236129761,27.68099021911621,0.0162760429084301,1.0,0.6981059312820435,1760,0.2220052182674408,0.40406090021133423,-0.21997003257274628,1.2065563201904297,2703360.0,1759,873.334879117,1746459890.142131,50.62639617919922
13864,0.5859788656234741,27.967449188232422,0.013671875931322575,1.0,0.6206156015396118,1764,0.1744791716337204,0.40406090021133423,-0.2386804223060608,1.2065563201904297,2709504.0,1763,875.183838895,1746459891.991115,50.62639617919922
13944,0.6011645197868347,27.252605438232422,0.012369791977107525,1.0,0.5160747766494751,1774,0.1992187649011612,0.40406090021133423,-0.2561366558074951,1.2065563201904297,2724864.0,1773,879.807683303,1746459896.6149545,50.62639617919922
14024,0.8173817992210388,29.404949188232422,0.014322916977107525,1.0,0.5349521636962891,1784,0.3131510615348816,0.40406090021133423,-0.24862487614154816,1.2065563201904297,2740224.0,1783,884.44239114,1746459901.2496603,50.62639617919922
14096,0.4876581132411957,25.64583396911621,0.01497395895421505,1.0,0.47937503457069397,1793,0.1445312649011612,0.40406090021133423,-0.260299950838089,1.2065563201904297,2754048.0,1792,888.604995188,1746459905.4122903,50.62639617919922
14168,0.7203232049942017,30.28645896911621,0.01692708395421505,1.0,0.4214321970939636,1802,0.2122395932674408,0.40406090021133423,-0.2900216579437256,1.2065563201904297,2767872.0,1801,892.767565543,1746459909.574837,50.62639617919922
14192,0.7118370532989502,28.486980438232422,0.01692708395421505,1.0,0.4572492837905884,1805,0.2167968899011612,0.40406090021133423,-0.3202018737792969,1.2065563201904297,2772480.0,1804,894.154779236,1746459910.962074,50.62639617919922
14256,0.703284502029419,27.12239646911621,0.015625,1.0,0.6033987998962402,1813,0.2480468899011612,0.40406090021133423,-0.3299487829208374,1.2065563201904297,2784768.0,1812,897.85526717,1746459914.662542,50.62639617919922
14296,0.49433434009552,28.063152313232422,0.015625,1.0,0.5560020804405212,1818,0.0846354216337204,0.40406090021133423,-0.2948535084724426,1.2065563201904297,2792448.0,1817,900.166914454,1746459916.9742367,50.62639617919922
14360,0.48637983202934265,28.570314407348633,0.01302083395421505,1.0,0.5636184215545654,1826,0.12890625,0.40406090021133423,-0.296850323677063,1.2065563201904297,2804736.0,1825,903.872182888,1746459920.6793828,50.62639617919922
14488,0.5853636860847473,29.74349021911621,0.01497395895421505,1.0,0.42426878213882446,1842,0.138671875,0.40406090021133423,-0.3100222945213318,1.2065563201904297,2829312.0,1841,911.275050368,1746459928.0823476,50.62639617919922
14640,0.7436240315437317,29.211589813232422,0.01692708395421505,1.0,0.43774011731147766,1861,0.2610677182674408,0.40406090021133423,-0.3177606165409088,1.2065563201904297,2858496.0,1860,920.070001804,1746459936.8773346,50.62639617919922
14808,0.6302272081375122,28.72005271911621,0.013671875931322575,1.0,0.38018929958343506,1882,0.2174479216337204,0.40406090021133423,-0.30203747749328613,1.2065563201904297,2890752.0,1881,929.790875279,1746459946.5981624,50.62639617919922
15304,0.7111322283744812,28.75520896911621,0.0162760429084301,1.0,0.30342036485671997,1944,0.2532552182674408,0.40406090021133423,-0.43079519271850586,1.2065563201904297,2985984.0,1943,958.483792695,1746459975.2910657,50.62639617919922
15344,0.5618956089019775,28.423830032348633,0.01497395895421505,1.0,0.3538084924221039,1949,0.1451822966337204,0.40406090021133423,-0.4626481533050537,1.2065563201904297,2993664.0,1948,960.796887829,1746459977.6041622,50.62639617919922
15424,0.5283529162406921,27.791667938232422,0.013671875931322575,1.0,0.3216218948364258,1959,0.1328125,0.4013671875,-0.47426360845565796,1.18356192111969,3009024.0,1958,965.540551923,1746459982.347817,49.8662109375
15632,0.7046793103218079,29.18880271911621,0.013671875931322575,1.0,0.3537347912788391,1985,0.26171875,0.4013671875,-0.41247856616973877,1.18356192111969,3048960.0,1984,977.571657472,1746459994.378916,49.8662109375
15992,0.7359486818313599,27.71028709411621,0.017578125,1.0,0.31218910217285156,2030,0.2571614682674408,0.4013671875,-0.4235462546348572,1.18356192111969,3118080.0,2029,998.389688928,1746460015.1969779,49.8662109375
16008,0.6553990244865417,25.85286521911621,0.01888020895421505,1.0,0.29307329654693604,2032,0.1881510466337204,0.4013671875,-0.4283323287963867,1.18356192111969,3121152.0,2031,999.314443311,1746460016.121721,49.8662109375
16024,0.6451480984687805,29.23177146911621,0.015625,1.0,0.3089348077774048,2034,0.1855468899011612,0.4013671875,-0.4074876606464386,1.18356192111969,3124224.0,2033,1000.239898086,1746460017.0471685,49.8662109375
16128,0.665643572807312,27.406251907348633,0.013671875931322575,1.0,0.3286559581756592,2047,0.2389323115348816,0.4013671875,-0.39704430103302,1.18356192111969,3144192.0,2046,1006.254038127,1746460023.061333,49.8662109375
16240,0.7189387083053589,29.566408157348633,0.017578125,1.0,0.3192106783390045,2061,0.2545573115348816,0.4013671875,-0.4732719361782074,1.18356192111969,3165696.0,2060,1012.726697481,1746460029.5339637,49.8662109375
16368,0.841913640499115,28.611980438232422,0.01497395895421505,1.0,0.3031301200389862,2077,0.2825520932674408,0.4013671875,-0.41769689321517944,1.18356192111969,3190272.0,2076,1020.133298954,1746460036.9405959,49.8662109375
16512,0.7863394021987915,28.83333396911621,0.01302083395421505,1.0,0.3739863336086273,2095,0.2591145932674408,0.4013671875,-0.4116165041923523,1.18356192111969,3217920.0,2094,1028.456814321,1746460045.2638361,49.8662109375
16552,0.6464017629623413,28.007814407348633,0.01888020895421505,1.0,0.40144723653793335,2100,0.1959635466337204,0.4013671875,-0.3952089548110962,1.18356192111969,3225600.0,2099,1030.771336559,1746460047.5786102,49.8662109375
16624,0.7427935600280762,27.930339813232422,0.013671875931322575,1.0,0.3949105739593506,2109,0.2910156548023224,0.4013671875,-0.448255717754364,1.18356192111969,3239424.0,2108,1034.933620421,1746460051.7409058,49.8662109375
16664,0.7356861233711243,29.18294334411621,0.014322916977107525,1.0,0.3532242774963379,2114,0.275390625,0.4013671875,-0.3902205526828766,1.18356192111969,3247104.0,2113,1037.246976415,1746460054.054255,49.8662109375
16768,0.7433152794837952,29.390626907348633,0.015625,1.0,0.4185001254081726,2127,0.255859375,0.4013671875,-0.4564096927642822,1.18356192111969,3267072.0,2126,1043.3054688,1746460060.1127596,49.8662109375
16864,0.8291406631469727,27.755861282348633,0.015625,1.0,0.3778601884841919,2139,0.3079427182674408,0.4013671875,-0.4707590341567993,1.18356192111969,3285504.0,2138,1048.854321048,1746460065.6616015,49.8662109375
16944,0.7564520239830017,26.971355438232422,0.0162760429084301,1.0,0.3344908356666565,2149,0.2903645932674408,0.4013671875,-0.49794888496398926,1.18356192111969,3300864.0,2148,1053.48177297,1746460070.2890396,49.8662109375
16976,0.7518596053123474,30.242839813232422,0.014322916977107525,1.0,0.3199344277381897,2153,0.2578125,0.4013671875,-0.5092895030975342,1.18356192111969,3307008.0,2152,1055.331384777,1746460072.1386552,49.8662109375
17320,0.7756476998329163,29.57552146911621,0.015625,1.0,0.30790507793426514,2196,0.3040364682674408,0.4013671875,-0.49834662675857544,1.18356192111969,3373056.0,2195,1075.216244626,1746460092.0235362,49.8662109375
17368,0.5361472964286804,27.804689407348633,0.01497395895421505,1.0,0.3522363007068634,2202,0.1184895858168602,0.4013671875,-0.5088256597518921,1.18356192111969,3382272.0,2201,1077.993849466,1746460094.8011405,49.8662109375
17416,0.5972009301185608,28.63606834411621,0.01692708395421505,1.0,0.35923463106155396,2208,0.1686197966337204,0.4013671875,-0.5068409442901611,1.18356192111969,3391488.0,2207,1080.772029984,1746460097.5793142,49.8662109375
17448,0.7640625834465027,30.029949188232422,0.015625,1.0,0.4324066638946533,2212,0.2669270932674408,0.4013671875,-0.4668591022491455,1.18356192111969,3397632.0,2211,1082.622596755,1746460099.4298828,49.8662109375
17576,0.8781288266181946,29.50911521911621,0.01692708395421505,1.0,0.475851446390152,2228,0.3476562798023224,0.4013671875,-0.463473379611969,1.18356192111969,3422208.0,2227,1090.021322348,1746460106.8286018,49.8662109375
17664,0.5476417541503906,25.666667938232422,0.0162760429084301,1.0,0.4560127556324005,2239,0.1744791716337204,0.4013671875,-0.4961256980895996,1.18356192111969,3439104.0,2238,1095.112392848,1746460111.9196622,49.8662109375
17776,0.5681480765342712,29.42122459411621,0.01497395895421505,1.0,0.3728078603744507,2253,0.1451822966337204,0.4013671875,-0.5020268559455872,1.18356192111969,3460608.0,2252,1101.594992144,1746460118.402295,49.8662109375
17792,0.7642213702201843,27.843751907348633,0.0182291679084301,1.0,0.4521779417991638,2255,0.2584635615348816,0.4013671875,-0.5337121486663818,1.18356192111969,3463680.0,2254,1102.519851015,1746460119.3271325,49.8662109375
17856,0.7963407039642334,30.24544334411621,0.015625,1.0,0.37799888849258423,2263,0.3079427182674408,0.4013671875,-0.4970777630805969,1.18356192111969,3475968.0,2262,1106.219951864,1746460123.0272453,49.8662109375
17936,0.6758096218109131,29.152345657348633,0.0162760429084301,1.0,0.41952434182167053,2273,0.2161458432674408,0.4013671875,-0.49120235443115234,1.18356192111969,3491328.0,2272,1110.850348215,1746460127.6576436,49.8662109375
17944,0.9261850118637085,30.477214813232422,0.01692708395421505,1.0,0.3909662961959839,2274,0.4042969048023224,0.4013671875,-0.48625731468200684,1.18356192111969,3492864.0,2273,1111.312663194,1746460128.119964,49.8662109375
18128,0.6198211908340454,28.87630271911621,0.0162760429084301,1.0,0.3604329824447632,2297,0.1673177182674408,0.49949344992637634,-0.49472776055336,1.3359177112579346,3528192.0,2296,1122.075075162,1746460138.8823538,51.082069396972656
18152,0.7071264982223511,28.85677146911621,0.015625,1.0,0.34667807817459106,2300,0.2343750149011612,0.49949344992637634,-0.44408389925956726,1.3359177112579346,3532800.0,2299,1123.463048041,1746460140.2703497,51.082069396972656
18352,0.5339467525482178,29.33333396911621,0.015625,1.0,0.33407101035118103,2325,0.1588541716337204,0.49949344992637634,-0.5296857357025146,1.3359177112579346,3571200.0,2324,1135.02853022,1746460151.8357658,51.082069396972656
18368,0.6698898077011108,28.10481834411621,0.01692708395421505,1.0,0.33862945437431335,2327,0.2044270932674408,0.49949344992637634,-0.51739501953125,1.3359177112579346,3574272.0,2326,1135.953234268,1746460152.7605236,51.082069396972656
18376,0.7242827415466309,29.274089813232422,0.01888020895421505,1.0,0.35426902770996094,2328,0.2343750149011612,0.49949344992637634,-0.5228646993637085,1.3359177112579346,3575808.0,2327,1136.415983067,1746460153.2232785,51.082069396972656
18392,0.8442309498786926,28.41341209411621,0.01888020895421505,1.0,0.3433287739753723,2330,0.3059895932674408,0.49949344992637634,-0.5263376235961914,1.3359177112579346,3578880.0,2329,1137.340408218,1746460154.1477056,51.082069396972656
18664,0.7680906057357788,28.500652313232422,0.01692708395421505,1.0,0.35944995284080505,2364,0.2630208432674408,0.49949344992637634,-0.5482825040817261,1.3359177112579346,3631104.0,2363,1153.067850875,1746460169.875132,51.082069396972656
18680,0.9068523645401001,29.847658157348633,0.01497395895421505,1.0,0.3577381372451782,2366,0.3847656548023224,0.49949344992637634,-0.5301939845085144,1.3359177112579346,3634176.0,2365,1153.992868579,1746460170.8001623,51.082069396972656
18696,0.6713534593582153,28.69270896911621,0.01497395895421505,1.0,0.3721887767314911,2368,0.2083333432674408,0.49949344992637634,-0.5602859258651733,1.3359177112579346,3637248.0,2367,1154.919205575,1746460171.7264926,51.082069396972656
18896,0.822726309299469,29.117839813232422,0.01692708395421505,1.0,0.3688207268714905,2393,0.3007812798023224,0.49949344992637634,-0.6017911434173584,1.3359177112579346,3675648.0,2392,1166.49392387,1746460183.3012316,51.082069396972656
18984,0.907806932926178,27.054689407348633,0.017578125,1.0,0.3373943567276001,2404,0.3606770932674408,0.49949344992637634,-0.5955970287322998,1.3359177112579346,3692544.0,2403,1171.581490536,1746460188.3887749,51.082069396972656
19024,0.9554446339607239,29.833986282348633,0.01692708395421505,1.0,0.3151263892650604,2409,0.3984375298023224,0.49949344992637634,-0.5892166495323181,1.3359177112579346,3700224.0,2408,1173.892771151,1746460190.7000687,51.082069396972656
19032,0.6552969813346863,30.585939407348633,0.014322916977107525,1.0,0.3594580888748169,2410,0.2076822966337204,0.49949344992637634,-0.5788646936416626,1.3359177112579346,3701760.0,2409,1174.355276815,1746460191.1625803,51.082069396972656
19160,0.7265490889549255,28.858074188232422,0.01497395895421505,1.0,0.3574705123901367,2426,0.25390625,0.49949344992637634,-0.5909006595611572,1.3359177112579346,3726336.0,2425,1181.765613271,1746460198.572876,51.082069396972656
19232,0.8796787858009338,29.330730438232422,0.0162760429084301,1.0,0.37568050622940063,2435,0.3444010615348816,0.49949344992637634,-0.6046572923660278,1.3359177112579346,3740160.0,2434,1185.928736572,1746460202.736014,51.082069396972656
19592,0.7554842233657837,27.14974021911621,0.0162760429084301,1.0,0.3817870318889618,2480,0.2858073115348816,0.49949344992637634,-0.6030528545379639,1.3359177112579346,3809280.0,2479,1206.740417801,1746460223.5476854,51.082069396972656
19640,0.7150148153305054,29.214845657348633,0.01692708395421505,1.0,0.3831767737865448,2486,0.2311197966337204,0.49949344992637634,-0.5874781608581543,1.3359177112579346,3818496.0,2485,1209.513843539,1746460226.321119,51.082069396972656
19856,0.831501305103302,29.92317771911621,0.01497395895421505,1.0,0.3568975329399109,2513,0.2903645932674408,0.49949344992637634,-0.6461440920829773,1.3359177112579346,3859968.0,2512,1222.01515485,1746460238.822477,51.082069396972656
19928,0.9596968293190002,29.678386688232422,0.0162760429084301,1.0,0.3187894821166992,2522,0.4121094048023224,0.49949344992637634,-0.6134454607963562,1.3359177112579346,3873792.0,2521,1226.176919616,1746460242.9842396,51.082069396972656
19968,0.7544131278991699,28.12239646911621,0.0162760429084301,1.0,0.3323248028755188,2527,0.2884114682674408,0.49949344992637634,-0.5621852874755859,1.3359177112579346,3881472.0,2526,1228.491488414,1746460245.2987702,51.082069396972656
19976,0.9833415150642395,28.61458396911621,0.01497395895421505,1.0,0.3331246078014374,2528,0.4420573115348816,0.49949344992637634,-0.5744232535362244,1.3359177112579346,3883008.0,2527,1228.953902578,1746460245.7611887,51.082069396972656
20240,0.8468342423439026,30.453777313232422,0.015625,1.0,0.3391398787498474,2561,0.3164062798023224,0.49949344992637634,-0.6136783957481384,1.3359177112579346,3933696.0,2560,1244.260303804,1746460261.0675607,51.082069396972656
20352,0.8371906876564026,28.15169334411621,0.017578125,1.0,0.32641974091529846,2575,0.3411458432674408,0.49949344992637634,-0.653445839881897,1.3359177112579346,3955200.0,2574,1250.740598571,1746460267.547869,51.082069396972656
20392,0.8592978715896606,30.150392532348633,0.01692708395421505,1.0,0.33075255155563354,2580,0.3170573115348816,0.49949344992637634,-0.656476616859436,1.3359177112579346,3962880.0,2579,1253.052850453,1746460269.8600814,51.082069396972656
20432,0.87359619140625,26.42903709411621,0.017578125,1.0,0.33626753091812134,2585,0.3808594048023224,0.49949344992637634,-0.6681256890296936,1.3359177112579346,3970560.0,2584,1255.365352116,1746460272.1726289,51.082069396972656
20472,0.720663845539093,29.292970657348633,0.017578125,1.0,0.40176087617874146,2590,0.2154947966337204,0.49949344992637634,-0.6156775951385498,1.3359177112579346,3978240.0,2589,1257.677752188,1746460274.4850163,51.082069396972656
20504,0.7537030577659607,29.46224021911621,0.015625,1.0,0.3645830750465393,2594,0.2682291865348816,0.49949344992637634,-0.6486690044403076,1.3359177112579346,3984384.0,2593,1259.527013557,1746460276.3343246,51.082069396972656
20600,0.7813854217529297,27.361330032348633,0.01692708395421505,1.0,0.3381500840187073,2606,0.2845052182674408,0.4917733371257782,-0.6430466175079346,1.3264237642288208,4002816.0,2605,1265.198672438,1746460282.005958,47.767826080322266
20728,0.7263638973236084,29.959636688232422,0.017578125,1.0,0.32113075256347656,2622,0.2311197966337204,0.4917733371257782,-0.5803693532943726,1.3264237642288208,4027392.0,2621,1272.599759769,1746460289.407069,47.767826080322266
20944,0.5341724753379822,29.26692771911621,0.0162760429084301,1.0,0.4108278751373291,2649,0.1302083432674408,0.4917733371257782,-0.5526094436645508,1.3264237642288208,4068864.0,2648,1285.090468125,1746460301.897756,47.767826080322266
21008,0.7346825003623962,27.936199188232422,0.0182291679084301,1.0,0.34895002841949463,2657,0.2428385615348816,0.4917733371257782,-0.5660680532455444,1.3264237642288208,4081152.0,2656,1288.789316524,1746460305.5965934,47.767826080322266
21064,0.9711156487464905,29.77474021911621,0.014322916977107525,1.0,0.3892679810523987,2664,0.4407552182674408,0.4917733371257782,-0.6070021390914917,1.3264237642288208,4091904.0,2663,1292.027389581,1746460308.8346713,47.767826080322266
21088,0.8263682723045349,28.898439407348633,0.0182291679084301,1.0,0.3909187316894531,2667,0.3046875298023224,0.4917733371257782,-0.5903065800666809,1.3264237642288208,4096512.0,2666,1293.414767552,1746460310.2220385,47.767826080322266
21104,0.8994818925857544,30.235027313232422,0.01497395895421505,1.0,0.3737102150917053,2669,0.3665364682674408,0.4917733371257782,-0.600822925567627,1.3264237642288208,4099584.0,2668,1294.339332291,1746460311.1466234,47.767826080322266
21264,0.8022515773773193,28.97005271911621,0.01692708395421505,1.0,0.31855326890945435,2689,0.3268229365348816,0.4917733371257782,-0.5958849787712097,1.3264237642288208,4130304.0,2688,1303.591355194,1746460320.3986194,47.767826080322266
21376,0.6397383809089661,31.172527313232422,0.013671875931322575,1.0,0.34694069623947144,2703,0.1738281399011612,0.4917733371257782,-0.6044555902481079,1.3264237642288208,4151808.0,2702,1310.066116251,1746460326.8734186,47.767826080322266
21400,0.9021940231323242,27.976564407348633,0.01692708395421505,1.0,0.3402125835418701,2706,0.3684895932674408,0.4917733371257782,-0.5914038419723511,1.3264237642288208,4156416.0,2705,1311.456973244,1746460328.2642667,47.767826080322266
21472,0.7115243673324585,27.12239646911621,0.01888020895421505,1.0,0.327886700630188,2715,0.2486979365348816,0.4917733371257782,-0.6249108910560608,1.3264237642288208,4170240.0,2714,1315.619808673,1746460332.4271119,47.767826080322266
21480,0.8760367631912231,28.106121063232422,0.01888020895421505,1.0,0.3340423107147217,2716,0.3483073115348816,0.4917733371257782,-0.6210888028144836,1.3264237642288208,4171776.0,2715,1316.082327599,1746460332.8896286,47.767826080322266
21584,0.6902069449424744,29.389324188232422,0.01497395895421505,1.0,0.3333381116390228,2729,0.2317708432674408,0.4917733371257782,-0.6339071989059448,1.3264237642288208,4191744.0,2728,1322.0974282,1746460338.9047232,47.767826080322266
21800,0.8114782571792603,27.699220657348633,0.0182291679084301,1.0,0.3410625755786896,2756,0.3157552182674408,0.4917733371257782,-0.6482539176940918,1.3264237642288208,4233216.0,2755,1334.59308784,1746460351.400405,47.767826080322266
21840,0.7614171504974365,30.197917938232422,0.01692708395421505,1.0,0.33045142889022827,2761,0.2408854365348816,0.4917733371257782,-0.6787934303283691,1.3264237642288208,4240896.0,2760,1336.907900923,1746460353.7151701,47.767826080322266
21912,0.8457247614860535,28.695314407348633,0.01692708395421505,1.0,0.35632526874542236,2770,0.3320312798023224,0.4917733371257782,-0.6389647722244263,1.3264237642288208,4254720.0,2769,1341.070132341,1746460357.8774226,47.767826080322266
22000,0.8877829909324646,29.695964813232422,0.01692708395421505,1.0,0.3556731939315796,2781,0.3476562798023224,0.4917733371257782,-0.7017606496810913,1.3264237642288208,4271616.0,2780,1346.15899953,1746460362.966305,47.767826080322266
22088,0.8174957633018494,25.623699188232422,0.0182291679084301,1.0,0.3309779763221741,2792,0.3177083432674408,0.4917733371257782,-0.6645212173461914,1.3264237642288208,4288512.0,2791,1351.246282947,1746460368.0535603,47.767826080322266
22352,0.8244888782501221,30.027996063232422,0.01692708395421505,1.0,0.3393387496471405,2825,0.3007812798023224,0.4917733371257782,-0.7498741745948792,1.3264237642288208,4339200.0,2824,1366.512716676,1746460383.319998,47.767826080322266
22456,0.8335289359092712,29.783205032348633,0.0162760429084301,1.0,0.3508267402648926,2838,0.3229166865348816,0.4917733371257782,-0.6985044479370117,1.3264237642288208,4359168.0,2837,1372.531252564,1746460389.3385475,47.767826080322266
22680,0.9505404233932495,30.31380271911621,0.015625,1.0,0.31695371866226196,2866,0.3802083432674408,0.4917733371257782,-0.7242299914360046,1.3264237642288208,4402176.0,2865,1385.486801426,1746460402.2940774,47.767826080322266
22720,0.8260079026222229,29.291667938232422,0.0162760429084301,1.0,0.3434162735939026,2871,0.3059895932674408,0.4917733371257782,-0.7260969281196594,1.3264237642288208,4409856.0,2870,1387.798944399,1746460404.6062322,47.767826080322266
22768,0.8140983581542969,28.085939407348633,0.015625,1.0,0.3193894028663635,2877,0.3066406548023224,0.4917733371257782,-0.7307636737823486,1.3264237642288208,4419072.0,2876,1390.578326956,1746460407.3856077,47.767826080322266
23104,0.787605345249176,28.846355438232422,0.017578125,1.0,0.3662034869194031,2919,0.2962239682674408,0.4917733371257782,-0.7189623117446899,1.3264237642288208,4483584.0,2918,1410.00097118,1746460426.8082795,47.767826080322266
23176,0.8973647356033325,29.951824188232422,0.0182291679084301,1.0,0.3179166913032532,2928,0.3489583432674408,0.5775400996208191,-0.7315082550048828,1.4436973333358765,4497408.0,2927,1414.292843117,1746460431.1001506,46.142601013183594
23248,0.785349428653717,29.170574188232422,0.015625,1.0,0.32678183913230896,2937,0.2942708432674408,0.5775400996208191,-0.7133358716964722,1.4436973333358765,4511232.0,2936,1418.454296676,1746460435.2615836,46.142601013183594
23344,0.7769379615783691,29.140626907348633,0.0162760429084301,1.0,0.3470126688480377,2949,0.2845052182674408,0.5775400996208191,-0.703993558883667,1.4436973333358765,4529664.0,2948,1424.002952911,1746460440.8102624,46.142601013183594
23376,0.6109221577644348,27.83333396911621,0.014322916977107525,1.0,0.3036840260028839,2953,0.1822916716337204,0.5775400996208191,-0.7423009276390076,1.4436973333358765,4535808.0,2952,1425.855916651,1746460442.6631904,46.142601013183594
23816,0.6747560501098633,27.863283157348633,0.01692708395421505,1.0,0.2990202307701111,3008,0.2141927182674408,0.5775400996208191,-0.7083035707473755,1.4436973333358765,4620288.0,3007,1451.342942736,1746460468.1502156,46.142601013183594
23848,0.8262272477149963,27.643230438232422,0.01888020895421505,1.0,0.30819860100746155,3012,0.3287760615348816,0.5775400996208191,-0.713066577911377,1.4436973333358765,4626432.0,3011,1453.196901536,1746460470.004168,46.142601013183594
23912,0.7750921845436096,29.52083396911621,0.01497395895421505,1.0,0.29463642835617065,3020,0.2923177182674408,0.5775400996208191,-0.7300348281860352,1.4436973333358765,4638720.0,3019,1456.896270437,1746460473.7035458,46.142601013183594
23928,0.7984738945960999,27.17122459411621,0.01888020895421505,1.0,0.328535795211792,3022,0.2845052182674408,0.5775400996208191,-0.7097512483596802,1.4436973333358765,4641792.0,3021,1457.821481441,1746460474.6287715,46.142601013183594
23960,0.8650091886520386,27.74544334411621,0.0182291679084301,1.0,0.3814188838005066,3026,0.3098958432674408,0.5775400996208191,-0.7308745384216309,1.4436973333358765,4647936.0,3025,1459.671204739,1746460476.4784904,46.142601013183594
24112,0.9541043043136597,29.152996063232422,0.01888020895421505,1.0,0.38035738468170166,3045,0.3880208432674408,0.5775400996208191,-0.7295845150947571,1.4436973333358765,4677120.0,3044,1468.46599238,1746460485.2732866,46.142601013183594
24280,0.8001964092254639,30.417970657348633,0.014322916977107525,1.0,0.2946053743362427,3066,0.2936198115348816,0.5775400996208191,-0.778276801109314,1.4436973333358765,4709376.0,3065,1478.178072876,1746460494.9853947,46.142601013183594
24336,0.8981430530548096,30.174480438232422,0.0162760429084301,1.0,0.269136905670166,3073,0.3548177182674408,0.5775400996208191,-0.8008558750152588,1.4436973333358765,4720128.0,3072,1481.416841143,1746460498.2241213,46.142601013183594
25008,0.8452287912368774,28.486980438232422,0.01692708395421505,1.0,0.34510818123817444,3157,0.3476562798023224,0.5775400996208191,-0.8179259300231934,1.4436973333358765,4849152.0,3156,1520.398102432,1746460537.2052538,46.142601013183594
25168,0.9207732081413269,30.555992126464844,0.01497395895421505,1.0,0.29202261567115784,3177,0.3821614682674408,0.5775400996208191,-0.7710762023925781,1.4436973333358765,4879872.0,3176,1529.713811481,1746460546.5209136,46.142601013183594
25328,0.9345231056213379,28.965496063232422,0.0182291679084301,1.0,0.2775927186012268,3197,0.3378906548023224,0.5775400996208191,-0.7816146612167358,1.4436973333358765,4910592.0,3196,1538.992765764,1746460555.8000562,46.142601013183594
25344,0.7126544713973999,28.830730438232422,0.017578125,1.0,0.3033475875854492,3199,0.2291666716337204,0.5775400996208191,-0.8148643970489502,1.4436973333358765,4913664.0,3198,1539.917585684,1746460556.7248847,46.142601013183594
25400,0.8549224734306335,28.082033157348633,0.017578125,1.0,0.2817772328853607,3206,0.3365885615348816,0.5775400996208191,-0.7997610569000244,1.4436973333358765,4924416.0,3205,1543.158732046,1746460559.965996,46.142601013183594
25456,0.711378276348114,28.35677146911621,0.0182291679084301,1.0,0.294050931930542,3213,0.2259114682674408,0.5775400996208191,-0.8019722700119019,1.4436973333358765,4935168.0,3212,1546.395590412,1746460563.2028282,46.142601013183594
25576,0.8629183769226074,29.625652313232422,0.01497395895421505,1.0,0.2782130539417267,3228,0.3580729365348816,0.5775400996208191,-0.8028477430343628,1.4436973333358765,4958208.0,3227,1553.337926953,1746460570.1452327,46.142601013183594
