returned_episode_lengths,returned_won_episode,update_steps,test_returned_episode_lengths,_step,test_returned_episode_returns,loss,returned_episode,returned_episode_returns,_runtime,grad_steps,test_returned_won_episode,test_returned_episode,qvals,env_step,_timestamp
25.16536521911621,0.0,1,28.50518035888672,0,0.05829979106783867,0.0,0.02343750186264515,0.2001473307609558,58.581320724,0,0.0,1.0,0.0,1536,1747598233.9392784
26.133464813232422,0.0,14,28.50518035888672,13,0.05829979106783867,0.0,0.02539062686264515,0.2366233468055725,59.503052544,0,0.0,1.0,0.0,21504,1747598234.8616202
26.03841209411621,0.0,15,28.50518035888672,14,0.05829979106783867,0.0,0.02343750186264515,0.23369599878787994,59.573601236,0,0.0,1.0,0.0,23040,1747598234.932177
24.811199188232422,0.0,25,28.50518035888672,24,0.05829979106783867,0.0,0.02278645895421505,0.21681030094623566,60.279474693,0,0.0,1.0,0.0,38400,1747598235.6380413
25.34114646911621,0.0,30,28.50518035888672,29,0.05829979106783867,0.0,0.02278645895421505,0.22167731821537018,60.631998491,0,0.0,1.0,0.0,46080,1747598235.990603
26.82747459411621,0.0,61,28.50518035888672,60,0.05829979106783867,0.031175538897514343,0.0221354179084301,0.28112661838531494,74.421409508,240,0.0,1.0,0.4780693054199219,93696,1747598249.7798705
25.929689407348633,0.0,72,28.50518035888672,71,0.05829979106783867,0.21932849287986755,0.0240885429084301,0.29025760293006897,79.456575668,328,0.0,1.0,0.5226143002510071,110592,1747598254.8148983
24.925783157348633,0.0,86,28.50518035888672,85,0.05829979106783867,0.08447521924972534,0.0240885429084301,0.27187034487724304,85.886683037,440,0.0,1.0,0.36650383472442627,132096,1747598261.2449908
27.207033157348633,0.0,91,28.50518035888672,90,0.05829979106783867,0.09950719028711319,0.02278645895421505,0.28674063086509705,88.176678909,480,0.0,1.0,0.4486895799636841,139776,1747598263.5351357
26.28841209411621,0.0,99,28.50518035888672,98,0.05829979106783867,0.17136822640895844,0.02083333395421505,0.2295713573694229,91.849822856,544,0.0,1.0,0.468607634305954,152064,1747598267.208211
