returned_episode_lengths,qvals,test_returned_won_episode,loss,env_step,grad_steps,update_steps,returned_won_episode,_runtime,_step,returned_episode,_timestamp,test_returned_episode_lengths,test_returned_episode,test_returned_episode_returns,returned_episode_returns
25.43359375,0.0,0.0,0.0,44544.0,0,29,0.0,58.019767673,28,0.02408854104578495,1746197233.9239128,29.472415924072266,1,0.11162808537483215,0.2269694060087204
25.82161521911621,0.5411664247512817,0.0,0.006839808076620102,69120.0,112,45,0.0,63.422965553,44,0.02278645895421505,1746197239.3270915,29.472415924072266,1,0.11162808537483215,0.28375324606895447
25.30078125,0.5670580267906189,0.0,0.00542003009468317,78336.0,160,51,0.0,65.694540289,50,0.02408854104578495,1746197241.5985968,29.472415924072266,1,0.11162808537483215,0.2744888663291931
25.44921875,0.6818873286247253,0.0,0.011239247396588326,84480.0,192,55,0.0,67.196984544,54,0.0234375,1746197243.1010895,29.472415924072266,1,0.11162808537483215,0.2679394483566284
25.40299415588379,0.7278769612312317,0.0,0.03018871694803238,96768.0,256,63,0.0,70.219673059,62,0.0234375,1746197246.123764,29.472415924072266,1,0.11162808537483215,0.28862300515174866
26.39453125,0.6993439197540283,0.0,0.02803681418299675,115200.0,352,75,0.0,74.763219503,74,0.02213541604578495,1746197250.667313,29.472415924072266,1,0.11162808537483215,0.27957355976104736
24.22330665588379,0.5806570053100586,0.0,0.05097430571913719,144384.0,504,94,0.0,81.920390681,93,0.02669270895421505,1746197257.8244596,29.472415924072266,1,0.11162808537483215,0.28138017654418945
24.80403709411621,0.46362534165382385,0.0,0.3652447462081909,188928.0,736,123,0.0,92.875451226,122,0.02604166604578495,1746197268.7795508,29.472415924072266,1,0.11162808537483215,0.3000129759311676
25.23893165588379,0.41896548867225647,0.0,0.14669302105903625,204288.0,816,133,0.0,96.633184637,132,0.02473958395421505,1746197272.5372548,29.472415924072266,1,0.11162808537483215,0.30023759603500366
24.73502540588379,0.425739586353302,0.0,0.14684030413627625,208896.0,840,136,0.0,97.769491846,135,0.02473958395421505,1746197273.6735547,29.472415924072266,1,0.11162808537483215,0.28554683923721313
24.11588478088379,0.37436333298683167,0.0,0.19219882786273956,245760.0,1032,160,0.0,106.838021748,159,0.02734375,1746197282.742102,29.472415924072266,1,0.11162808537483215,0.29357418417930603
25.044921875,0.29681265354156494,0.0,0.4029772877693176,281088.0,1216,183,0.0,115.537525837,182,0.02278645895421505,1746197291.441615,29.472415924072266,1,0.11162808537483215,0.26347002387046814
25.03190040588379,0.2792210280895233,0.0,0.227675661444664,287232.0,1248,187,0.0,117.05042249,186,0.025390625,1746197292.9544644,29.472415924072266,1,0.11162808537483215,0.3042219877243042
24.947265625,0.2857552170753479,0.0,0.14554548263549805,290304.0,1264,189,0.0,117.80616881,188,0.02278645895421505,1746197293.7102423,29.472415924072266,1,0.11162808537483215,0.27589190006256104
26.056640625,0.32803940773010254,0.0,0.18322771787643433,297984.0,1304,194,0.0,119.702873009,193,0.02278645895421505,1746197295.6069593,29.472415924072266,1,0.11162808537483215,0.29247066378593445
23.92252540588379,0.3316831588745117,0.0,0.2074582725763321,301056.0,1320,196,0.0,120.489569487,195,0.025390625,1746197296.36197,29.472415924072266,1,0.11162808537483215,0.2783137857913971
24.09440040588379,0.33056920766830444,0.0,0.21750839054584503,304128.0,1336,198,0.0,121.210241977,197,0.025390625,1746197297.1143248,29.472415924072266,1,0.11162808537483215,0.30740228295326233
24.728515625,0.32161954045295715,0.0,0.4020259976387024,313344.0,1384,204,0.0,123.472588034,203,0.02734375,1746197299.376671,29.472415924072266,1,0.11162808537483215,0.29669269919395447
24.65950584411621,0.27203798294067383,0.0,0.13783442974090576,397824.0,1824,259,0.0,144.309845256,258,0.02669270895421505,1746197320.213945,29.472415924072266,1,0.11162808537483215,0.2934570014476776
25.8046875,0.2714661955833435,0.0,0.10725164413452148,427008.0,1976,278,0.0,151.496925349,277,0.025390625,1746197327.4009633,29.472415924072266,1,0.11162808537483215,0.30044594407081604
25.46484375,0.2574383318424225,0.0,0.10222317278385162,437760.0,2032,285,0.0,154.150419605,284,0.0234375,1746197330.0545092,29.472415924072266,1,0.11162808537483215,0.30964189767837524
25.18815040588379,0.24552346765995026,0.0,0.09391394257545471,465408.0,2176,303,0.0,160.965669401,302,0.025390625,1746197336.86974,29.472415924072266,1,0.11162808537483215,0.31442055106163025
24.23893165588379,0.24260583519935608,0.0,0.08965697884559631,506880.0,2392,330,0.0,171.280390743,329,0.025390625,1746197347.184437,34.39157485961914,1,0.4360346794128418,0.3132323920726776
27.45182228088379,0.23673343658447266,0.0,0.290048211812973,552960.0,2632,360,0.0,182.66412688,359,0.02083333395421505,1746197358.5682364,34.39157485961914,1,0.4360346794128418,0.25410154461860657
25.29622459411621,0.23643355071544647,0.0,0.23336286842823029,574464.0,2744,374,0.0,187.962804929,373,0.02408854104578495,1746197363.8668845,34.39157485961914,1,0.4360346794128418,0.28821611404418945
24.90755271911621,0.2373865842819214,0.0,0.2346440702676773,577536.0,2760,376,0.0,188.716933284,375,0.02408854104578495,1746197364.620939,34.39157485961914,1,0.4360346794128418,0.29548177123069763
25.44986915588379,0.23772940039634705,0.0,0.2362385392189026,585216.0,2800,381,0.0,190.633293239,380,0.02408854104578495,1746197366.537375,34.39157485961914,1,0.4360346794128418,0.3077603876590729
27.369140625,0.1776290386915207,0.0,0.06515564024448395,635904.0,3064,414,0.0,203.272675441,413,0.02278645895421505,1746197379.176724,34.39157485961914,1,0.4360346794128418,0.31225258111953735
26.31510353088379,0.17931020259857178,0.0,0.059007324278354645,637440.0,3072,415,0.0,203.648433224,414,0.02408854104578495,1746197379.55252,34.39157485961914,1,0.4360346794128418,0.29065099358558655
26.060546875,0.18709442019462585,0.0,0.07235665619373322,651264.0,3144,424,0.0,207.087566665,423,0.021484375,1746197382.9914737,34.39157485961914,1,0.4360346794128418,0.2779654860496521
25.35091209411621,0.17168736457824707,0.0,0.0807519257068634,663552.0,3208,432,0.0,210.125451212,431,0.021484375,1746197386.0294874,34.39157485961914,1,0.4360346794128418,0.3394107520580292
25.068359375,0.16482877731323242,0.0,0.07098348438739777,672768.0,3256,438,0.0,212.417160445,437,0.0234375,1746197388.3211021,34.39157485961914,1,0.4360346794128418,0.33159175515174866
27.33658790588379,0.13366654515266418,0.0,0.06181460991501808,701952.0,3408,457,0.0,219.632186173,456,0.02213541604578495,1746197395.536249,34.39157485961914,1,0.4360346794128418,0.2830338180065155
29.48828125,0.11757446825504303,0.0,0.05479488521814346,752640.0,3672,490,0.0,232.150797069,489,0.01692708395421505,1746197408.0548227,34.39157485961914,1,0.4360346794128418,0.2186555564403534
29.53255271911621,0.13228949904441833,0.0,0.053514666855335236,777216.0,3800,506,0.0,238.197713366,505,0.01822916604578495,1746197414.1016684,34.39157485961914,1,0.4360346794128418,0.2577017843723297
27.765625,0.10671539604663849,0.0,0.06521497666835785,823296.0,4040,536,0.0,249.541101081,535,0.01888020895421505,1746197425.4451659,34.39157485961914,1,0.4360346794128418,0.26553383469581604
26.59049415588379,0.09068523347377777,0.0,0.08410340547561646,832512.0,4088,542,0.0,251.823273013,541,0.02278645895421505,1746197427.7273448,34.39157485961914,1,0.4360346794128418,0.2911067605018616
28.71028709411621,0.04456043243408203,0.0,0.054297108203172684,909312.0,4488,592,0.0,270.713377299,591,0.013020833022892475,1746197446.6174748,34.39157485961914,1,0.4360346794128418,0.15934894979000092
28.802734375,0.039769187569618225,0.0,0.0641205683350563,936960.0,4632,610,0.0,277.544799845,609,0.02083333395421505,1746197453.4487755,34.39157485961914,1,0.4360346794128418,0.24878904223442078
