returned_episode_lengths,returned_won_episode,update_steps,_step,test_returned_episode_returns,loss,returned_episode_returns,returned_episode,_runtime,grad_steps,qvals,test_returned_episode_lengths,test_returned_won_episode,env_step,test_returned_episode,_timestamp
26.4609375,0.0,12,11,0.15558122098445892,0.0,0.24581702053546906,0.02278645895421505,48.927776252,0,0.0,29.96730613708496,0.0,18432,1,1746428967.343017
25.52864646911621,0.0,14,13,0.15558122098445892,0.0,0.24776363372802734,0.02278645895421505,49.055832102,0,0.0,29.96730613708496,0.0,21504,1,1746428967.4710553
26.16015625,0.0,16,15,0.15558122098445892,0.0,0.23207028210163116,0.0234375,49.183936485,0,0.0,29.96730613708496,0.0,24576,1,1746428967.5991828
26.53059959411621,0.0,46,45,0.15558122098445892,0.004770477302372456,0.2726367115974426,0.0234375,55.86947767,120,0.3551376760005951,29.96730613708496,0.0,70656,1,1746428974.2845707
25.837890625,0.0,53,52,0.15558122098445892,0.019747570157051086,0.261695921421051,0.02473958395421505,58.538447333,176,0.43828150629997253,29.96730613708496,0.0,81408,1,1746428976.9535882
25.47265625,0.0,56,55,0.15558122098445892,0.009033619426190853,0.27270177006721497,0.02473958395421505,59.68171721,200,0.48835325241088867,29.96730613708496,0.0,86016,1,1746428978.096787
25.1328125,0.0,63,62,0.15558122098445892,0.029369255527853966,0.2732682228088379,0.02473958395421505,62.340627151,256,0.5911256074905396,29.96730613708496,0.0,96768,1,1746428980.7558506
25.1875,0.0,85,84,0.15558122098445892,0.03528628498315811,0.2741405665874481,0.02278645895421505,70.719746737,432,0.7564438581466675,29.96730613708496,0.0,130560,1,1746428989.1349866
26.45572853088379,0.0,102,101,0.15558122098445892,0.12554340064525604,0.3148958086967468,0.02278645895421505,77.194143581,568,0.8297401666641235,29.96730613708496,0.0,156672,1,1746428995.6093724
24.71875,0.0,114,113,0.15558122098445892,0.08081343024969101,0.29748043417930603,0.02669270895421505,81.767283362,664,0.7875359058380127,29.96730613708496,0.0,175104,1,1746429000.1823394
25.09375,0.0,154,153,0.15558122098445892,0.08906152099370956,0.31541013717651367,0.02408854104578495,96.981863853,984,0.791837215423584,29.96730613708496,0.0,236544,1,1746429015.3971033
24.59049415588379,0.0,166,165,0.15558122098445892,0.12449480593204498,0.32108721137046814,0.025390625,101.55119558,1080,0.8121386766433716,29.96730613708496,0.0,254976,1,1746429019.9664328
24.19921875,0.0,199,198,0.15558122098445892,0.08342891186475754,0.32499346137046814,0.02604166604578495,114.116114579,1344,0.8503676652908325,29.96730613708496,0.0,305664,1,1746429032.5313203
24.712890625,0.0,200,199,0.15558122098445892,0.07766024023294449,0.32669270038604736,0.02734375,114.495132203,1352,0.8582800030708313,29.96730613708496,0.0,307200,1,1746429032.910345
26.21224021911621,0.0,202,201,0.15558122098445892,0.11916328221559525,0.3150748312473297,0.02278645895421505,115.253442912,1368,0.8527613878250122,29.96730613708496,0.0,310272,1,1746429033.668679
24.64908790588379,0.0,205,204,0.15558122098445892,0.08155454695224762,0.3082975149154663,0.02669270895421505,116.390660967,1392,0.8530917167663574,29.96730613708496,0.0,314880,1,1746429034.805918
24.11588478088379,0.0,215,214,0.15558122098445892,0.0750211775302887,0.3042447865009308,0.025390625,120.19735495,1472,0.8653746843338013,29.96730613708496,0.0,330240,1,1746429038.612541
24.72265625,0.0,235,234,0.15558122098445892,0.07366354763507843,0.346295565366745,0.02669270895421505,127.800030814,1632,0.8880104422569275,29.96730613708496,0.0,360960,1,1746429046.2152698
25.43619728088379,0.0,250,249,0.15558122098445892,0.0620248019695282,0.3331282436847687,0.02473958395421505,133.504840858,1752,0.9029065370559692,29.96730613708496,0.0,384000,1,1746429051.920082
25.24088478088379,0.0,272,271,0.15558122098445892,0.08603116869926453,0.35804685950279236,0.02669270895421505,141.882315776,1928,0.911405086517334,29.96730613708496,0.0,417792,1,1746429060.2973435
26.216796875,0.0,312,311,0.15558122098445892,0.1486944556236267,0.32969722151756287,0.0234375,157.085334555,2248,0.9238543510437012,29.96730613708496,0.0,479232,1,1746429075.5004632
25.462890625,0.0,339,338,0.49248191714286804,0.07419368624687195,0.31878578662872314,0.02213541604578495,167.44664838,2464,0.9218578934669495,36.218441009521484,0.0,520704,1,1746429085.8618944
25.45572853088379,0.0,360,359,0.49248191714286804,0.08358277380466461,0.320777952671051,0.02408854104578495,175.432962318,2632,0.9068554639816284,36.218441009521484,0.0,552960,1,1746429093.8481398
27.71614646911621,0.0,361,360,0.49248191714286804,0.08502796292304993,0.32096999883651733,0.02018229104578495,175.813688831,2640,0.9155740737915039,36.218441009521484,0.0,554496,1,1746429094.2289462
27.787109375,0.0,375,374,0.49248191714286804,0.08784608542919159,0.24465492367744446,0.01888020895421505,181.141714946,2752,0.8954699039459229,36.218441009521484,0.0,576000,1,1746429099.5568645
25.822265625,0.0,398,397,0.49248191714286804,0.08207105845212936,0.14284178614616394,0.025390625,189.881795251,2936,0.8705250024795532,36.218441009521484,0.0,611328,1,1746429108.2970228
27.11393165588379,0.0,421,420,0.49248191714286804,0.0746786966919899,0.16955728828907013,0.014973958022892475,198.696805311,3120,0.869969367980957,36.218441009521484,0.0,646656,1,1746429117.11202
27.30859375,0.0,432,431,0.49248191714286804,0.15626554191112518,0.18640950322151184,0.01953125,202.875682782,3208,0.8628164529800415,36.218441009521484,0.0,663552,1,1746429121.2909462
25.58463478088379,0.0,457,456,0.49248191714286804,0.06473924219608307,0.1462630182504654,0.02018229104578495,212.370212575,3408,0.8840458989143372,36.218441009521484,0.0,701952,1,1746429130.7855015
27.03450584411621,0.0,464,463,0.49248191714286804,0.09638938307762146,0.2283821403980255,0.01953125,215.038272126,3464,0.8803822994232178,36.218441009521484,0.0,712704,1,1746429133.4534945
28.46744728088379,0.0,477,476,0.49248191714286804,0.05278494209051132,0.23563475906848907,0.01953125,219.967195417,3568,0.8841344118118286,36.218441009521484,0.0,732672,1,1746429138.3824184
27.244140625,0.0,493,492,0.49248191714286804,0.04729980230331421,0.20550128817558289,0.021484375,226.047263412,3696,0.8786521553993225,36.218441009521484,0.0,757248,1,1746429144.4625325
29.15104103088379,0.0,501,500,0.49248191714286804,0.054163139313459396,0.2341536432504654,0.01692708395421505,229.08500843,3760,0.8654051423072815,36.218441009521484,0.0,769536,1,1746429147.5002577
28.66861915588379,0.0,514,513,0.49248191714286804,0.11621390283107758,0.23542965948581696,0.02018229104578495,234.036471681,3864,0.8518861532211304,36.218441009521484,0.0,789504,1,1746429152.4510055
28.20377540588379,0.0,517,516,0.49248191714286804,0.06540128588676453,0.18134112656116486,0.01692708395421505,235.184307436,3888,0.868008017539978,36.218441009521484,0.0,794112,1,1746429153.599114
28.119140625,0.0,585,584,0.49248191714286804,0.04732486978173256,0.32869139313697815,0.017578125,261.095204109,4432,0.8408600687980652,36.218441009521484,0.0,898560,1,1746429179.5102468
29.85416603088379,0.0,590,589,0.49248191714286804,0.04465876519680023,0.27239906787872314,0.013671875,262.996305028,4472,0.8355947732925415,36.218441009521484,0.0,906240,1,1746429181.411335
26.22330665588379,0.0,605,604,0.49248191714286804,0.042847078293561935,0.32537105679512024,0.017578125,268.699675011,4592,0.819860577583313,36.218441009521484,0.0,929280,1,1746429187.1146812
26.53775978088379,0.0,611,610,0.49248191714286804,0.052636295557022095,0.41616854071617126,0.02213541604578495,270.995290074,4640,0.8278236985206604,36.218441009521484,0.0,938496,1,1746429189.4102185
27.09375,0.0,631,630,0.49248191714286804,0.040933698415756226,0.3401464521884918,0.015625,278.60655517,4800,0.824359118938446,36.218441009521484,0.0,969216,1,1746429197.0215995
26.736328125,0.0,639,638,0.49248191714286804,0.04113335162401199,0.22695963084697723,0.014973958022892475,281.649057078,4864,0.8318486213684082,36.218441009521484,0.0,981504,1,1746429200.0640783
27.09244728088379,0.0,646,645,0.49248191714286804,0.05678533762693405,0.2559862732887268,0.013671875,284.312388696,4920,0.8211444020271301,36.218441009521484,0.0,992256,1,1746429202.7272973
27.513671875,0.0,647,646,0.49248191714286804,0.03993624076247215,0.34288084506988525,0.01953125,284.6919367,4928,0.829921543598175,36.218441009521484,0.0,993792,1,1746429203.107081
26.630859375,0.0,653,652,0.4400671124458313,0.03862951695919037,0.32617512345314026,0.01953125,287.051429254,4976,0.8348896503448486,48.47417449951172,0.0,1003008,1,1746429205.4666564
25.36197853088379,0.0,665,664,0.4400671124458313,0.038160473108291626,0.190836563706398,0.010416666977107525,291.607624882,5072,0.8376343250274658,48.47417449951172,0.0,1021440,1,1746429210.0228124
29.357421875,0.0,668,667,0.4400671124458313,0.03481227159500122,0.2787206768989563,0.014973958022892475,292.745394332,5096,0.8244795203208923,48.47417449951172,0.0,1026048,1,1746429211.160638
27.84765625,0.0,669,668,0.4400671124458313,0.03499507158994675,0.2534928321838379,0.014322916977107525,293.124580342,5104,0.8219119310379028,48.47417449951172,0.0,1027584,1,1746429211.5397747
28.48893165588379,0.0,672,671,0.4400671124458313,0.03376779705286026,0.2417154610157013,0.014973958022892475,294.263130858,5128,0.8297153115272522,48.47417449951172,0.0,1032192,1,1746429212.678377
26.55403709411621,0.0,678,677,0.4400671124458313,0.03535805642604828,0.2869530916213989,0.012369791977107525,296.538779966,5176,0.815348744392395,48.47417449951172,0.0,1041408,1,1746429214.953962
27.25,0.0,692,691,0.4400671124458313,0.029276397079229355,0.34006181359291077,0.01692708395421505,301.858130207,5288,0.8190321922302246,48.47417449951172,0.0,1062912,1,1746429220.273397
27.13541603088379,0.0,715,714,0.4400671124458313,0.03322922810912132,0.42899081110954285,0.02018229104578495,310.583885871,5472,0.816792368888855,48.47417449951172,0.0,1098240,1,1746429228.9991236
27.07356834411621,0.0,724,723,0.4400671124458313,0.03407145291566849,0.4001724421977997,0.02083333395421505,313.99750512,5544,0.8285509943962097,48.47417449951172,0.0,1112064,1,1746429232.412736
28.27018165588379,0.0,733,732,0.4400671124458313,0.0313597247004509,0.4278124272823334,0.02083333395421505,317.413464319,5616,0.8367069959640503,48.47417449951172,0.0,1125888,1,1746429235.8287096
27.486328125,0.025390625,741,740,0.4400671124458313,0.05335241183638573,0.4945865273475647,0.02213541604578495,320.454513852,5680,0.8445975184440613,48.47417449951172,0.0,1138176,1,1746429238.8697793
27.94986915588379,0.029296875,744,743,0.4400671124458313,0.034337691962718964,0.5130467414855957,0.02083333395421505,321.593465005,5704,0.8574806451797485,48.47417449951172,0.0,1142784,1,1746429240.008696
26.111328125,0.0,749,748,0.4400671124458313,0.029912278056144714,0.43339836597442627,0.021484375,323.490484712,5744,0.8491928577423096,48.47417449951172,0.0,1150464,1,1746429241.9057236
26.65690040588379,0.02083333395421505,771,770,0.4400671124458313,0.040227651596069336,0.45912429690361023,0.02213541604578495,331.843809272,5920,0.8557230234146118,48.47417449951172,0.0,1184256,1,1746429250.2590718
25.92057228088379,0.0,779,778,0.4400671124458313,0.02801862731575966,0.4688052237033844,0.0234375,334.884756011,5984,0.857635498046875,48.47417449951172,0.0,1196544,1,1746429253.299983
26.048828125,0.0,785,784,0.4400671124458313,0.027077075093984604,0.47519513964653015,0.0234375,337.161094933,6032,0.8723725080490112,48.47417449951172,0.0,1205760,1,1746429255.5763595
27.19791603088379,0.0442708320915699,804,803,0.4400671124458313,0.029744379222393036,0.5254653692245483,0.02213541604578495,344.374200986,6184,0.8692525029182434,48.47417449951172,0.0,1234944,1,1746429262.7894628
26.26497459411621,0.0,843,842,0.4400671124458313,0.06649689376354218,0.44776684045791626,0.021484375,359.176846927,6496,0.8933768272399902,48.47417449951172,0.0,1294848,1,1746429277.5920877
27.33919334411621,0.0045572915114462376,852,851,0.4400671124458313,0.13624358177185059,0.4457355737686157,0.02018229104578495,362.614141322,6568,0.9043943285942078,48.47417449951172,0.0,1308672,1,1746429281.0293937
26.62955665588379,0.0,858,857,0.4400671124458313,0.0543438158929348,0.46484366059303284,0.02278645895421505,364.891530613,6616,0.8899787664413452,48.47417449951172,0.0,1317888,1,1746429283.3067527
27.7890625,0.0,873,872,0.4400671124458313,0.02950800023972988,0.46907541155815125,0.02083333395421505,370.582420295,6736,0.9008503556251526,48.47417449951172,0.0,1340928,1,1746429288.9976661
29.62565040588379,0.05078125,890,889,0.4400671124458313,0.059136465191841125,0.5616079568862915,0.01953125,377.034205503,6872,0.8880670666694641,48.47417449951172,0.0,1367040,1,1746429295.4494128
