update_steps,qvals,returned_episode,returned_episode_returns,env_step,test_returned_episode_returns,_runtime,returned_episode_lengths,test_returned_episode,returned_won_episode,loss,test_returned_won_episode,grad_steps,_step,test_returned_episode_lengths,_timestamp
373,0.43054795265197754,0.01627604104578495,0.15908072888851166,572928.0,0.24008017778396606,159.823887242,29.4921875,1.0,0.0,0.17257744073867798,0.0,2736,372,38.94395065307617,1746188148.190588
406,0.48519814014434814,0.014973958022892475,0.1364097148180008,623616.0,0.24008017778396606,169.567608709,30.63020896911621,1.0,0.0,0.2972315549850464,0.0,3000,405,38.94395065307617,1746188157.9342775
408,0.43599119782447815,0.01822916604578495,0.16487325727939606,626688.0,0.24008017778396606,170.155490355,29.61849021911621,1.0,0.0,0.24992623925209045,0.0,3016,407,38.94395065307617,1746188158.5221708
412,0.38914626836776733,0.0234375,0.15930381417274475,632832.0,0.24008017778396606,171.340488121,25.69466209411621,1.0,0.0,0.36257609724998474,0.0,3048,411,38.94395065307617,1746188159.707151
414,0.3284556567668915,0.01627604104578495,0.19442446529865265,635904.0,0.24008017778396606,171.932253118,29.1796875,1.0,0.0,0.2544558048248291,0.0,3064,413,38.94395065307617,1746188160.2989044
422,0.24217301607131958,0.015625,0.19529253244400024,648192.0,0.24008017778396606,174.447543461,29.98567771911621,1.0,0.0,0.2361302673816681,0.0,3128,421,38.94395065307617,1746188162.8139873
438,0.28891339898109436,0.01627604104578495,0.2138003259897232,672768.0,0.24008017778396606,179.163209228,29.83463478088379,1.0,0.0,0.3841513991355896,0.0,3256,437,38.94395065307617,1746188167.5298047
466,0.2668009102344513,0.01888020895421505,0.19350868463516235,715776.0,0.24008017778396606,187.430824377,28.779296875,1.0,0.0,0.2322978973388672,0.0,3480,465,38.94395065307617,1746188175.7974696
484,0.18557590246200562,0.015625,0.1852838546037674,743424.0,0.24008017778396606,192.741958344,31.05599021911621,1.0,0.0,0.29486721754074097,0.0,3624,483,38.94395065307617,1746188181.1086109
510,0.19651952385902405,0.014973958022892475,0.1853402704000473,783360.0,0.24008017778396606,200.422908959,31.2265625,1.0,0.0,0.2294788658618927,0.0,3832,509,38.94395065307617,1746188188.7894666
515,0.2402174025774002,0.014322916977107525,0.20132464170455933,791040.0,0.24008017778396606,201.905822501,31.02604103088379,1.0,0.0,0.24095523357391357,0.0,3872,514,38.94395065307617,1746188190.272437
532,0.21164637804031372,0.01692708395421505,0.1688532829284668,817152.0,0.24008017778396606,206.940342602,30.29557228088379,1.0,0.0,0.3711051940917969,0.0,4008,531,38.94395065307617,1746188195.307001
569,0.16754364967346191,0.014322916977107525,0.14414583146572113,873984.0,0.24008017778396606,217.875004469,30.49088478088379,1.0,0.0,0.37219753861427307,0.0,4304,568,38.94395065307617,1746188206.2416112
571,0.16774052381515503,0.013020833022892475,0.0999140590429306,877056.0,0.24008017778396606,218.463055172,31.10546875,1.0,0.0,0.37199580669403076,0.0,4320,570,38.94395065307617,1746188206.829728
581,0.18813249468803406,0.013020833022892475,0.12163800746202469,892416.0,0.24008017778396606,221.402452422,32.00260543823242,1.0,0.0,0.26264071464538574,0.0,4400,580,38.94395065307617,1746188209.7691224
588,0.17296117544174194,0.01171875,0.14884549379348755,903168.0,0.24008017778396606,223.483352346,32.10286331176758,1.0,0.0,0.2882627844810486,0.0,4456,587,38.94395065307617,1746188211.8500087
590,0.15602624416351318,0.01953125,0.1414618045091629,906240.0,0.24008017778396606,224.072208209,28.97135353088379,1.0,0.0,0.3125162720680237,0.0,4472,589,38.94395065307617,1746188212.4389
601,0.14146572351455688,0.012369791977107525,0.1382942497730255,923136.0,0.24008017778396606,227.310232058,32.0703125,1.0,0.0,0.27771762013435364,0.0,4560,600,38.94395065307617,1746188215.6769128
616,0.14291343092918396,0.014322916977107525,0.1861640363931656,946176.0,0.24008017778396606,231.751678045,31.88020896911621,1.0,0.0,0.1917913258075714,0.0,4680,615,38.94395065307617,1746188220.1183727
622,0.12445827573537827,0.012369791977107525,0.09809808433055878,955392.0,0.24008017778396606,233.5210135,31.9296875,1.0,0.0,0.17599491775035858,0.0,4728,621,38.94395065307617,1746188221.8877244
637,0.1360657811164856,0.013671875,0.14707377552986145,978432.0,0.24008017778396606,237.95744651,31.23046875,1.0,0.0,0.18734803795814514,0.0,4848,636,38.94395065307617,1746188226.3241205
640,0.15333762764930725,0.010416666977107525,0.18220311403274536,983040.0,0.24008017778396606,238.841020507,31.8984375,1.0,0.0,0.1713705062866211,0.0,4872,639,38.94395065307617,1746188227.2076783
647,0.15654399991035461,0.010416666977107525,0.07898177206516266,993792.0,0.24008017778396606,240.934052645,31.6796875,1.0,0.0,0.26252949237823486,0.0,4928,646,38.94395065307617,1746188229.3006575
666,0.15575659275054932,0.008463541977107525,0.16845831274986267,1022976.0,0.20855969190597534,246.618540085,31.95052146911621,0.9999999403953552,0.0,0.19273152947425842,0.0,5080,665,53.001007080078125,1746188234.9850237
710,0.1923821121454239,0.013671875,0.18249303102493286,1090560.0,0.20855969190597534,259.616634383,32.21484375,0.9999999403953552,0.0,0.16722317039966583,0.0,5432,709,53.001007080078125,1746188247.9832768
729,0.21038533747196198,0.012369791977107525,0.1955755054950714,1119744.0,0.20855969190597534,265.220774892,32.20963668823242,0.9999999403953552,0.0,0.11766386777162552,0.0,5584,728,53.001007080078125,1746188253.587446
745,0.17322616279125214,0.012369791977107525,0.20780900120735168,1144320.0,0.20855969190597534,269.941005894,32.14583206176758,0.9999999403953552,0.0,0.10032440721988678,0.0,5712,744,53.001007080078125,1746188258.3076513
747,0.18590107560157776,0.013671875,0.17587238550186157,1147392.0,0.20855969190597534,270.529654414,31.72005271911621,0.9999999403953552,0.0,0.09320186078548431,0.0,5728,746,53.001007080078125,1746188258.8962975
766,0.23812851309776306,0.013671875,0.19677168130874634,1176576.0,0.20855969190597534,276.138384588,32.18229293823242,0.9999999403953552,0.0,0.09295791387557983,0.0,5880,765,53.001007080078125,1746188264.5049422
780,0.15856075286865234,0.013020833022892475,0.20623956620693207,1198080.0,0.20855969190597534,280.268129055,31.11979103088379,0.9999999403953552,0.0,0.07150216400623322,0.0,5992,779,53.001007080078125,1746188268.634793
796,0.15879516303539276,0.010416666977107525,0.18389929831027985,1222656.0,0.20855969190597534,285.02902769,31.64322853088379,0.9999999403953552,0.0,0.06982333958148956,0.0,6120,795,53.001007080078125,1746188273.3956275
800,0.1734289526939392,0.009114583022892475,0.1603498011827469,1228800.0,0.20855969190597534,286.213559464,29.61197853088379,0.9999999403953552,0.0,0.06997306644916534,0.0,6152,799,53.001007080078125,1746188274.5802233
812,0.15444332361221313,0.013020833022892475,0.1991710066795349,1247232.0,0.20855969190597534,289.738405432,32.26171875,0.9999999403953552,0.0,0.06157267838716507,0.0,6248,811,53.001007080078125,1746188278.105081
818,0.15340940654277802,0.010416666977107525,0.15978123247623444,1256448.0,0.20855969190597534,291.523293459,30.95963478088379,0.9999999403953552,0.0,0.06140889599919319,0.0,6296,817,53.001007080078125,1746188279.8897831
831,0.16823835670948029,0.011067708022892475,0.22917792201042175,1276416.0,0.20855969190597534,295.358603906,31.29557228088379,0.9999999403953552,0.0,0.06261744350194931,0.0,6400,830,53.001007080078125,1746188283.7252603
835,0.17109057307243347,0.014973958022892475,0.2216440737247467,1282560.0,0.20855969190597534,296.536689156,31.14322853088379,0.9999999403953552,0.0,0.06584912538528442,0.0,6432,834,53.001007080078125,1746188284.9033592
839,0.1451742947101593,0.009765625,0.17735415697097778,1288704.0,0.20855969190597534,297.715374832,31.94010353088379,0.9999999403953552,0.0,0.06100650876760483,0.0,6464,838,53.001007080078125,1746188286.082045
852,0.08571512252092361,0.013671875,0.21809199452400208,1308672.0,0.20855969190597534,301.555625249,31.32291603088379,0.9999999403953552,0.0,0.0749356746673584,0.0,6568,851,53.001007080078125,1746188289.9222882
880,0.02083539217710495,0.010416666977107525,0.23692359030246735,1351680.0,0.20855969190597534,309.855714926,31.78775978088379,0.9999999403953552,0.0,0.06807638704776764,0.0,6792,879,53.001007080078125,1746188298.222361
881,0.028958981856703758,0.013671875,0.21950344741344452,1353216.0,0.20855969190597534,310.153518596,29.41927146911621,0.9999999403953552,0.0,0.07229325920343399,0.0,6800,880,53.001007080078125,1746188298.5200775
883,0.02554236352443695,0.010416666977107525,0.20282812416553497,1356288.0,0.20855969190597534,310.757941864,30.17447853088379,0.9999999403953552,0.0,0.05917699635028839,0.0,6816,882,53.001007080078125,1746188299.1246145
910,-0.016172878444194794,0.01171875,0.20649823546409607,1397760.0,0.20855969190597534,318.745910948,29.67317771911621,0.9999999403953552,0.0,0.027431748807430267,0.0,7032,909,53.001007080078125,1746188307.1125665
929,-0.022826582193374634,0.010416666977107525,0.23818053305149078,1426944.0,0.20855969190597534,324.366771905,30.50390625,0.9999999403953552,0.0,0.023098163306713104,0.0,7184,928,53.001007080078125,1746188312.7334251
980,0.017887752503156662,0.009114583022892475,0.22395484149456024,1505280.0,0.572458028793335,339.470378378,30.09244728088379,1.0,0.0,0.018259741365909576,0.0,7592,979,72.37948608398438,1746188327.836944
1005,-0.009332191199064255,0.011067708022892475,0.23973089456558228,1543680.0,0.572458028793335,346.860735956,31.05208396911621,1.0,0.0,0.018565036356449127,0.0,7792,1004,72.37948608398438,1746188335.2273643
1010,-0.004162183031439781,0.009114583022892475,0.2659643590450287,1551360.0,0.572458028793335,348.338055949,31.390625,1.0,0.0,0.015316452831029892,0.0,7832,1009,72.37948608398438,1746188336.704733
1025,-0.01381897646933794,0.011067708022892475,0.2898220121860504,1574400.0,0.572458028793335,352.781243968,31.09505271911621,1.0,0.0,0.013994800858199596,0.0,7952,1024,72.37948608398438,1746188341.1478457
1049,-0.032983675599098206,0.014322916977107525,0.24107548594474792,1611264.0,0.572458028793335,359.869485141,30.38606834411621,1.0,0.0,0.02079983428120613,0.0,8144,1048,72.37948608398438,1746188348.2361443
1056,-0.035974569618701935,0.009114583022892475,0.26580291986465454,1622016.0,0.572458028793335,361.93397025,29.62109375,1.0,0.0,0.014788581058382988,0.0,8200,1055,72.37948608398438,1746188350.3006392
1077,-0.030041875317692757,0.0078125,0.26632028818130493,1654272.0,0.572458028793335,368.147176967,30.38150978088379,1.0,0.0,0.017363741993904114,0.0,8368,1076,72.37948608398438,1746188356.513868
1080,0.016966648399829865,0.009765625,0.2898315489292145,1658880.0,0.572458028793335,369.026309351,32.09375,1.0,0.0,0.02699163556098938,0.0,8392,1079,72.37948608398438,1746188357.3929815
1085,-0.010409876704216003,0.008463541977107525,0.23899823427200317,1666560.0,0.572458028793335,370.523444109,28.80599021911621,1.0,0.0,0.013579996302723885,0.0,8432,1084,72.37948608398438,1746188358.8899894
1087,-0.02668294496834278,0.009114583022892475,0.2551223337650299,1669632.0,0.572458028793335,371.108957889,29.28125,1.0,0.0,0.013435163535177708,0.0,8448,1086,72.37948608398438,1746188359.4755754
1104,-0.005110465455800295,0.009114583022892475,0.29001468420028687,1695744.0,0.572458028793335,376.109609304,30.90364646911621,1.0,0.0,0.012814056128263474,0.0,8584,1103,72.37948608398438,1746188364.476274
1128,-0.013031791895627975,0.0078125,0.22074995934963226,1732608.0,0.572458028793335,383.199013303,26.76953125,1.0,0.0,0.01430551428347826,0.0,8776,1127,72.37948608398438,1746188371.5656974
1146,-0.011263163760304451,0.0078125,0.2674253284931183,1760256.0,0.572458028793335,388.513207411,29.08333396911621,1.0,0.0,0.016400648280978203,0.0,8920,1145,72.37948608398438,1746188376.879807
1158,-0.07643281668424606,0.009114583022892475,0.3099062144756317,1778688.0,0.572458028793335,392.048166252,31.52604103088379,1.0,0.0,0.013185063377022743,0.0,9016,1157,72.37948608398438,1746188380.4148479
1190,-0.06384441256523132,0.0078125,0.2719201147556305,1827840.0,0.572458028793335,401.517535165,29.47395896911621,1.0,0.0,0.012625300325453281,0.0,9272,1189,72.37948608398438,1746188389.8841825
1193,-0.05910000205039978,0.0078125,0.27126386761665344,1832448.0,0.572458028793335,402.412144779,29.42838478088379,1.0,0.0,0.013128355145454407,0.0,9296,1192,72.37948608398438,1746188390.778822
1200,-0.05281750112771988,0.009765625,0.3086336553096771,1843200.0,0.572458028793335,404.475242869,31.6171875,1.0,0.0,0.018393361940979958,0.0,9352,1199,72.37948608398438,1746188392.8419302
1214,-0.039317481219768524,0.008463541977107525,0.2938758432865143,1864704.0,0.572458028793335,408.618355178,30.18880271911621,1.0,0.0,0.018266700208187103,0.0,9464,1213,72.37948608398438,1746188396.9850194
1216,-0.06494830548763275,0.009114583022892475,0.2865546643733978,1867776.0,0.572458028793335,409.206965583,29.95052146911621,1.0,0.0,0.026466211304068565,0.0,9480,1215,72.37948608398438,1746188397.5736082
1220,-0.15796545147895813,0.008463541977107525,0.27163103222846985,1873920.0,0.572458028793335,410.379390531,29.08333396911621,1.0,0.0,0.022016309201717377,0.0,9512,1219,72.37948608398438,1746188398.7460625
1237,-0.18691235780715942,0.0078125,0.2756240665912628,1900032.0,0.572458028793335,415.388445313,28.671875,1.0,0.0,0.013550668954849243,0.0,9648,1236,72.37948608398438,1746188403.7551353
1251,-0.16325102746486664,0.008463541977107525,0.2817499339580536,1921536.0,0.572458028793335,419.521425795,29.09244728088379,1.0,0.0,0.012742304243147373,0.0,9760,1250,72.37948608398438,1746188407.887924
1264,-0.1649901270866394,0.008463541977107525,0.2770954668521881,1941504.0,0.572458028793335,423.346953272,29.63802146911621,1.0,0.0,0.01441953144967556,0.0,9864,1263,72.37948608398438,1746188411.7136455
1299,-0.11128836870193481,0.0078125,0.30457374453544617,1995264.0,0.572458028793335,433.726760492,28.8671875,1.0,0.02408854104578495,0.014447102323174477,0.0,10144,1298,72.37948608398438,1746188422.0933957
1300,-0.13261108100414276,0.009114583022892475,0.2592178285121918,1996800.0,0.7327517867088318,434.085256113,26.79817771911621,1.0,0.01627604104578495,0.013478469103574753,0.009009009227156639,10152,1299,74.93513488769531,1746188422.4517698
1321,-0.11156348139047623,0.008463541977107525,0.299507737159729,2029056.0,0.7327517867088318,440.273908324,30.06640625,1.0,0.0,0.015095268376171589,0.009009009227156639,10320,1320,74.93513488769531,1746188428.640582
1329,-0.08987727761268616,0.008463541977107525,0.2992672920227051,2041344.0,0.7327517867088318,442.639074151,30.015625,1.0,0.0,0.013588682748377323,0.009009009227156639,10384,1328,74.93513488769531,1746188431.0057251
1336,-0.10453062504529953,0.0078125,0.2955355644226074,2052096.0,0.7327517867088318,444.697387514,28.72265625,1.0,0.0,0.014602161012589931,0.009009009227156639,10440,1335,74.93513488769531,1746188433.064064
1361,-0.17959114909172058,0.0078125,0.2899426519870758,2090496.0,0.7327517867088318,452.069878112,29.79036521911621,1.0,0.0,0.052430130541324615,0.009009009227156639,10640,1360,74.93513488769531,1746188440.4364467
1395,-0.19265300035476685,0.008463541977107525,0.31364837288856506,2142720.0,0.7327517867088318,462.116147711,29.16145896911621,1.0,0.021484375,0.014702161774039268,0.009009009227156639,10912,1394,74.93513488769531,1746188450.4828277
1400,-0.1895781308412552,0.0078125,0.3148871064186096,2150400.0,0.7327517867088318,463.586071785,30.08463478088379,1.0,0.0,0.023978840559720993,0.009009009227156639,10952,1399,74.93513488769531,1746188451.9527445
1424,-0.1794702708721161,0.0078125,0.317423552274704,2187264.0,0.7327517867088318,470.688114437,30.56119728088379,1.0,0.01822916604578495,0.03696310520172119,0.009009009227156639,11144,1423,74.93513488769531,1746188459.054593
1425,-0.182415172457695,0.0078125,0.3167933523654938,2188800.0,0.7327517867088318,470.985145475,29.1328125,1.0,0.02083333395421505,0.02453068643808365,0.009009009227156639,11152,1424,74.93513488769531,1746188459.349325
1446,-0.18182246387004852,0.0078125,0.30056852102279663,2221056.0,0.7327517867088318,477.169409007,28.17578125,1.0,0.02213541604578495,0.04107976704835892,0.009009009227156639,11320,1445,74.93513488769531,1746188465.5358877
1455,-0.1885884404182434,0.0078125,0.32477858662605286,2234880.0,0.7327517867088318,479.840087975,29.6875,1.0,0.02213541604578495,0.038666971027851105,0.009009009227156639,11392,1454,74.93513488769531,1746188468.2067466
1458,-0.1934538632631302,0.0078125,0.29145047068595886,2239488.0,0.7327517867088318,480.72839153,27.47395896911621,1.0,0.0234375,0.03647352755069733,0.009009009227156639,11416,1457,74.93513488769531,1746188469.0950654
1471,-0.1893862932920456,0.0078125,0.31566837430000305,2259456.0,0.7327517867088318,484.56206797,27.55208396911621,1.0,0.0475260429084301,0.030655687674880028,0.009009009227156639,11520,1470,74.93513488769531,1746188472.9287198
1489,-0.1748068630695343,0.0078125,0.29348257184028625,2287104.0,0.7327517867088318,489.860848817,30.17057228088379,1.0,0.0,0.03772249072790146,0.009009009227156639,11664,1488,74.93513488769531,1746188478.2275205
1504,-0.19885751605033875,0.0078125,0.305325448513031,2310144.0,0.7327517867088318,494.277337648,26.24349021911621,1.0,0.0455729179084301,0.03415360301733017,0.009009009227156639,11784,1503,74.93513488769531,1746188482.643998
1528,-0.23904912173748016,0.01171875,0.2553931772708893,2347008.0,0.7327517867088318,501.370461955,30.17578125,1.0,0.0,0.043225985020399094,0.009009009227156639,11976,1527,74.93513488769531,1746188489.7371562
1532,-0.21134403347969055,0.008463541977107525,0.25973519682884216,2353152.0,0.7327517867088318,502.547089802,28.44400978088379,1.0,0.0,0.03659984469413757,0.009009009227156639,12008,1531,74.93513488769531,1746188490.9137614
1535,-0.2003614604473114,0.0078125,0.2423020452260971,2357760.0,0.7327517867088318,503.428184186,26.47395896911621,1.0,0.0,0.03314691036939621,0.009009009227156639,12032,1534,74.93513488769531,1746188491.7948418
1540,-0.21162955462932587,0.0078125,0.2860988974571228,2365440.0,0.7327517867088318,504.902369651,28.47005271911621,1.0,0.0,0.03233926743268967,0.009009009227156639,12072,1539,74.93513488769531,1746188493.2690175
1542,-0.20588034391403198,0.0078125,0.2541171610355377,2368512.0,0.7327517867088318,505.490727286,27.09505271911621,1.0,0.0,0.04723604768514633,0.009009009227156639,12088,1541,74.93513488769531,1746188493.8573868
1548,-0.20183897018432617,0.0078125,0.27004507184028625,2377728.0,0.7327517867088318,507.255770707,27.38802146911621,1.0,0.025390625,0.05742038041353226,0.009009009227156639,12136,1547,74.93513488769531,1746188495.6223726
1554,-0.20842576026916504,0.0078125,0.3267160952091217,2386944.0,0.7327517867088318,509.016843163,28.75260353088379,1.0,0.02864583395421505,0.04380510002374649,0.009009009227156639,12184,1553,74.93513488769531,1746188497.383397
1564,-0.20666378736495972,0.0078125,0.33116140961647034,2402304.0,0.7327517867088318,511.967909356,28.40625,1.0,0.0533854179084301,0.04852840304374695,0.009009009227156639,12264,1563,74.93513488769531,1746188500.3344908
1582,-0.21690058708190918,0.0078125,0.2923445701599121,2429952.0,0.7327517867088318,517.288294332,29.32291603088379,1.0,0.0,0.03906671702861786,0.009009009227156639,12408,1581,74.93513488769531,1746188505.6549966
1588,-0.2196708768606186,0.0078125,0.29252079129219055,2439168.0,0.7327517867088318,519.050934196,28.13541603088379,1.0,0.025390625,0.04222816973924637,0.009009009227156639,12456,1587,74.93513488769531,1746188507.4176395
1591,-0.21088320016860962,0.0078125,0.3040711283683777,2443776.0,0.7327517867088318,519.932903601,26.16927146911621,1.0,0.048828125,0.05071306973695755,0.009009009227156639,12480,1590,74.93513488769531,1746188508.2996144
1592,-0.23301509022712708,0.0078125,0.36732983589172363,2445312.0,0.7327517867088318,520.226997645,27.51171875,1.0,0.09765625,0.05347537249326706,0.009009009227156639,12488,1591,74.93513488769531,1746188508.5936666
1618,-0.22968289256095886,0.0078125,0.3371431827545166,2485248.0,0.7327517867088318,527.918973493,30.51692771911621,1.0,0.025390625,0.056005898863077164,0.009009009227156639,12696,1617,74.93513488769531,1746188516.28529
1625,-0.2280198037624359,0.0078125,0.3704521954059601,2496000.0,1.2464277744293213,530.028192399,26.34244728088379,1.0,0.1106770858168602,0.05740232765674591,0.330739289522171,12752,1624,88.5564193725586,1746188518.3948276
1628,-0.24131950736045837,0.0078125,0.37189924716949463,2500608.0,1.2464277744293213,530.912538982,28.73958396911621,1.0,0.080078125,0.07631868124008179,0.330739289522171,12776,1627,88.5564193725586,1746188519.279209
1645,-0.3826141059398651,0.0078125,0.34072738885879517,2526720.0,1.2464277744293213,535.933115108,27.69140625,1.0,0.056640625,0.060130126774311066,0.330739289522171,12912,1644,88.5564193725586,1746188524.2998168
1657,-0.37124115228652954,0.009114583022892475,0.3546049892902374,2545152.0,1.2464277744293213,539.473550253,29.83203125,1.0,0.0501302070915699,0.06972997635602951,0.330739289522171,13008,1656,88.5564193725586,1746188527.8400338
1659,-0.3769237697124481,0.0078125,0.36686888337135315,2548224.0,1.2464277744293213,540.059756334,26.04947853088379,1.0,0.1145833358168602,0.06465853750705719,0.330739289522171,13024,1658,88.5564193725586,1746188528.426353
1672,-0.34337764978408813,0.0078125,0.37370046973228455,2568192.0,1.2464277744293213,543.891149313,27.04427146911621,1.0,0.1028645858168602,0.05969788134098053,0.330739289522171,13128,1671,88.5564193725586,1746188532.257808
1676,-0.325771301984787,0.0078125,0.28422561287879944,2574336.0,1.2464277744293213,545.072217696,27.45052146911621,1.0,0.025390625,0.06982127577066422,0.330739289522171,13160,1675,88.5564193725586,1746188533.438865
1694,-0.43361422419548035,0.0078125,0.27684110403060913,2601984.0,1.2464277744293213,550.372472527,28.6640625,1.0,0.0,0.10542690753936768,0.330739289522171,13304,1693,88.5564193725586,1746188538.7390256
