test_returned_episode_lengths,loss,returned_episode_returns,grad_steps,test_returned_won_episode,_runtime,test_returned_episode_returns,returned_won_episode,_step,returned_episode,qvals,returned_episode_lengths,test_returned_episode,env_step,_timestamp,update_steps
30.49493980407715,0.0,0.11076079308986664,0,0.0,50.155176153,0.06141861155629158,0.0,28,0.015625,0.0,30.50130271911621,1.0,44544.0,1746188752.827439,29
30.49493980407715,0.0026261243037879467,0.118972048163414,112,0.0,55.830548797,0.06141861155629158,0.0,44,0.013671875,0.29052767157554626,30.79036521911621,1.0,69120.0,1746188758.5028121,45
30.49493980407715,0.0023362180218100548,0.12339702248573303,160,0.0,58.206693921,0.06141861155629158,0.0,50,0.01497395895421505,0.3252033591270447,31.22005271911621,1.0,78336.0,1746188760.8789506,51
30.49493980407715,0.004047846421599388,0.13335125148296356,192,0.0,59.790009755,0.06141861155629158,0.0,54,0.01497395895421505,0.5283443927764893,30.32942771911621,1.0,84480.0,1746188762.4622803,55
30.49493980407715,0.008291071280837059,0.12939243018627167,256,0.0,62.959175901,0.06141861155629158,0.0,62,0.014322916977107525,0.6227653622627258,31.29427146911621,1.0,96768.0,1746188765.6314173,63
30.49493980407715,0.006649765186011791,0.1380889117717743,352,0.0,67.712455248,0.06141861155629158,0.0,74,0.014322916977107525,0.7058959007263184,30.82161521911621,1.0,115200.0,1746188770.3847156,75
30.49493980407715,0.012697525322437286,0.15287983417510986,504,0.0,75.237038286,0.06141861155629158,0.0,93,0.01497395895421505,0.8055486679077148,31.05599021911621,1.0,144384.0,1746188777.90931,94
30.49493980407715,0.03200089558959007,0.138268381357193,736,0.0,86.728818477,0.06141861155629158,0.0,122,0.014322916977107525,0.9451555609703064,30.901042938232422,1.0,188928.0,1746188789.4010544,123
30.49493980407715,0.023132488131523132,0.14744910597801208,816,0.0,90.689222026,0.06141861155629158,0.0,132,0.01497395895421505,0.9763123989105225,30.57552146911621,1.0,204288.0,1746188793.3614628,133
30.49493980407715,0.01682061143219471,0.17177143692970276,840,0.0,91.8766153,0.06141861155629158,0.0,135,0.015625,0.9763654470443726,31.078125,1.0,208896.0,1746188794.54884,136
30.49493980407715,0.019217606633901596,0.1730583757162094,1032,0.0,101.386277246,0.06141861155629158,0.0,159,0.015625,0.9776857495307922,31.97395896911621,1.0,245760.0,1746188804.0585272,160
30.49493980407715,0.06981917470693588,0.16925112903118134,1216,0.0,110.494659886,0.06141861155629158,0.0,182,0.01302083395421505,0.5946089029312134,31.393230438232422,1.0,281088.0,1746188813.1669095,183
30.49493980407715,0.06807241588830948,0.17002272605895996,1248,0.0,112.078020882,0.06141861155629158,0.0,186,0.01497395895421505,0.6071327924728394,31.34375,1.0,287232.0,1746188814.7502968,187
30.49493980407715,0.06280700117349625,0.16692058742046356,1264,0.0,112.869683757,0.06141861155629158,0.0,188,0.015625,0.5987354516983032,31.561199188232422,1.0,290304.0,1746188815.5419438,189
30.49493980407715,0.08090044558048248,0.17824220657348633,1304,0.0,114.849837822,0.06141861155629158,0.0,193,0.01497395895421505,0.5514771938323975,31.041667938232422,1.0,297984.0,1746188817.52209,194
30.49493980407715,0.07113964855670929,0.15962344408035278,1320,0.0,115.641177997,0.06141861155629158,0.0,195,0.01497395895421505,0.5491174459457397,30.984375,1.0,301056.0,1746188818.313446,196
30.49493980407715,0.0645228922367096,0.18487179279327393,1336,0.0,116.432964595,0.06141861155629158,0.0,197,0.015625,0.5348666906356812,30.4296875,1.0,304128.0,1746188819.1052172,198
30.49493980407715,0.03970274329185486,0.1697230041027069,1384,0.0,118.809697103,0.06141861155629158,0.0,203,0.014322916977107525,0.6093952655792236,31.5703125,1.0,313344.0,1746188821.4818785,204
30.49493980407715,0.07393785566091537,0.2083863914012909,1824,0.0,140.601370829,0.06141861155629158,0.0,258,0.015625,0.47659826278686523,31.18489646911621,1.0,397824.0,1746188843.27365,259
30.49493980407715,0.09968015551567078,0.1428852081298828,1976,0.0,148.122736316,0.06141861155629158,0.0,277,0.01497395895421505,0.32746171951293945,30.483074188232422,1.0,427008.0,1746188850.794997,278
30.49493980407715,0.08399282395839691,0.16124875843524933,2032,0.0,150.895897695,0.06141861155629158,0.0,284,0.014322916977107525,0.3619902729988098,30.365886688232422,1.0,437760.0,1746188853.5681515,285
30.49493980407715,0.08074396103620529,0.18861278891563416,2176,0.0,158.025446825,0.06141861155629158,0.0,302,0.01497395895421505,0.5595951080322266,31.89453125,1.0,465408.0,1746188860.6977108,303
46.72413635253906,0.18435347080230713,0.15873920917510986,2392,0.0,168.816964441,0.12184768915176392,0.0,329,0.013671875,0.4113338887691498,31.076824188232422,1.0,506880.0,1746188871.4892235,330
46.72413635253906,0.21850420534610748,0.12609046697616577,2632,0.0,180.698869833,0.12184768915176392,0.0,359,0.014322916977107525,0.3614811897277832,31.5,1.0,552960.0,1746188883.3711195,360
46.72413635253906,0.4408244490623474,0.1336619108915329,2744,0.0,186.243600264,0.12184768915176392,0.0,373,0.014322916977107525,0.3399374485015869,31.15364646911621,1.0,574464.0,1746188888.9158587,374
46.72413635253906,0.453304648399353,0.13322068750858307,2760,0.0,187.035212383,0.12184768915176392,0.0,375,0.01497395895421505,0.32740551233291626,30.70833396911621,1.0,577536.0,1746188889.7074387,376
46.72413635253906,0.141678586602211,0.14387434720993042,2800,0.0,189.014527573,0.12184768915176392,0.0,380,0.014322916977107525,0.36723384261131287,31.5078125,1.0,585216.0,1746188891.6866643,381
46.72413635253906,0.16260716319084167,0.11613752692937851,3064,0.0,202.153301792,0.12184768915176392,0.0,413,0.014322916977107525,0.27815932035446167,32.059898376464844,1.0,635904.0,1746188904.825517,414
46.72413635253906,0.18061959743499756,0.0978136882185936,3072,0.0,202.549359091,0.12184768915176392,0.0,414,0.014322916977107525,0.31551074981689453,31.744792938232422,1.0,637440.0,1746188905.2216034,415
46.72413635253906,0.2128511220216751,0.09298478811979294,3144,0.0,206.113489163,0.12184768915176392,0.0,423,0.013671875,0.3824440836906433,32.028648376464844,1.0,651264.0,1746188908.7857232,424
46.72413635253906,0.19843067228794098,0.09826935827732086,3208,0.0,209.28348492,0.12184768915176392,0.0,431,0.014322916977107525,0.35402727127075195,31.756511688232422,1.0,663552.0,1746188911.9557176,432
46.72413635253906,0.20802778005599976,0.08130467683076859,3256,0.0,211.662866934,0.12184768915176392,0.0,437,0.01302083395421505,0.35708099603652954,31.81770896911621,1.0,672768.0,1746188914.3351147,438
46.72413635253906,0.18401360511779785,0.05297951027750969,3408,0.0,219.185723969,0.12184768915176392,0.0,456,0.017578125,0.36913955211639404,28.33919334411621,1.0,701952.0,1746188921.8579676,457
46.72413635253906,0.3182199001312256,0.08475631475448608,3672,0.0,232.255500279,0.12184768915176392,0.0,489,0.014322916977107525,0.2165270894765854,31.734375,1.0,752640.0,1746188934.9277623,490
46.72413635253906,0.5776926279067993,0.07454277575016022,3800,0.0,238.589147316,0.12184768915176392,0.0,505,0.013671875,0.27510228753089905,31.71484375,1.0,777216.0,1746188941.2614317,506
46.72413635253906,0.340029239654541,0.07464599609375,4040,0.0,250.47163309,0.12184768915176392,0.0,535,0.015625,0.21934208273887634,30.58333396911621,1.0,823296.0,1746188953.1438951,536
46.72413635253906,0.21539506316184998,0.08000048995018005,4088,0.0,252.850567222,0.12184768915176392,0.0,541,0.015625,0.1469995081424713,31.47265625,1.0,832512.0,1746188955.5228221,542
46.72413635253906,0.4964095950126648,0.028853684663772583,4488,0.0,272.645769335,0.12184768915176392,0.0,591,0.0240885429084301,0.12501418590545654,25.24153709411621,1.0,909312.0,1746188975.318024,592
46.72413635253906,0.2885444462299347,0.06974944472312927,4632,0.0,279.77535143,0.12184768915176392,0.0,609,0.015625,0.11770438402891159,31.5859375,1.0,936960.0,1746188982.4476185,610
46.72413635253906,0.28945839405059814,0.06780653446912766,4640,0.0,280.171231857,0.12184768915176392,0.0,610,0.01497395895421505,0.11732113361358643,31.475261688232422,1.0,938496.0,1746188982.8435035,611
46.72413635253906,0.39420247077941895,0.03140399232506752,4768,0.0,286.510416354,0.12184768915176392,0.0,626,0.02083333395421505,0.11284725368022919,27.162109375,1.0,963072.0,1746188989.1827042,627
55.11703109741211,0.344534695148468,0.07501757144927979,5008,0.0,298.487378664,0.05155288428068161,0.0,656,0.012369791977107525,-0.0023259916342794895,30.779949188232422,1.0,1009152.0,1746189001.1596289,657
55.11703109741211,0.29149749875068665,0.05143805593252182,5048,0.0,300.475867466,0.05155288428068161,0.0,661,0.013671875,0.02088102512061596,31.12239646911621,1.0,1016832.0,1746189003.148126,662
55.11703109741211,0.5359636545181274,0.05617928504943848,5328,0.0,314.337106186,0.05155288428068161,0.0,696,0.01302083395421505,-0.05430060625076294,30.51953125,1.0,1070592.0,1746189017.0093746,697
55.11703109741211,0.3527950644493103,0.09235653281211853,5480,0.0,321.863115842,0.05155288428068161,0.0,715,0.015625,-0.08581167459487915,31.8984375,1.0,1099776.0,1746189024.535385,716
55.11703109741211,0.3324750065803528,0.07704927772283554,5520,0.0,323.8422702,0.05155288428068161,0.0,720,0.01497395895421505,-0.05254592373967171,31.81640625,1.0,1107456.0,1746189026.5145245,721
55.11703109741211,0.3543142080307007,0.12312000244855881,5576,0.0,326.615099008,0.05155288428068161,0.0,727,0.015625,-0.05616910010576248,30.108074188232422,1.0,1118208.0,1746189029.2873893,728
55.11703109741211,0.21760255098342896,0.13721957802772522,5624,0.0,328.990166395,0.05155288428068161,0.0,733,0.015625,-0.055492911487817764,31.98958396911621,1.0,1127424.0,1746189031.6624305,734
55.11703109741211,0.35534560680389404,0.12982645630836487,5736,0.0,334.533804986,0.05155288428068161,0.0,747,0.015625,-0.02676420845091343,31.79036521911621,1.0,1148928.0,1746189037.2060678,748
55.11703109741211,0.22000017762184143,0.14676985144615173,5856,0.0,340.481902611,0.05155288428068161,0.0,762,0.013671875,-0.08654965460300446,31.14453125,1.0,1171968.0,1746189043.1541643,763
55.11703109741211,0.27171969413757324,0.12415715306997299,5952,0.0,345.235758324,0.05155288428068161,0.0,774,0.015625,-0.1278332769870758,31.2265625,1.0,1190400.0,1746189047.908023,775
55.11703109741211,0.21985532343387604,0.1388418972492218,6072,0.0,351.181329236,0.05155288428068161,0.0,789,0.015625,-0.13667020201683044,32.28125,1.0,1213440.0,1746189053.8535721,790
55.11703109741211,0.1405298411846161,0.11332425475120544,6152,0.0,355.144196654,0.05155288428068161,0.0,799,0.01497395895421505,-0.08977865427732468,30.627605438232422,1.0,1228800.0,1746189057.8164608,800
55.11703109741211,0.13926173746585846,0.1586618721485138,6368,0.0,365.837619547,0.05155288428068161,0.0,826,0.014322916977107525,-0.08530756831169128,31.885417938232422,1.0,1270272.0,1746189068.5098653,827
55.11703109741211,0.1244175061583519,0.10049901902675629,6416,0.0,368.213955841,0.05155288428068161,0.0,832,0.013671875,-0.10659059137105942,32.08984375,1.0,1279488.0,1746189070.8862119,833
55.11703109741211,0.10220751166343689,0.15307846665382385,6520,0.0,373.39607061,0.05155288428068161,0.0,845,0.013671875,-0.10920965671539307,31.77734375,1.0,1299456.0,1746189076.0683248,846
55.11703109741211,0.10327769815921783,0.15778827667236328,6584,0.0,376.564549411,0.05155288428068161,0.0,853,0.01497395895421505,-0.10806609690189362,31.01302146911621,1.0,1311744.0,1746189079.2368145,854
55.11703109741211,0.10339713096618652,0.1639663726091385,6608,0.0,377.752519526,0.05155288428068161,0.0,856,0.013671875,-0.10147836804389954,32.23046875,1.0,1316352.0,1746189080.4247983,857
55.11703109741211,0.10277767479419708,0.15555846691131592,6784,0.0,386.469334547,0.05155288428068161,0.0,878,0.01302083395421505,-0.08221374452114105,30.64583396911621,1.0,1350144.0,1746189089.141582,879
55.11703109741211,0.09107799828052521,0.14781081676483154,6808,0.0,387.657139089,0.05155288428068161,0.0,881,0.012369791977107525,-0.09647998213768005,30.33724021911621,1.0,1354752.0,1746189090.3293846,882
55.11703109741211,0.09530764073133469,0.1534072756767273,6824,0.0,388.449006823,0.05155288428068161,0.0,883,0.01302083395421505,-0.09516049921512604,30.928386688232422,1.0,1357824.0,1746189091.1212687,884
55.11703109741211,0.10020849853754044,0.17202463746070862,6848,0.0,389.639325966,0.05155288428068161,0.0,886,0.01302083395421505,-0.09764498472213745,31.97265625,1.0,1362432.0,1746189092.3115747,887
55.11703109741211,0.09743274748325348,0.15487287938594818,7056,0.0,399.937752063,0.05155288428068161,0.0,912,0.01171875,-0.14529050886631012,30.48828125,1.0,1402368.0,1746189102.6100073,913
55.11703109741211,0.15910041332244873,0.14758692681789398,7072,0.0,400.73017706,0.05155288428068161,0.0,914,0.014322916977107525,-0.0980488583445549,31.846355438232422,1.0,1405440.0,1746189103.4024403,915
55.11703109741211,0.12707018852233887,0.1517786830663681,7088,0.0,401.522205848,0.05155288428068161,0.0,916,0.013671875,-0.09206874668598175,31.619792938232422,1.0,1408512.0,1746189104.1944726,917
55.11703109741211,0.09978348761796951,0.17831633985042572,7120,0.0,403.106837149,0.05155288428068161,0.0,920,0.01302083395421505,-0.10530279576778412,30.303386688232422,1.0,1414656.0,1746189105.7790818,921
55.11703109741211,0.09108704328536987,0.23079928755760193,7200,0.0,407.070948487,0.05155288428068161,0.0,930,0.014322916977107525,-0.09889152646064758,32.157554626464844,1.0,1430016.0,1746189109.7432208,931
55.11703109741211,0.09698396176099777,0.18987822532653809,7304,0.0,412.222978021,0.05155288428068161,0.0,943,0.013671875,-0.13933518528938293,31.22005271911621,1.0,1449984.0,1746189114.8952491,944
55.11703109741211,0.06166066974401474,0.11627694964408875,7544,0.0,424.103024311,0.05155288428068161,0.0,973,0.01106770895421505,-0.21195286512374878,30.252605438232422,1.0,1496064.0,1746189126.7753093,974
67.66358947753906,0.05610567703843117,0.1328655183315277,7624,0.0,428.160100962,0.2400101125240326,0.0,983,0.010416666977107525,-0.25674760341644287,30.385417938232422,1.0,1511424.0,1746189130.8323712,984
67.66358947753906,0.05504944548010826,0.12273722141981125,7744,0.0,434.09983712,0.2400101125240326,0.0,998,0.0078125,-0.26649945974349976,30.2421875,1.0,1534464.0,1746189136.7720783,999
67.66358947753906,0.0522315613925457,0.12594321370124817,7784,0.0,436.081711165,0.2400101125240326,0.0,1003,0.009765625,-0.257826030254364,30.2109375,1.0,1542144.0,1746189138.753942,1004
