test_returned_episode,test_returned_episode_lengths,update_steps,returned_won_episode,test_returned_episode_returns,loss,grad_steps,returned_episode_returns,_step,test_returned_won_episode,_runtime,env_step,_timestamp,returned_episode,qvals,returned_episode_lengths
1.0,20.771854400634766,608,0.01106770895421505,0.7273244857788086,0.0829186886548996,4616,0.5771899223327637,607,0.02238805964589119,324.854436966,933888.0,1746172158.315541,0.0611979216337204,-0.18095988035202026,13.930990219116211
1.0,20.771854400634766,614,0.0,0.7273244857788086,0.050153158605098724,4664,0.577983021736145,613,0.02238805964589119,327.561817244,943104.0,1746172161.0230408,0.0598958358168602,-0.18828171491622925,14.086588859558105
1.0,20.771854400634766,617,0.0,0.7273244857788086,0.05031795799732208,4688,0.5761719942092896,616,0.02238805964589119,328.913189108,947712.0,1746172162.3744266,0.0611979216337204,-0.18385040760040283,13.835287094116211
1.0,15.67950439453125,657,0.009765625931322575,0.7138909101486206,0.09341897070407867,5008,0.5885535478591919,656,0.016214847564697266,347.084575638,1009152.0,1746172180.545831,0.0559895858168602,-0.19287747144699097,14.606771469116211
1.0,15.67950439453125,659,0.0305989608168602,0.7138909101486206,0.06617516279220581,5024,0.6503196954727173,658,0.016214847564697266,347.988179942,1012224.0,1746172181.4494138,0.0566406287252903,-0.19628411531448364,14.554688453674316
1.0,15.67950439453125,661,0.010416666977107525,0.7138909101486206,0.0698995366692543,5040,0.6131274700164795,660,0.016214847564697266,348.887937015,1015296.0,1746172182.349168,0.0618489608168602,-0.17330187559127808,13.737630844116211
1.0,15.67950439453125,692,0.0,0.7138909101486206,0.0929023027420044,5288,0.5993490815162659,691,0.016214847564697266,362.871963895,1062912.0,1746172196.3332055,0.0611979216337204,-0.189065083861351,13.815104484558105
1.0,15.67950439453125,753,0.009765625931322575,0.7138909101486206,0.17086559534072876,5776,0.5918916463851929,752,0.016214847564697266,390.40458067,1156608.0,1746172223.8658025,0.0611979216337204,-0.24508503079414368,13.805990219116211
1.0,15.67950439453125,755,0.02278645895421505,0.7138909101486206,0.10094740241765976,5792,0.6182410717010498,754,0.016214847564697266,391.307707763,1159680.0,1746172224.7689404,0.0540364608168602,-0.2450568974018097,14.978516578674316
1.0,15.67950439453125,761,0.009765625931322575,0.7138909101486206,0.0746750682592392,5840,0.6134943962097168,760,0.016214847564697266,394.009492803,1168896.0,1746172227.4707346,0.0559895858168602,-0.2486545294523239,14.516276359558105
1.0,15.67950439453125,790,0.0,0.7138909101486206,0.09720303118228912,6072,0.5710819959640503,789,0.016214847564697266,407.115837731,1213440.0,1746172240.5770936,0.0514322929084301,-0.25268399715423584,14.855469703674316
1.0,15.67950439453125,799,0.0,0.7138909101486206,0.08657832443714142,6144,0.606711745262146,798,0.016214847564697266,411.170173028,1227264.0,1746172244.6314228,0.0598958358168602,-0.18476350605487823,13.707682609558105
1.0,15.67950439453125,803,0.010416666977107525,0.7138909101486206,0.09094962477684021,6176,0.575260579586029,802,0.016214847564697266,412.977761756,1233408.0,1746172246.4390252,0.0520833358168602,-0.1984841227531433,14.588541984558105
1.0,15.67950439453125,809,0.012369791977107525,0.7138909101486206,0.07352818548679352,6224,0.5995147824287415,808,0.016214847564697266,415.682705826,1242624.0,1746172249.1439784,0.0540364608168602,-0.20971152186393738,14.739583969116211
1.0,15.67950439453125,810,0.0,0.7138909101486206,0.10080516338348389,6232,0.6000356078147888,809,0.016214847564697266,416.133145228,1244160.0,1746172249.5944028,0.0553385429084301,-0.21947534382343292,14.375000953674316
1.0,15.67950439453125,818,0.0013020833721384406,0.7138909101486206,0.09075704962015152,6296,0.5092093348503113,817,0.016214847564697266,419.740866899,1256448.0,1746172253.2020724,0.0468750037252903,-0.2394200563430786,15.177735328674316
1.0,15.67950439453125,822,0.0,0.7138909101486206,0.1138043999671936,6328,0.6052202582359314,821,0.016214847564697266,421.554623331,1262592.0,1746172255.015856,0.0501302108168602,-0.2133283168077469,16.01692771911621
1.0,15.67950439453125,835,0.0,0.7138909101486206,0.07479223608970642,6432,0.5980706810951233,834,0.016214847564697266,427.416065909,1282560.0,1746172260.8772917,0.0585937537252903,-0.24562892317771912,14.121745109558105
1.0,15.67950439453125,842,0.0410156287252903,0.7138909101486206,0.08834344148635864,6488,0.6568893790245056,841,0.016214847564697266,430.612755147,1293312.0,1746172264.074007,0.0592447929084301,-0.25706055760383606,14.036458969116211
1.0,15.67950439453125,845,0.010416666977107525,0.7138909101486206,0.06863735616207123,6512,0.6226800680160522,844,0.016214847564697266,431.964805486,1297920.0,1746172265.4260628,0.0566406287252903,-0.26788100600242615,14.595704078674316
1.0,15.67950439453125,864,0.0,0.7138909101486206,0.09529943764209747,6664,0.5985085964202881,863,0.016214847564697266,440.534245522,1327104.0,1746172273.9955125,0.0598958358168602,-0.26316994428634644,13.928385734558105
1.0,15.67950439453125,873,0.009765625931322575,0.7138909101486206,0.08532385528087616,6736,0.6287998557090759,872,0.016214847564697266,444.588066493,1340928.0,1746172278.0493164,0.0553385429084301,-0.26895689964294434,14.703125953674316
1.0,15.67950439453125,912,0.009765625931322575,0.7138909101486206,0.1198715791106224,7048,0.6491833925247192,911,0.016214847564697266,462.219589445,1400832.0,1746172295.6808057,0.0546875037252903,-0.2999608814716339,14.884766578674316
1.0,15.67950439453125,923,0.0221354179084301,0.7138909101486206,0.08438239991664886,7136,0.662511944770813,922,0.016214847564697266,467.1819877,1417728.0,1746172300.643223,0.0494791679084301,-0.31665346026420593,15.179688453674316
1.0,15.67950439453125,924,0.0,0.7138909101486206,0.11064714193344116,7144,0.6260654926300049,923,0.016214847564697266,467.633038434,1419264.0,1746172301.0942712,0.0553385429084301,-0.3197167217731476,14.885416984558105
1.0,15.67950439453125,929,0.0468750037252903,0.7138909101486206,0.08462963998317719,7184,0.675284206867218,928,0.016214847564697266,469.886592016,1426944.0,1746172303.347833,0.0559895858168602,-0.32969987392425537,14.878255844116211
1.0,15.67950439453125,940,0.010416666977107525,0.7138909101486206,0.09625010192394257,7272,0.6499882936477661,939,0.016214847564697266,474.863658253,1443840.0,1746172308.3248646,0.0546875037252903,-0.3518238067626953,14.981120109558105
1.0,15.67950439453125,947,0.0338541679084301,0.7138909101486206,0.08285702764987946,7328,0.6647018194198608,946,0.016214847564697266,478.015130362,1454592.0,1746172311.4763663,0.0520833358168602,-0.35514476895332336,15.211588859558105
1.0,15.67950439453125,952,0.0371093787252903,0.7138909101486206,0.0893029049038887,7368,0.665459394454956,951,0.016214847564697266,480.2768516,1462272.0,1746172313.7380807,0.0507812537252903,-0.3699008822441101,15.317058563232422
1.0,15.67950439453125,955,0.013671875931322575,0.7138909101486206,0.10500209033489227,7392,0.6359257698059082,954,0.016214847564697266,481.63243429,1466880.0,1746172315.0936685,0.0546875037252903,-0.3716243505477905,14.975260734558105
1.0,15.67950439453125,959,0.01106770895421505,0.7138909101486206,0.1033935397863388,7424,0.6325758099555969,958,0.016214847564697266,483.436635102,1473024.0,1746172316.897886,0.0572916679084301,-0.393757164478302,14.083333969116211
1.0,16.192005157470703,976,0.0,0.7748936414718628,0.13354261219501495,7560,0.6244319677352905,975,0.03682272508740425,491.233008636,1499136.0,1746172324.6942782,0.0592447929084301,-0.3949531316757202,14.096354484558105
1.0,16.192005157470703,983,0.0240885429084301,0.7748936414718628,0.09176028519868851,7616,0.6536222100257874,982,0.03682272508740425,494.391825927,1509888.0,1746172327.8530579,0.0559895858168602,-0.4185671806335449,14.581380844116211
1.0,16.192005157470703,984,0.0585937537252903,0.7748936414718628,0.10056524723768234,7624,0.6930043697357178,983,0.03682272508740425,494.843653895,1511424.0,1746172328.3048918,0.0507812537252903,-0.4203997254371643,15.412761688232422
1.0,16.192005157470703,988,0.0201822929084301,0.7748936414718628,0.09076206386089325,7656,0.6522846817970276,987,0.03682272508740425,496.648185768,1517568.0,1746172330.1094217,0.0553385429084301,-0.4015534818172455,14.714193344116211
1.0,16.192005157470703,998,0.0221354179084301,0.7748936414718628,0.10521012544631958,7736,0.6741123795509338,997,0.03682272508740425,501.162794791,1532928.0,1746172334.6240084,0.0553385429084301,-0.41268402338027954,14.777344703674316
1.0,16.192005157470703,1000,0.0,0.7748936414718628,0.1053629219532013,7752,0.6099669337272644,999,0.03682272508740425,502.064068122,1536000.0,1746172335.5253286,0.0553385429084301,-0.42028653621673584,14.694010734558105
1.0,16.192005157470703,1028,0.014322916977107525,0.7748936414718628,0.12433812022209167,7976,0.645419180393219,1027,0.03682272508740425,514.685598327,1579008.0,1746172348.1468112,0.0462239608168602,-0.48178327083587646,16.55013084411621
1.0,16.192005157470703,1037,0.01106770895421505,0.7748936414718628,0.12964670360088348,8048,0.6405659317970276,1036,0.03682272508740425,518.770590582,1592832.0,1746172352.2318337,0.0559895858168602,-0.43825989961624146,14.585287094116211
1.0,16.192005157470703,1068,0.02539062686264515,0.7748936414718628,0.17582860589027405,8296,0.655599057674408,1067,0.03682272508740425,532.751983248,1640448.0,1746172366.2132294,0.0553385429084301,-0.46332186460494995,14.630860328674316
1.0,16.192005157470703,1071,0.012369791977107525,0.7748936414718628,0.18452832102775574,8320,0.6368371844291687,1070,0.03682272508740425,534.103190888,1645056.0,1746172367.5643928,0.0520833358168602,-0.5012090802192688,15.362630844116211
1.0,16.192005157470703,1073,0.0201822929084301,0.7748936414718628,0.18015360832214355,8336,0.6334044933319092,1072,0.03682272508740425,535.005426673,1648128.0,1746172368.4666653,0.0566406287252903,-0.5176016092300415,14.490235328674316
1.0,16.192005157470703,1079,0.01888020895421505,0.7748936414718628,0.18782566487789154,8384,0.6416667699813843,1078,0.03682272508740425,537.710114332,1657344.0,1746172371.1713078,0.0566406287252903,-0.4963862895965576,14.458333969116211
1.0,16.192005157470703,1100,0.0345052108168602,0.7748936414718628,0.2578258216381073,8552,0.6483311057090759,1099,0.03682272508740425,547.187824154,1689600.0,1746172380.6490655,0.0533854179084301,-0.5518218874931335,15.154948234558105
1.0,16.192005157470703,1116,0.0,0.7748936414718628,0.21072888374328613,8680,0.5928149223327637,1115,0.03682272508740425,554.401904379,1714176.0,1746172387.8631322,0.0553385429084301,-0.5914673805236816,14.793620109558105
1.0,16.192005157470703,1121,0.0377604179084301,0.7748936414718628,0.2081747055053711,8720,0.656806468963623,1120,0.03682272508740425,556.657938862,1721856.0,1746172390.1191943,0.0494791679084301,-0.5756973028182983,15.790365219116211
1.0,16.192005157470703,1125,0.01106770895421505,0.7748936414718628,0.25285428762435913,8752,0.6292851567268372,1124,0.03682272508740425,558.4814574,1728000.0,1746172391.9427304,0.0507812537252903,-0.558112621307373,15.638021469116211
1.0,16.192005157470703,1133,0.0221354179084301,0.7748936414718628,0.233986496925354,8816,0.6007932424545288,1132,0.03682272508740425,562.089019897,1740288.0,1746172395.5502675,0.0475260429084301,-0.5409106016159058,15.647787094116211
1.0,16.192005157470703,1135,0.0651041716337204,0.7748936414718628,0.2846231460571289,8832,0.7127604484558105,1134,0.03682272508740425,562.990136192,1743360.0,1746172396.4513888,0.0488281287252903,-0.5206143260002136,16.113933563232422
1.0,16.192005157470703,1154,0.01953125186264515,0.7748936414718628,0.22966310381889343,8984,0.5972657799720764,1153,0.03682272508740425,571.571182948,1772544.0,1746172405.032402,0.0507812537252903,-0.5025917291641235,14.832682609558105
1.0,16.192005157470703,1162,0.0305989608168602,0.7748936414718628,0.219713494181633,9048,0.614879310131073,1161,0.03682272508740425,575.180570685,1784832.0,1746172408.6417816,0.0527343787252903,-0.5540547370910645,15.504558563232422
1.0,16.192005157470703,1174,0.0488281287252903,0.7748936414718628,0.28147679567337036,9144,0.6844817399978638,1173,0.03682272508740425,580.593333635,1803264.0,1746172414.054607,0.0475260429084301,-0.6610759496688843,16.35481834411621
1.0,16.192005157470703,1198,0.0455729179084301,0.7748936414718628,0.2534104883670807,9336,0.6766809225082397,1197,0.03682272508740425,591.42214332,1840128.0,1746172424.8833537,0.0553385429084301,-0.6158437728881836,14.947916984558105
1.0,16.192005157470703,1202,0.0566406287252903,0.7748936414718628,0.2950553894042969,9368,0.7007695436477661,1201,0.03682272508740425,593.226895102,1846272.0,1746172426.6881073,0.0540364608168602,-0.5875744819641113,15.216797828674316
1.0,16.192005157470703,1204,0.0201822929084301,0.7748936414718628,0.34734413027763367,9384,0.621164858341217,1203,0.03682272508740425,594.128688587,1849344.0,1746172427.5898943,0.0520833358168602,-0.6248712539672852,15.607422828674316
1.0,16.192005157470703,1214,0.02083333395421505,0.7748936414718628,0.3353837728500366,9464,0.6391454339027405,1213,0.03682272508740425,598.666167621,1864704.0,1746172432.1274233,0.0546875037252903,-0.6194785833358765,14.771485328674316
1.0,16.192005157470703,1222,0.02083333395421505,0.7748936414718628,0.343321830034256,9528,0.6387785077095032,1221,0.03682272508740425,602.276496022,1876992.0,1746172435.7377784,0.0546875037252903,-0.58732670545578,14.791666984558105
1.0,16.192005157470703,1223,0.0442708358168602,0.7748936414718628,0.4347773790359497,9536,0.628255307674408,1222,0.03682272508740425,602.730992306,1878528.0,1746172436.1922278,0.0455729179084301,-0.6011371612548828,17.178386688232422
1.0,16.192005157470703,1273,0.0540364608168602,0.7748936414718628,0.41750049591064453,9936,0.7095290422439575,1272,0.03682272508740425,625.314297618,1955328.0,1746172458.7753623,0.0533854179084301,-0.7167657613754272,15.552083969116211
1.0,16.192005157470703,1280,0.0397135429084301,0.7748936414718628,0.3661639094352722,9992,0.6767047047615051,1279,0.03682272508740425,628.470983278,1966080.0,1746172461.932242,0.0501302108168602,-0.7907849550247192,16.613933563232422
1.0,16.192005157470703,1282,0.0488281287252903,0.7748936414718628,0.373961865901947,10008,0.6415247321128845,1281,0.03682272508740425,629.377198712,1969152.0,1746172462.8384535,0.0501302108168602,-0.787582278251648,15.031901359558105
1.0,16.192005157470703,1291,0.01106770895421505,0.7748936414718628,0.4645225405693054,10080,0.6150450706481934,1290,0.03682272508740425,633.440359283,1982976.0,1746172466.9016087,0.0520833358168602,-0.7814373970031738,15.009115219116211
1.0,16.192005157470703,1294,0.0449218787252903,0.7748936414718628,0.4448589086532593,10104,0.6814867854118347,1293,0.03682272508740425,634.794259597,1987584.0,1746172468.2554965,0.0527343787252903,-0.7553874254226685,15.412110328674316
1.0,16.192005157470703,1296,0.0690104216337204,0.7748936414718628,0.42730912566185,10120,0.7239821553230286,1295,0.03682272508740425,635.696509136,1990656.0,1746172469.1575623,0.0501302108168602,-0.7361912727355957,16.022136688232422
1.0,16.192005157470703,1297,0.010416666977107525,0.7748936414718628,0.44760972261428833,10128,0.6397491693496704,1296,0.03682272508740425,636.148120999,1992192.0,1746172469.6093793,0.0533854179084301,-0.7031904458999634,15.284505844116211
1.0,18.799938201904297,1354,0.0364583358168602,0.8825884461402893,0.6509335041046143,10584,0.6636838912963867,1353,0.10420531779527664,662.010546108,2079744.0,1746172495.4717631,0.0520833358168602,-0.7773604393005371,15.322266578674316
1.0,18.799938201904297,1365,0.02539062686264515,0.8825884461402893,0.5522772073745728,10672,0.650580108165741,1364,0.10420531779527664,666.970030137,2096640.0,1746172500.43126,0.0540364608168602,-0.7836454510688782,15.058594703674316
1.0,18.799938201904297,1366,0.0260416679084301,0.8825884461402893,0.5664868354797363,10680,0.6678741574287415,1365,0.10420531779527664,667.421249879,2098176.0,1746172500.8824747,0.0527343787252903,-0.7810360193252563,15.625652313232422
1.0,18.799938201904297,1381,0.0449218787252903,0.8825884461402893,0.5025352239608765,10800,0.6772491931915283,1380,0.10420531779527664,674.202180237,2121216.0,1746172507.6634123,0.0540364608168602,-0.7396204471588135,15.192708969116211
1.0,18.799938201904297,1385,0.0540364608168602,0.8825884461402893,0.597855806350708,10832,0.6761956810951233,1384,0.10420531779527664,676.006848081,2127360.0,1746172509.468077,0.0481770858168602,-0.7263956665992737,16.272136688232422
1.0,18.799938201904297,1397,0.0299479179084301,0.8825884461402893,0.4948236048221588,10928,0.6512548327445984,1396,0.10420531779527664,681.428290925,2145792.0,1746172514.889569,0.0475260429084301,-0.7337087988853455,16.3515625
1.0,18.799938201904297,1410,0.02669270895421505,0.8825884461402893,0.39807331562042236,11032,0.647940456867218,1409,0.10420531779527664,687.293347614,2165760.0,1746172520.7545888,0.0494791679084301,-0.6993386745452881,16.54036521911621
1.0,18.799938201904297,1425,0.02278645895421505,0.8825884461402893,0.3533848822116852,11152,0.6477391719818115,1424,0.10420531779527664,694.059587653,2188800.0,1746172527.5208268,0.0488281287252903,-0.6721235513687134,16.16731834411621
1.0,18.799938201904297,1439,0.0703125,0.8825884461402893,0.39824384450912476,11264,0.7039064168930054,1438,0.10420531779527664,700.374244081,2210304.0,1746172533.8355026,0.0455729179084301,-0.7115373611450195,17.192058563232422
1.0,18.799938201904297,1440,0.0546875037252903,0.8825884461402893,0.32864803075790405,11272,0.7034920454025269,1439,0.10420531779527664,700.825317464,2211840.0,1746172534.286582,0.0488281287252903,-0.7111379504203796,16.494140625
1.0,18.799938201904297,1445,0.0,0.8825884461402893,0.32907259464263916,11312,0.6053268909454346,1444,0.10420531779527664,703.079258667,2219520.0,1746172536.5405269,0.0501302108168602,-0.7065001726150513,16.037761688232422
1.0,18.799938201904297,1448,0.02278645895421505,0.8825884461402893,0.3055432140827179,11336,0.6429570317268372,1447,0.10420531779527664,704.436281637,2224128.0,1746172537.8975306,0.0494791679084301,-0.7036483287811279,16.072265625
1.0,18.799938201904297,1474,0.01302083395421505,0.8825884461402893,0.4365561604499817,11544,0.6154712438583374,1473,0.10420531779527664,716.17628339,2264064.0,1746172549.6375265,0.0468750037252903,-0.7601527571678162,16.598308563232422
1.0,18.799938201904297,1497,0.02278645895421505,0.8825884461402893,0.5411382913589478,11728,0.6485559940338135,1496,0.10420531779527664,726.551031195,2299392.0,1746172560.0122516,0.0546875037252903,-0.7338097095489502,14.814454078674316
1.0,18.799938201904297,1501,0.02343750186264515,0.8825884461402893,0.4212295413017273,11760,0.6371213793754578,1500,0.10420531779527664,728.355398528,2305536.0,1746172561.8166456,0.0540364608168602,-0.7648645043373108,14.885416984558105
1.0,18.799938201904297,1509,0.0221354179084301,0.8825884461402893,0.40380188822746277,11824,0.6617662310600281,1508,0.10420531779527664,731.971442993,2317824.0,1746172565.4326675,0.0559895858168602,-0.792057991027832,14.903646469116211
1.0,18.799938201904297,1528,0.0240885429084301,0.8825884461402893,0.46498537063598633,11976,0.6674243807792664,1527,0.10420531779527664,740.545969499,2347008.0,1746172574.0070088,0.0507812537252903,-0.7305504083633423,16.027996063232422
1.0,18.799938201904297,1530,0.02278645895421505,0.8825884461402893,0.4421520233154297,11992,0.6419863700866699,1529,0.10420531779527664,741.447220406,2350080.0,1746172574.9084408,0.0540364608168602,-0.7474703788757324,15.447917938232422
1.0,18.799938201904297,1551,0.1263020932674408,0.8825884461402893,0.4564637541770935,12160,0.7926374077796936,1550,0.10420531779527664,750.920900179,2382336.0,1746172584.3821564,0.0468750037252903,-0.6726661920547485,16.742839813232422
