returned_episode_lengths,returned_episode_returns,returned_won_episode,update_steps,test_returned_episode,_step,test_returned_episode_returns,loss,returned_episode,grad_steps,_runtime,test_returned_episode_lengths,qvals,env_step,test_returned_won_episode,_timestamp
26.656251907348633,0.2305615097284317,0.0,9,0.9999999403953552,8,0.09451650083065033,0.0,0.02343750186264515,0,58.225335916,29.840871810913086,0.0,13824,0.0,1747607391.9018264
25.143230438232422,0.22971892356872559,0.0,12,0.9999999403953552,11,0.09451650083065033,0.0,0.0240885429084301,0,58.436973821,29.840871810913086,0.0,18432,0.0,1747607392.1134999
24.294923782348633,0.22529420256614685,0.0,25,0.9999999403953552,24,0.09451650083065033,0.0,0.02539062686264515,0,59.357347281,29.840871810913086,0.0,38400,0.0,1747607393.03387
26.113933563232422,0.2571530342102051,0.0,44,0.9999999403953552,43,0.09451650083065033,0.02458268404006958,0.02278645895421505,104,65.721950253,29.840871810913086,0.3517551124095917,67584,0.0,1747607399.3983736
25.619142532348633,0.2618391513824463,0.0,48,0.9999999403953552,47,0.09451650083065033,0.01869240403175354,0.0240885429084301,136,67.546611302,29.840871810913086,0.3842713236808777,73728,0.0,1747607401.2230227
26.255861282348633,0.25370046496391296,0.0,61,0.9999999403953552,60,0.09451650083065033,0.03012121468782425,0.02083333395421505,240,73.503966926,29.840871810913086,0.5023536682128906,93696,0.0,1747607407.1802392
25.09114646911621,0.2533583343029022,0.0,69,0.9999999403953552,68,0.09451650083065033,0.04385875537991524,0.02343750186264515,304,77.169864514,29.840871810913086,0.5363611578941345,105984,0.0,1747607410.8462687
25.97395896911621,0.25971946120262146,0.0,72,0.9999999403953552,71,0.09451650083065033,0.21310913562774658,0.0240885429084301,328,78.542340703,29.840871810913086,0.5622032284736633,110592,0.0,1747607412.2186959
25.740886688232422,0.2744617462158203,0.0,75,0.9999999403953552,74,0.09451650083065033,0.12914550304412842,0.0240885429084301,352,79.911859566,29.840871810913086,0.4996194839477539,115200,0.0,1747607413.5882792
25.348308563232422,0.24878710508346558,0.0,97,0.9999999403953552,96,0.09451650083065033,0.10042663663625717,0.02278645895421505,528,90.00831493,29.840871810913086,0.4420090317726135,148992,0.0,1747607423.684717
25.173830032348633,0.2640308737754822,0.0,103,0.9999999403953552,102,0.09451650083065033,0.11778920888900757,0.02343750186264515,576,92.773335933,29.840871810913086,0.40462595224380493,158208,0.0,1747607426.4497206
25.564455032348633,0.27879106998443604,0.0,107,0.9999999403953552,106,0.09451650083065033,0.20191572606563568,0.0240885429084301,608,94.606783894,29.840871810913086,0.3246189057826996,164352,0.0,1747607428.2831707
26.223308563232422,0.26551350951194763,0.0,110,0.9999999403953552,109,0.09451650083065033,0.1523239016532898,0.02343750186264515,632,95.982531411,29.840871810913086,0.32639822363853455,168960,0.0,1747607429.6588464
