returned_episode_lengths,_runtime,test_returned_episode,env_step,update_steps,loss,test_returned_won_episode,test_returned_episode_lengths,grad_steps,returned_episode_returns,qvals,returned_episode,test_returned_episode_returns,returned_won_episode,_timestamp,_step
30.23046875,58.482178273,1.0,18432.0,12,0.0,0.0,16.22243309020996,0,0.09535720199346542,0.0,0.015625,0.008502827025949955,0.0,1746184157.6685305,11
30.25,59.020479754,1.0,30720.0,20,0.0,0.0,16.22243309020996,0,0.11320017278194427,0.0,0.015625,0.008502827025949955,0.0,1746184158.2068343,19
29.64192771911621,59.154294132,1.0,33792.0,22,0.0,0.0,16.22243309020996,0,0.09293894469738007,0.0,0.015625,0.008502827025949955,0.0,1746184158.3406734,21
29.86263084411621,59.288284501,1.0,36864.0,24,0.0,0.0,16.22243309020996,0,0.1092701181769371,0.0,0.01692708395421505,0.008502827025949955,0.0,1746184158.4746444,23
29.69270896911621,59.556267122,1.0,43008.0,28,0.0,0.0,16.22243309020996,0,0.10093168914318085,0.0,0.0162760429084301,0.008502827025949955,0.0,1746184158.7426343,27
29.12239646911621,59.690122688,1.0,46080.0,30,0.0,0.0,16.22243309020996,0,0.09398423135280609,0.0,0.017578125,0.008502827025949955,0.0,1746184158.8764594,29
30.21224021911621,62.885912684,1.0,59904.0,39,0.0024012578651309013,0.0,16.22243309020996,64,0.11670073121786118,0.03828885033726692,0.01497395895421505,0.008502827025949955,0.0,1746184162.071861,38
29.98177146911621,67.182313025,1.0,76800.0,50,0.0025269328616559505,0.0,16.22243309020996,152,0.11963874101638794,0.33987957239151,0.014322916977107525,0.008502827025949955,0.0,1746184166.3686836,49
29.94661521911621,69.138411375,1.0,84480.0,55,0.004025177098810673,0.0,16.22243309020996,192,0.11248966306447983,0.5124763250350952,0.014322916977107525,0.008502827025949955,0.0,1746184168.324719,54
31.203125,77.760356869,1.0,118272.0,77,0.00607864186167717,0.0,16.22243309020996,368,0.14725984632968903,0.7078565955162048,0.015625,0.008502827025949955,0.0,1746184176.9466777,76
31.296875,78.542658054,1.0,121344.0,79,0.005881516728550196,0.0,16.22243309020996,384,0.1492111086845398,0.714801549911499,0.01497395895421505,0.008502827025949955,0.0,1746184177.7289662,78
