update_steps,test_returned_episode_lengths,returned_episode_lengths,_timestamp,returned_episode_returns,_runtime,env_step,returned_episode,qvals,test_returned_episode_returns,loss,returned_won_episode,test_returned_won_episode,grad_steps,_step,test_returned_episode
4529,90.6881103515625,24.736980438232422,1746182655.2221365,0.3737748861312866,1835.259637363,6956544.0,0.0078125,-0.6872014999389648,1.7124634981155396,0.2188238799571991,0.1236979216337204,0.7485380172729492,35984,4528,1.0
4533,90.6881103515625,27.46875,1746182656.8068132,0.45996150374412537,1836.844283327,6962688.0,0.0078125,-0.6610379219055176,1.7124634981155396,0.18459683656692505,0.1783854216337204,0.7485380172729492,36016,4532,1.0
4547,90.6881103515625,24.984375,1746182662.3539045,0.3444480299949646,1842.391372833,6984192.0,0.0078125,-0.7273406982421875,1.7124634981155396,0.17731165885925293,0.1087239608168602,0.7485380172729492,36128,4546,1.0
4558,91.380859375,24.2421875,1746182666.8129237,0.3421517312526703,1846.850393037,7001088.0,0.0078125,-0.7136214971542358,1.7395069599151611,0.22032198309898376,0.1126302108168602,0.76171875,36216,4557,1.0
4571,91.380859375,24.95052146911621,1746182671.962286,0.39581093192100525,1851.999733364,7021056.0,0.0078125,-0.7794116139411926,1.7395069599151611,0.19256022572517395,0.1438802182674408,0.76171875,36320,4570,1.0
4580,91.380859375,27.53645896911621,1746182675.5281675,0.45077431201934814,1855.565646369,7034880.0,0.0078125,-0.7259579300880432,1.7395069599151611,0.17783068120479584,0.17578125,0.76171875,36392,4579,1.0
4582,91.380859375,27.04817771911621,1746182676.320653,0.399064838886261,1856.358100679,7037952.0,0.0078125,-0.7463396191596985,1.7395069599151611,0.17306005954742432,0.1341145932674408,0.76171875,36408,4581,1.0
4588,91.380859375,24.498699188232422,1746182678.6978922,0.302887499332428,1858.73534323,7047168.0,0.0078125,-0.7297420501708984,1.7395069599151611,0.22154337167739868,0.0657552108168602,0.76171875,36456,4587,1.0
4598,91.380859375,25.983074188232422,1746182682.6630812,0.4764510989189148,1862.700526949,7062528.0,0.0078125,-0.7891818881034851,1.7395069599151611,0.22948026657104492,0.2037760466337204,0.76171875,36536,4597,1.0
4600,91.380859375,26.666667938232422,1746182683.4552233,0.39792534708976746,1863.492667797,7065600.0,0.0078125,-0.7874515056610107,1.7395069599151611,0.23403090238571167,0.126953125,0.76171875,36552,4599,1.0
4603,91.380859375,25.0078125,1746182684.643781,0.4533507227897644,1864.681246918,7070208.0,0.0078125,-0.7508887052536011,1.7395069599151611,0.16177129745483398,0.1927083432674408,0.76171875,36576,4602,1.0
4607,91.380859375,24.1484375,1746182686.2290168,0.37477582693099976,1866.266478798,7076352.0,0.0078125,-0.6680599451065063,1.7395069599151611,0.1957603543996811,0.1380208432674408,0.76171875,36608,4606,1.0
4609,91.380859375,25.72395896911621,1746182687.021112,0.4670383334159851,1867.058561636,7079424.0,0.0078125,-0.7072290778160095,1.7395069599151611,0.18534694612026215,0.197265625,0.76171875,36624,4608,1.0
4611,91.380859375,27.41536521911621,1746182687.813448,0.46584224700927734,1867.850895668,7082496.0,0.0078125,-0.7023729085922241,1.7395069599151611,0.20156511664390564,0.171875,0.76171875,36640,4610,1.0
4627,91.380859375,25.994792938232422,1746182694.165691,0.5071429014205933,1874.203128701,7107072.0,0.0078125,-0.6818456649780273,1.7395069599151611,0.19293084740638733,0.2291666716337204,0.76171875,36768,4626,1.0
4635,91.380859375,26.78125,1746182697.3374996,0.37407636642456055,1877.375007784,7119360.0,0.0078125,-0.7419353127479553,1.7395069599151611,0.17535440623760223,0.1145833358168602,0.76171875,36832,4634,1.0
4679,91.380859375,25.90234375,1746182714.7748108,0.36149829626083374,1894.812270009,7186944.0,0.0078125,-0.6606085896492004,1.7395069599151611,0.1928805708885193,0.1015625,0.76171875,37184,4678,1.0
4686,91.380859375,26.6953125,1746182717.5480921,0.3363496661186218,1897.585547763,7197696.0,0.0078125,-0.6902845501899719,1.7395069599151611,0.21053510904312134,0.0833333358168602,0.76171875,37240,4685,1.0
4690,91.380859375,24.455730438232422,1746182719.1328166,0.3378911018371582,1899.170258528,7203840.0,0.0078125,-0.6653727293014526,1.7395069599151611,0.2362196445465088,0.1106770858168602,0.76171875,37272,4689,1.0
4691,91.380859375,25.25520896911621,1746182719.5288954,0.4034639298915863,1899.566340088,7205376.0,0.0078125,-0.8382329940795898,1.7395069599151611,0.2650085687637329,0.1471354216337204,0.76171875,37280,4690,1.0
4699,91.380859375,24.94921875,1746182722.7017467,0.4211905598640442,1902.739216585,7217664.0,0.0078125,-0.6950461864471436,1.7395069599151611,0.2305360734462738,0.1640625,0.76171875,37344,4698,1.0
4702,91.380859375,26.45703125,1746182723.889987,0.4542824923992157,1903.927425126,7222272.0,0.0078125,-0.8031739592552185,1.7395069599151611,0.23832407593727112,0.1803385466337204,0.76171875,37368,4701,1.0
4715,91.380859375,26.34765625,1746182729.0424812,0.4474128484725952,1909.079949968,7242240.0,0.0078125,-0.7807637453079224,1.7395069599151611,0.17799893021583557,0.1744791716337204,0.76171875,37472,4714,1.0
4717,91.380859375,28.484375,1746182729.8348594,0.474445104598999,1909.872317794,7245312.0,0.0078125,-0.7083743214607239,1.7395069599151611,0.17204999923706055,0.1705729216337204,0.76171875,37488,4716,1.0
4724,91.380859375,26.85546875,1746182732.6093087,0.3064819574356079,1912.646769849,7256064.0,0.0078125,-0.8003109693527222,1.7395069599151611,0.18290959298610687,0.0579427108168602,0.76171875,37544,4723,1.0
4737,91.380859375,24.80859375,1746182737.761964,0.3047446608543396,1917.799432124,7276032.0,0.0078125,-0.7290087938308716,1.7395069599151611,0.19834956526756287,0.0872395858168602,0.76171875,37648,4736,1.0
