update_steps,test_returned_episode_lengths,rng3947986621/returned_episode_lengths,_timestamp,rng3947986621/returned_episode_returns,_runtime,rng3947986621/env_step,rng3947986621/test_returned_episode_lengths,rng3947986621/returned_episode,qvals,rng3947986621/qvals,returned_episode_lengths,env_step,test_returned_episode_returns,rng3947986621/loss,returned_won_episode,returned_episode_returns,test_returned_won_episode,rng3947986621/update_steps,returned_episode,loss,rng3947986621/test_returned_episode_returns,grad_steps,rng3947986621/grad_steps,_step,rng3947986621/test_returned_episode,rng3947986621/returned_won_episode,test_returned_episode,rng3947986621/test_returned_won_episode
4930,92.806640625,26.63671875,1746182814.3695354,0.3058345913887024,1994.4069833,7572480.0,92.806640625,0.0078125,-0.5995292663574219,-0.5995292663574219,26.63671875,7572480.0,1.7618017196655273,0.21531808376312256,0.0657552108168602,0.3058345913887024,0.783203125,4930,0.0078125,0.21531808376312256,1.7618017196655273,39192,39192,4929,1.0,0.0657552108168602,1.0,0.783203125
4934,92.806640625,27.483074188232422,1746182815.9549756,0.40169423818588257,1995.992443072,7578624.0,92.806640625,0.0078125,-0.6752277612686157,-0.6752277612686157,27.483074188232422,7578624.0,1.7618017196655273,0.20438513159751892,0.1399739682674408,0.40169423818588257,0.783203125,4934,0.0078125,0.20438513159751892,1.7618017196655273,39224,39224,4933,1.0,0.1399739682674408,1.0,0.783203125
4940,92.806640625,27.510417938232422,1746182818.3330095,0.4133117198944092,1998.37048185,7587840.0,92.806640625,0.0078125,-0.6184854507446289,-0.6184854507446289,27.510417938232422,7587840.0,1.7618017196655273,0.2371625155210495,0.1438802182674408,0.4133117198944092,0.783203125,4940,0.0078125,0.2371625155210495,1.7618017196655273,39272,39272,4939,1.0,0.1438802182674408,1.0,0.783203125
4942,92.806640625,23.8203125,1746182819.1257787,0.2860696315765381,1999.163236287,7590912.0,92.806640625,0.0078125,-0.6555169820785522,-0.6555169820785522,23.8203125,7590912.0,1.7618017196655273,0.2115970253944397,0.0559895858168602,0.2860696315765381,0.783203125,4942,0.0078125,0.2115970253944397,1.7618017196655273,39288,39288,4941,1.0,0.0559895858168602,1.0,0.783203125
4946,92.806640625,25.13802146911621,1746182820.714372,0.32658204436302185,2000.751859073,7597056.0,92.806640625,0.0078125,-0.5789629220962524,-0.5789629220962524,25.13802146911621,7597056.0,1.7618017196655273,0.352051317691803,0.0865885466337204,0.32658204436302185,0.783203125,4946,0.0078125,0.352051317691803,1.7618017196655273,39320,39320,4945,1.0,0.0865885466337204,1.0,0.783203125
4988,92.806640625,27.73046875,1746182837.367214,0.4009541869163513,2017.404641905,7661568.0,92.806640625,0.0078125,-0.6775072813034058,-0.6775072813034058,27.73046875,7661568.0,1.7618017196655273,0.2514345347881317,0.12109375,0.4009541869163513,0.783203125,4988,0.0078125,0.2514345347881317,1.7618017196655273,39656,39656,4987,1.0,0.12109375,1.0,0.783203125
4998,92.806640625,25.41145896911621,1746182841.3280053,0.42857155203819275,2021.365458239,7676928.0,92.806640625,0.0078125,-0.6825244426727295,-0.6825244426727295,25.41145896911621,7676928.0,1.7618017196655273,0.2102436125278473,0.17578125,0.42857155203819275,0.783203125,4998,0.0078125,0.2102436125278473,1.7618017196655273,39736,39736,4997,1.0,0.17578125,1.0,0.783203125
5018,92.806640625,26.125,1746182849.2537038,0.31389373540878296,2029.29119105,7707648.0,92.806640625,0.0078125,-0.7164130210876465,-0.7164130210876465,26.125,7707648.0,1.7618017196655273,0.20697954297065735,0.068359375,0.31389373540878296,0.783203125,5018,0.0078125,0.20697954297065735,1.7618017196655273,39896,39896,5017,1.0,0.068359375,1.0,0.783203125
5023,92.806640625,26.12109375,1746182851.2419436,0.3103121519088745,2031.279409834,7715328.0,92.806640625,0.0078125,-0.7177670001983643,-0.7177670001983643,26.12109375,7715328.0,1.7618017196655273,0.22712919116020203,0.0625,0.3103121519088745,0.783203125,5023,0.0078125,0.22712919116020203,1.7618017196655273,39936,39936,5022,1.0,0.0625,1.0,0.783203125
5034,92.806640625,27.57552146911621,1746182855.6012905,0.3047654330730438,2035.638747475,7732224.0,92.806640625,0.0078125,-0.7378785610198975,-0.7378785610198975,27.57552146911621,7732224.0,1.7618017196655273,0.2919860780239105,0.0514322929084301,0.3047654330730438,0.783203125,5034,0.0078125,0.2919860780239105,1.7618017196655273,40024,40024,5033,1.0,0.0514322929084301,1.0,0.783203125
5063,92.806640625,25.635417938232422,1746182867.0954435,0.38869091868400574,2047.132898122,7776768.0,92.806640625,0.0078125,-0.8301482200622559,-0.8301482200622559,25.635417938232422,7776768.0,1.7618017196655273,0.19106902182102203,0.1243489608168602,0.38869091868400574,0.783203125,5063,0.0078125,0.19106902182102203,1.7618017196655273,40256,40256,5062,1.0,0.1243489608168602,1.0,0.783203125
5070,92.806640625,28.9765625,1746182869.8685079,0.37786412239074707,2049.90596818,7787520.0,92.806640625,0.00911458395421505,-0.8062368035316467,-0.8062368035316467,28.9765625,7787520.0,1.7618017196655273,0.2451997995376587,0.1028645858168602,0.37786412239074707,0.783203125,5070,0.00911458395421505,0.2451997995376587,1.7618017196655273,40312,40312,5069,1.0,0.1028645858168602,1.0,0.783203125
5088,92.806640625,25.93359375,1746182877.0039592,0.32464054226875305,2057.041411913,7815168.0,92.806640625,0.0078125,-0.8100950717926025,-0.8100950717926025,25.93359375,7815168.0,1.7618017196655273,0.25591662526130676,0.0735677108168602,0.32464054226875305,0.783203125,5088,0.0078125,0.25591662526130676,1.7618017196655273,40456,40456,5087,1.0,0.0735677108168602,1.0,0.783203125
5097,92.806640625,27.865886688232422,1746182880.570466,0.33912596106529236,2060.607916084,7828992.0,92.806640625,0.0078125,-0.7500949501991272,-0.7500949501991272,27.865886688232422,7828992.0,1.7618017196655273,0.25868114829063416,0.0787760466337204,0.33912596106529236,0.783203125,5097,0.0078125,0.25868114829063416,1.7618017196655273,40528,40528,5096,1.0,0.0787760466337204,1.0,0.783203125
5106,92.806640625,28.2265625,1746182884.1366208,0.4568127989768982,2064.174070815,7842816.0,92.806640625,0.0078125,-0.6589384078979492,-0.6589384078979492,28.2265625,7842816.0,1.7618017196655273,0.22836840152740479,0.1692708432674408,0.4568127989768982,0.783203125,5106,0.0078125,0.22836840152740479,1.7618017196655273,40600,40600,5105,1.0,0.1692708432674408,1.0,0.783203125
5118,92.806640625,26.4375,1746182888.8989553,0.3603869080543518,2068.936400974,7861248.0,92.806640625,0.0078125,-0.7239017486572266,-0.7239017486572266,26.4375,7861248.0,1.7618017196655273,0.22788646817207336,0.1015625,0.3603869080543518,0.783203125,5118,0.0078125,0.22788646817207336,1.7618017196655273,40696,40696,5117,1.0,0.1015625,1.0,0.783203125
5119,92.806640625,26.91015625,1746182889.2951741,0.38403964042663574,2069.332623196,7862784.0,92.806640625,0.0078125,-0.7286642789840698,-0.7286642789840698,26.91015625,7862784.0,1.7618017196655273,0.2007918357849121,0.1184895858168602,0.38403964042663574,0.783203125,5119,0.0078125,0.2007918357849121,1.7618017196655273,40704,40704,5118,1.0,0.1184895858168602,1.0,0.783203125
5125,92.806640625,26.55208396911621,1746182891.6773036,0.40276283025741577,2071.714735564,7872000.0,92.806640625,0.0078125,-0.7265698909759521,-0.7265698909759521,26.55208396911621,7872000.0,1.7618017196655273,0.2048054188489914,0.1321614682674408,0.40276283025741577,0.783203125,5125,0.0078125,0.2048054188489914,1.7618017196655273,40752,40752,5124,1.0,0.1321614682674408,1.0,0.783203125
5165,92.806640625,27.576824188232422,1746182907.5296607,0.3323463201522827,2087.567115443,7933440.0,92.806640625,0.008463541977107525,-0.7386935949325562,-0.7386935949325562,27.576824188232422,7933440.0,1.7618017196655273,0.21568366885185242,0.0690104216337204,0.3323463201522827,0.783203125,5165,0.008463541977107525,0.21568366885185242,1.7618017196655273,41072,41072,5164,1.0,0.0690104216337204,1.0,0.783203125
5176,92.806640625,26.49609375,1746182911.9089475,0.31596776843070984,2091.946396558,7950336.0,92.806640625,0.008463541977107525,-0.8221708536148071,-0.8221708536148071,26.49609375,7950336.0,1.7618017196655273,0.22720065712928772,0.07421875,0.31596776843070984,0.783203125,5176,0.008463541977107525,0.22720065712928772,1.7618017196655273,41160,41160,5175,1.0,0.07421875,1.0,0.783203125
5183,92.806640625,26.93359375,1746182914.6836607,0.4410024583339691,2094.721124937,7961088.0,92.806640625,0.0078125,-0.7280809879302979,-0.7280809879302979,26.93359375,7961088.0,1.7618017196655273,0.16753941774368286,0.166015625,0.4410024583339691,0.783203125,5183,0.0078125,0.16753941774368286,1.7618017196655273,41216,41216,5182,1.0,0.166015625,1.0,0.783203125
5193,92.806640625,25.8125,1746182918.6481466,0.41955190896987915,2098.685592489,7976448.0,92.806640625,0.0078125,-0.7443385124206543,-0.7443385124206543,25.8125,7976448.0,1.7618017196655273,0.17321738600730896,0.1627604216337204,0.41955190896987915,0.783203125,5193,0.0078125,0.17321738600730896,1.7618017196655273,41296,41296,5192,1.0,0.1627604216337204,1.0,0.783203125
5206,92.966796875,25.049480438232422,1746182923.9009502,0.38025152683258057,2103.938409395,7996416.0,92.966796875,0.0078125,-0.8508620262145996,-0.8508620262145996,25.049480438232422,7996416.0,1.7920385599136353,0.17870846390724182,0.1354166716337204,0.38025152683258057,0.810546875,5206,0.0078125,0.17870846390724182,1.7920385599136353,41400,41400,5205,1.0,0.1354166716337204,1.0,0.810546875
5243,92.966796875,26.42708396911621,1746182938.565767,0.390012264251709,2118.603209659,8053248.0,92.966796875,0.008463541977107525,-0.8302046656608582,-0.8302046656608582,26.42708396911621,8053248.0,1.7920385599136353,0.19725310802459717,0.1321614682674408,0.390012264251709,0.810546875,5243,0.008463541977107525,0.19725310802459717,1.7920385599136353,41696,41696,5242,1.0,0.1321614682674408,1.0,0.810546875
5295,92.966796875,26.354167938232422,1746182959.177419,0.39396119117736816,2139.214861009,8133120.0,92.966796875,0.0078125,-0.861808717250824,-0.861808717250824,26.354167938232422,8133120.0,1.7920385599136353,0.15803323686122894,0.1328125,0.39396119117736816,0.810546875,5295,0.0078125,0.15803323686122894,1.7920385599136353,42112,42112,5294,1.0,0.1328125,1.0,0.810546875
5297,92.966796875,25.32421875,1746182959.969543,0.30191048979759216,2140.007009246,8136192.0,92.966796875,0.0078125,-0.8817920684814453,-0.8817920684814453,25.32421875,8136192.0,1.7920385599136353,0.16256985068321228,0.0709635466337204,0.30191048979759216,0.810546875,5297,0.0078125,0.16256985068321228,1.7920385599136353,42128,42128,5296,1.0,0.0709635466337204,1.0,0.810546875
5301,92.966796875,27.897136688232422,1746182961.5569074,0.47777366638183594,2141.59436056,8142336.0,92.966796875,0.0078125,-0.8881324529647827,-0.8881324529647827,27.897136688232422,8142336.0,1.7920385599136353,0.15514720976352692,0.189453125,0.47777366638183594,0.810546875,5301,0.0078125,0.15514720976352692,1.7920385599136353,42160,42160,5300,1.0,0.189453125,1.0,0.810546875
5309,92.966796875,25.66015625,1746182964.7274609,0.3951720893383026,2144.764933357,8154624.0,92.966796875,0.0078125,-0.8577648401260376,-0.8577648401260376,25.66015625,8154624.0,1.7920385599136353,0.276577889919281,0.1477864682674408,0.3951720893383026,0.810546875,5309,0.0078125,0.276577889919281,1.7920385599136353,42224,42224,5308,1.0,0.1477864682674408,1.0,0.810546875
5319,92.966796875,26.65625,1746182968.6899672,0.4765304923057556,2148.72741519,8169984.0,92.966796875,0.0078125,-0.9201200008392334,-0.9201200008392334,26.65625,8169984.0,1.7920385599136353,0.16533270478248596,0.1920572966337204,0.4765304923057556,0.810546875,5319,0.0078125,0.16533270478248596,1.7920385599136353,42304,42304,5318,1.0,0.1920572966337204,1.0,0.810546875
5334,92.966796875,27.2734375,1746182974.636837,0.433796763420105,2154.674297782,8193024.0,92.966796875,0.0078125,-0.7516118288040161,-0.7516118288040161,27.2734375,8193024.0,1.7920385599136353,0.17718955874443054,0.1705729216337204,0.433796763420105,0.810546875,5334,0.0078125,0.17718955874443054,1.7920385599136353,42424,42424,5333,1.0,0.1705729216337204,1.0,0.810546875
5340,92.966796875,23.86067771911621,1746182977.0155149,0.3136741518974304,2157.052978777,8202240.0,92.966796875,0.0078125,-0.83209228515625,-0.83209228515625,23.86067771911621,8202240.0,1.7920385599136353,0.1603413224220276,0.087890625,0.3136741518974304,0.810546875,5340,0.0078125,0.1603413224220276,1.7920385599136353,42472,42472,5339,1.0,0.087890625,1.0,0.810546875
5361,92.966796875,25.01692771911621,1746182985.3459895,0.3511033058166504,2165.383449693,8234496.0,92.966796875,0.0078125,-0.7833448648452759,-0.7833448648452759,25.01692771911621,8234496.0,1.7920385599136353,0.20641469955444336,0.1145833358168602,0.3511033058166504,0.810546875,5361,0.0078125,0.20641469955444336,1.7920385599136353,42640,42640,5360,1.0,0.1145833358168602,1.0,0.810546875
5368,92.966796875,25.70703125,1746182988.1206443,0.33607012033462524,2168.158107857,8245248.0,92.966796875,0.0078125,-0.8643087148666382,-0.8643087148666382,25.70703125,8245248.0,1.7920385599136353,0.17559704184532166,0.087890625,0.33607012033462524,0.810546875,5368,0.0078125,0.17559704184532166,1.7920385599136353,42696,42696,5367,1.0,0.087890625,1.0,0.810546875
5394,92.966796875,26.467449188232422,1746182998.4261563,0.38971489667892456,2178.46361676,8285184.0,92.966796875,0.0078125,-0.9444049596786499,-0.9444049596786499,26.467449188232422,8285184.0,1.7920385599136353,0.2135886251926422,0.1302083432674408,0.38971489667892456,0.810546875,5394,0.0078125,0.2135886251926422,1.7920385599136353,42904,42904,5393,1.0,0.1302083432674408,1.0,0.810546875
5395,92.966796875,26.604167938232422,1746182998.8223958,0.38438594341278076,2178.859843174,8286720.0,92.966796875,0.0078125,-0.9934126138687134,-0.9934126138687134,26.604167938232422,8286720.0,1.7920385599136353,0.2172047346830368,0.1197916716337204,0.38438594341278076,0.810546875,5395,0.0078125,0.2172047346830368,1.7920385599136353,42912,42912,5394,1.0,0.1197916716337204,1.0,0.810546875
5429,92.966796875,25.5390625,1746183012.3056858,0.3809884488582611,2192.343159238,8338944.0,92.966796875,0.0078125,-0.9510178565979004,-0.9510178565979004,25.5390625,8338944.0,1.7920385599136353,0.18629780411720276,0.1341145932674408,0.3809884488582611,0.810546875,5429,0.0078125,0.18629780411720276,1.7920385599136353,43184,43184,5428,1.0,0.1341145932674408,1.0,0.810546875
5445,92.966796875,25.97265625,1746183018.6488273,0.463893860578537,2198.686299158,8363520.0,92.966796875,0.0078125,-0.7548637390136719,-0.7548637390136719,25.97265625,8363520.0,1.7920385599136353,0.19260871410369873,0.197265625,0.463893860578537,0.810546875,5445,0.0078125,0.19260871410369873,1.7920385599136353,43312,43312,5444,1.0,0.197265625,1.0,0.810546875
5446,92.966796875,26.82552146911621,1746183019.0452776,0.32101717591285706,2199.082716913,8365056.0,92.966796875,0.008463541977107525,-0.8839932084083557,-0.8839932084083557,26.82552146911621,8365056.0,1.7920385599136353,0.21898561716079712,0.0703125,0.32101717591285706,0.810546875,5446,0.008463541977107525,0.21898561716079712,1.7920385599136353,43320,43320,5445,1.0,0.0703125,1.0,0.810546875
5472,92.966796875,25.56640625,1746183029.365844,0.41699227690696716,2209.403426659,8404992.0,92.966796875,0.0078125,-1.1285881996154785,-1.1285881996154785,25.56640625,8404992.0,1.7920385599136353,0.1808919608592987,0.154296875,0.41699227690696716,0.810546875,5472,0.0078125,0.1808919608592987,1.7920385599136353,43528,43528,5471,1.0,0.154296875,1.0,0.810546875
5476,92.966796875,24.373699188232422,1746183030.9549263,0.33198392391204834,2210.992378876,8411136.0,92.966796875,0.0078125,-1.10761296749115,-1.10761296749115,24.373699188232422,8411136.0,1.7920385599136353,0.1441187709569931,0.091796875,0.33198392391204834,0.810546875,5476,0.0078125,0.1441187709569931,1.7920385599136353,43560,43560,5475,1.0,0.091796875,1.0,0.810546875
5498,92.966796875,28.260417938232422,1746183039.6744874,0.3300139904022217,2219.711916392,8444928.0,92.966796875,0.0078125,-1.0443024635314941,-1.0443024635314941,28.260417938232422,8444928.0,1.7920385599136353,0.14361059665679932,0.078125,0.3300139904022217,0.810546875,5498,0.0078125,0.14361059665679932,1.7920385599136353,43736,43736,5497,1.0,0.078125,1.0,0.810546875
5502,92.966796875,27.45442771911621,1746183041.2647407,0.38006338477134705,2221.302198131,8451072.0,92.966796875,0.0078125,-0.984307587146759,-0.984307587146759,27.45442771911621,8451072.0,1.7920385599136353,0.1383267492055893,0.107421875,0.38006338477134705,0.810546875,5502,0.0078125,0.1383267492055893,1.7920385599136353,43768,43768,5501,1.0,0.107421875,1.0,0.810546875
5511,92.966796875,25.994792938232422,1746183044.8330588,0.4211605489253998,2224.870525919,8464896.0,92.966796875,0.0078125,-0.9738527536392212,-0.9738527536392212,25.994792938232422,8464896.0,1.7920385599136353,0.13830594718456268,0.158203125,0.4211605489253998,0.810546875,5511,0.0078125,0.13830594718456268,1.7920385599136353,43840,43840,5510,1.0,0.158203125,1.0,0.810546875
5516,92.966796875,28.95833396911621,1746183046.8150077,0.32385554909706116,2226.852496991,8472576.0,92.966796875,0.0078125,-1.0211507081985474,-1.0211507081985474,28.95833396911621,8472576.0,1.7920385599136353,0.14973486959934235,0.0520833358168602,0.32385554909706116,0.810546875,5516,0.0078125,0.14973486959934235,1.7920385599136353,43880,43880,5515,1.0,0.0520833358168602,1.0,0.810546875
5530,90.732421875,25.037761688232422,1746183052.4614112,0.41184210777282715,2232.498869139,8494080.0,90.732421875,0.0078125,-0.9616132378578186,-0.9616132378578186,25.037761688232422,8494080.0,1.8373186588287354,0.18830040097236633,0.162109375,0.41184210777282715,0.853515625,5530,0.0078125,0.18830040097236633,1.8373186588287354,43992,43992,5529,1.0,0.162109375,1.0,0.853515625
5545,90.732421875,28.572917938232422,1746183058.407101,0.3852449655532837,2238.444558503,8517120.0,90.732421875,0.0078125,-1.018797516822815,-1.018797516822815,28.572917938232422,8517120.0,1.8373186588287354,0.1502922773361206,0.1041666716337204,0.3852449655532837,0.853515625,5545,0.0078125,0.1502922773361206,1.8373186588287354,44112,44112,5544,1.0,0.1041666716337204,1.0,0.853515625
5554,90.732421875,26.772136688232422,1746183061.974755,0.48971259593963623,2242.012212388,8530944.0,90.732421875,0.0078125,-1.1233543157577515,-1.1233543157577515,26.772136688232422,8530944.0,1.8373186588287354,0.15499183535575867,0.2096354216337204,0.48971259593963623,0.853515625,5554,0.0078125,0.15499183535575867,1.8373186588287354,44184,44184,5553,1.0,0.2096354216337204,1.0,0.853515625
5558,90.732421875,26.908855438232422,1746183063.559851,0.5287203788757324,2243.597318851,8537088.0,90.732421875,0.0078125,-1.0316400527954102,-1.0316400527954102,26.908855438232422,8537088.0,1.8373186588287354,0.16748161613941193,0.234375,0.5287203788757324,0.853515625,5558,0.0078125,0.16748161613941193,1.8373186588287354,44216,44216,5557,1.0,0.234375,1.0,0.853515625
5563,90.732421875,26.86067771911621,1746183065.5411675,0.5056405067443848,2245.578622964,8544768.0,90.732421875,0.0078125,-1.1264503002166748,-1.1264503002166748,26.86067771911621,8544768.0,1.8373186588287354,0.1367761194705963,0.21875,0.5056405067443848,0.853515625,5563,0.0078125,0.1367761194705963,1.8373186588287354,44256,44256,5562,1.0,0.21875,1.0,0.853515625
5588,90.732421875,27.45833396911621,1746183075.4514565,0.4285237491130829,2255.488928757,8583168.0,90.732421875,0.0078125,-1.0412163734436035,-1.0412163734436035,27.45833396911621,8583168.0,1.8373186588287354,0.1866912841796875,0.1549479216337204,0.4285237491130829,0.853515625,5588,0.0078125,0.1866912841796875,1.8373186588287354,44456,44456,5587,1.0,0.1549479216337204,1.0,0.853515625
5607,90.732421875,26.54427146911621,1746183082.9896448,0.35137149691581726,2263.047938066,8612352.0,90.732421875,0.008463541977107525,-1.070971131324768,-1.070971131324768,26.54427146911621,8612352.0,1.8373186588287354,0.1953362226486206,0.0989583358168602,0.35137149691581726,0.853515625,5607,0.008463541977107525,0.1953362226486206,1.8373186588287354,44608,44608,5606,1.0,0.0989583358168602,1.0,0.853515625
5612,90.732421875,27.1328125,1746183084.9929655,0.4038727283477783,2265.030413704,8620032.0,90.732421875,0.00911458395421505,-1.0511116981506348,-1.0511116981506348,27.1328125,8620032.0,1.8373186588287354,0.17445459961891174,0.126953125,0.4038727283477783,0.853515625,5612,0.00911458395421505,0.17445459961891174,1.8373186588287354,44648,44648,5611,1.0,0.126953125,1.0,0.853515625
5615,90.732421875,25.77474021911621,1746183086.1826518,0.4030909538269043,2266.220092418,8624640.0,90.732421875,0.0078125,-0.9478951096534729,-0.9478951096534729,25.77474021911621,8624640.0,1.8373186588287354,0.16100580990314484,0.1471354216337204,0.4030909538269043,0.853515625,5615,0.0078125,0.16100580990314484,1.8373186588287354,44672,44672,5614,1.0,0.1471354216337204,1.0,0.853515625
5620,90.732421875,25.91015625,1746183088.1636672,0.3979402482509613,2268.201104401,8632320.0,90.732421875,0.0078125,-0.9368582963943481,-0.9368582963943481,25.91015625,8632320.0,1.8373186588287354,0.14760997891426086,0.1399739682674408,0.3979402482509613,0.853515625,5620,0.0078125,0.14760997891426086,1.8373186588287354,44712,44712,5619,1.0,0.1399739682674408,1.0,0.853515625
5632,90.732421875,27.3046875,1746183092.919541,0.41847163438796997,2272.957017545,8650752.0,90.732421875,0.008463541977107525,-0.9620476961135864,-0.9620476961135864,27.3046875,8650752.0,1.8373186588287354,0.15731200575828552,0.1497395932674408,0.41847163438796997,0.853515625,5632,0.008463541977107525,0.15731200575828552,1.8373186588287354,44808,44808,5631,1.0,0.1497395932674408,1.0,0.853515625
5635,90.732421875,27.08724021911621,1746183094.1110146,0.3788642883300781,2274.148481692,8655360.0,90.732421875,0.008463541977107525,-0.9030649662017822,-0.9030649662017822,27.08724021911621,8655360.0,1.8373186588287354,0.19567854702472687,0.111328125,0.3788642883300781,0.853515625,5635,0.008463541977107525,0.19567854702472687,1.8373186588287354,44832,44832,5634,1.0,0.111328125,1.0,0.853515625
5648,90.732421875,25.807292938232422,1746183099.2645955,0.4966619908809662,2279.302047983,8675328.0,90.732421875,0.0078125,-0.9918251633644104,-0.9918251633644104,25.807292938232422,8675328.0,1.8373186588287354,0.15473471581935883,0.22265625,0.4966619908809662,0.853515625,5648,0.0078125,0.15473471581935883,1.8373186588287354,44936,44936,5647,1.0,0.22265625,1.0,0.853515625
5650,90.732421875,25.375,1746183100.0574026,0.4632745683193207,2280.094871317,8678400.0,90.732421875,0.0078125,-1.029224157333374,-1.029224157333374,25.375,8678400.0,1.8373186588287354,0.18708980083465576,0.197265625,0.4632745683193207,0.853515625,5650,0.0078125,0.18708980083465576,1.8373186588287354,44952,44952,5649,1.0,0.197265625,1.0,0.853515625
5656,90.732421875,25.36849021911621,1746183102.437579,0.31942838430404663,2282.475055827,8687616.0,90.732421875,0.0078125,-1.0296812057495117,-1.0296812057495117,25.36849021911621,8687616.0,1.8373186588287354,0.16175666451454163,0.0904947966337204,0.31942838430404663,0.853515625,5656,0.0078125,0.16175666451454163,1.8373186588287354,45000,45000,5655,1.0,0.0904947966337204,1.0,0.853515625
5658,90.732421875,27.04296875,1746183103.2304704,0.4320300817489624,2283.267924867,8690688.0,90.732421875,0.0078125,-0.9746222496032715,-0.9746222496032715,27.04296875,8690688.0,1.8373186588287354,0.15710297226905823,0.16015625,0.4320300817489624,0.853515625,5658,0.0078125,0.15710297226905823,1.8373186588287354,45016,45016,5657,1.0,0.16015625,1.0,0.853515625
5695,90.732421875,26.35677146911621,1746183117.899385,0.4442996382713318,2297.936860292,8747520.0,90.732421875,0.0078125,-0.9240317940711975,-0.9240317940711975,26.35677146911621,8747520.0,1.8373186588287354,0.15575188398361206,0.1712239682674408,0.4442996382713318,0.853515625,5695,0.0078125,0.15575188398361206,1.8373186588287354,45312,45312,5694,1.0,0.1712239682674408,1.0,0.853515625
5704,90.732421875,26.16927146911621,1746183121.4697256,0.4690974950790405,2301.507194235,8761344.0,90.732421875,0.0078125,-0.9098045229911804,-0.9098045229911804,26.16927146911621,8761344.0,1.8373186588287354,0.1914348602294922,0.1920572966337204,0.4690974950790405,0.853515625,5704,0.0078125,0.1914348602294922,1.8373186588287354,45384,45384,5703,1.0,0.1920572966337204,1.0,0.853515625
5707,90.732421875,26.45442771911621,1746183122.6585243,0.4885077476501465,2302.695986127,8765952.0,90.732421875,0.0078125,-0.9966533184051514,-0.9966533184051514,26.45442771911621,8765952.0,1.8373186588287354,0.19826152920722961,0.2076822966337204,0.4885077476501465,0.853515625,5707,0.0078125,0.19826152920722961,1.8373186588287354,45408,45408,5706,1.0,0.2076822966337204,1.0,0.853515625
5717,90.732421875,25.201824188232422,1746183126.6209314,0.41232407093048096,2306.658394948,8781312.0,90.732421875,0.0078125,-0.979465901851654,-0.979465901851654,25.201824188232422,8781312.0,1.8373186588287354,0.1862351894378662,0.1529947966337204,0.41232407093048096,0.853515625,5717,0.0078125,0.1862351894378662,1.8373186588287354,45488,45488,5716,1.0,0.1529947966337204,1.0,0.853515625
5737,90.732421875,26.654949188232422,1746183134.5497437,0.4877915382385254,2314.587188841,8812032.0,90.732421875,0.0078125,-1.0809342861175537,-1.0809342861175537,26.654949188232422,8812032.0,1.8373186588287354,0.14846087992191315,0.2115885466337204,0.4877915382385254,0.853515625,5737,0.0078125,0.14846087992191315,1.8373186588287354,45648,45648,5736,1.0,0.2115885466337204,1.0,0.853515625
5738,90.732421875,26.171875,1746183134.9462473,0.4745536744594574,2314.983686664,8813568.0,90.732421875,0.0078125,-0.9964544773101807,-0.9964544773101807,26.171875,8813568.0,1.8373186588287354,0.14849650859832764,0.1998697966337204,0.4745536744594574,0.853515625,5738,0.0078125,0.14849650859832764,1.8373186588287354,45656,45656,5737,1.0,0.1998697966337204,1.0,0.853515625
5754,90.732421875,24.94661521911621,1746183141.2879958,0.45233210921287537,2321.325457779,8838144.0,90.732421875,0.0078125,-0.9524091482162476,-0.9524091482162476,24.94661521911621,8838144.0,1.8373186588287354,0.2156529724597931,0.1907552182674408,0.45233210921287537,0.853515625,5754,0.0078125,0.2156529724597931,1.8373186588287354,45784,45784,5753,1.0,0.1907552182674408,1.0,0.853515625
5756,90.732421875,25.55078125,1746183142.0809548,0.36952686309814453,2322.118423547,8841216.0,90.732421875,0.0078125,-0.9301446676254272,-0.9301446676254272,25.55078125,8841216.0,1.8373186588287354,0.19993606209754944,0.1171875,0.36952686309814453,0.853515625,5756,0.0078125,0.19993606209754944,1.8373186588287354,45800,45800,5755,1.0,0.1171875,1.0,0.853515625
5772,90.732421875,24.311199188232422,1746183148.4234965,0.3714108467102051,2328.460940891,8865792.0,90.732421875,0.0078125,-1.0600879192352295,-1.0600879192352295,24.311199188232422,8865792.0,1.8373186588287354,0.1579609513282776,0.1263020932674408,0.3714108467102051,0.853515625,5772,0.0078125,0.1579609513282776,1.8373186588287354,45928,45928,5771,1.0,0.1263020932674408,1.0,0.853515625
5779,90.732421875,27.471355438232422,1746183151.2000523,0.48570749163627625,2331.237508334,8876544.0,90.732421875,0.0078125,-1.082169771194458,-1.082169771194458,27.471355438232422,8876544.0,1.8373186588287354,0.16483493149280548,0.1998697966337204,0.48570749163627625,0.853515625,5779,0.0078125,0.16483493149280548,1.8373186588287354,45984,45984,5778,1.0,0.1998697966337204,1.0,0.853515625
5801,90.732421875,25.834636688232422,1746183159.9215884,0.4160118103027344,2339.959057909,8910336.0,90.732421875,0.0078125,-0.9152339100837708,-0.9152339100837708,25.834636688232422,8910336.0,1.8373186588287354,0.183815598487854,0.162109375,0.4160118103027344,0.853515625,5801,0.0078125,0.183815598487854,1.8373186588287354,46160,46160,5800,1.0,0.162109375,1.0,0.853515625
