returned_won_episode,qvals,grad_steps,returned_episode,test_returned_won_episode,env_step,returned_episode_returns,test_returned_episode_lengths,loss,_timestamp,returned_episode_lengths,_step,update_steps,_runtime,test_returned_episode_returns,test_returned_episode
0.0,0.7704132199287415,3752,0.013671875,0.0,768000.0,0.09490488469600677,53.293331146240234,0.3611195683479309,1746158140.706846,31.82421875,499,500,249.466615997,0.5211055874824524,0.9999999403953552
0.0,0.7083876729011536,3872,0.014322916977107525,0.0,791040.0,0.15579968690872192,53.293331146240234,0.5154759287834167,1746158146.768898,31.80989646911621,514,515,255.528382273,0.5211055874824524,0.9999999403953552
0.0,0.721917986869812,3880,0.01497395895421505,0.0,792576.0,0.13854657113552094,53.293331146240234,0.4974152445793152,1746158147.1696784,32.18619918823242,515,516,255.929085106,0.5211055874824524,0.9999999403953552
0.0,0.729272186756134,3928,0.014322916977107525,0.0,801792.0,0.11256345361471176,53.293331146240234,0.6347923278808594,1746158149.5653174,31.74739646911621,521,522,258.324809847,0.5211055874824524,0.9999999403953552
0.0,0.7408010959625244,4024,0.01497395895421505,0.0,820224.0,0.08526255935430527,53.293331146240234,0.1904168576002121,1746158154.390769,31.82421875,533,534,263.150192462,0.5211055874824524,0.9999999403953552
0.0,0.7961674332618713,4152,0.01302083395421505,0.0,844800.0,0.11307893693447113,53.293331146240234,0.31749773025512695,1746158160.8068902,31.57161521911621,549,550,269.566328012,0.5211055874824524,0.9999999403953552
0.0,0.5591736435890198,4304,0.01171875,0.0,873984.0,0.15448719263076782,53.293331146240234,0.19247213006019592,1746158168.474698,32.21744918823242,568,569,277.234174722,0.5211055874824524,0.9999999403953552
0.0,0.5775240659713745,4312,0.01497395895421505,0.0,875520.0,0.10800290107727051,53.293331146240234,0.19270892441272736,1746158168.8741252,31.951824188232422,569,570,277.633543919,0.5211055874824524,0.9999999403953552
0.0,0.548082709312439,4320,0.01302083395421505,0.0,877056.0,0.1136111468076706,53.293331146240234,0.16687074303627014,1746158169.2736998,32.325523376464844,570,571,278.033112871,0.5211055874824524,0.9999999403953552
0.0,0.5935990810394287,4432,0.013671875,0.0,898560.0,0.12639769911766052,53.293331146240234,0.27524876594543457,1746158174.8995798,32.290367126464844,584,585,283.659060922,0.5211055874824524,0.9999999403953552
0.0,0.5770149230957031,4456,0.014322916977107525,0.0,903168.0,0.06886888295412064,53.293331146240234,0.3710097074508667,1746158176.1072555,32.208335876464844,587,588,284.866751021,0.5211055874824524,0.9999999403953552
0.0,0.511750340461731,4608,0.01497395895421505,0.0,932352.0,0.06060831993818283,53.293331146240234,1.1635552644729614,1746158183.7870154,31.73828125,606,607,292.546487263,0.5211055874824524,0.9999999403953552
0.0,0.5013923645019531,4696,0.01302083395421505,0.0,949248.0,0.06173893064260483,53.293331146240234,0.46845385432243347,1746158188.2195678,30.838542938232422,617,618,296.979008479,0.5211055874824524,0.9999999403953552
0.0,0.5237929224967957,4720,0.015625,0.0,953856.0,0.07893598824739456,53.293331146240234,0.5607095956802368,1746158189.416645,31.58333396911621,620,621,298.176223667,0.5211055874824524,0.9999999403953552
0.0,0.6519874334335327,4864,0.01497395895421505,0.0,981504.0,0.05379567667841911,53.293331146240234,0.43204307556152344,1746158196.6446528,31.63671875,638,639,305.404133006,0.5211055874824524,0.9999999403953552
0.0,0.5943558216094971,4944,0.012369791977107525,0.0,996864.0,0.05473632737994194,53.293331146240234,0.5935062766075134,1746158200.6948242,31.984375,648,649,309.454428848,0.5211055874824524,0.9999999403953552
0.0,0.581299901008606,5040,0.01171875,0.0,1015296.0,0.044175826013088226,59.51000213623047,0.7005683183670044,1746158205.6234572,31.57161521911621,660,661,314.382975086,0.054162438958883286,1.0
0.0,0.5423194169998169,5048,0.014322916977107525,0.0,1016832.0,0.0447932593524456,59.51000213623047,0.491097629070282,1746158206.0231347,31.475261688232422,661,662,314.782580867,0.054162438958883286,1.0
0.0,0.6022036075592041,5256,0.014322916977107525,0.0,1056768.0,0.04342152923345566,59.51000213623047,0.4056490659713745,1746158216.444879,31.84375,687,688,325.204716521,0.054162438958883286,1.0
0.0,0.6057928800582886,5304,0.01497395895421505,0.0,1065984.0,0.06667450070381165,59.51000213623047,0.5664416551589966,1746158218.84381,32.22135543823242,693,694,327.603225295,0.054162438958883286,1.0
0.0,0.6122115850448608,5336,0.015625,0.0,1072128.0,0.052735596895217896,59.51000213623047,0.3556784391403198,1746158220.4527447,31.092449188232422,697,698,329.212224158,0.054162438958883286,1.0
0.0,0.5759816765785217,5360,0.013671875,0.0,1076736.0,0.07509850710630417,59.51000213623047,0.49144551157951355,1746158221.6813657,31.89583396911621,700,701,330.440938365,0.054162438958883286,1.0
0.0,0.604887843132019,5496,0.01497395895421505,0.0,1102848.0,0.06595000624656677,59.51000213623047,0.7304395437240601,1746158228.5178528,31.53645896911621,717,718,337.277291827,0.054162438958883286,1.0
0.0,0.7147939205169678,5616,0.015625,0.0,1125888.0,0.10745269060134888,59.51000213623047,0.42403262853622437,1746158234.5516026,30.40755271911621,732,733,343.311033841,0.054162438958883286,1.0
0.0,0.7056242227554321,5624,0.01171875,0.0,1127424.0,0.11267447471618652,59.51000213623047,0.7036116123199463,1746158234.9515798,32.173179626464844,733,734,343.710982535,0.054162438958883286,1.0
0.0,0.8820569515228271,5880,0.01497395895421505,0.0,1176576.0,0.12182945013046265,59.51000213623047,0.4268258213996887,1746158247.820077,32.24609375,765,766,356.579454357,0.054162438958883286,1.0
0.0,0.9314990043640137,5944,0.014322916977107525,0.0,1188864.0,0.1341734677553177,59.51000213623047,0.4243566393852234,1746158251.03627,31.70052146911621,773,774,359.79584551,0.054162438958883286,1.0
0.0,0.9115773439407349,6584,0.013671875,0.0,1311744.0,0.17798392474651337,59.51000213623047,0.14469753205776215,1746158283.3108404,31.861980438232422,853,854,392.070340205,0.054162438958883286,1.0
0.0,0.9518495798110962,6688,0.014322916977107525,0.0,1331712.0,0.15474888682365417,59.51000213623047,0.1287461221218109,1746158288.5159113,32.141929626464844,866,867,397.275473622,0.054162438958883286,1.0
0.0,0.9481934905052185,6696,0.015625,0.0,1333248.0,0.15370163321495056,59.51000213623047,0.13844695687294006,1746158288.9426568,32.02734375,867,868,397.702668958,0.054162438958883286,1.0
0.0,0.9346061944961548,6736,0.013671875,0.0,1340928.0,0.18575523793697357,59.51000213623047,0.14350073039531708,1746158290.9740233,32.01432418823242,872,873,399.733701181,0.054162438958883286,1.0
0.0,0.7194096446037292,6856,0.014322916977107525,0.0,1363968.0,0.17439737915992737,59.51000213623047,0.13173750042915344,1746158297.041575,32.384117126464844,887,888,405.801050861,0.054162438958883286,1.0
0.0,0.6797633171081543,7000,0.01497395895421505,0.0,1391616.0,0.18143276870250702,59.51000213623047,0.11898355185985565,1746158304.2757497,32.07682418823242,905,906,413.03515168,0.054162438958883286,1.0
0.0,0.7227617502212524,7016,0.015625,0.0,1394688.0,0.17864567041397095,59.51000213623047,0.1276758462190628,1746158305.074522,32.016929626464844,907,908,413.833922718,0.054162438958883286,1.0
0.0,0.7638059854507446,7040,0.014322916977107525,0.0,1399296.0,0.15951862931251526,59.51000213623047,0.12778723239898682,1746158306.2711039,31.54036521911621,910,911,415.030576667,0.054162438958883286,1.0
0.0,0.8119795322418213,7224,0.012369791977107525,0.0,1434624.0,0.23571434617042542,59.51000213623047,0.11888261884450912,1746158315.537863,32.388023376464844,933,934,424.297411189,0.054162438958883286,1.0
0.0,0.6187218427658081,7472,0.015625,0.0,1482240.0,0.21533739566802979,59.51000213623047,0.07889056205749512,1746158327.9991724,32.313804626464844,964,965,436.758707456,0.054162438958883286,1.0
0.0,0.5548394918441772,7736,0.01106770895421505,0.0,1532928.0,0.2753280997276306,62.469879150390625,0.0703127309679985,1746158341.3587115,32.328125,997,998,450.118219477,0.5024467706680298,1.0
0.0,0.54966139793396,7776,0.015625,0.0,1540608.0,0.24674877524375916,62.469879150390625,0.07199271023273468,1746158343.3553839,32.02994918823242,1002,1003,452.114880792,0.5024467706680298,1.0
0.0,0.5499194860458374,7808,0.01171875,0.0,1546752.0,0.2688119411468506,62.469879150390625,0.06879588961601257,1746158344.9561183,32.083335876464844,1006,1007,453.71560853,0.5024467706680298,1.0
0.0,0.5374270677566528,7816,0.01171875,0.0,1548288.0,0.2696141004562378,62.469879150390625,0.06953130662441254,1746158345.3841515,32.243492126464844,1007,1008,454.14372866,0.5024467706680298,1.0
0.0,0.5908443927764893,7960,0.01106770895421505,0.0,1575936.0,0.28444597125053406,62.469879150390625,0.14676009118556976,1746158352.633613,32.1171875,1025,1026,461.393295264,0.5024467706680298,1.0
0.0,0.40862900018692017,8264,0.01106770895421505,0.0,1634304.0,0.3032222390174866,62.469879150390625,0.04207915812730789,1746158367.9489794,32.165367126464844,1063,1064,476.70856746,0.5024467706680298,1.0
0.0,0.36609286069869995,8304,0.012369791977107525,0.0,1641984.0,0.2865404784679413,62.469879150390625,0.04771888256072998,1746158369.9673386,32.09244918823242,1068,1069,478.726839463,0.5024467706680298,1.0
0.0,0.3758748173713684,8352,0.012369791977107525,0.0,1651200.0,0.27550703287124634,62.469879150390625,0.0520038902759552,1746158372.3669639,31.42578125,1074,1075,481.12636997,0.5024467706680298,1.0
0.0,0.36994415521621704,8360,0.01302083395421505,0.0,1652736.0,0.30823540687561035,62.469879150390625,0.039786919951438904,1746158372.765734,32.356773376464844,1075,1076,481.525151739,0.5024467706680298,1.0
0.0,0.37230703234672546,8640,0.01302083395421505,0.0,1706496.0,0.3089834153652191,62.469879150390625,0.044590387493371964,1746158386.8576505,32.22526168823242,1110,1111,495.617094776,0.5024467706680298,1.0
0.0,0.36075910925865173,8720,0.00911458395421505,0.0,1721856.0,0.3013409674167633,62.469879150390625,0.04122649505734444,1746158390.8792949,32.0859375,1120,1121,499.638805551,0.5024467706680298,1.0
0.0,0.37996602058410645,8752,0.010416666977107525,0.0,1728000.0,0.29007047414779663,62.469879150390625,0.043376799672842026,1746158392.5090992,31.479167938232422,1124,1125,501.268600115,0.5024467706680298,1.0
0.0,0.4316483736038208,9008,0.00911458395421505,0.0,1777152.0,0.309059739112854,62.469879150390625,0.041249893605709076,1746158405.398051,32.16796875,1156,1157,514.157528321,0.5024467706680298,1.0
0.0,0.4527786374092102,9072,0.00911458395421505,0.0,1789440.0,0.2936849892139435,62.469879150390625,0.039837125688791275,1746158408.6245437,31.56640625,1164,1165,517.384032668,0.5024467706680298,1.0
0.0,0.49971723556518555,9240,0.009765625,0.0,1821696.0,0.3168957233428955,62.469879150390625,0.03756515309214592,1746158417.091998,32.375,1185,1186,525.851528591,0.5024467706680298,1.0
0.0,0.49146538972854614,9264,0.00911458395421505,0.0,1826304.0,0.26804623007774353,62.469879150390625,0.03854940086603165,1746158418.2890787,30.03645896911621,1188,1189,527.048495029,0.5024467706680298,1.0
0.0,0.5045282244682312,9280,0.009765625,0.0,1829376.0,0.30288174748420715,62.469879150390625,0.03628769516944885,1746158419.084917,32.015625,1190,1191,527.844373546,0.5024467706680298,1.0
0.0,0.4785323143005371,9296,0.01106770895421505,0.0,1832448.0,0.3005791902542114,62.469879150390625,0.036713480949401855,1746158419.8828034,31.9765625,1192,1193,528.642242785,0.5024467706680298,1.0
0.0,0.49509197473526,9368,0.00911458395421505,0.0,1846272.0,0.3073161244392395,62.469879150390625,0.035057686269283295,1746158423.5154173,32.12369918823242,1201,1202,532.274891016,0.5024467706680298,1.0
0.0,0.5215201377868652,9376,0.009765625,0.0,1847808.0,0.30601805448532104,62.469879150390625,0.03599235415458679,1746158423.9145284,31.56640625,1202,1203,532.67400641,0.5024467706680298,1.0
0.0,0.5221613645553589,9448,0.010416666977107525,0.0,1861632.0,0.31127065420150757,62.469879150390625,0.034311991184949875,1746158427.5134034,31.94140625,1211,1212,536.272937063,0.5024467706680298,1.0
0.0,0.5290614366531372,9464,0.009765625,0.0,1864704.0,0.31084126234054565,62.469879150390625,0.03371857851743698,1746158428.3407853,32.08073043823242,1213,1214,537.1003212,0.5024467706680298,1.0
0.0,0.5866979360580444,9784,0.009765625,0.0,1926144.0,0.31516581773757935,62.469879150390625,0.02844637632369995,1746158444.429831,32.321617126464844,1253,1254,553.189288308,0.5024467706680298,1.0
0.0,0.6123157739639282,9848,0.00911458395421505,0.0,1938432.0,0.3092590570449829,62.469879150390625,0.028375454246997833,1746158447.6664007,32.0078125,1261,1262,556.425847571,0.5024467706680298,1.0
0.0,0.6172350645065308,9904,0.00911458395421505,0.0,1949184.0,0.29132694005966187,62.469879150390625,0.028954245150089264,1746158450.4598908,30.54036521911621,1268,1269,559.219425123,0.5024467706680298,1.0
0.0,0.6547257900238037,10088,0.008463541977107525,0.0,1984512.0,0.3084781765937805,62.469879150390625,0.026620181277394295,1746158459.743301,31.920574188232422,1291,1292,568.502818006,0.5024467706680298,1.0
0.0,0.652133584022522,10112,0.00911458395421505,0.0,1989120.0,0.3061029314994812,62.469879150390625,0.025804810225963593,1746158460.9383423,32.055992126464844,1294,1295,569.697842894,0.5024467706680298,1.0
0.0,0.6721214056015015,10184,0.009765625,0.001828153501264751,2002944.0,0.2973536252975464,72.25411224365234,0.02549070492386818,1746158464.6652067,31.53125,1303,1304,573.424718084,0.6954370737075806,0.9999999403953552
0.0,0.6798871755599976,10232,0.00911458395421505,0.001828153501264751,2012160.0,0.3089757263660431,72.25411224365234,0.025821000337600708,1746158467.0613678,32.12890625,1309,1310,575.820798878,0.6954370737075806,0.9999999403953552
0.0,0.7570717334747314,10496,0.008463541977107525,0.001828153501264751,2062848.0,0.31611841917037964,72.25411224365234,0.025461172685027122,1746158480.3344455,31.99349021911621,1342,1343,589.093838259,0.6954370737075806,0.9999999403953552
0.0,0.7952460646629333,10672,0.008463541977107525,0.001828153501264751,2096640.0,0.30255526304244995,72.25411224365234,0.023427210748195648,1746158489.1936367,31.45703125,1364,1365,597.953047887,0.6954370737075806,0.9999999403953552
0.0,0.9012872576713562,10992,0.0078125,0.001828153501264751,2158080.0,0.29673469066619873,72.25411224365234,0.023229245096445084,1746158505.2810512,30.70052146911621,1404,1405,614.040661438,0.6954370737075806,0.9999999403953552
0.0,0.8746672868728638,11032,0.008463541977107525,0.001828153501264751,2165760.0,0.2833676338195801,72.25411224365234,0.023429730907082558,1746158507.307423,30.36458396911621,1409,1410,616.066923167,0.6954370737075806,0.9999999403953552
0.0,0.9079663753509521,11272,0.00911458395421505,0.001828153501264751,2211840.0,0.29236242175102234,72.25411224365234,0.02415759302675724,1746158519.3631363,31.27734375,1439,1440,628.122758345,0.6954370737075806,0.9999999403953552
0.0,0.9112188816070557,11280,0.0078125,0.001828153501264751,2213376.0,0.2842954099178314,72.25411224365234,0.022006820887327194,1746158519.7643476,29.764324188232422,1440,1441,628.523915016,0.6954370737075806,0.9999999403953552
0.0,0.9696441888809204,11424,0.008463541977107525,0.001828153501264751,2241024.0,0.27873891592025757,72.25411224365234,0.02513839118182659,1746158527.009127,29.55208396911621,1458,1459,635.768652973,0.6954370737075806,0.9999999403953552
0.0,1.0002379417419434,11496,0.008463541977107525,0.001828153501264751,2254848.0,0.29273828864097595,72.25411224365234,0.03311285376548767,1746158530.6013317,30.623699188232422,1467,1468,639.360824503,0.6954370737075806,0.9999999403953552
0.0,1.010538935661316,11568,0.0078125,0.001828153501264751,2268672.0,0.2922958433628082,72.25411224365234,0.02346104383468628,1746158534.2448297,30.076824188232422,1476,1477,643.004305245,0.6954370737075806,0.9999999403953552
0.0,0.9990296363830566,11608,0.008463541977107525,0.001828153501264751,2276352.0,0.26953861117362976,72.25411224365234,0.0223169457167387,1746158536.2396746,29.16145896911621,1481,1482,644.999184043,0.6954370737075806,0.9999999403953552
0.0,1.1041700839996338,11920,0.0078125,0.001828153501264751,2336256.0,0.2689321041107178,72.25411224365234,0.026305340230464935,1746158551.965637,29.84114646911621,1520,1521,660.725313038,0.6954370737075806,0.9999999403953552
0.0279947929084301,1.125394344329834,11944,0.0078125,0.001828153501264751,2340864.0,0.3175202012062073,72.25411224365234,0.03888099640607834,1746158553.16379,30.705730438232422,1523,1524,661.923244556,0.6954370737075806,0.9999999403953552
0.0,1.148106575012207,12104,0.008463541977107525,0.001828153501264751,2371584.0,0.29042622447013855,72.25411224365234,0.024848876520991325,1746158561.2303002,31.252605438232422,1543,1544,669.9901755,0.6954370737075806,0.9999999403953552
0.0240885429084301,1.2434605360031128,12168,0.0078125,0.001828153501264751,2383872.0,0.2899458706378937,72.25411224365234,0.03144308552145958,1746158564.4538476,29.272136688232422,1551,1552,673.213276269,0.6954370737075806,0.9999999403953552
0.0,1.259265661239624,12240,0.008463541977107525,0.001828153501264751,2397696.0,0.2648826837539673,72.25411224365234,0.02848702296614647,1746158568.0880127,30.00520896911621,1560,1561,676.84780101,0.6954370737075806,0.9999999403953552
0.0,1.3402726650238037,12776,0.0078125,0.2990291118621826,2500608.0,0.2883262038230896,87.42523956298828,0.03108777292072773,1746158595.256611,29.373699188232422,1627,1628,704.016220164,1.194335699081421,0.9999999403953552
0.0384114608168602,1.28355073928833,12968,0.0078125,0.2990291118621826,2537472.0,0.3125801682472229,87.42523956298828,0.039527859538793564,1746158604.9019897,27.53645896911621,1651,1652,713.661466329,1.194335699081421,0.9999999403953552
0.03125,1.2751728296279907,13056,0.0078125,0.2990291118621826,2554368.0,0.3075355589389801,87.42523956298828,0.07313553243875504,1746158609.2951424,27.959636688232422,1662,1663,718.054754038,1.194335699081421,0.9999999403953552
0.060546875,1.1002557277679443,13128,0.008463541977107525,0.2990291118621826,2568192.0,0.3516213893890381,87.42523956298828,0.03827637434005737,1746158612.9198568,29.182292938232422,1671,1672,721.679309026,1.194335699081421,0.9999999403953552
0.0501302108168602,1.1036075353622437,13312,0.0078125,0.2990291118621826,2603520.0,0.2903890013694763,87.42523956298828,0.047755733132362366,1746158622.1704633,25.29817771911621,1694,1695,730.930228156,1.194335699081421,0.9999999403953552
0.0514322929084301,1.135834813117981,13336,0.0078125,0.2990291118621826,2608128.0,0.31905168294906616,87.42523956298828,0.04782254248857498,1746158623.3805494,27.365886688232422,1697,1698,732.140154654,1.194335699081421,0.9999999403953552
0.1315104216337204,1.1416029930114746,13440,0.0078125,0.2990291118621826,2628096.0,0.4213796555995941,87.42523956298828,0.05384976416826248,1746158628.6423128,27.13020896911621,1710,1711,737.401818387,1.194335699081421,0.9999999403953552
0.02473958395421505,1.0870108604431152,13448,0.0078125,0.2990291118621826,2629632.0,0.30286484956741333,87.42523956298828,0.05204589664936066,1746158629.042542,27.84765625,1711,1712,737.802127859,1.194335699081421,0.9999999403953552
0.0670572966337204,1.1462969779968262,13568,0.0078125,0.2990291118621826,2652672.0,0.36156803369522095,87.42523956298828,0.05172635614871979,1746158635.106126,28.783855438232422,1726,1727,743.865537871,1.194335699081421,0.9999999403953552
0.0944010466337204,1.1447583436965942,13592,0.0078125,0.2990291118621826,2657280.0,0.3672266900539398,87.42523956298828,0.056663427501916885,1746158636.3012464,27.479167938232422,1729,1730,745.060752535,1.194335699081421,0.9999999403953552
0.0625,1.1020921468734741,13680,0.0078125,0.2990291118621826,2674176.0,0.3172195851802826,87.42523956298828,0.042906150221824646,1746158640.7375166,26.549480438232422,1740,1741,749.497082234,1.194335699081421,0.9999999403953552
0.0442708358168602,1.088855266571045,13752,0.0078125,0.2990291118621826,2688000.0,0.31479108333587646,87.42523956298828,0.05585077404975891,1746158644.3564231,26.86849021911621,1749,1750,753.115928559,1.194335699081421,0.9999999403953552
0.0514322929084301,1.0784926414489746,13816,0.0078125,0.2990291118621826,2700288.0,0.31326940655708313,87.42523956298828,0.05969028174877167,1746158647.5513456,27.178386688232422,1757,1758,756.310780274,1.194335699081421,0.9999999403953552
0.1223958358168602,1.065251111984253,13848,0.0078125,0.2990291118621826,2706432.0,0.39973968267440796,87.42523956298828,0.04412591829895973,1746158649.1480398,26.30078125,1761,1762,757.90970702,1.194335699081421,0.9999999403953552
0.0611979179084301,1.0520455837249756,13864,0.0078125,0.2990291118621826,2709504.0,0.3132355511188507,87.42523956298828,0.04162086546421051,1746158649.9607632,25.764324188232422,1763,1764,758.720364747,1.194335699081421,0.9999999403953552
0.111328125,1.112183690071106,13992,0.0078125,0.2990291118621826,2734080.0,0.3868750035762787,87.42523956298828,0.0605522058904171,1746158656.3792915,26.97265625,1779,1780,765.138871951,1.194335699081421,0.9999999403953552
0.0631510466337204,1.117091178894043,14024,0.0078125,0.2990291118621826,2740224.0,0.34115704894065857,87.42523956298828,0.04867701232433319,1746158657.9782183,27.752605438232422,1783,1784,766.737636413,1.194335699081421,0.9999999403953552
0.0592447929084301,1.031583309173584,14072,0.0078125,0.2990291118621826,2749440.0,0.33705705404281616,87.42523956298828,0.04468837380409241,1746158660.3706,28.02083396911621,1789,1790,769.130007252,1.194335699081421,0.9999999403953552
0.0514322929084301,1.0766661167144775,14088,0.0078125,0.2990291118621826,2752512.0,0.3134455978870392,87.42523956298828,0.060240861028432846,1746158661.175238,26.703125,1791,1792,769.934806384,1.194335699081421,0.9999999403953552
0.0540364608168602,1.028793215751648,14192,0.0078125,0.2990291118621826,2772480.0,0.3197612166404724,87.42523956298828,0.06574603915214539,1746158666.3846564,27.76171875,1804,1805,775.14409114,1.194335699081421,0.9999999403953552
