returned_episode_lengths,returned_won_episode,update_steps,env_step,_step,test_returned_episode_returns,loss,returned_episode,returned_episode_returns,test_returned_won_episode,qvals,grad_steps,_runtime,test_returned_episode_lengths,test_returned_episode,_timestamp
15.683594703674316,0.0,7,10752,6,0.0014014900662004948,0.0,0.0507812537252903,0.12222222983837128,0.0,0.0,0,47.951611866,13.910820960998535,1.0,1746171669.4317489
15.290365219116211,0.0,16,24576,15,0.0014014900662004948,0.0,0.0520833358168602,0.1251085251569748,0.0,0.0,0,48.496912216,13.910820960998535,1.0,1746171669.9770393
15.624349594116211,0.0,24,36864,23,0.0014014900662004948,0.0,0.0520833358168602,0.11059029400348663,0.0,0.0,0,48.981642166,13.910820960998535,1.0,1746171670.4617877
16.982421875,0.0,27,41472,26,0.0014014900662004948,0.0,0.0468750037252903,0.11749132722616196,0.0,0.0,0,49.163681668,13.910820960998535,1.0,1746171670.6437418
15.207032203674316,0.0,69,105984,68,0.0014014900662004948,0.040321603417396545,0.0527343787252903,0.14793838560581207,0.0,0.6958107352256775,304,61.833039279,13.910820960998535,1.0,1746171683.3131173
14.339844703674316,0.0,70,107520,69,0.0014014900662004948,0.04024463891983032,0.0546875037252903,0.1487630307674408,0.0,0.688764214515686,312,62.159575306,13.910820960998535,1.0,1746171683.639707
14.636068344116211,0.0,82,125952,81,0.0014014900662004948,0.12194739282131195,0.0572916679084301,0.1661892682313919,0.0,0.8933262825012207,408,66.07989857,13.910820960998535,1.0,1746171687.5600073
14.304688453674316,0.0,90,138240,89,0.0014014900662004948,0.04203994199633598,0.0579427108168602,0.15677084028720856,0.0,0.9020832777023315,472,68.6937728,13.910820960998535,1.0,1746171690.1738865
14.194662094116211,0.0,95,145920,94,0.0014014900662004948,0.048957813531160355,0.0585937537252903,0.1549479365348816,0.0,0.8217712640762329,512,70.327579873,13.910820960998535,1.0,1746171691.807692
14.240235328674316,0.0,108,165888,107,0.0014014900662004948,0.04974877089262009,0.0572916679084301,0.16918404400348663,0.0,0.730720579624176,616,74.577347846,13.910820960998535,1.0,1746171696.0574727
14.375651359558105,0.0,122,187392,121,0.0014014900662004948,0.09539178013801575,0.0585937537252903,0.17450088262557983,0.0,0.697547197341919,728,79.156711654,13.910820960998535,1.0,1746171700.636807
14.387370109558105,0.0,127,195072,126,0.0014014900662004948,0.0982566773891449,0.0579427108168602,0.16690541803836823,0.0,0.6865301132202148,768,80.790711902,13.910820960998535,1.0,1746171702.2708185
13.881510734558105,0.0,151,231936,150,0.0014014900662004948,0.103333979845047,0.0605468787252903,0.17489151656627655,0.0,0.6389684081077576,960,88.633495514,13.910820960998535,1.0,1746171710.1136127
13.796224594116211,0.0,152,233472,151,0.0014014900662004948,0.1826280653476715,0.0611979216337204,0.17723526060581207,0.0,0.6555012464523315,968,88.960120419,13.910820960998535,1.0,1746171710.4402356
13.858073234558105,0.0,157,241152,156,0.0014014900662004948,0.08624167740345001,0.0605468787252903,0.1774739772081375,0.0,0.6686041951179504,1008,90.613331565,13.910820960998535,1.0,1746171712.0754502
13.593099594116211,0.0,188,288768,187,0.0014014900662004948,0.09787138551473618,0.0611979216337204,0.1891276091337204,0.0,0.46698063611984253,1256,100.725399147,13.910820960998535,1.0,1746171722.2055197
13.672526359558105,0.0,195,299520,194,0.0014014900662004948,0.09342813491821289,0.0625,0.1770833432674408,0.0,0.453418493270874,1312,103.012624146,13.910820960998535,1.0,1746171724.4927258
13.566407203674316,0.0,204,313344,203,0.0014014900662004948,0.08513501286506653,0.0611979216337204,0.20371095836162567,0.0,0.501465916633606,1384,105.955201476,13.910820960998535,1.0,1746171727.4352927
13.761719703674316,0.0,216,331776,215,0.0014014900662004948,0.07687146216630936,0.0585937537252903,0.20327693223953247,0.0,0.5120143294334412,1480,109.87647308,13.910820960998535,1.0,1746171731.3565693
13.366537094116211,0.0,222,340992,221,0.0014014900662004948,0.06766819953918457,0.0618489608168602,0.22541235387325287,0.0,0.5189363360404968,1528,111.83757346,13.910820960998535,1.0,1746171733.3176856
13.839844703674316,0.0,224,344064,223,0.0014014900662004948,0.063027024269104,0.0592447929084301,0.21616755425930023,0.0,0.5139285922050476,1544,112.49100924,13.910820960998535,1.0,1746171733.9711127
13.817057609558105,0.0,242,371712,241,0.0014014900662004948,0.061071135103702545,0.0611979216337204,0.22562935948371887,0.0,0.5236964225769043,1688,118.373113153,13.910820960998535,1.0,1746171739.8532205
13.613932609558105,0.0,249,382464,248,0.0014014900662004948,0.05525944381952286,0.0618489608168602,0.2518446445465088,0.0,0.5287520885467529,1744,120.662722184,13.910820960998535,1.0,1746171742.1428149
13.644532203674316,0.0,251,385536,250,0.0014014900662004948,0.055208075791597366,0.0611979216337204,0.23760852217674255,0.0,0.5210016965866089,1760,121.316848527,13.910820960998535,1.0,1746171742.7969477
12.964844703674316,0.0,266,408576,265,0.0014014900662004948,0.05327777564525604,0.0651041716337204,0.2377387285232544,0.0,0.5172061920166016,1880,126.219248551,13.910820960998535,1.0,1746171747.699378
12.843099594116211,0.0,268,411648,267,0.0014014900662004948,0.055946484208106995,0.06640625,0.23786893486976624,0.0,0.5331697463989258,1896,126.872815358,13.910820960998535,1.0,1746171748.3529224
12.587891578674316,0.0,326,500736,325,0.5684393644332886,0.05587374046444893,0.0696614608168602,0.29121097922325134,0.001399440225213766,0.4816383123397827,2360,145.90199653,12.596561431884766,1.0,1746171767.382122
12.645833969116211,0.0,332,509952,331,0.5684393644332886,0.06323467940092087,0.0677083358168602,0.2945530116558075,0.001399440225213766,0.4890209436416626,2408,147.857911804,12.596561431884766,1.0,1746171769.3380492
12.654297828674316,0.0,352,540672,351,0.5684393644332886,0.06261814385652542,0.0690104216337204,0.3264974057674408,0.001399440225213766,0.49366495013237,2568,154.40267395,12.596561431884766,1.0,1746171775.8827794
12.361979484558105,0.0,365,560640,364,0.5684393644332886,0.055697426199913025,0.0696614608168602,0.31801217794418335,0.001399440225213766,0.4838070869445801,2672,158.650342298,12.596561431884766,1.0,1746171780.1304471
12.588541984558105,0.0,370,568320,369,0.5684393644332886,0.053649935871362686,0.0677083358168602,0.3303169012069702,0.001399440225213766,0.48009663820266724,2712,160.284299016,12.596561431884766,1.0,1746171781.764399
12.057943344116211,0.0,376,577536,375,0.5684393644332886,0.09406154602766037,0.0709635466337204,0.31736114621162415,0.001399440225213766,0.5280472040176392,2760,162.244864433,12.596561431884766,1.0,1746171783.724971
12.858073234558105,0.0,378,580608,377,0.5684393644332886,0.09837748855352402,0.0657552108168602,0.3199436366558075,0.001399440225213766,0.5496768951416016,2776,162.898581274,12.596561431884766,1.0,1746171784.3786879
12.119791984558105,0.0,398,611328,397,0.5684393644332886,0.048742689192295074,0.0709635466337204,0.33478739857673645,0.001399440225213766,0.5865384340286255,2936,169.434333927,12.596561431884766,1.0,1746171790.9144428
12.300782203674316,0.0,400,614400,399,0.5684393644332886,0.045824527740478516,0.0703125,0.3364366888999939,0.001399440225213766,0.5727373361587524,2952,170.088918267,12.596561431884766,1.0,1746171791.5690203
11.983073234558105,0.0,414,635904,413,0.5684393644332886,0.06236017495393753,0.0709635466337204,0.3679037094116211,0.001399440225213766,0.5535309910774231,3064,174.670671957,12.596561431884766,1.0,1746171796.1507883
12.281901359558105,0.0,440,675840,439,0.5684393644332886,0.05544907599687576,0.0696614608168602,0.37695321440696716,0.001399440225213766,0.5400558710098267,3272,183.234583088,12.596561431884766,1.0,1746171804.714711
11.708985328674316,0.0,472,724992,471,0.5684393644332886,0.05676437169313431,0.0735677108168602,0.38546010851860046,0.001399440225213766,0.5532785058021545,3528,193.695563799,12.596561431884766,1.0,1746171815.1756744
11.850260734558105,0.0,481,738816,480,0.5684393644332886,0.05396536737680435,0.0729166716337204,0.4087674021720886,0.001399440225213766,0.49553969502449036,3600,196.637359844,12.596561431884766,1.0,1746171818.1174564
12.671224594116211,0.0,527,809472,526,0.5684393644332886,0.07196801155805588,0.0670572966337204,0.41306427121162415,0.001399440225213766,0.327903151512146,3968,211.673791461,12.596561431884766,1.0,1746171833.15391
13.037760734558105,0.0,531,815616,530,0.5684393644332886,0.06162843108177185,0.0657552108168602,0.40075957775115967,0.001399440225213766,0.3348742127418518,4000,212.981931937,12.596561431884766,1.0,1746171834.4620454
12.602213859558105,0.0,537,824832,536,0.5684393644332886,0.060622118413448334,0.0696614608168602,0.4294922351837158,0.001399440225213766,0.3449332118034363,4048,214.943352398,12.596561431884766,1.0,1746171836.4234748
12.500000953674316,0.0,544,835584,543,0.5684393644332886,0.053520567715168,0.068359375,0.4252170920372009,0.001399440225213766,0.3668672442436218,4104,217.230877266,12.596561431884766,1.0,1746171838.7109833
12.526041984558105,0.0,547,840192,546,0.5684393644332886,0.0729118287563324,0.0677083358168602,0.4246528148651123,0.001399440225213766,0.38221248984336853,4128,218.214967917,12.596561431884766,1.0,1746171839.6950717
12.971354484558105,0.0,560,860160,559,0.5684393644332886,0.06482373923063278,0.0651041716337204,0.4364583492279053,0.001399440225213766,0.38973021507263184,4232,222.463290389,12.596561431884766,1.0,1746171843.9434216
12.028646469116211,0.0,635,975360,634,0.5684393644332886,0.05554516613483429,0.0716145858168602,0.5042752027511597,0.001399440225213766,0.41629815101623535,4832,247.004208182,12.596561431884766,1.0,1746171868.4843225
12.277995109558105,0.0,642,986112,641,0.5684393644332886,0.057556554675102234,0.0696614608168602,0.48734813928604126,0.001399440225213766,0.3396884799003601,4888,249.310910816,12.596561431884766,1.0,1746171870.7910185
11.837240219116211,0.0,718,1102848,717,0.5857516527175903,0.0639009177684784,0.0716145858168602,0.5045573115348816,0.001004823250696063,0.2792462110519409,5496,274.416030954,12.660571098327637,1.0,1746171895.8961403
12.106120109558105,0.0,720,1105920,719,0.5857516527175903,0.0651264637708664,0.0703125,0.5245660543441772,0.001004823250696063,0.2823563814163208,5512,275.069271669,12.660571098327637,1.0,1746171896.5493822
11.822266578674316,0.0,739,1135104,738,0.5857516527175903,0.05290042236447334,0.0729166716337204,0.5177300572395325,0.001004823250696063,0.31262290477752686,5664,281.278421919,12.660571098327637,1.0,1746171902.758497
11.550130844116211,0.0,743,1141248,742,0.5857516527175903,0.07432635873556137,0.0755208358168602,0.5292535424232483,0.001004823250696063,0.3350697457790375,5696,282.585316559,12.660571098327637,1.0,1746171904.0654209
11.180338859558105,0.0,763,1171968,762,0.5857516527175903,0.12100600451231003,0.0774739608168602,0.5138672590255737,0.001004823250696063,0.23806232213974,5856,289.122156992,12.660571098327637,1.0,1746171910.602262
11.940755844116211,0.0,766,1176576,765,0.5857516527175903,0.09198547899723053,0.0709635466337204,0.5088759064674377,0.001004823250696063,0.2631009519100189,5880,290.102652819,12.660571098327637,1.0,1746171911.5827587
11.894532203674316,0.0,779,1196544,778,0.5857516527175903,0.05946242809295654,0.0729166716337204,0.5212674140930176,0.001004823250696063,0.24060878157615662,5984,294.353479985,12.660571098327637,1.0,1746171915.833579
11.319010734558105,0.0,797,1224192,796,0.5857516527175903,0.12554095685482025,0.0768229216337204,0.5211589336395264,0.001004823250696063,0.25613754987716675,6128,300.234557961,12.660571098327637,1.0,1746171921.7146585
11.982422828674316,0.0,803,1233408,802,0.5857516527175903,0.05728212743997574,0.0722656324505806,0.5185330510139465,0.001004823250696063,0.3239111304283142,6176,302.196090866,12.660571098327637,1.0,1746171923.6762378
12.295573234558105,0.0,815,1251840,814,0.5857516527175903,0.061285123229026794,0.0696614608168602,0.5060981512069702,0.001004823250696063,0.18011964857578278,6272,306.117142742,12.660571098327637,1.0,1746171927.5972571
11.521485328674316,0.0,831,1276416,830,0.5857516527175903,0.10304384678602219,0.0755208358168602,0.528515636920929,0.001004823250696063,0.2694316506385803,6400,311.34618421,12.660571098327637,1.0,1746171932.8263085
13.140625953674316,0.0,856,1314816,855,0.5857516527175903,0.05700907111167908,0.0638020858168602,0.5034940242767334,0.001004823250696063,0.3403776288032532,6600,319.5467236,12.660571098327637,1.0,1746171941.0268464
11.888672828674316,0.0,865,1328640,864,0.5857516527175903,0.05427231639623642,0.0722656324505806,0.517773449420929,0.001004823250696063,0.30962252616882324,6672,322.489414656,12.660571098327637,1.0,1746171943.9695113
11.665365219116211,0.0,867,1331712,866,0.5857516527175903,0.058200228959321976,0.0735677108168602,0.5223525166511536,0.001004823250696063,0.30511170625686646,6688,323.143211783,12.660571098327637,1.0,1746171944.6233385
12.078125953674316,0.0,882,1354752,881,0.5857516527175903,0.05594880133867264,0.0709635466337204,0.5287544131278992,0.001004823250696063,0.29569196701049805,6808,328.0464158,12.660571098327637,1.0,1746171949.5265043
11.813802719116211,0.0,897,1377792,896,0.5857516527175903,0.0592244416475296,0.0729166716337204,0.5393229722976685,0.001004823250696063,0.30816155672073364,6928,332.94873714,12.660571098327637,1.0,1746171954.4288464
11.870443344116211,0.0,900,1382400,899,0.5857516527175903,0.06372477114200592,0.0729166716337204,0.5379341244697571,0.001004823250696063,0.2933262586593628,6952,333.928960152,12.660571098327637,1.0,1746171955.4090486
12.261068344116211,0.0,903,1387008,902,0.5857516527175903,0.09186911582946777,0.0703125,0.543988823890686,0.001004823250696063,0.28050124645233154,6976,334.909605111,12.660571098327637,1.0,1746171956.389692
11.248047828674316,0.0,909,1396224,908,0.5857516527175903,0.08852556347846985,0.0781250074505806,0.5288628935813904,0.001004823250696063,0.28497105836868286,7024,336.87024435,12.660571098327637,1.0,1746171958.3503737
12.568360328674316,0.0,910,1397760,909,0.5857516527175903,0.08966583013534546,0.0690104216337204,0.5338976979255676,0.001004823250696063,0.28524476289749146,7032,337.197162436,12.660571098327637,1.0,1746171958.6772764
11.813151359558105,0.0,921,1414656,920,0.5857516527175903,0.07647138833999634,0.0722656324505806,0.519444465637207,0.001004823250696063,0.26700764894485474,7120,340.792848363,12.660571098327637,1.0,1746171962.272927
