grad_steps,_step,_runtime,test_returned_episode_returns,env_step,test_returned_won_episode,returned_episode_returns,loss,test_returned_episode,returned_episode_lengths,returned_won_episode,qvals,update_steps,test_returned_episode_lengths,returned_episode,_timestamp
10056,1287,474.787767824,0.6170151233673096,1978368.0,0.0030878859106451273,0.5446398854255676,0.07378359138965607,1.0,12.447916984558105,0.0,-0.127877876162529,1288,14.583135604858398,0.0690104216337204,1746174733.8053713
10336,1322,486.511829418,0.6454951167106628,2032128.0,0.007482992950826883,0.5498698949813843,0.11539670825004578,1.0,13.497396469116211,0.010416666977107525,-0.1518259346485138,1323,14.140815734863281,0.0618489608168602,1746174745.529494
10400,1330,489.154280804,0.6454951167106628,2044416.0,0.007482992950826883,0.5426867604255676,0.08280286192893982,1.0,12.736329078674316,0.0,-0.16417759656906128,1331,14.140815734863281,0.06640625,1746174748.1719277
10456,1337,491.476112447,0.6454951167106628,2055168.0,0.007482992950826883,0.5516493916511536,0.09756910800933838,1.0,12.416016578674316,0.0026041667442768812,-0.14879339933395386,1338,14.140815734863281,0.0690104216337204,1746174750.4937522
10488,1341,492.801997328,0.6454951167106628,2061312.0,0.007482992950826883,0.5537978410720825,0.0729471892118454,1.0,12.598307609558105,0.0,-0.15967875719070435,1342,14.140815734863281,0.0690104216337204,1746174751.8196614
10512,1344,493.793576239,0.6454951167106628,2065920.0,0.007482992950826883,0.5406250953674316,0.07117064297199249,1.0,12.546224594116211,0.0,-0.1563546359539032,1345,14.140815734863281,0.0690104216337204,1746174752.81122
10536,1347,494.783108013,0.6454951167106628,2070528.0,0.007482992950826883,0.5366753935813904,0.085480697453022,1.0,13.041666984558105,0.0,-0.15454870462417603,1348,14.140815734863281,0.0631510466337204,1746174753.8007421
10728,1371,502.770991408,0.6454951167106628,2107392.0,0.007482992950826883,0.5437501072883606,0.08173195272684097,1.0,13.457682609558105,0.011718750931322575,-0.16166749596595764,1372,14.140815734863281,0.0618489608168602,1746174761.788601
10736,1372,503.102765478,0.6454951167106628,2108928.0,0.007482992950826883,0.535481870174408,0.08300697803497314,1.0,12.494141578674316,0.008463541977107525,-0.16229309141635895,1373,14.140815734863281,0.068359375,1746174762.1203845
10920,1395,510.742291165,0.6454951167106628,2144256.0,0.007482992950826883,0.5262153148651123,0.08953490853309631,1.0,14.304688453674316,0.0,-0.1589796245098114,1396,14.140815734863281,0.0572916679084301,1746174769.7599359
10928,1396,511.073900958,0.6454951167106628,2145792.0,0.007482992950826883,0.5449002981185913,0.08027710765600204,1.0,12.967448234558105,0.0,-0.15670448541641235,1397,14.140815734863281,0.0638020858168602,1746174770.0915594
11040,1410,515.736943905,0.6454951167106628,2167296.0,0.007482992950826883,0.5547744035720825,0.0752941220998764,1.0,12.470704078674316,0.0,-0.16412249207496643,1411,14.140815734863281,0.068359375,1746174774.7545898
11120,1420,519.049486743,0.6454951167106628,2182656.0,0.007482992950826883,0.5528863668441772,0.07521150261163712,1.0,13.363282203674316,0.0,-0.1591423749923706,1421,14.140815734863281,0.0638020858168602,1746174778.0670395
11160,1425,520.739493242,0.6454951167106628,2190336.0,0.007482992950826883,0.5476563572883606,0.07200248539447784,1.0,12.660807609558105,0.0,-0.15094920992851257,1426,14.140815734863281,0.0670572966337204,1746174779.757128
11208,1431,522.721654006,0.6454951167106628,2199552.0,0.007482992950826883,0.5506510734558105,0.08115823566913605,1.0,12.739583969116211,0.0,-0.15079250931739807,1432,14.140815734863281,0.0670572966337204,1746174781.7392879
11272,1439,525.369782499,0.6454951167106628,2211840.0,0.007482992950826883,0.5480035543441772,0.08267505466938019,1.0,13.155599594116211,0.0078125,-0.15402019023895264,1440,14.140815734863281,0.0638020858168602,1746174784.3873994
11320,1445,527.358988995,0.6454951167106628,2221056.0,0.007482992950826883,0.5349826812744141,0.08462879061698914,1.0,13.179037094116211,0.0,-0.15395021438598633,1446,14.140815734863281,0.0625,1746174786.3765602
11328,1446,527.692096827,0.6454951167106628,2222592.0,0.007482992950826883,0.544835090637207,0.08791033923625946,1.0,12.407552719116211,0.0,-0.15171974897384644,1447,14.140815734863281,0.0696614608168602,1746174786.7097006
11456,1462,533.009659104,0.6454951167106628,2247168.0,0.007482992950826883,0.5333551168441772,0.07475347816944122,1.0,12.588541984558105,0.0,-0.14582188427448273,1463,14.140815734863281,0.0670572966337204,1746174792.0272756
11632,1484,540.343541191,0.6454951167106628,2280960.0,0.007482992950826883,0.5644965767860413,0.07280054688453674,1.0,12.403646469116211,0.00911458395421505,-0.1149619072675705,1485,14.140815734863281,0.0690104216337204,1746174799.3611445
11664,1488,541.687080938,0.6454951167106628,2287104.0,0.007482992950826883,0.5585070848464966,0.08347278833389282,1.0,12.560547828674316,0.0078125,-0.1139814704656601,1489,14.140815734863281,0.0690104216337204,1746174800.7045949
11768,1501,546.043156402,0.6454951167106628,2307072.0,0.007482992950826883,0.5393446683883667,0.10597987473011017,1.0,12.548177719116211,0.0,-0.11806755512952805,1502,14.140815734863281,0.0690104216337204,1746174805.0607557
11904,1518,551.692329236,0.6454951167106628,2333184.0,0.007482992950826883,0.5437500476837158,0.07954978942871094,1.0,13.013672828674316,0.0,-0.13481150567531586,1519,14.140815734863281,0.0631510466337204,1746174810.7099488
11984,1528,555.024823461,0.6454951167106628,2348544.0,0.007482992950826883,0.5584201812744141,0.09420681744813919,1.0,12.805338859558105,0.0,-0.13785997033119202,1529,14.140815734863281,0.06640625,1746174814.042454
12040,1535,557.343594761,0.6454951167106628,2359296.0,0.007482992950826883,0.5449002981185913,0.10204017162322998,1.0,12.460287094116211,0.008463541977107525,-0.12938706576824188,1536,14.140815734863281,0.0690104216337204,1746174816.3612063
12064,1538,558.338510949,0.6454951167106628,2363904.0,0.007482992950826883,0.5584419369697571,0.09284838289022446,1.0,12.716146469116211,0.0071614584885537624,-0.14190217852592468,1539,14.140815734863281,0.06640625,1746174817.3558884
12112,1544,560.351926598,0.6454951167106628,2373120.0,0.007482992950826883,0.5436849594116211,0.09514041244983673,1.0,13.422526359558105,0.0,-0.1328629106283188,1545,14.140815734863281,0.0618489608168602,1746174819.3695931
12448,1586,574.356778226,0.6454951167106628,2437632.0,0.007482992950826883,0.5521702170372009,0.09604150056838989,1.0,12.817057609558105,0.00911458395421505,-0.1772579848766327,1587,14.140815734863281,0.0657552108168602,1746174833.3744261
12640,1610,582.36726144,0.6454951167106628,2474496.0,0.007482992950826883,0.5464627742767334,0.11130412667989731,1.0,12.860026359558105,0.00390625,-0.1543819159269333,1611,14.140815734863281,0.0657552108168602,1746174841.3848763
12736,1622,586.384703465,0.6454951167106628,2492928.0,0.007482992950826883,0.5365235209465027,0.1145419254899025,1.0,14.819662094116211,0.0,-0.14423511922359467,1623,14.140815734863281,0.0553385429084301,1746174845.402256
12784,1628,588.472788294,0.6434346437454224,2502144.0,0.006547930650413036,0.5373047590255737,0.11601047962903976,1.0,12.992838859558105,0.0,-0.1517828106880188,1629,16.102670669555664,0.0651041716337204,1746174847.4902213
12840,1635,590.805688102,0.6434346437454224,2512896.0,0.006547930650413036,0.5209202170372009,0.10118596255779266,1.0,13.195963859558105,0.0,-0.16091714799404144,1636,16.102670669555664,0.0631510466337204,1746174849.8233185
12848,1636,591.159359945,0.6434346437454224,2514432.0,0.006547930650413036,0.535264790058136,0.12085853517055511,1.0,14.087891578674316,0.0,-0.15964917838573456,1637,16.102670669555664,0.0592447929084301,1746174850.1768732
13168,1676,604.485446826,0.6434346437454224,2575872.0,0.006547930650413036,0.5273221135139465,0.10482354462146759,1.0,13.649740219116211,0.0,-0.1758054792881012,1677,16.102670669555664,0.0611979216337204,1746174863.5025535
13280,1690,609.141870333,0.6434346437454224,2597376.0,0.006547930650413036,0.5489150285720825,0.11479512602090836,1.0,14.177083969116211,0.0,-0.16916459798812866,1691,16.102670669555664,0.0579427108168602,1746174868.1592264
13296,1692,609.806319762,0.6434346437454224,2600448.0,0.006547930650413036,0.5448134541511536,0.09593487530946732,1.0,13.861979484558105,0.0,-0.17678242921829224,1693,16.102670669555664,0.0625,1746174868.823709
13336,1697,611.483125585,0.6434346437454224,2608128.0,0.006547930650413036,0.552951455116272,0.12249436974525452,1.0,14.301432609558105,0.0,-0.17622621357440948,1698,16.102670669555664,0.0592447929084301,1746174870.500531
13568,1726,621.163203754,0.6434346437454224,2652672.0,0.006547930650413036,0.5434462428092957,0.10189526528120041,1.0,14.151041984558105,0.0,-0.16103976964950562,1727,16.102670669555664,0.0592447929084301,1746174880.180772
13736,1747,628.156267461,0.6434346437454224,2684928.0,0.006547930650413036,0.573459267616272,0.09090080857276917,1.0,13.017579078674316,0.01106770895421505,-0.21253910660743713,1748,16.102670669555664,0.0651041716337204,1746174887.1733618
13816,1757,631.481509641,0.6434346437454224,2700288.0,0.006547930650413036,0.5466797351837158,0.091618612408638,1.0,12.936849594116211,0.009765625931322575,-0.20850741863250732,1758,16.102670669555664,0.0670572966337204,1746174890.4988227
13856,1762,633.134138487,0.6434346437454224,2707968.0,0.006547930650413036,0.566428005695343,0.10584336519241333,1.0,13.167318344116211,0.0201822929084301,-0.2055569589138031,1763,16.102670669555664,0.064453125,1746174892.1513464
13904,1768,635.130379848,0.6434346437454224,2717184.0,0.006547930650413036,0.5153430104255676,0.08631385117769241,1.0,13.261068344116211,0.0,-0.19718466699123383,1769,16.102670669555664,0.0618489608168602,1746174894.1475909
14184,1803,646.746617466,0.6434346437454224,2770944.0,0.006547930650413036,0.567426323890686,0.09663690626621246,1.0,13.739583969116211,0.01953125186264515,-0.22157058119773865,1804,16.102670669555664,0.0605468787252903,1746174905.764019
14408,1831,656.039717889,0.6434346437454224,2813952.0,0.006547930650413036,0.5668186545372009,0.10768388211727142,1.0,14.049479484558105,0.00911458395421505,-0.20619142055511475,1832,16.102670669555664,0.0605468787252903,1746174915.0571897
14752,1874,670.31518155,0.6434346437454224,2880000.0,0.006547930650413036,0.5335070490837097,0.09700187295675278,1.0,14.449870109558105,0.0,-0.19207948446273804,1875,16.102670669555664,0.0559895858168602,1746174929.3328102
