returned_episode_returns,env_step,qvals,test_returned_episode_lengths,loss,grad_steps,returned_episode_lengths,test_returned_episode_returns,update_steps,returned_won_episode,_step,test_returned_episode,_runtime,_timestamp,returned_episode,test_returned_won_episode
0.39570316672325134,732672.0,0.5124701857566833,12.596561431884766,0.060219112783670425,3568,12.604166984558105,0.5684393644332886,477,0.0,476,1.0,195.329529514,1746171816.8096297,0.0677083358168602,0.001399440225213766
0.3277127146720886,757248.0,0.4314393401145935,12.596561431884766,0.1052265614271164,3696,10.917318344116211,0.5684393644332886,493,0.0,492,1.0,200.558544539,1746171822.0386376,0.0807291716337204,0.001399440225213766
0.4222874045372009,769536.0,0.463202565908432,12.596561431884766,0.06190748140215874,3760,11.561849594116211,0.5684393644332886,501,0.0,500,1.0,203.173173791,1746171824.6532912,0.0748697966337204,0.001399440225213766
0.42022573947906494,789504.0,0.3876402974128723,12.596561431884766,0.07085581123828888,3864,11.771485328674316,0.5684393644332886,514,0.0,513,1.0,207.421204713,1746171828.9013042,0.0742187574505806,0.001399440225213766
0.42680126428604126,794112.0,0.39209628105163574,12.596561431884766,0.11247706413269043,3888,12.145833969116211,0.5684393644332886,517,0.0,516,1.0,208.401841811,1746171829.8819592,0.0709635466337204,0.001399440225213766
0.45219188928604126,898560.0,0.4122248888015747,12.596561431884766,0.06587736308574677,4432,11.618490219116211,0.5684393644332886,585,0.0,584,1.0,230.634073267,1746171852.1141708,0.0735677108168602,0.001399440225213766
0.4700087010860443,906240.0,0.43234074115753174,12.596561431884766,0.06388159096240997,4472,12.257162094116211,0.5684393644332886,590,0.0,589,1.0,232.270959227,1746171853.7510443,0.0703125,0.001399440225213766
0.47719189524650574,929280.0,0.37665069103240967,12.596561431884766,0.05461814999580383,4592,11.562500953674316,0.5684393644332886,605,0.0,604,1.0,237.174027203,1746171858.6540635,0.0748697966337204,0.001399440225213766
0.5073134303092957,938496.0,0.37666749954223633,12.596561431884766,0.04774336516857147,4640,11.628255844116211,0.5684393644332886,611,0.008463541977107525,610,1.0,239.134429722,1746171860.6145396,0.0742187574505806,0.001399440225213766
0.4892578423023224,969216.0,0.42160356044769287,12.596561431884766,0.05393411964178085,4800,11.889323234558105,0.5684393644332886,631,0.0,630,1.0,245.688230991,1746171867.1683366,0.0722656324505806,0.001399440225213766
0.47834205627441406,981504.0,0.3934031128883362,12.596561431884766,0.05996152013540268,4864,12.117838859558105,0.5684393644332886,639,0.0,638,1.0,248.323110705,1746171869.803126,0.0703125,0.001399440225213766
0.5058594942092896,992256.0,0.32044631242752075,12.596561431884766,0.05499713495373726,4920,11.445963859558105,0.5684393644332886,646,0.0,645,1.0,250.628303872,1746171872.1084123,0.0774739608168602,0.001399440225213766
0.4965929388999939,993792.0,0.3127586841583252,12.596561431884766,0.05460996925830841,4928,12.588541984558105,0.5684393644332886,647,0.0,646,1.0,250.958370145,1746171872.4383428,0.068359375,0.001399440225213766
0.5035156607627869,1003008.0,0.3211878538131714,12.660571098327637,0.05216682702302933,4976,11.240235328674316,0.5857516527175903,653,0.0,652,1.0,253.010741884,1746171874.490655,0.0774739608168602,0.001004823250696063
0.49346792697906494,1021440.0,0.31331831216812134,12.660571098327637,0.05706731230020523,5072,12.583333969116211,0.5857516527175903,665,0.0,664,1.0,256.969040541,1746171878.4491076,0.068359375,0.001004823250696063
0.519856870174408,1026048.0,0.3190675675868988,12.660571098327637,0.05777718871831894,5096,12.622396469116211,0.5857516527175903,668,0.0,667,1.0,257.95750857,1746171879.437586,0.0677083358168602,0.001004823250696063
0.5185112953186035,1027584.0,0.327059268951416,12.660571098327637,0.059038951992988586,5104,12.172526359558105,0.5857516527175903,669,0.0,668,1.0,258.287641475,1746171879.7677526,0.0703125,0.001004823250696063
0.4850477874279022,1032192.0,0.30085304379463196,12.660571098327637,0.06395697593688965,5128,12.426432609558105,0.5857516527175903,672,0.0,671,1.0,259.277517884,1746171880.7575998,0.0690104216337204,0.001004823250696063
0.5248915553092957,1041408.0,0.313626229763031,12.660571098327637,0.05981362611055374,5176,12.593099594116211,0.5857516527175903,678,0.0,677,1.0,261.255540094,1746171882.7354238,0.068359375,0.001004823250696063
0.5031250715255737,1062912.0,0.3066127896308899,12.660571098327637,0.05687098577618599,5288,12.822916984558105,0.5857516527175903,692,0.0,691,1.0,265.872586323,1746171887.3526347,0.06640625,0.001004823250696063
0.5011067986488342,1098240.0,0.24948035180568695,12.660571098327637,0.06544548273086548,5472,11.587240219116211,0.5857516527175903,715,0.0,714,1.0,273.436061,1746171894.9161685,0.0729166716337204,0.001004823250696063
0.517599880695343,1112064.0,0.30567294359207153,12.660571098327637,0.062366075813770294,5544,11.807943344116211,0.5857516527175903,724,0.0,723,1.0,276.376106156,1746171897.8562207,0.0722656324505806,0.001004823250696063
0.5091580152511597,1125888.0,0.3203849792480469,12.660571098327637,0.061511535197496414,5616,11.710938453674316,0.5857516527175903,733,0.0,732,1.0,279.317203368,1746171900.797294,0.0748697966337204,0.001004823250696063
0.5128255486488342,1138176.0,0.3226422667503357,12.660571098327637,0.07084164768457413,5680,11.776693344116211,0.5857516527175903,741,0.0,740,1.0,281.931815403,1746171903.4119127,0.0729166716337204,0.001004823250696063
0.5234809517860413,1142784.0,0.3184787929058075,12.660571098327637,0.07547244429588318,5704,11.587240219116211,0.5857516527175903,744,0.0,743,1.0,282.912022985,1746171904.3921216,0.0748697966337204,0.001004823250696063
0.5198351144790649,1150464.0,0.33801907300949097,12.660571098327637,0.07873770594596863,5744,11.813802719116211,0.5857516527175903,749,0.0,748,1.0,284.545769054,1746171906.025861,0.0729166716337204,0.001004823250696063
0.5079210996627808,1184256.0,0.2170141488313675,12.660571098327637,0.12529170513153076,5920,11.267579078674316,0.5857516527175903,771,0.0,770,1.0,291.739292021,1746171913.219384,0.0781250074505806,0.001004823250696063
0.5212674140930176,1196544.0,0.24060878157615662,12.660571098327637,0.05946242809295654,5984,11.894532203674316,0.5857516527175903,779,0.0,778,1.0,294.353479985,1746171915.833579,0.0729166716337204,0.001004823250696063
0.5160807371139526,1205760.0,0.23760291934013367,12.660571098327637,0.06794004142284393,6032,11.229818344116211,0.5857516527175903,785,0.0,784,1.0,296.313704479,1746171917.7938328,0.0774739608168602,0.001004823250696063
0.5220052599906921,1234944.0,0.3289889395236969,12.660571098327637,0.05723755434155464,6184,12.560547828674316,0.5857516527175903,804,0.0,803,1.0,302.522915454,1746171924.0030227,0.0677083358168602,0.001004823250696063
0.49813374876976013,1294848.0,0.36359453201293945,12.660571098327637,0.044887371361255646,6496,13.296875953674316,0.5857516527175903,843,0.0,842,1.0,315.277047393,1746171936.7568777,0.0631510466337204,0.001004823250696063
0.5016710162162781,1308672.0,0.3772619366645813,12.660571098327637,0.0551169328391552,6568,13.679688453674316,0.5857516527175903,852,0.0,851,1.0,318.240351996,1746171939.7204676,0.0618489608168602,0.001004823250696063
0.5121962428092957,1317888.0,0.32180526852607727,12.660571098327637,0.06768625974655151,6616,13.149088859558105,0.5857516527175903,858,0.0,857,1.0,320.200096966,1746171941.6801896,0.0638020858168602,0.001004823250696063
0.5378255248069763,1340928.0,0.29704052209854126,12.660571098327637,0.05890629068017006,6736,12.295573234558105,0.5857516527175903,873,0.0,872,1.0,325.103491754,1746171946.5836065,0.0709635466337204,0.001004823250696063
0.5251736640930176,1367040.0,0.2700752019882202,12.660571098327637,0.056828830391168594,6872,12.239583969116211,0.5857516527175903,890,0.0,889,1.0,330.661512353,1746171952.1415868,0.0709635466337204,0.001004823250696063
0.5224176049232483,1410048.0,0.2774421274662018,12.660571098327637,0.06558611243963242,7096,11.849610328674316,0.5857516527175903,918,0.0,917,1.0,339.811853804,1746171961.2919683,0.0735677108168602,0.001004823250696063
0.511935830116272,1425408.0,0.26555225253105164,12.660571098327637,0.05884803086519241,7176,11.315104484558105,0.5857516527175903,928,0.0,927,1.0,343.080045307,1746171964.5601566,0.0768229216337204,0.001004823250696063
0.5268881320953369,1488384.0,0.3209616541862488,12.660571098327637,0.06673851609230042,7504,12.980469703674316,0.5857516527175903,969,0.0,968,1.0,356.482807397,1746171977.962922,0.064453125,0.001004823250696063
0.5362848043441772,1489920.0,0.3190550208091736,12.660571098327637,0.05590152367949486,7512,12.758463859558105,0.5857516527175903,970,0.0,969,1.0,356.809440824,1746171978.289553,0.0670572966337204,0.001004823250696063
0.5553168058395386,1494528.0,0.2793709337711334,12.660571098327637,0.05039048194885254,7536,13.995443344116211,0.5857516527175903,973,0.0240885429084301,972,1.0,357.790066492,1746171979.2701805,0.0605468787252903,0.001004823250696063
0.5377821922302246,1526784.0,0.21319133043289185,14.887436866760254,0.06444104760885239,7704,11.806641578674316,0.6145970225334167,994,0.0,993,1.0,364.739274455,1746171986.2193725,0.0722656324505806,0.0024207215756177902
0.5218316912651062,1528320.0,0.2059207558631897,14.887436866760254,0.06609440594911575,7712,12.684896469116211,0.6145970225334167,995,0.0,994,1.0,365.065971671,1746171986.546086,0.0670572966337204,0.0024207215756177902
0.512825608253479,1531392.0,0.19369438290596008,14.887436866760254,0.0668940395116806,7728,12.880860328674316,0.6145970225334167,997,0.0,996,1.0,365.719422351,1746171987.1995287,0.064453125,0.0024207215756177902
0.5407336354255676,1539072.0,0.17983758449554443,14.887436866760254,0.05931035429239273,7768,13.418620109558105,0.6145970225334167,1002,0.0,1001,1.0,367.353206687,1746171988.8333426,0.0631510466337204,0.0024207215756177902
0.5338976979255676,1546752.0,0.17142027616500854,14.887436866760254,0.07104479521512985,7808,11.694662094116211,0.6145970225334167,1007,0.0,1006,1.0,368.988955834,1746171990.4689004,0.0748697966337204,0.0024207215756177902
0.5131294131278992,1549824.0,0.1457909643650055,14.887436866760254,0.053541623055934906,7824,12.227213859558105,0.6145970225334167,1009,0.0,1008,1.0,369.643968232,1746171991.123745,0.0703125,0.0024207215756177902
0.5312066674232483,1571328.0,0.1479276567697525,14.887436866760254,0.07976552844047546,7936,12.177083969116211,0.6145970225334167,1023,0.0,1022,1.0,374.215382334,1746171995.6954887,0.0716145858168602,0.0024207215756177902
0.5415799021720886,1586688.0,0.14061370491981506,14.887436866760254,0.06598454713821411,8016,11.843750953674316,0.6145970225334167,1033,0.0,1032,1.0,377.492359759,1746171998.9722672,0.0716145858168602,0.0024207215756177902
0.5211154818534851,1588224.0,0.14095675945281982,14.887436866760254,0.07133876532316208,8024,12.744141578674316,0.6145970225334167,1034,0.0,1033,1.0,377.820048539,1746171999.2999136,0.06640625,0.0024207215756177902
0.5438368916511536,1649664.0,0.2262895703315735,14.887436866760254,0.0805949866771698,8344,12.445313453674316,0.6145970225334167,1074,0.0,1073,1.0,390.927506556,1746172012.4075477,0.0696614608168602,0.0024207215756177902
0.5246962308883667,1686528.0,0.12328004837036133,14.887436866760254,0.0643605887889862,8536,11.817057609558105,0.6145970225334167,1098,0.0,1097,1.0,398.781992499,1746172020.2620747,0.0722656324505806,0.0024207215756177902
0.5334852933883667,1694208.0,0.14364217221736908,14.887436866760254,0.05478290840983391,8576,11.988282203674316,0.6145970225334167,1103,0.0,1102,1.0,400.421689816,1746172021.9017553,0.0716145858168602,0.0024207215756177902
0.5320529937744141,1698816.0,0.17903739213943481,14.887436866760254,0.06420008838176727,8600,11.759766578674316,0.6145970225334167,1106,0.0,1105,1.0,401.402668303,1746172022.8827372,0.0709635466337204,0.0024207215756177902
0.546875,1704960.0,0.17846837639808655,14.887436866760254,0.05642179027199745,8632,11.771485328674316,0.6145970225334167,1110,0.00911458395421505,1109,1.0,402.71286983,1746172024.1927943,0.0722656324505806,0.0024207215756177902
0.5330729484558105,1709568.0,0.1698763072490692,14.887436866760254,0.05859971046447754,8656,12.095704078674316,0.6145970225334167,1113,0.0,1112,1.0,403.695688642,1746172025.1756089,0.0709635466337204,0.0024207215756177902
0.5229818224906921,1729536.0,0.13944336771965027,14.887436866760254,0.06005483120679855,8760,12.667318344116211,0.6145970225334167,1126,0.0,1125,1.0,407.958600919,1746172029.4385247,0.0677083358168602,0.0024207215756177902
0.535178005695343,1789440.0,0.16236016154289246,14.887436866760254,0.06583794951438904,9072,12.651693344116211,0.6145970225334167,1165,0.0,1164,1.0,420.749336461,1746172042.2293694,0.0677083358168602,0.0024207215756177902
0.5294054746627808,1790976.0,0.16576765477657318,14.887436866760254,0.05883269011974335,9080,12.500000953674316,0.6145970225334167,1166,0.0,1165,1.0,421.076679742,1746172042.5566769,0.068359375,0.0024207215756177902
0.5415148735046387,1794048.0,0.17203561961650848,14.887436866760254,0.06315842270851135,9096,13.076823234558105,0.6145970225334167,1168,0.0,1167,1.0,421.731284208,1746172043.211265,0.064453125,0.0024207215756177902
0.5409722924232483,1810944.0,0.17338523268699646,14.887436866760254,0.07448509335517883,9184,12.389323234558105,0.6145970225334167,1179,0.0,1178,1.0,425.335861905,1746172046.8157735,0.0696614608168602,0.0024207215756177902
0.5547527074813843,1812480.0,0.17259667813777924,14.887436866760254,0.04849116504192352,9192,12.468750953674316,0.6145970225334167,1180,0.0,1179,1.0,425.663285067,1746172047.1432247,0.068359375,0.0024207215756177902
0.548936665058136,1823232.0,0.16646867990493774,14.887436866760254,0.07363945245742798,9248,12.740885734558105,0.6145970225334167,1187,0.009765625931322575,1186,1.0,427.955290109,1746172049.4351907,0.0677083358168602,0.0024207215756177902
0.5209853053092957,1844736.0,0.16148331761360168,14.887436866760254,0.06761135160923004,9360,12.539713859558105,0.6145970225334167,1201,0.0,1200,1.0,432.550325822,1746172054.0302384,0.0677083358168602,0.0024207215756177902
0.5392144918441772,1860096.0,0.08228301256895065,14.887436866760254,0.09499379247426987,9440,12.673829078674316,0.6145970225334167,1211,0.0,1210,1.0,435.82264134,1746172057.3027258,0.06640625,0.0024207215756177902
0.5215495228767395,1866240.0,0.10661972314119339,14.887436866760254,0.09400185942649841,9472,12.382162094116211,0.6145970225334167,1215,0.0,1214,1.0,437.12993663,1746172058.6100426,0.0696614608168602,0.0024207215756177902
0.541341245174408,1872384.0,0.12987670302391052,14.887436866760254,0.0711190402507782,9504,12.391927719116211,0.6145970225334167,1219,0.0,1218,1.0,438.43623648,1746172059.9163535,0.0703125,0.0024207215756177902
0.5290148258209229,1873920.0,0.1421406865119934,14.887436866760254,0.11182771623134613,9512,12.244141578674316,0.6145970225334167,1220,0.0,1219,1.0,438.763011268,1746172060.243124,0.0703125,0.0024207215756177902
0.5210070013999939,1896960.0,0.1302812099456787,14.887436866760254,0.08347856253385544,9632,12.312500953674316,0.6145970225334167,1235,0.0,1234,1.0,443.663749538,1746172065.1438534,0.0703125,0.0024207215756177902
0.5288628935813904,1898496.0,0.12104206532239914,14.887436866760254,0.06820271909236908,9640,12.686198234558105,0.6145970225334167,1236,0.0,1235,1.0,443.990448984,1746172065.4705584,0.064453125,0.0024207215756177902
0.5193576812744141,1907712.0,0.12350308895111084,14.887436866760254,0.06790294498205185,9688,12.432291984558105,0.6145970225334167,1242,0.0,1241,1.0,445.951330456,1746172067.431446,0.0690104216337204,0.0024207215756177902
0.5321181416511536,1941504.0,0.1766439974308014,14.887436866760254,0.0765276625752449,9864,12.501302719116211,0.6145970225334167,1264,0.0,1263,1.0,453.141878934,1746172074.6219838,0.068359375,0.0024207215756177902
0.536328136920929,1943040.0,0.1855200082063675,14.887436866760254,0.07527942210435867,9872,12.495443344116211,0.6145970225334167,1265,0.0,1264,1.0,453.468540448,1746172074.948665,0.0690104216337204,0.0024207215756177902
0.5340712666511536,1964544.0,0.23059548437595367,14.887436866760254,0.07814574986696243,9984,12.916666984558105,0.6145970225334167,1279,0.0,1278,1.0,458.043434488,1746172079.5235627,0.0670572966337204,0.0024207215756177902
0.5541233420372009,1966080.0,0.22696657478809357,14.887436866760254,0.06583426147699356,9992,12.635416984558105,0.6145970225334167,1280,0.0,1279,1.0,458.36998844,1746172079.850104,0.068359375,0.0024207215756177902
0.5318360328674316,1970688.0,0.23393386602401733,14.887436866760254,0.0889960303902626,10016,12.302083969116211,0.6145970225334167,1283,0.0,1282,1.0,459.350188551,1746172080.8302236,0.0690104216337204,0.0024207215756177902
0.5357422828674316,2030592.0,0.23368120193481445,13.84858512878418,0.08618642389774323,10328,12.462240219116211,0.6330975890159607,1322,0.0,1321,1.0,472.200243238,1746172093.6803763,0.0690104216337204,0.005305039696395397
0.5419270992279053,2042880.0,0.19357314705848694,13.84858512878418,0.07579232007265091,10392,11.886719703674316,0.6330975890159607,1330,0.0,1329,1.0,474.815664306,1746172096.2957556,0.0716145858168602,0.005305039696395397
0.5319011211395264,2050560.0,0.2121259570121765,13.84858512878418,0.08783434331417084,10432,12.145182609558105,0.6330975890159607,1335,0.0,1334,1.0,476.450035538,1746172097.9301462,0.0703125,0.005305039696395397
0.5437066555023193,2076672.0,0.22490699589252472,13.84858512878418,0.08826740086078644,10568,12.302083969116211,0.6330975890159607,1352,0.008463541977107525,1351,1.0,482.007680134,1746172103.4877872,0.0690104216337204,0.005305039696395397
0.5389323234558105,2101248.0,0.19679312407970428,13.84858512878418,0.12912680208683014,10696,11.972005844116211,0.6330975890159607,1368,0.0,1367,1.0,487.234889992,1746172108.7149966,0.0722656324505806,0.005305039696395397
0.5397353172302246,2135040.0,0.16169337928295135,13.84858512878418,0.07226774841547012,10872,12.498698234558105,0.6330975890159607,1390,0.009765625931322575,1389,1.0,494.420938222,1746172115.9010687,0.0690104216337204,0.005305039696395397
0.5333333611488342,2145792.0,0.18244993686676025,13.84858512878418,0.10306856036186218,10928,12.843750953674316,0.6330975890159607,1397,0.009765625931322575,1396,1.0,496.7095628,1746172118.189679,0.06640625,0.005305039696395397
0.531575620174408,2151936.0,0.18554434180259705,13.84858512878418,0.0990842878818512,10960,13.242838859558105,0.6330975890159607,1401,0.0,1400,1.0,498.016197237,1746172119.496313,0.0625,0.005305039696395397
0.5305122137069702,2156544.0,0.15305987000465393,13.84858512878418,0.09904959052801132,10984,14.507162094116211,0.6330975890159607,1404,0.0,1403,1.0,498.996240262,1746172120.4763412,0.0559895858168602,0.005305039696395397
0.55950528383255,2168832.0,0.1722000390291214,13.84858512878418,0.08408233523368835,11048,12.703125953674316,0.6330975890159607,1412,0.0078125,1411,1.0,501.610306772,1746172123.0904264,0.0670572966337204,0.005305039696395397
0.5318577289581299,2174976.0,0.1558077335357666,13.84858512878418,0.0620662197470665,11080,14.132813453674316,0.6330975890159607,1416,0.0,1415,1.0,502.91722205,1746172124.3973515,0.0598958358168602,0.005305039696395397
0.5109809637069702,2205696.0,0.12965822219848633,13.84858512878418,0.08827073127031326,11240,12.750000953674316,0.6330975890159607,1436,0.0,1435,1.0,509.453300119,1746172130.9334345,0.06640625,0.005305039696395397
0.5591363310813904,2208768.0,0.13370579481124878,13.84858512878418,0.0705609992146492,11256,13.467448234558105,0.6330975890159607,1438,0.00911458395421505,1437,1.0,510.106679016,1746172131.58678,0.0618489608168602,0.005305039696395397
0.5473307967185974,2231808.0,0.10917477309703827,13.84858512878418,0.08364639431238174,11376,12.757813453674316,0.6330975890159607,1453,0.00911458395421505,1452,1.0,515.010604125,1746172136.490699,0.0657552108168602,0.005305039696395397
0.537326455116272,2233344.0,0.11384636908769608,13.84858512878418,0.08495884388685226,11384,12.677735328674316,0.6330975890159607,1454,0.0,1453,1.0,515.337396207,1746172136.8175154,0.06640625,0.005305039696395397
0.5412110090255737,2245632.0,0.13624894618988037,13.84858512878418,0.061214081943035126,11448,12.880860328674316,0.6330975890159607,1462,0.0,1461,1.0,517.951282734,1746172139.431393,0.0638020858168602,0.005305039696395397
0.550998330116272,2277888.0,0.14244799315929413,13.84858512878418,0.07218562811613083,11616,12.537110328674316,0.6330975890159607,1483,0.0,1482,1.0,524.814282948,1746172146.2943907,0.0690104216337204,0.005305039696395397
0.5398004055023193,2311680.0,0.010495882481336594,13.84858512878418,0.1267862766981125,11792,12.373047828674316,0.6330975890159607,1505,0.0006510416860692203,1504,1.0,532.011352876,1746172153.4914787,0.0703125,0.005305039696395397
0.5384549498558044,2313216.0,0.007113148923963308,13.84858512878418,0.09874515980482101,11800,12.306641578674316,0.6330975890159607,1506,0.0,1505,1.0,532.337932176,1746172153.8180568,0.0677083358168602,0.005305039696395397
0.5331597924232483,2337792.0,0.02134411782026291,13.84858512878418,0.09009148180484772,11928,13.026693344116211,0.6330975890159607,1522,0.005859375465661287,1521,1.0,537.565835314,1746172159.045945,0.064453125,0.005305039696395397
0.54680997133255,2420736.0,-0.027840375900268555,13.84858512878418,0.08975271135568619,12360,12.882813453674316,0.6330975890159607,1576,0.0,1575,1.0,555.217174717,1746172176.6972995,0.0657552108168602,0.005305039696395397
0.534505307674408,2425344.0,-0.011627551168203354,13.84858512878418,0.10026974976062775,12384,12.844401359558105,0.6330975890159607,1579,0.0,1578,1.0,556.198062238,1746172177.6782107,0.0657552108168602,0.005305039696395397
0.5604602098464966,2523648.0,-0.030779749155044556,14.517814636230469,0.092030368745327,12896,12.714193344116211,0.650015652179718,1643,0.009765625931322575,1642,0.9999999403953552,577.20157671,1746172198.6816874,0.0657552108168602,0.0077355834655463696
0.5850261449813843,2546688.0,-0.013551649637520313,14.517814636230469,0.08967231214046478,13016,13.500651359558105,0.650015652179718,1658,0.017578125,1657,0.9999999403953552,582.110035313,1746172203.5901346,0.0631510466337204,0.0077355834655463696
