returned_episode_lengths,test_returned_episode_lengths,update_steps,loss,qvals,test_returned_won_episode,returned_episode,returned_episode_returns,_runtime,_timestamp,_step,env_step,returned_won_episode,test_returned_episode,test_returned_episode_returns,grad_steps
30.16536521911621,38.162071228027344,19,0.0,0.0,0.0,0.015625,0.10463791340589523,49.987799357,1746178243.485614,18,29184.0,0.0,0.9999999403953552,0.18007917702198029,0
31.046875,38.162071228027344,21,0.0,0.0,0.0,0.015625,0.10071291774511337,50.119390936,1746178243.6172023,20,32256.0,0.0,0.9999999403953552,0.18007917702198029,0
30.393230438232422,38.162071228027344,36,0.0030337534844875336,-0.035894617438316345,0.0,0.01497395895421505,0.10915419459342957,52.755814361,1746178246.253487,35,55296.0,0.0,0.9999999403953552,0.18007917702198029,40
29.9609375,38.162071228027344,73,0.006447789259254932,0.6914573907852173,0.0,0.015625,0.139847069978714,67.399884802,1746178260.8976636,72,112128.0,0.0,0.9999999403953552,0.18007917702198029,336
30.73567771911621,38.162071228027344,83,0.00903872586786747,0.7523630857467651,0.0,0.014322916977107525,0.13721245527267456,71.360286476,1746178264.8580925,82,127488.0,0.0,0.9999999403953552,0.18007917702198029,416
31.342449188232422,38.162071228027344,112,0.03237804025411606,0.9124807715415955,0.0,0.015625,0.15023794770240784,82.839885884,1746178276.3375154,111,172032.0,0.0,0.9999999403953552,0.18007917702198029,648
31.32942771911621,38.162071228027344,145,0.029267344623804092,1.042733073234558,0.0,0.013671875,0.1676226556301117,95.905324835,1746178289.403156,144,222720.0,0.0,0.9999999403953552,0.18007917702198029,912
30.98958396911621,38.162071228027344,208,0.035145267844200134,1.1025562286376953,0.0,0.01497395895421505,0.19153934717178345,120.848093551,1746178314.3458943,207,319488.0,0.0,0.9999999403953552,0.18007917702198029,1416
31.484375,38.162071228027344,267,0.05563943833112717,0.8250837326049805,0.0,0.01497395895421505,0.2139701545238495,144.205247429,1746178337.7030303,266,410112.0,0.0,0.9999999403953552,0.18007917702198029,1888
31.494792938232422,38.162071228027344,272,0.054594941437244415,0.8417849540710449,0.0,0.015625,0.22346727550029755,146.184155194,1746178339.6819346,271,417792.0,0.0,0.9999999403953552,0.18007917702198029,1928
31.02864646911621,38.162071228027344,279,0.05232328176498413,0.8507357835769653,0.0,0.01497395895421505,0.2133658528327942,148.954161657,1746178342.45196,278,428544.0,0.0,0.9999999403953552,0.18007917702198029,1984
31.375,38.162071228027344,296,0.049616772681474686,0.854946494102478,0.0,0.01497395895421505,0.21882453560829163,155.68619913,1746178349.1839712,295,454656.0,0.0,0.9999999403953552,0.18007917702198029,2120
31.592449188232422,54.934715270996094,351,0.04354991763830185,0.8453731536865234,0.0,0.015625,0.21497702598571777,177.549820245,1746178371.0476167,350,539136.0,0.0,0.9999999403953552,0.5065692663192749,2560
31.197917938232422,54.934715270996094,376,0.03845535218715668,0.8360937833786011,0.0,0.01497395895421505,0.21601197123527527,187.448110533,1746178380.945889,375,577536.0,0.0,0.9999999403953552,0.5065692663192749,2760
31.279949188232422,54.934715270996094,379,0.039201755076646805,0.8224697709083557,0.0,0.015625,0.22585606575012207,188.635697796,1746178382.133468,378,582144.0,0.0,0.9999999403953552,0.5065692663192749,2784
31.47786521911621,54.934715270996094,382,0.03697657585144043,0.8174787759780884,0.0,0.015625,0.22086094319820404,189.822885765,1746178383.320667,381,586752.0,0.0,0.9999999403953552,0.5065692663192749,2808
31.43099021911621,54.934715270996094,391,0.03774077445268631,0.8193414211273193,0.0,0.015625,0.24199914932250977,193.386415533,1746178386.884213,390,600576.0,0.0,0.9999999403953552,0.5065692663192749,2880
31.22265625,54.934715270996094,398,0.04067979007959366,0.778296947479248,0.0,0.015625,0.22039330005645752,196.158171427,1746178389.6559603,397,611328.0,0.0,0.9999999403953552,0.5065692663192749,2936
31.34505271911621,54.934715270996094,405,0.06182475760579109,0.6962456703186035,0.0,0.015625,0.2425762414932251,198.927875366,1746178392.425632,404,622080.0,0.0,0.9999999403953552,0.5065692663192749,2992
29.350261688232422,54.934715270996094,426,0.08655990660190582,0.5571280717849731,0.0,0.0162760429084301,0.14418426156044006,207.300446647,1746178400.7982454,425,654336.0,0.0,0.9999999403953552,0.5065692663192749,3160
31.06640625,54.934715270996094,432,0.05225168168544769,0.6911388635635376,0.0,0.015625,0.2283746600151062,209.680216931,1746178403.178032,431,663552.0,0.0,0.9999999403953552,0.5065692663192749,3208
27.5859375,54.934715270996094,445,0.08231095969676971,0.6671594381332397,0.0,0.02083333395421505,0.12921300530433655,214.828757731,1746178408.326565,444,683520.0,0.0,0.9999999403953552,0.5065692663192749,3312
29.854167938232422,54.934715270996094,447,0.09247514605522156,0.7256845235824585,0.0,0.01692708395421505,0.07696892321109772,215.620162118,1746178409.1179602,446,686592.0,0.0,0.9999999403953552,0.5065692663192749,3328
31.20833396911621,54.934715270996094,450,0.12109572440385818,0.8330991268157959,0.0,0.01497395895421505,0.1620427817106247,216.807480352,1746178410.3052852,449,691200.0,0.0,0.9999999403953552,0.5065692663192749,3352
31.0390625,54.934715270996094,457,0.09507729113101959,0.5664292573928833,0.0,0.01497395895421505,0.15101133286952972,219.578411188,1746178413.0762234,456,701952.0,0.0,0.9999999403953552,0.5065692663192749,3408
31.33203125,54.934715270996094,470,0.05977250635623932,0.5045506954193115,0.0,0.01497395895421505,0.13301147520542145,224.727057317,1746178418.2248487,469,721920.0,0.0,0.9999999403953552,0.5065692663192749,3512
31.19270896911621,54.934715270996094,480,0.04981599748134613,0.45723801851272583,0.0,0.015625,0.11639764159917831,228.688630996,1746178422.1864192,479,737280.0,0.0,0.9999999403953552,0.5065692663192749,3592
30.08333396911621,54.934715270996094,484,0.11012643575668335,0.4619603753089905,0.0,0.01497395895421505,0.09142442792654037,230.27155656,1746178423.7693508,483,743424.0,0.0,0.9999999403953552,0.5065692663192749,3624
31.94270896911621,54.934715270996094,493,0.1811842918395996,0.3912101089954376,0.0,0.01497395895421505,0.11224596202373505,233.835874536,1746178427.3336582,492,757248.0,0.0,0.9999999403953552,0.5065692663192749,3696
32.10416793823242,54.934715270996094,502,0.09768907725811005,0.35874783992767334,0.0,0.01497395895421505,0.13588379323482513,237.397485882,1746178430.89527,501,771072.0,0.0,0.9999999403953552,0.5065692663192749,3768
