test_returned_won_episode,test_returned_episode_lengths,env_step,qvals,returned_episode_returns,returned_episode,grad_steps,test_returned_episode,loss,test_returned_episode_returns,update_steps,_runtime,returned_won_episode,returned_episode_lengths,_step,_timestamp
0.0,34.2088508605957,546816.0,0.334978312253952,0.3484407067298889,0.02799479104578495,2600,0.9999999403953552,0.06030712276697159,0.48266512155532837,356,171.295770939,0.0,24.11002540588379,355,1746193987.2382958
0.0,34.2088508605957,551424.0,0.3272814154624939,0.32458654046058655,0.02473958395421505,2624,0.9999999403953552,0.060929980129003525,0.48266512155532837,359,172.41109676,0.0,24.86197853088379,358,1746193988.3536017
0.0,34.2088508605957,565248.0,0.333316445350647,0.35734373331069946,0.02734375,2696,0.9999999403953552,0.05673423409461975,0.48266512155532837,368,175.75831122,0.0,24.50065040588379,367,1746193991.7008326
0.0,34.2088508605957,577536.0,0.3239358067512512,0.33848631381988525,0.02669270895421505,2760,0.9999999403953552,0.05199264734983444,0.48266512155532837,376,178.73635155,0.0,23.859375,375,1746193994.6788507
0.0,34.2088508605957,622080.0,0.2991655766963959,0.38209307193756104,0.0234375,2992,0.9999999403953552,0.050700556486845016,0.48266512155532837,405,189.535833702,0.0,24.92122459411621,404,1746194005.478342
0.0,34.2088508605957,634368.0,0.3002467751502991,0.3522753417491913,0.02473958395421505,3056,0.9999999403953552,0.050742730498313904,0.48266512155532837,413,192.577134319,0.0,25.39583396911621,412,1746194008.5194721
0.0,34.2088508605957,642048.0,0.2921707332134247,0.3455045223236084,0.02604166604578495,3096,0.9999999403953552,0.0477893240749836,0.48266512155532837,418,194.437148529,0.0,24.458984375,417,1746194010.379676
0.0,34.2088508605957,700416.0,0.2941184639930725,0.36390623450279236,0.02473958395421505,3400,0.9999999403953552,0.04355799779295921,0.48266512155532837,456,208.586498174,0.0,24.89127540588379,455,1746194024.5290353
0.0,34.2088508605957,724992.0,0.29180437326431274,0.3205501139163971,0.02018229104578495,3528,0.9999999403953552,0.051317691802978516,0.48266512155532837,472,214.539786918,0.0,25.00260353088379,471,1746194030.4823442
0.0,34.2088508605957,766464.0,0.26313358545303345,0.34089842438697815,0.02408854104578495,3744,0.9999999403953552,0.039312414824962616,0.48266512155532837,499,224.587650573,0.0,25.31510353088379,498,1746194040.5301797
0.0,34.2088508605957,832512.0,0.07454315572977066,0.31919267773628235,0.02083333395421505,4088,0.9999999403953552,0.04095523804426193,0.48266512155532837,542,240.599735639,0.0,27.10286521911621,541,1746194056.5422704
0.0,34.2088508605957,883200.0,0.11820641160011292,0.4306802749633789,0.02473958395421505,4352,0.9999999403953552,0.03706788271665573,0.48266512155532837,575,252.88227846,0.0,25.59505271911621,574,1746194068.8247995
0.0,34.2088508605957,890880.0,0.12127889692783356,0.36099931597709656,0.02213541604578495,4392,0.9999999403953552,0.034814316779375076,0.48266512155532837,580,254.743354717,0.0,26.75520896911621,579,1746194070.6858826
0.0,34.2088508605957,892416.0,0.12143372744321823,0.37339189648628235,0.021484375,4400,0.9999999403953552,0.03501123934984207,0.48266512155532837,581,255.115328109,0.0,25.88150978088379,580,1746194071.0578141
0.0,34.2088508605957,898560.0,0.11803343892097473,0.33588865399360657,0.02213541604578495,4432,0.9999999403953552,0.042232662439346313,0.48266512155532837,585,256.605464487,0.0,24.85091209411621,584,1746194072.547986
0.0,34.2088508605957,921600.0,0.13437089323997498,0.19354817271232605,0.033203125,4552,0.9999999403953552,0.03827986493706703,0.48266512155532837,600,262.194285134,0.0,21.50065040588379,599,1746194078.136807
0.0,34.2088508605957,943104.0,0.08918493986129761,0.3870474398136139,0.02473958395421505,4664,0.9999999403953552,0.05148174613714218,0.48266512155532837,614,267.404204799,0.0,25.33203125,613,1746194083.3467298
0.0,34.2088508605957,946176.0,0.0807211697101593,0.31727537512779236,0.02018229104578495,4680,0.9999999403953552,0.03794284164905548,0.48266512155532837,616,268.147415663,0.0,26.11979103088379,615,1746194084.0899312
0.0,34.2088508605957,961536.0,0.08223849534988403,0.34367185831069946,0.0234375,4760,0.9999999403953552,0.03537391871213913,0.48266512155532837,626,271.866785148,0.0,24.93033790588379,625,1746194087.8093138
0.0,34.2088508605957,964608.0,0.08759989589452744,0.31235021352767944,0.02213541604578495,4776,0.9999999403953552,0.038806263357400894,0.48266512155532837,628,272.610645179,0.0,26.0546875,627,1746194088.553172
0.0,34.2088508605957,989184.0,0.03664024919271469,0.4015917181968689,0.0234375,4904,0.9999999403953552,0.12021049857139587,0.48266512155532837,644,278.568060203,0.0,26.15755271911621,643,1746194094.5105858
0.0,36.30160903930664,1012224.0,0.03437776118516922,0.30451494455337524,0.02473958395421505,5024,1.0,0.08523128926753998,0.5589510202407837,659,284.246640824,0.0,25.34375,658,1746194100.1891735
0.0,36.30160903930664,1024512.0,0.010513759218156338,0.40801751613616943,0.021484375,5088,1.0,0.11012767255306244,0.5589510202407837,667,287.225585339,0.0,27.41731834411621,666,1746194103.168025
0.0,36.30160903930664,1033728.0,0.008014248684048653,0.402773380279541,0.0234375,5136,1.0,0.05631982907652855,0.5589510202407837,673,289.457258768,0.0,26.07877540588379,672,1746194105.3997903
0.0,36.30160903930664,1036800.0,0.00884403008967638,0.4417056441307068,0.02278645895421505,5152,1.0,0.05769146978855133,0.5589510202407837,675,290.200861733,0.0,27.00911521911621,674,1746194106.1434116
0.0,36.30160903930664,1101312.0,0.054120197892189026,0.44947582483291626,0.0234375,5488,1.0,0.02832549810409546,0.5589510202407837,717,305.839736142,0.0,25.29036521911621,716,1746194121.7822735
0.0,36.30160903930664,1184256.0,0.06124640628695488,0.47197258472442627,0.02473958395421505,5920,1.0,0.02655532956123352,0.5589510202407837,771,325.941581302,0.0,24.93815040588379,770,1746194141.8841066
0.0,36.30160903930664,1191936.0,0.051784589886665344,0.4407649040222168,0.02213541604578495,5960,1.0,0.06675251573324203,0.5589510202407837,776,327.815273349,0.0,26.20768165588379,775,1746194143.757664
0.0,36.30160903930664,1218048.0,0.06146936118602753,0.44790682196617126,0.02604166604578495,6096,1.0,0.02582423761487007,0.5589510202407837,793,334.142967165,0.0,24.29231834411621,792,1746194150.0854273
0.0,36.30160903930664,1234944.0,0.06176868826150894,0.4795701801776886,0.02734375,6184,1.0,0.026124991476535797,0.5589510202407837,804,338.234580554,0.0,24.08268165588379,803,1746194154.1771078
0.0,36.30160903930664,1241088.0,0.06921684741973877,0.478561133146286,0.02473958395421505,6216,1.0,0.02547360025346279,0.5589510202407837,808,339.722797175,0.0,24.71484375,807,1746194155.6653361
0.0,36.30160903930664,1262592.0,-0.024080442264676094,0.45280593633651733,0.025390625,6328,1.0,0.040303394198417664,0.5589510202407837,822,344.93926281,0.0,25.544921875,821,1746194160.8817804
0.0,36.30160903930664,1271808.0,-0.017836488783359528,0.49194976687431335,0.03125,6376,1.0,0.027643777430057526,0.5589510202407837,828,347.169226969,0.0,22.31184959411621,827,1746194163.1117709
0.0,36.30160903930664,1304064.0,-0.0413922555744648,0.5183950066566467,0.02408854104578495,6544,1.0,0.028102699667215347,0.5589510202407837,849,355.00477298,0.0,24.791015625,848,1746194170.9473193
0.0,36.30160903930664,1305600.0,-0.03611574321985245,0.4872492849826813,0.02734375,6552,1.0,0.025921674445271492,0.5589510202407837,850,355.376749428,0.0,24.044921875,849,1746194171.319301
0.0,36.30160903930664,1324032.0,-0.02198931574821472,0.4718227982521057,0.02278645895421505,6648,1.0,0.024824513122439384,0.5589510202407837,862,359.839790509,0.0,24.66015625,861,1746194175.7823155
0.0,36.30160903930664,1334784.0,-0.015399079769849777,0.4783821105957031,0.0234375,6704,1.0,0.026670055463910103,0.5589510202407837,869,362.450722356,0.0,25.83203125,868,1746194178.3932555
0.0,36.30160903930664,1337856.0,-0.022404659539461136,0.49392563104629517,0.02213541604578495,6720,1.0,0.03714516758918762,0.5589510202407837,871,363.19532469,0.0,25.505859375,870,1746194179.1378436
0.0,36.30160903930664,1342464.0,-0.0146808922290802,0.4644172489643097,0.03125,6744,1.0,0.04773220419883728,0.5589510202407837,874,364.312433904,0.0,22.74674415588379,873,1746194180.254927
0.0,36.30160903930664,1348608.0,0.01924348808825016,0.5060513615608215,0.02669270895421505,6776,1.0,0.02925649844110012,0.5589510202407837,878,365.80114029,0.0,24.67122459411621,877,1746194181.743671
0.0,36.30160903930664,1431552.0,-0.0922270268201828,0.5405174493789673,0.02669270895421505,7208,1.0,0.023226240649819374,0.5589510202407837,932,385.906530978,0.0,25.08072853088379,931,1746194201.8490345
0.0,36.30160903930664,1456128.0,-0.09186920523643494,0.541559100151062,0.025390625,7336,1.0,0.038084726780653,0.5589510202407837,948,391.865621128,0.01822916604578495,24.52018165588379,947,1746194207.808128
0.0,36.30160903930664,1469952.0,-0.13452759385108948,0.4559308588504791,0.017578125,7408,1.0,0.04336082190275192,0.5589510202407837,957,395.21625491,0.0,27.69140625,956,1746194211.15878
0.0,36.30160903930664,1494528.0,-0.13537324965000153,0.4940851628780365,0.02213541604578495,7536,1.0,0.04117768630385399,0.5589510202407837,973,401.180016406,0.0,25.435546875,972,1746194217.1225228
0.021206097677350044,36.19549560546875,1534464.0,-0.1485220044851303,0.5462629199028015,0.0234375,7744,1.0,0.049332261085510254,0.7760303020477295,999,410.939932688,0.02018229104578495,26.01432228088379,998,1746194226.882475
0.021206097677350044,36.19549560546875,1548288.0,-0.1592838168144226,0.45655590295791626,0.021484375,7816,1.0,0.0400383397936821,0.7760303020477295,1008,414.291682395,0.0,24.900390625,1007,1746194230.2342126
0.021206097677350044,36.19549560546875,1555968.0,-0.16961151361465454,0.5244659781455994,0.0234375,7856,1.0,0.04444890469312668,0.7760303020477295,1013,416.152527635,0.0,26.09765625,1012,1746194232.0950372
0.021206097677350044,36.19549560546875,1565184.0,-0.15891242027282715,0.5364257097244263,0.02213541604578495,7904,1.0,0.03586534410715103,0.7760303020477295,1019,418.385470659,0.02799479104578495,27.8671875,1018,1746194234.3279598
0.021206097677350044,36.19549560546875,1569792.0,-0.1611481010913849,0.616913914680481,0.02278645895421505,7928,1.0,0.03350123018026352,0.7760303020477295,1022,419.502335048,0.0755208358168602,26.494140625,1021,1746194235.4448605
0.021206097677350044,36.19549560546875,1572864.0,-0.16681429743766785,0.5628904700279236,0.01953125,7944,1.0,0.025152727961540222,0.7760303020477295,1024,420.246789213,0.0709635391831398,26.34700584411621,1023,1746194236.189308
0.021206097677350044,36.19549560546875,1598976.0,-0.15870986878871918,0.5511944890022278,0.021484375,8080,1.0,0.035951659083366394,0.7760303020477295,1041,426.579955831,0.02864583395421505,27.25390625,1040,1746194242.5224864
0.021206097677350044,36.19549560546875,1625088.0,-0.1899990737438202,0.573980987071991,0.02408854104578495,8216,1.0,0.050726089626550674,0.7760303020477295,1058,432.910772942,0.02213541604578495,25.25065040588379,1057,1746194248.853296
0.021206097677350044,36.19549560546875,1666560.0,-0.2296154499053955,0.6266990900039673,0.01888020895421505,8432,1.0,0.04153188690543175,0.7760303020477295,1085,442.966466023,0.0859375,26.20768165588379,1084,1746194258.9089894
0.021206097677350044,36.19549560546875,1684992.0,-0.2261725664138794,0.6346743702888489,0.017578125,8528,1.0,0.04454264044761658,0.7760303020477295,1097,447.434823617,0.1458333283662796,28.32421875,1096,1746194263.3773518
0.021206097677350044,36.19549560546875,1708032.0,-0.2507705092430115,0.7497133612632751,0.01822916604578495,8648,1.0,0.04714176431298256,0.7760303020477295,1112,453.021091788,0.2024739533662796,28.83854103088379,1111,1746194268.963615
0.021206097677350044,36.19549560546875,1724928.0,-0.27485421299934387,0.6624965667724609,0.017578125,8736,1.0,0.04044350981712341,0.7760303020477295,1123,457.115301163,0.11328125,27.01432228088379,1122,1746194273.057823
0.021206097677350044,36.19549560546875,1771008.0,-0.27655017375946045,0.6362758874893188,0.01692708395421505,8976,1.0,0.08906721323728561,0.7760303020477295,1153,468.286058715,0.130859375,29.921875,1152,1746194284.2285886
0.021206097677350044,36.19549560546875,1783296.0,-0.322438508272171,0.5580043792724609,0.01692708395421505,9040,1.0,0.07852395623922348,0.7760303020477295,1161,471.266459644,0.0625,28.68684959411621,1160,1746194287.2089922
0.021206097677350044,36.19549560546875,1798656.0,-0.32848823070526123,0.6285415291786194,0.01953125,9120,1.0,0.07399338483810425,0.7760303020477295,1171,474.99065921,0.0872395858168602,28.64388084411621,1170,1746194290.9331725
0.021206097677350044,36.19549560546875,1806336.0,-0.3352690637111664,0.659114420413971,0.01627604104578495,9160,1.0,0.1073087677359581,0.7760303020477295,1176,476.853372042,0.1497395783662796,29.12174415588379,1175,1746194292.795899
0.021206097677350044,36.19549560546875,1814016.0,-0.3671468198299408,0.6520767211914062,0.02083333395421505,9200,1.0,0.08625577390193939,0.7760303020477295,1181,478.713829582,0.1334635466337204,27.83072853088379,1180,1746194294.6563725
0.021206097677350044,36.19549560546875,1837056.0,-0.35264819860458374,0.7826821804046631,0.017578125,9320,1.0,0.1111682802438736,0.7760303020477295,1196,484.301419622,0.2389322966337204,28.95247459411621,1195,1746194300.2439477
0.021206097677350044,36.19549560546875,1883136.0,-0.38075119256973267,0.5556476712226868,0.01627604104578495,9560,1.0,0.1331905722618103,0.7760303020477295,1226,495.469922312,0.0846354141831398,28.56315040588379,1225,1746194311.4122653
0.021206097677350044,36.19549560546875,1893888.0,-0.39027732610702515,0.6153513789176941,0.02018229104578495,9616,1.0,0.19586291909217834,0.7760303020477295,1233,498.077837833,0.0709635391831398,28.91015625,1232,1746194314.0203433
0.021206097677350044,36.19549560546875,1895424.0,-0.43416628241539,0.6848403811454773,0.01627604104578495,9624,1.0,0.18106916546821594,0.7760303020477295,1234,498.450466059,0.1829427033662796,30.46614646911621,1233,1746194314.3929915
0.021206097677350044,36.19549560546875,1909248.0,-0.39097291231155396,0.6815623641014099,0.01888020895421505,9696,1.0,0.14453503489494324,0.7760303020477295,1243,501.800008202,0.1393229216337204,28.228515625,1242,1746194317.7425451
0.021206097677350044,36.19549560546875,1918464.0,-0.3796411156654358,0.7751300930976868,0.017578125,9744,1.0,0.15659470856189728,0.7760303020477295,1249,504.034204014,0.189453125,29.20703125,1248,1746194319.9767232
0.021206097677350044,36.19549560546875,1929216.0,-0.4266415238380432,0.6479132771492004,0.01822916604578495,9800,1.0,0.16528137028217316,0.7760303020477295,1256,506.639810401,0.1178385391831398,29.26497459411621,1255,1746194322.5823364
0.6382978558540344,46.39716339111328,2016768.0,-0.3790866434574127,1.0124706029891968,0.01627604104578495,10256,1.0,0.24302932620048523,1.5831246376037598,1313,527.979075851,0.4095052182674408,29.16275978088379,1312,1746194343.921593
0.6382978558540344,46.39716339111328,2027520.0,-0.3842311501502991,0.930146336555481,0.01627604104578495,10312,1.0,0.2718631625175476,1.5831246376037598,1320,530.589778939,0.3424479067325592,29.86197853088379,1319,1746194346.5323136
0.6382978558540344,46.39716339111328,2041344.0,-0.3059629201889038,1.0104230642318726,0.017578125,10384,1.0,0.31047409772872925,1.5831246376037598,1329,533.939968275,0.3834635317325592,29.13932228088379,1328,1746194349.88248
0.6382978558540344,46.39716339111328,2047488.0,-0.3322107195854187,1.025891900062561,0.017578125,10416,1.0,0.364399254322052,1.5831246376037598,1333,535.429157107,0.435546875,28.306640625,1332,1746194351.3716788
0.6382978558540344,46.39716339111328,2052096.0,-0.34519585967063904,1.0296516418457031,0.01627604104578495,10440,1.0,0.37518176436424255,1.5831246376037598,1336,536.545543834,0.4270833432674408,30.279296875,1335,1746194352.4880757
0.6382978558540344,46.39716339111328,2055168.0,-0.34483808279037476,1.1745864152908325,0.01953125,10456,1.0,0.3489644229412079,1.5831246376037598,1338,537.289303287,0.5377604365348816,28.69791603088379,1337,1746194353.231805
0.6382978558540344,46.39716339111328,2107392.0,-0.25207677483558655,1.2637889385223389,0.02083333395421505,10728,1.0,0.39206382632255554,1.5831246376037598,1372,549.93816868,0.59375,28.580078125,1371,1746194365.880701
0.6382978558540344,46.39716339111328,2118144.0,-0.2811681032180786,1.1681476831436157,0.01953125,10784,1.0,0.3583197593688965,1.5831246376037598,1379,552.543523612,0.5182291865348816,28.875,1378,1746194368.4860623
0.6382978558540344,46.39716339111328,2125824.0,-0.26936599612236023,1.1164746284484863,0.01953125,10824,1.0,0.42435234785079956,1.5831246376037598,1384,554.404710739,0.5071614384651184,29.16796875,1383,1746194370.3472376
0.6382978558540344,46.39716339111328,2171904.0,-0.2770150899887085,1.211796760559082,0.01888020895421505,11064,1.0,0.4153023362159729,1.5831246376037598,1414,565.573355613,0.5572916865348816,29.59700584411621,1413,1746194381.5158858
0.6382978558540344,46.39716339111328,2174976.0,-0.2836010158061981,1.1685155630111694,0.01953125,11080,1.0,0.4266120493412018,1.5831246376037598,1416,566.317743795,0.5572916865348816,27.95768165588379,1415,1746194382.2602687
0.6382978558540344,46.39716339111328,2210304.0,-0.3077453672885895,1.2203515768051147,0.02083333395421505,11264,1.0,0.3980013430118561,1.5831246376037598,1439,574.895887951,0.5625,28.95572853088379,1438,1746194390.838415
0.6382978558540344,46.39716339111328,2213376.0,-0.30728328227996826,1.3313639163970947,0.021484375,11280,1.0,0.381143718957901,1.5831246376037598,1441,575.63963474,0.6516926884651184,27.89518165588379,1440,1746194391.582182
0.6382978558540344,46.39716339111328,2214912.0,-0.2847995162010193,1.324488878250122,0.021484375,11288,1.0,0.3910731077194214,1.5831246376037598,1442,576.014120131,0.6497395634651184,28.34830665588379,1441,1746194391.9566064
0.6382978558540344,46.39716339111328,2242560.0,-0.2563418745994568,1.3528777360916138,0.02083333395421505,11432,1.0,0.4236159324645996,1.5831246376037598,1460,582.717719232,0.6744791865348816,28.69010353088379,1459,1746194398.6602533
0.6382978558540344,46.39716339111328,2305536.0,-0.24690616130828857,1.2966927289962769,0.01822916604578495,11760,1.0,0.45711004734039307,1.5831246376037598,1501,597.983794694,0.63671875,29.3203125,1500,1746194413.9263163
0.6382978558540344,46.39716339111328,2311680.0,-0.27163389325141907,1.3050878047943115,0.02018229104578495,11792,1.0,0.4262503981590271,1.5831246376037598,1505,599.472740678,0.6412760615348816,28.12890625,1504,1746194415.4152603
0.6382978558540344,46.39716339111328,2325504.0,-0.25197818875312805,1.3828125,0.02083333395421505,11864,1.0,0.5784218311309814,1.5831246376037598,1514,602.825968452,0.69140625,28.42252540588379,1513,1746194418.7684824
0.6382978558540344,46.39716339111328,2330112.0,-0.24321776628494263,1.3396484851837158,0.01953125,11888,1.0,0.576728105545044,1.5831246376037598,1517,603.940050921,0.6692708134651184,28.93684959411621,1516,1746194419.8825834
0.6382978558540344,46.39716339111328,2347008.0,-0.17462792992591858,1.2197004556655884,0.01692708395421505,11976,1.0,0.447156697511673,1.5831246376037598,1528,608.034325523,0.5911458134651184,29.255859375,1527,1746194423.97683
0.6382978558540344,46.39716339111328,2359296.0,-0.20023459196090698,1.2426854372024536,0.017578125,12040,1.0,0.42485618591308594,1.5831246376037598,1536,611.011150785,0.59765625,29.04296875,1535,1746194426.9536602
0.6382978558540344,46.39716339111328,2379264.0,-0.15842927992343903,1.3068357706069946,0.01953125,12144,1.0,0.45448005199432373,1.5831246376037598,1549,615.846572775,0.6399739384651184,28.30338478088379,1548,1746194431.7890935
0.6382978558540344,46.39716339111328,2390016.0,-0.16654779016971588,1.3034178018569946,0.021484375,12200,1.0,0.4299645721912384,1.5831246376037598,1556,618.45812317,0.6315104365348816,28.326171875,1555,1746194434.4006274
0.6382978558540344,46.39716339111328,2405376.0,-0.17246907949447632,1.3017317056655884,0.01953125,12280,1.0,0.42020630836486816,1.5831246376037598,1566,622.18023461,0.6393229365348816,28.11458396911621,1565,1746194438.1227293
0.6382978558540344,46.39716339111328,2423808.0,-0.14998629689216614,1.3440786600112915,0.02083333395421505,12376,1.0,0.46064767241477966,1.5831246376037598,1578,626.6445294,0.6614583134651184,28.60286521911621,1577,1746194442.587069
0.6382978558540344,46.39716339111328,2465280.0,-0.0728592500090599,1.3580728769302368,0.02018229104578495,12592,1.0,0.40188804268836975,1.5831246376037598,1605,636.688131325,0.6790364384651184,28.39127540588379,1604,1746194452.630659
0.6382978558540344,46.39716339111328,2468352.0,-0.08889930695295334,1.3541666269302368,0.01953125,12608,1.0,0.3979257345199585,1.5831246376037598,1607,637.43259796,0.6770833134651184,28.615234375,1606,1746194453.3751206
0.6382978558540344,46.39716339111328,2483712.0,-0.06533767282962799,1.3723958730697632,0.02083333395421505,12688,1.0,0.337337851524353,1.5831246376037598,1617,641.154555174,0.6861979365348816,28.462890625,1616,1746194457.0970666
0.6382978558540344,46.39716339111328,2491392.0,-0.039983365684747696,1.3529133796691895,0.02278645895421505,12728,1.0,0.3490246832370758,1.5831246376037598,1622,643.015247224,0.6647135615348816,27.94986915588379,1621,1746194458.9577892
0.9919590950012207,41.841373443603516,2497536.0,-0.07366375625133514,1.3502603769302368,0.01822916604578495,12760,1.0,0.31506654620170593,1.9911912679672241,1626,644.585997382,0.6751301884651184,28.92838478088379,1625,1746194460.5285268
0.9919590950012207,41.841373443603516,2543616.0,-0.016343070194125175,1.28403639793396,0.01953125,13000,1.0,0.29095593094825745,1.9911912679672241,1656,655.745068604,0.6295573115348816,28.64778709411621,1655,1746194471.687569
0.9919590950012207,41.841373443603516,2554368.0,0.04059240221977234,1.3385416269302368,0.02213541604578495,13056,1.0,0.29319220781326294,1.9911912679672241,1663,658.349600435,0.6692708134651184,27.9296875,1662,1746194474.2921207
