test_returned_won_episode,returned_episode_returns,returned_episode_lengths,returned_won_episode,update_steps,_step,test_returned_episode_returns,loss,returned_episode,_runtime,test_returned_episode_lengths,test_returned_episode,grad_steps,env_step,qvals,_timestamp
0.0,0.11820747703313828,15.723958969116211,0.0,5,4,0.20085786283016205,0.0,0.0507812537252903,47.786150161,14.252068519592285,1.0,0,7680,0.0,1746173846.5431793
0.0,0.12539063394069672,16.440105438232422,0.0,16,15,0.20085786283016205,0.0,0.0501302108168602,48.45246815,14.252068519592285,1.0,0,24576,0.0,1746173847.209494
0.0,0.1310764104127884,15.539063453674316,0.0,19,18,0.20085786283016205,0.0,0.0527343787252903,48.634088936,14.252068519592285,1.0,0,29184,0.0,1746173847.3911207
0.0,0.12851564586162567,15.583985328674316,0.0,33,32,0.20085786283016205,0.03373052179813385,0.0520833358168602,50.015551545,14.252068519592285,1.0,16,50688,-0.04982380196452141,1746173848.7725554
0.0,0.1424262374639511,14.973307609558105,0.0,43,42,0.20085786283016205,0.042591311037540436,0.0540364608168602,53.274894711,14.252068519592285,1.0,96,66048,0.176244854927063,1746173852.0319173
0.0,0.1348307579755783,15.315755844116211,0.0,49,48,0.20085786283016205,0.02967475727200508,0.0514322929084301,55.23005917,14.252068519592285,1.0,144,75264,0.23994410037994385,1746173853.9870923
0.0,0.13598090410232544,14.983724594116211,0.0,50,49,0.20085786283016205,0.02797108143568039,0.0527343787252903,55.555960686,14.252068519592285,1.0,152,76800,0.2291228175163269,1746173854.3130083
0.0,0.1417751908302307,14.572916984558105,0.0,81,80,0.20085786283016205,0.04444963485002518,0.0566406287252903,65.668893525,14.252068519592285,1.0,400,124416,0.6529044508934021,1746173864.4259229
0.0,0.16269531846046448,14.304688453674316,0.0,86,85,0.20085786283016205,0.047291211783885956,0.0566406287252903,67.302501363,14.252068519592285,1.0,440,132096,0.5947487354278564,1746173866.0595224
0.0,0.15412327647209167,14.554688453674316,0.0,88,87,0.20085786283016205,0.044787004590034485,0.0559895858168602,67.95428474,14.252068519592285,1.0,456,135168,0.5918788313865662,1746173866.7113292
0.0,0.15794271230697632,14.248698234558105,0.0,97,96,0.20085786283016205,0.048803456127643585,0.0585937537252903,70.889941654,14.252068519592285,1.0,528,148992,0.5423004627227783,1746173869.6469693
0.0,0.15839846432209015,14.362630844116211,0.0,100,99,0.20085786283016205,0.04576634243130684,0.0572916679084301,71.867854427,14.252068519592285,1.0,552,153600,0.545689582824707,1746173870.6248817
0.0,0.15520833432674408,15.018229484558105,0.0,101,100,0.20085786283016205,0.04913913831114769,0.0533854179084301,72.193717742,14.252068519592285,1.0,560,155136,0.5484448671340942,1746173870.9507527
0.0,0.15340714156627655,14.607422828674316,0.0,103,102,0.20085786283016205,0.07577647268772125,0.0566406287252903,72.845716755,14.252068519592285,1.0,576,158208,0.5504937171936035,1746173871.6027489
0.0,0.16950954496860504,14.677083969116211,0.0,123,122,0.20085786283016205,0.06706388294696808,0.0566406287252903,79.370939151,14.252068519592285,1.0,736,188928,0.4942246377468109,1746173878.1279533
0.0,0.18483074009418488,14.395833969116211,0.0,147,146,0.20085786283016205,0.0748312920331955,0.0572916679084301,87.199192419,14.252068519592285,1.0,928,225792,0.38202840089797974,1746173885.956237
0.0,0.17792969942092896,13.745443344116211,0.0,156,155,0.20085786283016205,0.07533764094114304,0.0605468787252903,90.135501399,14.252068519592285,1.0,1000,239616,0.4024081826210022,1746173888.8925145
0.0,0.17680124938488007,13.704427719116211,0.0,157,156,0.20085786283016205,0.0999557375907898,0.0605468787252903,90.479463241,14.252068519592285,1.0,1008,241152,0.4004952907562256,1746173889.2220206
0.0,0.18480905890464783,14.335287094116211,0.0,166,165,0.20085786283016205,0.13685455918312073,0.0579427108168602,93.39961209,14.252068519592285,1.0,1080,254976,0.26650846004486084,1746173892.1566398
0.0,0.19409723579883575,14.263021469116211,0.0,177,176,0.20085786283016205,0.060228098183870316,0.0579427108168602,96.986387259,14.252068519592285,1.0,1168,271872,0.26205310225486755,1746173895.7434335
0.0,0.20516495406627655,14.324219703674316,0.0,191,190,0.20085786283016205,0.07452124357223511,0.0598958358168602,101.550146211,14.252068519592285,1.0,1280,293376,0.2690659761428833,1746173900.307182
0.0,0.197048619389534,14.253255844116211,0.0,196,195,0.20085786283016205,0.0803009644150734,0.0579427108168602,103.179802561,14.252068519592285,1.0,1320,301056,0.24550525844097137,1746173901.9368443
