update_steps,test_returned_episode_lengths,test_returned_episode,_step,returned_episode_returns,returned_won_episode,grad_steps,test_returned_episode_returns,returned_episode,returned_episode_lengths,_runtime,qvals,loss,test_returned_won_episode,env_step,_timestamp
343,19.10226058959961,0.9999999403953552,342,0.2785748541355133,0.0,2496,0.5923426747322083,0.0475260429084301,16.46224021911621,206.145986319,0.1782650649547577,0.23749381303787231,0.0,526848.0,1746168997.8562071
363,19.10226058959961,0.9999999403953552,362,0.3177083730697632,0.0,2656,0.5923426747322083,0.0540364608168602,14.895833969116211,215.253888172,0.13349111378192902,0.19760002195835114,0.0,557568.0,1746169006.9640176
375,19.10226058959961,0.9999999403953552,374,0.3245265483856201,0.0,2752,0.5923426747322083,0.0540364608168602,15.014323234558105,220.713620385,0.1575777232646942,0.06427694857120514,0.0,576000.0,1746169012.4238508
388,19.10226058959961,0.9999999403953552,387,0.349739670753479,0.0,2856,0.5923426747322083,0.0553385429084301,14.837240219116211,226.635861423,0.16678744554519653,0.043031055480241776,0.0,595968.0,1746169018.346169
394,19.10226058959961,0.9999999403953552,393,0.3372396230697632,0.0,2904,0.5923426747322083,0.0540364608168602,14.947916984558105,229.373780485,0.17333658039569855,0.05672937631607056,0.0,605184.0,1746169021.08403
418,19.10226058959961,0.9999999403953552,417,0.36336418986320496,0.0,3096,0.5923426747322083,0.0566406287252903,14.389974594116211,240.440058118,0.18143269419670105,0.04600755125284195,0.0,642048.0,1746169032.1503425
419,19.10226058959961,0.9999999403953552,418,0.3705848157405853,0.0,3104,0.5923426747322083,0.0605468787252903,13.772135734558105,240.898899415,0.18111810088157654,0.06168761104345322,0.0,643584.0,1746169032.6091871
426,19.10226058959961,0.9999999403953552,425,0.38175907731056213,0.0,3160,0.5923426747322083,0.0618489608168602,13.751954078674316,244.084985668,0.1603318452835083,0.0551188699901104,0.0,654336.0,1746169035.7952073
430,19.10226058959961,0.9999999403953552,429,0.37536701560020447,0.0,3192,0.5923426747322083,0.0579427108168602,14.194010734558105,245.894964072,0.1403670758008957,0.05736582726240158,0.0,660480.0,1746169037.605192
437,19.10226058959961,0.9999999403953552,436,0.35600149631500244,0.0,3248,0.5923426747322083,0.0507812537252903,15.925782203674316,249.106478637,0.16351604461669922,0.047769300639629364,0.0,671232.0,1746169040.8167489
441,19.10226058959961,0.9999999403953552,440,0.3823864161968231,0.0,3280,0.5923426747322083,0.0546875037252903,14.868490219116211,250.952185697,0.16596479713916779,0.06426696479320526,0.0,677376.0,1746169042.6622741
444,19.10226058959961,0.9999999403953552,443,0.3537405729293823,0.0,3304,0.5923426747322083,0.0553385429084301,14.238282203674316,252.30333711,0.16912826895713806,0.05795715004205704,0.0,681984.0,1746169044.0136158
463,19.10226058959961,0.9999999403953552,462,0.40066295862197876,0.0,3456,0.5923426747322083,0.0533854179084301,14.891927719116211,260.938515695,0.17576394975185394,0.06257649511098862,0.0,711168.0,1746169052.6487327
464,19.10226058959961,0.9999999403953552,463,0.4017992913722992,0.0,3464,0.5923426747322083,0.0585937537252903,14.513672828674316,261.409536911,0.1793103963136673,0.0485486201941967,0.0,712704.0,1746169053.1195927
477,19.10226058959961,0.9999999403953552,476,0.4024384915828705,0.0,3568,0.5923426747322083,0.0605468787252903,13.756510734558105,267.303931291,0.17398416996002197,0.04392502084374428,0.0,732672.0,1746169059.0142255
490,19.10226058959961,0.9999999403953552,489,0.43392521142959595,0.0,3672,0.5923426747322083,0.0566406287252903,14.466797828674316,273.247663518,0.18635283410549164,0.05026933178305626,0.0,752640.0,1746169064.9579291
494,19.10226058959961,0.9999999403953552,493,0.41135185956954956,0.0,3704,0.5923426747322083,0.0631510466337204,13.104166984558105,275.052387208,0.19115807116031647,0.06099914014339447,0.0,758784.0,1746169066.7627256
516,19.10226058959961,0.9999999403953552,515,0.47019413113594055,0.0,3880,0.5923426747322083,0.0611979216337204,13.817057609558105,285.115868246,0.180513396859169,0.04306419938802719,0.0,792576.0,1746169076.8257902
521,19.10226058959961,0.9999999403953552,520,0.42852750420570374,0.0,3920,0.5923426747322083,0.0585937537252903,13.442708969116211,287.370864224,0.17584927380084991,0.04260026663541794,0.0,800256.0,1746169079.0811455
524,19.10226058959961,0.9999999403953552,523,0.46045222878456116,0.0,3944,0.5923426747322083,0.0631510466337204,13.225260734558105,288.7226997,0.1597360372543335,0.04727250710129738,0.0,804864.0,1746169080.4329677
536,19.10226058959961,0.9999999403953552,535,0.4490412175655365,0.0,4040,0.5923426747322083,0.06640625,12.911458969116211,294.177873626,0.17177380621433258,0.0647115632891655,0.0,823296.0,1746169085.8881364
538,19.10226058959961,0.9999999403953552,537,0.4666903614997864,0.0,4056,0.5923426747322083,0.0546875037252903,14.301432609558105,295.079421795,0.18356381356716156,0.07142283022403717,0.0,826368.0,1746169086.7896826
567,19.10226058959961,0.9999999403953552,566,0.531794548034668,0.0,4288,0.5923426747322083,0.0598958358168602,13.786458969116211,308.281740017,0.1429191529750824,0.14883185923099518,0.0,870912.0,1746169099.9920244
574,19.10226058959961,0.9999999403953552,573,0.5563329458236694,0.010416666977107525,4344,0.5923426747322083,0.0592447929084301,14.258463859558105,311.484583623,0.177413210272789,0.05627261847257614,0.0,881664.0,1746169103.1948626
582,19.10226058959961,0.9999999403953552,581,0.5291193723678589,0.0,4408,0.5923426747322083,0.0605468787252903,13.893229484558105,315.096289358,0.18174919486045837,0.051068440079689026,0.0,893952.0,1746169106.80643
591,19.10226058959961,0.9999999403953552,590,0.5445430874824524,0.0,4480,0.5923426747322083,0.0625,13.521485328674316,319.217161656,0.16840693354606628,0.051444634795188904,0.0,907776.0,1746169110.9274118
595,19.10226058959961,0.9999999403953552,594,0.4499526917934418,0.0,4512,0.5923426747322083,0.0638020858168602,13.165365219116211,321.023609509,0.1128208190202713,0.15392911434173584,0.0,913920.0,1746169112.7338946
613,19.10226058959961,0.9999999403953552,612,0.5712358355522156,0.0,4656,0.5923426747322083,0.0605468787252903,13.785157203674316,329.223298225,0.13864639401435852,0.05591827630996704,0.0,941568.0,1746169120.933575
621,19.10226058959961,0.9999999403953552,620,0.5726799368858337,0.0,4720,0.5923426747322083,0.0592447929084301,13.959635734558105,332.877285353,0.11722972989082336,0.05481067672371864,0.0,953856.0,1746169124.5875487
632,19.10226058959961,0.9999999403953552,631,0.5101444721221924,0.0,4808,0.5923426747322083,0.0436197929084301,17.092449188232422,337.87159028,0.10958413779735565,0.07180936634540558,0.0,970752.0,1746169129.5818605
643,19.10226058959961,0.9999999403953552,642,0.58760666847229,0.0,4896,0.5923426747322083,0.0605468787252903,13.933594703674316,342.881507702,0.10522671043872833,0.06903883814811707,0.0,987648.0,1746169134.5917735
647,19.10226058959961,0.9999999403953552,646,0.6061554551124573,0.00911458395421505,4928,0.5923426747322083,0.0585937537252903,14.082682609558105,344.687378503,0.10554911196231842,0.05995180457830429,0.0,993792.0,1746169136.3976834
665,16.502431869506836,1.0,664,0.6163116693496704,0.01888020895421505,5072,0.7273759245872498,0.0585937537252903,14.190104484558105,352.993201366,0.08231141418218613,0.06513182818889618,0.018638573586940765,1021440.0,1746169144.7034945
676,16.502431869506836,1.0,675,0.5998699069023132,0.0,5160,0.7273759245872498,0.0585937537252903,14.140625953674316,358.020952891,0.09703927487134933,0.0773421972990036,0.018638573586940765,1038336.0,1746169149.7310956
685,16.502431869506836,1.0,684,0.6229996681213379,0.00911458395421505,5232,0.7273759245872498,0.0592447929084301,13.964193344116211,362.11516623,0.062392450869083405,0.08493340015411377,0.018638573586940765,1052160.0,1746169153.8254688
702,16.502431869506836,1.0,701,0.5953954458236694,0.004557291977107525,5368,0.7273759245872498,0.0572916679084301,14.262370109558105,369.811994406,0.03689337149262428,0.07451581954956055,0.018638573586940765,1078272.0,1746169161.5222442
703,16.502431869506836,1.0,702,0.6043561697006226,0.010416666977107525,5376,0.7273759245872498,0.0605468787252903,13.690755844116211,370.288440104,0.030588509514927864,0.06894847005605698,0.018638573586940765,1079808.0,1746169161.998612
730,16.502431869506836,1.0,729,0.6312501430511475,0.02148437686264515,5592,0.7273759245872498,0.0592447929084301,14.069662094116211,382.548891253,-0.019828829914331436,0.09952154010534286,0.018638573586940765,1121280.0,1746169174.2591364
736,16.502431869506836,1.0,735,0.6100142598152161,0.0,5640,0.7273759245872498,0.0611979216337204,13.773438453674316,385.306732222,-0.0260503888130188,0.08596209436655045,0.018638573586940765,1130496.0,1746169177.0169592
739,16.502431869506836,1.0,738,0.62471604347229,0.011718750931322575,5664,0.7273759245872498,0.0618489608168602,13.698568344116211,386.698567683,-0.011822717264294624,0.11283240467309952,0.018638573586940765,1135104.0,1746169178.4086652
781,16.502431869506836,1.0,780,0.5983191728591919,0.0,6000,0.7273759245872498,0.0611979216337204,13.601563453674316,405.800860941,0.010396933183073997,0.08345364034175873,0.018638573586940765,1199616.0,1746169197.511151
794,16.502431869506836,1.0,793,0.5481297969818115,0.00911458395421505,6104,0.7273759245872498,0.0540364608168602,13.854166984558105,411.757127682,-0.044871699064970016,0.1053791344165802,0.018638573586940765,1219584.0,1746169203.467412
841,16.502431869506836,1.0,840,0.6290839314460754,0.014322916977107525,6480,0.7273759245872498,0.0611979216337204,13.744141578674316,433.192481658,-0.07464200258255005,0.09454908967018127,0.018638573586940765,1291776.0,1746169224.9027565
844,16.502431869506836,1.0,843,0.6825640201568604,0.0423177108168602,6504,0.7273759245872498,0.0572916679084301,14.267579078674316,434.54501697,-0.06953196227550507,0.08799871802330017,0.018638573586940765,1296384.0,1746169226.255278
870,16.502431869506836,1.0,869,0.6188803315162659,0.01692708395421505,6712,0.7273759245872498,0.0611979216337204,13.835938453674316,446.358974408,-0.17836008965969086,0.16417723894119263,0.018638573586940765,1336320.0,1746169238.0692549
872,16.502431869506836,1.0,871,0.5966620445251465,0.0,6728,0.7273759245872498,0.0638020858168602,13.294922828674316,447.260838158,-0.22608336806297302,0.1321837306022644,0.018638573586940765,1339392.0,1746169238.9711173
873,16.502431869506836,1.0,872,0.6079901456832886,0.0,6736,0.7273759245872498,0.0618489608168602,13.569662094116211,447.7117176,-0.22814995050430298,0.126226544380188,0.018638573586940765,1340928.0,1746169239.4219754
876,16.502431869506836,1.0,875,0.6067945957183838,0.0,6760,0.7273759245872498,0.0611979216337204,13.694010734558105,449.072329958,-0.22938483953475952,0.11191578209400177,0.018638573586940765,1345536.0,1746169240.7825503
887,16.502431869506836,1.0,886,0.6813211441040039,0.0449218787252903,6848,0.7273759245872498,0.0592447929084301,14.105469703674316,454.058560667,-0.23110081255435944,0.0938962996006012,0.018638573586940765,1362432.0,1746169245.768834
896,16.502431869506836,1.0,895,0.6482363939285278,0.01888020895421505,6920,0.7273759245872498,0.0579427108168602,14.209635734558105,458.212646896,-0.18886549770832062,0.10599566251039505,0.018638573586940765,1376256.0,1746169249.922725
902,16.502431869506836,1.0,901,0.6251422166824341,0.0,6968,0.7273759245872498,0.0592447929084301,14.056641578674316,460.920845536,-0.1942412108182907,0.09727859497070312,0.018638573586940765,1385472.0,1746169252.6311023
910,16.502431869506836,1.0,909,0.6348841190338135,0.02083333395421505,7032,0.7273759245872498,0.0592447929084301,13.999349594116211,464.570932148,-0.18817001581192017,0.12238366901874542,0.018638573586940765,1397760.0,1746169256.2811952
913,16.502431869506836,1.0,912,0.6590082049369812,0.02148437686264515,7056,0.7273759245872498,0.0585937537252903,14.159505844116211,465.920047517,-0.2000797986984253,0.10419897735118866,0.018638573586940765,1402368.0,1746169257.6303012
932,16.502431869506836,1.0,931,0.6667851209640503,0.03125,7208,0.7273759245872498,0.0566406287252903,14.556641578674316,474.553224358,-0.15601877868175507,0.11042401194572449,0.018638573586940765,1431552.0,1746169266.2634723
945,16.502431869506836,1.0,944,0.6447799205780029,0.0305989608168602,7312,0.7273759245872498,0.0598958358168602,14.022787094116211,480.461932059,-0.13005101680755615,0.08945086598396301,0.018638573586940765,1451520.0,1746169272.1720724
968,16.502431869506836,1.0,967,0.6156250834465027,0.009765625931322575,7496,0.7273759245872498,0.0566406287252903,14.299479484558105,490.95976582,-0.23970742523670197,0.08807067573070526,0.018638573586940765,1486848.0,1746169282.6699886
994,16.250396728515625,1.0,993,0.6767046451568604,0.0481770858168602,7704,0.7879172563552856,0.0520833358168602,15.466146469116211,502.90486869,-0.28091004490852356,0.11691714078187943,0.05018489062786102,1526784.0,1746169294.615148
995,16.250396728515625,1.0,994,0.6614466309547424,0.03515625,7712,0.7879172563552856,0.0533854179084301,15.203125953674316,503.356276974,-0.26575732231140137,0.142114520072937,0.05018489062786102,1528320.0,1746169295.0665488
1005,16.250396728515625,1.0,1004,0.6738637685775757,0.0462239608168602,7792,0.7879172563552856,0.0572916679084301,14.536458969116211,507.914465352,-0.1579238921403885,0.15167832374572754,0.05018489062786102,1543680.0,1746169299.6247728
1011,16.250396728515625,1.0,1010,0.6682056188583374,0.0319010429084301,7840,0.7879172563552856,0.0559895858168602,14.668620109558105,510.668745311,-0.11199437081813812,0.1402377039194107,0.05018489062786102,1552896.0,1746169302.3789968
1025,16.250396728515625,1.0,1024,0.7539181709289551,0.13671875,7952,0.7879172563552856,0.0416666679084301,16.78059959411621,517.067892924,-0.21566049754619598,0.11680396646261215,0.05018489062786102,1574400.0,1746169308.7780168
1086,16.250396728515625,1.0,1085,0.6457387804985046,0.0319010429084301,8440,0.7879172563552856,0.0553385429084301,14.526041984558105,544.809191897,-0.2990846633911133,0.19342365860939026,0.05018489062786102,1668096.0,1746169336.519354
1117,16.250396728515625,1.0,1116,0.7280541062355042,0.0768229216337204,8688,0.7879172563552856,0.0527343787252903,15.240886688232422,558.937842536,-0.43947362899780273,0.29675716161727905,0.05018489062786102,1715712.0,1746169350.648093
1126,16.250396728515625,1.0,1125,0.612216055393219,0.03125,8760,0.7879172563552856,0.0468750037252903,16.625,563.035788216,-0.36005479097366333,0.43918365240097046,0.05018489062786102,1729536.0,1746169354.7460353
1135,16.250396728515625,1.0,1134,0.6591265797615051,0.0358072929084301,8832,0.7879172563552856,0.0533854179084301,15.368490219116211,567.146065528,-0.4444888234138489,0.32860487699508667,0.05018489062786102,1743360.0,1746169358.856339
1158,16.250396728515625,1.0,1157,0.6694010496139526,0.0527343787252903,9016,0.7879172563552856,0.0514322929084301,15.395833969116211,577.607735518,-0.4628514051437378,0.34927764534950256,0.05018489062786102,1778688.0,1746169369.3179407
1163,16.250396728515625,1.0,1162,0.6577179431915283,0.0221354179084301,9056,0.7879172563552856,0.0540364608168602,15.119141578674316,579.898938242,-0.49888867139816284,0.5241054892539978,0.05018489062786102,1786368.0,1746169371.608981
1176,16.250396728515625,1.0,1175,0.7205020785331726,0.0820312574505806,9160,0.7879172563552856,0.0468750037252903,16.195964813232422,585.825672044,-0.6358791589736938,0.34204089641571045,0.05018489062786102,1806336.0,1746169377.5359552
1204,16.250396728515625,1.0,1203,0.6084399819374084,0.02343750186264515,9384,0.7879172563552856,0.0442708358168602,16.949871063232422,598.560009633,-0.7217574119567871,0.48145610094070435,0.05018489062786102,1849344.0,1746169390.2702806
1212,16.250396728515625,1.0,1211,0.7103694677352905,0.064453125,9448,0.7879172563552856,0.0514322929084301,16.10872459411621,602.174223909,-0.6746294498443604,0.4399517774581909,0.05018489062786102,1861632.0,1746169393.88435
1221,16.250396728515625,1.0,1220,0.6698864102363586,0.0358072929084301,9520,0.7879172563552856,0.0520833358168602,15.638021469116211,606.271579091,-0.6795624494552612,0.4054272770881653,0.05018489062786102,1875456.0,1746169397.981848
1227,16.250396728515625,1.0,1226,0.7447325587272644,0.1041666716337204,9568,0.7879172563552856,0.0462239608168602,16.738933563232422,609.020164121,-0.7014284133911133,0.6070643663406372,0.05018489062786102,1884672.0,1746169400.7301762
1232,16.250396728515625,1.0,1231,0.7438448071479797,0.0983072966337204,9608,0.7879172563552856,0.0481770858168602,16.35481834411621,611.27553731,-0.6820157766342163,0.5049539804458618,0.05018489062786102,1892352.0,1746169402.9858117
1255,16.250396728515625,1.0,1254,0.6930162310600281,0.0527343787252903,9792,0.7879172563552856,0.0475260429084301,16.5390625,621.73779365,-0.6324738264083862,0.7175369262695312,0.05018489062786102,1927680.0,1746169413.4478843
1266,16.250396728515625,1.0,1265,0.7385655045509338,0.0846354216337204,9880,0.7879172563552856,0.0494791679084301,15.999349594116211,626.733837859,-0.5160386562347412,0.7049747705459595,0.05018489062786102,1944576.0,1746169418.4441037
1268,16.250396728515625,1.0,1267,0.7141454219818115,0.0598958358168602,9896,0.7879172563552856,0.0468750037252903,16.5859375,627.675381384,-0.5891042947769165,0.6548689603805542,0.05018489062786102,1947648.0,1746169419.385604
1281,16.250396728515625,1.0,1280,0.6964252591133118,0.0605468787252903,10000,0.7879172563552856,0.0468750037252903,16.67513084411621,633.568630889,-0.5428231358528137,0.7685180306434631,0.05018489062786102,1967616.0,1746169425.2788723
1294,16.250396728515625,1.0,1293,0.71364825963974,0.06640625,10104,0.7879172563552856,0.0468750037252903,16.85091209411621,639.506724922,-0.5945044755935669,0.7208626866340637,0.05018489062786102,1987584.0,1746169431.2168856
1303,20.80559539794922,1.0000001192092896,1302,0.6595526933670044,0.0481770858168602,10176,1.074416160583496,0.0455729179084301,17.09309959411621,643.677198761,-0.5917928218841553,0.7412409782409668,0.24654696881771088,2001408.0,1746169435.3874924
1313,20.80559539794922,1.0000001192092896,1312,0.733724057674408,0.0878906324505806,10256,1.074416160583496,0.0475260429084301,17.090496063232422,648.21671654,-0.5877426266670227,0.8055447340011597,0.24654696881771088,2016768.0,1746169439.926999
1363,20.80559539794922,1.0000001192092896,1362,0.8018822073936462,0.125,10656,1.074416160583496,0.0449218787252903,17.565105438232422,670.988012405,-0.6406748294830322,0.8893560171127319,0.24654696881771088,2093568.0,1746169462.6982634
1397,20.80559539794922,1.0000001192092896,1396,0.7772373557090759,0.1152343824505806,10928,1.074416160583496,0.0481770858168602,16.650390625,686.543050668,-0.7240592837333679,0.7660599946975708,0.24654696881771088,2145792.0,1746169478.2532878
1406,20.80559539794922,1.0000001192092896,1405,0.7006155848503113,0.0748697966337204,11000,1.074416160583496,0.0462239608168602,16.111980438232422,690.60569696,-0.7758798003196716,0.7774595022201538,0.24654696881771088,2159616.0,1746169482.3158736
1416,20.80559539794922,1.0000001192092896,1415,0.747750997543335,0.0989583358168602,11080,1.074416160583496,0.0494791679084301,16.270183563232422,695.154093745,-0.7703608274459839,0.8505878448486328,0.24654696881771088,2174976.0,1746169486.8643665
1417,20.80559539794922,1.0000001192092896,1416,0.8051373958587646,0.1393229216337204,11088,1.074416160583496,0.0468750037252903,16.783855438232422,695.605138769,-0.7692139148712158,0.8207978010177612,0.24654696881771088,2176512.0,1746169487.3154225
1425,20.80559539794922,1.0000001192092896,1424,0.7424125671386719,0.0859375074505806,11152,1.074416160583496,0.0468750037252903,16.82356834411621,699.243172643,-0.7697792053222656,0.7593406438827515,0.24654696881771088,2188800.0,1746169490.9534733
1438,20.80559539794922,1.0000001192092896,1437,0.7068774700164795,0.0611979216337204,11256,1.074416160583496,0.0481770858168602,16.123046875,705.160880221,-0.8397148847579956,0.8125380277633667,0.24654696881771088,2208768.0,1746169496.8711572
1474,20.80559539794922,1.0000001192092896,1473,0.7178978323936462,0.0722656324505806,11544,1.074416160583496,0.0514322929084301,15.643230438232422,721.609460251,-0.7950032949447632,0.7137845158576965,0.24654696881771088,2264064.0,1746169513.3197012
1504,20.80559539794922,1.0000001192092896,1503,0.806001603603363,0.1315104216337204,11784,1.074416160583496,0.0481770858168602,16.35481834411621,735.252038837,-0.9304332733154297,0.7769473791122437,0.24654696881771088,2310144.0,1746169526.9622517
1522,20.80559539794922,1.0000001192092896,1521,0.7253315448760986,0.0696614608168602,11928,1.074416160583496,0.0475260429084301,16.229167938232422,743.463108717,-1.0036628246307373,0.6699893474578857,0.24654696881771088,2337792.0,1746169535.1733363
1546,20.80559539794922,1.0000001192092896,1545,0.7515863180160522,0.0807291716337204,12120,1.074416160583496,0.0481770858168602,16.20052146911621,754.369678075,-0.9701866507530212,0.5662407875061035,0.24654696881771088,2374656.0,1746169546.079742
1569,20.80559539794922,1.0000001192092896,1568,0.7612572312355042,0.0904947966337204,12304,1.074416160583496,0.0468750037252903,16.61458396911621,764.809560267,-0.9773383140563965,0.5698451995849609,0.24654696881771088,2409984.0,1746169556.519828
1575,20.80559539794922,1.0000001192092896,1574,0.7248107194900513,0.0748697966337204,12352,1.074416160583496,0.0475260429084301,16.2578125,767.526477024,-1.0124025344848633,0.5820102691650391,0.24654696881771088,2419200.0,1746169559.2367482
1585,20.80559539794922,1.0000001192092896,1584,0.9152936935424805,0.2285156399011612,12432,1.074416160583496,0.0462239608168602,16.72200584411621,772.061319974,-1.071150779724121,0.5999282598495483,0.24654696881771088,2434560.0,1746169563.771625
1587,20.80559539794922,1.0000001192092896,1586,0.7965673208236694,0.126953125,12448,1.074416160583496,0.0475260429084301,16.361328125,772.975790667,-1.0539751052856445,0.6265190839767456,0.24654696881771088,2437632.0,1746169564.6859705
1592,20.80559539794922,1.0000001192092896,1591,0.8358073830604553,0.1536458432674408,12488,1.074416160583496,0.0475260429084301,16.439453125,775.265652395,-0.9764666557312012,0.6384844183921814,0.24654696881771088,2445312.0,1746169566.975931
1596,20.80559539794922,1.0000001192092896,1595,0.748875617980957,0.0937500074505806,12520,1.074416160583496,0.0501302108168602,15.613933563232422,777.06863216,-1.0529589653015137,0.7518643140792847,0.24654696881771088,2451456.0,1746169568.7789242
1605,20.80559539794922,1.0000001192092896,1604,0.735262930393219,0.0768229216337204,12592,1.074416160583496,0.0494791679084301,15.784505844116211,781.163977899,-1.1172034740447998,0.6817326545715332,0.24654696881771088,2465280.0,1746169572.874215
1616,20.80559539794922,1.0000001192092896,1615,0.6877487301826477,0.0488281287252903,12680,1.074416160583496,0.0507812537252903,15.615235328674316,786.203606483,-1.13153076171875,0.6969636082649231,0.24654696881771088,2482176.0,1746169577.9138613
1622,20.80559539794922,1.0000001192092896,1621,0.7506155967712402,0.0924479216337204,12728,1.074416160583496,0.0481770858168602,16.08138084411621,788.911879132,-1.1063510179519653,0.6813299655914307,0.24654696881771088,2491392.0,1746169580.6220212
1623,20.80559539794922,1.0000001192092896,1622,0.7589963674545288,0.1009114608168602,12736,1.074416160583496,0.0501302108168602,15.869792938232422,789.365616504,-1.0878381729125977,0.6498323082923889,0.24654696881771088,2492928.0,1746169581.0758686
1624,20.80559539794922,1.0000001192092896,1623,0.7477155327796936,0.0917968824505806,12744,1.074416160583496,0.0501302108168602,15.947266578674316,789.831808211,-1.0879298448562622,0.6601442098617554,0.24654696881771088,2494464.0,1746169581.5418887
