grad_steps,returned_won_episode,test_returned_won_episode,returned_episode,test_returned_episode_returns,qvals,_runtime,loss,_timestamp,env_step,returned_episode_returns,returned_episode_lengths,test_returned_episode,update_steps,_step,test_returned_episode_lengths
2656,0.0,0.0,0.01953125,0.1311044842004776,0.33864882588386536,144.658349881,0.13583466410636902,1746193237.9110823,557568.0,0.12532812356948853,27.71028709411621,0.9999999403953552,363,362,38.220943450927734
2752,0.0,0.0,0.015625,0.1311044842004776,0.31973546743392944,148.210287146,0.1094726026058197,1746193241.463002,576000.0,0.17823001742362976,30.58268165588379,0.9999999403953552,375,374,38.220943450927734
2856,0.0,0.0,0.02213541604578495,0.1311044842004776,0.36670780181884766,152.062295061,0.14275658130645752,1746193245.315035,595968.0,0.1431206464767456,27.20768165588379,0.9999999403953552,388,387,38.220943450927734
2904,0.0,0.0,0.02408854104578495,0.1311044842004776,0.2939043343067169,153.837714976,0.3818124532699585,1746193247.0904505,605184.0,0.12503471970558167,26.158203125,0.9999999403953552,394,393,38.220943450927734
3096,0.0,0.0,0.014973958022892475,0.1311044842004776,0.3560565114021301,160.99810492699999,0.23910704255104065,1746193254.250762,642048.0,0.17397655546665192,29.50520896911621,0.9999999403953552,418,417,38.220943450927734
3104,0.0,0.0,0.01822916604578495,0.1311044842004776,0.3833427131175995,161.293850074,0.23382511734962463,1746193254.5465324,643584.0,0.15569530427455902,28.529296875,0.9999999403953552,419,418,38.220943450927734
3160,0.0,0.0,0.02408854104578495,0.1311044842004776,0.3248266279697418,163.3656091,0.21640902757644653,1746193256.6183248,654336.0,0.13868923485279083,27.48893165588379,0.9999999403953552,426,425,38.220943450927734
3192,0.0,0.0,0.015625,0.1311044842004776,0.3247303366661072,164.550188268,0.19319979846477509,1746193257.802889,660480.0,0.15638279914855957,29.99349021911621,0.9999999403953552,430,429,38.220943450927734
3248,0.0,0.0,0.0234375,0.1311044842004776,0.3529832661151886,166.621773806,0.22105741500854492,1746193259.8744895,671232.0,0.1373758614063263,25.97005271911621,0.9999999403953552,437,436,38.220943450927734
3280,0.0,0.0,0.015625,0.1311044842004776,0.36253443360328674,167.804808166,0.24598126113414764,1746193261.0575297,677376.0,0.1548810750246048,30.76302146911621,0.9999999403953552,441,440,38.220943450927734
3304,0.0,0.0,0.0234375,0.1311044842004776,0.3606792688369751,168.692845112,0.22350642085075378,1746193261.9455552,681984.0,0.13016840815544128,26.05924415588379,0.9999999403953552,444,443,38.220943450927734
3456,0.0,0.0,0.014973958022892475,0.1311044842004776,0.3890637457370758,174.319920827,0.2864316701889038,1746193267.5726364,711168.0,0.14146788418293,30.32421875,0.9999999403953552,463,462,38.220943450927734
3464,0.0,0.0,0.017578125,0.1311044842004776,0.37724927067756653,174.615929472,0.22837713360786438,1746193267.8686414,712704.0,0.1533367931842804,28.55599021911621,0.9999999403953552,464,463,38.220943450927734
3568,0.0,0.0,0.017578125,0.1311044842004776,0.44103074073791504,178.463310575,0.31763845682144165,1746193271.7160373,732672.0,0.17565971612930298,28.67057228088379,0.9999999403953552,477,476,38.220943450927734
3672,0.0,0.0,0.013671875,0.1311044842004776,0.4011256694793701,182.314584793,0.18476006388664246,1746193275.5673027,752640.0,0.13282117247581482,32.04166793823242,0.9999999403953552,490,489,38.220943450927734
3704,0.0,0.0,0.014973958022892475,0.1311044842004776,0.4296606183052063,183.498505859,0.21197263896465302,1746193276.7512627,758784.0,0.18303905427455902,30.85677146911621,0.9999999403953552,494,493,38.220943450927734
3880,0.0,0.0,0.014322916977107525,0.1311044842004776,0.34109628200531006,190.01695736,0.23713067173957825,1746193283.2697017,792576.0,0.15025779604911804,31.88150978088379,0.9999999403953552,516,515,38.220943450927734
3920,0.0,0.0,0.015625,0.1311044842004776,0.3709248900413513,191.495957447,0.22010177373886108,1746193284.748683,800256.0,0.15467968583106995,31.4453125,0.9999999403953552,521,520,38.220943450927734
3944,0.0,0.0,0.015625,0.1311044842004776,0.36680126190185547,192.383711685,0.2077888399362564,1746193285.636442,804864.0,0.17668314278125763,31.28515625,0.9999999403953552,524,523,38.220943450927734
4040,0.0,0.0,0.015625,0.1311044842004776,0.31161487102508545,195.936411974,0.3058665692806244,1746193289.1891441,823296.0,0.15593749284744263,31.59505271911621,0.9999999403953552,536,535,38.220943450927734
4056,0.0,0.0,0.017578125,0.1311044842004776,0.33206743001937866,196.527832304,0.3789525032043457,1746193289.7805607,826368.0,0.10877344012260437,30.03255271911621,0.9999999403953552,538,537,38.220943450927734
4288,0.0,0.0,0.014322916977107525,0.1311044842004776,0.40322452783584595,205.112916452,0.3053346276283264,1746193298.365597,870912.0,0.12351129204034805,32.26953125,0.9999999403953552,567,566,38.220943450927734
4344,0.0,0.0,0.015625,0.1311044842004776,0.4199832081794739,207.184033124,0.23724305629730225,1746193300.4367387,881664.0,0.10816405713558197,30.765625,0.9999999403953552,574,573,38.220943450927734
4408,0.0,0.0,0.01171875,0.1311044842004776,0.3752364218235016,209.550209538,0.22505448758602142,1746193302.8029337,893952.0,0.13047395646572113,31.31900978088379,0.9999999403953552,582,581,38.220943450927734
4480,0.0,0.0,0.013671875,0.1311044842004776,0.3752290904521942,212.217555803,0.21599367260932922,1746193305.4702814,907776.0,0.13053037226200104,32.16796875,0.9999999403953552,591,590,38.220943450927734
4512,0.0,0.0,0.013671875,0.1311044842004776,0.3319528102874756,213.401144595,0.277518093585968,1746193306.6538675,913920.0,0.15460067987442017,31.60807228088379,0.9999999403953552,595,594,38.220943450927734
4656,0.0,0.0,0.01627604104578495,0.1311044842004776,0.30759650468826294,218.726633102,0.281099408864975,1746193311.979356,941568.0,0.21387150883674622,29.203125,0.9999999403953552,613,612,38.220943450927734
4720,0.0,0.0,0.013020833022892475,0.1311044842004776,0.33183303475379944,221.09705279,0.2068328559398651,1746193314.3497646,953856.0,0.18722480535507202,31.94661521911621,0.9999999403953552,621,620,38.220943450927734
4808,0.0,0.0,0.014973958022892475,0.1311044842004776,0.33797919750213623,224.354602416,0.17406167089939117,1746193317.6073341,970752.0,0.12000172585248947,31.04166603088379,0.9999999403953552,632,631,38.220943450927734
4896,0.0,0.0,0.01171875,0.1311044842004776,0.41261523962020874,227.611616441,0.17774023115634918,1746193320.8643446,987648.0,0.16350606083869934,32.04557418823242,0.9999999403953552,643,642,38.220943450927734
4928,0.0,0.0,0.014322916977107525,0.1311044842004776,0.3804427683353424,228.795413126,0.16754864156246185,1746193322.0481315,993792.0,0.16934113204479218,32.26823043823242,0.9999999403953552,647,646,38.220943450927734
5072,0.0,0.0,0.013020833022892475,0.32538577914237976,0.4735473692417145,234.182778939,0.1573493927717209,1746193327.4354992,1021440.0,0.15182465314865112,31.90885353088379,1.0,665,664,58.70212936401367
5160,0.0,0.0,0.011067708022892475,0.32538577914237976,0.5193854570388794,237.438313632,0.12549272179603577,1746193330.6909149,1038336.0,0.1059861034154892,31.80729103088379,1.0,676,675,58.70212936401367
5232,0.0,0.0,0.014322916977107525,0.32538577914237976,0.5079749226570129,240.101120543,0.13600517809391022,1746193333.353855,1052160.0,0.15854425728321075,30.66145896911621,1.0,685,684,58.70212936401367
5368,0.0,0.0,0.013020833022892475,0.32538577914237976,0.5035544037818909,245.134463418,0.13481731712818146,1746193338.3871894,1078272.0,0.13126389682292938,31.890625,1.0,702,701,58.70212936401367
5376,0.0,0.0,0.014973958022892475,0.32538577914237976,0.5019949674606323,245.43037321,0.1460399180650711,1746193338.6831088,1079808.0,0.11449480056762695,31.646484375,1.0,703,702,58.70212936401367
5592,0.0,0.0,0.009114583022892475,0.32538577914237976,0.4885443449020386,253.421706599,0.16588260233402252,1746193346.6744223,1121280.0,0.1227525845170021,31.59375,1.0,730,729,58.70212936401367
5640,0.0,0.0,0.014322916977107525,0.32538577914237976,0.5396413803100586,255.196724365,0.24880123138427734,1746193348.4494514,1130496.0,0.13099391758441925,31.56770896911621,1.0,736,735,58.70212936401367
5664,0.0,0.0,0.009765625,0.32538577914237976,0.5475254058837891,256.085815562,0.21823635697364807,1746193349.3385434,1135104.0,0.08754687756299973,31.5,1.0,739,738,58.70212936401367
6000,0.0,0.0,0.0078125,0.32538577914237976,0.36328986287117004,268.518286674,0.20127885043621063,1746193361.7710001,1199616.0,0.134932279586792,32.10286331176758,1.0,781,780,58.70212936401367
6104,0.0,0.0,0.014322916977107525,0.32538577914237976,0.42195063829421997,272.369088646,0.19125159084796906,1746193365.6218116,1219584.0,0.16686110198497772,31.65104103088379,1.0,794,793,58.70212936401367
6480,0.0,0.0,0.01171875,0.32538577914237976,0.3258759677410126,286.285099762,0.08069998025894165,1746193379.5378249,1291776.0,0.22252342104911804,32.21744918823242,1.0,841,840,58.70212936401367
6504,0.0,0.0,0.008463541977107525,0.32538577914237976,0.3363918364048004,287.172680566,0.09464041143655777,1746193380.4254072,1296384.0,0.20808592438697815,31.44140625,1.0,844,843,58.70212936401367
6712,0.0,0.0,0.009114583022892475,0.32538577914237976,0.3051302433013916,294.887520492,0.062118686735630035,1746193388.1402535,1336320.0,0.22050346434116364,32.05338668823242,1.0,870,869,58.70212936401367
6728,0.0,0.0,0.008463541977107525,0.32538577914237976,0.309112548828125,295.475399328,0.08570435643196106,1746193388.7281458,1339392.0,0.20092447102069855,31.9375,1.0,872,871,58.70212936401367
6736,0.0,0.0,0.009765625,0.32538577914237976,0.28508448600769043,295.769291231,0.06966264545917511,1746193389.02204,1340928.0,0.21066232025623322,31.59765625,1.0,873,872,58.70212936401367
6760,0.0,0.0,0.009765625,0.32538577914237976,0.28829628229141235,296.657079737,0.06870381534099579,1746193389.9097743,1345536.0,0.19530466198921204,31.62890625,1.0,876,875,58.70212936401367
6848,0.0,0.0,0.008463541977107525,0.32538577914237976,0.2735181450843811,299.916432726,0.06826440244913101,1746193393.1691446,1362432.0,0.2126084864139557,31.77213478088379,1.0,887,886,58.70212936401367
6920,0.0,0.0,0.0078125,0.32538577914237976,0.27353498339653015,302.584822136,0.06992752104997635,1746193395.8375258,1376256.0,0.20414495468139648,31.6484375,1.0,896,895,58.70212936401367
6968,0.0,0.0,0.010416666977107525,0.32538577914237976,0.25700217485427856,304.359548043,0.07385188341140747,1746193397.6122682,1385472.0,0.19012758135795593,30.99349021911621,1.0,902,901,58.70212936401367
7032,0.0,0.0,0.011067708022892475,0.32538577914237976,0.21848610043525696,306.727241855,0.13815611600875854,1746193399.9799454,1397760.0,0.17485502362251282,30.11979103088379,1.0,910,909,58.70212936401367
7056,0.0,0.0,0.013671875,0.32538577914237976,0.20159494876861572,307.614641994,0.14373448491096497,1746193400.8673718,1402368.0,0.20822827517986298,31.60546875,1.0,913,912,58.70212936401367
7208,0.0,0.0,0.008463541977107525,0.32538577914237976,0.15767189860343933,313.239508542,0.05388844013214111,1746193406.4922442,1431552.0,0.2252499759197235,31.5859375,1.0,932,931,58.70212936401367
7312,0.0,0.0,0.0078125,0.32538577914237976,0.14691999554634094,317.088857978,0.047776252031326294,1746193410.3415933,1451520.0,0.21518488228321075,30.73567771911621,1.0,945,944,58.70212936401367
7496,0.0,0.0,0.008463541977107525,0.32538577914237976,0.1448228359222412,323.896500501,0.04515144228935242,1746193417.1492176,1486848.0,0.1948324292898178,30.62239646911621,1.0,968,967,58.70212936401367
7704,0.0,0.0,0.01171875,0.5082665681838989,0.1388632357120514,331.646808787,0.03988592326641083,1746193424.8995245,1526784.0,0.2604478895664215,31.31900978088379,0.9999999403953552,994,993,78.97142791748047
7712,0.0,0.0,0.010416666977107525,0.5082665681838989,0.14928898215293884,331.941865115,0.03800196945667267,1746193425.1945806,1528320.0,0.2063489407300949,30.75,0.9999999403953552,995,994,78.97142791748047
7792,0.0,0.0,0.009114583022892475,0.5082665681838989,0.13930895924568176,334.891136039,0.04458119720220566,1746193428.1438766,1543680.0,0.21106508374214172,30.09244728088379,0.9999999403953552,1005,1004,78.97142791748047
7840,0.0,0.0,0.008463541977107525,0.5082665681838989,0.10197146981954575,336.659160825,0.03391965478658676,1746193429.911904,1552896.0,0.21817967295646667,30.99869728088379,0.9999999403953552,1011,1010,78.97142791748047
7952,0.0,0.0,0.01171875,0.5082665681838989,0.09184333682060242,340.786260683,0.0388992577791214,1746193434.0389903,1574400.0,0.22996091842651367,31.125,0.9999999403953552,1025,1024,78.97142791748047
8440,0.0,0.0,0.009114583022892475,0.5082665681838989,0.06841935217380524,358.767156892,0.03010389767587185,1746193452.0198996,1668096.0,0.2600841522216797,29.89713478088379,0.9999999403953552,1086,1085,78.97142791748047
8688,0.0,0.0,0.0078125,0.5082665681838989,0.14123040437698364,367.904440461,0.0221366286277771,1746193461.1571777,1715712.0,0.2755693793296814,31.08724021911621,0.9999999403953552,1117,1116,78.97142791748047
8760,0.02018229104578495,0.0,0.0078125,0.5082665681838989,0.13885597884655,370.563030264,0.019626524299383163,1746193463.815758,1729536.0,0.2656458020210266,28.81119728088379,0.9999999403953552,1126,1125,78.97142791748047
8832,0.0,0.0,0.0078125,0.5082665681838989,0.14850443601608276,373.214160644,0.017740562558174133,1746193466.4668944,1743360.0,0.2751648724079132,29.95703125,0.9999999403953552,1135,1134,78.97142791748047
9016,0.0,0.0,0.009114583022892475,0.5082665681838989,0.15900683403015137,379.988777241,0.03129945322871208,1746193473.2415273,1778688.0,0.24745483696460724,29.859375,0.9999999403953552,1158,1157,78.97142791748047
9056,0.0,0.0,0.009114583022892475,0.5082665681838989,0.1568359136581421,381.460938415,0.02057519555091858,1746193474.7136238,1786368.0,0.2760789394378662,29.99349021911621,0.9999999403953552,1163,1162,78.97142791748047
9160,0.0,0.0,0.009114583022892475,0.5082665681838989,0.14746665954589844,385.295699696,0.027197539806365967,1746193478.548456,1806336.0,0.2951362431049347,31.96875,0.9999999403953552,1176,1175,78.97142791748047
9384,0.0,0.0,0.008463541977107525,0.5082665681838989,0.1881580352783203,393.550983631,0.015545042231678963,1746193486.8037314,1849344.0,0.294299453496933,30.96484375,0.9999999403953552,1204,1203,78.97142791748047
9448,0.0,0.0,0.008463541977107525,0.5082665681838989,0.20332559943199158,395.911313028,0.01750708743929863,1746193489.1640337,1861632.0,0.279689222574234,30.72395896911621,0.9999999403953552,1212,1211,78.97142791748047
9520,0.02669270895421505,0.0,0.0078125,0.5082665681838989,0.191447451710701,398.562896343,0.015262817963957787,1746193491.8156173,1875456.0,0.29751211404800415,30.390625,0.9999999403953552,1221,1220,78.97142791748047
9568,0.0,0.0,0.010416666977107525,0.5082665681838989,0.09741217643022537,400.331393777,0.06260323524475098,1746193493.5841103,1884672.0,0.11125866323709488,25.26171875,0.9999999403953552,1227,1226,78.97142791748047
9608,0.01822916604578495,0.0,0.008463541977107525,0.5082665681838989,0.11128929257392883,401.804836723,0.023650692775845528,1746193495.0575683,1892352.0,0.2896553575992584,30.60546875,0.9999999403953552,1232,1231,78.97142791748047
9792,0.0,0.0,0.008463541977107525,0.5082665681838989,0.1311735212802887,408.58423611,0.013715514913201332,1746193501.8369207,1927680.0,0.3061180114746094,31.75650978088379,0.9999999403953552,1255,1254,78.97142791748047
9880,0.0,0.0,0.008463541977107525,0.5082665681838989,0.1381804347038269,411.825413789,0.02476409450173378,1746193505.078133,1944576.0,0.30147913098335266,31.84114646911621,0.9999999403953552,1266,1265,78.97142791748047
9896,0.0,0.0,0.0078125,0.5082665681838989,0.15025149285793304,412.41384149,0.013914981856942177,1746193505.6665714,1947648.0,0.26020827889442444,29.36849021911621,0.9999999403953552,1268,1267,78.97142791748047
10000,0.0,0.0,0.0078125,0.5082665681838989,0.09300024062395096,416.244818502,0.015326619148254395,1746193509.4975643,1967616.0,0.2702881395816803,28.37109375,0.9999999403953552,1281,1280,78.97142791748047
10104,0.0,0.0,0.0078125,0.5082665681838989,0.11484234780073166,420.096879365,0.014237277209758759,1746193513.329702,1987584.0,0.25875863432884216,27.93880271911621,0.9999999403953552,1294,1293,78.97142791748047
10176,0.0,0.05202312394976616,0.0078125,0.8517249822616577,0.10146556794643402,422.816437275,0.014242521487176418,1746193516.069175,2001408.0,0.2879895567893982,30.11067771911621,1.0,1303,1302,84.3660888671875
10256,0.025390625,0.05202312394976616,0.0078125,0.8517249822616577,0.12231584638357162,425.763730747,0.01402188464999199,1746193519.0164635,2016768.0,0.31430548429489136,30.125,1.0,1313,1312,84.3660888671875
10656,0.0,0.05202312394976616,0.0078125,0.8517249822616577,0.058057110756635666,440.50723906,0.021889831870794296,1746193533.7599852,2093568.0,0.28025341033935547,29.97395896911621,1.0,1363,1362,84.3660888671875
10928,0.02083333395421505,0.05202312394976616,0.009114583022892475,0.8517249822616577,-0.03935018181800842,450.524759393,0.02203003317117691,1746193543.7774975,2145792.0,0.30573779344558716,28.90885353088379,1.0,1397,1396,84.3660888671875
11000,0.02604166604578495,0.05202312394976616,0.0078125,0.8517249822616577,-0.029544685035943985,453.176317207,0.01579280197620392,1746193546.4290495,2159616.0,0.29104942083358765,27.17057228088379,1.0,1406,1405,84.3660888671875
11080,0.02473958395421505,0.05202312394976616,0.0078125,0.8517249822616577,-0.01324540190398693,456.122370135,0.018261250108480453,1746193549.3751047,2174976.0,0.3108992576599121,28.88411521911621,1.0,1416,1415,84.3660888671875
11088,0.01888020895421505,0.05202312394976616,0.0078125,0.8517249822616577,-0.024766212329268456,456.41721468,0.015505637973546982,1746193549.6699476,2176512.0,0.2862161099910736,27.859375,1.0,1417,1416,84.3660888671875
11152,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.04926324635744095,458.772196527,0.03954211622476578,1746193552.0249288,2188800.0,0.24987496435642242,28.04947853088379,1.0,1425,1424,84.3660888671875
11256,0.02213541604578495,0.05202312394976616,0.0078125,0.8517249822616577,-0.03292261064052582,462.60628614,0.021574540063738823,1746193555.8590276,2208768.0,0.2902742624282837,27.75650978088379,1.0,1438,1437,84.3660888671875
11544,0.0520833320915699,0.05202312394976616,0.0078125,0.8517249822616577,0.033544521778821945,473.278978978,0.06168395280838013,1746193566.5315037,2264064.0,0.3273463249206543,28.18619728088379,1.0,1474,1473,84.3660888671875
11784,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.09114256501197815,482.239015228,0.021891877055168152,1746193575.4917583,2310144.0,0.2538853883743286,26.79947853088379,1.0,1504,1503,84.3660888671875
11928,0.02083333395421505,0.05202312394976616,0.0078125,0.8517249822616577,-0.08480553328990936,487.598731853,0.027607480064034462,1746193580.8514657,2337792.0,0.2763358950614929,26.73046875,1.0,1522,1521,84.3660888671875
12120,0.0,0.05202312394976616,0.014322916977107525,0.8517249822616577,-0.09961366653442383,494.749688231,0.04061128944158554,1746193588.0024016,2374656.0,0.2968393862247467,29.97265625,1.0,1546,1545,84.3660888671875
12304,0.02734375,0.05202312394976616,0.008463541977107525,0.8517249822616577,-0.08858254551887512,501.609572829,0.036397580057382584,1746193594.862312,2409984.0,0.29888102412223816,28.47135353088379,1.0,1569,1568,84.3660888671875
12352,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.09663841128349304,503.39054917,0.03446687012910843,1746193596.6433089,2419200.0,0.27688536047935486,29.30859375,1.0,1575,1574,84.3660888671875
12432,0.0,0.05202312394976616,0.009114583022892475,0.8517249822616577,-0.12419891357421875,506.348062309,0.04667552560567856,1746193599.6008039,2434560.0,0.3063063621520996,30.27604103088379,1.0,1585,1584,84.3660888671875
12448,0.0494791679084301,0.05202312394976616,0.0078125,0.8517249822616577,-0.11173708736896515,506.936785802,0.039075229316949844,1746193600.1895278,2437632.0,0.31949299573898315,27.91275978088379,1.0,1587,1586,84.3660888671875
12488,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.10971644520759583,508.409188266,0.04040337726473808,1746193601.6619143,2445312.0,0.2757507860660553,28.87109375,1.0,1592,1591,84.3660888671875
12520,0.0,0.05202312394976616,0.008463541977107525,0.8517249822616577,-0.13686904311180115,509.586805432,0.046590667217969894,1746193602.8395517,2451456.0,0.31423521041870117,31.09244728088379,1.0,1596,1595,84.3660888671875
12592,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.151871457695961,512.24010677,0.03970664367079735,1746193605.4928463,2465280.0,0.2780719995498657,29.20963478088379,1.0,1605,1604,84.3660888671875
12680,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.11347685754299164,515.480596332,0.031083008274435997,1746193608.7333424,2482176.0,0.26768916845321655,28.97916603088379,1.0,1616,1615,84.3660888671875
12728,0.01888020895421505,0.05202312394976616,0.008463541977107525,0.8517249822616577,-0.11693097651004791,517.247289983,0.04478006064891815,1746193610.500031,2491392.0,0.29276901483535767,27.84244728088379,1.0,1622,1621,84.3660888671875
12736,0.0,0.05202312394976616,0.0078125,0.8517249822616577,-0.11539187282323837,517.541591468,0.038109783083200455,1746193610.7941277,2492928.0,0.22643572092056274,24.88802146911621,1.0,1623,1622,84.3660888671875
12744,0.0,0.05202312394976616,0.008463541977107525,0.8517249822616577,-0.11555849015712738,517.835858798,0.044504884630441666,1746193611.088582,2494464.0,0.2918350398540497,30.703125,1.0,1624,1623,84.3660888671875
12944,0.02213541604578495,0.12403100728988647,0.0078125,0.9702194333076477,-0.0987926572561264,525.265125697,0.04195990413427353,1746193618.5178642,2532864.0,0.2980017066001892,29.13802146911621,1.0,1649,1648,86.78101348876953
12952,0.0540364570915699,0.12403100728988647,0.0078125,0.9702194333076477,-0.08633917570114136,525.560097169,0.04447231441736221,1746193618.812822,2534400.0,0.3414608836174011,29.26953125,1.0,1650,1649,86.78101348876953
13072,0.02799479104578495,0.12403100728988647,0.0078125,0.9702194333076477,-0.085844025015831,529.982145221,0.06348037719726562,1746193623.234884,2557440.0,0.3029027283191681,29.76171875,1.0,1665,1664,86.78101348876953
13088,0.0,0.12403100728988647,0.009765625,0.9702194333076477,-0.07411706447601318,530.575298787,0.05280527472496033,1746193623.82804,2560512.0,0.26608848571777344,30.0703125,1.0,1667,1666,86.78101348876953
13168,0.0,0.12403100728988647,0.009765625,0.9702194333076477,-0.09568780660629272,533.519018481,0.06353356689214706,1746193626.7717576,2575872.0,0.2781796455383301,30.34765625,1.0,1677,1676,86.78101348876953
13176,0.0,0.12403100728988647,0.0078125,0.9702194333076477,-0.08186110854148865,533.813035694,0.05349693447351456,1746193627.0657678,2577408.0,0.25713101029396057,27.15885353088379,1.0,1678,1677,86.78101348876953
13240,0.02799479104578495,0.12403100728988647,0.0078125,0.9702194333076477,-0.09098663926124573,536.174457,0.059425149112939835,1746193629.4272022,2589696.0,0.2848550081253052,26.46744728088379,1.0,1686,1685,86.78101348876953
13544,0.0963541641831398,0.12403100728988647,0.0078125,0.9702194333076477,-0.11894384026527405,547.376082568,0.07391250878572464,1746193640.628809,2648064.0,0.33377858996391296,25.15755271911621,1.0,1724,1723,86.78101348876953
