returned_episode,test_returned_won_episode,loss,returned_episode_lengths,_step,update_steps,returned_won_episode,env_step,qvals,returned_episode_returns,grad_steps,test_returned_episode_lengths,test_returned_episode,_timestamp,test_returned_episode_returns,_runtime
0.02408854104578495,0.0,0.0,25.13150978088379,15,16,0.0,24576.0,0.0,0.2619335651397705,0,16.643381118774414,0.9999999403953552,1746196337.4637578,0.00395487854257226,49.408696826
0.02473958395421505,0.0,0.0,25.537109375,29,30,0.0,46080.0,0.0,0.2309049516916275,0,16.643381118774414,0.9999999403953552,1746196338.351007,0.00395487854257226,50.295914911
0.02213541604578495,0.0,0.018057379871606827,25.76822853088379,52,53,0.0,81408.0,0.6549038290977478,0.26457029581069946,176,16.643381118774414,0.9999999403953552,1746196346.6149158,0.00395487854257226,58.559832213
0.025390625,0.0,0.03778677433729172,25.05924415588379,86,87,0.0,133632.0,0.5731958746910095,0.30713215470314026,448,16.643381118774414,0.9999999403953552,1746196359.292271,0.00395487854257226,71.237216001
0.02408854104578495,0.0,0.49944984912872314,24.52669334411621,182,183,0.0,281088.0,0.3589745759963989,0.2904980182647705,1216,16.643381118774414,0.9999999403953552,1746196395.0843103,0.00395487854257226,107.029215915
0.02604166604578495,0.0,0.4751547574996948,25.236328125,195,196,0.0,301056.0,0.37868016958236694,0.29230794310569763,1320,16.643381118774414,0.9999999403953552,1746196399.939835,0.00395487854257226,111.884761619
0.025390625,0.0,0.47489944100379944,25.51432228088379,212,213,0.0,327168.0,0.3791501522064209,0.29830726981163025,1456,16.643381118774414,0.9999999403953552,1746196406.2759342,0.00395487854257226,118.220847389
0.025390625,0.0,0.4636685252189636,25.2890625,220,221,0.0,339456.0,0.3787659704685211,0.31443360447883606,1520,16.643381118774414,0.9999999403953552,1746196409.2600355,0.00395487854257226,121.204952148
0.02473958395421505,0.0,0.4536419212818146,25.38802146911621,224,225,0.0,345600.0,0.38299936056137085,0.2868815064430237,1552,16.643381118774414,0.9999999403953552,1746196410.7506945,0.00395487854257226,122.695599513
0.025390625,0.0,0.4437806010246277,24.69010353088379,238,239,0.0,367104.0,0.3760715126991272,0.33338215947151184,1664,16.643381118774414,0.9999999403953552,1746196415.9666586,0.00395487854257226,127.911572562
0.02473958395421505,0.0,0.44604960083961487,25.03450584411621,240,241,0.0,370176.0,0.3800024390220642,0.28271809220314026,1680,16.643381118774414,0.9999999403953552,1746196416.7123303,0.00395487854257226,128.657254336
0.02669270895421505,0.0,0.3762791156768799,25.591796875,267,268,0.0,411648.0,0.35858285427093506,0.29067379236221313,1896,16.643381118774414,0.9999999403953552,1746196426.7755322,0.00395487854257226,138.720458627
0.02473958395421505,0.0,0.3684985637664795,24.82291603088379,271,272,0.0,417792.0,0.35182297229766846,0.2882291376590729,1928,16.643381118774414,0.9999999403953552,1746196428.269341,0.00395487854257226,140.214250935
0.02083333395421505,0.0,0.3627609610557556,24.70572853088379,279,280,0.0,430080.0,0.3489364981651306,0.24883460998535156,1992,16.643381118774414,0.9999999403953552,1746196431.2537272,0.00395487854257226,143.198675669
0.02408854104578495,0.0,0.3475707173347473,25.54166603088379,290,291,0.0,446976.0,0.33726221323013306,0.3040591776371002,2080,16.643381118774414,0.9999999403953552,1746196435.3514383,0.00395487854257226,147.296356017
0.02408854104578495,0.0,0.2814241647720337,25.45833396911621,325,326,0.0,500736.0,0.2897900938987732,0.3253450393676758,2360,33.911354064941406,1.0,1746196448.4825816,0.4738159477710724,160.427477117
0.0234375,0.0,0.26376843452453613,25.73307228088379,340,341,0.0,523776.0,0.2729942798614502,0.2847265303134918,2480,33.911354064941406,1.0,1746196454.0776148,0.4738159477710724,166.022544364
0.02278645895421505,0.0,0.0827360600233078,25.45768165588379,400,401,0.0,615936.0,0.2129403054714203,0.2796907126903534,2960,33.911354064941406,1.0,1746196476.4695494,0.4738159477710724,188.414444667
0.02473958395421505,0.0,0.07938270270824432,25.98372459411621,413,414,0.0,635904.0,0.21946844458580017,0.28098955750465393,3064,33.911354064941406,1.0,1746196481.3878572,0.4738159477710724,193.332796808
0.0234375,0.0,0.08844196796417236,25.00455665588379,442,443,0.0,680448.0,0.2055615484714508,0.2943522036075592,3296,33.911354064941406,1.0,1746196492.2087166,0.4738159477710724,204.153652955
0.02278645895421505,0.0,0.11218568682670593,25.3203125,470,471,0.0,723456.0,0.13556185364723206,0.32857418060302734,3520,33.911354064941406,1.0,1746196502.6499891,0.4738159477710724,214.594895541
0.02408854104578495,0.0,0.06284649670124054,25.38932228088379,487,488,0.0,749568.0,0.16996222734451294,0.2910286486148834,3656,33.911354064941406,1.0,1746196508.98413,0.4738159477710724,220.929066886
0.01888020895421505,0.0,0.07307896763086319,26.94986915588379,517,518,0.0,795648.0,0.10131388902664185,0.2699316143989563,3896,33.911354064941406,1.0,1746196520.1827297,0.4738159477710724,232.127934626
0.02473958395421505,0.0,0.06489498913288116,24.9375,522,523,0.0,803328.0,0.1155405044555664,0.33296871185302734,3936,33.911354064941406,1.0,1746196522.048637,0.4738159477710724,233.993543083
0.021484375,0.0,0.06930588185787201,27.16080665588379,537,538,0.0,826368.0,0.06870728731155396,0.2918001413345337,4056,33.911354064941406,1.0,1746196527.6362414,0.4738159477710724,239.581135557
0.02018229104578495,0.0,0.05538763105869293,27.16536521911621,545,546,0.0,838656.0,0.06656903028488159,0.29528316855430603,4120,33.911354064941406,1.0,1746196530.6227314,0.4738159477710724,242.567643704
0.01953125,0.0,0.05638140067458153,28.265625,548,549,0.0,843264.0,0.062317874282598495,0.2932877540588379,4144,33.911354064941406,1.0,1746196531.740562,0.4738159477710724,243.68552986
0.01822916604578495,0.0,0.06225309520959854,28.93033790588379,553,554,0.0,850944.0,0.06821323931217194,0.2892252206802368,4184,33.911354064941406,1.0,1746196533.6064155,0.4738159477710724,245.551336391
0.021484375,0.0,0.07161355018615723,28.08528709411621,567,568,0.0,872448.0,0.0890098363161087,0.3257714509963989,4296,33.911354064941406,1.0,1746196538.828434,0.4738159477710724,250.773340106
0.02018229104578495,0.0,0.05309408903121948,28.10091209411621,576,577,0.0,886272.0,0.07861270755529404,0.3340429365634918,4368,33.911354064941406,1.0,1746196542.1838648,0.4738159477710724,254.128774088
0.02083333395421505,0.0,0.060059696435928345,27.03125,578,579,0.0,889344.0,0.07479522377252579,0.33013343811035156,4384,33.911354064941406,1.0,1746196542.9291475,0.4738159477710724,254.874061889
