returned_won_episode,returned_episode,returned_episode_lengths,loss,test_returned_episode,update_steps,_step,test_returned_episode_returns,test_returned_episode_lengths,test_returned_won_episode,_runtime,grad_steps,qvals,returned_episode_returns,env_step,_timestamp
0.0,0.0442708358168602,17.87630271911621,0.01213727705180645,1.0,40,39,0.19055160880088806,22.865570068359375,0.0,63.597962534,72,0.25974321365356445,0.145750492811203,61440,1746180953.0691888
0.0,0.0468750037252903,16.96419334411621,0.0242223609238863,1.0,68,67,0.19055160880088806,22.865570068359375,0.0,76.1607929,296,0.5527538657188416,0.16135181486606598,104448,1746180965.6319997
0.0,0.0436197929084301,16.82552146911621,0.02755330502986908,1.0,77,76,0.19055160880088806,22.865570068359375,0.0,80.186790652,368,0.6438394784927368,0.15814393758773804,118272,1746180969.6580327
0.0,0.0462239608168602,17.01953125,0.029811082407832146,1.0,129,128,0.19055160880088806,22.865570068359375,0.0,103.528195186,784,0.598160982131958,0.1815577894449234,198144,1746180992.9993567
0.0,0.0520833358168602,15.983724594116211,0.03302426636219025,1.0,142,141,0.19055160880088806,22.865570068359375,0.0,109.379401899,888,0.5659589767456055,0.18892048299312592,218112,1746180998.8505447
0.0,0.0462239608168602,16.857421875,0.06457739323377609,1.0,144,143,0.19055160880088806,22.865570068359375,0.0,110.282360124,904,0.5425393581390381,0.17806583642959595,221184,1746180999.7535627
0.0,0.0475260429084301,16.48567771911621,0.02644963189959526,1.0,157,156,0.19055160880088806,22.865570068359375,0.0,116.150145459,1008,0.5079344511032104,0.2011837363243103,241152,1746181005.621381
0.0,0.0488281287252903,16.02474021911621,0.04431740567088127,1.0,177,176,0.19055160880088806,22.865570068359375,0.0,125.178488885,1168,0.4557957649230957,0.2169034481048584,271872,1746181014.64968
0.0,0.0494791679084301,15.947917938232422,0.03429611772298813,1.0,189,188,0.19055160880088806,22.865570068359375,0.0,130.614293604,1264,0.4621500074863434,0.21955494582653046,290304,1746181020.0854032
0.0,0.0494791679084301,16.06575584411621,0.12002693116664886,1.0,202,201,0.19055160880088806,22.865570068359375,0.0,136.519277207,1368,0.2861354947090149,0.22065579891204834,310272,1746181025.9903862
0.0,0.0514322929084301,15.486329078674316,0.11954555660486221,1.0,220,219,0.19055160880088806,22.865570068359375,0.0,144.65060024,1512,0.29232949018478394,0.2304806262254715,337920,1746181034.1217823
0.0,0.0514322929084301,15.302083969116211,0.1054811179637909,1.0,224,223,0.19055160880088806,22.865570068359375,0.0,146.453784707,1544,0.24155399203300476,0.23023204505443573,344064,1746181035.9249556
0.0,0.0514322929084301,15.365235328674316,0.13235659897327423,1.0,225,224,0.19055160880088806,22.865570068359375,0.0,146.902313623,1552,0.25012847781181335,0.23297825455665588,345600,1746181036.3735123
0.0,0.0540364608168602,15.094401359558105,0.2611607313156128,1.0,233,232,0.19055160880088806,22.865570068359375,0.0,150.519197958,1616,0.238198384642601,0.23379501700401306,357888,1746181039.9903963
0.0,0.0546875037252903,14.923829078674316,0.24378104507923126,1.0,241,240,0.19055160880088806,22.865570068359375,0.0,154.128165363,1680,0.23253540694713593,0.23523913323879242,370176,1746181043.599335
