env_step,grad_steps,returned_episode,test_returned_episode_returns,loss,qvals,returned_won_episode,returned_episode_returns,_runtime,test_returned_won_episode,test_returned_episode_lengths,_timestamp,test_returned_episode,update_steps,returned_episode_lengths,_step
752640.0,3672,0.0162760429084301,0.3130898177623749,0.31943827867507935,0.33106982707977295,0.0,0.05554265156388283,213.652624891,0.0,46.682106018066406,1746157654.2379622,1.0,490,30.234376907348633,489
803328.0,3936,0.01497395895421505,0.3130898177623749,0.13468146324157715,0.366169273853302,0.0,0.09759054332971573,224.669212987,0.0,46.682106018066406,1746157665.254231,1.0,523,30.997398376464844,522
809472.0,3968,0.015625,0.3130898177623749,0.1750452071428299,0.4056503176689148,0.0,0.14328794181346893,225.997884143,0.0,46.682106018066406,1746157666.5831413,1.0,527,32.07421875,526
818688.0,4016,0.015625,0.3130898177623749,0.27390363812446594,0.2710825502872467,0.0,0.17486964166164398,227.988378115,0.0,46.682106018066406,1746157668.5737262,1.0,533,31.365886688232422,532
849408.0,4176,0.015625,0.3130898177623749,0.10898254066705704,0.289609432220459,0.0,0.11741022020578384,234.687283419,0.0,46.682106018066406,1746157675.2725992,1.0,553,31.841148376464844,552
892416.0,4400,0.012369791977107525,0.3130898177623749,0.09900873154401779,0.2315821647644043,0.0,0.13264985382556915,244.059766526,0.0,46.682106018066406,1746157684.6448827,1.0,581,31.501304626464844,580
895488.0,4416,0.013671875931322575,0.3130898177623749,0.15371674299240112,0.2478889375925064,0.0,0.11299186199903488,244.724918144,0.0,46.682106018066406,1746157685.3101501,1.0,583,30.494792938232422,582
920064.0,4544,0.01302083395421505,0.3130898177623749,0.12054221332073212,0.22550225257873535,0.0,0.12119385600090027,250.066599235,0.0,46.682106018066406,1746157690.6517081,1.0,599,28.279949188232422,598
943104.0,4664,0.013671875931322575,0.3130898177623749,0.10413403809070587,0.26774656772613525,0.0,0.21420301496982574,255.089033965,0.0,46.682106018066406,1746157695.6743772,1.0,614,31.305992126464844,613
950784.0,4704,0.01302083395421505,0.3130898177623749,0.13365137577056885,0.24696707725524902,0.0,0.12156429886817932,256.753221809,0.0,46.682106018066406,1746157697.3385844,1.0,619,31.760417938232422,618
963072.0,4768,0.01497395895421505,0.3130898177623749,0.11746052652597427,0.15371914207935333,0.0,0.11243371665477753,259.447437397,0.0,46.682106018066406,1746157700.0327694,1.0,627,31.585939407348633,626
964608.0,4776,0.015625,0.3130898177623749,0.10909155756235123,0.15465600788593292,0.0,0.0880759134888649,259.77785776,0.0,46.682106018066406,1746157700.3631475,1.0,628,32.016929626464844,627
979968.0,4856,0.011718750931322575,0.3130898177623749,0.07100726664066315,0.12167827785015106,0.0,0.23510858416557312,263.106686197,0.0,46.682106018066406,1746157703.6918588,1.0,638,30.569011688232422,637
1022976.0,5080,0.011718750931322575,0.45720821619033813,0.05466185882687569,0.1321452558040619,0.0,0.26840317249298096,272.528748824,0.0,64.68919372558594,1746157713.11411,1.0,666,30.808595657348633,665
1038336.0,5160,0.014322916977107525,0.45720821619033813,0.058984268456697464,0.12035612016916275,0.0,0.28106755018234253,275.889486541,0.0,64.68919372558594,1746157716.4745538,1.0,676,32.15494918823242,675
1059840.0,5272,0.013671875931322575,0.45720821619033813,0.09054426103830338,0.16851016879081726,0.0,0.2886163592338562,280.55816842,0.0,64.68919372558594,1746157721.1435492,1.0,690,31.583335876464844,689
1081344.0,5384,0.01106770895421505,0.45720821619033813,0.06493139266967773,0.12781326472759247,0.0,0.26760464906692505,285.238931211,0.0,64.68919372558594,1746157725.8242047,1.0,704,31.979167938232422,703
1096704.0,5464,0.012369791977107525,0.45720821619033813,0.04729381948709488,0.1443316638469696,0.0,0.2730252742767334,288.562339004,0.0,64.68919372558594,1746157729.1476676,1.0,714,31.167970657348633,713
1158144.0,5784,0.00911458395421505,0.45720821619033813,0.08089257776737213,0.07861101627349854,0.0,0.3087826669216156,301.936731302,0.0,64.68919372558594,1746157742.5220473,1.0,754,31.019533157348633,753
1162752.0,5808,0.009765625931322575,0.45720821619033813,0.04854586720466614,0.0613253153860569,0.0,0.26669859886169434,302.936550236,0.0,64.68919372558594,1746157743.5216477,1.0,757,30.04817771911621,756
1167360.0,5832,0.012369791977107525,0.45720821619033813,0.05809130147099495,0.03400685638189316,0.0,0.2875845432281494,303.955954882,0.0,64.68919372558594,1746157744.5409725,1.0,760,31.296876907348633,759
1201152.0,6008,0.01302083395421505,0.45720821619033813,0.06428364664316177,0.08165016770362854,0.0,0.3743457794189453,311.328510148,0.0,64.68919372558594,1746157751.9137912,1.0,782,31.912761688232422,781
1225728.0,6136,0.012369791977107525,0.45720821619033813,0.05893077701330185,0.029711168259382248,0.0,0.2936486601829529,316.694690656,0.0,64.68919372558594,1746157757.280008,1.0,798,30.820314407348633,797
1227264.0,6144,0.01302083395421505,0.45720821619033813,0.06224682554602623,0.03455696254968643,0.03515625,0.3680841624736786,317.032362865,0.0,64.68919372558594,1746157757.6175487,1.0,799,31.122398376464844,798
1241088.0,6216,0.01302083395421505,0.45720821619033813,0.05069547891616821,0.09805455803871155,0.0,0.35975518822669983,320.045356317,0.0,64.68919372558594,1746157760.6305442,1.0,808,32.0546875,807
1322496.0,6640,0.012369791977107525,0.45720821619033813,0.0453139990568161,0.00012000463902950287,0.0,0.29528751969337463,337.860039253,0.0,64.68919372558594,1746157778.4452324,1.0,861,30.648439407348633,860
1390080.0,6992,0.011718750931322575,0.45720821619033813,0.03543721139431,-0.0651753693819046,0.0,0.34968042373657227,352.646074361,0.0,64.68919372558594,1746157793.231388,1.0,905,31.264324188232422,904
1393152.0,7008,0.008463541977107525,0.45720821619033813,0.06307628750801086,-0.0740508884191513,0.0,0.29661574959754944,353.311889461,0.0,64.68919372558594,1746157793.8972092,1.0,907,29.50520896911621,906
1405440.0,7072,0.009765625931322575,0.45720821619033813,0.04800263047218323,-0.09696833789348602,0.0026041667442768812,0.34998050332069397,355.988175615,0.0,64.68919372558594,1746157796.5734684,1.0,915,30.838542938232422,914
1419264.0,7144,0.011718750931322575,0.45720821619033813,0.03666061908006668,-0.09717205911874771,0.0,0.3592068552970886,359.018665114,0.0,64.68919372558594,1746157799.6038218,1.0,924,31.412761688232422,923
1446912.0,7288,0.00911458395421505,0.45720821619033813,0.029902826994657516,-0.15119603276252747,0.00390625,0.40377435088157654,365.022578865,0.0,64.68919372558594,1746157805.6076686,1.0,942,31.574220657348633,941
1456128.0,7336,0.01106770895421505,0.45720821619033813,0.039594586938619614,-0.1513315737247467,0.0,0.33248504996299744,367.021365,0.0,64.68919372558594,1746157807.6066182,1.0,948,29.917970657348633,947
1492992.0,7528,0.013671875931322575,0.45720821619033813,0.06039944663643837,-0.24360346794128418,0.0338541679084301,0.3801538348197937,375.061882714,0.0,64.68919372558594,1746157815.647046,1.0,972,31.904949188232422,971
1494528.0,7536,0.012369791977107525,0.45720821619033813,0.07650664448738098,-0.23416179418563843,0.0423177108168602,0.45510777831077576,375.39418281,0.0,64.68919372558594,1746157815.9793851,1.0,973,32.06119918823242,972
1516032.0,7648,0.01106770895421505,0.9151849150657654,0.04186126962304115,-0.2281038463115692,0.0338541679084301,0.42852622270584106,380.255051654,0.11081793904304504,64.01847076416016,1746157820.83996,1.0,987,31.938804626464844,986
1522176.0,7680,0.011718750931322575,0.9151849150657654,0.0446280837059021,-0.2432418316602707,0.130859375,0.518719494342804,381.592510764,0.11081793904304504,64.01847076416016,1746157822.1777415,1.0,991,30.234376907348633,990
1529856.0,7720,0.01106770895421505,0.9151849150657654,0.04304914176464081,-0.2261722981929779,0.0722656324505806,0.507591187953949,383.277064229,0.11081793904304504,64.01847076416016,1746157823.8623507,1.0,996,31.888023376464844,995
1537536.0,7760,0.00911458395421505,0.9151849150657654,0.0398707278072834,-0.23378393054008484,0.0930989608168602,0.5094109773635864,384.935249153,0.11081793904304504,64.01847076416016,1746157825.5205524,1.0,1001,31.889324188232422,1000
1568256.0,7920,0.009765625931322575,0.9151849150657654,0.04380716383457184,-0.2109864205121994,0.0377604179084301,0.43007153272628784,391.646901009,0.11081793904304504,64.01847076416016,1746157832.2322376,1.0,1021,31.199220657348633,1020
1577472.0,7968,0.008463541977107525,0.9151849150657654,0.05450025945901871,-0.20613040030002594,0.0826822966337204,0.4854026436805725,393.647278218,0.11081793904304504,64.01847076416016,1746157834.2324953,1.0,1027,30.533855438232422,1026
1586688.0,8016,0.009765625931322575,0.9151849150657654,0.07787329703569412,-0.17714597284793854,0.0553385429084301,0.4127490520477295,395.650748255,0.11081793904304504,64.01847076416016,1746157836.2359405,1.0,1033,31.201824188232422,1032
1592832.0,8048,0.012369791977107525,0.9151849150657654,0.07419601082801819,-0.1628628373146057,0.0,0.3508981764316559,396.998074325,0.11081793904304504,64.01847076416016,1746157837.5833077,1.0,1037,31.188804626464844,1036
1617408.0,8176,0.00911458395421505,0.9151849150657654,0.0471496544778347,-0.21502193808555603,0.064453125,0.42957696318626404,402.355109932,0.11081793904304504,64.01847076416016,1746157842.9403713,1.0,1053,31.115886688232422,1052
1623552.0,8208,0.009765625931322575,0.9151849150657654,0.06790318340063095,-0.19726240634918213,0.1178385466337204,0.5127911567687988,403.69214157,0.11081793904304504,64.01847076416016,1746157844.2773972,1.0,1057,31.631511688232422,1056
1632768.0,8256,0.00911458395421505,0.9151849150657654,0.052932851016521454,-0.1842188537120819,0.2083333432674408,0.595645546913147,405.724300048,0.11081793904304504,64.01847076416016,1746157846.3095734,1.0,1063,29.147136688232422,1062
1666560.0,8432,0.01302083395421505,0.9151849150657654,0.05832018703222275,-0.20134985446929932,0.1041666716337204,0.51985102891922,413.090648507,0.11081793904304504,64.01847076416016,1746157853.6756558,1.0,1085,31.372398376464844,1084
1703424.0,8624,0.01106770895421505,0.9151849150657654,0.06491731107234955,-0.2398628443479538,0.1731770932674408,0.6137644648551941,421.144085875,0.11081793904304504,64.01847076416016,1746157861.729342,1.0,1109,31.631511688232422,1108
1711104.0,8664,0.015625,0.9151849150657654,0.09049252420663834,-0.31075993180274963,0.0,0.24199064075946808,422.839500775,0.11081793904304504,64.01847076416016,1746157863.4247992,1.0,1114,31.019533157348633,1113
1717248.0,8696,0.011718750931322575,0.9151849150657654,0.063118115067482,-0.2694392800331116,0.0729166716337204,0.47246724367141724,424.171980819,0.11081793904304504,64.01847076416016,1746157864.7572012,1.0,1118,31.207033157348633,1117
1732608.0,8776,0.01106770895421505,0.9151849150657654,0.14648394286632538,-0.3367738127708435,0.0761718824505806,0.46706101298332214,427.512914875,0.11081793904304504,64.01847076416016,1746157868.0982351,1.0,1128,31.125001907348633,1127
1747968.0,8856,0.010416666977107525,0.9151849150657654,0.07672517746686935,-0.29243093729019165,0.0364583358168602,0.4287566840648651,430.867066023,0.11081793904304504,64.01847076416016,1746157871.4524124,1.0,1138,31.069011688232422,1137
1767936.0,8960,0.0078125,0.9151849150657654,0.08535785973072052,-0.27553027868270874,0.263671875,0.686318039894104,435.24475233,0.11081793904304504,64.01847076416016,1746157875.8300445,1.0,1151,31.516929626464844,1150
1786368.0,9056,0.008463541977107525,0.9151849150657654,0.11458426713943481,-0.36981773376464844,0.2037760466337204,0.6025557518005371,439.24599414,0.11081793904304504,64.01847076416016,1746157879.8313198,1.0,1163,30.269533157348633,1162
1794048.0,9096,0.01106770895421505,0.9151849150657654,0.13611820340156555,-0.3564099371433258,0.2187500149011612,0.6742640733718872,440.945058533,0.11081793904304504,64.01847076416016,1746157881.530102,1.0,1168,31.694011688232422,1167
1812480.0,9192,0.009765625931322575,0.9151849150657654,0.10531767457723618,-0.3282100260257721,0.2760416865348816,0.7008593678474426,444.964749685,0.11081793904304504,64.01847076416016,1746157885.55013,1.0,1180,30.834636688232422,1179
1864704.0,9464,0.008463541977107525,0.9151849150657654,0.1128721684217453,-0.2767009735107422,0.3444010615348816,0.7455379366874695,456.318450362,0.11081793904304504,64.01847076416016,1746157896.9033039,1.0,1214,30.381511688232422,1213
1872384.0,9504,0.0078125,0.9151849150657654,0.10729058086872101,-0.2849820852279663,0.2330729216337204,0.5880493521690369,457.98078664,0.11081793904304504,64.01847076416016,1746157898.565839,1.0,1219,28.62630271911621,1218
1906176.0,9680,0.009765625931322575,0.9151849150657654,0.10824877768754959,-0.24894531071186066,0.1692708432674408,0.5638694763183594,465.348040626,0.11081793904304504,64.01847076416016,1746157905.9330928,1.0,1241,31.416667938232422,1240
1907712.0,9688,0.010416666977107525,0.9151849150657654,0.09703022986650467,-0.2725714445114136,0.2167968899011612,0.6092104911804199,465.681699142,0.11081793904304504,64.01847076416016,1746157906.2664316,1.0,1242,29.85677146911621,1241
1910784.0,9704,0.009765625931322575,0.9151849150657654,0.12135319411754608,-0.2792651653289795,0.0839843824505806,0.464749813079834,466.35293958,0.11081793904304504,64.01847076416016,1746157906.93796,1.0,1244,30.721355438232422,1243
1923072.0,9768,0.010416666977107525,0.9151849150657654,0.13911372423171997,-0.27233943343162537,0.140625,0.5925023555755615,469.042072926,0.11081793904304504,64.01847076416016,1746157909.6271162,1.0,1252,31.923179626464844,1251
1941504.0,9864,0.00911458395421505,0.9151849150657654,0.1338292360305786,-0.23870548605918884,0.2356770932674408,0.6026731133460999,473.032580506,0.11081793904304504,64.01847076416016,1746157913.6175025,1.0,1264,28.77474021911621,1263
1967616.0,10000,0.010416666977107525,0.9151849150657654,0.13874229788780212,-0.2422112673521042,0.0371093787252903,0.427373468875885,478.678924041,0.11081793904304504,64.01847076416016,1746157919.26372,1.0,1281,31.733074188232422,1280
1986048.0,10096,0.008463541977107525,0.9151849150657654,0.3086186349391937,-0.21091271936893463,0.3098958432674408,0.6919384598731995,482.783992097,0.11081793904304504,64.01847076416016,1746157923.3690076,1.0,1293,29.869792938232422,1292
1990656.0,10120,0.00911458395421505,0.9151849150657654,0.14973372220993042,-0.20020730793476105,0.1647135466337204,0.5778213143348694,483.809616381,0.11081793904304504,64.01847076416016,1746157924.3946865,1.0,1296,31.350261688232422,1295
2006016.0,10200,0.008463541977107525,1.563529133796692,0.1720091998577118,-0.27859437465667725,0.2565104365348816,0.6752662658691406,487.211759491,0.6226734519004822,71.95600891113281,1746157927.7964153,1.0,1306,30.903648376464844,1305
2010624.0,10224,0.008463541977107525,1.563529133796692,0.17858852446079254,-0.23220674693584442,0.1816406399011612,0.5866294503211975,488.202723648,0.6226734519004822,71.95600891113281,1746157928.787591,1.0,1309,30.970054626464844,1308
2013696.0,10240,0.00911458395421505,1.563529133796692,0.15790431201457977,-0.21389031410217285,0.2161458432674408,0.620970606803894,488.8714324,0.6226734519004822,71.95600891113281,1746157929.4564662,1.0,1311,30.558595657348633,1310
2016768.0,10256,0.009765625931322575,1.563529133796692,0.17710468173027039,-0.1798069179058075,0.251953125,0.6531499028205872,489.552483513,0.6226734519004822,71.95600891113281,1746157930.1375303,1.0,1313,30.28645896911621,1312
2024448.0,10296,0.010416666977107525,1.563529133796692,0.15697500109672546,-0.21528120338916779,0.2337239682674408,0.640448808670044,491.203457202,0.6226734519004822,71.95600891113281,1746157931.788294,1.0,1318,30.335939407348633,1317
2038272.0,10368,0.009765625931322575,1.563529133796692,0.20957735180854797,-0.1775643676519394,0.1536458432674408,0.5575249195098877,494.192116477,0.6226734519004822,71.95600891113281,1746157934.7771533,1.0,1327,31.699220657348633,1326
2044416.0,10400,0.008463541977107525,1.563529133796692,0.2858327031135559,-0.2648693323135376,0.2955729365348816,0.7020052075386047,495.542141138,0.6226734519004822,71.95600891113281,1746157936.1272054,1.0,1331,30.756511688232422,1330
2062848.0,10496,0.010416666977107525,1.563529133796692,0.19704791903495789,-0.22675922513008118,0.26171875,0.6716611385345459,499.578890699,0.6226734519004822,71.95600891113281,1746157940.1638863,1.0,1343,30.742189407348633,1342
2082816.0,10600,0.01106770895421505,1.563529133796692,0.193883016705513,-0.23949256539344788,0.263671875,0.6788825988769531,503.940463281,0.6226734519004822,71.95600891113281,1746157944.5253148,1.0,1356,30.143230438232422,1355
2084352.0,10608,0.0078125,1.563529133796692,0.18142864108085632,-0.22281700372695923,0.0690104216337204,0.45786726474761963,504.274206756,0.6226734519004822,71.95600891113281,1746157944.8590333,1.0,1357,31.324220657348633,1356
2136576.0,10880,0.008463541977107525,1.563529133796692,0.21340562403202057,-0.35223111510276794,0.2897135615348816,0.7431781888008118,515.585727068,0.6226734519004822,71.95600891113281,1746157956.1710143,1.0,1391,32.2265625,1390
2158080.0,10992,0.008463541977107525,1.563529133796692,0.2218162715435028,-0.44264161586761475,0.0690104216337204,0.40859225392341614,520.309403098,0.6226734519004822,71.95600891113281,1746157960.8946738,1.0,1405,31.674480438232422,1404
2164224.0,11024,0.008463541977107525,1.563529133796692,0.2263757288455963,-0.5009845495223999,0.3229166865348816,0.7596904635429382,521.641661018,0.6226734519004822,71.95600891113281,1746157962.226791,1.0,1409,31.664064407348633,1408
2184192.0,11128,0.00911458395421505,1.563529133796692,0.23324686288833618,-0.39776545763015747,0.2226562649011612,0.6254822015762329,525.990910544,0.6226734519004822,71.95600891113281,1746157966.5762105,1.0,1422,30.690105438232422,1421
2198016.0,11200,0.008463541977107525,1.563529133796692,0.23822292685508728,-0.3671041429042816,0.3248698115348816,0.7433730363845825,528.979558598,0.6226734519004822,71.95600891113281,1746157969.5648599,1.0,1431,30.710939407348633,1430
2199552.0,11208,0.0078125,1.563529133796692,0.23309476673603058,-0.3849945664405823,0.2903645932674408,0.6667571067810059,529.31236708,0.6226734519004822,71.95600891113281,1746157969.8974648,1.0,1432,29.55599021911621,1431
2333184.0,11904,0.008463541977107525,1.563529133796692,0.33456793427467346,-0.44045233726501465,0.2734375,0.6496274471282959,558.453565544,0.6226734519004822,71.95600891113281,1746157999.0388956,1.0,1519,29.554689407348633,1518
2348544.0,11984,0.008463541977107525,1.563529133796692,0.45705854892730713,-0.45788490772247314,0.3626302182674408,0.7713233232498169,561.782146027,0.6226734519004822,71.95600891113281,1746158002.3675284,1.0,1529,29.31770896911621,1528
2354688.0,12016,0.0078125,1.563529133796692,0.36359483003616333,-0.4849618077278137,0.2233072966337204,0.5839095115661621,563.144873085,0.6226734519004822,71.95600891113281,1746158003.730011,1.0,1533,30.065105438232422,1532
2362368.0,12056,0.0078125,1.563529133796692,0.3379782438278198,-0.45082420110702515,0.3483073115348816,0.75623619556427,564.803076018,0.6226734519004822,71.95600891113281,1746158005.3883815,1.0,1538,30.966148376464844,1537
2363904.0,12064,0.008463541977107525,1.563529133796692,0.3306993246078491,-0.4520234167575836,0.3606770932674408,0.7568017840385437,565.135843945,0.6226734519004822,71.95600891113281,1746158005.721159,1.0,1539,29.440105438232422,1538
2377728.0,12136,0.008463541977107525,1.563529133796692,0.3186803162097931,-0.4900336265563965,0.3632812798023224,0.7761149406433105,568.125504757,0.6226734519004822,71.95600891113281,1746158008.710767,1.0,1548,30.25520896911621,1547
2380800.0,12152,0.008463541977107525,1.563529133796692,0.31866294145584106,-0.43618065118789673,0.2727864682674408,0.6933529376983643,568.820919211,0.6226734519004822,71.95600891113281,1746158009.4060163,1.0,1550,31.123699188232422,1549
2394624.0,12224,0.0078125,1.563529133796692,0.30233871936798096,-0.5114579200744629,0.2552083432674408,0.6230388283729553,571.829301636,0.6226734519004822,71.95600891113281,1746158012.41456,1.0,1559,29.217449188232422,1558
2425344.0,12384,0.0078125,1.563529133796692,0.28029417991638184,-0.4986780285835266,0.2630208432674408,0.6591780781745911,578.511787025,0.6226734519004822,71.95600891113281,1746158019.096923,1.0,1579,30.350261688232422,1578
2476032.0,12648,0.008463541977107525,1.563529133796692,0.33766162395477295,-0.5671577453613281,0.3092448115348816,0.7219392657279968,589.516866777,0.6226734519004822,71.95600891113281,1746158030.1021807,1.0,1612,30.19661521911621,1611
2508288.0,12816,0.0078125,1.7676336765289307,0.4914834201335907,-0.4972391724586487,0.2259114682674408,0.5389884114265442,596.589482181,0.7850288152694702,80.19770050048828,1746158037.1747315,1.0,1633,27.43489646911621,1632
2522112.0,12888,0.0078125,1.7676336765289307,0.30392956733703613,-0.43445885181427,0.3098958432674408,0.6784098744392395,599.603654121,0.7850288152694702,80.19770050048828,1746158040.1890028,1.0,1642,28.912761688232422,1641
2557440.0,13072,0.0078125,1.7676336765289307,0.3098282814025879,-0.4654412567615509,0.3561198115348816,0.7626692652702332,607.252132411,0.7850288152694702,80.19770050048828,1746158047.8374214,1.0,1665,30.726564407348633,1664
2562048.0,13096,0.008463541977107525,1.7676336765289307,0.26968854665756226,-0.4953162968158722,0.3639323115348816,0.7859644889831543,608.262270666,0.7850288152694702,80.19770050048828,1746158048.8475518,1.0,1668,30.441408157348633,1667
2568192.0,13128,0.0078125,1.7676336765289307,0.31483280658721924,-0.5199527740478516,0.3834635615348816,0.7967545986175537,609.613911006,0.7850288152694702,80.19770050048828,1746158050.1992126,1.0,1672,30.769533157348633,1671
2577408.0,13176,0.008463541977107525,1.7676336765289307,0.34985700249671936,-0.5224156379699707,0.4166666865348816,0.8650521039962769,611.615867476,0.7850288152694702,80.19770050048828,1746158052.2011962,1.0,1678,31.602867126464844,1677
2600448.0,13296,0.0078125,1.7676336765289307,0.35408085584640503,-0.5188766717910767,0.4121094048023224,0.8525610566139221,616.62522369,0.7850288152694702,80.19770050048828,1746158057.210548,1.0,1693,31.406251907348633,1692
