_runtime,_step,test_returned_won_episode,returned_episode,grad_steps,returned_episode_lengths,loss,returned_won_episode,test_returned_episode_lengths,test_returned_episode_returns,qvals,test_returned_episode,returned_episode_returns,env_step,_timestamp,update_steps
368.213834347,911,0.0876338854432106,0.017578125,7048,28.746746063232422,0.3886564373970032,0.1497395932674408,47.36124801635742,0.7485652565956116,0.2894899249076843,1.0,0.6232548952102661,1400832.0,1746202276.4869144,912
379.003114643,943,0.0876338854432106,0.02083333395421505,7304,27.965496063232422,0.38199055194854736,0.1601562649011612,47.36124801635742,0.7485652565956116,0.2532081604003906,1.0,0.6801313161849976,1449984.0,1746202287.2761745,944
389.118216707,973,0.0876338854432106,0.0182291679084301,7544,25.73958396911621,0.42290276288986206,0.2233072966337204,47.36124801635742,0.7485652565956116,0.2218175232410431,1.0,0.6453337073326111,1496064.0,1746202297.391297,974
402.350185181,1012,0.3447955548763275,0.017578125,7856,27.333986282348633,0.38183343410491943,0.1809895932674408,46.81505584716797,1.1325405836105347,0.23162293434143066,1.0,0.6322863101959229,1555968.0,1746202310.6232672,1013
406.06220087,1023,0.3447955548763275,0.01888020895421505,7944,26.56184959411621,0.42214810848236084,0.3046875298023224,46.81505584716797,1.1325405836105347,0.22650904953479767,1.0,0.8569345474243164,1572864.0,1746202314.335256,1024
412.491742298,1042,0.3447955548763275,0.01888020895421505,8096,29.11653709411621,0.46107470989227295,0.0924479216337204,46.81505584716797,1.1325405836105347,0.17600077390670776,1.0,0.5812724232673645,1602048.0,1746202320.7648,1043
413.844115851,1046,0.3447955548763275,0.01692708395421505,8128,27.593751907348633,0.4454919397830963,0.2356770932674408,46.81505584716797,1.1325405836105347,0.16581179201602936,1.0,0.7486900687217712,1608192.0,1746202322.1171868,1047
414.182598881,1047,0.3447955548763275,0.0201822929084301,8136,27.404949188232422,0.4610086679458618,0.1998697966337204,46.81505584716797,1.1325405836105347,0.16930828988552094,1.0,0.7115569710731506,1609728.0,1746202322.4556704,1048
415.532428698,1051,0.3447955548763275,0.01497395895421505,8168,28.317058563232422,0.3992586135864258,0.1158854216337204,46.81505584716797,1.1325405836105347,0.17564791440963745,1.0,0.5625233054161072,1615872.0,1746202323.8055053,1052
438.81793982,1120,0.3447955548763275,0.01888020895421505,8720,29.086589813232422,0.49725067615509033,0.2226562649011612,46.81505584716797,1.1325405836105347,0.2068437933921814,1.0,0.7494086623191833,1721856.0,1746202347.0910077,1121
441.17676916,1127,0.3447955548763275,0.0201822929084301,8776,28.18099021911621,0.7336769700050354,0.2473958432674408,46.81505584716797,1.1325405836105347,0.23561495542526245,1.0,0.808871328830719,1732608.0,1746202349.4498346,1128
452.975934031,1162,0.3447955548763275,0.01888020895421505,9056,28.16145896911621,0.6479713320732117,0.3411458432674408,46.81505584716797,1.1325405836105347,0.198729008436203,1.0,0.9267885088920593,1786368.0,1746202361.2490103,1163
456.015282493,1171,0.3447955548763275,0.0182291679084301,9128,27.762371063232422,0.5880135297775269,0.27734375,46.81505584716797,1.1325405836105347,0.17647472023963928,1.0,0.7858225703239441,1800192.0,1746202364.288367,1172
457.362627545,1175,0.3447955548763275,0.017578125,9160,25.64974021911621,0.595806896686554,0.3619791865348816,46.81505584716797,1.1325405836105347,0.1872456818819046,1.0,0.8578760623931885,1806336.0,1746202365.6356938,1176
461.076134772,1186,0.3447955548763275,0.0182291679084301,9248,25.77083396911621,0.5207849740982056,0.2942708432674408,46.81505584716797,1.1325405836105347,0.1774044632911682,1.0,0.7402904629707336,1823232.0,1746202369.3491755,1187
461.413385594,1187,0.3447955548763275,0.0201822929084301,9256,26.350261688232422,0.4775156080722809,0.3157552182674408,46.81505584716797,1.1325405836105347,0.22239753603935242,1.0,0.8421265482902527,1824768.0,1746202369.6864417,1188
465.461095663,1199,0.3447955548763275,0.0162760429084301,9352,27.553386688232422,0.479948490858078,0.1595052182674408,46.81505584716797,1.1325405836105347,0.22929272055625916,1.0,0.5592248439788818,1843200.0,1746202373.7341688,1200
467.489789615,1205,0.3447955548763275,0.0201822929084301,9400,25.20052146911621,0.6756433248519897,0.3040364682674408,46.81505584716797,1.1325405836105347,0.2394556999206543,1.0,0.8595460653305054,1852416.0,1746202375.7628646,1206
471.880210542,1218,0.3447955548763275,0.01888020895421505,9504,26.17903709411621,0.5599105358123779,0.1770833432674408,46.81505584716797,1.1325405836105347,0.21527446806430817,1.0,0.6701636910438538,1872384.0,1746202380.153207,1219
474.579438441,1226,0.3447955548763275,0.01953125186264515,9568,24.78059959411621,0.665317952632904,0.1601562649011612,46.81505584716797,1.1325405836105347,0.25749510526657104,1.0,0.5990229845046997,1884672.0,1746202382.8525014,1227
476.942133194,1233,0.3447955548763275,0.0201822929084301,9624,27.984376907348633,0.5765166878700256,0.3144531548023224,46.81505584716797,1.1325405836105347,0.24822935461997986,1.0,0.8652897477149963,1895424.0,1746202385.2151895,1234
477.61776932,1235,0.3447955548763275,0.01953125186264515,9640,26.67122459411621,0.616732656955719,0.1653645932674408,46.81505584716797,1.1325405836105347,0.26208528876304626,1.0,0.6209030747413635,1898496.0,1746202385.8908396,1236
480.9908155,1245,0.3447955548763275,0.017578125,9720,27.490236282348633,0.5989347696304321,0.2701823115348816,46.81505584716797,1.1325405836105347,0.24305520951747894,1.0,0.782545268535614,1913856.0,1746202389.2638865,1246
482.678363361,1250,0.3447955548763275,0.01888020895421505,9760,25.545574188232422,0.6303980350494385,0.3157552182674408,46.81505584716797,1.1325405836105347,0.26683667302131653,1.0,0.8314113020896912,1921536.0,1746202390.9514256,1251
488.080242429,1266,0.3447955548763275,0.0182291679084301,9888,28.187501907348633,0.587027907371521,0.3391927182674408,46.81505584716797,1.1325405836105347,0.24878402054309845,1.0,0.8959401249885559,1946112.0,1746202396.3532603,1267
496.562112211,1291,0.3447955548763275,0.01888020895421505,10088,26.684246063232422,0.5981230735778809,0.1829427182674408,46.81505584716797,1.1325405836105347,0.22435927391052246,1.0,0.6695277094841003,1984512.0,1746202404.8351884,1292
498.585130288,1297,0.3447955548763275,0.01888020895421505,10136,27.162111282348633,0.6057130098342896,0.28515625,46.81505584716797,1.1325405836105347,0.2230045646429062,1.0,0.8212369680404663,1993728.0,1746202406.85819,1298
500.351677856,1302,0.4879000782966614,0.01953125186264515,10176,26.606121063232422,0.5574843883514404,0.3880208432674408,41.221702575683594,1.3186475038528442,0.21071560680866241,1.0,0.9809128046035767,2001408.0,1746202408.6247437,1303
506.762773404,1321,0.4879000782966614,0.01953125186264515,10328,26.666667938232422,0.48339635133743286,0.3398437798023224,41.221702575683594,1.3186475038528442,0.2448546290397644,1.0,0.924898087978363,2030592.0,1746202415.0358613,1322
509.798593943,1330,0.4879000782966614,0.01953125186264515,10400,28.502605438232422,0.5204320549964905,0.4270833432674408,41.221702575683594,1.3186475038528442,0.2680445611476898,1.0,1.0312162637710571,2044416.0,1746202418.071669,1331
512.836000519,1339,0.4879000782966614,0.017578125,10472,26.15559959411621,0.4934041202068329,0.2825520932674408,41.221702575683594,1.3186475038528442,0.21997982263565063,1.0,0.7620890140533447,2058240.0,1746202421.1090755,1340
513.508890146,1341,0.4879000782966614,0.0201822929084301,10488,24.44466209411621,0.6579399108886719,0.3085937798023224,41.221702575683594,1.3186475038528442,0.23298916220664978,1.0,0.8190205693244934,2061312.0,1746202421.7819445,1342
518.234151957,1355,0.4879000782966614,0.0221354179084301,10600,26.354167938232422,0.6638178825378418,0.2369791716337204,41.221702575683594,1.3186475038528442,0.22059758007526398,1.0,0.7381626963615417,2082816.0,1746202426.5072494,1356
527.014695887,1381,0.4879000782966614,0.02278645895421505,10808,25.131511688232422,0.5898972153663635,0.3548177182674408,41.221702575683594,1.3186475038528442,0.20864243805408478,1.0,0.9021008014678955,2122752.0,1746202435.287723,1382
527.688931968,1383,0.4879000782966614,0.0201822929084301,10824,26.49153709411621,0.6008424758911133,0.2233072966337204,41.221702575683594,1.3186475038528442,0.1962842047214508,1.0,0.7347368597984314,2125824.0,1746202435.9619844,1384
531.739154872,1395,0.4879000782966614,0.01953125186264515,10920,27.721355438232422,0.5809783339500427,0.2356770932674408,41.221702575683594,1.3186475038528442,0.20966140925884247,1.0,0.7325432896614075,2144256.0,1746202440.012224,1396
534.105069409,1402,0.4879000782966614,0.0201822929084301,10976,27.959636688232422,0.5802260637283325,0.4648437798023224,41.221702575683594,1.3186475038528442,0.21677815914154053,1.0,1.0456292629241943,2155008.0,1746202442.3781207,1403
536.131541951,1408,0.4879000782966614,0.01497395895421505,11024,27.30013084411621,0.5811019539833069,0.2571614682674408,41.221702575683594,1.3186475038528442,0.2151448279619217,1.0,0.7579555511474609,2164224.0,1746202444.4046211,1409
541.195778982,1423,0.4879000782966614,0.01692708395421505,11144,28.304689407348633,0.6053231954574585,0.2369791716337204,41.221702575683594,1.3186475038528442,0.24786803126335144,1.0,0.7348917126655579,2187264.0,1746202449.468838,1424
547.258641337,1441,0.4879000782966614,0.01692708395421505,11288,28.57552146911621,0.4401324391365051,0.1914062649011612,41.221702575683594,1.3186475038528442,0.22117365896701813,1.0,0.7150393724441528,2214912.0,1746202455.5317163,1442
548.268479105,1444,0.4879000782966614,0.01953125186264515,11312,27.91341209411621,0.481953889131546,0.3990885615348816,41.221702575683594,1.3186475038528442,0.22400332987308502,1.0,1.002107858657837,2219520.0,1746202456.541563,1445
555.686703495,1466,0.4879000782966614,0.01888020895421505,11488,27.26106834411621,0.47011518478393555,0.1985677182674408,41.221702575683594,1.3186475038528442,0.2665082812309265,1.0,0.6860002279281616,2253312.0,1746202463.9597821,1467
558.048678595,1473,0.4879000782966614,0.0162760429084301,11544,27.475261688232422,0.48841437697410583,0.2213541716337204,41.221702575683594,1.3186475038528442,0.2680469751358032,1.0,0.7064956426620483,2264064.0,1746202466.3217397,1474
562.765418893,1487,0.4879000782966614,0.0182291679084301,11656,28.418621063232422,0.613205075263977,0.3593750298023224,41.221702575683594,1.3186475038528442,0.2652175724506378,1.0,0.9431523084640503,2285568.0,1746202471.0384927,1488
573.576871892,1519,0.4879000782966614,0.0182291679084301,11912,27.980470657348633,0.7188248634338379,0.4414062798023224,41.221702575683594,1.3186475038528442,0.2581815719604492,1.0,1.0755903720855713,2334720.0,1746202481.8498971,1520
575.941220526,1526,0.4879000782966614,0.0240885429084301,11968,26.40169334411621,0.6161090135574341,0.2845052182674408,41.221702575683594,1.3186475038528442,0.2514535188674927,1.0,0.8230966329574585,2345472.0,1746202484.214308,1527
578.30603442,1533,0.4879000782966614,0.01888020895421505,12024,25.238283157348633,0.6202868223190308,0.4114583432674408,41.221702575683594,1.3186475038528442,0.248665452003479,1.0,0.9634205102920532,2356224.0,1746202486.5790708,1534
583.036065208,1547,0.4879000782966614,0.02148437686264515,12136,25.568361282348633,0.6783895492553711,0.27734375,41.221702575683594,1.3186475038528442,0.2458800971508026,1.0,0.78080153465271,2377728.0,1746202491.3091247,1548
583.371984728,1548,0.4879000782966614,0.01888020895421505,12144,29.514324188232422,0.6166349053382874,0.2727864682674408,41.221702575683594,1.3186475038528442,0.23912641406059265,1.0,0.7978542447090149,2379264.0,1746202491.6450438,1549
590.447581043,1569,0.4879000782966614,0.017578125,12312,29.92317771911621,0.650031566619873,0.27734375,41.221702575683594,1.3186475038528442,0.2242564707994461,1.0,0.829964280128479,2411520.0,1746202498.7206488,1570
592.470416018,1575,0.4879000782966614,0.02083333395421505,12360,27.22591209411621,0.7244246006011963,0.3066406548023224,41.221702575683594,1.3186475038528442,0.24272117018699646,1.0,0.8737417459487915,2420736.0,1746202500.7434886,1576
597.529878168,1590,0.4879000782966614,0.0182291679084301,12480,28.33528709411621,0.8808649182319641,0.2994791865348816,41.221702575683594,1.3186475038528442,0.23266614973545074,1.0,0.8515611290931702,2443776.0,1746202505.8029482,1591
600.904947769,1600,0.4879000782966614,0.0201822929084301,12560,26.863283157348633,0.7694405317306519,0.2291666716337204,41.221702575683594,1.3186475038528442,0.23436564207077026,1.0,0.7209086418151855,2459136.0,1746202509.1780145,1601
602.589874457,1605,0.4879000782966614,0.015625,12600,28.56770896911621,0.7316792011260986,0.1914062649011612,41.221702575683594,1.3186475038528442,0.206670343875885,1.0,0.6989100575447083,2466816.0,1746202510.862944,1606
606.632437878,1617,0.4879000782966614,0.01692708395421505,12696,28.094402313232422,0.8065990805625916,0.2578125,41.221702575683594,1.3186475038528442,0.2400246262550354,1.0,0.7721478939056396,2485248.0,1746202514.9055288,1618
606.969723699,1618,0.4879000782966614,0.01953125186264515,12704,27.619142532348633,0.828803300857544,0.2623698115348816,41.221702575683594,1.3186475038528442,0.24945950508117676,1.0,0.7731935381889343,2486784.0,1746202515.2427995,1619
614.134000763,1639,0.5195020437240601,0.0182291679084301,12872,28.10286521911621,0.9367976188659668,0.3535156548023224,43.223236083984375,1.3639564514160156,0.2478540688753128,1.0,0.8850719928741455,2519040.0,1746202522.4070735,1640
614.807377859,1641,0.5195020437240601,0.01888020895421505,12888,26.501955032348633,0.8835726976394653,0.3411458432674408,43.223236083984375,1.3639564514160156,0.2535073161125183,1.0,0.8928418755531311,2522112.0,1746202523.0804422,1642
615.819779781,1644,0.5195020437240601,0.01692708395421505,12912,27.916017532348633,1.0445106029510498,0.2721354365348816,43.223236083984375,1.3639564514160156,0.2516116201877594,1.0,0.760408341884613,2526720.0,1746202524.0925941,1645
617.50105916,1649,0.5195020437240601,0.02083333395421505,12952,26.358074188232422,0.9881352186203003,0.3470052182674408,43.223236083984375,1.3639564514160156,0.26411956548690796,1.0,0.8753224015235901,2534400.0,1746202525.7741208,1650
618.844035565,1653,0.5195020437240601,0.01953125186264515,12984,27.281902313232422,0.8279455900192261,0.2721354365348816,43.223236083984375,1.3639564514160156,0.23555544018745422,1.0,0.7827436327934265,2540544.0,1746202527.1171103,1654
