update_steps,_runtime,env_step,returned_won_episode,returned_episode,test_returned_episode_lengths,loss,returned_episode_returns,qvals,test_returned_episode,test_returned_episode_returns,returned_episode_lengths,test_returned_won_episode,_timestamp,grad_steps,_step
388,205.016581741,595968.0,0.0,0.013671875,54.68297576904297,0.2854596972465515,0.23325952887535095,0.405145525932312,0.9999999403953552,0.43380963802337646,31.20833396911621,0.0,1746181665.1240773,2856,387
393,206.98818259,603648.0,0.0,0.015625,54.68297576904297,0.29094547033309937,0.13721579313278198,0.37774592638015747,0.9999999403953552,0.43380963802337646,30.64453125,0.0,1746181667.095711,2896,392
404,211.324903544,620544.0,0.0,0.015625,54.68297576904297,0.3044654130935669,0.19839268922805786,0.3908937871456146,0.9999999403953552,0.43380963802337646,31.842449188232422,0.0,1746181671.4323587,2984,403
405,211.716164826,622080.0,0.0,0.015625,54.68297576904297,0.2847262918949127,0.18467319011688232,0.39173078536987305,0.9999999403953552,0.43380963802337646,31.1640625,0.0,1746181671.8236125,2992,404
422,218.511877574,648192.0,0.0,0.015625,54.68297576904297,0.25276634097099304,0.16667327284812927,0.37694627046585083,0.9999999403953552,0.43380963802337646,31.510417938232422,0.0,1746181678.6193967,3128,421
449,229.113796059,689664.0,0.0,0.01497395895421505,54.68297576904297,0.44481825828552246,0.11231495440006256,0.3657277822494507,0.9999999403953552,0.43380963802337646,31.04036521911621,0.0,1746181689.221282,3344,448
466,235.776360989,715776.0,0.0,0.015625,54.68297576904297,0.4008587896823883,0.11546414345502853,0.42041969299316406,0.9999999403953552,0.43380963802337646,31.865886688232422,0.0,1746181695.8838792,3480,465
468,236.558610646,718848.0,0.0,0.0182291679084301,54.68297576904297,0.5010592341423035,0.08246313780546188,0.43913733959198,0.9999999403953552,0.43380963802337646,28.912109375,0.0,1746181696.6661503,3496,467
472,238.1198514,724992.0,0.0,0.01497395895421505,54.68297576904297,0.2609861195087433,0.10262177884578705,0.4762685298919678,0.9999999403953552,0.43380963802337646,29.515625,0.0,1746181698.2274094,3528,471
476,239.690394222,731136.0,0.0,0.01497395895421505,54.68297576904297,0.3024756610393524,0.1127631887793541,0.4043179452419281,0.9999999403953552,0.43380963802337646,31.576824188232422,0.0,1746181699.797929,3560,475
491,245.589044135,754176.0,0.0,0.01302083395421505,54.68297576904297,0.42358025908470154,0.10255223512649536,0.4119005799293518,0.9999999403953552,0.43380963802337646,32.16666793823242,0.0,1746181705.6963978,3680,490
500,249.109891677,768000.0,0.0,0.013671875,54.68297576904297,0.2422296106815338,0.09022651612758636,0.43920955061912537,0.9999999403953552,0.43380963802337646,31.50390625,0.0,1746181709.217448,3752,499
501,249.501036723,769536.0,0.0,0.015625,54.68297576904297,0.22977404296398163,0.07882237434387207,0.4376886785030365,0.9999999403953552,0.43380963802337646,30.74349021911621,0.0,1746181709.6085627,3760,500
510,253.031918104,783360.0,0.0,0.015625,54.68297576904297,0.4455295205116272,0.09207876026630402,0.4726201891899109,0.9999999403953552,0.43380963802337646,31.432292938232422,0.0,1746181713.1394267,3832,509
518,256.16708908,795648.0,0.0,0.014322916977107525,54.68297576904297,0.4962954521179199,0.07758702337741852,0.5053139925003052,0.9999999403953552,0.43380963802337646,31.17708396911621,0.0,1746181716.2745795,3896,517
521,257.345223969,800256.0,0.0,0.01171875,54.68297576904297,0.48297369480133057,0.1041947603225708,0.48273560404777527,0.9999999403953552,0.43380963802337646,32.140625,0.0,1746181717.4527032,3920,520
560,272.649082972,860160.0,0.0,0.01497395895421505,54.68297576904297,0.5330681800842285,0.05866825580596924,0.40639978647232056,0.9999999403953552,0.43380963802337646,32.23307418823242,0.0,1746181732.756595,4232,559
563,273.822803695,864768.0,0.0,0.0162760429084301,54.68297576904297,0.4266101121902466,0.06662559509277344,0.39773571491241455,0.9999999403953552,0.43380963802337646,29.68880271911621,0.0,1746181733.930358,4256,562
576,278.92511815,884736.0,0.0,0.0182291679084301,54.68297576904297,0.4734407067298889,0.08696192502975464,0.3896210193634033,0.9999999403953552,0.43380963802337646,29.092449188232422,0.0,1746181739.0326464,4360,575
582,281.268016607,893952.0,0.0,0.015625,54.68297576904297,0.6908059120178223,0.08377514779567719,0.3339446485042572,0.9999999403953552,0.43380963802337646,31.768230438232422,0.0,1746181741.3754685,4408,581
617,295.016404114,947712.0,0.0,0.01497395895421505,54.68297576904297,0.6901962161064148,0.048744361847639084,0.4206922650337219,0.9999999403953552,0.43380963802337646,31.03515625,0.0,1746181755.1238923,4688,616
632,300.920575714,970752.0,0.0,0.015625,54.68297576904297,0.6722434163093567,0.05726074427366257,0.35161203145980835,0.9999999403953552,0.43380963802337646,31.358074188232422,0.0,1746181761.027882,4808,631
663,313.181855066,1018368.0,0.0,0.013671875,52.263423919677734,0.5984921455383301,0.058404408395290375,0.383836567401886,1.0000001192092896,0.0169618409126997,32.06510543823242,0.0,1746181773.2893379,5056,662
667,314.744099018,1024512.0,0.0,0.0234375,52.263423919677734,0.4916399121284485,0.037897348403930664,0.34387773275375366,1.0000001192092896,0.0169618409126997,26.613933563232422,0.0,1746181774.8516219,5088,666
673,317.100931535,1033728.0,0.0,0.014322916977107525,52.263423919677734,0.4803890585899353,0.03799482434988022,0.40770238637924194,1.0000001192092896,0.0169618409126997,31.401042938232422,0.0,1746181777.208427,5136,672
691,324.175768248,1061376.0,0.0,0.01171875,52.263423919677734,1.158933162689209,0.05131477117538452,0.4651276469230652,1.0000001192092896,0.0169618409126997,30.627605438232422,0.0,1746181784.2832325,5280,690
731,339.848894816,1122816.0,0.0,0.01171875,52.263423919677734,0.57863450050354,0.022491319105029106,0.39960649609565735,1.0000001192092896,0.0169618409126997,31.05208396911621,0.0,1746181799.9564118,5600,730
738,342.599950848,1133568.0,0.0,0.01302083395421505,52.263423919677734,0.5024964809417725,0.06995735317468643,0.36676502227783203,1.0000001192092896,0.0169618409126997,31.2890625,0.0,1746181802.7074885,5656,737
766,353.585793573,1176576.0,0.0,0.014322916977107525,52.263423919677734,0.606130838394165,0.12372978776693344,0.33312004804611206,1.0000001192092896,0.0169618409126997,32.03385543823242,0.0,1746181813.6932828,5880,765
816,373.207252637,1253376.0,0.0,0.015625,52.263423919677734,0.3584575653076172,0.145915687084198,0.31312212347984314,1.0000001192092896,0.0169618409126997,32.10546875,0.0,1746181833.314787,6280,815
824,376.342746442,1265664.0,0.0,0.015625,52.263423919677734,0.2557982802391052,0.1602417528629303,0.29420584440231323,1.0000001192092896,0.0169618409126997,31.893230438232422,0.0,1746181836.4501908,6344,823
825,376.740191471,1267200.0,0.0,0.01497395895421505,52.263423919677734,0.22812913358211517,0.1554664820432663,0.27340394258499146,1.0000001192092896,0.0169618409126997,32.02213668823242,0.0,1746181836.8477008,6352,824
835,380.661095503,1282560.0,0.0,0.013671875,52.263423919677734,0.3324313759803772,0.14600524306297302,0.2986857295036316,1.0000001192092896,0.0169618409126997,30.88671875,0.0,1746181840.768628,6432,834
838,381.839455013,1287168.0,0.0,0.013671875,52.263423919677734,0.3159528970718384,0.17289382219314575,0.2915080189704895,1.0000001192092896,0.0169618409126997,31.98828125,0.0,1746181841.9468186,6456,837
844,384.24027117,1296384.0,0.0,0.013671875,52.263423919677734,0.21905569732189178,0.14619013667106628,0.2845645844936371,1.0000001192092896,0.0169618409126997,32.333335876464844,0.0,1746181844.3477883,6504,843
846,385.022518379,1299456.0,0.0,0.014322916977107525,52.263423919677734,0.19351549446582794,0.1504826545715332,0.25734856724739075,1.0000001192092896,0.0169618409126997,32.384117126464844,0.0,1746181845.130023,6520,845
857,389.336247364,1316352.0,0.0,0.01497395895421505,52.263423919677734,0.17710748314857483,0.12952721118927002,0.2792291045188904,1.0000001192092896,0.0169618409126997,31.084636688232422,0.0,1746181849.4437897,6608,856
887,401.115928171,1362432.0,0.0,0.01302083395421505,52.263423919677734,0.17079316079616547,0.15679931640625,0.22409890592098236,1.0000001192092896,0.0169618409126997,31.221355438232422,0.0,1746181861.223392,6848,886
907,408.967009697,1393152.0,0.0,0.012369791977107525,52.263423919677734,0.11960858106613159,0.13321368396282196,0.12333845347166061,1.0000001192092896,0.0169618409126997,31.40755271911621,0.0,1746181869.0745406,7008,906
937,420.758370538,1439232.0,0.0,0.012369791977107525,52.263423919677734,0.16151036322116852,0.1407022923231125,0.0961911529302597,1.0000001192092896,0.0169618409126997,31.67317771911621,0.0,1746181880.8658726,7248,936
939,421.53918416,1442304.0,0.0,0.01106770895421505,52.263423919677734,0.14585933089256287,0.12717117369174957,0.09229311347007751,1.0000001192092896,0.0169618409126997,32.05078125,0.0,1746181881.6466846,7264,938
947,424.67097217,1454592.0,0.0,0.014322916977107525,52.263423919677734,0.14868763089179993,0.13491712510585785,0.07921741157770157,1.0000001192092896,0.0169618409126997,31.752605438232422,0.0,1746181884.7785165,7328,946
961,430.162733599,1476096.0,0.0,0.01171875,52.263423919677734,0.07888571172952652,0.12719176709651947,0.007104480639100075,1.0000001192092896,0.0169618409126997,30.455730438232422,0.0,1746181890.2702181,7440,960
982,438.510479902,1508352.0,0.0,0.01302083395421505,64.83061218261719,0.07097548246383667,0.12560449540615082,-0.02952498383820057,1.0,0.2557509243488312,32.321617126464844,0.0,1746181898.617966,7608,981
993,442.819783916,1525248.0,0.0,0.013671875,64.83061218261719,0.06300296634435654,0.11595769971609116,-0.12400276958942413,1.0,0.2557509243488312,29.55859375,0.0,1746181902.9272392,7696,992
1001,445.958789045,1537536.0,0.0,0.012369791977107525,64.83061218261719,0.051454268395900726,0.13137274980545044,-0.08404839038848877,1.0,0.2557509243488312,30.537761688232422,0.0,1746181906.0662875,7760,1000
1020,453.403087421,1566720.0,0.0,0.012369791977107525,64.83061218261719,0.04831889271736145,0.10076208412647247,-0.10180125385522842,1.0,0.2557509243488312,30.436199188232422,0.0,1746181913.5106273,7912,1019
1024,454.978684479,1572864.0,0.0,0.012369791977107525,64.83061218261719,0.04835387319326401,0.1515897512435913,-0.13955548405647278,1.0,0.2557509243488312,29.85546875,0.0,1746181915.08617,7944,1023
1028,456.563758773,1579008.0,0.0,0.01106770895421505,64.83061218261719,0.0392364040017128,0.13707813620567322,-0.13292419910430908,1.0,0.2557509243488312,29.4609375,0.0,1746181916.67125,7976,1027
1039,460.872633763,1595904.0,0.0,0.013671875,64.83061218261719,0.04123128950595856,0.11103302240371704,-0.15941941738128662,1.0,0.2557509243488312,30.854167938232422,0.0,1746181920.9800863,8064,1038
1050,465.180501705,1612800.0,0.0,0.012369791977107525,64.83061218261719,0.035230450332164764,0.09203996509313583,-0.1612960696220398,1.0,0.2557509243488312,31.373699188232422,0.0,1746181925.2880304,8152,1049
1067,471.85574509,1638912.0,0.0,0.012369791977107525,64.83061218261719,0.03345951437950134,0.08385039865970612,-0.1793634444475174,1.0,0.2557509243488312,29.869792938232422,0.0,1746181931.963286,8288,1066
1092,481.660572175,1677312.0,0.0,0.015625,64.83061218261719,0.0349157378077507,0.10027756541967392,-0.1788732260465622,1.0,0.2557509243488312,31.15364646911621,0.0,1746181941.7680979,8488,1091
1125,494.604363419,1728000.0,0.0,0.013671875,64.83061218261719,0.02843732386827469,0.06487739086151123,-0.18699149787425995,1.0,0.2557509243488312,30.713542938232422,0.0,1746181954.711885,8752,1124
1156,506.75525632,1775616.0,0.0,0.012369791977107525,64.83061218261719,0.028577281162142754,0.1438690423965454,-0.2294362187385559,1.0,0.2557509243488312,30.588542938232422,0.0,1746181966.8628168,9000,1155
1173,513.412259389,1801728.0,0.0,0.009765625,64.83061218261719,0.02446046844124794,0.13825537264347076,-0.19135436415672302,1.0,0.2557509243488312,30.11328125,0.0,1746181973.519766,9136,1172
1212,528.738328628,1861632.0,0.0,0.009765625,64.83061218261719,0.02557441219687462,0.17957518994808197,-0.19091105461120605,1.0,0.2557509243488312,31.25390625,0.0,1746181988.8458076,9448,1211
1218,531.091339781,1870848.0,0.0,0.012369791977107525,64.83061218261719,0.024686617776751518,0.13215893507003784,-0.1981174349784851,1.0,0.2557509243488312,28.8125,0.0,1746181991.1963432,9496,1217
1229,535.406305247,1887744.0,0.0,0.012369791977107525,64.83061218261719,0.022525103762745857,0.16101154685020447,-0.20204493403434753,1.0,0.2557509243488312,30.18099021911621,0.0,1746181995.513803,9584,1228
1248,542.858263006,1916928.0,0.0,0.009765625,64.83061218261719,0.02129703015089035,0.15054480731487274,-0.2613723576068878,1.0,0.2557509243488312,29.1875,0.0,1746182002.9657388,9736,1247
1264,549.132628347,1941504.0,0.0,0.008463541977107525,64.83061218261719,0.02275633066892624,0.13888713717460632,-0.2504185438156128,1.0,0.2557509243488312,26.057292938232422,0.0,1746182009.2401626,9864,1263
1290,559.373002241,1981440.0,0.0,0.0078125,64.83061218261719,0.01966199092566967,0.11953020095825195,-0.3027527332305908,1.0,0.2557509243488312,26.67578125,0.0,1746182019.480546,10072,1289
1298,562.515416231,1993728.0,0.0,0.0078125,64.83061218261719,0.021645795553922653,0.0976923257112503,-0.29658639430999756,1.0,0.2557509243488312,24.682292938232422,0.0,1746182022.6229646,10136,1297
1309,566.920896975,2010624.0,0.0,0.009765625,91.5,0.020089387893676758,0.1864185929298401,-0.31112319231033325,1.0,0.316832572221756,28.471355438232422,0.0,1746182027.0283072,10224,1308
1372,591.68800977,2107392.0,0.0,0.015625,91.5,0.01935330033302307,0.33494099974632263,-0.3234158754348755,1.0,0.316832572221756,31.49349021911621,0.0,1746182051.7955186,10728,1371
1373,592.078968885,2108928.0,0.0,0.01497395895421505,91.5,0.018344920128583908,0.3336007595062256,-0.3198038935661316,1.0,0.316832572221756,31.64583396911621,0.0,1746182052.186465,10736,1372
1379,594.428734272,2118144.0,0.0,0.01497395895421505,91.5,0.020011471584439278,0.30947059392929077,-0.2964974641799927,1.0,0.316832572221756,30.506511688232422,0.0,1746182054.5361698,10784,1378
1392,599.51994922,2138112.0,0.0,0.015625,91.5,0.018709994852542877,0.33357882499694824,-0.3594464063644409,1.0,0.316832572221756,31.397136688232422,0.0,1746182059.6275017,10888,1391
1393,599.913977869,2139648.0,0.0,0.015625,91.5,0.01790306344628334,0.32286661863327026,-0.35720157623291016,1.0,0.316832572221756,31.7734375,0.0,1746182060.0214155,10896,1392
1400,602.673251661,2150400.0,0.0,0.014322916977107525,91.5,0.023804329335689545,0.29096221923828125,-0.3483565151691437,1.0,0.316832572221756,30.479167938232422,0.0,1746182062.7807631,10952,1399
1401,603.064414888,2151936.0,0.0,0.015625,91.5,0.021025702357292175,0.33383017778396606,-0.3284156918525696,1.0,0.316832572221756,31.998699188232422,0.0,1746182063.1719124,10960,1400
1485,636.037128332,2280960.0,0.0,0.01497395895421505,91.5,0.014589400961995125,0.33045482635498047,-0.3396455645561218,1.0,0.316832572221756,31.66015625,0.0,1746182096.1446595,11632,1484
1495,639.961999372,2296320.0,0.0,0.015625,91.5,0.01304080430418253,0.3373103737831116,-0.3214842975139618,1.0,0.316832572221756,31.361980438232422,0.0,1746182100.0695336,11712,1494
1511,646.223895681,2320896.0,0.0,0.01497395895421505,91.5,0.014007787220180035,0.33421850204467773,-0.34497886896133423,1.0,0.316832572221756,31.84505271911621,0.0,1746182106.3314419,11840,1510
1513,647.009248983,2323968.0,0.0,0.014322916977107525,91.5,0.021652892231941223,0.3257048726081848,-0.3876834213733673,1.0,0.316832572221756,31.576824188232422,0.0,1746182107.1167183,11856,1512
1518,648.972587511,2331648.0,0.0,0.013671875,91.5,0.015191618353128433,0.2879074215888977,-0.4048469066619873,1.0,0.316832572221756,30.80859375,0.0,1746182109.0800922,11896,1517
1524,651.333332722,2340864.0,0.0,0.01302083395421505,91.5,0.012269876897335052,0.29217827320098877,-0.41802412271499634,1.0,0.316832572221756,30.37109375,0.0,1746182111.4408514,11944,1523
1556,663.89011152,2390016.0,0.0,0.01497395895421505,91.5,0.024226026609539986,0.3028233051300049,-0.5040018558502197,1.0,0.316832572221756,31.828125,0.0,1746182123.9976478,12200,1555
1558,664.672442748,2393088.0,0.0,0.01302083395421505,91.5,0.011577337980270386,0.2883550822734833,-0.46493425965309143,1.0,0.316832572221756,30.092449188232422,0.0,1746182124.7799747,12216,1557
1571,669.761411201,2413056.0,0.0,0.015625,91.5,0.010414156131446362,0.3412497043609619,-0.4016387462615967,1.0,0.316832572221756,31.037761688232422,0.0,1746182129.8688989,12320,1570
1578,672.500276722,2423808.0,0.0,0.01302083395421505,91.5,0.009632296860218048,0.31556782126426697,-0.43928062915802,1.0,0.316832572221756,31.08984375,0.0,1746182132.60776,12376,1577
1587,676.026435262,2437632.0,0.0,0.01497395895421505,91.5,0.010402323678135872,0.3614591360092163,-0.42360806465148926,1.0,0.316832572221756,31.756511688232422,0.0,1746182136.1339655,12448,1586
1588,676.417454832,2439168.0,0.0,0.013671875,91.5,0.012484924867749214,0.3265923857688904,-0.42817845940589905,1.0,0.316832572221756,31.296875,0.0,1746182136.5249894,12456,1587
1589,676.808576233,2440704.0,0.0,0.01302083395421505,91.5,0.02356828935444355,0.30248773097991943,-0.43064528703689575,1.0,0.316832572221756,32.02213668823242,0.0,1746182136.9161108,12464,1588
1601,681.505264011,2459136.0,0.0,0.010416666977107525,91.5,0.009416584856808186,0.26524826884269714,-0.4108446538448334,1.0,0.316832572221756,29.60286521911621,0.0,1746182141.6128082,12560,1600
1613,686.204778287,2477568.0,0.0,0.00911458395421505,91.5,0.009876152500510216,0.18411239981651306,-0.3853576183319092,1.0,0.316832572221756,26.83724021911621,0.0,1746182146.312258,12656,1612
1617,687.769238019,2483712.0,0.0,0.01302083395421505,91.5,0.009528711438179016,0.3014299273490906,-0.39100590348243713,1.0,0.316832572221756,29.23828125,0.0,1746182147.8767698,12688,1616
1634,694.525639895,2509824.0,0.0,0.01171875,67.54520416259766,0.009919814765453339,0.2972315549850464,-0.3683735132217407,1.0,0.6348164081573486,30.815105438232422,0.0,1746182154.633159,12824,1633
1649,700.420876532,2532864.0,0.0,0.00911458395421505,67.54520416259766,0.019510289654135704,0.2088160514831543,-0.38035333156585693,1.0,0.6348164081573486,27.483074188232422,0.0,1746182160.5282698,12944,1648
1653,702.004318636,2539008.0,0.0,0.008463541977107525,67.54520416259766,0.012170325964689255,0.21238207817077637,-0.21105161309242249,1.0,0.6348164081573486,28.5625,0.0,1746182162.111818,12976,1652
1671,709.060863805,2566656.0,0.0,0.0078125,67.54520416259766,0.00899256207048893,0.2078140676021576,-0.2705000042915344,1.0,0.6348164081573486,28.123699188232422,0.0,1746182169.1683297,13120,1670
1690,716.514952953,2595840.0,0.0,0.009765625,67.54520416259766,0.012712783180177212,0.19700878858566284,-0.23926573991775513,1.0,0.6348164081573486,27.92708396911621,0.0,1746182176.6224742,13272,1689
1701,720.82903294,2612736.0,0.0,0.00911458395421505,67.54520416259766,0.009554906748235226,0.1835678219795227,-0.26287055015563965,1.0,0.6348164081573486,25.5625,0.0,1746182180.9365666,13360,1700
1718,727.534385615,2638848.0,0.0,0.010416666977107525,67.54520416259766,0.008775444701313972,0.263914555311203,-0.2788771390914917,1.0,0.6348164081573486,29.0703125,0.0,1746182187.6419394,13496,1717
1740,736.178527215,2672640.0,0.0,0.009765625,67.54520416259766,0.010380221530795097,0.23660439252853394,-0.28519511222839355,1.0,0.6348164081573486,29.65234375,0.0,1746182196.2860408,13672,1739
1741,736.583183106,2674176.0,0.0,0.010416666977107525,67.54520416259766,0.010315739549696445,0.2447282075881958,-0.28890982270240784,1.0,0.6348164081573486,29.514324188232422,0.0,1746182196.6904893,13680,1740
1747,738.949874347,2683392.0,0.0,0.009765625,67.54520416259766,0.009632717818021774,0.23989912867546082,-0.2679372727870941,1.0,0.6348164081573486,28.28515625,0.0,1746182199.057299,13728,1746
1753,741.296482642,2692608.0,0.0,0.010416666977107525,67.54520416259766,0.008773778565227985,0.2715979516506195,-0.2739204168319702,1.0,0.6348164081573486,29.697917938232422,0.0,1746182201.4040277,13776,1752
1755,742.078552178,2695680.0,0.0,0.00911458395421505,67.54520416259766,0.008060344494879246,0.2786581218242645,-0.27504485845565796,1.0,0.6348164081573486,28.98828125,0.0,1746182202.186068,13792,1754
1797,758.561573876,2760192.0,0.0,0.010416666977107525,67.54520416259766,0.008406932465732098,0.2636718153953552,-0.2998175323009491,1.0,0.6348164081573486,29.09375,0.0,1746182218.6690764,14128,1796
1811,764.077837354,2781696.0,0.0,0.010416666977107525,67.54520416259766,0.010038662701845169,0.28618013858795166,-0.2995956838130951,1.0,0.6348164081573486,31.303386688232422,0.0,1746182224.1851938,14240,1810
1814,765.251576173,2786304.0,0.0,0.01302083395421505,67.54520416259766,0.008501376025378704,0.31104791164398193,-0.31708967685699463,1.0,0.6348164081573486,31.28515625,0.0,1746182225.359076,14264,1813
1825,769.560957575,2803200.0,0.0,0.010416666977107525,67.54520416259766,0.008809046819806099,0.260403037071228,-0.31988605856895447,1.0,0.6348164081573486,28.07421875,0.0,1746182229.6683075,14352,1824
1839,775.046640009,2824704.0,0.0,0.00911458395421505,67.54520416259766,0.009616045281291008,0.24561026692390442,-0.35162270069122314,1.0,0.6348164081573486,28.217449188232422,0.0,1746182235.153995,14464,1838
1858,782.488309647,2853888.0,0.0,0.009765625,67.54520416259766,0.00919686071574688,0.22437167167663574,-0.3417377471923828,1.0,0.6348164081573486,26.51171875,0.0,1746182242.5958433,14616,1857
