grad_steps,qvals,returned_episode_lengths,returned_won_episode,update_steps,returned_episode,_step,test_returned_won_episode,test_returned_episode_returns,loss,test_returned_episode_lengths,_runtime,env_step,returned_episode_returns,_timestamp,test_returned_episode
0,0.0,23.703126907348633,0.0,18,0.02734375186264515,17,0.0,0.07903243601322174,0.0,17.256723403930664,47.571435835,27648,0.24204376339912415,1747635852.5450153,1.0
16,-0.1329834908246994,24.252605438232422,0.0,33,0.02669270895421505,32,0.0,0.07903243601322174,0.04248640686273575,17.256723403930664,49.012222011,50688,0.20868203043937683,1747635853.9857764,1.0
168,0.1740874946117401,24.400392532348633,0.0,52,0.02669270895421505,51,0.0,0.07903243601322174,0.088991180062294,17.256723403930664,55.133620754,79872,0.2144315242767334,1747635860.1071982,1.0
504,0.7674180865287781,25.64778709411621,0.0,94,0.02539062686264515,93,0.0,0.07903243601322174,0.11743295937776566,17.256723403930664,68.659011913,144384,0.26539337635040283,1747635873.632524,1.0
760,0.7089534997940063,23.775392532348633,0.0,126,0.02343750186264515,125,0.0,0.07903243601322174,0.14195159077644348,17.256723403930664,78.970249472,193536,0.2798490524291992,1747635883.943833,1.0
800,0.7317571640014648,25.365236282348633,0.0,131,0.02539062686264515,130,0.0,0.07903243601322174,0.1421929895877838,17.256723403930664,80.586737906,201216,0.29460978507995605,1747635885.5602393,1.0
896,0.7397198677062988,24.22200584411621,0.0,143,0.0260416679084301,142,0.0,0.07903243601322174,0.17919227480888367,17.256723403930664,84.454627302,219648,0.29323676228523254,1747635889.428087,1.0
1240,0.7589080929756165,25.675783157348633,0.0,186,0.02148437686264515,185,0.0,0.07903243601322174,0.14692740142345428,17.256723403930664,98.320839268,285696,0.30024057626724243,1747635903.2944314,1.0
1312,0.7698466777801514,23.876955032348633,0.0,195,0.0260416679084301,194,0.0,0.07903243601322174,0.13711640238761902,17.256723403930664,101.232803814,299520,0.3045240640640259,1747635906.2063894,1.0
1344,0.7598115801811218,24.901042938232422,0.0,199,0.02343750186264515,198,0.0,0.07903243601322174,0.1384037435054779,17.256723403930664,102.52111822,305664,0.3112245798110962,1747635907.4947143,1.0
1480,0.7641972303390503,26.48567771911621,0.0,216,0.0240885429084301,215,0.0,0.07903243601322174,0.11921849846839905,17.256723403930664,107.994337243,331776,0.3063121736049652,1747635912.96794,1.0
1728,0.7775908708572388,26.123048782348633,0.0,247,0.0240885429084301,246,0.0,0.07903243601322174,0.10595571994781494,17.256723403930664,117.982225609,379392,0.3472498655319214,1747635922.955763,1.0
1816,0.7839484214782715,25.250001907348633,0.0,258,0.02539062686264515,257,0.0,0.07903243601322174,0.10921059548854828,17.256723403930664,121.539878345,396288,0.3486233353614807,1747635926.513432,1.0
1832,0.7879728674888611,24.978517532348633,0.0,260,0.02473958395421505,259,0.0,0.07903243601322174,0.11494369059801102,17.256723403930664,122.186176733,399360,0.34702444076538086,1747635927.1597579,1.0
1888,0.7850691676139832,25.180339813232422,0.0,267,0.0240885429084301,266,0.0,0.07903243601322174,0.09736020863056183,17.256723403930664,124.434162203,410112,0.3498288094997406,1747635929.4077597,1.0
2072,0.8129186630249023,25.89778709411621,0.0,290,0.02473958395421505,289,0.0,0.07903243601322174,0.09714499115943909,17.256723403930664,131.86589002,445440,0.39753156900405884,1747635936.8395061,1.0
2240,0.8173866271972656,25.942058563232422,0.0,311,0.02343750186264515,310,0.0,0.07903243601322174,0.10721055418252945,17.256723403930664,138.638205959,477696,0.3396020531654358,1747635943.6117852,1.0
2352,0.8397469520568848,25.439455032348633,0.0,325,0.02539062686264515,324,0.05488620698451996,0.7211970090866089,0.11250048130750656,36.927040100097656,143.23380328,499200,0.36949536204338074,1747635948.207386,0.9999999403953552
2504,0.8355180621147156,24.25911521911621,0.0,344,0.0260416679084301,343,0.05488620698451996,0.7211970090866089,0.11101007461547852,36.927040100097656,149.355525306,528384,0.39565905928611755,1747635954.3291056,0.9999999403953552
2520,0.8343535661697388,25.152996063232422,0.0,346,0.02278645895421505,345,0.05488620698451996,0.7211970090866089,0.11040160804986954,36.927040100097656,150.002119077,531456,0.35763874650001526,1747635954.9756906,0.9999999403953552
2544,0.8405986428260803,25.08138084411621,0.0,349,0.0240885429084301,348,0.05488620698451996,0.7211970090866089,0.1113099604845047,36.927040100097656,150.964870167,536064,0.4071292579174042,1747635955.9384148,0.9999999403953552
2688,0.8383665084838867,24.53255271911621,0.0,367,0.02539062686264515,366,0.05488620698451996,0.7211970090866089,0.11910636723041534,36.927040100097656,156.774577844,563712,0.38502636551856995,1747635961.7481594,0.9999999403953552
2744,0.8394208550453186,25.046876907348633,0.0,374,0.0260416679084301,373,0.05488620698451996,0.7211970090866089,0.15261021256446838,36.927040100097656,159.035528586,574464,0.3953612744808197,1747635964.0090318,0.9999999403953552
2976,0.8467944860458374,27.496095657348633,0.0,403,0.0221354179084301,402,0.05488620698451996,0.7211970090866089,0.11649692803621292,36.927040100097656,168.383218924,619008,0.38532429933547974,1747635973.3567996,0.9999999403953552
3240,0.8455017805099487,23.86653709411621,0.0,436,0.0260416679084301,435,0.05488620698451996,0.7211970090866089,0.09669499844312668,36.927040100097656,179.101431976,669696,0.4298889935016632,1747635984.0750346,0.9999999403953552
3368,0.8319789171218872,25.52474021911621,0.0,452,0.0260416679084301,451,0.05488620698451996,0.7211970090866089,0.0772092193365097,36.927040100097656,184.269281442,694272,0.3922642469406128,1747635989.2428632,0.9999999403953552
3552,0.7967389822006226,27.988283157348633,0.011718750931322575,475,0.02083333395421505,474,0.05488620698451996,0.7211970090866089,0.0937613770365715,36.927040100097656,191.690052072,729600,0.4743134379386902,1747635996.663661,0.9999999403953552
3640,0.8042402267456055,27.981121063232422,0.0,486,0.01953125186264515,485,0.05488620698451996,0.7211970090866089,0.09708528220653534,36.927040100097656,195.229839737,746496,0.469682902097702,1747636000.203438,0.9999999403953552
3696,0.7966992259025574,26.692058563232422,0.0416666679084301,493,0.02278645895421505,492,0.05488620698451996,0.7211970090866089,0.0626404732465744,36.927040100097656,197.48343167,757248,0.5193039178848267,1747636002.4570065,0.9999999403953552
3896,0.8042802810668945,25.707683563232422,0.1321614682674408,518,0.02148437686264515,517,0.05488620698451996,0.7211970090866089,0.11253927648067474,36.927040100097656,205.553322379,795648,0.6311490535736084,1747636010.5269175,0.9999999403953552
3936,0.8094272613525391,25.783205032348633,0.0514322929084301,523,0.02148437686264515,522,0.05488620698451996,0.7211970090866089,0.09011806547641754,36.927040100097656,207.161027686,803328,0.5119832754135132,1747636012.1346307,0.9999999403953552
3984,0.8004845380783081,25.28255271911621,0.0729166716337204,529,0.01953125186264515,528,0.05488620698451996,0.7211970090866089,0.1213284432888031,36.927040100097656,209.092030871,812544,0.5555870532989502,1747636014.065606,0.9999999403953552
4120,0.788399338722229,25.38997459411621,0.0540364608168602,546,0.02083333395421505,545,0.05488620698451996,0.7211970090866089,0.10181313753128052,36.927040100097656,214.570586933,838656,0.5721381306648254,1747636019.5441813,0.9999999403953552
4208,0.800201416015625,27.685548782348633,0.1132812574505806,557,0.02148437686264515,556,0.05488620698451996,0.7211970090866089,0.11791148781776428,36.927040100097656,218.108844489,855552,0.6615784168243408,1747636023.0824256,0.9999999403953552
4232,0.7945472002029419,25.858074188232422,0.0865885466337204,560,0.0221354179084301,559,0.05488620698451996,0.7211970090866089,0.1214396208524704,36.927040100097656,219.078591658,860160,0.6240326166152954,1747636024.0519843,0.9999999403953552
4376,0.7885556817054749,26.898439407348633,0.1835937649011612,578,0.02083333395421505,577,0.05488620698451996,0.7211970090866089,0.11789355427026749,36.927040100097656,224.874291477,887808,0.7400750517845154,1747636029.847891,0.9999999403953552
4672,0.7653848528862,24.486330032348633,0.1679687649011612,615,0.02148437686264515,614,0.05488620698451996,0.7211970090866089,0.2009989619255066,36.927040100097656,236.796444614,944640,0.6897205710411072,1747636041.7699494,0.9999999403953552
4888,0.7108647227287292,26.26302146911621,0.1601562649011612,642,0.02083333395421505,641,0.05488620698451996,0.7211970090866089,0.2160494178533554,36.927040100097656,245.497384859,986112,0.6907647848129272,1747636050.4709768,0.9999999403953552
4904,0.6896913647651672,25.38020896911621,0.251953125,644,0.02278645895421505,643,0.05488620698451996,0.7211970090866089,0.18823228776454926,36.927040100097656,246.145015159,989184,0.8343664407730103,1747636051.1185966,0.9999999403953552
