returned_episode_lengths,returned_won_episode,update_steps,_step,test_returned_episode_returns,loss,returned_episode_returns,returned_episode,_runtime,grad_steps,qvals,test_returned_episode_lengths,test_returned_won_episode,env_step,test_returned_episode,_timestamp
24.926433563232422,0.0,2,1,0.03416486084461212,0.0,0.185273677110672,0.02343750186264515,72.178439766,0,0.0,21.611797332763672,0.0,3072,0.9999999403953552,1746432505.543882
26.75520896911621,0.0,5,4,0.03416486084461212,0.0,0.1754511594772339,0.02473958395421505,72.376427338,0,0.0,21.611797332763672,0.0,7680,0.9999999403953552,1746432505.7419353
24.746095657348633,0.0,11,10,0.03416486084461212,0.0,0.2205875813961029,0.02473958395421505,72.769863586,0,0.0,21.611797332763672,0.0,16896,0.9999999403953552,1746432506.1353755
23.71809959411621,0.0,20,19,0.03416486084461212,0.0,0.1824873983860016,0.02734375186264515,73.359853257,0,0.0,21.611797332763672,0.0,30720,0.9999999403953552,1746432506.7253788
24.231121063232422,0.0,25,24,0.03416486084461212,0.0,0.18760891258716583,0.0260416679084301,73.687503204,0,0.0,21.611797332763672,0.0,38400,0.9999999403953552,1746432507.0530422
25.261720657348633,0.0,28,27,0.03416486084461212,0.0,0.18621407449245453,0.02278645895421505,73.884082936,0,0.0,21.611797332763672,0.0,43008,0.9999999403953552,1746432507.2496092
25.17903709411621,0.0,39,38,0.03416486084461212,0.05046134069561958,0.1493588238954544,0.02539062686264515,76.773329352,64,0.007689307443797588,21.611797332763672,0.0,59904,0.9999999403953552,1746432510.138777
22.60481834411621,0.0,41,40,0.03416486084461212,0.0452004000544548,0.15131404995918274,0.0279947929084301,77.436845518,80,0.0007533642346970737,21.611797332763672,0.0,62976,0.9999999403953552,1746432510.8023636
22.738933563232422,0.0,44,43,0.03416486084461212,0.05614503473043442,0.19139188528060913,0.0279947929084301,78.439660851,104,-0.024849753826856613,21.611797332763672,0.0,67584,0.9999999403953552,1746432511.8051233
25.484376907348633,0.0,68,67,0.03416486084461212,0.07658817619085312,0.178029865026474,0.02343750186264515,86.424592581,296,0.2943874001502991,21.611797332763672,0.0,104448,0.9999999403953552,1746432519.7900424
25.771486282348633,0.0,73,72,0.03416486084461212,0.11949861794710159,0.24550332129001617,0.02148437686264515,88.083480911,336,0.3490612804889679,21.611797332763672,0.0,112128,0.9999999403953552,1746432521.4489973
24.281251907348633,0.0,106,105,0.03416486084461212,0.2168758511543274,0.2130141705274582,0.0240885429084301,99.065493283,600,0.3343179225921631,21.611797332763672,0.0,162816,0.9999999403953552,1746432532.4309897
24.257814407348633,0.0,107,106,0.03416486084461212,0.21587809920310974,0.19939382374286652,0.02669270895421505,99.396737926,608,0.3367845118045807,21.611797332763672,0.0,164352,0.9999999403953552,1746432532.762273
23.667970657348633,0.01888020895421505,115,114,0.03416486084461212,0.2583063244819641,0.21710167825222015,0.0240885429084301,102.049832187,672,0.32979539036750793,21.611797332763672,0.0,176640,0.9999999403953552,1746432535.415368
25.776042938232422,0.0,138,137,0.03416486084461212,0.2995310127735138,0.22528964281082153,0.02278645895421505,109.701569191,856,0.35119396448135376,21.611797332763672,0.0,211968,0.9999999403953552,1746432543.0670629
25.816408157348633,0.01497395895421505,161,160,0.03416486084461212,0.30462077260017395,0.2886936366558075,0.02083333395421505,117.338870137,1040,0.3519488275051117,21.611797332763672,0.0,247296,0.9999999403953552,1746432550.7043798
