test_returned_episode,returned_episode,loss,test_returned_won_episode,returned_episode_lengths,test_returned_episode_lengths,_timestamp,test_returned_episode_returns,returned_episode_returns,returned_won_episode,env_step,qvals,grad_steps,update_steps,_step,_runtime
1.0,0.008463541977107525,0.053031452000141144,0.09433962404727936,23.23307228088379,91.71697998046875,1746195202.4805844,0.8861883878707886,0.23788730800151825,0.0013020833721384406,2092032.0,-0.4081864655017853,10648,1362,1361,562.998808446
1.0,0.008463541977107525,0.05316491425037384,0.09433962404727936,26.83072853088379,91.71697998046875,1746195206.2361097,0.8861883878707886,0.3182258605957031,0.0481770820915699,2107392.0,-0.418220579624176,10728,1372,1371,566.754321462
1.0,0.0078125,0.0608971081674099,0.09433962404727936,23.84635353088379,91.71697998046875,1746195208.140898,0.8861883878707886,0.4506770372390747,0.1653645783662796,2115072.0,-0.42940062284469604,10768,1377,1376,568.659141758
1.0,0.0078125,0.05553951859474182,0.09433962404727936,24.42317771911621,91.71697998046875,1746195209.642952,0.8861883878707886,0.3138866424560547,0.048828125,2121216.0,-0.41510313749313354,10800,1381,1380,570.161173238
1.0,0.0078125,0.05553041771054268,0.09433962404727936,25.27083396911621,91.71697998046875,1746195210.7745497,0.8861883878707886,0.3695735037326813,0.1041666641831398,2125824.0,-0.43267494440078735,10824,1384,1383,571.292762344
1.0,0.009114583022892475,0.06180202588438988,0.09433962404727936,24.57552146911621,91.71697998046875,1746195211.526018,0.8861883878707886,0.40069329738616943,0.0755208358168602,2128896.0,-0.42766308784484863,10840,1386,1385,572.044257638
1.0,0.008463541977107525,0.04463615640997887,0.09433962404727936,23.45963478088379,91.71697998046875,1746195215.3060358,0.8861883878707886,0.23676426708698273,0.0,2144256.0,-0.4567251205444336,10920,1396,1395,575.82425634
1.0,0.008463541977107525,0.05401540920138359,0.09433962404727936,23.77994728088379,91.71697998046875,1746195216.808301,0.8861883878707886,0.22580395638942719,0.0,2150400.0,-0.4481145739555359,10952,1400,1399,577.32652299
1.0,0.0078125,0.043728068470954895,0.09433962404727936,26.44400978088379,91.71697998046875,1746195220.5958798,0.8861883878707886,0.29861322045326233,0.02799479104578495,2165760.0,-0.45092490315437317,11032,1410,1409,581.114097327
1.0,0.008463541977107525,0.06314380466938019,0.09433962404727936,24.81119728088379,91.71697998046875,1746195223.225195,0.8861883878707886,0.2842707633972168,0.02669270895421505,2176512.0,-0.47848501801490784,11088,1417,1416,583.743428099
1.0,0.0078125,0.06606780737638474,0.09433962404727936,23.80338478088379,91.71697998046875,1746195241.0350077,0.8861883878707886,0.29920244216918945,0.0579427070915699,2248704.0,-0.48533034324645996,11464,1464,1463,601.553379144
1.0,0.009765625,0.07991495728492737,0.09433962404727936,27.75520896911621,91.71697998046875,1746195244.830638,0.8861883878707886,0.5535610914230347,0.1627604216337204,2264064.0,-0.5037087202072144,11544,1474,1473,605.348865425
1.0,0.011067708022892475,0.07911700755357742,0.09433962404727936,25.77864646911621,91.71697998046875,1746195249.3683195,0.8861883878707886,0.4113736152648926,0.080078125,2282496.0,-0.4971103072166443,11640,1486,1485,609.88653993
1.0,0.010416666977107525,0.06746192276477814,0.09433962404727936,26.16015625,91.71697998046875,1746195255.7640655,0.8861883878707886,0.8173404335975647,0.3528645932674408,2308608.0,-0.5292119979858398,11776,1503,1502,616.282288478
1.0,0.011067708022892475,0.10763503611087799,0.09433962404727936,28.75520896911621,91.71697998046875,1746195263.348053,0.8861883878707886,0.7250128984451294,0.2584635317325592,2339328.0,-0.5392013788223267,11936,1523,1522,623.866304838
1.0,0.008463541977107525,0.09833717346191406,0.09433962404727936,24.3046875,91.71697998046875,1746195264.8714406,0.8861883878707886,0.4688476026058197,0.16796875,2345472.0,-0.5395891666412354,11968,1527,1526,625.389657347
1.0,0.010416666977107525,0.15251129865646362,0.09433962404727936,27.14974021911621,91.71697998046875,1746195267.1250093,0.8861883878707886,0.8225715756416321,0.33203125,2354688.0,-0.5136281251907349,12016,1533,1532,627.643230628
1.0,0.009765625,0.13146448135375977,0.09433962404727936,28.44661521911621,91.71697998046875,1746195272.0497496,0.8861883878707886,0.4376431405544281,0.0384114570915699,2374656.0,-0.5598829984664917,12120,1546,1545,632.567970146
1.0,0.012369791977107525,0.14471116662025452,0.09433962404727936,29.58854103088379,91.71697998046875,1746195273.551589,0.8861883878707886,0.8366926312446594,0.3209635317325592,2380800.0,-0.5537455677986145,12152,1550,1549,634.069778567
1.0,0.008463541977107525,0.10817161202430725,0.09433962404727936,24.64974021911621,91.71697998046875,1746195274.3057523,0.8861883878707886,0.34677401185035706,0.0891927108168602,2383872.0,-0.5338248014450073,12168,1552,1551,634.824059064
1.0,0.013020833022892475,0.12325341999530792,0.09433962404727936,29.68359375,91.71697998046875,1746195274.6874902,0.8861883878707886,0.6636750102043152,0.2291666716337204,2385408.0,-0.5331952571868896,12176,1553,1552,635.20572311
1.0,0.012369791977107525,0.13591115176677704,0.09433962404727936,29.72265625,91.71697998046875,1746195278.0974505,0.8861883878707886,0.843805193901062,0.3229166567325592,2399232.0,-0.5343132019042969,12248,1562,1561,638.615658458
1.0,0.01171875,0.11600273102521896,0.09433962404727936,27.11458396911621,91.71697998046875,1746195281.5114138,0.8861883878707886,0.5546125769615173,0.1744791716337204,2413056.0,-0.5039469599723816,12320,1571,1570,642.029644531
1.0,0.010416666977107525,0.14908570051193237,0.09433962404727936,28.67447853088379,91.71697998046875,1746195284.1753504,0.8861883878707886,0.557291567325592,0.1451822966337204,2423808.0,-0.5300794839859009,12376,1578,1577,644.693571763
1.0,0.01171875,0.18695083260536194,0.09433962404727936,28.03255271911621,91.71697998046875,1746195292.8803759,0.8861883878707886,0.7619041800498962,0.2864583432674408,2459136.0,-0.5447976589202881,12560,1601,1600,653.398609674
1.0,0.014973958022892475,0.1949421763420105,0.09433962404727936,30.25846290588379,91.71697998046875,1746195294.0068958,0.8861883878707886,1.081803321838379,0.4680989682674408,2463744.0,-0.557846188545227,12584,1604,1603,654.525111982
1.0,0.015625,0.18004769086837769,0.6458715200424194,30.27213478088379,47.001834869384766,1746195308.4674146,1.5765913724899292,0.9188573956489563,0.3346354067325592,2522112.0,-0.5947195291519165,12888,1642,1641,668.985617852
1.0,0.01692708395421505,0.18408578634262085,0.6458715200424194,29.3359375,47.001834869384766,1746195310.3597753,1.5765913724899292,1.1729588508605957,0.5423176884651184,2529792.0,-0.5671855211257935,12928,1647,1646,670.878015344
1.0,0.01822916604578495,0.19272904098033905,0.6458715200424194,28.35546875,47.001834869384766,1746195310.761646,1.5765913724899292,1.0903676748275757,0.4772135317325592,2531328.0,-0.5700033903121948,12936,1648,1647,671.280029498
1.0,0.013020833022892475,0.24122671782970428,0.6458715200424194,28.52604103088379,47.001834869384766,1746195312.640386,1.5765913724899292,0.761249840259552,0.2278645783662796,2539008.0,-0.5420159101486206,12976,1653,1652,673.158595405
1.0,0.015625,0.25829726457595825,0.6458715200424194,29.58463478088379,47.001834869384766,1746195316.805041,1.5765913724899292,1.2113150358200073,0.5546875,2555904.0,-0.6125425100326538,13064,1664,1663,677.323407618
1.0,0.014973958022892475,0.2877061367034912,0.6458715200424194,29.69791603088379,47.001834869384766,1746195325.108066,1.5765913724899292,1.05747389793396,0.462890625,2589696.0,-0.6824780702590942,13240,1686,1685,685.62627369
1.0,0.01692708395421505,0.2242443710565567,0.6458715200424194,29.09765625,47.001834869384766,1746195325.8625057,1.5765913724899292,1.0473012924194336,0.44140625,2592768.0,-0.695982813835144,13256,1688,1687,686.380729094
1.0,0.01822916604578495,0.30038750171661377,0.6458715200424194,29.98763084411621,47.001834869384766,1746195336.8744943,1.5765913724899292,1.16660475730896,0.5104166865348816,2637312.0,-0.6849128007888794,13488,1717,1716,697.392700741
1.0,0.01692708395421505,0.2680416703224182,0.6458715200424194,28.96809959411621,47.001834869384766,1746195337.6296318,1.5765913724899292,1.1153318881988525,0.4856770932674408,2640384.0,-0.6906007528305054,13504,1719,1718,698.147889541
1.0,0.01692708395421505,0.2790223956108093,0.6458715200424194,28.33203125,47.001834869384766,1746195342.9243894,1.5765913724899292,1.0056965351104736,0.4055989682674408,2661888.0,-0.6943478584289551,13616,1733,1732,703.442597694
1.0,0.01953125,0.31376588344573975,0.6458715200424194,28.9921875,47.001834869384766,1746195344.4264214,1.5765913724899292,1.1573631763458252,0.494140625,2668032.0,-0.7181230783462524,13648,1737,1736,704.94463742
1.0,0.01627604104578495,0.2704072594642639,0.6458715200424194,29.90234375,47.001834869384766,1746195350.9391887,1.5765913724899292,1.2331607341766357,0.5794270634651184,2694144.0,-0.6684539318084717,13784,1754,1753,711.457538637
1.0,0.017578125,0.38057228922843933,0.6458715200424194,28.40494728088379,47.001834869384766,1746195356.6035802,1.5765913724899292,1.0403058528900146,0.443359375,2717184.0,-0.6352732181549072,13904,1769,1768,717.121930352
1.0,0.01692708395421505,0.3101347088813782,0.6458715200424194,29.208984375,47.001834869384766,1746195362.262104,1.5765913724899292,1.0350682735443115,0.4466145932674408,2740224.0,-0.6454707384109497,14024,1784,1783,722.780336835
1.0,0.014973958022892475,0.43975338339805603,0.6458715200424194,28.09830665588379,47.001834869384766,1746195367.2068505,1.5765913724899292,1.149983525276184,0.5345051884651184,2760192.0,-0.6589306592941284,14128,1797,1796,727.725071294
1.0,0.01692708395421505,0.3184658885002136,0.6458715200424194,29.65494728088379,47.001834869384766,1746195369.0808985,1.5765913724899292,1.2031704187393188,0.5696614384651184,2767872.0,-0.6915023326873779,14168,1802,1801,729.599123668
1.0,0.01692708395421505,0.3188783526420593,0.6458715200424194,28.70638084411621,47.001834869384766,1746195369.4550955,1.5765913724899292,1.1372816562652588,0.5006510615348816,2769408.0,-0.6964590549468994,14176,1803,1802,729.973323037
1.0,0.014973958022892475,0.4519871473312378,0.6458715200424194,29.81770896911621,47.001834869384766,1746195375.8666291,1.5765913724899292,1.0346548557281494,0.4498697817325592,2795520.0,-0.6592707633972168,14312,1820,1819,736.384826186
1.0,0.015625,0.3995799422264099,0.6458715200424194,29.70572853088379,47.001834869384766,1746195377.7505581,1.5765913724899292,1.2669010162353516,0.6139323115348816,2803200.0,-0.6611018180847168,14352,1825,1824,738.268794253
1.0,0.015625,0.38271862268447876,0.6458715200424194,30.69140625,47.001834869384766,1746195382.3435307,1.5765913724899292,1.1900291442871094,0.5553385615348816,2821632.0,-0.7575085163116455,14448,1837,1836,742.861890036
1.0,0.015625,0.39992445707321167,0.6458715200424194,29.5703125,47.001834869384766,1746195389.137432,1.5765913724899292,1.0775846242904663,0.482421875,2849280.0,-0.7637706398963928,14592,1855,1854,749.655622992
1.0,0.017578125,0.38547930121421814,0.6458715200424194,28.99609375,47.001834869384766,1746195390.2647398,1.5765913724899292,1.3188183307647705,0.6477864384651184,2853888.0,-0.7653493881225586,14616,1858,1857,750.782957039
1.0,0.01627604104578495,0.40138959884643555,0.6458715200424194,30.03775978088379,47.001834869384766,1746195390.6404169,1.5765913724899292,1.0912108421325684,0.486328125,2855424.0,-0.7402234077453613,14624,1859,1858,751.158626885
1.0,0.017578125,0.5703184604644775,0.6458715200424194,29.814453125,47.001834869384766,1746195394.0500731,1.5765913724899292,1.2438801527023315,0.5729166865348816,2869248.0,-0.7784396409988403,14696,1868,1867,754.568424134
1.0,0.01692708395421505,0.5700916647911072,0.6458715200424194,28.634765625,47.001834869384766,1746195394.801501,1.5765913724899292,1.3013638257980347,0.640625,2872320.0,-0.7883729934692383,14712,1870,1869,755.319708743
1.0,0.015625,0.33835503458976746,0.6458715200424194,30.08333396911621,47.001834869384766,1746195411.7941544,1.5765913724899292,1.1666990518569946,0.5501301884651184,2941440.0,-0.8133726119995117,15072,1915,1914,772.312491833
1.0,0.015625,0.36019784212112427,0.6458715200424194,30.27864646911621,47.001834869384766,1746195414.4188209,1.5765913724899292,1.1720539331436157,0.5559895634651184,2952192.0,-0.7737547159194946,15128,1922,1921,774.937044065
1.0,0.01627604104578495,0.3607292175292969,0.6458715200424194,29.72916603088379,47.001834869384766,1746195414.7946427,1.5765913724899292,1.0827668905258179,0.4895833432674408,2953728.0,-0.758202314376831,15136,1923,1922,775.312852912
1.0,0.01627604104578495,0.3516979515552521,0.6458715200424194,30.3125,47.001834869384766,1746195415.5459492,1.5765913724899292,1.1415038108825684,0.51171875,2956800.0,-0.7164057493209839,15152,1925,1924,776.064144133
1.0,0.01692708395421505,0.42230910062789917,0.6458715200424194,30.16796875,47.001834869384766,1746195417.4608502,1.5765913724899292,1.150361180305481,0.5247395634651184,2964480.0,-0.7861638069152832,15192,1930,1929,777.979206825
1.0,0.014973958022892475,0.3343268632888794,0.8401222229003906,30.69205665588379,51.36252975463867,1746195437.1669476,1.8291903734207153,1.01384437084198,0.4375,3044352.0,-1.043630599975586,15608,1982,1981,797.6851484
1.0,0.01627604104578495,0.38011854887008667,0.8401222229003906,30.58724021911621,51.36252975463867,1746195437.9208934,1.8291903734207153,1.1886001825332642,0.5657551884651184,3047424.0,-1.0073567628860474,15624,1984,1983,798.439124662
