grad_steps,qvals,returned_episode_lengths,returned_won_episode,update_steps,returned_episode,_step,test_returned_won_episode,test_returned_episode_returns,loss,test_returned_episode_lengths,_runtime,env_step,returned_episode_returns,_timestamp,test_returned_episode
0,0.0,24.070314407348633,0.0,19,0.0240885429084301,18,0.0,0.07903243601322174,0.0,17.256723403930664,69.4093306,29184,0.20315858721733093,1747621919.9712183,1.0
0,0.0,24.791667938232422,0.0,21,0.0260416679084301,20,0.0,0.07903243601322174,0.0,17.256723403930664,69.531553561,32256,0.22330309450626373,1747621920.093425,1.0
40,-0.10483793169260025,24.961589813232422,0.0,36,0.02473958395421505,35,0.0,0.07903243601322174,0.033563267439603806,17.256723403930664,71.811614387,55296,0.23951426148414612,1747621922.3733635,1.0
336,0.8323809504508972,25.94466209411621,0.0,73,0.0221354179084301,72,0.0,0.07903243601322174,0.10416217893362045,17.256723403930664,84.194066261,112128,0.22622506320476532,1747621934.7557151,1.0
416,0.8658632636070251,25.289714813232422,0.0,83,0.02278645895421505,82,0.0,0.07903243601322174,0.13085906207561493,17.256723403930664,87.531292386,127488,0.24786728620529175,1747621938.0930321,1.0
648,0.8038575649261475,25.35091209411621,0.0,112,0.02343750186264515,111,0.0,0.07903243601322174,0.26054316759109497,17.256723403930664,97.226625853,172032,0.2771020531654358,1747621947.7883449,1.0
912,0.8519607186317444,24.601564407348633,0.0,145,0.02083333395421505,144,0.0,0.07903243601322174,0.32023048400878906,17.256723403930664,108.290295555,222720,0.2719055116176605,1747621958.8519416,1.0
1416,0.7956181168556213,25.16341209411621,0.0,208,0.0260416679084301,207,0.0,0.07903243601322174,0.23538419604301453,17.256723403930664,129.495980844,319488,0.3330584764480591,1747621980.057704,1.0
1888,0.6553341150283813,25.30013084411621,0.0,267,0.02539062686264515,266,0.0,0.07903243601322174,0.10347944498062134,17.256723403930664,149.332886918,410112,0.36630702018737793,1747621999.8946009,1.0
1928,0.6415365934371948,24.480470657348633,0.0,272,0.02539062686264515,271,0.0,0.07903243601322174,0.12213321030139923,17.256723403930664,151.005695671,417792,0.34603095054626465,1747622001.567396,1.0
1984,0.6328575015068054,24.603517532348633,0.0,279,0.0260416679084301,278,0.0,0.07903243601322174,0.1200026422739029,17.256723403930664,153.348596417,428544,0.35175472497940063,1747622003.9102883,1.0
2120,0.6414250731468201,25.087892532348633,0.0,296,0.02669270895421505,295,0.0,0.07903243601322174,0.1074141263961792,17.256723403930664,159.070440729,454656,0.37012648582458496,1747622009.632149,1.0
2560,0.5468194484710693,23.85872459411621,0.0,351,0.02343750186264515,350,0.05874317139387131,0.7326618432998657,0.09773452579975128,37.36612319946289,177.650038469,539136,0.33897897601127625,1747622028.2116504,1.0
2760,0.5441758632659912,26.33333396911621,0.0,376,0.0240885429084301,375,0.05874317139387131,0.7326618432998657,0.16400644183158875,37.36612319946289,186.052458903,577536,0.3372085392475128,1747622036.6140842,1.0
2784,0.49255603551864624,26.351564407348633,0.0,379,0.02473958395421505,378,0.05874317139387131,0.7326618432998657,0.18204692006111145,37.36612319946289,187.05757415,582144,0.3580204248428345,1747622037.6192982,1.0
2808,0.5185799598693848,24.955730438232422,0.0,382,0.02473958395421505,381,0.05874317139387131,0.7326618432998657,0.15382908284664154,37.36612319946289,188.063511127,586752,0.3907720744609833,1747622038.6251454,1.0
2880,0.5315463542938232,23.832033157348633,0.0371093787252903,391,0.02539062686264515,390,0.05874317139387131,0.7326618432998657,0.10356077551841736,37.36612319946289,191.09228345,600576,0.48488524556159973,1747622041.6540015,1.0
2936,0.5244595408439636,25.964845657348633,0.0,398,0.02343750186264515,397,0.05874317139387131,0.7326618432998657,0.18935471773147583,37.36612319946289,193.43249818,611328,0.38383054733276367,1747622043.9940436,1.0
2992,0.5142171382904053,24.07942771911621,0.0,405,0.0260416679084301,404,0.05874317139387131,0.7326618432998657,0.13168275356292725,37.36612319946289,195.776427084,622080,0.4506925046443939,1747622046.3381393,1.0
3160,0.46457916498184204,24.22005271911621,0.0,426,0.0240885429084301,425,0.05874317139387131,0.7326618432998657,0.10042364150285721,37.36612319946289,203.025126749,654336,0.3432766795158386,1747622053.5866997,1.0
3208,0.4877620339393616,25.682292938232422,0.0,432,0.0240885429084301,431,0.05874317139387131,0.7326618432998657,0.18077561259269714,37.36612319946289,205.059344944,663552,0.37003785371780396,1747622055.621072,1.0
3312,0.5190487504005432,25.52083396911621,0.0,445,0.02343750186264515,444,0.05874317139387131,0.7326618432998657,0.10681422799825668,37.36612319946289,209.461606572,683520,0.4122464060783386,1747622060.0232506,1.0
3328,0.49831169843673706,26.793621063232422,0.02278645895421505,447,0.02148437686264515,446,0.05874317139387131,0.7326618432998657,0.11053843796253204,37.36612319946289,210.142939951,686592,0.452303022146225,1747622060.704465,1.0
3352,0.47309955954551697,25.44856834411621,0.0279947929084301,450,0.02473958395421505,449,0.05874317139387131,0.7326618432998657,0.1025153398513794,37.36612319946289,211.156752122,691200,0.5002826452255249,1747622061.71824,1.0
3408,0.4562798738479614,26.339845657348633,0.0,457,0.02539062686264515,456,0.05874317139387131,0.7326618432998657,0.1757189929485321,37.36612319946289,213.521149659,701952,0.4232058525085449,1747622064.0828304,1.0
