test_returned_episode_lengths,_runtime,_timestamp,env_step,qvals,returned_episode_lengths,returned_episode_returns,loss,test_returned_episode,update_steps,returned_episode,test_returned_won_episode,test_returned_episode_returns,grad_steps,returned_won_episode,_step
91.666015625,1131.134533722,1746196194.5471,5680128.0,-0.2563747465610504,26.83463478088379,0.5252403616905212,0.07582984119653702,1.0,3698,0.0078125,0.966796875,1.9626821279525757,29336,0.2395833283662796,3697
91.666015625,1131.429865543,1746196194.8424156,5681664.0,-0.25618335604667664,27.04947853088379,0.5681666135787964,0.08475737273693085,1.0,3699,0.0078125,0.966796875,1.9626821279525757,29344,0.2740885317325592,3698
91.666015625,1141.774657364,1746196205.1872,5735424.0,-0.1737835705280304,27.24479103088379,0.6054686307907104,0.06981582939624786,1.0,3734,0.0078125,0.966796875,1.9626821279525757,29624,0.302734375,3733
91.666015625,1142.959871982,1746196206.3724434,5741568.0,-0.2062099128961563,26.69010353088379,0.5691943764686584,0.0685252994298935,1.0,3738,0.0078125,0.966796875,1.9626821279525757,29656,0.2760416567325592,3737
91.666015625,1158.029857959,1746196221.442428,5819904.0,-0.1673697978258133,26.68359375,0.5543472170829773,0.0735829770565033,1.0,3789,0.0078125,0.966796875,1.9626821279525757,30064,0.2591145932674408,3788
91.666015625,1161.282941566,1746196224.6954951,5836800.0,-0.17729416489601135,25.328125,0.5004062056541443,0.07751958817243576,1.0,3800,0.0078125,0.966796875,1.9626821279525757,30152,0.2337239533662796,3799
91.666015625,1164.827936079,1746196228.2404857,5855232.0,-0.1626056283712387,26.7578125,0.4908367693424225,0.06046729534864426,1.0,3812,0.0078125,0.966796875,1.9626821279525757,30248,0.2135416716337204,3811
91.666015625,1166.306840916,1746196229.71941,5862912.0,-0.12365785241127014,26.98828125,0.5475989580154419,0.05711940675973892,1.0,3817,0.0078125,0.966796875,1.9626821279525757,30288,0.2565104067325592,3816
91.666015625,1169.85629166,1746196233.2688477,5881344.0,-0.21770110726356506,25.546875,0.5111006498336792,0.08661949634552002,1.0,3829,0.0078125,0.966796875,1.9626821279525757,30384,0.23828125,3828
91.666015625,1188.766409884,1746196252.1789641,5979648.0,-0.322632372379303,27.30599021911621,0.5864842534065247,0.07688578963279724,1.0,3893,0.0078125,0.966796875,1.9626821279525757,30896,0.2845052182674408,3892
91.666015625,1189.356691724,1746196252.7692502,5982720.0,-0.2960057258605957,27.50911521911621,0.615885317325592,0.06257205456495285,1.0,3895,0.0078125,0.966796875,1.9626821279525757,30912,0.3079427182674408,3894
91.666015625,1190.241983276,1746196253.6545398,5987328.0,-0.3070518672466278,27.12369728088379,0.5851353406906128,0.06987158954143524,1.0,3898,0.0078125,0.966796875,1.9626821279525757,30936,0.2838541567325592,3897
87.564453125,1195.635157178,1746196259.0477138,6014976.0,-0.29914918541908264,27.70182228088379,0.6249998807907104,0.089028000831604,1.0,3916,0.0078125,0.966796875,1.9618433713912964,31080,0.3125,3915
87.564453125,1196.521524934,1746196259.9340827,6019584.0,-0.2820591330528259,27.7265625,0.5908506512641907,0.08012813329696655,1.0,3919,0.0078125,0.966796875,1.9618433713912964,31104,0.2858072817325592,3918
87.564453125,1197.406364933,1746196260.8189213,6024192.0,-0.3045690655708313,26.3359375,0.492016464471817,0.05697322264313698,1.0,3922,0.0078125,0.966796875,1.9618433713912964,31128,0.2200520783662796,3921
87.564453125,1198.311880059,1746196261.7244437,6028800.0,-0.3421786427497864,27.55078125,0.6184895038604736,0.0693170577287674,1.0,3925,0.0078125,0.966796875,1.9618433713912964,31152,0.3092447817325592,3924
87.564453125,1202.448564333,1746196265.8611248,6050304.0,-0.3899158835411072,28.03515625,0.635416567325592,0.07852357625961304,1.0,3939,0.0078125,0.966796875,1.9618433713912964,31264,0.3177083432674408,3938
87.564453125,1210.126107976,1746196273.538483,6090240.0,-0.2817947268486023,26.18489646911621,0.5020347237586975,0.0747561827301979,1.0,3965,0.0078125,0.966796875,1.9618433713912964,31472,0.224609375,3964
87.564453125,1211.015843345,1746196274.428396,6094848.0,-0.2662239670753479,27.98046875,0.5939930081367493,0.06599386781454086,1.0,3968,0.0078125,0.966796875,1.9618433713912964,31496,0.2884114682674408,3967
87.564453125,1215.752099553,1746196279.1646366,6119424.0,-0.22735030949115753,27.96614646911621,0.6328123807907104,0.08242365717887878,1.0,3984,0.0078125,0.966796875,1.9618433713912964,31624,0.31640625,3983
87.564453125,1220.795322497,1746196284.2076578,6145536.0,-0.19097913801670074,28.37630271911621,0.6170415878295898,0.06814389675855637,1.0,4001,0.0078125,0.966796875,1.9618433713912964,31760,0.2942708432674408,4000
