returned_episode_lengths,returned_episode_returns,returned_won_episode,update_steps,test_returned_episode,_step,test_returned_episode_returns,loss,returned_episode,grad_steps,_runtime,test_returned_episode_lengths,qvals,env_step,test_returned_won_episode,_timestamp
24.24544334411621,0.19733551144599915,0.0,9,1.0,8,0.037932515144348145,0.0,0.02734375186264515,0,55.684522383,44.82320022583008,0.0,13824,0.0,1747631474.1951206
23.402996063232422,0.2334802895784378,0.0,20,1.0,19,0.037932515144348145,0.0,0.02669270895421505,0,56.355689216,44.82320022583008,0.0,30720,0.0,1747631474.8663037
23.44075584411621,0.23414093255996704,0.0,21,1.0,20,0.037932515144348145,0.0,0.02539062686264515,0,56.416511103,44.82320022583008,0.0,32256,0.0,1747631474.9270403
23.412761688232422,0.21284514665603638,0.0,24,1.0,23,0.037932515144348145,0.0,0.02734375186264515,0,56.598903697,44.82320022583008,0.0,36864,0.0,1747631475.1095219
23.277345657348633,0.266187846660614,0.0,54,1.0,53,0.037932515144348145,0.05571284890174866,0.0260416679084301,184,64.439359239,44.82320022583008,0.3131817877292633,82944,0.0,1747631482.9499595
23.848308563232422,0.21657712757587433,0.0,63,1.0,62,0.037932515144348145,0.10511551797389984,0.02473958395421505,256,67.360853166,44.82320022583008,0.48993104696273804,96768,0.0,1747631485.8713999
24.61067771911621,0.275228351354599,0.0,67,1.0,66,0.037932515144348145,0.0675448626279831,0.02278645895421505,288,68.647392613,44.82320022583008,0.4923824071884155,102912,0.0,1747631487.1579442
23.97591209411621,0.25067374110221863,0.0,69,1.0,68,0.037932515144348145,0.06472740322351456,0.02669270895421505,304,69.288268739,44.82320022583008,0.49779099225997925,105984,0.0,1747631487.7987971
25.58528709411621,0.2838742733001709,0.0,119,1.0,118,0.037932515144348145,0.16592469811439514,0.0240885429084301,704,85.439031811,44.82320022583008,0.5967127084732056,182784,0.0,1747631503.9495888
23.935548782348633,0.2585626542568207,0.0,129,1.0,128,0.037932515144348145,0.17196452617645264,0.02473958395421505,784,88.683125502,44.82320022583008,0.5828481912612915,198144,0.0,1747631507.1936681
25.861330032348633,0.2892398238182068,0.0,142,1.0,141,0.037932515144348145,0.22337451577186584,0.02343750186264515,888,92.895352777,44.82320022583008,0.6172165870666504,218112,0.0,1747631511.4058843
23.54036521911621,0.2781762480735779,0.0,156,1.0,155,0.037932515144348145,0.16222673654556274,0.02473958395421505,1000,97.423358326,44.82320022583008,0.6187880039215088,239616,0.0,1747631515.9339123
26.164714813232422,0.34791120886802673,0.0,170,1.0,169,0.037932515144348145,0.16247129440307617,0.02473958395421505,1112,101.964380613,44.82320022583008,0.6214009523391724,261120,0.0,1747631520.4749568
25.494142532348633,0.30198901891708374,0.0,177,1.0,176,0.037932515144348145,0.1668197065591812,0.0260416679084301,1168,104.236377542,44.82320022583008,0.6367286443710327,271872,0.0,1747631522.7469213
25.779949188232422,0.32300251722335815,0.0,182,1.0,181,0.037932515144348145,0.17220041155815125,0.02473958395421505,1208,105.853849084,44.82320022583008,0.6469588279724121,279552,0.0,1747631524.3643181
25.23567771911621,0.32390621304512024,0.0,183,1.0,182,0.037932515144348145,0.15592484176158905,0.02473958395421505,1216,106.177159001,44.82320022583008,0.635532557964325,281088,0.0,1747631524.687719
24.768230438232422,0.32175958156585693,0.0,184,1.0,183,0.037932515144348145,0.15300334990024567,0.0240885429084301,1224,106.497860156,44.82320022583008,0.6378226280212402,282624,0.0,1747631525.0084124
25.298830032348633,0.35549861192703247,0.0,211,1.0,210,0.037932515144348145,0.1472817361354828,0.02473958395421505,1440,115.2464021,44.82320022583008,0.6570484638214111,324096,0.0,1747631533.7569456
23.73958396911621,0.2866876721382141,0.0,219,1.0,218,0.037932515144348145,0.13682346045970917,0.0260416679084301,1504,117.860469915,44.82320022583008,0.6568715572357178,336384,0.0,1747631536.3710184
24.93099021911621,0.33572015166282654,0.0,246,1.0,245,0.037932515144348145,0.12077976763248444,0.02473958395421505,1720,126.620246325,44.82320022583008,0.6627203226089478,377856,0.0,1747631545.1307878
25.00911521911621,0.3470503091812134,0.0,269,1.0,268,0.037932515144348145,0.12503616511821747,0.02278645895421505,1904,134.104598113,44.82320022583008,0.6706885099411011,413184,0.0,1747631552.6151166
24.430339813232422,0.3359587788581848,0.0,276,1.0,275,0.037932515144348145,0.12927700579166412,0.02669270895421505,1960,136.364750693,44.82320022583008,0.6760082244873047,423936,0.0,1747631554.8752942
24.547527313232422,0.37393537163734436,0.0,279,1.0,278,0.037932515144348145,0.13606911897659302,0.02473958395421505,1984,137.340981027,44.82320022583008,0.68001389503479,428544,0.0,1747631555.8515139
24.887371063232422,0.3451085388660431,0.0,289,1.0,288,0.037932515144348145,0.14579147100448608,0.02278645895421505,2064,140.594148955,44.82320022583008,0.6803042888641357,443904,0.0,1747631559.1046798
26.097658157348633,0.35932955145835876,0.0,290,1.0,289,0.037932515144348145,0.12970778346061707,0.02278645895421505,2072,140.933938272,44.82320022583008,0.6757653951644897,445440,0.0,1747631559.444337
26.195314407348633,0.3836386501789093,0.0,333,0.9999999403953552,332,0.630990743637085,0.10446744412183762,0.0260416679084301,2416,155.065053501,37.26615524291992,0.6743438243865967,511488,0.011813758872449398,1747631573.575525
24.963542938232422,0.40330031514167786,0.0,337,0.9999999403953552,336,0.630990743637085,0.11136528849601746,0.02539062686264515,2448,156.376796433,37.26615524291992,0.679453432559967,517632,0.011813758872449398,1747631574.88718
25.089845657348633,0.38206323981285095,0.0,345,0.9999999403953552,344,0.630990743637085,0.09784248471260071,0.02278645895421505,2512,159.007694226,37.26615524291992,0.6567263007164001,529920,0.011813758872449398,1747631577.5181603
25.98763084411621,0.336397260427475,0.0,361,0.9999999403953552,360,0.630990743637085,0.11717738956212997,0.02083333395421505,2640,164.252016206,37.26615524291992,0.6734877824783325,554496,0.011813758872449398,1747631582.762577
25.29427146911621,0.37839579582214355,0.0,363,0.9999999403953552,362,0.630990743637085,0.10143347829580307,0.02473958395421505,2656,164.905848523,37.26615524291992,0.6773768067359924,557568,0.011813758872449398,1747631583.4163702
25.680339813232422,0.3718319535255432,0.0,372,0.9999999403953552,371,0.630990743637085,0.09263315796852112,0.02278645895421505,2728,167.850687305,37.26615524291992,0.6731839179992676,571392,0.011813758872449398,1747631586.3610704
25.914714813232422,0.3723403513431549,0.0,374,0.9999999403953552,373,0.630990743637085,0.09415876120328903,0.02278645895421505,2744,168.501223121,37.26615524291992,0.6634881496429443,574464,0.011813758872449398,1747631587.0115275
25.60677146911621,0.3625844419002533,0.0,400,0.9999999403953552,399,0.630990743637085,0.09008944034576416,0.02083333395421505,2952,177.017375844,37.26615524291992,0.6560178399085999,614400,0.011813758872449398,1747631595.5279183
24.72591209411621,0.36737820506095886,0.0,404,0.9999999403953552,403,0.630990743637085,0.1079830527305603,0.02148437686264515,2984,178.331253949,37.26615524291992,0.6576769351959229,620544,0.011813758872449398,1747631596.8417594
26.893230438232422,0.394975483417511,0.0,419,0.9999999403953552,418,0.630990743637085,0.09167308360338211,0.02148437686264515,3104,183.353156843,37.26615524291992,0.6595600843429565,643584,0.011813758872449398,1747631601.8635561
24.39388084411621,0.4490475058555603,0.017578125,446,0.9999999403953552,445,0.630990743637085,0.09994369745254517,0.02539062686264515,3320,192.164287016,37.26615524291992,0.666411817073822,685056,0.011813758872449398,1747631610.6747806
24.994142532348633,0.43472158908843994,0.01888020895421505,459,0.9999999403953552,458,0.630990743637085,0.11358334124088287,0.0240885429084301,3424,196.4208745,37.26615524291992,0.6689908504486084,705024,0.011813758872449398,1747631614.9313953
25.317058563232422,0.43076571822166443,0.0,484,0.9999999403953552,483,0.630990743637085,0.13895314931869507,0.02473958395421505,3624,204.614308936,37.26615524291992,0.6564750075340271,743424,0.011813758872449398,1747631623.12472
24.90755271911621,0.41901612281799316,0.0299479179084301,485,0.9999999403953552,484,0.630990743637085,0.10209698975086212,0.02148437686264515,3632,204.935737625,37.26615524291992,0.6679610013961792,744960,0.011813758872449398,1747631623.4463027
24.975261688232422,0.4805125892162323,0.0,486,0.9999999403953552,485,0.630990743637085,0.08918123692274094,0.02278645895421505,3640,205.259736423,37.26615524291992,0.6483245491981506,746496,0.011813758872449398,1747631623.7701962
25.123048782348633,0.39601147174835205,0.0,491,0.9999999403953552,490,0.630990743637085,0.08913334459066391,0.0221354179084301,3680,206.89164702,37.26615524291992,0.6717355847358704,754176,0.011813758872449398,1747631625.4020836
26.679689407348633,0.5108304619789124,0.02083333395421505,500,0.9999999403953552,499,0.630990743637085,0.06251168251037598,0.02148437686264515,3752,209.828521848,37.26615524291992,0.6538518071174622,768000,0.011813758872449398,1747631628.3390462
24.615236282348633,0.4275016784667969,0.0,502,0.9999999403953552,501,0.630990743637085,0.0677017867565155,0.0221354179084301,3768,210.479793394,37.26615524291992,0.6449400782585144,771072,0.011813758872449398,1747631628.9903562
27.447917938232422,0.46744489669799805,0.02278645895421505,513,0.9999999403953552,512,0.630990743637085,0.06794418394565582,0.01953125186264515,3856,214.070322626,37.26615524291992,0.6631002426147461,787968,0.011813758872449398,1747631632.5807517
25.470705032348633,0.4499107599258423,0.0,514,0.9999999403953552,513,0.630990743637085,0.07024888694286346,0.02083333395421505,3864,214.396377731,37.26615524291992,0.659276008605957,789504,0.011813758872449398,1747631632.9068952
27.24739646911621,0.5013335943222046,0.0,530,0.9999999403953552,529,0.630990743637085,0.11505063623189926,0.02148437686264515,3992,219.628204605,37.26615524291992,0.6556435823440552,814080,0.011813758872449398,1747631638.1387067
28.761720657348633,0.6217847466468811,0.0768229216337204,549,0.9999999403953552,548,0.630990743637085,0.08690494298934937,0.0201822929084301,4144,225.853020051,37.26615524291992,0.6844207644462585,843264,0.011813758872449398,1747631644.3635776
27.371746063232422,0.6161718964576721,0.0924479216337204,556,0.9999999403953552,555,0.630990743637085,0.12786221504211426,0.02083333395421505,4200,228.149639022,37.26615524291992,0.678512692451477,854016,0.011813758872449398,1747631646.6600564
24.302736282348633,0.5643744468688965,0.0423177108168602,567,0.9999999403953552,566,0.630990743637085,0.08490002900362015,0.0240885429084301,4288,231.728171434,37.26615524291992,0.6997103691101074,870912,0.011813758872449398,1747631650.2386363
25.839845657348633,0.6406946778297424,0.1562500149011612,614,0.9999999403953552,613,0.630990743637085,0.12980708479881287,0.0201822929084301,4664,247.090006359,37.26615524291992,0.6332632303237915,943104,0.011813758872449398,1747631665.6004505
26.23372459411621,0.6671493053436279,0.138671875,621,0.9999999403953552,620,0.630990743637085,0.18043223023414612,0.0201822929084301,4720,249.362796429,37.26615524291992,0.639938473701477,953856,0.011813758872449398,1747631667.87327
27.94661521911621,0.6277045011520386,0.1067708358168602,629,0.9999999403953552,628,0.630990743637085,0.1472874879837036,0.0201822929084301,4784,251.968039871,37.26615524291992,0.641282320022583,966144,0.011813758872449398,1747631670.478448
26.162111282348633,0.7901849746704102,0.2330729216337204,647,0.9999999403953552,646,0.630990743637085,0.12847083806991577,0.0201822929084301,4928,257.826882172,37.26615524291992,0.6090173721313477,993792,0.011813758872449398,1747631676.3374183
26.658855438232422,0.6880258321762085,0.1855468899011612,658,0.9999999403953552,657,1.1561334133148193,0.15553942322731018,0.0182291679084301,5016,261.493726107,39.09379196166992,0.5765137672424316,1010688,0.32900431752204895,1747631680.0042746
25.17317771911621,0.8380048274993896,0.2246093899011612,669,0.9999999403953552,668,1.1561334133148193,0.21450898051261902,0.02278645895421505,5104,265.074761983,39.09379196166992,0.567327082157135,1027584,0.32900431752204895,1747631683.585221
26.299480438232422,0.8428897261619568,0.2643229365348816,671,0.9999999403953552,670,1.1561334133148193,0.19557665288448334,0.02148437686264515,5120,265.719363012,39.09379196166992,0.5646907091140747,1030656,0.32900431752204895,1747631684.2299001
27.197267532348633,0.901345431804657,0.3020833432674408,687,0.9999999403953552,686,1.1561334133148193,0.22599747776985168,0.0221354179084301,5248,270.942773197,39.09379196166992,0.5683155655860901,1055232,0.32900431752204895,1747631689.4532034
26.215496063232422,0.7748510241508484,0.2096354216337204,698,0.9999999403953552,697,1.1561334133148193,0.19439981877803802,0.0221354179084301,5336,274.550088049,39.09379196166992,0.5552865266799927,1072128,0.32900431752204895,1747631693.060543
26.73372459411621,0.9193729162216187,0.2949219048023224,716,0.9999999403953552,715,1.1561334133148193,0.2265782356262207,0.02343750186264515,5480,280.416415206,39.09379196166992,0.5275771617889404,1099776,0.32900431752204895,1747631698.9268906
26.908855438232422,0.9158544540405273,0.3183594048023224,718,0.9999999403953552,717,1.1561334133148193,0.16135284304618835,0.02278645895421505,5496,281.070012734,39.09379196166992,0.5158296823501587,1102848,0.32900431752204895,1747631699.5804641
26.021486282348633,0.5691729784011841,0.1152343824505806,719,0.9999999403953552,718,1.1561334133148193,0.24101340770721436,0.02083333395421505,5504,281.398057018,39.09379196166992,0.5199868083000183,1104384,0.32900431752204895,1747631699.9086154
26.60872459411621,0.827010989189148,0.2545573115348816,724,0.9999999403953552,723,1.1561334133148193,0.21007458865642548,0.02083333395421505,5544,283.025555594,39.09379196166992,0.5132855176925659,1112064,0.32900431752204895,1747631701.536059
28.053386688232422,0.6644180417060852,0.125,726,0.9999999403953552,725,1.1561334133148193,0.2920287847518921,0.0182291679084301,5560,283.690266842,39.09379196166992,0.5345145463943481,1115136,0.32900431752204895,1747631702.2008197
26.675783157348633,0.7797274589538574,0.2278645932674408,736,0.9999999403953552,735,1.1561334133148193,0.22267667949199677,0.02083333395421505,5640,286.962911605,39.09379196166992,0.5411708354949951,1130496,0.32900431752204895,1747631705.4734497
28.869142532348633,0.7210514545440674,0.1881510466337204,742,0.9999999403953552,741,1.1561334133148193,0.3475714325904846,0.01953125186264515,5688,288.923580447,39.09379196166992,0.5467866063117981,1139712,0.32900431752204895,1747631707.4340303
27.19856834411621,0.5679507255554199,0.1002604216337204,746,0.9999999403953552,745,1.1561334133148193,0.24583566188812256,0.0182291679084301,5720,290.225882198,39.09379196166992,0.5404181480407715,1145856,0.32900431752204895,1747631708.7364028
27.535808563232422,0.6357858180999756,0.130859375,756,0.9999999403953552,755,1.1561334133148193,0.353427916765213,0.02083333395421505,5800,293.488060475,39.09379196166992,0.5630522966384888,1161216,0.32900431752204895,1747631711.9985282
27.733074188232422,0.947306752204895,0.3470052182674408,770,0.9999999403953552,769,1.1561334133148193,0.2746870815753937,0.02083333395421505,5912,298.037977927,39.09379196166992,0.5530423521995544,1182720,0.32900431752204895,1747631716.5485098
26.168621063232422,0.8835461139678955,0.2858073115348816,780,0.9999999403953552,779,1.1561334133148193,0.347558856010437,0.02083333395421505,5992,301.287888742,39.09379196166992,0.5709441900253296,1198080,0.32900431752204895,1747631719.7983742
25.69856834411621,0.5809430480003357,0.1230468824505806,785,0.9999999403953552,784,1.1561334133148193,0.29995226860046387,0.01888020895421505,6032,302.918426036,39.09379196166992,0.5570551156997681,1205760,0.32900431752204895,1747631721.4288557
26.22981834411621,0.8742910027503967,0.2942708432674408,803,0.9999999403953552,802,1.1561334133148193,0.37109774351119995,0.01888020895421505,6176,308.793293617,39.09379196166992,0.5911865234375,1233408,0.32900431752204895,1747631727.3037453
