grad_steps,qvals,returned_episode_lengths,returned_won_episode,update_steps,returned_episode,_step,test_returned_won_episode,test_returned_episode_returns,loss,test_returned_episode_lengths,_runtime,env_step,returned_episode_returns,_timestamp,test_returned_episode
3112,0.9466992616653442,25.932292938232422,0.0,420,0.02473958395421505,419,0.0,0.45885172486305237,0.06725196540355682,40.83747863769531,226.548735405,645120,0.37119728326797485,1747629286.3270228,0.9999999403953552
3168,0.9643969535827637,26.41731834411621,0.0,427,0.02278645895421505,426,0.0,0.45885172486305237,0.07365491986274719,40.83747863769531,229.615189983,655872,0.35037755966186523,1747629289.3934948,0.9999999403953552
3200,0.9563745260238647,26.279298782348633,0.0,431,0.02278645895421505,430,0.0,0.45885172486305237,0.05363059788942337,40.83747863769531,231.371596055,662016,0.36809173226356506,1747629291.1498542,0.9999999403953552
3360,0.9634244441986084,26.558595657348633,0.0,451,0.0221354179084301,450,0.0,0.45885172486305237,0.07675541937351227,40.83747863769531,240.130117945,692736,0.37786510586738586,1747629299.9084032,0.9999999403953552
3560,0.9493335485458374,25.697917938232422,0.0,476,0.02343750186264515,475,0.0,0.45885172486305237,0.042741551995277405,40.83747863769531,251.094002601,731136,0.4060322642326355,1747629310.8722885,0.9999999403953552
3592,0.9448479413986206,26.658855438232422,0.0,480,0.0201822929084301,479,0.0,0.45885172486305237,0.053547583520412445,40.83747863769531,252.847579241,737280,0.365739107131958,1747629312.6258602,0.9999999403953552
3600,0.9440845847129822,27.080080032348633,0.0,481,0.0201822929084301,480,0.0,0.45885172486305237,0.040689919143915176,40.83747863769531,253.285797452,738816,0.3940841853618622,1747629313.0640895,0.9999999403953552
3648,0.9444800615310669,27.927736282348633,0.0,487,0.02148437686264515,486,0.0,0.45885172486305237,0.0450015589594841,40.83747863769531,255.911999417,748032,0.3846327066421509,1747629315.690294,0.9999999403953552
3664,0.9692927598953247,25.85872459411621,0.0,489,0.01953125186264515,488,0.0,0.45885172486305237,0.06645311415195465,40.83747863769531,256.789026414,751104,0.3575557470321655,1747629316.567343,0.9999999403953552
3760,0.9456247687339783,25.796876907348633,0.0,501,0.02083333395421505,500,0.0,0.45885172486305237,0.05580718070268631,40.83747863769531,262.042309032,769536,0.36629506945610046,1747629321.8206172,0.9999999403953552
3800,0.9421818256378174,27.240236282348633,0.0,506,0.02278645895421505,505,0.0,0.45885172486305237,0.04413553327322006,40.83747863769531,264.230399868,777216,0.37767982482910156,1747629324.008678,0.9999999403953552
4112,0.9243378639221191,27.855470657348633,0.0,545,0.0221354179084301,544,0.0,0.45885172486305237,0.049912527203559875,40.83747863769531,281.305420663,837120,0.4150015115737915,1747629341.0837133,0.9999999403953552
4144,0.9241124391555786,27.667970657348633,0.0,549,0.0221354179084301,548,0.0,0.45885172486305237,0.05513203889131546,40.83747863769531,283.051863026,843264,0.3846505284309387,1747629342.8301249,0.9999999403953552
4312,0.890389084815979,27.10481834411621,0.0,570,0.0221354179084301,569,0.0,0.45885172486305237,0.0825771689414978,40.83747863769531,292.255057409,875520,0.42480772733688354,1747629352.0333374,0.9999999403953552
4456,0.8933150172233582,27.781251907348633,0.0,588,0.0201822929084301,587,0.0,0.45885172486305237,0.06761336326599121,40.83747863769531,300.132885866,903168,0.43275365233421326,1747629359.9111755,0.9999999403953552
4688,0.8728175163269043,27.548830032348633,0.0423177108168602,617,0.02278645895421505,616,0.0,0.45885172486305237,0.040242210030555725,40.83747863769531,312.852088845,947712,0.4972257912158966,1747629372.6303737,0.9999999403953552
4872,0.8908455967903137,26.32356834411621,0.0,640,0.02278645895421505,639,0.0,0.45885172486305237,0.0643528550863266,40.83747863769531,322.913627574,983040,0.4330380856990814,1747629382.6919167,0.9999999403953552
4944,0.8866876363754272,27.05013084411621,0.01888020895421505,649,0.0221354179084301,648,0.0,0.45885172486305237,0.05478636547923088,40.83747863769531,326.848717106,996864,0.4761291742324829,1747629386.627024,0.9999999403953552
4992,0.8778735995292664,27.960939407348633,0.0,655,0.02083333395421505,654,0.03082437440752983,0.6863939762115479,0.039397843182086945,39.44516372680664,329.598600796,1006080,0.43795275688171387,1747629389.3767555,1.0
5112,0.8876105546951294,27.611330032348633,0.0240885429084301,670,0.01888020895421505,669,0.03082437440752983,0.6863939762115479,0.08036593347787857,39.44516372680664,336.164059797,1029120,0.47762200236320496,1747629395.942376,1.0
5256,0.871849775314331,27.41927146911621,0.0071614584885537624,688,0.01888020895421505,687,0.03082437440752983,0.6863939762115479,0.06213049590587616,39.44516372680664,344.047615964,1056768,0.4310271739959717,1747629403.825907,1.0
5432,0.8628774881362915,27.830080032348633,0.0488281287252903,710,0.01888020895421505,709,0.03082437440752983,0.6863939762115479,0.0475873239338398,39.44516372680664,353.677801195,1090560,0.5091569423675537,1747629413.4561136,1.0
5856,0.8706471920013428,28.147136688232422,0.142578125,763,0.0162760429084301,762,0.03082437440752983,0.6863939762115479,0.08065786957740784,39.44516372680664,376.877820568,1171968,0.6674668788909912,1747629436.6561108,1.0
6072,0.8979701995849609,29.760417938232422,0.1673177182674408,790,0.01953125186264515,789,0.03082437440752983,0.6863939762115479,0.10046558082103729,39.44516372680664,388.698506577,1213440,0.6741951107978821,1747629448.4768035,1.0
6272,0.8873220682144165,28.683595657348633,0.2063802182674408,815,0.01692708395421505,814,0.03082437440752983,0.6863939762115479,0.10090520232915878,39.44516372680664,399.645188493,1251840,0.7319573760032654,1747629459.423494,1.0
6336,0.8990510702133179,28.96614646911621,0.1985677182674408,823,0.0182291679084301,822,0.03082437440752983,0.6863939762115479,0.15626667439937592,39.44516372680664,403.149206082,1264128,0.7400690317153931,1747629462.9275177,1.0
6440,0.8753886818885803,25.385417938232422,0.1334635466337204,836,0.02343750186264515,835,0.03082437440752983,0.6863939762115479,0.16656196117401123,39.44516372680664,408.839648609,1284096,0.656959593296051,1747629468.617951,1.0
6544,0.8789275884628296,28.679689407348633,0.1184895858168602,849,0.01953125186264515,848,0.03082437440752983,0.6863939762115479,0.17986898124217987,39.44516372680664,414.546810787,1304064,0.6043838858604431,1747629474.3251197,1.0
6672,0.8592773675918579,28.978517532348633,0.1230468824505806,865,0.015625,864,0.03082437440752983,0.6863939762115479,0.1470419466495514,39.44516372680664,421.553338188,1328640,0.63004469871521,1747629481.3316317,1.0
6728,0.8608970046043396,27.037111282348633,0.126953125,872,0.017578125,871,0.03082437440752983,0.6863939762115479,0.28886711597442627,39.44516372680664,424.618436986,1339392,0.6353412866592407,1747629484.3967245,1.0
7000,0.8505509495735168,27.06380271911621,0.2441406399011612,906,0.017578125,905,0.03082437440752983,0.6863939762115479,0.19956375658512115,39.44516372680664,439.503673956,1391616,0.7939688563346863,1747629499.2819743,1.0
7152,0.8429623246192932,27.508464813232422,0.2864583432674408,925,0.0182291679084301,924,0.03082437440752983,0.6863939762115479,0.23017814755439758,39.44516372680664,447.840112487,1420800,0.8412536978721619,1747629507.6184127,1.0
7344,0.8134238719940186,28.578126907348633,0.0748697966337204,949,0.0162760429084301,948,0.03082437440752983,0.6863939762115479,0.24792668223381042,39.44516372680664,458.340187144,1457664,0.5212197303771973,1747629518.1184738,1.0
7416,0.8304096460342407,28.887371063232422,0.2376302182674408,958,0.01888020895421505,957,0.03082437440752983,0.6863939762115479,0.4315986633300781,39.44516372680664,462.286233205,1471488,0.789129912853241,1747629522.064536,1.0
7456,0.8082040548324585,26.891277313232422,0.267578125,963,0.02083333395421505,962,0.03082437440752983,0.6863939762115479,0.26552385091781616,39.44516372680664,464.471838356,1479168,0.8714088797569275,1747629524.2501104,1.0
7592,0.8163445591926575,27.05599021911621,0.2819010615348816,980,0.01888020895421505,979,0.4355669915676117,1.3132270574569702,0.38718312978744507,45.32645797729492,472.025072029,1505280,0.8785250782966614,1747629531.8033445,1.0
7616,0.7831557393074036,29.941408157348633,0.2141927182674408,983,0.015625,982,0.4355669915676117,1.3132270574569702,0.36099594831466675,45.32645797729492,473.335862356,1509888,0.7246924638748169,1747629533.1141338,1.0
7648,0.7921648025512695,28.613933563232422,0.3027344048023224,987,0.01692708395421505,986,0.4355669915676117,1.3132270574569702,0.31520089507102966,45.32645797729492,475.082654604,1516032,0.8486553430557251,1747629534.8609588,1.0
7680,0.8208805322647095,28.33333396911621,0.2363281399011612,991,0.01692708395421505,990,0.4355669915676117,1.3132270574569702,0.31226402521133423,45.32645797729492,476.834989134,1522176,0.7822834253311157,1747629536.6132605,1.0
7760,0.8406897187232971,27.80013084411621,0.1516927182674408,1001,0.017578125,1000,0.4355669915676117,1.3132270574569702,0.36746418476104736,45.32645797729492,481.217605082,1537536,0.6183415055274963,1747629540.995894,1.0
7976,0.8626827001571655,28.635417938232422,0.1223958432674408,1028,0.01692708395421505,1027,0.4355669915676117,1.3132270574569702,0.4818127751350403,45.32645797729492,493.035475381,1579008,0.6516667604446411,1747629552.813769,1.0
8112,0.860033392906189,28.49349021911621,0.3151041865348816,1045,0.01692708395421505,1044,0.4355669915676117,1.3132270574569702,0.5405318737030029,45.32645797729492,500.483777579,1605120,0.9078631401062012,1747629560.2620356,1.0
8232,0.8679273128509521,28.041667938232422,0.2063802182674408,1060,0.017578125,1059,0.4355669915676117,1.3132270574569702,0.49208205938339233,45.32645797729492,507.051419037,1628160,0.708530068397522,1747629566.8297048,1.0
8264,0.8637804985046387,29.317058563232422,0.2467448115348816,1064,0.0162760429084301,1063,0.4355669915676117,1.3132270574569702,0.658484697341919,45.32645797729492,508.80394804,1634304,0.812785267829895,1747629568.5822423,1.0
8448,0.8649842143058777,29.32161521911621,0.4277344048023224,1087,0.015625,1086,0.4355669915676117,1.3132270574569702,0.5296300053596497,45.32645797729492,518.871806228,1669632,1.0222499370574951,1747629578.6500933,1.0
8512,0.8565481305122375,28.440105438232422,0.3404948115348816,1095,0.017578125,1094,0.4355669915676117,1.3132270574569702,0.6849126815795898,45.32645797729492,522.372317749,1681920,0.9420791864395142,1747629582.1506305,1.0
8768,0.8451700806617737,29.67122459411621,0.3274739682674408,1127,0.017578125,1126,0.4355669915676117,1.3132270574569702,0.4930914640426636,45.32645797729492,536.393245397,1731072,0.8941885828971863,1747629596.1715577,1.0
8920,0.8440301418304443,28.71809959411621,0.3203125298023224,1146,0.0162760429084301,1145,0.4355669915676117,1.3132270574569702,0.517669677734375,45.32645797729492,544.719908874,1760256,0.9142329096794128,1747629604.4981816,1.0
8944,0.8387966156005859,29.11067771911621,0.4342448115348816,1149,0.015625,1148,0.4355669915676117,1.3132270574569702,0.644853413105011,45.32645797729492,546.033837989,1764864,1.0062979459762573,1747629605.8121111,1.0
9240,0.8668358325958252,30.26692771911621,0.3834635615348816,1186,0.015625,1185,0.4355669915676117,1.3132270574569702,0.8007146120071411,45.32645797729492,562.222097307,1821696,0.9558506608009338,1747629622.00041,1.0
9320,0.8756541013717651,29.582683563232422,0.2994791865348816,1196,0.01692708395421505,1195,0.4355669915676117,1.3132270574569702,0.7098495364189148,45.32645797729492,566.611285754,1837056,0.8343985676765442,1747629626.3894002,1.0
9384,0.8545041084289551,28.277345657348633,0.3118489682674408,1204,0.01692708395421505,1203,0.4355669915676117,1.3132270574569702,0.6766130924224854,45.32645797729492,570.11625827,1849344,0.8547161817550659,1747629629.894587,1.0
9408,0.8487114906311035,28.168621063232422,0.3723958432674408,1207,0.017578125,1206,0.4355669915676117,1.3132270574569702,0.5238643884658813,45.32645797729492,571.426424379,1853952,0.9393211603164673,1747629631.204711,1.0
9440,0.834398627281189,29.23372459411621,0.3919270932674408,1211,0.017578125,1210,0.4355669915676117,1.3132270574569702,0.5624605417251587,45.32645797729492,573.178897006,1860096,0.9709989428520203,1747629632.9571805,1.0
9760,0.8693294525146484,29.207033157348633,0.3867187798023224,1251,0.0162760429084301,1250,0.4355669915676117,1.3132270574569702,0.4895591139793396,45.32645797729492,590.693383449,1921536,0.9529813528060913,1747629650.4717,1.0
9888,0.8507436513900757,29.957033157348633,0.4427083432674408,1267,0.015625,1266,0.4355669915676117,1.3132270574569702,0.5036060810089111,45.32645797729492,597.698740738,1946112,1.039828896522522,1747629657.477024,1.0
9896,0.8551042675971985,29.933595657348633,0.4303385615348816,1268,0.015625,1267,0.4355669915676117,1.3132270574569702,0.5283626317977905,45.32645797729492,598.13652702,1947648,1.036228060722351,1747629657.9148045,1.0
9936,0.8538405299186707,30.156902313232422,0.3476562798023224,1273,0.015625,1272,0.4355669915676117,1.3132270574569702,0.47105568647384644,45.32645797729492,600.355218172,1955328,0.9109193682670593,1747629660.133524,1.0
10016,0.8382440805435181,29.683595657348633,0.4589844048023224,1283,0.01692708395421505,1282,0.4355669915676117,1.3132270574569702,0.6377804279327393,45.32645797729492,604.738918137,1970688,1.0685137510299683,1747629664.5170028,1.0
10080,0.8522579669952393,29.871095657348633,0.4082031548023224,1291,0.017578125,1290,0.4355669915676117,1.3132270574569702,0.43135714530944824,45.32645797729492,608.238413453,1982976,1.000934362411499,1747629668.0167193,1.0
10096,0.8629776239395142,28.76888084411621,0.3020833432674408,1293,0.015625,1292,0.4355669915676117,1.3132270574569702,0.5017833709716797,45.32645797729492,609.115594483,1986048,0.8583272099494934,1747629668.893879,1.0
10240,0.8366696834564209,28.541667938232422,0.3912760615348816,1311,0.015625,1310,0.693069338798523,1.6439926624298096,0.4956449866294861,47.05400466918945,617.1144648,2013696,0.9487751722335815,1747629676.8927457,1.0
10448,0.830155611038208,29.97200584411621,0.2825520932674408,1337,0.01497395895421505,1336,0.693069338798523,1.6439926624298096,0.6561090350151062,47.05400466918945,628.496167264,2053632,0.8548212051391602,1747629688.274427,1.0
10576,0.8378751277923584,29.283205032348633,0.3880208432674408,1353,0.0162760429084301,1352,0.693069338798523,1.6439926624298096,0.44163891673088074,47.05400466918945,635.50353423,2078208,0.9624933004379272,1747629695.2817736,1.0
10624,0.8386138677597046,28.062501907348633,0.4225260615348816,1359,0.0162760429084301,1358,0.693069338798523,1.6439926624298096,0.4478023052215576,47.05400466918945,638.125298623,2087424,0.9809570908546448,1747629697.9035854,1.0
10888,0.8322021961212158,29.89974021911621,0.3470052182674408,1392,0.01692708395421505,1391,0.693069338798523,1.6439926624298096,0.37654003500938416,47.05400466918945,652.569538,2138112,0.9570299386978149,1747629712.347846,1.0
10904,0.856080174446106,29.891277313232422,0.28125,1394,0.015625,1393,0.693069338798523,1.6439926624298096,0.41583508253097534,47.05400466918945,653.44340049,2141184,0.7991107702255249,1747629713.2217114,1.0
10960,0.8523473739624023,29.13020896911621,0.2389323115348816,1401,0.015625,1400,0.693069338798523,1.6439926624298096,0.47402870655059814,47.05400466918945,656.50807798,2151936,0.7652329802513123,1747629716.2863662,1.0
11200,0.8559973239898682,28.167970657348633,0.4720052182674408,1431,0.0182291679084301,1430,0.693069338798523,1.6439926624298096,0.4266114830970764,47.05400466918945,669.638994473,2198016,1.0779755115509033,1747629729.4173007,1.0
11296,0.877935528755188,27.28645896911621,0.4947916865348816,1443,0.01888020895421505,1442,0.693069338798523,1.6439926624298096,0.3991704285144806,47.05400466918945,674.901402458,2216448,1.1311211585998535,1747629734.6797047,1.0
11328,0.8765536546707153,29.819011688232422,0.3782552182674408,1447,0.013671875931322575,1446,0.693069338798523,1.6439926624298096,0.4110785722732544,47.05400466918945,676.653996689,2222592,0.9539532661437988,1747629736.432269,1.0
11416,0.8873818516731262,29.783855438232422,0.3020833432674408,1458,0.015625,1457,0.693069338798523,1.6439926624298096,0.43494534492492676,47.05400466918945,681.462039385,2239488,0.8476080894470215,1747629741.2403347,1.0
11464,0.8920866250991821,30.226564407348633,0.3417969048023224,1464,0.01497395895421505,1463,0.693069338798523,1.6439926624298096,0.4257139563560486,47.05400466918945,684.100153193,2248704,0.8928810358047485,1747629743.8784466,1.0
11552,0.8846279978752136,28.047527313232422,0.5514323115348816,1475,0.01888020895421505,1474,0.693069338798523,1.6439926624298096,0.40807247161865234,47.05400466918945,688.918056267,2265600,1.1667758226394653,1747629748.6963544,1.0
11744,0.8852334022521973,29.654949188232422,0.4199219048023224,1499,0.0162760429084301,1498,0.693069338798523,1.6439926624298096,0.5309979915618896,47.05400466918945,699.419339844,2302464,0.9614335894584656,1747629759.1976404,1.0
11808,0.9083273410797119,30.23567771911621,0.3893229365348816,1507,0.015625,1506,0.693069338798523,1.6439926624298096,0.3995653986930847,47.05400466918945,702.919755326,2314752,0.9421054124832153,1747629762.6980424,1.0
11864,0.8991034030914307,29.012371063232422,0.3834635615348816,1514,0.01692708395421505,1513,0.693069338798523,1.6439926624298096,0.511530339717865,47.05400466918945,705.988518777,2325504,0.9602265357971191,1747629765.7668047,1.0
12080,0.9151707887649536,29.541667938232422,0.5110677480697632,1541,0.017578125,1540,0.693069338798523,1.6439926624298096,0.4045218825340271,47.05400466918945,717.797463882,2366976,1.1488345861434937,1747629777.5757523,1.0
12192,0.9233413934707642,29.63216209411621,0.4036458432674408,1555,0.015625,1554,0.693069338798523,1.6439926624298096,0.4181098937988281,47.05400466918945,723.942006437,2388480,0.9754056930541992,1747629783.720313,1.0
12536,0.93694669008255,28.94075584411621,0.5651041865348816,1598,0.01692708395421505,1597,0.693069338798523,1.6439926624298096,0.393283873796463,47.05400466918945,742.768203967,2454528,1.2092006206512451,1747629802.546503,1.0
12696,0.9093115329742432,30.309246063232422,0.3365885615348816,1618,0.015625,1617,0.693069338798523,1.6439926624298096,0.3739318251609802,47.05400466918945,751.517382961,2485248,0.8975193500518799,1747629811.2955952,1.0
12752,0.900109052658081,29.819011688232422,0.3430989682674408,1625,0.017578125,1624,0.7766726613044739,1.7461293935775757,0.35000142455101013,47.29746627807617,754.692007687,2496000,0.9544247984886169,1747629814.4702828,0.9999999403953552
12816,0.8920544385910034,29.148439407348633,0.4427083432674408,1633,0.0162760429084301,1632,0.7766726613044739,1.7461293935775757,0.6084049940109253,47.29746627807617,758.19539956,2508288,1.0406826734542847,1747629817.9736962,0.9999999403953552
12904,0.9237985014915466,29.248699188232422,0.4427083432674408,1644,0.015625,1643,0.7766726613044739,1.7461293935775757,0.39559853076934814,47.29746627807617,763.009713364,2525184,1.0421032905578613,1747629822.7880123,0.9999999403953552
12936,0.9265629053115845,29.458986282348633,0.3639323115348816,1648,0.0162760429084301,1647,0.7766726613044739,1.7461293935775757,0.42489200830459595,47.29746627807617,764.760184894,2531328,0.9580453038215637,1747629824.5385063,0.9999999403953552
12968,0.9249927401542664,30.238933563232422,0.4843750298023224,1652,0.01692708395421505,1651,0.7766726613044739,1.7461293935775757,0.3707355558872223,47.29746627807617,766.508530209,2537472,1.1109066009521484,1747629826.2868176,0.9999999403953552
13008,0.934805154800415,29.976564407348633,0.3092448115348816,1657,0.014322916977107525,1656,0.7766726613044739,1.7461293935775757,0.399535596370697,47.29746627807617,768.693616143,2545152,0.8754299879074097,1747629828.4719303,0.9999999403953552
13088,0.9528317451477051,28.779949188232422,0.4290364682674408,1667,0.0162760429084301,1666,0.7766726613044739,1.7461293935775757,0.43322840332984924,47.29746627807617,773.07019536,2560512,1.0133079290390015,1747629832.8485043,0.9999999403953552
13200,0.9275304079055786,28.959636688232422,0.5690104365348816,1681,0.017578125,1680,0.7766726613044739,1.7461293935775757,0.3916265368461609,47.29746627807617,779.197110052,2582016,1.1849778890609741,1747629838.9753635,0.9999999403953552
13552,0.9385823011398315,28.91927146911621,0.4309895932674408,1725,0.017578125,1724,0.7766726613044739,1.7461293935775757,0.3648023009300232,47.29746627807617,798.484339441,2649600,1.0328562259674072,1747629858.2626278,0.9999999403953552
13592,0.9500508904457092,28.990886688232422,0.3990885615348816,1730,0.01497395895421505,1729,0.7766726613044739,1.7461293935775757,0.4317336678504944,47.29746627807617,800.67311478,2657280,0.9614825248718262,1747629860.4514403,0.9999999403953552
13608,0.9325535297393799,30.069011688232422,0.3489583432674408,1732,0.01497395895421505,1731,0.7766726613044739,1.7461293935775757,0.3701440095901489,47.29746627807617,801.547772963,2660352,0.8838611841201782,1747629861.326104,0.9999999403953552
13616,0.926705002784729,27.615236282348633,0.4596354365348816,1733,0.01692708395421505,1732,0.7766726613044739,1.7461293935775757,0.3516642451286316,47.29746627807617,801.984318385,2661888,1.0188482999801636,1747629861.7626286,0.9999999403953552
13624,0.9569714069366455,30.654949188232422,0.3971354365348816,1734,0.014322916977107525,1733,0.7766726613044739,1.7461293935775757,0.3603018522262573,47.29746627807617,802.421136368,2663424,0.9471005201339722,1747629862.199427,0.9999999403953552
13632,0.9305111169815063,29.176433563232422,0.3437500298023224,1735,0.017578125,1734,0.7766726613044739,1.7461293935775757,0.3635392487049103,47.29746627807617,802.858935252,2664960,0.8781778216362,1747629862.6372395,0.9999999403953552
13640,0.9484365582466125,27.90755271911621,0.5299479365348816,1736,0.0182291679084301,1735,0.7766726613044739,1.7461293935775757,0.3590155243873596,47.29746627807617,803.295909894,2666496,1.1631765365600586,1747629863.0742226,0.9999999403953552
13832,0.9438954591751099,28.796876907348633,0.4186198115348816,1760,0.0182291679084301,1759,0.7766726613044739,1.7461293935775757,0.3772604465484619,47.29746627807617,813.798449246,2703360,1.0117013454437256,1747629873.576737,0.9999999403953552
13880,0.9729586243629456,30.182292938232422,0.3229166865348816,1766,0.01497395895421505,1765,0.7766726613044739,1.7461293935775757,1.0438497066497803,47.29746627807617,816.426188181,2712576,0.8932821750640869,1747629876.2044935,0.9999999403953552
14064,0.9153851270675659,29.02864646911621,0.4973958730697632,1789,0.015625,1788,0.7766726613044739,1.7461293935775757,0.3753150403499603,47.29746627807617,826.490196994,2747904,1.123901605606079,1747629886.268494,0.9999999403953552
14272,0.9250389337539673,29.128908157348633,0.3294270932674408,1815,0.0162760429084301,1814,0.7766726613044739,1.7461293935775757,0.35887616872787476,47.29746627807617,837.869570418,2787840,0.9031018614768982,1747629897.6478415,0.9999999403953552
14304,0.92424476146698,29.40755271911621,0.4973958730697632,1819,0.017578125,1818,0.7766726613044739,1.7461293935775757,0.4943510890007019,47.29746627807617,839.618304791,2793984,1.1147581338882446,1747629899.3966084,0.9999999403953552
