update_steps,returned_episode_lengths,returned_won_episode,test_returned_episode,test_returned_episode_returns,_step,loss,test_returned_won_episode,returned_episode,_runtime,grad_steps,test_returned_episode_lengths,returned_episode_returns,qvals,env_step,_timestamp
3,25.357423782348633,0.0,1.0,0.012218037620186806,2,0.0,0.0,0.02278645895421505,67.887339755,0,19.071182250976562,0.2125706821680069,0.0,4608,1747620255.5976465
6,25.476564407348633,0.0,1.0,0.012218037620186806,5,0.0,0.0,0.0260416679084301,68.098144729,0,19.071182250976562,0.23469167947769165,0.0,9216,1747620255.80871
11,25.81966209411621,0.0,1.0,0.012218037620186806,10,0.0,0.0,0.02473958395421505,68.449626386,0,19.071182250976562,0.23608995974063873,0.0,16896,1747620256.1601887
15,26.033205032348633,0.0,1.0,0.012218037620186806,14,0.0,0.0,0.02473958395421505,68.729926947,0,19.071182250976562,0.22963766753673553,0.0,23040,1747620256.4405446
20,25.627605438232422,0.0,1.0,0.012218037620186806,19,0.0,0.0,0.02343750186264515,69.080854525,0,19.071182250976562,0.22659774124622345,0.0,30720,1747620256.791437
37,25.97200584411621,0.0,1.0,0.012218037620186806,36,0.02373262122273445,0.0,0.0240885429084301,72.499518474,48,19.071182250976562,0.23011593520641327,0.16733494400978088,56832,1747620260.2100003
38,25.611980438232422,0.0,1.0,0.012218037620186806,37,0.021895632147789,0.0,0.02473958395421505,72.937163314,56,19.071182250976562,0.2524098753929138,0.23435188829898834,58368,1747620260.6476238
65,24.902345657348633,0.0,1.0,0.012218037620186806,64,0.04287787899374962,0.0,0.02473958395421505,84.858830328,272,19.071182250976562,0.2452784776687622,0.4964495897293091,99840,1747620272.5692782
130,26.29036521911621,0.0,1.0,0.012218037620186806,129,0.09426087141036987,0.0,0.02148437686264515,113.674731951,792,19.071182250976562,0.2711401581764221,0.6726834774017334,199680,1747620301.385154
147,27.423830032348633,0.0,1.0,0.012218037620186806,146,0.0945725366473198,0.0,0.0221354179084301,121.256390104,928,19.071182250976562,0.2700258195400238,0.7686461210250854,225792,1747620308.9668128
149,26.248699188232422,0.0,1.0,0.012218037620186806,148,0.09176334738731384,0.0,0.02473958395421505,122.156302526,944,19.071182250976562,0.2724359631538391,0.7708863019943237,228864,1747620309.8667028
169,26.572917938232422,0.0,1.0,0.012218037620186806,168,0.11188596487045288,0.0,0.02278645895421505,131.03538843,1104,19.071182250976562,0.2611975371837616,0.8277652263641357,259584,1747620318.7457778
179,26.475261688232422,0.0,1.0,0.012218037620186806,178,0.16117188334465027,0.0,0.0221354179084301,135.502670816,1184,19.071182250976562,0.2895917296409607,0.8379930853843689,274944,1747620323.2130134
193,26.833986282348633,0.0,1.0,0.012218037620186806,192,0.17077496647834778,0.0,0.0221354179084301,141.717189146,1296,19.071182250976562,0.27479425072669983,0.8616830110549927,296448,1747620329.4275973
223,25.48958396911621,0.0,1.0,0.012218037620186806,222,0.1179492399096489,0.0,0.02473958395421505,155.083414352,1536,19.071182250976562,0.29331526160240173,0.9210778474807739,342528,1747620342.7937608
231,26.896486282348633,0.0,1.0,0.012218037620186806,230,0.17980040609836578,0.0,0.0240885429084301,158.654888981,1600,19.071182250976562,0.2826034724712372,0.9347748756408691,354816,1747620346.3652244
232,26.13606834411621,0.0,1.0,0.012218037620186806,231,0.09869974851608276,0.0,0.0240885429084301,159.095695208,1608,19.071182250976562,0.3011472523212433,0.9440045952796936,356352,1747620346.8060377
236,25.967449188232422,0.0,1.0,0.012218037620186806,235,0.1046612411737442,0.0,0.02343750186264515,160.881576953,1640,19.071182250976562,0.28739458322525024,0.9610815644264221,362496,1747620348.5920238
257,25.742839813232422,0.0,1.0,0.012218037620186806,256,0.11093409359455109,0.0,0.02278645895421505,170.22096812,1808,19.071182250976562,0.3073628544807434,0.9723594784736633,394752,1747620357.9313772
259,26.502605438232422,0.0,1.0,0.012218037620186806,258,0.10906463861465454,0.0,0.02278645895421505,171.110074744,1824,19.071182250976562,0.3051758110523224,0.9770581722259521,397824,1747620358.8203378
260,26.40364646911621,0.0,1.0,0.012218037620186806,259,0.10642323642969131,0.0,0.02148437686264515,171.550690364,1832,19.071182250976562,0.3131684362888336,0.9821144342422485,399360,1747620359.2611494
276,26.289064407348633,0.0,1.0,0.012218037620186806,275,0.11337551474571228,0.0,0.02343750186264515,178.71907142,1960,19.071182250976562,0.3123520016670227,0.992815375328064,423936,1747620366.4294314
279,27.442058563232422,0.0,1.0,0.012218037620186806,278,0.10841135680675507,0.0,0.0221354179084301,180.05661122,1984,19.071182250976562,0.3184744417667389,0.9841960668563843,428544,1747620367.7670012
306,25.930339813232422,0.0,1.0,0.012218037620186806,305,0.11087095737457275,0.0,0.02083333395421505,192.092515709,2200,19.071182250976562,0.3023611009120941,1.0024707317352295,470016,1747620379.803009
313,25.766277313232422,0.0,1.0,0.012218037620186806,312,0.07726504653692245,0.0,0.0221354179084301,195.203559309,2256,19.071182250976562,0.33048391342163086,1.000807285308838,480768,1747620382.9140859
323,25.519533157348633,0.0,1.0,0.012218037620186806,322,0.07576077431440353,0.0,0.02083333395421505,199.625274915,2336,19.071182250976562,0.29462745785713196,1.0122917890548706,496128,1747620387.3357475
333,25.787111282348633,0.0,1.0,0.490884006023407,332,0.06098240613937378,0.0,0.017578125,204.156305002,2416,42.71940612792969,0.27151307463645935,1.0180014371871948,511488,1747620391.8667438
339,25.861980438232422,0.0,1.0,0.490884006023407,338,0.09446432441473007,0.0,0.0240885429084301,206.821188571,2464,42.71940612792969,0.31620651483535767,1.010597825050354,520704,1747620394.531689
344,25.381511688232422,0.0,1.0,0.490884006023407,343,0.08732247352600098,0.0,0.0201822929084301,209.022551524,2504,42.71940612792969,0.30421799421310425,1.0206949710845947,528384,1747620396.7330174
