returned_episode_lengths,returned_won_episode,update_steps,_step,test_returned_episode_returns,loss,grad_steps,qvals,test_returned_episode,returned_episode,_runtime,test_returned_episode_lengths,returned_episode_returns,env_step,test_returned_won_episode,_timestamp
24.246095657348633,0.0,1,0,0.03517788648605347,0.0,0,0.0,0.9999999403953552,0.02473958395421505,63.361285307,21.061159133911133,0.22214893996715546,1536,0.0,1747626169.472864
26.45052146911621,0.0,10,9,0.03517788648605347,0.0,0,0.0,0.9999999403953552,0.02343750186264515,63.993478472,21.061159133911133,0.23419298231601715,15360,0.0,1747626170.1055856
25.23763084411621,0.0,13,12,0.03517788648605347,0.0,0,0.0,0.9999999403953552,0.02473958395421505,64.202794551,21.061159133911133,0.23642075061798096,19968,0.0,1747626170.3148832
24.79622459411621,0.0,28,27,0.03517788648605347,0.0,0,0.0,0.9999999403953552,0.02278645895421505,65.250850803,21.061159133911133,0.21365603804588318,43008,0.0,1747626171.3629422
25.861330032348633,0.0,38,37,0.03517788648605347,0.022350184619426727,56,0.08057202398777008,0.9999999403953552,0.0240885429084301,68.552629459,21.061159133911133,0.2430010288953781,58368,0.0,1747626174.6645985
26.45442771911621,0.0,39,38,0.03517788648605347,0.02299283631145954,64,0.10364164412021637,0.9999999403953552,0.02278645895421505,68.99118609,21.061159133911133,0.23906177282333374,59904,0.0,1747626175.1031532
24.90559959411621,0.0,40,39,0.03517788648605347,0.021714504808187485,72,0.1282670497894287,0.9999999403953552,0.0260416679084301,69.430654281,21.061159133911133,0.20524747669696808,61440,0.0,1747626175.542591
26.998048782348633,0.0,46,45,0.03517788648605347,0.018432045355439186,120,0.36742496490478516,0.9999999403953552,0.02148437686264515,72.070909965,21.061159133911133,0.19803528487682343,70656,0.0,1747626178.1828592
26.451173782348633,0.0,55,54,0.03517788648605347,0.029909029603004456,192,0.31792736053466797,0.9999999403953552,0.02278645895421505,76.056019047,21.061159133911133,0.25049540400505066,84480,0.0,1747626182.167983
27.214845657348633,0.0,75,74,0.03517788648605347,0.04956982284784317,352,0.5990885496139526,0.9999999403953552,0.02278645895421505,84.862199054,21.061159133911133,0.27988600730895996,115200,0.0,1747626190.9741023
25.92317771911621,0.0,98,97,0.03517788648605347,0.07358582317829132,536,0.706059455871582,0.9999999403953552,0.02148437686264515,95.00613928,21.061159133911133,0.26979079842567444,150528,0.0,1747626201.117864
26.49349021911621,0.0,122,121,0.03517788648605347,0.17489323019981384,728,0.7141727209091187,0.9999999403953552,0.02148437686264515,105.602222578,21.061159133911133,0.2629394233226776,187392,0.0,1747626211.7141614
25.992839813232422,0.0,134,133,0.03517788648605347,0.10602298378944397,824,0.7408233880996704,0.9999999403953552,0.0240885429084301,110.895310716,21.061159133911133,0.26212984323501587,205824,0.0,1747626217.007179
25.72200584411621,0.0,149,148,0.03517788648605347,0.09649445116519928,944,0.8002874851226807,0.9999999403953552,0.02278645895421505,117.560378206,21.061159133911133,0.2986476719379425,228864,0.0,1747626223.6723225
26.565105438232422,0.0,157,156,0.03517788648605347,0.10082746297121048,1008,0.8197759389877319,0.9999999403953552,0.02148437686264515,121.134692994,21.061159133911133,0.29463285207748413,241152,0.0,1747626227.2465684
27.103517532348633,0.0,180,179,0.03517788648605347,0.08351237326860428,1192,0.8859341144561768,0.9999999403953552,0.02278645895421505,131.381294325,21.061159133911133,0.27993422746658325,276480,0.0,1747626237.4931896
26.596355438232422,0.0,190,189,0.03517788648605347,0.09299621731042862,1272,0.9044902324676514,0.9999999403953552,0.02278645895421505,135.829957052,21.061159133911133,0.29216474294662476,291840,0.0,1747626241.9417183
24.401042938232422,0.0,200,199,0.03517788648605347,0.0943787470459938,1352,0.9423307180404663,0.9999999403953552,0.02539062686264515,140.275733547,21.061159133911133,0.2850534915924072,307200,0.0,1747626246.387408
26.531251907348633,0.0,217,216,0.03517788648605347,0.08410687744617462,1488,0.967639684677124,0.9999999403953552,0.0240885429084301,147.823044318,21.061159133911133,0.3100511133670807,333312,0.0,1747626253.9348836
25.363283157348633,0.0,223,222,0.03517788648605347,0.08847089111804962,1536,0.9903140068054199,0.9999999403953552,0.02278645895421505,150.502399214,21.061159133911133,0.2948518991470337,342528,0.0,1747626256.6143563
26.92513084411621,0.0,237,236,0.03517788648605347,0.19321021437644958,1648,0.9861820936203003,0.9999999403953552,0.0221354179084301,156.717621719,21.061159133911133,0.30723807215690613,364032,0.0,1747626262.8295283
25.595705032348633,0.0,262,261,0.03517788648605347,0.1027640700340271,1848,1.0173401832580566,0.9999999403953552,0.02278645895421505,167.770586033,21.061159133911133,0.3067415952682495,402432,0.0,1747626273.8824897
24.94466209411621,0.0,264,263,0.03517788648605347,0.0723060667514801,1864,1.0269882678985596,0.9999999403953552,0.0240885429084301,168.654325319,21.061159133911133,0.30401116609573364,405504,0.0,1747626274.7662277
25.17513084411621,0.0,267,266,0.03517788648605347,0.07968935370445251,1888,1.0226951837539673,0.9999999403953552,0.0240885429084301,169.986884327,21.061159133911133,0.3171568214893341,410112,0.0,1747626276.0987878
25.56770896911621,0.0,290,289,0.03517788648605347,0.08429825305938721,2072,1.0556068420410156,0.9999999403953552,0.02148437686264515,180.222588488,21.061159133911133,0.2851508855819702,445440,0.0,1747626286.3343866
25.60872459411621,0.0,295,294,0.03517788648605347,0.12728358805179596,2112,1.0663387775421143,0.9999999403953552,0.02278645895421505,182.456773234,21.061159133911133,0.3088109493255615,453120,0.0,1747626288.5686715
27.399089813232422,0.0,303,302,0.03517788648605347,0.08064520359039307,2176,1.0471782684326172,0.9999999403953552,0.0221354179084301,186.038156775,21.061159133911133,0.31155309081077576,465408,0.0,1747626292.1500866
26.689455032348633,0.0,317,316,0.03517788648605347,0.07694705575704575,2288,1.073041319847107,0.9999999403953552,0.0221354179084301,192.270300553,21.061159133911133,0.32843542098999023,486912,0.0,1747626298.3822381
27.072267532348633,0.0,334,333,0.5076760649681091,0.06445351243019104,2424,1.081502914428711,1.0,0.0221354179084301,199.955308734,37.35481643676758,0.2994086444377899,513024,0.0006784260622225702,1747626306.0669363
28.25130271911621,0.0,372,371,0.5076760649681091,0.06358284503221512,2728,1.0726244449615479,1.0,0.01888020895421505,216.857429154,37.35481643676758,0.3037222623825073,571392,0.0006784260622225702,1747626322.9693573
27.07356834411621,0.0,373,372,0.5076760649681091,0.08138330280780792,2736,1.0898025035858154,1.0,0.02148437686264515,217.297148936,37.35481643676758,0.33087357878685,572928,0.0006784260622225702,1747626323.4090784
26.375001907348633,0.0,406,405,0.5076760649681091,0.0768776535987854,3000,1.1027297973632812,1.0,0.02278645895421505,232.025222534,37.35481643676758,0.3365890085697174,623616,0.0006784260622225702,1747626338.1371548
27.11849021911621,0.0,408,407,0.5076760649681091,0.06052068620920181,3016,1.1039133071899414,1.0,0.02083333395421505,233.079286118,37.35481643676758,0.3281009793281555,626688,0.0006784260622225702,1747626339.0411782
26.984376907348633,0.0,412,411,0.5076760649681091,0.05230977386236191,3048,1.1026852130889893,1.0,0.0221354179084301,234.849646211,37.35481643676758,0.37816181778907776,632832,0.0006784260622225702,1747626340.9613848
27.23177146911621,0.0,414,413,0.5076760649681091,0.0472085177898407,3064,1.0986602306365967,1.0,0.02083333395421505,235.732171711,37.35481643676758,0.3196212947368622,635904,0.0006784260622225702,1747626341.8439429
26.152996063232422,0.0,422,421,0.5076760649681091,0.048653677105903625,3128,1.093616008758545,1.0,0.02148437686264515,239.303386527,37.35481643676758,0.3421492576599121,648192,0.0006784260622225702,1747626345.4152133
27.513673782348633,0.0,438,437,0.5076760649681091,0.05573587864637375,3256,1.1114132404327393,1.0,0.02083333395421505,246.422951013,37.35481643676758,0.34567293524742126,672768,0.0006784260622225702,1747626352.5348778
27.345705032348633,0.0,466,465,0.5076760649681091,0.06807780265808105,3480,1.0880835056304932,1.0,0.0201822929084301,258.918783539,37.35481643676758,0.35765540599823,715776,0.0006784260622225702,1747626365.030741
27.47981834411621,0.0,484,483,0.5076760649681091,0.09216365218162537,3624,1.085822582244873,1.0,0.02148437686264515,266.861074445,37.35481643676758,0.3885425329208374,743424,0.0006784260622225702,1747626372.97305
26.772136688232422,0.0,510,509,0.5076760649681091,0.09007877111434937,3832,1.0607820749282837,1.0,0.02148437686264515,278.312167678,37.35481643676758,0.4015164375305176,783360,0.0006784260622225702,1747626384.4241815
26.768230438232422,0.0,515,514,0.5076760649681091,0.06925110518932343,3872,1.0179543495178223,1.0,0.02278645895421505,280.512489539,37.35481643676758,0.37016451358795166,791040,0.0006784260622225702,1747626386.6245496
26.22981834411621,0.0,532,531,0.5076760649681091,0.04481927305459976,4008,1.045427918434143,1.0,0.0221354179084301,287.978188056,37.35481643676758,0.4320591688156128,817152,0.0006784260622225702,1747626394.0900934
27.74934959411621,0.0,569,568,0.5076760649681091,0.0637335330247879,4304,1.0398638248443604,1.0,0.02083333395421505,304.257203208,37.35481643676758,0.39383381605148315,873984,0.0006784260622225702,1747626410.3692403
26.57356834411621,0.0,571,570,0.5076760649681091,0.057525478303432465,4320,1.0447516441345215,1.0,0.02343750186264515,305.136985605,37.35481643676758,0.432098388671875,877056,0.0006784260622225702,1747626411.2490053
26.654298782348633,0.0,581,580,0.5076760649681091,0.09623943269252777,4400,1.036120891571045,1.0,0.02083333395421505,309.552957685,37.35481643676758,0.4002453088760376,892416,0.0006784260622225702,1747626415.6649718
28.14974021911621,0.0,588,587,0.5076760649681091,0.053189001977443695,4456,1.0221102237701416,1.0,0.02083333395421505,312.626037875,37.35481643676758,0.3811342120170593,903168,0.0006784260622225702,1747626418.737993
27.207033157348633,0.0,590,589,0.5076760649681091,0.04841119050979614,4472,1.0183391571044922,1.0,0.02083333395421505,313.504259085,37.35481643676758,0.4176021218299866,906240,0.0006784260622225702,1747626419.6163065
27.516277313232422,0.0,601,600,0.5076760649681091,0.0854840949177742,4560,1.0397038459777832,1.0,0.02083333395421505,318.330505844,37.35481643676758,0.3803277611732483,923136,0.0006784260622225702,1747626424.4425535
25.96614646911621,0.0,616,615,0.5076760649681091,0.09158153831958771,4680,1.058211088180542,1.0,0.02148437686264515,324.926160701,37.35481643676758,0.40125367045402527,946176,0.0006784260622225702,1747626431.0382044
