returned_won_episode,returned_episode,returned_episode_lengths,loss,test_returned_episode,update_steps,_step,test_returned_episode_returns,test_returned_episode_lengths,test_returned_won_episode,_runtime,grad_steps,qvals,returned_episode_returns,env_step,_timestamp
0.0,0.01953125,27.57421875,0.0,1.0,3,2,0.06096353754401207,35.56966018676758,0.0,46.132866431,0,0.0,0.14802169799804688,4608,1746463778.4929078
0.0,0.02018229104578495,28.09049415588379,0.0,1.0,9,8,0.06096353754401207,35.56966018676758,0.0,46.463823676,0,0.0,0.1548602283000946,13824,1746463778.8238587
0.0,0.02083333395421505,25.4375,0.0,1.0,14,13,0.06096353754401207,35.56966018676758,0.0,46.739763963,0,0.0,0.13135850429534912,21504,1746463779.0997992
0.0,0.02018229104578495,26.76953125,0.007499245926737785,1.0,38,37,0.06096353754401207,35.56966018676758,0.0,49.735659005,56,0.2652759253978729,0.1488341987133026,58368,1746463782.0957205
0.0,0.01627604104578495,29.51953125,0.0071651749312877655,1.0,58,57,0.06096353754401207,35.56966018676758,0.0,55.6226068,216,0.776046633720398,0.17028644680976868,89088,1746463787.9826171
0.0,0.01822916604578495,28.28971290588379,0.007917329668998718,1.0,71,70,0.06096353754401207,35.56966018676758,0.0,59.447123315,320,0.8353089094161987,0.1519826203584671,109056,1746463791.8071342
0.0,0.01822916604578495,28.666015625,0.00814818311482668,1.0,77,76,0.06096353754401207,35.56966018676758,0.0,61.217128402,368,0.8814043402671814,0.17006076872348785,118272,1746463793.5771542
0.0,0.02018229104578495,27.66471290588379,0.02364039607346058,1.0,82,81,0.06096353754401207,35.56966018676758,0.0,62.686775413,408,0.9044778347015381,0.16032202541828156,125952,1746463795.0465446
0.0,0.02018229104578495,28.20963478088379,0.00954231433570385,1.0,86,85,0.06096353754401207,35.56966018676758,0.0,63.867146012,440,0.8800206184387207,0.16126996278762817,132096,1746463796.2271392
0.0,0.01888020895421505,28.548828125,0.011577093973755836,1.0,94,93,0.06096353754401207,35.56966018676758,0.0,66.230120538,504,0.8515872359275818,0.17561285197734833,144384,1746463798.5901473
0.0,0.01627604104578495,27.99283790588379,0.010237589478492737,1.0,96,95,0.06096353754401207,35.56966018676758,0.0,66.824848337,520,0.8652459383010864,0.1766848862171173,147456,1746463799.184692
0.0,0.01888020895421505,27.697265625,0.009968148544430733,1.0,101,100,0.06096353754401207,35.56966018676758,0.0,68.29544814,560,0.8247897624969482,0.178005188703537,155136,1746463800.655479
0.0,0.017578125,28.81380271911621,0.019667603075504303,1.0,124,123,0.06096353754401207,35.56966018676758,0.0,75.085297782,744,0.818336009979248,0.17606422305107117,190464,1746463807.4453459
0.0,0.01627604104578495,28.466796875,0.016492284834384918,1.0,131,130,0.06096353754401207,35.56966018676758,0.0,77.162260947,800,0.8185412287712097,0.17932550609111786,201216,1746463809.5222738
0.0,0.01822916604578495,28.03125,0.02869662642478943,1.0,144,143,0.06096353754401207,35.56966018676758,0.0,81.009928326,904,0.801293134689331,0.1835460066795349,221184,1746463813.3699026
0.0,0.017578125,29.17708396911621,0.023181047290563583,1.0,158,157,0.06096353754401207,35.56966018676758,0.0,85.162775848,1016,0.8212155103683472,0.19971701502799988,242688,1746463817.5227916
0.0,0.017578125,28.73111915588379,0.02532564476132393,1.0,166,165,0.06096353754401207,35.56966018676758,0.0,87.534050621,1080,0.8257571458816528,0.20744702219963074,254976,1746463819.894055
0.0,0.017578125,29.080078125,0.036646049469709396,1.0,196,195,0.06096353754401207,35.56966018676758,0.0,96.439330629,1320,0.7174445390701294,0.21456249058246613,301056,1746463828.7993515
0.0,0.017578125,28.142578125,0.04564768075942993,1.0,239,238,0.06096353754401207,35.56966018676758,0.0,109.222760705,1664,0.6371506452560425,0.17030902206897736,367104,1746463841.5827706
0.0,0.01627604104578495,28.56770896911621,0.046594880521297455,1.0,247,246,0.06096353754401207,35.56966018676758,0.0,111.599369355,1728,0.637528121471405,0.16760069131851196,379392,1746463843.959383
0.0,0.01888020895421505,28.80533790588379,0.06290889531373978,1.0,261,260,0.06096353754401207,35.56966018676758,0.0,115.759581469,1840,0.5581217408180237,0.2016727328300476,400896,1746463848.1195788
0.0,0.02213541604578495,26.01041603088379,0.11492908000946045,1.0,275,274,0.06096353754401207,35.56966018676758,0.0,119.913535059,1952,0.6176300048828125,0.13531075417995453,422400,1746463852.27349
0.0,0.02083333395421505,29.02018165588379,0.1041778028011322,1.0,302,301,0.06096353754401207,35.56966018676758,0.0,127.917974194,2168,0.6825245022773743,0.15027083456516266,463872,1746463860.2778993
