loss,returned_episode_lengths,returned_won_episode,update_steps,_step,returned_episode,test_returned_episode_returns,test_returned_episode,_runtime,grad_steps,qvals,test_returned_won_episode,returned_episode_returns,env_step,test_returned_episode_lengths,_timestamp
0.0,17.65625,0.0,15,14,0.0442708358168602,0.08718345314264297,1.0,61.886656825,0,0.0,0.0,0.14331203699111938,23040,19.759410858154297,1746171895.347904
0.019413191825151443,17.55794334411621,0.0,47,46,0.0423177108168602,0.08718345314264297,1.0,70.330392729,128,0.19771061837673187,0.0,0.15735086798667908,72192,19.759410858154297,1746171903.7915323
0.03268704563379288,17.069011688232422,0.0,66,65,0.0436197929084301,0.08718345314264297,1.0,78.988469363,280,0.4245196580886841,0.0,0.15714964270591736,101376,19.759410858154297,1746171912.4496422
0.172044575214386,16.81770896911621,0.0,72,71,0.0449218787252903,0.08718345314264297,1.0,81.714074152,328,0.4299301505088806,0.0,0.16638261079788208,110592,19.759410858154297,1746171915.1752083
0.037595249712467194,17.314453125,0.0,78,77,0.0462239608168602,0.08718345314264297,1.0,84.460963123,376,0.34003061056137085,0.0,0.15434423089027405,119808,19.759410858154297,1746171917.922111
0.06434032320976257,17.197265625,0.0,83,82,0.0449218787252903,0.08718345314264297,1.0,86.748964054,416,0.3511613607406616,0.0,0.15540958940982819,127488,19.759410858154297,1746171920.210096
0.09468516707420349,16.72200584411621,0.0,108,107,0.0455729179084301,0.08718345314264297,1.0,98.09571521,616,0.22187334299087524,0.0,0.16924719512462616,165888,19.759410858154297,1746171931.5567605
0.11206655204296112,16.463542938232422,0.0,122,121,0.0475260429084301,0.08718345314264297,1.0,104.477589006,728,0.2845503091812134,0.0,0.16569602489471436,187392,19.759410858154297,1746171937.938801
0.07421645522117615,17.338542938232422,0.0,135,134,0.0449218787252903,0.08718345314264297,1.0,110.387890149,832,0.289251446723938,0.0,0.15967093408107758,207360,19.759410858154297,1746171943.849027
0.07176341861486435,16.8203125,0.0,140,139,0.0468750037252903,0.08718345314264297,1.0,112.677990332,872,0.28734588623046875,0.0,0.16410985589027405,215040,19.759410858154297,1746171946.139126
0.06522519886493683,17.141277313232422,0.0,159,158,0.0442708358168602,0.08718345314264297,1.0,121.29739049,1024,0.2852863073348999,0.0,0.16458334028720856,244224,19.759410858154297,1746171954.7584772
0.11411990225315094,17.47981834411621,0.0,163,162,0.0436197929084301,0.08718345314264297,1.0,123.158097108,1056,0.22240208089351654,0.0,0.17065578699111938,250368,19.759410858154297,1746171956.6190538
0.15311120450496674,17.91536521911621,0.0,172,171,0.0436197929084301,0.08718345314264297,1.0,127.213231226,1128,0.19884833693504333,0.0,0.15382342040538788,264192,19.759410858154297,1746171960.6743872
0.07978327572345734,16.90755271911621,0.0,182,181,0.0436197929084301,0.08718345314264297,1.0,131.802325442,1208,0.1922573447227478,0.0,0.17462122440338135,279552,19.759410858154297,1746171965.2635233
0.16962271928787231,17.30599021911621,0.0,183,182,0.0449218787252903,0.08718345314264297,1.0,132.25235733,1216,0.21204662322998047,0.0,0.162405326962471,281088,19.759410858154297,1746171965.71357
0.06077045947313309,17.361328125,0.0,215,214,0.0455729179084301,0.08718345314264297,1.0,146.82250434,1472,0.21504248678684235,0.0,0.1901041865348816,330240,19.759410858154297,1746171980.283707
0.04732164740562439,16.664714813232422,0.0,226,225,0.0462239608168602,0.08718345314264297,1.0,151.856958017,1560,0.15147879719734192,0.0,0.21999293565750122,347136,19.759410858154297,1746171985.3181124
0.047387994825839996,17.138671875,0.0,227,226,0.0436197929084301,0.08718345314264297,1.0,152.306435817,1568,0.1508832573890686,0.0,0.19865061342716217,348672,19.759410858154297,1746171985.7676272
0.048337671905756,16.965496063232422,0.0,228,227,0.0468750037252903,0.08718345314264297,1.0,152.758115814,1576,0.154060959815979,0.0,0.21379026770591736,350208,19.759410858154297,1746171986.219283
0.05828053876757622,16.08984375,0.0,232,231,0.0494791679084301,0.08718345314264297,1.0,154.56977109299999,1608,0.15619096159934998,0.0,0.2303977608680725,356352,19.759410858154297,1746171988.0309827
0.04728378355503082,17.3671875,0.0,237,236,0.0442708358168602,0.08718345314264297,1.0,156.843054427,1648,0.15155470371246338,0.0,0.23018468916416168,364032,19.759410858154297,1746171990.3041756
0.08858874440193176,15.727214813232422,0.0,251,250,0.0514322929084301,0.08718345314264297,1.0,163.191975782,1760,0.10871477425098419,0.0,0.23301376402378082,385536,19.759410858154297,1746171996.6531649
0.16771267354488373,15.597657203674316,0.0,270,269,0.0507812537252903,0.08718345314264297,1.0,171.792983866,1912,0.17265480756759644,0.0,0.25938689708709717,414720,19.759410858154297,1746172005.253741
0.07300922274589539,15.938152313232422,0.0,287,286,0.0494791679084301,0.08718345314264297,1.0,179.514478333,2048,0.1313689947128296,0.0,0.2560369670391083,440832,19.759410858154297,1746172012.9754503
0.1286512017250061,16.2421875,0.0,294,293,0.0494791679084301,0.08718345314264297,1.0,182.677707197,2104,0.13978692889213562,0.0,0.26382580399513245,451584,19.759410858154297,1746172016.138504
0.11123691499233246,17.19270896911621,0.0,306,305,0.0436197929084301,0.08718345314264297,1.0,188.118889633,2200,0.11159992218017578,0.0,0.25590676069259644,470016,19.759410858154297,1746172021.5796704
0.1495709866285324,15.719402313232422,0.0,309,308,0.0507812537252903,0.08718345314264297,1.0,189.473468632,2224,0.11397214233875275,0.0,0.26328128576278687,474624,19.759410858154297,1746172022.934249
0.08983597159385681,15.107422828674316,0.0,349,348,0.0527343787252903,0.7273244857788086,1.0,207.678216967,2544,0.07460179924964905,0.02238805964589119,0.3153883218765259,536064,20.771854400634766,1746172041.1389058
0.1530677229166031,16.922527313232422,0.0,351,350,0.0462239608168602,0.7273244857788086,1.0,208.606018876,2560,0.038062382489442825,0.02238805964589119,0.24839018285274506,539136,20.771854400634766,1746172042.0667503
0.20199546217918396,14.771485328674316,0.0,357,356,0.0520833358168602,0.7273244857788086,1.0,211.319782574,2608,-0.003512546420097351,0.02238805964589119,0.3005564212799072,548352,20.771854400634766,1746172044.7805655
