_timestamp,test_returned_episode_lengths,returned_won_episode,returned_episode,loss,qvals,env_step,returned_episode_lengths,grad_steps,returned_episode_returns,test_returned_won_episode,update_steps,test_returned_episode_returns,_step,test_returned_episode,_runtime
1746170498.3270032,61.669742584228516,0.0,0.01888020895421505,0.028687436133623123,-0.6926800012588501,4753920.0,25.494792938232422,24512,0.3879774808883667,0.0013157895300537348,3095,0.5619299411773682,3094,1.0000001192092896,1050.344336667
1746170504.528568,61.669742584228516,0.0,0.02473958395421505,0.035100989043712616,-0.6564120054244995,4783104.0,25.542970657348633,24664,0.45757386088371277,0.0013157895300537348,3114,0.5619299411773682,3113,1.0000001192092896,1056.545915679
1746170519.2159986,61.669742584228516,0.0,0.0182291679084301,0.03407834470272064,-0.6558670997619629,4852224.0,24.191408157348633,25024,0.3902127742767334,0.0013157895300537348,3159,0.5619299411773682,3158,1.0000001192092896,1071.233345253
1746170520.5213387,61.669742584228516,0.0,0.0240885429084301,0.034848038107156754,-0.652113676071167,4858368.0,22.433595657348633,25056,0.4166450500488281,0.0013157895300537348,3163,0.5619299411773682,3162,1.0000001192092896,1072.53866171
1746170520.8476086,61.669742584228516,0.005859375465661287,0.02083333395421505,0.032283928245306015,-0.659803569316864,4859904.0,24.611330032348633,25064,0.4325087368488312,0.0013157895300537348,3164,0.5619299411773682,3163,1.0000001192092896,1072.864947252
1746170525.4181755,61.669742584228516,0.02539062686264515,0.02734375186264515,0.027402007952332497,-0.6405510306358337,4881408.0,23.75520896911621,25176,0.538433313369751,0.0013157895300537348,3178,0.5619299411773682,3177,1.0000001192092896,1077.435520364
1746170525.7445397,61.669742584228516,0.0,0.01953125186264515,0.03485233709216118,-0.633865237236023,4882944.0,22.132814407348633,25184,0.4024089276790619,0.0013157895300537348,3179,0.5619299411773682,3178,1.0000001192092896,1077.761896346
1746170528.0278227,61.669742584228516,0.0,0.02539062686264515,0.03787130489945412,-0.6215401291847229,4893696.0,22.15364646911621,25240,0.46397581696510315,0.0013157895300537348,3186,0.5619299411773682,3185,1.0000001192092896,1080.045163407
1746170528.3574839,61.669742584228516,0.0,0.02148437686264515,0.030860012397170067,-0.6399122476577759,4895232.0,24.88411521911621,25248,0.4389974772930145,0.0013157895300537348,3187,0.5619299411773682,3186,1.0000001192092896,1080.374813625
1746170530.974639,61.669742584228516,0.01302083395421505,0.02278645895421505,0.0408538356423378,-0.6239069700241089,4907520.0,22.30208396911621,25312,0.4572700560092926,0.0013157895300537348,3195,0.5619299411773682,3194,1.0000001192092896,1082.991968048
1746170535.8683383,61.669742584228516,0.0,0.0240885429084301,0.031392063945531845,-0.6129204630851746,4930560.0,23.736330032348633,25432,0.4879123866558075,0.0013157895300537348,3210,0.5619299411773682,3209,1.0000001192092896,1087.885667634
1746170537.499442,61.669742584228516,0.0,0.0260416679084301,0.034225814044475555,-0.6214132905006409,4938240.0,23.16731834411621,25472,0.5057509541511536,0.0013157895300537348,3215,0.5619299411773682,3214,1.0000001192092896,1089.516767274
1746170540.1093838,61.669742584228516,0.0,0.02343750186264515,0.037562981247901917,-0.6068444848060608,4950528.0,22.106121063232422,25536,0.40026047825813293,0.0013157895300537348,3223,0.5619299411773682,3222,1.0000001192092896,1092.126679225
1746170547.2886324,61.669742584228516,0.0,0.0299479179084301,0.04051117226481438,-0.5695720911026001,4984320.0,20.957033157348633,25712,0.49939247965812683,0.0013157895300537348,3245,0.5619299411773682,3244,1.0000001192092896,1099.305966245
1746170552.2602413,37.65671920776367,0.0,0.0260416679084301,0.046719327569007874,-0.5735068321228027,5007360.0,22.996746063232422,25832,0.5035157203674316,0.021641792729496956,3260,0.7085573673248291,3259,1.0000001192092896,1104.277574144
1746170555.848757,37.65671920776367,0.01692708395421505,0.0299479179084301,0.04976983368396759,-0.5594425797462463,5024256.0,20.673830032348633,25920,0.5421875715255737,0.021641792729496956,3271,0.7085573673248291,3270,1.0000001192092896,1107.866097518
1746170556.501243,37.65671920776367,0.0,0.0325520858168602,0.04975268989801407,-0.5441881418228149,5027328.0,19.91927146911621,25936,0.537456750869751,0.021641792729496956,3273,0.7085573673248291,3272,1.0000001192092896,1108.518563844
1746170559.4408305,37.65671920776367,0.0,0.0305989608168602,0.0528118833899498,-0.4949984550476074,5041152.0,23.01888084411621,26008,0.47608518600463867,0.021641792729496956,3282,0.7085573673248291,3281,1.0000001192092896,1111.4581663
1746170561.4009678,37.65671920776367,0.0,0.0358072929084301,0.04968172684311867,-0.5016393065452576,5050368.0,20.36458396911621,26056,0.5035591125488281,0.021641792729496956,3288,0.7085573673248291,3287,1.0000001192092896,1113.418305153
1746170562.3794522,37.65671920776367,0.01888020895421505,0.0325520858168602,0.06873691827058792,-0.4971730411052704,5054976.0,19.81575584411621,26080,0.5064888000488281,0.021641792729496956,3291,0.7085573673248291,3290,1.0000001192092896,1114.39678091
1746170565.6418712,37.65671920776367,0.0,0.03125,0.05309852957725525,-0.5042747259140015,5070336.0,20.881511688232422,26160,0.4828777015209198,0.021641792729496956,3301,0.7085573673248291,3300,1.0000001192092896,1117.659203491
1746170569.5578861,37.65671920776367,0.0,0.02473958395421505,0.05940478295087814,-0.48285746574401855,5088768.0,23.335939407348633,26256,0.49559468030929565,0.021641792729496956,3313,0.7085573673248291,3312,1.0000001192092896,1121.575209688
