returned_won_episode,qvals,returned_episode,returned_episode_lengths,grad_steps,loss,test_returned_episode,update_steps,test_returned_episode_returns,returned_episode_returns,test_returned_won_episode,test_returned_episode_lengths,_timestamp,_runtime,env_step,_step
0.3111979067325592,-0.5366553068161011,0.01822916604578495,28.81315040588379,18352,0.5690204501152039,0.9999999403953552,2325,1.57854163646698,0.9011686444282532,0.6381638050079346,45.836181640625,1746203179.6256251,928.665939073,3571200.0,2324
0.3190104067325592,-0.5348167419433594,0.01627604104578495,29.962890625,18416,0.4696500301361084,0.9999999403953552,2333,1.57854163646698,0.9022850394248962,0.6381638050079346,45.836181640625,1746203182.629198,931.66936156,3583488.0,2332
0.380859375,-0.4709874391555786,0.01627604104578495,30.60546875,18464,0.4733539819717407,0.9999999403953552,2339,1.57854163646698,1.0054490566253662,0.6381638050079346,45.836181640625,1746203184.8936255,933.933826241,3592704.0,2338
0.412109375,-0.45759427547454834,0.01627604104578495,29.66731834411621,18640,0.5073133707046509,0.9999999403953552,2361,1.57854163646698,1.0166990756988525,0.6381638050079346,45.836181640625,1746203193.2489595,942.28938787,3626496.0,2360
0.3854166567325592,-0.5383315086364746,0.01692708395421505,29.15494728088379,18704,0.46208375692367554,0.9999999403953552,2369,1.57854163646698,0.9742577075958252,0.6381638050079346,45.836181640625,1746203196.255806,945.295965872,3638784.0,2368
0.4127604067325592,-0.4761662185192108,0.01953125,28.54361915588379,18912,0.46925005316734314,0.9999999403953552,2395,1.57854163646698,1.035442590713501,0.6381638050079346,45.836181640625,1746203206.0977216,955.137898361,3678720.0,2394
0.46875,-0.5424387454986572,0.01888020895421505,28.60286521911621,19024,0.44743722677230835,0.9999999403953552,2409,1.57854163646698,1.0907551050186157,0.6381638050079346,45.836181640625,1746203211.3800685,960.420239275,3700224.0,2408
0.5234375,-0.5429615378379822,0.015625,30.13020896911621,19048,0.42390522360801697,0.9999999403953552,2412,1.57854163646698,1.1692739725112915,0.6381638050079346,45.836181640625,1746203212.5329604,961.573293755,3704832.0,2411
0.3333333432674408,-0.4792864918708801,0.01888020895421505,28.724609375,19120,0.4352603256702423,0.9999999403953552,2421,1.57854163646698,0.901386559009552,0.6381638050079346,45.836181640625,1746203215.9152331,964.955364504,3718656.0,2420
0.5631510615348816,-0.4721428155899048,0.01888020895421505,29.46354103088379,19160,0.4557979702949524,0.9999999403953552,2426,1.57854163646698,1.2081705331802368,0.6381638050079346,45.836181640625,1746203217.802134,966.842345237,3726336.0,2425
0.404296875,-0.4602507948875427,0.01822916604578495,30.439453125,19208,0.46143028140068054,0.9999999403953552,2432,1.57854163646698,1.0338865518569946,0.6381638050079346,45.836181640625,1746203220.0884671,969.128652035,3735552.0,2431
0.3346354067325592,-0.474017858505249,0.01822916604578495,29.59375,19256,0.503768265247345,0.9999999403953552,2438,1.57854163646698,0.9480239152908325,0.6381638050079346,45.836181640625,1746203222.358169,971.398318027,3744768.0,2437
0.4212239682674408,-0.43965086340904236,0.01822916604578495,28.86458396911621,19288,0.43261629343032837,0.9999999403953552,2442,1.57854163646698,1.0203611850738525,0.6381638050079346,45.836181640625,1746203223.8660562,972.906191658,3750912.0,2441
0.4388020932674408,-0.3958597779273987,0.015625,29.62890625,19632,0.44275572896003723,0.9999999403953552,2485,1.57854163646698,1.0427929162979126,0.6381638050079346,45.836181640625,1746203240.1368244,989.176991544,3816960.0,2484
0.4798177182674408,-0.39445602893829346,0.01627604104578495,28.916015625,19648,0.45539575815200806,0.9999999403953552,2487,1.57854163646698,1.09028959274292,0.6381638050079346,45.836181640625,1746203240.888712,989.928872145,3820032.0,2486
0.3841145932674408,-0.4153343439102173,0.01692708395421505,29.59049415588379,19680,0.47469592094421387,0.9999999403953552,2491,1.57854163646698,0.958098828792572,0.6381638050079346,45.836181640625,1746203242.3961542,991.436310529,3826176.0,2490
0.3684895932674408,-0.44052377343177795,0.01627604104578495,29.8359375,19736,0.47558969259262085,0.9999999403953552,2498,1.57854163646698,0.9474543333053589,0.6381638050079346,45.836181640625,1746203245.0288808,994.069092286,3836928.0,2497
0.4069010317325592,-0.41213086247444153,0.01692708395421505,30.08463478088379,19776,0.46348026394844055,0.9999999403953552,2503,1.57854163646698,1.034794807434082,0.6381638050079346,45.836181640625,1746203246.9296036,995.969777159,3844608.0,2502
0.43359375,-0.4513304531574249,0.015625,29.36588478088379,20168,0.4408990740776062,0.9999999403953552,2552,1.57854163646698,0.9943585991859436,0.6381638050079346,45.836181640625,1746203265.4448707,1014.485071409,3919872.0,2551
0.4798177182674408,-0.446857213973999,0.017578125,29.443359375,20208,0.46021926403045654,0.9999999403953552,2557,1.57854163646698,1.1184861660003662,0.6381638050079346,45.836181640625,1746203267.323837,1016.36397497,3927552.0,2556
0.4290364682674408,-0.503881573677063,0.015625,30.40755271911621,20296,0.4655347168445587,0.9999999403953552,2568,1.57854163646698,1.03762686252594,0.6381638050079346,45.836181640625,1746203271.488991,1020.530816497,3944448.0,2567
0.4212239682674408,-0.46707683801651,0.01627604104578495,29.95377540588379,20304,0.46243733167648315,0.9999999403953552,2569,1.57854163646698,0.9999639987945557,0.6381638050079346,45.836181640625,1746203271.8675966,1020.907809316,3945984.0,2568
0.5540364384651184,-0.480401873588562,0.017578125,30.04296875,20328,0.6229804754257202,0.9999999403953552,2572,1.57854163646698,1.196184754371643,0.6381638050079346,45.836181640625,1746203273.0241377,1022.064310387,3950592.0,2571
0.5286458134651184,-0.4709330201148987,0.017578125,29.28645896911621,20352,0.4519028067588806,0.9999999403953552,2575,1.57854163646698,1.1699576377868652,0.6381638050079346,45.836181640625,1746203274.1515672,1023.191755528,3955200.0,2574
0.4388020932674408,-0.48086899518966675,0.01692708395421505,29.64127540588379,20376,0.46043869853019714,0.9999999403953552,2578,1.57854163646698,1.0608429908752441,0.6381638050079346,45.836181640625,1746203275.2790496,1024.319260222,3959808.0,2577
0.3502604067325592,-0.5882213115692139,0.01627604104578495,29.64322853088379,20568,0.40935584902763367,1.0,2602,1.7611478567123413,0.9438214898109436,0.7910028100013733,47.10871505737305,1746203284.4631448,1033.503355438,3996672.0,2601
0.205078125,-0.5335660576820374,0.015625,29.89453125,20832,0.4483451843261719,1.0,2635,1.7611478567123413,0.7552341818809509,0.7910028100013733,47.10871505737305,1746203296.922651,1045.962926525,4047360.0,2634
0.3958333432674408,-0.5144439935684204,0.01627604104578495,30.65494728088379,20848,0.4370959401130676,1.0,2637,1.7611478567123413,0.9750747680664062,0.7910028100013733,47.10871505737305,1746203297.6978726,1046.738215792,4050432.0,2636
0.3326822817325592,-0.5506129264831543,0.01627604104578495,30.060546875,21032,0.45988237857818604,1.0,2660,1.7611478567123413,0.9015135169029236,0.7910028100013733,47.10871505737305,1746203306.408458,1055.448913326,4085760.0,2659
0.4778645932674408,-0.5707377195358276,0.01692708395421505,29.15885353088379,21104,0.42414289712905884,1.0,2669,1.7611478567123413,1.0729620456695557,0.7910028100013733,47.10871505737305,1746203309.8715754,1058.912177468,4099584.0,2668
0.5631510615348816,-0.6210352778434753,0.01822916604578495,28.56900978088379,21224,0.448889821767807,1.0,2684,1.7611478567123413,1.1969953775405884,0.7910028100013733,47.10871505737305,1746203315.5661156,1064.606258721,4122624.0,2683
0.4583333432674408,-0.6150604486465454,0.015625,30.82291603088379,21232,0.42016154527664185,1.0,2685,1.7611478567123413,1.0548371076583862,0.7910028100013733,47.10871505737305,1746203315.9440784,1064.984239733,4124160.0,2684
0.498046875,-0.6174005270004272,0.015625,30.37109375,21280,0.40553492307662964,1.0,2691,1.7611478567123413,1.0989028215408325,0.7910028100013733,47.10871505737305,1746203318.2179337,1067.25822453,4133376.0,2690
0.4322916567325592,-0.5691733360290527,0.01692708395421505,29.87174415588379,21304,0.43615180253982544,1.0,2694,1.7611478567123413,1.024208903312683,0.7910028100013733,47.10871505737305,1746203319.3458319,1068.386003612,4137984.0,2693
0.5703125,-0.5811707973480225,0.01692708395421505,29.89713478088379,21320,0.4177852272987366,1.0,2696,1.7611478567123413,1.2006932497024536,0.7910028100013733,47.10871505737305,1746203320.1024969,1069.142654899,4141056.0,2695
0.5520833134651184,-0.46041038632392883,0.01692708395421505,29.99479103088379,21544,0.43492037057876587,1.0,2724,1.7611478567123413,1.194534420967102,0.7910028100013733,47.10871505737305,1746203330.7040975,1079.744596785,4184064.0,2723
0.4954427182674408,-0.4680837094783783,0.01692708395421505,29.67578125,21592,0.40202897787094116,1.0,2730,1.7611478567123413,1.10867178440094,0.7910028100013733,47.10871505737305,1746203332.9666991,1082.006956419,4193280.0,2729
0.5104166865348816,-0.4453853964805603,0.017578125,29.08919334411621,21680,0.42148613929748535,1.0,2741,1.7611478567123413,1.1212531328201294,0.7910028100013733,47.10871505737305,1746203337.1406674,1086.181229362,4210176.0,2740
0.5950520634651184,-0.39741337299346924,0.01692708395421505,29.35872459411621,21712,0.4234779477119446,1.0,2745,1.7611478567123413,1.2437434196472168,0.7910028100013733,47.10871505737305,1746203338.6505287,1087.690903233,4216320.0,2744
