_timestamp,update_steps,env_step,returned_won_episode,loss,qvals,returned_episode,returned_episode_lengths,grad_steps,test_returned_episode_returns,test_returned_episode_lengths,_step,returned_episode_returns,test_returned_episode,test_returned_won_episode,_runtime
1746176357.058964,3180,4884480.0,0.2317708432674408,1.1131943464279175,-0.6961550712585449,0.0410156287252903,18.837892532348633,25192,1.2506227493286133,21.89157485961914,3179,0.945087730884552,1.0,0.3688644766807556,1496.026802078
1746176357.5107758,3181,4886016.0,0.2317708432674408,1.1096577644348145,-0.6981041431427002,0.0410156287252903,18.637371063232422,25200,1.2506227493286133,21.89157485961914,3180,0.947372317314148,1.0,0.3688644766807556,1496.478563607
1746176363.9536345,3195,4907520.0,0.1165364608168602,1.2101527452468872,-0.6768852472305298,0.0488281287252903,15.991537094116211,25312,1.2506227493286133,21.89157485961914,3194,0.7561908960342407,1.0,0.3688644766807556,1502.921671096
1746176376.284288,3222,4948992.0,0.2194010466337204,1.0528147220611572,-0.7018807530403137,0.0423177108168602,17.912761688232422,25528,1.2506227493286133,21.89157485961914,3221,0.9145952463150024,1.0,0.3688644766807556,1515.252166315
1746176396.8993177,3267,5018112.0,0.2200520932674408,0.8829156756401062,-0.7354755997657776,0.0436197929084301,17.87239646911621,25888,1.3092401027679443,23.34375,3266,0.9206322431564331,1.0,0.41679686307907104,1535.867281642
1746176399.191841,3272,5025792.0,0.2220052182674408,0.7991915345191956,-0.7674099802970886,0.0442708358168602,18.213542938232422,25928,1.3092401027679443,23.34375,3271,0.9202770590782166,1.0,0.41679686307907104,1538.15974565
1746176417.9116414,3313,5088768.0,0.2089843899011612,0.7460731267929077,-0.8369747996330261,0.0397135429084301,18.77864646911621,26256,1.3092401027679443,23.34375,3312,0.9094224572181702,1.0,0.41679686307907104,1556.879614523
1746176419.723603,3317,5094912.0,0.1432291716337204,0.8014256954193115,-0.8176004886627197,0.0416666679084301,18.13411521911621,26288,1.3092401027679443,23.34375,3316,0.8344698548316956,1.0,0.41679686307907104,1558.691546784
1746176421.9873357,3322,5102592.0,0.1946614682674408,0.8246053457260132,-0.7854195833206177,0.0436197929084301,18.09895896911621,26328,1.3092401027679443,23.34375,3321,0.8803268074989319,1.0,0.41679686307907104,1560.955172299
1746176446.0893419,3375,5184000.0,0.1061197966337204,0.9129908084869385,-0.7768746614456177,0.0481770858168602,16.12044334411621,26752,1.3092401027679443,23.34375,3374,0.7563803791999817,1.0,0.41679686307907104,1585.057172742
1746176451.5453813,3387,5202432.0,0.1139322966337204,0.9438449144363403,-0.779326319694519,0.0468750037252903,16.572917938232422,26848,1.3092401027679443,23.34375,3386,0.7798414826393127,1.0,0.41679686307907104,1590.513203253
1746176459.7543554,3405,5230080.0,0.2421875149011612,1.0272834300994873,-0.683951735496521,0.0423177108168602,17.927734375,26992,1.3092401027679443,23.34375,3404,0.9594815969467163,1.0,0.41679686307907104,1598.722340997
1746176461.1081557,3408,5234688.0,0.2200520932674408,1.0788273811340332,-0.6666498780250549,0.0442708358168602,18.1796875,27016,1.3092401027679443,23.34375,3407,0.9381747841835022,1.0,0.41679686307907104,1600.076139388
1746176468.432228,3424,5259264.0,0.1191406324505806,1.1312134265899658,-0.7161843776702881,0.0494791679084301,15.799480438232422,27144,1.3092401027679443,23.34375,3423,0.7642520070075989,1.0,0.41679686307907104,1607.401333332
1746176468.8872135,3425,5260800.0,0.1835937649011612,1.0289382934570312,-0.7165820598602295,0.0455729179084301,16.57421875,27152,1.3092401027679443,23.34375,3424,0.854545533657074,1.0,0.41679686307907104,1607.856129587
1746176472.0590398,3432,5271552.0,0.1067708358168602,0.9161165356636047,-0.7402575016021729,0.0488281287252903,16.19270896911621,27208,1.3092401027679443,23.34375,3431,0.7596592307090759,1.0,0.41679686307907104,1611.027385339
1746176476.1822236,3441,5285376.0,0.0930989608168602,0.9855239987373352,-0.724660336971283,0.0462239608168602,16.791015625,27280,1.3092401027679443,23.34375,3440,0.7688447833061218,1.0,0.41679686307907104,1615.150085298
1746176479.3695445,3448,5296128.0,0.1334635466337204,1.0136959552764893,-0.7281618118286133,0.0442708358168602,17.78059959411621,27336,1.3092401027679443,23.34375,3447,0.8281724452972412,1.0,0.41679686307907104,1618.337379302
