returned_episode_lengths,test_returned_episode_lengths,returned_won_episode,returned_episode_returns,update_steps,grad_steps,_step,test_returned_episode_returns,loss,returned_episode,_runtime,env_step,test_returned_won_episode,qvals,test_returned_episode,_timestamp
25.589845657348633,18.40782356262207,0.0,0.23885156214237213,1,0,0,0.10982581228017807,0.0,0.02669270895421505,57.612982173,1536,0.0,0.0,1.0,1747595181.6004982
26.377605438232422,18.40782356262207,0.0,0.22597606480121613,10,0,9,0.10982581228017807,0.0,0.02343750186264515,58.248754299,15360,0.0,0.0,1.0,1747595182.2367914
25.34309959411621,18.40782356262207,0.0,0.23690876364707947,13,0,12,0.10982581228017807,0.0,0.02343750186264515,58.460417294,19968,0.0,0.0,1.0,1747595182.4484673
25.306642532348633,18.40782356262207,0.0,0.23770855367183685,28,0,27,0.10982581228017807,0.0,0.0260416679084301,59.519128191,43008,0.0,0.0,1.0,1747595183.507086
25.36849021911621,18.40782356262207,0.0,0.22399884462356567,38,56,37,0.10982581228017807,0.016591068357229233,0.0240885429084301,62.931853088,58368,0.0,0.2140042930841446,1.0,1747595186.9198365
25.78059959411621,18.40782356262207,0.0,0.24695537984371185,39,64,38,0.10982581228017807,0.013562165200710297,0.02539062686264515,63.388176572,59904,0.0,0.10741978138685226,1.0,1747595187.3761725
25.42708396911621,18.40782356262207,0.0,0.2657286524772644,40,72,39,0.10982581228017807,0.012030618265271187,0.02343750186264515,63.844287804,61440,0.0,0.08445464074611664,1.0,1747595187.832262
25.332683563232422,18.40782356262207,0.0,0.24501153826713562,46,120,45,0.10982581228017807,0.02198917046189308,0.02343750186264515,66.590151818,70656,0.0,0.3353644013404846,1.0,1747595190.5779128
25.917970657348633,18.40782356262207,0.0,0.23989929258823395,55,192,54,0.10982581228017807,0.034913159906864166,0.02278645895421505,70.704232259,84480,0.0,0.466746985912323,1.0,1747595194.6922023
25.680339813232422,18.40782356262207,0.0,0.24404722452163696,75,352,74,0.10982581228017807,0.0649259015917778,0.0240885429084301,79.859333262,115200,0.0,0.4939924478530884,1.0,1747595203.8472073
26.20247459411621,18.40782356262207,0.0,0.2790801227092743,98,536,97,0.10982581228017807,0.17030204832553864,0.02343750186264515,90.403682263,150528,0.0,0.5047701597213745,1.0,1747595214.391488
25.527345657348633,18.40782356262207,0.0,0.26705116033554077,122,728,121,0.10982581228017807,0.3962252140045166,0.02343750186264515,101.453925091,187392,0.0,0.49754422903060913,1.0,1747595225.4418418
25.29036521911621,18.40782356262207,0.0,0.2691187560558319,134,824,133,0.10982581228017807,0.4019997715950012,0.0240885429084301,106.978665861,205824,0.0,0.5337337255477905,1.0,1747595230.9663951
25.756511688232422,18.40782356262207,0.0,0.29121506214141846,149,944,148,0.10982581228017807,0.41549235582351685,0.0240885429084301,113.878504784,228864,0.0,0.5746858716011047,1.0,1747595237.866383
26.343751907348633,18.40782356262207,0.0,0.27250951528549194,157,1008,156,0.10982581228017807,0.41025930643081665,0.02343750186264515,117.562311444,241152,0.0,0.5908666253089905,1.0,1747595241.5500247
26.00716209411621,18.40782356262207,0.0,0.28628867864608765,180,1192,179,0.10982581228017807,0.3842833638191223,0.0240885429084301,128.152265994,276480,0.0,0.6193462610244751,1.0,1747595252.139984
25.535158157348633,18.40782356262207,0.0,0.277690589427948,190,1272,189,0.10982581228017807,0.3857228755950928,0.02278645895421505,132.761769919,291840,0.0,0.6273584365844727,1.0,1747595256.7494957
26.242189407348633,18.40782356262207,0.0,0.25455865263938904,200,1352,199,0.10982581228017807,0.38407033681869507,0.0201822929084301,137.358811856,307200,0.0,0.6415916681289673,1.0,1747595261.3466773
25.808595657348633,18.40782356262207,0.0,0.28726378083229065,217,1488,216,0.10982581228017807,0.3785531222820282,0.02278645895421505,145.198658759,333312,0.0,0.6442925333976746,1.0,1747595269.186544
25.32161521911621,18.40782356262207,0.0,0.2985507547855377,223,1536,222,0.10982581228017807,0.3633432984352112,0.02278645895421505,147.962375772,342528,0.0,0.6421498656272888,1.0,1747595271.9501646
25.978517532348633,18.40782356262207,0.0,0.3049910366535187,237,1648,236,0.10982581228017807,0.33266451954841614,0.0221354179084301,154.414870708,364032,0.0,0.635453462600708,1.0,1747595278.4027302
26.917970657348633,18.40782356262207,0.0,0.30657121539115906,262,1848,261,0.10982581228017807,0.30850106477737427,0.02148437686264515,165.927088825,402432,0.0,0.6393452882766724,1.0,1747595289.9149373
26.807292938232422,18.40782356262207,0.0,0.30065181851387024,264,1864,263,0.10982581228017807,0.26855945587158203,0.02278645895421505,166.856317187,405504,0.0,0.6225845813751221,1.0,1747595290.84418
25.990236282348633,18.40782356262207,0.0,0.31267401576042175,267,1888,266,0.10982581228017807,0.28345298767089844,0.0221354179084301,168.237877615,410112,0.0,0.6304186582565308,1.0,1747595292.22578
26.32552146911621,18.40782356262207,0.0,0.3018466532230377,290,2072,289,0.10982581228017807,0.24443498253822327,0.02148437686264515,178.829964444,445440,0.0,0.5766189694404602,1.0,1747595302.817881
27.810548782348633,18.40782356262207,0.0,0.3311735987663269,295,2112,294,0.10982581228017807,0.22960254549980164,0.02278645895421505,181.129837666,453120,0.0,0.5551342368125916,1.0,1747595305.1176713
27.373699188232422,18.40782356262207,0.0,0.3019486367702484,303,2176,302,0.10982581228017807,0.22484906017780304,0.02148437686264515,184.820333765,465408,0.0,0.5315479040145874,1.0,1747595308.808264
26.961589813232422,18.40782356262207,0.0,0.3279082179069519,317,2288,316,0.10982581228017807,0.10902547836303711,0.0201822929084301,191.290582024,486912,0.0,0.441278874874115,1.0,1747595315.2784119
27.464845657348633,43.92611312866211,0.0,0.33369192481040955,334,2424,333,0.4631112813949585,0.09747622907161713,0.02148437686264515,199.240570606,513024,0.0,0.4350875914096832,1.0,1747595323.2283835
26.931642532348633,43.92611312866211,0.0,0.3579515516757965,372,2728,371,0.4631112813949585,0.0794513151049614,0.02148437686264515,216.747964532,571392,0.0,0.4163287281990051,1.0,1747595340.7359014
26.936199188232422,43.92611312866211,0.0,0.3360641896724701,373,2736,372,0.4631112813949585,0.08232538402080536,0.02278645895421505,217.207737143,572928,0.0,0.4021914601325989,1.0,1747595341.1954732
26.37239646911621,43.92611312866211,0.0,0.3203831911087036,406,3000,405,0.4631112813949585,0.07073143124580383,0.02083333395421505,232.394632299,623616,0.0,0.3878081440925598,1.0,1747595356.38246
27.04036521911621,43.92611312866211,0.0,0.34304943680763245,408,3016,407,0.4631112813949585,0.0674130916595459,0.02148437686264515,233.45696937,626688,0.0,0.3930641710758209,1.0,1747595357.3060107
27.125001907348633,43.92611312866211,0.0,0.33091023564338684,412,3048,411,0.4631112813949585,0.07033486664295197,0.0201822929084301,235.296088137,632832,0.0,0.384253591299057,1.0,1747595359.283882
