returned_won_episode,test_returned_episode,loss,_runtime,returned_episode,qvals,test_returned_won_episode,returned_episode_returns,update_steps,env_step,test_returned_episode_returns,_timestamp,grad_steps,returned_episode_lengths,test_returned_episode_lengths,_step
0.0,1.0,0.01090274192392826,96.929900116,0.014322916977107525,0.7608766555786133,0.0,0.17301025986671448,79,121344.0,0.0021785947028547525,1746162026.5011885,384,31.515626907348633,22.5455265045166,78
0.0,1.0,0.01267612911760807,99.560616481,0.01497395895421505,0.7709558010101318,0.0,0.17267829179763794,87,133632.0,0.0021785947028547525,1746162029.1318915,448,31.138023376464844,22.5455265045166,86
0.0,1.0,0.01858363300561905,107.117916832,0.01497395895421505,0.7922088503837585,0.0,0.1782602071762085,110,168960.0,0.0021785947028547525,1746162036.6891763,632,31.462242126464844,22.5455265045166,109
0.0,1.0,0.04318296164274216,114.65452546,0.01497395895421505,0.8766825199127197,0.0,0.19496585428714752,133,204288.0,0.0021785947028547525,1746162044.225926,816,31.373699188232422,22.5455265045166,132
0.0,1.0,0.037029363214969635,123.139910913,0.012369791977107525,0.8711602687835693,0.0,0.21934141218662262,159,244224.0,0.0021785947028547525,1746162052.7115061,1024,31.252605438232422,22.5455265045166,158
0.0,1.0,0.06438226997852325,124.132992653,0.014322916977107525,0.8992310762405396,0.0,0.189157173037529,162,248832.0,0.0021785947028547525,1746162053.704517,1048,30.861980438232422,22.5455265045166,161
0.0,1.0,0.0480898842215538,125.793182683,0.01497395895421505,0.8425083160400391,0.0,0.22637897729873657,167,256512.0,0.0021785947028547525,1746162055.3647377,1088,31.613283157348633,22.5455265045166,166
0.0,1.0,0.07299377769231796,129.729074552,0.01497395895421505,0.8768943548202515,0.0,0.21117955446243286,179,274944.0,0.0021785947028547525,1746162059.3006446,1184,31.171876907348633,22.5455265045166,178
0.0,1.0,0.09171240776777267,133.331046554,0.01497395895421505,0.6352035999298096,0.0,0.21828827261924744,190,291840.0,0.0021785947028547525,1746162062.9026327,1272,31.976564407348633,22.5455265045166,189
0.0,1.0,0.21723443269729614,139.522801026,0.011718750931322575,0.5030982494354248,0.0,0.20392633974552155,209,321024.0,0.0021785947028547525,1746162069.0943515,1424,32.059898376464844,22.5455265045166,208
0.0,1.0,0.1981256902217865,140.174416712,0.01497395895421505,0.534989058971405,0.0,0.16922082006931305,211,324096.0,0.0021785947028547525,1746162069.7460046,1440,30.464845657348633,22.5455265045166,210
0.0,1.0,0.36715465784072876,150.041467916,0.01302083395421505,0.5586186647415161,0.0,0.2310882806777954,241,370176.0,0.0021785947028547525,1746162079.6128922,1680,31.950523376464844,22.5455265045166,240
0.0,1.0,0.35495996475219727,152.975360166,0.015625,0.5736152529716492,0.0,0.2517493665218353,250,384000.0,0.0021785947028547525,1746162082.5468843,1752,31.600261688232422,22.5455265045166,249
0.0,1.0,0.31632810831069946,162.778555602,0.013671875931322575,0.5910744667053223,0.0,0.21875430643558502,280,430080.0,0.0021785947028547525,1746162092.3501353,1992,32.1328125,22.5455265045166,279
0.0,1.0,0.3240516781806946,165.062338351,0.014322916977107525,0.5733029842376709,0.0,0.22127817571163177,287,440832.0,0.0021785947028547525,1746162094.633902,2048,31.466148376464844,22.5455265045166,286
0.0,1.0,0.15993058681488037,181.843175067,0.015625,0.5432119369506836,0.002979146083816886,0.1089964285492897,338,519168.0,0.4223310947418213,1746162111.4147716,2456,30.191408157348633,51.014896392822266,337
0.0,1.0,0.2198173552751541,183.468294347,0.01497395895421505,0.5247789621353149,0.002979146083816886,0.10952012985944748,343,526848.0,0.4223310947418213,1746162113.039888,2496,29.959636688232422,51.014896392822266,342
0.0,1.0,0.25653713941574097,184.124448752,0.015625,0.5234260559082031,0.002979146083816886,0.1174609512090683,345,529920.0,0.4223310947418213,1746162113.6959953,2512,31.132814407348633,51.014896392822266,344
0.0,1.0,0.16054123640060425,200.874357825,0.015625,0.43647822737693787,0.002979146083816886,0.09987104684114456,396,608256.0,0.4223310947418213,1746162130.4459267,2920,31.571617126464844,51.014896392822266,395
0.0,1.0,0.14777344465255737,201.863070664,0.01497395895421505,0.4459918737411499,0.002979146083816886,0.09907292574644089,399,612864.0,0.4223310947418213,1746162131.4346344,2944,31.108074188232422,51.014896392822266,398
0.0,1.0,0.15031102299690247,202.520509256,0.01497395895421505,0.4462989866733551,0.002979146083816886,0.09641531854867935,401,615936.0,0.4223310947418213,1746162132.0920749,2960,31.781251907348633,51.014896392822266,400
0.0,1.0,0.21776507794857025,208.578708006,0.014322916977107525,0.3387823700904846,0.002979146083816886,0.14332997798919678,419,643584.0,0.4223310947418213,1746162138.1501617,3104,31.915367126464844,51.014896392822266,418
0.0,1.0,0.34310653805732727,212.513249193,0.01497395895421505,0.37726905941963196,0.002979146083816886,0.0962941125035286,431,662016.0,0.4223310947418213,1746162142.0848305,3200,31.497398376464844,51.014896392822266,430
0.0,1.0,0.22551807761192322,213.816436902,0.015625,0.3818119466304779,0.002979146083816886,0.08207108825445175,435,668160.0,0.4223310947418213,1746162143.3880541,3232,29.64583396911621,51.014896392822266,434
0.0,1.0,0.49949315190315247,214.469701288,0.015625,0.4360104501247406,0.002979146083816886,0.11089324206113815,437,671232.0,0.4223310947418213,1746162144.0412657,3248,32.1796875,51.014896392822266,436
0.0,1.0,0.2545570731163025,217.086849794,0.0182291679084301,0.4227748215198517,0.002979146083816886,0.07626564055681229,445,683520.0,0.4223310947418213,1746162146.6584365,3312,29.75520896911621,51.014896392822266,444
0.0,1.0,0.2516041100025177,226.582393282,0.015625,0.48635414242744446,0.002979146083816886,0.1141781210899353,474,728064.0,0.4223310947418213,1746162156.1539953,3544,30.746095657348633,51.014896392822266,473
0.0,1.0,0.2735114097595215,232.791237684,0.01302083395421505,0.4452826678752899,0.002979146083816886,0.09180095046758652,493,757248.0,0.4223310947418213,1746162162.362836,3696,31.480470657348633,51.014896392822266,492
0.0,1.0,0.6795802116394043,233.760940794,0.014322916977107525,0.4451714754104614,0.002979146083816886,0.07603706419467926,496,761856.0,0.4223310947418213,1746162163.3324153,3720,32.08854293823242,51.014896392822266,495
0.0,1.0,0.34742844104766846,234.086992713,0.0162760429084301,0.4664888381958008,0.002979146083816886,0.05676492303609848,497,763392.0,0.4223310947418213,1746162163.6585336,3728,30.426433563232422,51.014896392822266,496
0.0,1.0,0.31787335872650146,235.089267138,0.014322916977107525,0.4530322849750519,0.002979146083816886,0.10220992565155029,500,768000.0,0.4223310947418213,1746162164.6607842,3752,31.872398376464844,51.014896392822266,499
0.0,1.0,0.5326676368713379,239.310717171,0.01497395895421505,0.46625277400016785,0.002979146083816886,0.08641364425420761,513,787968.0,0.4223310947418213,1746162168.882285,3856,31.968751907348633,51.014896392822266,512
0.0,1.0,0.44434887170791626,240.957670112,0.01302083395421505,0.5511122941970825,0.002979146083816886,0.06897559762001038,518,795648.0,0.4223310947418213,1746162170.52917,3896,31.898439407348633,51.014896392822266,517
0.0,1.0,0.5298150181770325,244.532517672,0.01497395895421505,0.43920212984085083,0.002979146083816886,0.1367344856262207,529,812544.0,0.4223310947418213,1746162174.1041043,3984,31.688804626464844,51.014896392822266,528
0.0,1.0,0.3230935335159302,248.130579222,0.014322916977107525,0.4055291712284088,0.002979146083816886,0.1185159683227539,540,829440.0,0.4223310947418213,1746162177.7021449,4072,31.583335876464844,51.014896392822266,539
0.0,1.0,0.2538888454437256,256.599023809,0.0221354179084301,0.358227014541626,0.002979146083816886,0.05314350500702858,566,869376.0,0.4223310947418213,1746162186.1706517,4280,26.615886688232422,51.014896392822266,565
0.0,1.0,0.30353885889053345,258.249521106,0.015625,0.369977205991745,0.002979146083816886,0.07761698216199875,571,877056.0,0.4223310947418213,1746162187.8210678,4320,31.234376907348633,51.014896392822266,570
0.0,1.0,0.1785494089126587,265.76797495,0.015625,0.30619126558303833,0.002979146083816886,0.1046106219291687,594,912384.0,0.4223310947418213,1746162195.339457,4504,31.118492126464844,51.014896392822266,593
0.0,1.0,0.30508503317832947,268.687974727,0.012369791977107525,0.27728569507598877,0.002979146083816886,0.10803452134132385,603,926208.0,0.4223310947418213,1746162198.2595875,4576,32.00651168823242,51.014896392822266,602
0.0,1.0,0.31529244780540466,269.665589099,0.01497395895421505,0.23856934905052185,0.002979146083816886,0.07399924844503403,606,930816.0,0.4223310947418213,1746162199.2372077,4600,32.216148376464844,51.014896392822266,605
0.0,1.0,0.16774076223373413,277.181532636,0.01106770895421505,0.1935865581035614,0.002979146083816886,0.08788628876209259,629,966144.0,0.4223310947418213,1746162206.7531211,4784,32.24088668823242,51.014896392822266,628
0.0,1.0,0.16868053376674652,281.756858462,0.01302083395421505,0.2500033974647522,0.002979146083816886,0.13601341843605042,643,987648.0,0.4223310947418213,1746162211.3284528,4896,32.013023376464844,51.014896392822266,642
0.0,1.0,0.19659608602523804,282.405455967,0.010416666977107525,0.23437784612178802,0.002979146083816886,0.07790685445070267,645,990720.0,0.4223310947418213,1746162211.977017,4912,31.174480438232422,51.014896392822266,644
0.0,1.0,0.24933448433876038,284.110535022,0.010416666977107525,0.24295072257518768,0.0,0.0892610102891922,650,998400.0,0.15767766535282135,1746162213.6819987,4952,30.510417938232422,69.4364242553711,649
0.0,1.0,0.24192404747009277,284.436504897,0.009765625931322575,0.2545686364173889,0.0,0.08277849107980728,651,999936.0,0.15767766535282135,1746162214.008072,4960,31.134117126464844,69.4364242553711,650
0.0,1.0,0.21497493982315063,286.082129859,0.012369791977107525,0.23887372016906738,0.0,0.14200294017791748,656,1007616.0,0.15767766535282135,1746162215.6537278,5000,31.330730438232422,69.4364242553711,655
0.0,1.0,0.16564342379570007,292.924711504,0.00911458395421505,0.27037543058395386,0.0,0.12029492855072021,677,1039872.0,0.15767766535282135,1746162222.4963176,5168,29.13411521911621,69.4364242553711,676
0.0,1.0,0.1623043417930603,293.571456255,0.012369791977107525,0.24691492319107056,0.0,0.12407498061656952,679,1042944.0,0.15767766535282135,1746162223.143056,5184,31.531251907348633,69.4364242553711,678
0.0,1.0,0.14653633534908295,294.873890346,0.01106770895421505,0.24187973141670227,0.0,0.1541866958141327,683,1049088.0,0.15767766535282135,1746162224.4455287,5216,32.079429626464844,69.4364242553711,682
0.0,1.0,0.17179521918296814,299.449587458,0.015625,0.19637277722358704,0.0,0.25038668513298035,697,1070592.0,0.15767766535282135,1746162229.0211804,5328,32.125,69.4364242553711,696
0.0,1.0,0.1536882221698761,303.059817863,0.010416666977107525,0.2461729645729065,0.0,0.10926350206136703,708,1087488.0,0.15767766535282135,1746162232.6313794,5416,29.54817771911621,69.4364242553711,707
0.0,1.0,0.21674948930740356,313.546346755,0.01302083395421505,0.3606496751308441,0.0,0.18653374910354614,740,1136640.0,0.15767766535282135,1746162243.1179643,5672,31.475261688232422,69.4364242553711,739
0.0,1.0,0.33843329548835754,317.771550506,0.011718750931322575,0.4348868131637573,0.0,0.14103905856609344,753,1156608.0,0.15767766535282135,1746162247.343099,5776,32.18359375,69.4364242553711,752
0.0,1.0,0.3176778554916382,318.122859356,0.008463541977107525,0.4170299172401428,0.0,0.13842616975307465,754,1158144.0,0.15767766535282135,1746162247.694224,5784,31.536460876464844,69.4364242553711,753
0.0,1.0,0.331589937210083,318.774562433,0.014322916977107525,0.41208797693252563,0.0,0.20949867367744446,756,1161216.0,0.15767766535282135,1746162248.3461084,5800,31.092449188232422,69.4364242553711,755
0.0,1.0,0.3110697865486145,321.706822435,0.01302083395421505,0.41524165868759155,0.0,0.2162504941225052,765,1175040.0,0.15767766535282135,1746162251.278399,5872,31.764324188232422,69.4364242553711,764
0.0,1.0,0.3194780945777893,323.656513627,0.011718750931322575,0.411124587059021,0.0,0.16318191587924957,771,1184256.0,0.15767766535282135,1746162253.2281106,5920,30.716148376464844,69.4364242553711,770
0.0,1.0,0.29295217990875244,332.477957414,0.008463541977107525,0.37361133098602295,0.0,0.12349838018417358,798,1225728.0,0.15767766535282135,1746162262.049573,6136,30.428386688232422,69.4364242553711,797
0.0,1.0,0.30134087800979614,333.781339853,0.010416666977107525,0.3691466748714447,0.0,0.2119106650352478,802,1231872.0,0.15767766535282135,1746162263.352904,6168,32.32421875,69.4364242553711,801
0.0,1.0,0.2821577191352844,334.763692798,0.008463541977107525,0.3732419013977051,0.0,0.1680159717798233,805,1236480.0,0.15767766535282135,1746162264.335162,6192,32.171875,69.4364242553711,804
0.0,1.0,0.3011651635169983,335.417067279,0.012369791977107525,0.3855719268321991,0.0,0.21433083713054657,807,1239552.0,0.15767766535282135,1746162264.9886327,6208,32.19140625,69.4364242553711,806
0.0,1.0,0.27893829345703125,335.763027311,0.008463541977107525,0.3723577857017517,0.0,0.1458422988653183,808,1241088.0,0.15767766535282135,1746162265.3345313,6216,30.574220657348633,69.4364242553711,807
0.0,1.0,0.26027458906173706,338.059000619,0.009765625931322575,0.3540700078010559,0.0,0.23428285121917725,815,1251840.0,0.15767766535282135,1746162267.6305547,6272,32.15885543823242,69.4364242553711,814
0.0,1.0,0.23451335728168488,344.90929238,0.01497395895421505,0.3397831320762634,0.0,0.19715605676174164,836,1284096.0,0.15767766535282135,1746162274.48084,6440,31.723960876464844,69.4364242553711,835
0.0,1.0,0.06104803830385208,360.330011543,0.013671875931322575,0.262046217918396,0.0,0.3063289225101471,883,1356288.0,0.15767766535282135,1746162289.901604,6816,32.0078125,69.4364242553711,882
0.0,1.0,0.07075861096382141,362.952353111,0.01497395895421505,0.22827190160751343,0.0,0.3049415647983551,891,1368576.0,0.15767766535282135,1746162292.523743,6880,31.210939407348633,69.4364242553711,890
0.0,1.0,0.0691075250506401,363.27701856,0.014322916977107525,0.2344433218240738,0.0,0.3048536479473114,892,1370112.0,0.15767766535282135,1746162292.8486068,6888,31.838542938232422,69.4364242553711,891
0.0,1.0,0.06762227416038513,367.493810947,0.01497395895421505,0.22534269094467163,0.0,0.2949918806552887,905,1390080.0,0.15767766535282135,1746162297.0654125,6992,31.986980438232422,69.4364242553711,904
0.0,1.0,0.0698608011007309,367.820787608,0.01106770895421505,0.21661348640918732,0.0,0.3338891267776489,906,1391616.0,0.15767766535282135,1746162297.3922465,7000,31.951824188232422,69.4364242553711,905
0.0,1.0,0.06961304694414139,368.1473005,0.010416666977107525,0.22554707527160645,0.0,0.30746105313301086,907,1393152.0,0.15767766535282135,1746162297.718859,7008,32.188804626464844,69.4364242553711,906
0.0,1.0,0.06812606006860733,372.064954123,0.014322916977107525,0.21083031594753265,0.0,0.27357184886932373,919,1411584.0,0.15767766535282135,1746162301.6365569,7104,31.201824188232422,69.4364242553711,918
0.0,1.0,0.06303218752145767,376.667850124,0.01497395895421505,0.21921291947364807,0.0,0.31556183099746704,933,1433088.0,0.15767766535282135,1746162306.2392557,7216,31.101564407348633,69.4364242553711,932
0.0,1.0,0.06227143853902817,377.313978529,0.01302083395421505,0.2287573665380478,0.0,0.3518723249435425,935,1436160.0,0.15767766535282135,1746162306.885573,7232,32.27734375,69.4364242553711,934
0.0,1.0,0.06646522879600525,377.639940869,0.013671875931322575,0.209332674741745,0.0,0.33248865604400635,936,1437696.0,0.15767766535282135,1746162307.2115254,7240,32.20963668823242,69.4364242553711,935
0.0,1.0,0.0667026937007904,378.29200466,0.011718750931322575,0.23116753995418549,0.0,0.32839882373809814,938,1440768.0,0.15767766535282135,1746162307.8635595,7256,31.389324188232422,69.4364242553711,937
0.0,1.0,0.06027587503194809,381.224310289,0.015625,0.2168852537870407,0.0,0.326761931180954,947,1454592.0,0.15767766535282135,1746162310.7958884,7328,31.578126907348633,69.4364242553711,946
0.0,1.0,0.06021639332175255,384.814923942,0.01302083395421505,0.22836822271347046,0.0,0.3121207058429718,958,1471488.0,0.15767766535282135,1746162314.3864684,7416,32.046875,69.4364242553711,957
0.0,1.0,0.05993397906422615,385.467407188,0.01302083395421505,0.22527214884757996,0.0,0.3026562035083771,960,1474560.0,0.15767766535282135,1746162315.0389886,7432,30.45833396911621,69.4364242553711,959
0.0,1.0,0.062111787497997284,388.093938636,0.010416666977107525,0.2209496796131134,0.0,0.2615428864955902,968,1486848.0,0.15767766535282135,1746162317.665341,7496,29.830730438232422,69.4364242553711,967
0.0,1.0,0.04645739495754242,395.33946691,0.013671875931322575,0.23056715726852417,0.021953897550702095,0.30895474553108215,990,1520640.0,0.6829252243041992,1746162324.9110408,7672,32.0078125,59.89023208618164,989
0.0,1.0,0.04726346582174301,412.33084979,0.01106770895421505,0.2592328190803528,0.021953897550702095,0.3390447199344635,1042,1600512.0,0.6829252243041992,1746162341.9023418,8088,31.744792938232422,59.89023208618164,1041
0.0,1.0,0.04688945412635803,415.904597785,0.008463541977107525,0.26680681109428406,0.021953897550702095,0.3141072690486908,1053,1617408.0,0.6829252243041992,1746162345.4761753,8176,30.649742126464844,59.89023208618164,1052
0.0,1.0,0.03809155523777008,422.106578638,0.012369791977107525,0.23786069452762604,0.021953897550702095,0.3751225173473358,1072,1646592.0,0.6829252243041992,1746162351.678205,8328,32.19010543823242,59.89023208618164,1071
0.0,1.0,0.033937953412532806,422.432041224,0.010416666977107525,0.2568780481815338,0.021953897550702095,0.33730560541152954,1073,1648128.0,0.6829252243041992,1746162352.0036335,8336,30.751304626464844,59.89023208618164,1072
0.0442708358168602,1.0,0.042401187121868134,423.08656925,0.011718750931322575,0.24250653386116028,0.021953897550702095,0.4640975892543793,1075,1651200.0,0.6829252243041992,1746162352.658064,8352,32.09635543823242,59.89023208618164,1074
0.0,1.0,0.03307454660534859,424.751520943,0.01106770895421505,0.2501327097415924,0.021953897550702095,0.38737547397613525,1080,1658880.0,0.6829252243041992,1746162354.3230717,8392,31.886720657348633,59.89023208618164,1079
0.0579427108168602,1.0,0.03273763135075569,428.678940549,0.01106770895421505,0.2364838421344757,0.021953897550702095,0.4188901484012604,1092,1677312.0,0.6829252243041992,1746162358.2505512,8488,30.303386688232422,59.89023208618164,1091
0.0,1.0,0.06505514681339264,431.607220604,0.013671875931322575,0.27400505542755127,0.021953897550702095,0.3571116328239441,1101,1691136.0,0.6829252243041992,1746162361.178831,8560,31.194011688232422,59.89023208618164,1100
0.0,1.0,0.05671921744942665,431.93319015,0.01302083395421505,0.2656071186065674,0.021953897550702095,0.40499040484428406,1102,1692672.0,0.6829252243041992,1746162361.5048208,8568,32.06119918823242,59.89023208618164,1101
0.0423177108168602,1.0,0.05818574130535126,432.91219816,0.01106770895421505,0.17832010984420776,0.021953897550702095,0.3985971212387085,1105,1697280.0,0.6829252243041992,1746162362.483783,8592,31.182292938232422,59.89023208618164,1104
0.0279947929084301,1.0,0.0437438078224659,437.854000997,0.013671875931322575,0.23276448249816895,0.021953897550702095,0.42487648129463196,1120,1720320.0,0.6829252243041992,1746162367.4255571,8712,31.105470657348633,59.89023208618164,1119
0.0742187574505806,1.0,0.05833089351654053,441.110917247,0.01302083395421505,0.23057332634925842,0.021953897550702095,0.47923707962036133,1130,1735680.0,0.6829252243041992,1746162370.682424,8792,30.744792938232422,59.89023208618164,1129
0.0800781324505806,1.0,0.045118726789951324,441.762522454,0.01302083395421505,0.22785893082618713,0.021953897550702095,0.4857501983642578,1132,1738752.0,0.6829252243041992,1746162371.3340943,8808,31.270835876464844,59.89023208618164,1131
0.1907552182674408,1.0,0.05632114037871361,443.095405316,0.011718750931322575,0.23068034648895264,0.021953897550702095,0.6203383803367615,1136,1744896.0,0.6829252243041992,1746162372.666846,8840,31.264324188232422,59.89023208618164,1135
0.0,1.0,0.04062366858124733,443.742827329,0.010416666977107525,0.2223542034626007,0.021953897550702095,0.3884091377258301,1138,1747968.0,0.6829252243041992,1746162373.3143978,8856,31.535158157348633,59.89023208618164,1137
0.0748697966337204,1.0,0.057259127497673035,450.28990051,0.012369791977107525,0.21591292321681976,0.021953897550702095,0.48567289113998413,1158,1778688.0,0.6829252243041992,1746162379.8593733,9016,31.434898376464844,59.89023208618164,1157
0.1028645858168602,1.0,0.0686679482460022,451.944088794,0.012369791977107525,0.2270520031452179,0.021953897550702095,0.5221948623657227,1163,1786368.0,0.6829252243041992,1746162381.5156713,9056,31.669273376464844,59.89023208618164,1162
0.0455729179084301,1.0,0.061805520206689835,458.783872586,0.01106770895421505,0.21485257148742676,0.021953897550702095,0.44030922651290894,1184,1818624.0,0.6829252243041992,1746162388.3554695,9224,31.750001907348633,59.89023208618164,1183
0.1061197966337204,1.0,0.07592348754405975,460.411838519,0.01497395895421505,0.17712336778640747,0.021953897550702095,0.5460156798362732,1189,1826304.0,0.6829252243041992,1746162389.983442,9264,31.822917938232422,59.89023208618164,1188
0.0611979216337204,1.0,0.05978535860776901,463.688636664,0.012369791977107525,0.15587420761585236,0.021953897550702095,0.4646594524383545,1199,1841664.0,0.6829252243041992,1746162393.2602375,9344,31.449220657348633,59.89023208618164,1198
0.1087239608168602,1.0,0.05751023814082146,466.608017685,0.01302083395421505,0.15434664487838745,0.021953897550702095,0.5521466135978699,1208,1855488.0,0.6829252243041992,1746162396.1796205,9416,31.977867126464844,59.89023208618164,1207
0.0520833358168602,1.0,0.060038454830646515,466.931017222,0.010416666977107525,0.14797382056713104,0.021953897550702095,0.4305635392665863,1209,1857024.0,0.6829252243041992,1746162396.502619,9424,30.921876907348633,59.89023208618164,1208
0.1640625149011612,1.0,0.07798390090465546,467.583946171,0.00911458395421505,0.1442144364118576,0.021953897550702095,0.5487959384918213,1211,1860096.0,0.6829252243041992,1746162397.1555068,9440,30.764324188232422,59.89023208618164,1210
0.1276041716337204,1.0,0.0538402795791626,468.258733438,0.011718750931322575,0.14321500062942505,0.021953897550702095,0.520504891872406,1213,1863168.0,0.6829252243041992,1746162397.830203,9456,29.64192771911621,59.89023208618164,1212
0.0071614584885537624,1.0,0.06637737900018692,473.460037497,0.010416666977107525,0.16608743369579315,0.021953897550702095,0.4061647057533264,1229,1887744.0,0.6829252243041992,1746162403.0316095,9584,30.686199188232422,59.89023208618164,1228
0.0716145858168602,1.0,0.06380712985992432,487.497707802,0.01106770895421505,0.06725575029850006,0.021953897550702095,0.4913792014122009,1272,1953792.0,0.6829252243041992,1746162417.0692954,9928,31.727867126464844,59.89023208618164,1271
0.1080729216337204,1.0,0.05599901080131531,496.069704717,0.01106770895421505,0.03098403476178646,0.021953897550702095,0.5193160176277161,1298,1993728.0,0.6829252243041992,1746162425.6413014,10136,30.222658157348633,59.89023208618164,1297
0.0358072929084301,1.0,0.09467430412769318,499.721423879,0.01106770895421505,0.02723284251987934,0.23426061868667603,0.42708268761634827,1309,2010624.0,1.0874955654144287,1746162429.2929986,10224,31.746095657348633,65.82723236083984,1308
0.126953125,1.0,0.06264601647853851,502.023186074,0.010416666977107525,0.010408430360257626,0.23426061868667603,0.5508418083190918,1316,2021376.0,1.0874955654144287,1746162431.594583,10280,31.838542938232422,65.82723236083984,1315
0.2102864682674408,1.0,0.07416003197431564,503.651846113,0.00911458395421505,0.026836838573217392,0.23426061868667603,0.5958192348480225,1321,2029056.0,1.0874955654144287,1746162433.2234368,10320,30.08724021911621,65.82723236083984,1320
0.0839843824505806,1.0,0.07065511494874954,503.998171386,0.01302083395421505,0.03069157525897026,0.23426061868667603,0.5232013463973999,1322,2030592.0,1.0874955654144287,1746162433.5695727,10328,31.746095657348633,65.82723236083984,1321
0.2369791716337204,1.0,0.07923193275928497,504.320914376,0.012369791977107525,0.03954283893108368,0.23426061868667603,0.6892054677009583,1323,2032128.0,1.0874955654144287,1746162433.8925066,10336,31.519533157348633,65.82723236083984,1322
0.1276041716337204,1.0,0.10648664832115173,508.88765411,0.009765625931322575,-0.01600516214966774,0.23426061868667603,0.5159052610397339,1337,2053632.0,1.0874955654144287,1746162438.45926,10448,31.324220657348633,65.82723236083984,1336
0.1822916716337204,1.0,0.10589288175106049,517.378908714,0.011718750931322575,-0.0024803176056593657,0.23426061868667603,0.5809167623519897,1363,2093568.0,1.0874955654144287,1746162446.9504437,10656,30.703126907348633,65.82723236083984,1362
0.2115885466337204,1.0,0.10656353831291199,520.957336045,0.01106770895421505,-0.02198445238173008,0.23426061868667603,0.6597583889961243,1374,2110464.0,1.0874955654144287,1746162450.5289335,10744,32.067710876464844,65.82723236083984,1373
0.1816406399011612,1.0,0.14523309469223022,536.330787735,0.0078125,-0.12886860966682434,0.23426061868667603,0.6063934564590454,1421,2182656.0,1.0874955654144287,1746162465.9023952,11120,31.544273376464844,65.82723236083984,1420
0.1979166716337204,1.0,0.15093371272087097,552.12258339,0.00911458395421505,-0.21439653635025024,0.23426061868667603,0.5855720639228821,1469,2256384.0,1.0874955654144287,1746162481.6940026,11504,30.30599021911621,65.82723236083984,1468
0.2200520932674408,1.0,0.19225943088531494,554.718691805,0.011718750931322575,-0.2188941091299057,0.23426061868667603,0.6696373820304871,1477,2268672.0,1.0874955654144287,1746162484.2902825,11568,32.063804626464844,65.82723236083984,1476
0.3639323115348816,1.0,0.1807572841644287,557.642874706,0.012369791977107525,-0.19814883172512054,0.23426061868667603,0.8312866687774658,1486,2282496.0,1.0874955654144287,1746162487.2144067,11640,31.524742126464844,65.82723236083984,1485
0.2109375149011612,1.0,0.185599222779274,566.140665114,0.00911458395421505,-0.2508242726325989,0.23426061868667603,0.6022871732711792,1512,2322432.0,1.0874955654144287,1746162495.7121031,11848,31.085939407348633,65.82723236083984,1511
0.2949219048023224,1.0,0.2882848381996155,574.325490443,0.008463541977107525,-0.14609983563423157,0.23426061868667603,0.7187792658805847,1537,2360832.0,1.0874955654144287,1746162503.8970625,12048,31.442710876464844,65.82723236083984,1536
0.2552083432674408,1.0,0.24184805154800415,577.893341616,0.00911458395421505,-0.08039279282093048,0.23426061868667603,0.6796196103096008,1548,2377728.0,1.0874955654144287,1746162507.4649405,12136,30.574220657348633,65.82723236083984,1547
