test_returned_won_episode,qvals,test_returned_episode_lengths,loss,env_step,returned_episode,grad_steps,returned_won_episode,_timestamp,returned_episode_lengths,test_returned_episode_returns,test_returned_episode,update_steps,returned_episode_returns,_step,_runtime
0.004514672793447971,0.2859818935394287,40.35590744018555,1.4008965492248535,663552.0,0.02083333395421505,3208,0.0,1746456183.4020107,26.50130271911621,0.4481186866760254,1.0,432,0.2521345913410187,431,260.572465236
0.004514672793447971,0.274650514125824,40.35590744018555,1.2522358894348145,672768.0,0.01953125186264515,3256,0.0,1746456186.1997678,27.135417938232422,0.4481186866760254,1.0,438,0.25181683897972107,437,263.370277486
0.004514672793447971,0.2684098184108734,40.35590744018555,1.061166763305664,701952.0,0.0182291679084301,3408,0.0,1746456195.0352335,28.049480438232422,0.4481186866760254,1.0,457,0.26061758399009705,456,272.205665457
0.004514672793447971,0.2463834583759308,40.35590744018555,0.9021713733673096,752640.0,0.02083333395421505,3672,0.0,1746456210.3955152,26.729167938232422,0.4481186866760254,1.0,490,0.3094867765903473,489,287.566005854
0.004514672793447971,0.2964371144771576,40.35590744018555,0.9051705598831177,777216.0,0.02083333395421505,3800,0.0,1746456217.8505673,28.186199188232422,0.4481186866760254,1.0,506,0.29779762029647827,505,295.021019414
0.004514672793447971,0.3028162717819214,40.35590744018555,2.108954668045044,823296.0,0.01888020895421505,4040,0.0,1746456231.8292627,27.358074188232422,0.4481186866760254,1.0,536,0.2921060025691986,535,308.999755758
0.004514672793447971,0.2683948874473572,40.35590744018555,0.8544980883598328,832512.0,0.02148437686264515,4088,0.0,1746456234.6277754,26.703777313232422,0.4481186866760254,1.0,542,0.2333228886127472,541,311.7982736
0.004514672793447971,0.26692551374435425,40.35590744018555,0.4982861876487732,909312.0,0.0201822929084301,4488,0.0,1746456257.9259481,27.34309959411621,0.4481186866760254,1.0,592,0.2855548560619354,591,335.096423009
0.004514672793447971,0.27746596932411194,40.35590744018555,0.9358267188072205,936960.0,0.02083333395421505,4632,0.0,1746456266.3186264,28.273439407348633,0.4481186866760254,1.0,610,0.28650158643722534,609,343.489121343
0.004514672793447971,0.2705462574958801,40.35590744018555,0.8105676770210266,938496.0,0.0162760429084301,4640,0.0,1746456266.7811754,26.89974021911621,0.4481186866760254,1.0,611,0.31624191999435425,610,343.951614351
0.004514672793447971,0.2966328561306,40.35590744018555,1.17885160446167,963072.0,0.01692708395421505,4768,0.02669270895421505,1746456274.2321236,28.634767532348633,0.4481186866760254,1.0,627,0.3196656405925751,626,351.402573071
0.019264448434114456,0.2780153751373291,45.5560417175293,0.795112669467926,1009152.0,0.0221354179084301,5008,0.0,1746456288.3190129,27.023439407348633,0.5685286521911621,1.0,657,0.38261765241622925,656,365.489475073
0.019264448434114456,0.25127971172332764,45.5560417175293,0.4619888663291931,1016832.0,0.0201822929084301,5048,0.0,1746456290.6533802,27.980470657348633,0.5685286521911621,1.0,662,0.3094397783279419,661,367.82387065
0.019264448434114456,0.2740223705768585,45.5560417175293,0.701320230960846,1070592.0,0.01953125186264515,5328,0.0345052108168602,1746456306.9724643,29.296876907348633,0.5685286521911621,1.0,697,0.41094160079956055,696,384.142938055
0.019264448434114456,0.2607850432395935,45.5560417175293,1.0376472473144531,1099776.0,0.02083333395421505,5480,0.0,1746456315.8415613,27.38411521911621,0.5685286521911621,1.0,716,0.28392285108566284,715,393.012141646
0.019264448434114456,0.25910887122154236,45.5560417175293,0.7504096031188965,1107456.0,0.01888020895421505,5520,0.0,1746456318.165088,27.675783157348633,0.5685286521911621,1.0,721,0.29018434882164,720,395.335623133
0.019264448434114456,0.2797408699989319,45.5560417175293,0.7590385675430298,1118208.0,0.02083333395421505,5576,0.0,1746456321.4171174,27.90169334411621,0.5685286521911621,1.0,728,0.331496924161911,727,398.587527982
0.019264448434114456,0.2678302228450775,45.5560417175293,1.1122186183929443,1127424.0,0.0162760429084301,5624,0.03515625,1746456324.2124588,30.287111282348633,0.5685286521911621,1.0,734,0.39317965507507324,733,401.382908988
0.019264448434114456,0.2886398434638977,45.5560417175293,1.2454646825790405,1148928.0,0.01497395895421505,5736,0.0299479179084301,1746456330.7305093,26.764324188232422,0.5685286521911621,1.0,748,0.39235326647758484,747,407.901038026
0.019264448434114456,0.33428460359573364,45.5560417175293,1.001708984375,1171968.0,0.0182291679084301,5856,0.0,1746456337.7176611,27.216798782348633,0.5685286521911621,1.0,763,0.35050082206726074,762,414.888213143
0.019264448434114456,0.3352939188480377,45.5560417175293,1.0027260780334473,1190400.0,0.02083333395421505,5952,0.0,1746456343.2798898,27.04817771911621,0.5685286521911621,1.0,775,0.3687537610530853,774,420.450479824
0.019264448434114456,0.3348775804042816,45.5560417175293,0.7692298889160156,1213440.0,0.0279947929084301,6072,0.0,1746456350.2595806,23.373699188232422,0.5685286521911621,1.0,790,0.31517425179481506,789,427.430027001
0.019264448434114456,0.3344205617904663,45.5560417175293,0.8987812399864197,1228800.0,0.014322916977107525,6152,0.0,1746456354.916758,27.429689407348633,0.5685286521911621,1.0,800,0.28157299757003784,799,432.087307976
0.019264448434114456,0.3116288185119629,45.5560417175293,1.2885390520095825,1270272.0,0.01692708395421505,6368,0.0,1746456367.4848177,29.053386688232422,0.5685286521911621,1.0,827,0.3701702952384949,826,444.655275682
0.019264448434114456,0.2703666687011719,45.5560417175293,1.0109717845916748,1279488.0,0.01692708395421505,6416,0.0,1746456370.2825575,25.078126907348633,0.5685286521911621,1.0,833,0.2601383328437805,832,447.452999554
0.019264448434114456,0.35114672780036926,45.5560417175293,1.7004109621047974,1299456.0,0.01888020895421505,6520,0.0,1746456376.3864367,28.478517532348633,0.5685286521911621,1.0,846,0.28835758566856384,845,453.557001511
0.019264448434114456,0.3468570411205292,45.5560417175293,1.8612322807312012,1311744.0,0.01888020895421505,6584,0.01302083395421505,1746456380.1020212,26.08138084411621,0.5685286521911621,1.0,854,0.3161222040653229,853,457.272493336
0.019264448434114456,0.29980653524398804,45.5560417175293,1.6264787912368774,1316352.0,0.0201822929084301,6608,0.0,1746456381.4950488,27.562501907348633,0.5685286521911621,1.0,857,0.3600309491157532,856,458.665495116
0.019264448434114456,0.3374555706977844,45.5560417175293,1.6277920007705688,1350144.0,0.01497395895421505,6784,0.0,1746456391.750062,26.598308563232422,0.5685286521911621,1.0,879,0.24617737531661987,878,468.920530143
0.019264448434114456,0.3507867455482483,45.5560417175293,2.06084942817688,1354752.0,0.017578125,6808,0.0429687537252903,1746456393.1417527,28.197267532348633,0.5685286521911621,1.0,882,0.4160783588886261,881,470.312189828
0.019264448434114456,0.34428998827934265,45.5560417175293,2.457615375518799,1357824.0,0.01888020895421505,6824,0.0468750037252903,1746456394.0731058,26.375652313232422,0.5685286521911621,1.0,884,0.3826051950454712,883,471.243608558
0.019264448434114456,0.31474387645721436,45.5560417175293,1.5881496667861938,1362432.0,0.0182291679084301,6848,0.0,1746456395.4683337,28.576824188232422,0.5685286521911621,1.0,887,0.36397871375083923,886,472.638830102
0.019264448434114456,0.33897876739501953,45.5560417175293,1.8102384805679321,1402368.0,0.0182291679084301,7056,0.0,1746456407.574248,26.701173782348633,0.5685286521911621,1.0,913,0.33051690459251404,912,484.744939527
0.019264448434114456,0.34444770216941833,45.5560417175293,2.0471935272216797,1405440.0,0.01302083395421505,7072,0.0,1746456408.505369,27.570964813232422,0.5685286521911621,1.0,915,0.34315282106399536,914,485.675833306
0.019264448434114456,0.29416489601135254,45.5560417175293,1.6506237983703613,1408512.0,0.015625,7088,0.006510416977107525,1746456409.4340668,28.613933563232422,0.5685286521911621,1.0,917,0.35927093029022217,916,486.604570871
0.019264448434114456,0.3124188184738159,45.5560417175293,2.301173210144043,1414656.0,0.014322916977107525,7120,0.0,1746456411.2953289,27.02864646911621,0.5685286521911621,1.0,921,0.2861403524875641,920,488.465751232
0.019264448434114456,0.302706778049469,45.5560417175293,3.140951156616211,1430016.0,0.0162760429084301,7200,0.0,1746456415.954938,28.80013084411621,0.5685286521911621,1.0,931,0.31853267550468445,930,493.125403196
0.019264448434114456,0.31071171164512634,45.5560417175293,2.3162529468536377,1449984.0,0.014322916977107525,7304,0.02083333395421505,1746456422.0114913,29.340496063232422,0.5685286521911621,1.0,944,0.3325413167476654,943,499.182081164
0.019264448434114456,0.33227622509002686,45.5560417175293,3.4250988960266113,1496064.0,0.01302083395421505,7544,0.0,1746456436.0018835,29.576824188232422,0.5685286521911621,1.0,974,0.32454633712768555,973,513.172320213
0.016248155385255814,0.3220566511154175,37.95051956176758,3.1852755546569824,1511424.0,0.017578125,7624,0.0221354179084301,1746456440.789147,28.141277313232422,0.4384482502937317,1.0,984,0.4005613327026367,983,517.959694569
0.016248155385255814,0.33737146854400635,37.95051956176758,3.6100897789001465,1534464.0,0.01497395895421505,7744,0.03125,1746456447.7669315,29.510417938232422,0.4384482502937317,1.0,999,0.4298383295536041,998,524.937497682
0.016248155385255814,0.30249112844467163,37.95051956176758,4.932172775268555,1542144.0,0.0182291679084301,7784,0.0,1746456450.0915854,28.457683563232422,0.4384482502937317,1.0,1004,0.31353381276130676,1003,527.26205437
0.016248155385255814,0.2590688467025757,37.95051956176758,3.9110493659973145,1559040.0,0.01497395895421505,7872,0.0442708358168602,1746456455.209108,26.613933563232422,0.4384482502937317,1.0,1015,0.4144798219203949,1014,532.379706065
0.016248155385255814,0.3127637803554535,37.95051956176758,5.3304853439331055,1594368.0,0.01692708395421505,8056,0.02473958395421505,1746456465.9260354,28.50716209411621,0.4384482502937317,1.0,1038,0.37031158804893494,1037,543.096468775
0.016248155385255814,0.3173365592956543,37.95051956176758,6.895415782928467,1618944.0,0.015625,8184,0.0572916679084301,1746456473.3743565,26.75911521911621,0.4384482502937317,1.0,1054,0.4547238051891327,1053,550.544926194
0.016248155385255814,0.3205620050430298,37.95051956176758,5.936092376708984,1637376.0,0.01497395895421505,8280,0.0,1746456478.9486969,28.401042938232422,0.4384482502937317,1.0,1066,0.33993038535118103,1065,556.119160824
0.016248155385255814,0.3013748228549957,37.95051956176758,4.3084611892700195,1668096.0,0.017578125,8440,0.0,1746456488.2569754,28.08333396911621,0.4384482502937317,1.0,1086,0.3441019356250763,1085,565.42755325
0.016248155385255814,0.26732465624809265,37.95051956176758,5.686737060546875,1684992.0,0.01302083395421505,8528,0.0572916679084301,1746456493.3720613,28.36067771911621,0.4384482502937317,1.0,1097,0.40141522884368896,1096,570.542519964
0.016248155385255814,0.18946389853954315,37.95051956176758,6.321107864379883,1721856.0,0.01497395895421505,8720,0.0201822929084301,1746456504.5425968,28.14778709411621,0.4384482502937317,1.0,1121,0.3660180866718292,1120,581.713116875
0.016248155385255814,0.2024022936820984,37.95051956176758,2.9992709159851074,1723392.0,0.01497395895421505,8728,0.010416666977107525,1746456505.0054615,26.947917938232422,0.4384482502937317,1.0,1122,0.37659919261932373,1121,582.175953523
0.016248155385255814,0.198527991771698,37.95051956176758,4.708186149597168,1735680.0,0.0162760429084301,8792,0.0240885429084301,1746456508.7362037,28.03841209411621,0.4384482502937317,1.0,1130,0.4031398594379425,1129,585.906678735
0.016248155385255814,0.19601157307624817,37.95051956176758,4.139734745025635,1740288.0,0.012369791977107525,8816,0.0859375074505806,1746456510.128587,28.281251907348633,0.4384482502937317,1.0,1133,0.4577406942844391,1132,587.299131178
0.016248155385255814,0.16958993673324585,37.95051956176758,2.797565460205078,1775616.0,0.012369791977107525,9000,0.0878906324505806,1746456520.8302536,27.472658157348633,0.4384482502937317,1.0,1156,0.4529537558555603,1155,598.000732807
0.016248155385255814,0.18433089554309845,37.95051956176758,5.895210266113281,1780224.0,0.014322916977107525,9024,0.0585937537252903,1746456522.2305472,28.858074188232422,0.4384482502937317,1.0,1159,0.44685009121894836,1158,599.400985976
0.016248155385255814,0.18677282333374023,37.95051956176758,4.563698768615723,1789440.0,0.0201822929084301,9072,0.0416666679084301,1746456525.0199614,26.850261688232422,0.4384482502937317,1.0,1165,0.4749126732349396,1164,602.19043193
0.016248155385255814,0.19759413599967957,37.95051956176758,3.955522298812866,1794048.0,0.011718750931322575,9096,0.0,1746456526.4188726,28.519533157348633,0.4384482502937317,1.0,1168,0.2877430021762848,1167,603.589392197
0.016248155385255814,0.16861683130264282,37.95051956176758,3.140178680419922,1797120.0,0.01497395895421505,9112,0.0,1746456527.3555057,27.967449188232422,0.4384482502937317,1.0,1170,0.31037428975105286,1169,604.526080121
0.016248155385255814,0.20448064804077148,37.95051956176758,4.21799898147583,1884672.0,0.014322916977107525,9568,0.02278645895421505,1746456553.8967175,26.960939407348633,0.4384482502937317,1.0,1227,0.3338365852832794,1226,631.067209996
0.016248155385255814,0.2332298308610916,37.95051956176758,5.549815654754639,1904640.0,0.01692708395421505,9672,0.0384114608168602,1746456559.9383776,27.30013084411621,0.4384482502937317,1.0,1240,0.4265632927417755,1239,637.108840482
0.016248155385255814,0.24789369106292725,37.95051956176758,7.8530988693237305,1924608.0,0.013671875931322575,9776,0.02734375186264515,1746456565.999426,29.067058563232422,0.4384482502937317,1.0,1253,0.3859398663043976,1252,643.169862979
0.016248155385255814,0.22501468658447266,37.95051956176758,7.111815452575684,1950720.0,0.0162760429084301,9912,0.0,1746456573.9705267,28.817058563232422,0.4384482502937317,1.0,1270,0.4007461667060852,1269,651.141202552
0.016248155385255814,0.25347477197647095,37.95051956176758,7.843737602233887,1961472.0,0.01302083395421505,9968,0.03125,1746456577.2219927,26.578777313232422,0.4384482502937317,1.0,1277,0.3394725024700165,1276,654.392488674
0.016248155385255814,0.1697610318660736,37.95051956176758,9.184585571289062,1992192.0,0.01302083395421505,10128,0.0,1746456586.516422,28.060548782348633,0.4384482502937317,1.0,1297,0.3457583487033844,1296,663.686997409
0.10229644924402237,0.20050103962421417,51.162837982177734,8.595379829406738,1998336.0,0.014322916977107525,10160,0.0937500074505806,1746456588.5030484,27.227214813232422,0.7915927171707153,1.0,1301,0.49879831075668335,1300,665.673570253
0.10229644924402237,0.19987104833126068,51.162837982177734,6.313591003417969,2038272.0,0.01953125186264515,10368,0.0625,1746456600.6306005,27.232423782348633,0.7915927171707153,1.0,1327,0.48704397678375244,1326,677.801067297
0.10229644924402237,0.2064741551876068,51.162837982177734,6.023642539978027,2092032.0,0.01302083395421505,10648,0.0,1746456616.917363,29.060548782348633,0.7915927171707153,1.0,1362,0.4022529423236847,1361,694.087947285
0.10229644924402237,0.21103495359420776,51.162837982177734,6.122788906097412,2107392.0,0.01302083395421505,10728,0.0319010429084301,1746456621.5719414,26.295574188232422,0.7915927171707153,1.0,1372,0.3123413920402527,1371,698.742453546
0.10229644924402237,0.2392818033695221,51.162837982177734,10.521982192993164,2115072.0,0.012369791977107525,10768,0.0423177108168602,1746456623.9042327,27.148439407348633,0.7915927171707153,1.0,1377,0.3978767991065979,1376,701.074896175
0.10229644924402237,0.20847375690937042,51.162837982177734,6.20911979675293,2121216.0,0.013671875931322575,10800,0.0,1746456625.758634,29.29427146911621,0.7915927171707153,1.0,1381,0.3565771281719208,1380,702.929108929
0.10229644924402237,0.19011236727237701,51.162837982177734,5.09414529800415,2125824.0,0.014322916977107525,10824,0.0410156287252903,1746456627.1469495,28.832033157348633,0.7915927171707153,1.0,1384,0.4279941916465759,1383,704.31754443
0.10229644924402237,0.17769214510917664,51.162837982177734,4.938581466674805,2128896.0,0.01497395895421505,10840,0.1041666716337204,1746456628.0784461,28.75130271911621,0.7915927171707153,1.0,1386,0.5317137837409973,1385,705.248905589
0.10229644924402237,0.1737557053565979,51.162837982177734,6.175792694091797,2144256.0,0.014322916977107525,10920,0.0429687537252903,1746456632.7493014,27.494792938232422,0.7915927171707153,1.0,1396,0.44728830456733704,1395,709.919854451
0.10229644924402237,0.17154145240783691,51.162837982177734,5.582297325134277,2150400.0,0.012369791977107525,10952,0.0,1746456634.6194837,27.671876907348633,0.7915927171707153,1.0,1400,0.35103362798690796,1399,711.789986275
0.10229644924402237,0.17477023601531982,51.162837982177734,5.83446741104126,2165760.0,0.01692708395421505,11032,0.01888020895421505,1746456639.2778704,28.023439407348633,0.7915927171707153,1.0,1410,0.43610891699790955,1409,716.448319516
0.10229644924402237,0.16147515177726746,51.162837982177734,3.786186456680298,2176512.0,0.01497395895421505,11088,0.0670572966337204,1746456642.5431337,30.221355438232422,0.7915927171707153,1.0,1417,0.48735949397087097,1416,719.7136938
0.10229644924402237,0.17006713151931763,51.162837982177734,6.835426330566406,2248704.0,0.015625,11464,0.0631510466337204,1746456664.4170558,28.207683563232422,0.7915927171707153,1.0,1464,0.45963314175605774,1463,741.587674609
0.10229644924402237,0.17747390270233154,51.162837982177734,9.196707725524902,2264064.0,0.015625,11544,0.0553385429084301,1746456669.0621006,28.191408157348633,0.7915927171707153,1.0,1474,0.46344301104545593,1473,746.232560327
0.10229644924402237,0.19031816720962524,51.162837982177734,6.542613983154297,2282496.0,0.01497395895421505,11640,0.1204427182674408,1746456674.6591105,29.07942771911621,0.7915927171707153,1.0,1486,0.4948377311229706,1485,751.82962524
0.10229644924402237,0.17642448842525482,51.162837982177734,7.701471328735352,2308608.0,0.0162760429084301,11776,0.1061197966337204,1746456682.5900006,28.156902313232422,0.7915927171707153,1.0,1503,0.5158516764640808,1502,759.760581678
0.10229644924402237,0.21347546577453613,51.162837982177734,7.255799770355225,2339328.0,0.01302083395421505,11936,0.0742187574505806,1746456691.89252,28.182292938232422,0.7915927171707153,1.0,1523,0.4600691795349121,1522,769.062980708
0.10229644924402237,0.17756563425064087,51.162837982177734,7.589999675750732,2345472.0,0.01497395895421505,11968,0.1171875074505806,1746456693.7555933,27.21614646911621,0.7915927171707153,1.0,1527,0.511608362197876,1526,770.92604378
0.10229644924402237,0.17905227839946747,51.162837982177734,5.627511024475098,2354688.0,0.014322916977107525,12016,0.02669270895421505,1746456696.559991,26.71419334411621,0.7915927171707153,1.0,1533,0.3562271296977997,1532,773.730437413
0.10229644924402237,0.21160008013248444,51.162837982177734,6.463901042938232,2374656.0,0.013671875931322575,12120,0.01953125186264515,1746456702.613046,28.272136688232422,0.7915927171707153,1.0,1546,0.411088228225708,1545,779.783609401
0.10229644924402237,0.1981562077999115,51.162837982177734,6.229341506958008,2380800.0,0.01497395895421505,12152,0.0859375074505806,1746456704.4831607,27.460939407348633,0.7915927171707153,1.0,1550,0.46621179580688477,1549,781.653674539
0.10229644924402237,0.1971307098865509,51.162837982177734,6.845550537109375,2383872.0,0.01692708395421505,12168,0.0983072966337204,1746456705.40975,28.771486282348633,0.7915927171707153,1.0,1552,0.5343242883682251,1551,782.580332985
0.10229644924402237,0.18530717492103577,51.162837982177734,5.341926574707031,2385408.0,0.014322916977107525,12176,0.0240885429084301,1746456705.8770308,27.93880271911621,0.7915927171707153,1.0,1553,0.3869933784008026,1552,783.047558292
0.10229644924402237,0.19179509580135345,51.162837982177734,7.197291374206543,2399232.0,0.01302083395421505,12248,0.0761718824505806,1746456710.067884,28.893230438232422,0.7915927171707153,1.0,1562,0.5116140842437744,1561,787.238389383
0.10229644924402237,0.19032296538352966,51.162837982177734,7.661726951599121,2413056.0,0.013671875931322575,12320,0.0,1746456714.267454,25.486330032348633,0.7915927171707153,1.0,1571,0.2732829451560974,1570,791.437972505
0.10229644924402237,0.1966901421546936,51.162837982177734,6.278873443603516,2423808.0,0.015625,12376,0.068359375,1746456717.53189,26.158205032348633,0.7915927171707153,1.0,1578,0.4661622941493988,1577,794.70235137
0.10229644924402237,0.1819329410791397,51.162837982177734,8.202357292175293,2459136.0,0.0162760429084301,12560,0.1744791716337204,1746456728.2588687,28.313152313232422,0.7915927171707153,1.0,1601,0.6002018451690674,1600,805.429330919
0.10229644924402237,0.16340342164039612,51.162837982177734,5.829670429229736,2463744.0,0.01302083395421505,12584,0.02864583395421505,1746456729.6528702,26.449871063232422,0.7915927171707153,1.0,1604,0.3805157542228699,1603,806.823315002
0.08472906798124313,0.16778843104839325,49.698524475097656,4.82606315612793,2522112.0,0.01692708395421505,12888,0.0338541679084301,1746456747.4737988,26.675783157348633,0.7523815035820007,1.0,1642,0.38009506464004517,1641,824.644327534
0.08472906798124313,0.19432169198989868,49.698524475097656,5.847664833068848,2529792.0,0.014322916977107525,12928,0.0872395858168602,1746456749.8097687,28.059246063232422,0.7523815035820007,1.0,1647,0.49835169315338135,1646,826.980336776
0.08472906798124313,0.16774067282676697,49.698524475097656,6.019556045532227,2531328.0,0.01497395895421505,12936,0.02148437686264515,1746456750.2727022,27.931642532348633,0.7523815035820007,1.0,1648,0.4047810137271881,1647,827.443188272
0.08472906798124313,0.2073494791984558,49.698524475097656,5.340224266052246,2539008.0,0.017578125,12976,0.0325520858168602,1746456752.6004546,26.81966209411621,0.7523815035820007,1.0,1653,0.40816423296928406,1652,829.77092186
0.08472906798124313,0.17431846261024475,49.698524475097656,5.34391975402832,2555904.0,0.015625,13064,0.1048177108168602,1746456757.721559,28.46809959411621,0.7523815035820007,1.0,1664,0.5106099843978882,1663,834.892064597
0.08472906798124313,0.2143428921699524,49.698524475097656,4.647898197174072,2589696.0,0.015625,13240,0.0514322929084301,1746456767.9577975,26.66341209411621,0.7523815035820007,1.0,1686,0.40382036566734314,1685,845.128302066
0.08472906798124313,0.2062910497188568,49.698524475097656,4.319802284240723,2592768.0,0.01302083395421505,13256,0.0481770858168602,1746456768.8959112,27.046876907348633,0.7523815035820007,1.0,1688,0.40740010142326355,1687,846.066484032
